row_id,name,startdate,location,about,page_url
1023,3333,114,0,37,3905
1024,2926,35,0,26,1040
1025,1509,54,0,21,1730
1026,1067,88,0,43,2906
1027,4106,117,0,10,4180
1028,4647,117,0,10,4182
1029,2401,59,0,70,1961
1030,2998,94,0,3,2966
1031,638,1,0,54,56
1032,3665,104,0,34,3400
1033,4985,32,0,18,1071
1034,284,31,0,33,920
1035,2643,19,0,27,665
1036,2138,74,0,18,2417
1037,915,123,0,16,4404
1038,1322,124,0,26,4640
1039,3870,120,0,24,4725
1040,3799,55,0,46,1588
1041,556,98,0,58,3220
1042,1927,51,0,32,1478
1043,411,105,0,62,3242
1044,1187,21,0,66,600
1045,575,98,0,58,3214
1046,405,68,0,61,1902
1047,2705,13,0,29,363
1048,4519,80,0,26,2617
1049,4999,33,0,15,1095
1050,1100,0,0,55,5352
1051,748,98,0,58,3197
1052,2879,115,0,51,4010
1053,3546,123,0,16,4369
1054,1815,66,0,37,2463
1055,1370,109,0,26,3525
1056,263,51,0,32,1467
1057,2314,104,0,34,3383
1058,4696,121,0,50,4904
1059,3473,67,0,36,2167
1060,4552,64,0,6,2032
1061,3741,55,0,46,1665
1062,4935,86,0,3,2848
1063,2288,87,0,38,2871
1064,4203,108,0,17,3566
1065,3811,55,0,46,1620
1066,5082,12,0,38,190
1067,670,1,0,54,63
1068,4964,59,0,70,1979
1069,2317,104,0,34,3388
1070,1849,58,0,23,1789
1071,1814,80,0,26,2631
1072,1321,84,0,23,2728
1073,3180,125,0,38,5217
1074,696,68,0,61,1956
1075,2868,86,0,3,2743
1076,2880,115,0,51,4009
1077,3251,116,0,38,3841
1078,3110,116,0,38,3873
1079,2195,117,0,10,4221
1080,2787,50,0,26,1337
1081,3437,117,0,10,4181
1082,4114,119,0,19,4335
1083,365,122,0,42,4985
1084,4275,93,0,8,2942
1085,2605,108,0,17,3584
1086,3306,66,0,37,2462
1087,5080,95,0,46,3114
1088,4630,95,0,46,3131
1089,2791,29,0,46,889
1090,1670,13,0,29,2608
1091,4725,12,0,38,265
1092,122,17,0,35,557
1093,1698,57,0,8,1683
1094,4552,99,0,7,3344
1095,1136,1,0,54,66
1096,3339,28,0,35,978
1097,600,76,0,64,2269
1098,510,51,0,32,1494
1099,3940,13,0,29,335
1100,545,76,0,64,2265
1101,3283,13,0,29,501
1102,2190,100,0,6,3374
1103,3047,13,0,29,648
1104,1646,114,0,37,3939
1105,4243,13,0,29,903
1106,4571,12,0,38,263
1107,1097,68,0,61,1860
1108,4592,99,0,7,3341
1109,2406,71,0,2,2335
1110,3042,114,0,37,3959
1111,1280,115,0,51,4015
1112,1160,1,0,54,67
1113,1905,96,0,18,3234
1114,2849,118,0,0,4098
1115,4532,124,0,26,4490
1116,4134,120,0,24,4727
1117,1925,39,0,25,1154
1118,2454,65,0,46,2106
1119,4745,12,0,38,255
1120,3461,62,0,8,2055
1121,1519,103,0,46,3298
1122,1494,35,0,26,1038
1123,4699,95,0,46,3102
1124,3048,59,0,70,1970
1125,2674,13,0,29,420
1126,4976,86,0,3,2855
1127,1933,124,0,26,4435
1128,642,61,0,57,1761
1129,2247,63,0,7,2041
1130,5078,13,0,29,647
1131,4921,26,0,7,791
1132,986,64,0,6,2011
1133,1501,113,0,11,3679
1134,3290,114,0,37,3925
1135,1523,121,0,50,4928
1136,4886,126,0,59,4845
1137,3586,12,0,38,229
1138,4269,59,0,70,1974
1139,2915,81,0,53,2707
1140,3608,60,0,18,1797
1141,2434,94,0,3,2969
1142,4388,55,0,46,1575
1143,2882,124,0,26,4408
1144,2480,94,0,3,2984
1145,1177,22,0,56,633
1146,3778,13,0,29,351
1147,4546,74,0,18,2409
1148,2250,55,0,46,1650
1149,4710,113,0,11,3659
1150,3210,20,0,38,650
1151,4171,65,0,46,2126
1152,3477,114,0,37,3958
1153,1890,108,0,17,3568
1154,2415,87,0,38,2873
1155,4223,94,0,3,2978
1156,3980,119,0,19,4334
1157,1206,122,0,42,4974
1158,179,45,0,37,1271
1159,1051,88,0,43,2897
1160,1900,90,0,10,3096
1161,4657,50,0,26,1343
1162,2246,59,0,70,1969
1163,5011,119,0,19,4262
1164,3562,57,0,8,1684
1165,3478,6,0,1,113
1166,4683,29,0,46,848
1167,3124,62,0,8,2064
1168,862,1,0,54,53
1169,484,105,0,62,3275
1170,126,17,0,35,547
1171,3682,109,0,26,3497
1172,4148,117,0,10,4137
1173,954,16,0,46,464
1174,3016,93,0,8,2951
1175,1657,114,0,37,3965
1176,3627,120,0,24,4683
1177,2734,128,0,49,5336
1178,1750,12,0,38,227
1179,1020,70,0,52,2527
1180,2384,114,0,37,3895
1181,3692,95,0,46,3101
1182,2488,125,0,38,5007
1183,4919,65,0,46,2100
1184,3920,121,0,50,4943
1185,2131,13,0,29,1568
1186,731,111,0,63,3417
1187,279,7,0,36,112
1188,2621,90,0,10,3066
1189,549,98,0,58,3207
1190,2910,42,0,30,1234
1191,3994,125,0,38,5218
1192,2027,108,0,17,3574
1193,3417,125,0,38,5123
1194,218,28,0,35,985
1195,1725,86,0,3,2758
1196,3263,120,0,24,4810
1197,781,111,0,63,3434
1198,3072,124,0,26,4517
1199,3186,55,0,46,1622
1200,4598,64,0,6,2022
1201,4552,87,0,38,2885
1202,5061,117,0,10,4201
1203,4552,90,0,10,3067
1204,2048,55,0,46,1668
1205,3578,51,0,32,1551
1206,3676,12,0,38,238
1207,1649,89,0,28,2917
1208,2988,103,0,46,3295
1209,2761,100,0,6,3377
1210,4230,124,0,26,4583
1211,2898,125,0,38,5049
1212,1482,13,0,29,1385
1213,3830,116,0,38,3827
1214,2367,120,0,24,4701
1215,1047,68,0,61,1914
1216,206,51,0,32,1488
1217,1951,77,0,33,2547
1218,2971,75,0,38,2491
1219,12,24,0,18,733
1220,547,44,0,31,1257
1221,1002,53,0,35,1691
1222,4421,114,0,37,3890
1223,4587,13,0,29,801
1224,325,70,0,52,2530
1225,1921,8,0,41,117
1226,504,44,0,31,1261
1227,626,1,0,54,1
1228,1372,64,0,6,2018
1229,2290,77,0,33,2546
1230,43,55,0,46,1583
1231,4026,108,0,17,3598
1232,4188,125,0,38,5214
1233,67,51,0,32,1473
1234,3301,66,0,37,2427
1235,3526,71,0,2,2383
1236,4564,13,0,29,2613
1237,2255,89,0,28,2916
1238,1366,54,0,21,1725
1239,4357,108,0,17,3582
1240,3838,119,0,19,4321
1241,1071,111,0,63,3424
1242,4315,87,0,38,2862
1243,385,70,0,52,2519
1244,4445,77,0,33,2551
1245,3248,65,0,46,2095
1246,913,13,0,29,1296
1247,3761,13,0,29,478
1248,752,76,0,64,2243
1249,2323,128,0,49,5237
1250,4552,97,0,13,3221
1251,709,70,0,52,2521
1252,4534,94,0,3,3049
1253,804,105,0,62,3274
1254,5084,120,0,24,4753
1255,5046,33,0,15,1098
1256,4821,36,0,1,1188
1257,3853,124,0,26,4445
1258,1597,9,0,40,162
1259,3985,13,0,29,1370
1260,1878,51,0,32,1495
1261,871,22,0,56,629
1262,4063,120,0,24,4735
1263,4474,125,0,38,5151
1264,825,68,0,61,1823
1265,4963,99,0,7,3346
1266,4656,125,0,38,5029
1267,2329,128,0,49,5255
1268,2053,12,0,38,173
1269,733,111,0,63,3438
1270,3081,113,0,11,3720
1271,421,76,0,64,2178
1272,1599,117,0,10,4156
1273,2159,124,0,26,4451
1274,3893,94,0,3,2996
1275,4428,124,0,26,4420
1276,3383,86,0,3,2746
1277,3925,119,0,19,4339
1278,3449,26,0,7,779
1279,2535,117,0,10,4159
1280,4958,116,0,38,3835
1281,4389,125,0,38,5202
1282,1086,61,0,57,1737
1283,2133,103,0,46,3314
1284,935,95,0,46,3157
1285,2542,12,0,38,269
1286,1957,128,0,48,5319
1287,4892,125,0,38,5038
1288,1233,95,0,46,3118
1289,2219,13,0,29,364
1290,3252,71,0,2,2320
1291,1484,71,0,2,2372
1292,3663,13,0,29,485
1293,2913,109,0,26,3469
1294,4546,110,0,18,3532
1295,2045,13,0,29,2272
1296,909,116,0,38,3820
1297,1603,124,0,26,4587
1298,2091,120,0,24,4713
1299,4639,125,0,38,5155
1300,1915,121,0,50,4897
1301,716,70,0,52,2516
1302,2537,124,0,26,4548
1303,2486,124,0,26,4563
1304,3308,126,0,59,4831
1305,3615,13,0,29,422
1306,3602,110,0,18,3533
1307,4712,16,0,46,465
1308,2940,13,0,29,1295
1309,490,30,0,60,703
1310,4913,117,0,10,4202
1311,2679,80,0,26,2646
1312,3854,109,0,26,3511
1313,1691,86,0,3,2830
1314,306,111,0,63,3431
1315,2963,103,0,46,3292
1316,3786,25,0,8,774
1317,3758,66,0,37,2434
1318,1281,12,0,38,281
1319,4687,18,0,23,523
1320,1441,71,0,2,2386
1321,3308,77,0,33,2557
1322,1736,73,0,35,2597
1323,1971,128,0,48,5280
1324,2145,55,0,46,1632
1325,4023,13,0,29,803
1326,4791,78,0,19,2686
1327,3649,93,0,8,2945
1328,4710,118,0,0,4047
1329,3269,109,0,26,3524
1330,4824,55,0,46,1591
1331,3797,95,0,46,3148
1332,1545,125,0,38,5175
1333,1262,110,0,18,3529
1334,1973,127,0,49,5251
1335,260,14,0,32,472
1336,2221,65,0,46,2103
1337,5033,117,0,10,4173
1338,4552,75,0,38,2476
1339,3080,123,0,16,4358
1340,3591,124,0,26,4650
1341,1181,47,0,45,1415
1342,3149,113,0,11,3626
1343,1145,21,0,66,589
1344,1148,43,0,67,1247
1345,2630,86,0,3,2793
1346,2162,13,0,29,489
1347,206,45,0,37,1272
1348,3660,112,0,33,3549
1349,3656,94,0,3,2962
1350,1955,5,0,8,115
1351,11,24,0,18,740
1352,3071,124,0,26,4552
1353,4479,124,0,26,4578
1354,1983,127,0,49,5256
1355,628,1,0,54,75
1356,2108,116,0,38,3739
1357,1611,117,0,10,4145
1358,2754,124,0,26,4470
1359,3641,124,0,26,4544
1360,2739,128,0,49,5262
1361,637,22,0,56,618
1362,1780,118,0,0,4073
1363,4138,102,0,70,3457
1364,897,51,0,32,1468
1365,1609,13,0,29,1382
1366,881,111,0,63,3437
1367,1709,124,0,26,4641
1368,728,47,0,45,1438
1369,546,76,0,64,2177
1370,2361,125,0,38,5028
1371,979,114,0,37,3961
1372,3386,124,0,26,4541
1373,4166,86,0,3,2764
1374,2603,108,0,17,3563
1375,3587,113,0,11,3630
1376,2302,114,0,37,3885
1377,710,76,0,64,2214
1378,700,105,0,62,3278
1379,4551,125,0,38,5116
1380,2827,37,0,8,1191
1381,3673,10,0,8,121
1382,4346,13,0,29,486
1383,1063,47,0,45,1420
1384,3258,119,0,19,4246
1385,2376,114,0,37,3916
1386,4386,13,0,29,421
1387,4086,13,0,29,397
1388,924,113,0,11,3670
1389,1816,114,0,37,3908
1390,3443,71,0,2,2322
1391,2779,120,0,24,4726
1392,338,70,0,52,2534
1393,3817,13,0,29,2566
1394,866,88,0,43,2907
1395,4100,94,0,3,3051
1396,4580,124,0,26,4652
1397,3646,118,0,0,4039
1398,4115,13,0,29,339
1399,2686,13,0,29,1225
1400,2805,93,0,8,2948
1401,2942,115,0,51,3998
1402,3534,99,0,7,3339
1403,3743,9,0,40,160
1404,3154,117,0,10,4152
1405,757,1,0,54,39
1406,2903,63,0,7,2044
1407,2566,113,0,11,3671
1408,333,1,0,54,12
1409,1751,19,0,27,663
1410,3910,29,0,46,885
1411,4516,71,0,2,2334
1412,1268,123,0,16,4407
1413,3318,126,0,59,4859
1414,793,122,0,42,4946
1415,2491,55,0,46,1587
1416,3730,117,0,10,4239
1417,4144,13,0,29,638
1418,1422,125,0,38,5149
1419,682,111,0,63,3427
1420,3776,119,0,19,4313
1421,3303,73,0,35,2585
1422,2168,116,0,38,3723
1423,1230,124,0,26,4603
1424,837,1,0,54,87
1425,568,47,0,45,1412
1426,867,76,0,64,2198
1427,1131,105,0,62,3270
1428,3202,117,0,10,4175
1429,4969,125,0,38,5044
1430,2809,125,0,38,5138
1431,4567,113,0,11,3713
1432,2120,124,0,26,4530
1433,389,105,0,62,3238
1434,2592,117,0,10,4198
1435,2440,86,0,3,2807
1436,2252,35,0,26,1035
1437,2292,125,0,38,5173
1438,1991,12,0,38,248
1439,3033,95,0,46,3119
1440,3572,120,0,24,4743
1441,5087,116,0,38,3783
1442,1652,126,0,59,4849
1443,1134,21,0,66,593
1444,1162,98,0,58,3216
1445,222,51,0,32,1550
1446,5027,33,0,15,1087
1447,198,28,0,35,1004
1448,2901,26,0,7,788
1449,2576,94,0,3,2994
1450,2516,108,0,17,3583
1451,4291,25,0,8,771
1452,3895,77,0,33,2549
1453,3064,55,0,46,1602
1454,418,122,0,42,4973
1455,2817,13,0,29,1227
1456,1522,13,0,29,2276
1457,3352,66,0,37,2430
1458,2244,59,0,70,1975
1459,713,76,0,64,2204
1460,923,125,0,38,5208
1461,4473,123,0,16,4400
1462,3299,126,0,59,4866
1463,3297,28,0,35,982
1464,777,21,0,66,598
1465,4552,86,0,3,2819
1466,4083,12,0,38,297
1467,1831,114,0,37,3953
1468,3289,124,0,26,4519
1469,1901,63,0,7,2046
1470,3813,81,0,53,2717
1471,131,17,0,35,555
1472,2493,62,0,8,2065
1473,3990,71,0,2,2376
1474,1701,35,0,26,1053
1475,828,76,0,64,2186
1476,3230,13,0,29,2084
1477,2484,125,0,38,5040
1478,1588,123,0,16,4352
1479,2200,118,0,0,4062
1480,3915,113,0,11,3687
1481,648,122,0,42,4993
1482,3720,125,0,38,5141
1483,1772,13,0,29,373
1484,2320,104,0,34,3385
1485,726,76,0,64,2222
1486,771,1,0,54,90
1487,2117,13,0,29,1306
1488,3039,73,0,35,2583
1489,1661,124,0,26,4610
1490,1882,13,0,29,502
1491,4882,124,0,26,4679
1492,1427,125,0,38,5053
1493,4643,9,0,40,145
1494,2107,109,0,26,3510
1495,3094,55,0,46,1595
1496,4985,83,0,19,2739
1497,1150,1,0,54,13
1498,2170,86,0,3,2798
1499,172,7,0,36,108
1500,311,43,0,67,1243
1501,3423,94,0,3,3046
1502,1928,125,0,38,5198
1503,4961,13,0,29,1300
1504,3650,80,0,26,2645
1505,1547,13,0,29,405
1506,4796,99,0,7,3335
1507,1764,118,0,0,4085
1508,4649,125,0,38,5137
1509,2573,13,0,29,1364
1510,4686,116,0,38,3844
1511,2831,118,0,0,4106
1512,3576,52,0,38,1394
1513,7,78,0,19,2665
1514,2082,26,0,7,787
1515,3037,100,0,6,3382
1516,1152,22,0,56,634
1517,4162,94,0,3,2971
1518,3610,13,0,29,510
1519,2828,95,0,46,3112
1520,2822,114,0,37,3972
1521,693,47,0,45,1435
1522,918,116,0,38,3812
1523,853,68,0,61,1861
1524,4632,39,0,25,1167
1525,3375,60,0,18,1805
1526,592,111,0,63,3430
1527,328,22,0,56,603
1528,4797,33,0,15,1107
1529,4046,86,0,3,2801
1530,146,118,0,0,4093
1531,3593,86,0,3,2840
1532,1942,11,0,3,127
1533,3037,116,0,38,3867
1534,1135,47,0,45,1414
1535,2636,120,0,24,4768
1536,1974,128,0,49,5247
1537,1578,103,0,46,3308
1538,4342,9,0,40,143
1539,493,51,0,32,1501
1540,4423,86,0,3,2817
1541,154,17,0,35,568
1542,4552,25,0,8,770
1543,2380,119,0,19,4285
1544,2585,13,0,29,1248
1545,2550,29,0,46,822
1546,643,88,0,43,2901
1547,3029,55,0,46,1674
1548,488,68,0,61,1889
1549,289,17,0,35,543
1550,3425,117,0,10,4231
1551,2469,123,0,16,4350
1552,1396,52,0,38,1398
1553,1616,113,0,11,3718
1554,4464,116,0,38,3733
1555,523,105,0,62,3258
1556,721,122,0,42,4987
1557,4102,71,0,2,2397
1558,1732,114,0,37,3974
1559,2691,37,0,8,1193
1560,1054,68,0,61,1875
1561,2875,13,0,29,2573
1562,2897,113,0,11,3707
1563,4152,124,0,26,4621
1564,4362,116,0,38,3781
1565,1006,28,0,35,986
1566,3599,24,0,18,723
1567,1540,113,0,11,3684
1568,3765,124,0,26,4477
1569,3671,124,0,26,4631
1570,2501,99,0,7,3324
1571,3359,110,0,18,3535
1572,1383,121,0,50,4890
1573,4636,125,0,38,5132
1574,3607,110,0,18,3536
1575,213,38,0,36,1137
1576,1271,120,0,24,4680
1577,4701,117,0,10,4242
1578,3342,126,0,59,4835
1579,1234,108,0,17,3602
1580,4049,113,0,11,3701
1581,1437,13,0,29,348
1582,3689,13,0,29,1173
1583,2972,12,0,38,208
1584,1410,35,0,26,1057
1585,274,124,0,26,4666
1586,18,96,0,18,3228
1587,1375,13,0,29,1122
1588,4248,86,0,3,2768
1589,3132,81,0,53,2706
1590,2324,128,0,48,5240
1591,2590,119,0,19,4283
1592,1381,55,0,46,1654
1593,3264,13,0,29,2606
1594,2263,124,0,26,4616
1595,1932,80,0,26,2648
1596,1235,63,0,7,2050
1597,4454,116,0,38,3792
1598,3130,12,0,38,247
1599,1092,76,0,64,2266
1600,864,0,0,55,5348
1601,3035,87,0,38,2861
1602,1266,62,0,8,2053
1603,1041,122,0,42,4951
1604,1825,66,0,37,2422
1605,3809,55,0,46,1619
1606,4338,109,0,26,3500
1607,376,68,0,61,1925
1608,2826,120,0,24,4811
1609,5026,33,0,15,1101
1610,2951,55,0,46,1644
1611,4441,119,0,19,4269
1612,1289,125,0,38,5079
1613,1155,111,0,63,3425
1614,177,120,0,24,4741
1615,2939,52,0,38,1392
1616,1274,109,0,26,3516
1617,4684,117,0,10,4123
1618,1260,117,0,10,4129
1619,2711,86,0,3,2782
1620,2937,120,0,24,4780
1621,714,76,0,64,2260
1622,4918,100,0,6,3380
1623,3313,112,0,33,3543
1624,4313,125,0,38,5015
1625,576,98,0,58,3215
1626,3775,124,0,26,4414
1627,2505,75,0,38,2509
1628,4953,12,0,38,289
1629,391,30,0,60,683
1630,2688,94,0,3,3031
1631,4187,125,0,38,5203
1632,566,122,0,42,4956
1633,3125,13,0,29,2091
1634,4898,13,0,29,353
1635,4869,119,0,19,4316
1636,2758,128,0,48,5335
1637,1094,30,0,60,696
1638,217,17,0,35,556
1639,2902,103,0,46,3303
1640,36,9,0,40,153
1641,3727,113,0,11,3628
1642,1731,125,0,38,5096
1643,1875,118,0,0,4094
1644,3707,126,0,59,4850
1645,167,51,0,32,1546
1646,3751,16,0,46,449
1647,4940,12,0,38,236
1648,4159,35,0,26,1039
1649,1082,70,0,52,2525
1650,4903,121,0,50,4934
1651,1202,34,0,65,817
1652,2067,90,0,10,3079
1653,4264,94,0,3,3019
1654,2752,124,0,26,4540
1655,2049,93,0,8,2941
1656,799,1,0,54,58
1657,4019,113,0,11,3702
1658,229,124,0,26,4466
1659,1868,9,0,40,134
1660,4942,113,0,11,3656
1661,8,24,0,18,735
1662,4625,121,0,50,4906
1663,1830,112,0,33,3542
1664,1093,1,0,54,59
1665,677,22,0,56,612
1666,1876,12,0,38,312
1667,2506,72,0,9,2402
1668,80,18,0,23,514
1669,586,68,0,61,1921
1670,1572,113,0,11,3681
1671,4321,13,0,29,576
1672,1884,121,0,50,4929
1673,2295,71,0,2,2370
1674,1560,55,0,46,1667
1675,2774,114,0,37,3949
1676,2991,115,0,51,3982
1677,341,88,0,43,2909
1678,2555,39,0,25,1165
1679,2647,65,0,46,2149
1680,722,117,0,10,4169
1681,253,28,0,35,951
1682,3735,57,0,8,1687
1683,3381,13,0,29,1305
1684,3385,120,0,24,4794
1685,4805,124,0,26,4598
1686,3643,99,0,7,3338
1687,3453,13,0,29,1814
1688,4801,81,0,53,2703
1689,1669,79,0,69,2697
1690,2130,12,0,38,167
1691,1144,30,0,60,694
1692,212,38,0,36,1132
1693,4550,77,0,33,2562
1694,1791,113,0,11,3649
1695,3268,121,0,50,4896
1696,4834,13,0,29,2609
1697,4915,86,0,3,2812
1698,4795,90,0,10,3072
1699,353,30,0,60,684
1700,2057,126,0,59,4870
1701,4905,29,0,46,891
1702,542,30,0,60,711
1703,824,68,0,61,1934
1704,3357,119,0,19,4310
1705,4590,13,0,29,1115
1706,4404,12,0,38,250
1707,202,53,0,35,1701
1708,1232,86,0,3,2816
1709,4400,89,0,28,2933
1710,1907,109,0,26,3489
1711,4552,93,0,8,2956
1712,235,84,0,23,2726
1713,2876,125,0,38,5090
1714,111,38,0,36,1142
1715,3770,95,0,46,3140
1716,591,105,0,62,3272
1717,1029,98,0,58,3212
1718,1913,13,0,29,1360
1719,3664,114,0,37,3934
1720,3575,86,0,3,2741
1721,2523,13,0,29,1377
1722,4718,116,0,38,3865
1723,3791,29,0,46,892
1724,2070,103,0,46,3316
1725,4759,120,0,24,4705
1726,1345,27,0,6,759
1727,1068,68,0,61,1912
1728,1391,64,0,6,2019
1729,3260,90,0,10,3068
1730,1792,124,0,26,4459
1731,4573,124,0,26,4575
1732,1378,94,0,3,3064
1733,34,39,0,25,1164
1734,674,98,0,58,3200
1735,4335,102,0,70,3452
1736,3010,124,0,26,4654
1737,2204,35,0,26,1052
1738,3549,113,0,11,3627
1739,89,31,0,33,935
1740,1153,1,0,54,77
1741,702,70,0,52,2524
1742,4037,13,0,29,400
1743,1836,73,0,35,2578
1744,3272,62,0,8,2068
1745,2203,13,0,29,2568
1746,2218,94,0,3,3061
1747,1581,95,0,46,3115
1748,3161,62,0,8,2076
1749,2151,13,0,29,1375
1750,397,76,0,64,2182
1751,3847,123,0,16,4403
1752,3428,12,0,38,228
1753,3479,51,0,32,1487
1754,62,13,0,29,1292
1755,4307,55,0,46,1609
1756,2428,109,0,26,3488
1757,1910,125,0,38,5140
1758,1992,94,0,3,3016
1759,3387,102,0,70,3449
1760,4971,12,0,38,185
1761,4588,29,0,46,846
1762,4214,13,0,29,2610
1763,3827,125,0,38,5180
1764,3860,116,0,38,3854
1765,4807,13,0,29,1229
1766,1812,125,0,38,5114
1767,1442,12,0,38,215
1768,3733,71,0,2,2343
1769,1777,115,0,51,3985
1770,1570,128,0,48,5223
1771,4499,113,0,11,3689
1772,3328,28,0,35,999
1773,708,68,0,61,1877
1774,412,68,0,61,1932
1775,395,76,0,64,2246
1776,4800,121,0,50,4889
1777,740,122,0,42,4944
1778,2631,124,0,26,4482
1779,1478,25,0,8,767
1780,1556,123,0,16,4394
1781,4877,13,0,29,811
1782,723,76,0,64,2248
1783,4175,48,0,16,1308
1784,4813,13,0,29,1719
1785,1313,13,0,29,1561
1786,3040,75,0,38,2484
1787,4885,114,0,37,3883
1788,1823,114,0,37,3969
1789,4798,55,0,46,1623
1790,3368,32,0,18,1072
1791,3150,12,0,38,170
1792,672,34,0,65,816
1793,3068,114,0,37,3917
1794,951,115,0,51,4007
1795,5050,33,0,15,1111
1796,2712,13,0,29,1384
1797,1336,64,0,6,2016
1798,3343,77,0,33,2559
1799,277,7,0,36,111
1800,3144,13,0,29,1379
1801,4309,117,0,10,4148
1802,3562,58,0,23,1778
1803,3353,126,0,59,4821
1804,4529,12,0,38,195
1805,1456,13,0,29,385
1806,139,28,0,35,965
1807,6,60,0,18,1804
1808,4129,66,0,37,2437
1809,2507,124,0,26,4670
1810,2552,116,0,38,3876
1811,81,123,0,16,4372
1812,1168,68,0,61,1922
1813,2003,12,0,38,287
1814,1365,124,0,26,4458
1815,3295,77,0,33,2558
1816,2182,118,0,0,4037
1817,1443,119,0,19,4345
1818,1005,45,0,37,1274
1819,3538,113,0,11,3704
1820,1827,126,0,59,4881
1821,4380,13,0,29,1120
1822,1069,30,0,60,716
1823,295,76,0,64,2258
1824,4552,72,0,9,2404
1825,1977,127,0,49,5309
1826,4390,75,0,38,2480
1827,4092,13,0,29,325
1828,178,51,0,32,1497
1829,4070,65,0,46,2144
1830,2534,117,0,10,4170
1831,1637,55,0,46,1582
1832,3462,93,0,8,2952
1833,631,22,0,56,631
1834,810,30,0,60,713
1835,2336,127,0,49,5257
1836,1802,12,0,38,237
1837,239,51,0,32,1455
1838,755,76,0,64,2228
1839,654,1,0,54,84
1840,2368,13,0,29,1288
1841,2764,60,0,18,1801
1842,1392,89,0,28,2928
1843,1842,33,0,15,1097
1844,2342,84,0,23,2724
1845,860,122,0,42,4976
1846,4569,13,0,29,1213
1847,46,13,0,29,424
1848,3350,73,0,35,2586
1849,1306,65,0,46,2147
1850,273,51,0,32,1514
1851,3341,126,0,59,4855
1852,2977,71,0,2,2366
1853,3018,113,0,11,3654
1854,1618,62,0,8,2067
1855,3028,109,0,26,3472
1856,4552,36,0,1,1185
1857,3620,124,0,26,4636
1858,1279,120,0,24,4721
1859,4097,114,0,37,3912
1860,3583,124,0,26,4520
1861,2200,125,0,38,5062
1862,4634,93,0,8,2961
1863,950,117,0,10,4118
1864,4552,3,0,4,100
1865,256,31,0,33,936
1866,2032,124,0,26,4667
1867,323,68,0,61,1834
1868,143,17,0,35,561
1869,3365,78,0,19,2674
1870,1421,125,0,38,5024
1871,1506,119,0,19,4273
1872,1679,116,0,38,3838
1873,816,68,0,61,1869
1874,599,76,0,64,2196
1875,1163,1,0,54,46
1876,4050,9,0,40,131
1877,1945,65,0,46,2130
1878,1645,104,0,34,3402
1879,2650,124,0,26,4590
1880,1666,124,0,26,4492
1881,2166,120,0,24,4790
1882,4644,121,0,50,4909
1883,3406,13,0,29,334
1884,2713,116,0,38,3872
1885,2667,115,0,51,3999
1886,859,22,0,56,604
1887,472,1,0,54,68
1888,355,68,0,61,1895
1889,3665,126,0,59,4836
1890,4455,29,0,46,849
1891,3312,67,0,36,2163
1892,2664,116,0,38,3862
1893,4543,125,0,38,5075
1894,4705,125,0,38,5033
1895,368,1,0,54,17
1896,3492,59,0,70,1985
1897,151,7,0,36,106
1898,3455,100,0,6,3366
1899,3908,72,0,9,2401
1900,4120,124,0,26,4573
1901,3163,9,0,40,152
1902,2037,12,0,38,239
1903,1675,35,0,26,1058
1904,836,68,0,61,1959
1905,5069,86,0,3,2783
1906,4902,103,0,46,3288
1907,342,30,0,60,702
1908,1693,82,0,68,2735
1909,3637,42,0,30,1237
1910,651,0,0,55,5340
1911,3377,117,0,10,4192
1912,85,17,0,35,533
1913,2756,119,0,19,4272
1914,2387,119,0,19,4292
1915,370,122,0,42,4980
1916,2109,57,0,8,1685
1917,3059,62,0,8,2057
1918,4498,13,0,29,2284
1919,519,1,0,54,26
1920,4229,51,0,32,1452
1921,3424,13,0,29,443
1922,1107,1,0,54,78
1923,2962,13,0,29,1716
1924,4857,120,0,24,4791
1925,528,61,0,57,1751
1926,772,1,0,54,6
1927,147,28,0,35,971
1928,3528,124,0,26,4619
1929,4743,13,0,29,2279
1930,4235,120,0,24,4812
1931,302,34,0,65,818
1932,2892,94,0,3,3033
1933,2862,13,0,29,1289
1934,1854,113,0,11,3675
1935,2379,94,0,3,3056
1936,4289,13,0,29,1226
1937,4020,108,0,17,3596
1938,70,118,0,0,4079
1939,4045,13,0,29,1791
1940,4650,13,0,29,905
1941,1184,122,0,42,4959
1942,3697,120,0,24,4770
1943,4981,119,0,19,4307
1944,4808,124,0,26,4597
1945,975,125,0,38,5101
1946,3892,124,0,26,4500
1947,999,31,0,33,921
1948,2232,120,0,24,4690
1949,2405,13,0,29,355
1950,5053,102,0,70,3450
1951,3087,123,0,16,4377
1952,4462,66,0,37,2466
1953,2450,16,0,46,469
1954,875,1,0,54,86
1955,312,76,0,64,2268
1956,1757,12,0,38,282
1957,1674,94,0,3,3011
1958,3262,109,0,26,3493
1959,2151,120,0,24,4801
1960,5025,119,0,19,4279
1961,1758,113,0,11,3653
1962,4758,124,0,26,4518
1963,2973,116,0,38,3824
1964,4385,13,0,29,399
1965,4788,33,0,15,1109
1966,2459,75,0,38,2498
1967,2139,24,0,18,753
1968,608,76,0,64,2241
1969,2147,124,0,26,4643
1970,5018,110,0,18,3539
1971,1445,97,0,13,3225
1972,2763,78,0,19,2681
1973,2060,126,0,59,4843
1974,4505,117,0,10,4135
1975,1819,126,0,59,4844
1976,161,13,0,29,480
1977,171,28,0,35,958
1978,1914,42,0,30,1235
