row_id,name,startdate,enddate,location,description,eventattendancemode,eventstatus,image,page_url
228,15,3,3,0,9,0,0,0,1339
229,11,4,4,0,12,0,0,0,1339
230,9,2,2,0,10,0,0,0,1339
231,9,5,5,0,10,0,0,0,1339
232,14,7,7,0,9,0,0,0,1145
233,15,3,3,0,9,0,0,0,1145
234,11,4,4,0,12,0,0,0,1145
235,9,2,2,0,10,0,0,0,1145
236,9,5,5,0,10,0,0,0,1145
237,14,7,7,0,9,0,0,0,742
238,15,3,3,0,9,0,0,0,742
239,11,4,4,0,12,0,0,0,742
240,14,7,7,0,9,0,0,0,244
241,15,3,3,0,9,0,0,0,244
242,11,4,4,0,12,0,0,0,244
243,2,10,10,0,1,0,0,0,284
244,9,14,14,0,10,0,0,0,284
245,9,11,11,0,10,0,0,0,284
246,14,7,7,0,9,0,0,0,1219
247,15,3,3,0,9,0,0,0,1219
248,11,4,4,0,12,0,0,0,1219
249,9,2,2,0,10,0,0,0,1219
250,9,5,5,0,10,0,0,0,1219
251,2,10,10,0,1,0,0,0,1135
252,9,14,14,0,10,0,0,0,1135
253,9,11,11,0,10,0,0,0,1135
254,14,7,7,0,9,0,0,0,327
255,15,3,3,0,9,0,0,0,327
256,11,4,4,0,12,0,0,0,327
257,14,7,7,0,9,0,0,0,924
258,15,3,3,0,9,0,0,0,924
259,11,4,4,0,12,0,0,0,924
260,2,10,10,0,1,0,0,0,454
261,9,14,14,0,10,0,0,0,454
262,9,11,11,0,10,0,0,0,454
263,2,10,10,0,1,0,0,0,353
264,9,14,14,0,10,0,0,0,353
265,9,11,11,0,10,0,0,0,353
266,14,7,7,0,9,0,0,0,963
267,15,3,3,0,9,0,0,0,963
268,11,4,4,0,12,0,0,0,963
269,2,10,10,0,1,0,0,0,1230
270,9,14,14,0,10,0,0,0,1230
271,9,11,11,0,10,0,0,0,1230
272,2,10,10,0,1,0,0,0,51
273,9,14,14,0,10,0,0,0,51
274,9,11,11,0,10,0,0,0,51
275,2,10,10,0,1,0,0,0,548
276,9,14,14,0,10,0,0,0,548
277,9,11,11,0,10,0,0,0,548
278,2,10,10,0,1,0,0,0,827
279,9,14,14,0,10,0,0,0,827
280,9,11,11,0,10,0,0,0,827
281,9,14,14,0,10,0,0,0,895
282,9,11,11,0,10,0,0,0,895
283,14,7,7,0,9,0,0,0,1247
284,15,3,3,0,9,0,0,0,1247
285,11,4,4,0,12,0,0,0,1247
286,9,2,2,0,10,0,0,0,1247
287,9,5,5,0,10,0,0,0,1247
288,2,10,10,0,1,0,0,0,65
289,9,14,14,0,10,0,0,0,65
290,9,11,11,0,10,0,0,0,65
291,2,10,10,0,1,0,0,0,534
292,9,14,14,0,10,0,0,0,534
293,9,11,11,0,10,0,0,0,534
294,14,7,7,0,9,0,0,0,526
295,15,3,3,0,9,0,0,0,526
296,11,4,4,0,12,0,0,0,526
297,14,7,7,0,9,0,0,0,955
298,15,3,3,0,9,0,0,0,955
299,11,4,4,0,12,0,0,0,955
300,14,7,7,0,9,0,0,0,42
301,15,3,3,0,9,0,0,0,42
302,11,4,4,0,12,0,0,0,42
303,2,10,10,0,1,0,0,0,1333
304,9,14,14,0,10,0,0,0,1333
305,9,11,11,0,10,0,0,0,1333
306,9,14,14,0,10,0,0,0,883
307,9,11,11,0,10,0,0,0,883
308,14,7,7,0,9,0,0,0,935
309,15,3,3,0,9,0,0,0,935
310,11,4,4,0,12,0,0,0,935
311,9,2,2,0,10,0,0,0,935
312,9,5,5,0,10,0,0,0,935
313,12,7,7,0,18,1,0,1,1273
314,13,3,3,0,18,1,0,1,1273
315,11,4,4,0,20,1,0,1,1273
316,13,23,23,0,18,1,0,1,1049
317,14,7,7,0,9,0,0,0,438
318,15,3,3,0,9,0,0,0,438
319,11,4,4,0,12,0,0,0,438
320,9,2,2,0,10,0,0,0,438
321,9,5,5,0,10,0,0,0,438
322,14,7,7,0,9,0,0,0,455
323,15,3,3,0,9,0,0,0,455
324,11,4,4,0,12,0,0,0,455
325,2,10,10,0,1,0,0,0,1116
326,9,14,14,0,10,0,0,0,1116
327,9,11,11,0,10,0,0,0,1116
328,14,7,7,0,9,0,0,0,1302
329,15,3,3,0,9,0,0,0,1302
330,11,4,4,0,12,0,0,0,1302
331,9,2,2,0,10,0,0,0,1302
332,9,5,5,0,10,0,0,0,1302
333,14,7,7,0,9,0,0,0,310
334,15,3,3,0,9,0,0,0,310
335,11,4,4,0,12,0,0,0,310
336,14,7,7,0,9,0,0,0,506
337,15,3,3,0,9,0,0,0,506
338,11,4,4,0,12,0,0,0,506
339,2,10,10,0,1,0,0,0,1216
340,9,14,14,0,10,0,0,0,1216
341,9,11,11,0,10,0,0,0,1216
342,14,7,7,0,9,0,0,0,275
343,15,3,3,0,9,0,0,0,275
344,11,4,4,0,12,0,0,0,275
345,14,7,7,0,9,0,0,0,1037
346,15,3,3,0,9,0,0,0,1037
347,11,4,4,0,12,0,0,0,1037
348,14,7,7,0,9,0,0,0,262
349,15,3,3,0,9,0,0,0,262
350,11,4,4,0,12,0,0,0,262
351,14,7,7,0,9,0,0,0,174
352,15,3,3,0,9,0,0,0,174
353,11,4,4,0,12,0,0,0,174
354,2,10,10,0,1,0,0,0,555
355,9,14,14,0,10,0,0,0,555
356,9,11,11,0,10,0,0,0,555
357,14,7,7,0,9,0,0,0,153
358,15,3,3,0,9,0,0,0,153
359,11,4,4,0,12,0,0,0,153
360,14,7,7,0,9,0,0,0,974
361,15,3,3,0,9,0,0,0,974
362,11,4,4,0,12,0,0,0,974
363,9,2,2,0,10,0,0,0,974
364,9,5,5,0,10,0,0,0,974
365,2,10,10,0,1,0,0,0,237
366,9,14,14,0,10,0,0,0,237
367,9,11,11,0,10,0,0,0,237
368,2,10,10,0,1,0,0,0,695
369,9,14,14,0,10,0,0,0,695
370,9,11,11,0,10,0,0,0,695
371,2,10,10,0,1,0,0,0,675
372,9,14,14,0,10,0,0,0,675
373,9,11,11,0,10,0,0,0,675
374,2,10,10,0,1,0,0,0,584
375,9,14,14,0,10,0,0,0,584
376,9,11,11,0,10,0,0,0,584
377,2,10,10,0,1,0,0,0,1393
378,9,14,14,0,10,0,0,0,1393
379,9,11,11,0,10,0,0,0,1393
380,2,10,10,0,1,0,0,0,1071
381,9,14,14,0,10,0,0,0,1071
382,9,11,11,0,10,0,0,0,1071
383,14,7,7,0,9,0,0,0,655
384,15,3,3,0,9,0,0,0,655
385,11,4,4,0,12,0,0,0,655
386,2,10,10,0,1,0,0,0,946
387,9,14,14,0,10,0,0,0,946
388,9,11,11,0,10,0,0,0,946
389,2,10,10,0,1,0,0,0,1063
390,9,14,14,0,10,0,0,0,1063
391,9,11,11,0,10,0,0,0,1063
392,2,10,10,0,1,0,0,0,294
393,9,14,14,0,10,0,0,0,294
394,9,11,11,0,10,0,0,0,294
395,14,7,7,0,9,0,0,0,517
396,15,3,3,0,9,0,0,0,517
397,11,4,4,0,12,0,0,0,517
398,9,2,2,0,10,0,0,0,517
399,9,5,5,0,10,0,0,0,517
400,14,7,7,0,9,0,0,0,660
401,15,3,3,0,9,0,0,0,660
402,11,4,4,0,12,0,0,0,660
403,14,7,7,0,9,0,0,0,376
404,15,3,3,0,9,0,0,0,376
405,11,4,4,0,12,0,0,0,376
406,2,10,10,0,1,0,0,0,356
407,9,14,14,0,10,0,0,0,356
408,9,11,11,0,10,0,0,0,356
409,14,7,7,0,9,0,0,0,428
410,15,3,3,0,9,0,0,0,428
411,11,4,4,0,12,0,0,0,428
412,14,7,7,0,9,0,0,0,953
413,15,3,3,0,9,0,0,0,953
414,11,4,4,0,12,0,0,0,953
415,2,10,10,0,1,0,0,0,1053
416,9,14,14,0,10,0,0,0,1053
417,9,11,11,0,10,0,0,0,1053
418,2,10,10,0,1,0,0,0,40
419,9,14,14,0,10,0,0,0,40
420,9,11,11,0,10,0,0,0,40
421,14,7,7,0,9,0,0,0,1229
422,15,3,3,0,9,0,0,0,1229
423,11,4,4,0,12,0,0,0,1229
424,9,2,2,0,10,0,0,0,1229
425,9,5,5,0,10,0,0,0,1229
426,14,7,7,0,9,0,0,0,58
427,15,3,3,0,9,0,0,0,58
428,11,4,4,0,12,0,0,0,58
429,14,7,7,0,9,0,0,0,1326
430,15,3,3,0,9,0,0,0,1326
431,11,4,4,0,12,0,0,0,1326
432,9,2,2,0,10,0,0,0,1326
433,9,5,5,0,10,0,0,0,1326
434,2,10,10,0,1,0,0,0,627
435,9,14,14,0,10,0,0,0,627
436,9,11,11,0,10,0,0,0,627
437,14,7,7,0,9,0,0,0,338
438,15,3,3,0,9,0,0,0,338
439,11,4,4,0,12,0,0,0,338
440,2,10,10,0,1,0,0,0,1076
441,9,14,14,0,10,0,0,0,1076
442,9,11,11,0,10,0,0,0,1076
443,2,10,10,0,1,0,0,0,919
444,9,14,14,0,10,0,0,0,919
445,9,11,11,0,10,0,0,0,919
446,14,7,7,0,9,0,0,0,949
447,15,3,3,0,9,0,0,0,949
448,11,4,4,0,12,0,0,0,949
449,14,7,7,0,9,0,0,0,670
450,15,3,3,0,9,0,0,0,670
451,11,4,4,0,12,0,0,0,670
452,9,2,2,0,10,0,0,0,670
453,9,5,5,0,10,0,0,0,670
454,2,10,10,0,1,0,0,0,446
455,9,14,14,0,10,0,0,0,446
456,9,11,11,0,10,0,0,0,446
457,14,7,7,0,9,0,0,0,1278
458,15,3,3,0,9,0,0,0,1278
459,11,4,4,0,12,0,0,0,1278
460,9,2,2,0,10,0,0,0,1278
461,9,5,5,0,10,0,0,0,1278
462,2,10,10,0,1,0,0,0,1305
463,9,14,14,0,10,0,0,0,1305
464,9,11,11,0,10,0,0,0,1305
465,14,7,7,0,9,0,0,0,570
466,15,3,3,0,9,0,0,0,570
467,11,4,4,0,12,0,0,0,570
468,14,7,7,0,9,0,0,0,788
469,15,3,3,0,9,0,0,0,788
470,11,4,4,0,12,0,0,0,788
471,14,7,7,0,9,0,0,0,839
472,15,3,3,0,9,0,0,0,839
473,11,4,4,0,12,0,0,0,839
474,9,2,2,0,10,0,0,0,839
475,9,5,5,0,10,0,0,0,839
476,14,7,7,0,9,0,0,0,1058
477,15,3,3,0,9,0,0,0,1058
478,11,4,4,0,12,0,0,0,1058
479,14,7,7,0,9,0,0,0,363
480,15,3,3,0,9,0,0,0,363
481,11,4,4,0,12,0,0,0,363
482,9,2,2,0,10,0,0,0,363
483,9,5,5,0,10,0,0,0,363
484,14,7,7,0,9,0,0,0,622
485,15,3,3,0,9,0,0,0,622
486,11,4,4,0,12,0,0,0,622
487,14,7,7,0,9,0,0,0,844
488,15,3,3,0,9,0,0,0,844
489,11,4,4,0,12,0,0,0,844
490,14,7,7,0,9,0,0,0,403
491,15,3,3,0,9,0,0,0,403
492,11,4,4,0,12,0,0,0,403
493,2,10,10,0,1,0,0,0,1199
494,9,14,14,0,10,0,0,0,1199
495,9,11,11,0,10,0,0,0,1199
496,2,10,10,0,1,0,0,0,987
497,9,14,14,0,10,0,0,0,987
498,9,11,11,0,10,0,0,0,987
499,14,7,7,0,9,0,0,0,607
500,15,3,3,0,9,0,0,0,607
501,11,4,4,0,12,0,0,0,607
502,14,7,7,0,9,0,0,0,1050
503,15,3,3,0,9,0,0,0,1050
504,11,4,4,0,12,0,0,0,1050
505,9,2,2,0,10,0,0,0,1050
506,9,5,5,0,10,0,0,0,1050
507,14,7,7,0,9,0,0,0,810
508,15,3,3,0,9,0,0,0,810
509,11,4,4,0,12,0,0,0,810
510,9,2,2,0,10,0,0,0,810
511,9,5,5,0,10,0,0,0,810
512,14,7,7,0,9,0,0,0,1399
513,15,3,3,0,9,0,0,0,1399
514,11,4,4,0,12,0,0,0,1399
515,14,7,7,0,9,0,0,0,782
516,15,3,3,0,9,0,0,0,782
517,11,4,4,0,12,0,0,0,782
518,14,7,7,0,9,0,0,0,507
519,15,3,3,0,9,0,0,0,507
520,11,4,4,0,12,0,0,0,507
521,2,10,10,0,1,0,0,0,1189
522,9,14,14,0,10,0,0,0,1189
523,9,11,11,0,10,0,0,0,1189
524,2,10,10,0,1,0,0,0,680
525,9,14,14,0,10,0,0,0,680
526,9,11,11,0,10,0,0,0,680
527,14,7,7,0,9,0,0,0,226
528,15,3,3,0,9,0,0,0,226
529,11,4,4,0,12,0,0,0,226
530,14,7,7,0,9,0,0,0,5
531,15,3,3,0,9,0,0,0,5
532,11,4,4,0,12,0,0,0,5
533,9,2,2,0,10,0,0,0,5
534,9,5,5,0,10,0,0,0,5
535,2,10,10,0,1,0,0,0,1264
536,9,14,14,0,10,0,0,0,1264
537,9,11,11,0,10,0,0,0,1264
538,14,7,7,0,9,0,0,0,868
539,15,3,3,0,9,0,0,0,868
540,11,4,4,0,12,0,0,0,868
541,9,2,2,0,10,0,0,0,868
542,9,5,5,0,10,0,0,0,868
543,14,7,7,0,9,0,0,0,143
544,15,3,3,0,9,0,0,0,143
545,11,4,4,0,12,0,0,0,143
546,14,7,7,0,9,0,0,0,539
547,15,3,3,0,9,0,0,0,539
548,11,4,4,0,12,0,0,0,539
549,9,2,2,0,10,0,0,0,539
550,9,5,5,0,10,0,0,0,539
551,2,10,10,0,1,0,0,0,453
552,9,14,14,0,10,0,0,0,453
553,9,11,11,0,10,0,0,0,453
554,14,7,7,0,9,0,0,0,527
555,15,3,3,0,9,0,0,0,527
556,11,4,4,0,12,0,0,0,527
557,2,10,10,0,1,0,0,0,247
558,9,14,14,0,10,0,0,0,247
559,9,11,11,0,10,0,0,0,247
560,2,10,10,0,1,0,0,0,217
561,9,14,14,0,10,0,0,0,217
562,9,11,11,0,10,0,0,0,217
563,14,7,7,0,9,0,0,0,1203
564,15,3,3,0,9,0,0,0,1203
565,11,4,4,0,12,0,0,0,1203
566,9,2,2,0,10,0,0,0,1203
567,9,5,5,0,10,0,0,0,1203
568,2,10,10,0,1,0,0,0,224
569,9,14,14,0,10,0,0,0,224
570,9,11,11,0,10,0,0,0,224
571,14,7,7,0,9,0,0,0,187
572,15,3,3,0,9,0,0,0,187
573,11,4,4,0,12,0,0,0,187
574,9,2,2,0,10,0,0,0,187
575,9,5,5,0,10,0,0,0,187
576,14,7,7,0,9,0,0,0,893
577,15,3,3,0,9,0,0,0,893
578,11,4,4,0,12,0,0,0,893
579,14,7,7,0,9,0,0,0,1126
580,15,3,3,0,9,0,0,0,1126
581,11,4,4,0,12,0,0,0,1126
582,9,2,2,0,10,0,0,0,1126
583,9,5,5,0,10,0,0,0,1126
584,14,7,7,0,9,0,0,0,799
585,15,3,3,0,9,0,0,0,799
586,11,4,4,0,12,0,0,0,799
587,14,7,7,0,9,0,0,0,1336
588,15,3,3,0,9,0,0,0,1336
589,11,4,4,0,12,0,0,0,1336
590,9,2,2,0,10,0,0,0,1336
591,9,5,5,0,10,0,0,0,1336
592,14,7,7,0,9,0,0,0,700
593,15,3,3,0,9,0,0,0,700
594,11,4,4,0,12,0,0,0,700
595,2,10,10,0,1,0,0,0,614
596,9,14,14,0,10,0,0,0,614
597,9,11,11,0,10,0,0,0,614
598,14,7,7,0,9,0,0,0,652
599,15,3,3,0,9,0,0,0,652
600,11,4,4,0,12,0,0,0,652
601,14,7,7,0,9,0,0,0,72
602,15,3,3,0,9,0,0,0,72
603,11,4,4,0,12,0,0,0,72
604,2,10,10,0,1,0,0,0,743
605,9,14,14,0,10,0,0,0,743
606,9,11,11,0,10,0,0,0,743
607,14,7,7,0,9,0,0,0,1021
608,15,3,3,0,9,0,0,0,1021
609,11,4,4,0,12,0,0,0,1021
610,14,7,7,0,9,0,0,0,733
611,15,3,3,0,9,0,0,0,733
612,11,4,4,0,12,0,0,0,733
613,14,7,7,0,9,0,0,0,624
614,15,3,3,0,9,0,0,0,624
615,11,4,4,0,12,0,0,0,624
616,14,7,7,0,9,0,0,0,642
617,15,3,3,0,9,0,0,0,642
618,11,4,4,0,12,0,0,0,642
619,14,7,7,0,9,0,0,0,1149
620,15,3,3,0,9,0,0,0,1149
621,11,4,4,0,12,0,0,0,1149
622,9,2,2,0,10,0,0,0,1149
623,9,5,5,0,10,0,0,0,1149
624,14,7,7,0,9,0,0,0,674
625,15,3,3,0,9,0,0,0,674
626,11,4,4,0,12,0,0,0,674
627,14,7,7,0,9,0,0,0,688
628,15,3,3,0,9,0,0,0,688
629,11,4,4,0,12,0,0,0,688
630,8,12,12,0,15,0,0,0,985
631,2,6,6,0,0,0,0,0,985
632,16,8,8,0,2,0,0,0,985
633,15,3,3,0,9,0,0,0,985
634,11,4,4,0,12,0,0,0,985
635,9,2,2,0,10,0,0,0,985
636,9,5,5,0,10,0,0,0,985
637,9,15,15,0,10,0,0,0,985
638,5,13,13,0,11,0,0,0,985
639,5,9,9,0,11,0,0,0,985
640,2,10,10,0,1,0,0,0,768
641,9,14,14,0,10,0,0,0,768
642,9,11,11,0,10,0,0,0,768
643,14,7,7,0,9,0,0,0,518
644,15,3,3,0,9,0,0,0,518
645,11,4,4,0,12,0,0,0,518
646,14,7,7,0,9,0,0,0,569
647,15,3,3,0,9,0,0,0,569
648,11,4,4,0,12,0,0,0,569
649,14,7,7,0,9,0,0,0,1092
650,15,3,3,0,9,0,0,0,1092
651,11,4,4,0,12,0,0,0,1092
652,2,10,10,0,1,0,0,0,929
653,9,14,14,0,10,0,0,0,929
654,9,11,11,0,10,0,0,0,929
655,14,7,7,0,9,0,0,0,195
656,15,3,3,0,9,0,0,0,195
657,11,4,4,0,12,0,0,0,195
658,9,2,2,0,10,0,0,0,195
659,9,5,5,0,10,0,0,0,195
660,2,10,10,0,1,0,0,0,252
661,9,14,14,0,10,0,0,0,252
662,9,11,11,0,10,0,0,0,252
663,2,10,10,0,1,0,0,0,1134
664,9,14,14,0,10,0,0,0,1134
665,9,11,11,0,10,0,0,0,1134
666,2,10,10,0,1,0,0,0,792
667,9,14,14,0,10,0,0,0,792
668,9,11,11,0,10,0,0,0,792
669,14,7,7,0,9,0,0,0,1028
670,15,3,3,0,9,0,0,0,1028
671,11,4,4,0,12,0,0,0,1028
672,14,7,7,0,9,0,0,0,30
673,15,3,3,0,9,0,0,0,30
674,11,4,4,0,12,0,0,0,30
675,14,7,7,0,9,0,0,0,615
676,15,3,3,0,9,0,0,0,615
677,11,4,4,0,12,0,0,0,615
678,14,7,7,0,9,0,0,0,1118
679,15,3,3,0,9,0,0,0,1118
680,11,4,4,0,12,0,0,0,1118
681,9,2,2,0,10,0,0,0,1118
682,9,5,5,0,10,0,0,0,1118
