row_id,name,startdate,enddate,location,description,eventattendancemode,eventstatus,image,page_url
683,2,10,10,0,1,0,0,0,817
684,9,14,14,0,10,0,0,0,817
685,9,11,11,0,10,0,0,0,817
686,14,7,7,0,9,0,0,0,277
687,15,3,3,0,9,0,0,0,277
688,11,4,4,0,12,0,0,0,277
689,2,10,10,0,1,0,0,0,1242
690,9,14,14,0,10,0,0,0,1242
691,9,11,11,0,10,0,0,0,1242
692,14,7,7,0,9,0,0,0,198
693,15,3,3,0,9,0,0,0,198
694,11,4,4,0,12,0,0,0,198
695,14,7,7,0,9,0,0,0,399
696,15,3,3,0,9,0,0,0,399
697,11,4,4,0,12,0,0,0,399
698,14,7,7,0,9,0,0,0,1150
699,15,3,3,0,9,0,0,0,1150
700,11,4,4,0,12,0,0,0,1150
701,9,2,2,0,10,0,0,0,1150
702,9,5,5,0,10,0,0,0,1150
703,14,7,7,0,9,0,0,0,1048
704,15,3,3,0,9,0,0,0,1048
705,11,4,4,0,12,0,0,0,1048
706,2,10,10,0,1,0,0,0,233
707,9,14,14,0,10,0,0,0,233
708,9,11,11,0,10,0,0,0,233
709,14,7,7,0,9,0,0,0,1214
710,15,3,3,0,9,0,0,0,1214
711,11,4,4,0,12,0,0,0,1214
712,9,2,2,0,10,0,0,0,1214
713,9,5,5,0,10,0,0,0,1214
714,14,7,7,0,9,0,0,0,1009
715,15,3,3,0,9,0,0,0,1009
716,11,4,4,0,12,0,0,0,1009
717,14,7,7,0,9,0,0,0,890
718,15,3,3,0,9,0,0,0,890
719,11,4,4,0,12,0,0,0,890
720,9,2,2,0,10,0,0,0,890
721,9,5,5,0,10,0,0,0,890
722,2,10,10,0,1,0,0,0,563
723,9,14,14,0,10,0,0,0,563
724,9,11,11,0,10,0,0,0,563
725,2,10,10,0,1,0,0,0,1321
726,9,14,14,0,10,0,0,0,1321
727,9,11,11,0,10,0,0,0,1321
728,14,7,7,0,9,0,0,0,445
729,15,3,3,0,9,0,0,0,445
730,11,4,4,0,12,0,0,0,445
731,14,7,7,0,9,0,0,0,736
732,15,3,3,0,9,0,0,0,736
733,11,4,4,0,12,0,0,0,736
734,14,7,7,0,9,0,0,0,915
735,15,3,3,0,9,0,0,0,915
736,11,4,4,0,12,0,0,0,915
737,14,7,7,0,9,0,0,0,1316
738,15,3,3,0,9,0,0,0,1316
739,11,4,4,0,12,0,0,0,1316
740,9,2,2,0,10,0,0,0,1316
741,9,5,5,0,10,0,0,0,1316
742,2,10,10,0,1,0,0,0,279
743,9,14,14,0,10,0,0,0,279
744,9,11,11,0,10,0,0,0,279
745,2,10,10,0,1,0,0,0,1346
746,9,14,14,0,10,0,0,0,1346
747,9,11,11,0,10,0,0,0,1346
748,2,10,10,0,1,0,0,0,431
749,9,14,14,0,10,0,0,0,431
750,9,11,11,0,10,0,0,0,431
751,14,7,7,0,9,0,0,0,1070
752,15,3,3,0,9,0,0,0,1070
753,11,4,4,0,12,0,0,0,1070
754,9,2,2,0,10,0,0,0,1070
755,9,5,5,0,10,0,0,0,1070
756,2,10,10,0,1,0,0,0,978
757,9,14,14,0,10,0,0,0,978
758,9,11,11,0,10,0,0,0,978
759,14,7,7,0,9,0,0,0,1042
760,15,3,3,0,9,0,0,0,1042
761,11,4,4,0,12,0,0,0,1042
762,2,10,10,0,1,0,0,0,1099
763,9,14,14,0,10,0,0,0,1099
764,9,11,11,0,10,0,0,0,1099
765,14,7,7,0,9,0,0,0,1067
766,15,3,3,0,9,0,0,0,1067
767,11,4,4,0,12,0,0,0,1067
768,9,2,2,0,10,0,0,0,1067
769,9,5,5,0,10,0,0,0,1067
770,2,10,10,0,1,0,0,0,456
771,9,14,14,0,10,0,0,0,456
772,9,11,11,0,10,0,0,0,456
773,2,10,10,0,1,0,0,0,1208
774,9,14,14,0,10,0,0,0,1208
775,9,11,11,0,10,0,0,0,1208
776,2,10,10,0,1,0,0,0,1103
777,9,14,14,0,10,0,0,0,1103
778,9,11,11,0,10,0,0,0,1103
779,2,10,10,0,1,0,0,0,621
780,9,14,14,0,10,0,0,0,621
781,9,11,11,0,10,0,0,0,621
782,2,10,10,0,1,0,0,0,909
783,9,14,14,0,10,0,0,0,909
784,9,11,11,0,10,0,0,0,909
785,14,7,7,0,9,0,0,0,1200
786,15,3,3,0,9,0,0,0,1200
787,11,4,4,0,12,0,0,0,1200
788,9,2,2,0,10,0,0,0,1200
789,9,5,5,0,10,0,0,0,1200
790,2,10,10,0,1,0,0,0,1236
791,9,14,14,0,10,0,0,0,1236
792,9,11,11,0,10,0,0,0,1236
793,14,7,7,0,9,0,0,0,6
794,15,3,3,0,9,0,0,0,6
795,11,4,4,0,12,0,0,0,6
796,14,7,7,0,9,0,0,0,304
797,15,3,3,0,9,0,0,0,304
798,11,4,4,0,12,0,0,0,304
799,14,7,7,0,9,0,0,0,711
800,15,3,3,0,9,0,0,0,711
801,11,4,4,0,12,0,0,0,711
802,9,14,14,0,10,0,0,0,887
803,9,11,11,0,10,0,0,0,887
804,14,7,7,0,9,0,0,0,158
805,15,3,3,0,9,0,0,0,158
806,11,4,4,0,12,0,0,0,158
807,14,7,7,0,9,0,0,0,770
808,15,3,3,0,9,0,0,0,770
809,11,4,4,0,12,0,0,0,770
810,2,10,10,0,1,0,0,0,414
811,9,14,14,0,10,0,0,0,414
812,9,11,11,0,10,0,0,0,414
813,14,7,7,0,9,0,0,0,744
814,15,3,3,0,9,0,0,0,744
815,11,4,4,0,12,0,0,0,744
816,14,7,7,0,9,0,0,0,108
817,15,3,3,0,9,0,0,0,108
818,11,4,4,0,12,0,0,0,108
819,14,7,7,0,9,0,0,0,1008
820,15,3,3,0,9,0,0,0,1008
821,11,4,4,0,12,0,0,0,1008
822,2,10,10,0,1,0,0,0,1178
823,9,14,14,0,10,0,0,0,1178
824,9,11,11,0,10,0,0,0,1178
825,14,7,7,0,9,0,0,0,109
826,15,3,3,0,9,0,0,0,109
827,11,4,4,0,12,0,0,0,109
828,14,7,7,0,9,0,0,0,862
829,15,3,3,0,9,0,0,0,862
830,11,4,4,0,12,0,0,0,862
831,14,7,7,0,9,0,0,0,1097
832,15,3,3,0,9,0,0,0,1097
833,11,4,4,0,12,0,0,0,1097
834,2,10,10,0,1,0,0,0,855
835,9,14,14,0,10,0,0,0,855
836,9,11,11,0,10,0,0,0,855
837,2,10,10,0,1,0,0,0,332
838,9,14,14,0,10,0,0,0,332
839,9,11,11,0,10,0,0,0,332
840,2,10,10,0,1,0,0,0,970
841,9,14,14,0,10,0,0,0,970
842,9,11,11,0,10,0,0,0,970
843,14,7,7,0,9,0,0,0,298
844,15,3,3,0,9,0,0,0,298
845,11,4,4,0,12,0,0,0,298
846,2,10,10,0,1,0,0,0,1131
847,9,14,14,0,10,0,0,0,1131
848,9,11,11,0,10,0,0,0,1131
849,14,7,7,0,9,0,0,0,1310
850,15,3,3,0,9,0,0,0,1310
851,11,4,4,0,12,0,0,0,1310
852,9,2,2,0,10,0,0,0,1310
853,9,5,5,0,10,0,0,0,1310
854,2,10,10,0,1,0,0,0,1360
855,9,14,14,0,10,0,0,0,1360
856,9,11,11,0,10,0,0,0,1360
857,14,7,7,0,9,0,0,0,168
858,15,3,3,0,9,0,0,0,168
859,11,4,4,0,12,0,0,0,168
860,9,2,2,0,10,0,0,0,168
861,9,5,5,0,10,0,0,0,168
862,2,10,10,0,1,0,0,0,665
863,9,14,14,0,10,0,0,0,665
864,9,11,11,0,10,0,0,0,665
865,14,7,7,0,9,0,0,0,258
866,15,3,3,0,9,0,0,0,258
867,11,4,4,0,12,0,0,0,258
868,2,10,10,0,1,0,0,0,64
869,9,14,14,0,10,0,0,0,64
870,9,11,11,0,10,0,0,0,64
871,14,7,7,0,9,0,0,0,1112
872,15,3,3,0,9,0,0,0,1112
873,11,4,4,0,12,0,0,0,1112
874,2,10,10,0,1,0,0,0,885
875,9,14,14,0,10,0,0,0,885
876,9,11,11,0,10,0,0,0,885
877,14,7,7,0,9,0,0,0,122
878,15,3,3,0,9,0,0,0,122
879,11,4,4,0,12,0,0,0,122
880,14,7,7,0,9,0,0,0,616
881,15,3,3,0,9,0,0,0,616
882,11,4,4,0,12,0,0,0,616
883,2,10,10,0,1,0,0,0,350
884,9,14,14,0,10,0,0,0,350
885,9,11,11,0,10,0,0,0,350
886,2,10,10,0,1,0,0,0,512
887,9,14,14,0,10,0,0,0,512
888,9,11,11,0,10,0,0,0,512
889,2,10,10,0,1,0,0,0,324
890,9,14,14,0,10,0,0,0,324
891,9,11,11,0,10,0,0,0,324
892,3,21,21,0,13,0,0,0,1002
893,14,7,7,0,9,0,0,0,1002
894,15,3,3,0,9,0,0,0,1002
895,11,4,4,0,12,0,0,0,1002
896,14,7,7,0,9,0,0,0,928
897,15,3,3,0,9,0,0,0,928
898,11,4,4,0,12,0,0,0,928
899,2,10,10,0,1,0,0,0,460
900,9,14,14,0,10,0,0,0,460
901,9,11,11,0,10,0,0,0,460
902,2,10,10,0,1,0,0,0,268
903,9,14,14,0,10,0,0,0,268
904,9,11,11,0,10,0,0,0,268
905,2,10,10,0,1,0,0,0,912
906,9,14,14,0,10,0,0,0,912
907,9,11,11,0,10,0,0,0,912
908,14,7,7,0,9,0,0,0,220
909,15,3,3,0,9,0,0,0,220
910,11,4,4,0,12,0,0,0,220
911,2,10,10,0,1,0,0,0,566
912,9,14,14,0,10,0,0,0,566
913,9,11,11,0,10,0,0,0,566
914,14,7,7,0,9,0,0,0,154
915,15,3,3,0,9,0,0,0,154
916,11,4,4,0,12,0,0,0,154
917,14,7,7,0,9,0,0,0,397
918,15,3,3,0,9,0,0,0,397
919,11,4,4,0,12,0,0,0,397
920,2,10,10,0,1,0,0,0,1253
921,9,14,14,0,10,0,0,0,1253
922,9,11,11,0,10,0,0,0,1253
923,14,7,7,0,9,0,0,0,823
924,15,3,3,0,9,0,0,0,823
925,11,4,4,0,12,0,0,0,823
926,9,14,14,0,10,0,0,0,519
927,9,11,11,0,10,0,0,0,519
928,1,20,20,0,5,0,0,0,993
929,14,7,7,0,9,0,0,0,993
930,15,3,3,0,9,0,0,0,993
931,11,4,4,0,12,0,0,0,993
932,2,10,10,0,1,0,0,0,439
933,9,14,14,0,10,0,0,0,439
934,9,11,11,0,10,0,0,0,439
935,14,7,7,0,9,0,0,0,299
936,15,3,3,0,9,0,0,0,299
937,11,4,4,0,12,0,0,0,299
938,14,7,7,0,9,0,0,0,293
939,15,3,3,0,9,0,0,0,293
940,11,4,4,0,12,0,0,0,293
941,2,10,10,0,1,0,0,0,172
942,9,14,14,0,10,0,0,0,172
943,9,11,11,0,10,0,0,0,172
944,14,7,7,0,9,0,0,0,117
945,15,3,3,0,9,0,0,0,117
946,11,4,4,0,12,0,0,0,117
947,14,7,7,0,9,0,0,0,1162
948,15,3,3,0,9,0,0,0,1162
949,11,4,4,0,12,0,0,0,1162
950,9,2,2,0,10,0,0,0,1162
951,9,5,5,0,10,0,0,0,1162
952,14,7,7,0,9,0,0,0,523
953,15,3,3,0,9,0,0,0,523
954,11,4,4,0,12,0,0,0,523
955,9,2,2,0,10,0,0,0,523
956,9,5,5,0,10,0,0,0,523
957,14,7,7,0,9,0,0,0,402
958,15,3,3,0,9,0,0,0,402
959,11,4,4,0,12,0,0,0,402
960,14,7,7,0,9,0,0,0,138
961,15,3,3,0,9,0,0,0,138
962,11,4,4,0,12,0,0,0,138
963,14,7,7,0,9,0,0,0,965
964,15,3,3,0,9,0,0,0,965
965,11,4,4,0,12,0,0,0,965
966,9,2,2,0,10,0,0,0,965
967,9,5,5,0,10,0,0,0,965
968,14,7,7,0,9,0,0,0,1111
969,15,3,3,0,9,0,0,0,1111
970,11,4,4,0,12,0,0,0,1111
971,14,7,7,0,9,0,0,0,1113
972,15,3,3,0,9,0,0,0,1113
973,11,4,4,0,12,0,0,0,1113
974,2,10,10,0,1,0,0,0,238
975,9,14,14,0,10,0,0,0,238
976,9,11,11,0,10,0,0,0,238
977,14,7,7,0,9,0,0,0,689
978,15,3,3,0,9,0,0,0,689
979,11,4,4,0,12,0,0,0,689
980,14,7,7,0,9,0,0,0,1133
981,15,3,3,0,9,0,0,0,1133
982,11,4,4,0,12,0,0,0,1133
983,9,2,2,0,10,0,0,0,1133
984,9,5,5,0,10,0,0,0,1133
985,2,10,10,0,1,0,0,0,361
986,9,14,14,0,10,0,0,0,361
987,9,11,11,0,10,0,0,0,361
988,14,7,7,0,9,0,0,0,92
989,15,3,3,0,9,0,0,0,92
990,11,4,4,0,12,0,0,0,92
991,14,7,7,0,9,0,0,0,906
992,15,3,3,0,9,0,0,0,906
993,11,4,4,0,12,0,0,0,906
994,14,7,7,0,9,0,0,0,738
995,15,3,3,0,9,0,0,0,738
996,11,4,4,0,12,0,0,0,738
997,2,10,10,0,1,0,0,0,1353
998,9,14,14,0,10,0,0,0,1353
999,9,11,11,0,10,0,0,0,1353
1000,14,7,7,0,9,0,0,0,747
1001,15,3,3,0,9,0,0,0,747
1002,11,4,4,0,12,0,0,0,747
1003,14,7,7,0,9,0,0,0,870
1004,15,3,3,0,9,0,0,0,870
1005,11,4,4,0,12,0,0,0,870
1006,2,10,10,0,1,0,0,0,596
1007,9,14,14,0,10,0,0,0,596
1008,9,11,11,0,10,0,0,0,596
1009,2,10,10,0,1,0,0,0,1052
1010,9,14,14,0,10,0,0,0,1052
1011,9,11,11,0,10,0,0,0,1052
1012,2,10,10,0,1,0,0,0,664
1013,9,14,14,0,10,0,0,0,664
1014,9,11,11,0,10,0,0,0,664
1015,2,10,10,0,1,0,0,0,1232
1016,9,14,14,0,10,0,0,0,1232
1017,9,11,11,0,10,0,0,0,1232
1018,14,7,7,0,9,0,0,0,344
1019,15,3,3,0,9,0,0,0,344
1020,11,4,4,0,12,0,0,0,344
1021,14,7,7,0,9,0,0,0,221
1022,15,3,3,0,9,0,0,0,221
1023,11,4,4,0,12,0,0,0,221
1024,14,7,7,0,9,0,0,0,1176
1025,15,3,3,0,9,0,0,0,1176
1026,11,4,4,0,12,0,0,0,1176
1027,9,2,2,0,10,0,0,0,1176
1028,9,5,5,0,10,0,0,0,1176
1029,2,10,10,0,1,0,0,0,681
1030,9,14,14,0,10,0,0,0,681
1031,9,11,11,0,10,0,0,0,681
1032,14,7,7,0,9,0,0,0,952
1033,15,3,3,0,9,0,0,0,952
1034,11,4,4,0,12,0,0,0,952
1035,2,10,10,0,1,0,0,0,1124
1036,9,14,14,0,10,0,0,0,1124
1037,9,11,11,0,10,0,0,0,1124
1038,14,7,7,0,9,0,0,0,666
1039,15,3,3,0,9,0,0,0,666
1040,11,4,4,0,12,0,0,0,666
1041,14,7,7,0,9,0,0,0,656
1042,15,3,3,0,9,0,0,0,656
1043,11,4,4,0,12,0,0,0,656
1044,14,7,7,0,9,0,0,0,789
1045,15,3,3,0,9,0,0,0,789
1046,11,4,4,0,12,0,0,0,789
1047,9,2,2,0,10,0,0,0,789
1048,9,5,5,0,10,0,0,0,789
1049,14,7,7,0,9,0,0,0,759
1050,15,3,3,0,9,0,0,0,759
1051,11,4,4,0,12,0,0,0,759
1052,2,10,10,0,1,0,0,0,894
1053,9,14,14,0,10,0,0,0,894
1054,9,11,11,0,10,0,0,0,894
1055,14,7,7,0,9,0,0,0,135
1056,15,3,3,0,9,0,0,0,135
1057,11,4,4,0,12,0,0,0,135
1058,14,7,7,0,9,0,0,0,975
1059,15,3,3,0,9,0,0,0,975
1060,11,4,4,0,12,0,0,0,975
1061,9,2,2,0,10,0,0,0,975
1062,9,5,5,0,10,0,0,0,975
1063,14,7,7,0,9,0,0,0,959
1064,15,3,3,0,9,0,0,0,959
1065,11,4,4,0,12,0,0,0,959
1066,9,2,2,0,10,0,0,0,959
1067,9,5,5,0,10,0,0,0,959
1068,2,10,10,0,1,0,0,0,1356
1069,9,14,14,0,10,0,0,0,1356
1070,9,11,11,0,10,0,0,0,1356
1071,2,10,10,0,1,0,0,0,185
1072,9,14,14,0,10,0,0,0,185
1073,9,11,11,0,10,0,0,0,185
1074,9,14,14,0,10,0,0,1,516
1075,9,11,11,0,10,0,0,1,516
1076,2,10,10,0,1,0,0,0,389
1077,9,14,14,0,10,0,0,0,389
1078,9,11,11,0,10,0,0,0,389
1079,14,7,7,0,9,0,0,0,552
1080,15,3,3,0,9,0,0,0,552
1081,11,4,4,0,12,0,0,0,552
1082,14,7,7,0,9,0,0,0,471
1083,15,3,3,0,9,0,0,0,471
1084,11,4,4,0,12,0,0,0,471
1085,2,10,10,0,1,0,0,0,757
1086,9,14,14,0,10,0,0,0,757
1087,9,11,11,0,10,0,0,0,757
1088,14,7,7,0,9,0,0,0,708
1089,15,3,3,0,9,0,0,0,708
1090,11,4,4,0,12,0,0,0,708
1091,14,7,7,0,9,0,0,0,564
1092,15,3,3,0,9,0,0,0,564
1093,11,4,4,0,12,0,0,0,564
1094,2,10,10,0,1,0,0,0,488
1095,9,14,14,0,10,0,0,0,488
1096,9,11,11,0,10,0,0,0,488
1097,14,7,7,0,9,0,0,0,1161
1098,15,3,3,0,9,0,0,0,1161
1099,11,4,4,0,12,0,0,0,1161
1100,9,2,2,0,10,0,0,0,1161
1101,9,5,5,0,10,0,0,0,1161
1102,2,10,10,0,1,0,0,0,97
1103,9,14,14,0,10,0,0,0,97
1104,9,11,11,0,10,0,0,0,97
1105,2,10,10,0,1,0,0,0,1215
1106,9,14,14,0,10,0,0,0,1215
1107,9,11,11,0,10,0,0,0,1215
1108,2,10,10,0,1,0,0,0,246
1109,9,14,14,0,10,0,0,0,246
1110,9,11,11,0,10,0,0,0,246
1111,2,10,10,0,1,0,0,0,86
1112,9,14,14,0,10,0,0,0,86
1113,9,11,11,0,10,0,0,0,86
1114,14,7,7,0,9,0,0,0,489
1115,15,3,3,0,9,0,0,0,489
1116,11,4,4,0,12,0,0,0,489
1117,9,2,2,0,10,0,0,0,489
1118,9,5,5,0,10,0,0,0,489
1119,2,10,10,0,1,0,0,0,1270
1120,9,14,14,0,10,0,0,0,1270
1121,9,11,11,0,10,0,0,0,1270
1122,7,26,26,0,16,1,0,1,1027
1123,14,7,7,0,9,0,0,0,34
1124,15,3,3,0,9,0,0,0,34
1125,11,4,4,0,12,0,0,0,34
1126,2,10,10,0,1,0,0,0,263
1127,9,14,14,0,10,0,0,0,263
1128,9,11,11,0,10,0,0,0,263
1129,2,10,10,0,1,0,0,0,62
1130,9,14,14,0,10,0,0,0,62
1131,9,11,11,0,10,0,0,0,62
1132,2,10,10,0,1,0,0,0,181
1133,9,14,14,0,10,0,0,0,181
1134,9,11,11,0,10,0,0,0,181
1135,2,10,10,0,1,0,0,0,714
1136,9,14,14,0,10,0,0,0,714
1137,9,11,11,0,10,0,0,0,714
1138,14,7,7,0,9,0,0,0,1280
1139,15,3,3,0,9,0,0,0,1280
1140,11,4,4,0,12,0,0,0,1280
1141,9,2,2,0,10,0,0,0,1280
1142,9,5,5,0,10,0,0,0,1280
1143,2,10,10,0,1,0,0,0,1155
1144,9,14,14,0,10,0,0,0,1155
1145,9,11,11,0,10,0,0,0,1155
1146,14,7,7,0,9,0,0,0,568
1147,15,3,3,0,9,0,0,0,568
1148,11,4,4,0,12,0,0,0,568
1149,2,10,10,0,1,0,0,0,871
1150,9,14,14,0,10,0,0,0,871
1151,9,11,11,0,10,0,0,0,871
1152,14,7,7,0,9,0,0,0,932
1153,15,3,3,0,9,0,0,0,932
1154,11,4,4,0,12,0,0,0,932
1155,14,7,7,0,9,0,0,0,984
1156,15,3,3,0,9,0,0,0,984
1157,11,4,4,0,12,0,0,0,984
1158,9,2,2,0,10,0,0,0,984
1159,9,5,5,0,10,0,0,0,984
1160,14,7,7,0,9,0,0,0,1015
1161,15,3,3,0,9,0,0,0,1015
1162,11,4,4,0,12,0,0,0,1015
1163,14,7,7,0,9,0,0,0,243
1164,15,3,3,0,9,0,0,0,243
1165,11,4,4,0,12,0,0,0,243
1166,14,7,7,0,9,0,0,0,267
1167,15,3,3,0,9,0,0,0,267
1168,11,4,4,0,12,0,0,0,267
1169,2,10,10,0,1,0,0,0,1072
1170,9,14,14,0,10,0,0,0,1072
1171,9,11,11,0,10,0,0,0,1072
1172,14,7,7,0,9,0,0,0,540
1173,15,3,3,0,9,0,0,0,540
1174,11,4,4,0,12,0,0,0,540
1175,14,7,7,0,9,0,0,0,678
1176,15,3,3,0,9,0,0,0,678
1177,11,4,4,0,12,0,0,0,678
1178,2,10,10,0,1,0,0,0,1313
1179,9,14,14,0,10,0,0,0,1313
1180,9,11,11,0,10,0,0,0,1313
1181,14,7,7,0,9,0,0,0,311
1182,15,3,3,0,9,0,0,0,311
1183,11,4,4,0,12,0,0,0,311
1184,14,7,7,0,9,0,0,0,504
1185,15,3,3,0,9,0,0,0,504
1186,11,4,4,0,12,0,0,0,504
1187,14,7,7,0,9,0,0,0,231
1188,15,3,3,0,9,0,0,0,231
1189,11,4,4,0,12,0,0,0,231
1190,2,10,10,0,1,0,0,0,502
1191,9,14,14,0,10,0,0,0,502
1192,9,11,11,0,10,0,0,0,502
1193,14,7,7,0,9,0,0,0,63
1194,15,3,3,0,9,0,0,0,63
1195,11,4,4,0,12,0,0,0,63
1196,2,10,10,0,1,0,0,0,124
1197,9,14,14,0,10,0,0,0,124
1198,9,11,11,0,10,0,0,0,124
1199,14,7,7,0,9,0,0,0,26
1200,15,3,3,0,9,0,0,0,26
1201,11,4,4,0,12,0,0,0,26
1202,2,10,10,0,1,0,0,0,546
1203,9,14,14,0,10,0,0,0,546
1204,9,11,11,0,10,0,0,0,546
1205,14,7,7,0,9,0,0,0,828
1206,15,3,3,0,9,0,0,0,828
1207,11,4,4,0,12,0,0,0,828
1208,14,7,7,0,9,0,0,0,261
1209,15,3,3,0,9,0,0,0,261
1210,11,4,4,0,12,0,0,0,261
1211,9,2,2,0,10,0,0,0,261
1212,9,5,5,0,10,0,0,0,261
1213,14,7,7,0,9,0,0,0,710
1214,15,3,3,0,9,0,0,0,710
1215,11,4,4,0,12,0,0,0,710
1216,2,10,10,0,1,0,0,0,118
1217,9,14,14,0,10,0,0,0,118
1218,9,11,11,0,10,0,0,0,118
1219,2,10,10,0,1,0,0,0,70
1220,9,14,14,0,10,0,0,0,70
1221,9,11,11,0,10,0,0,0,70
1222,2,10,10,0,1,0,0,0,831
1223,9,14,14,0,10,0,0,0,831
1224,9,11,11,0,10,0,0,0,831
1225,14,7,7,0,9,0,0,0,165
1226,15,3,3,0,9,0,0,0,165
1227,11,4,4,0,12,0,0,0,165
1228,2,10,10,0,1,0,0,0,179
1229,9,14,14,0,10,0,0,0,179
1230,9,11,11,0,10,0,0,0,179
1231,14,7,7,0,9,0,0,0,1373
1232,15,3,3,0,9,0,0,0,1373
1233,11,4,4,0,12,0,0,0,1373
1234,9,2,2,0,10,0,0,0,1373
1235,9,5,5,0,10,0,0,0,1373
1236,14,7,7,0,9,0,0,0,343
1237,15,3,3,0,9,0,0,0,343
1238,11,4,4,0,12,0,0,0,343
1239,2,10,10,0,1,0,0,0,1197
1240,9,14,14,0,10,0,0,0,1197
1241,9,11,11,0,10,0,0,0,1197
1242,14,7,7,0,9,0,0,0,196
1243,15,3,3,0,9,0,0,0,196
1244,11,4,4,0,12,0,0,0,196
1245,2,10,10,0,1,0,0,0,1081
1246,9,14,14,0,10,0,0,0,1081
1247,9,11,11,0,10,0,0,0,1081
1248,14,7,7,0,9,0,0,0,842
1249,15,3,3,0,9,0,0,0,842
1250,11,4,4,0,12,0,0,0,842
1251,2,10,10,0,1,0,0,0,713
1252,9,14,14,0,10,0,0,0,713
1253,9,11,11,0,10,0,0,0,713
1254,14,7,7,0,9,0,0,0,722
1255,15,3,3,0,9,0,0,0,722
1256,11,4,4,0,12,0,0,0,722
1257,14,7,7,0,9,0,0,0,1335
1258,15,3,3,0,9,0,0,0,1335
1259,11,4,4,0,12,0,0,0,1335
1260,9,2,2,0,10,0,0,0,1335
1261,9,5,5,0,10,0,0,0,1335
1262,14,7,7,0,9,0,0,0,1396
1263,15,3,3,0,9,0,0,0,1396
1264,11,4,4,0,12,0,0,0,1396
1265,9,2,2,0,10,0,0,0,1396
1266,9,5,5,0,10,0,0,0,1396
1267,14,7,7,0,9,0,0,0,897
1268,15,3,3,0,9,0,0,0,897
1269,11,4,4,0,12,0,0,0,897
1270,14,7,7,0,9,0,0,0,98
1271,15,3,3,0,9,0,0,0,98
1272,11,4,4,0,12,0,0,0,98
1273,14,7,7,0,9,0,0,0,735
1274,15,3,3,0,9,0,0,0,735
1275,11,4,4,0,12,0,0,0,735
1276,14,7,7,0,9,0,0,0,730
1277,15,3,3,0,9,0,0,0,730
1278,11,4,4,0,12,0,0,0,730
1279,9,14,14,0,10,0,0,0,930
1280,9,11,11,0,10,0,0,0,930
1281,2,10,10,0,1,0,0,0,419
1282,9,14,14,0,10,0,0,0,419
1283,9,11,11,0,10,0,0,0,419
1284,2,10,10,0,1,0,0,0,289
1285,9,14,14,0,10,0,0,0,289
1286,9,11,11,0,10,0,0,0,289
1287,2,10,10,0,1,0,0,0,322
1288,9,14,14,0,10,0,0,0,322
1289,9,11,11,0,10,0,0,0,322
1290,14,7,7,0,9,0,0,0,180
1291,15,3,3,0,9,0,0,0,180
1292,11,4,4,0,12,0,0,0,180
1293,14,7,7,0,9,0,0,0,667
1294,15,3,3,0,9,0,0,0,667
1295,11,4,4,0,12,0,0,0,667
1296,14,7,7,0,9,0,0,0,451
1297,15,3,3,0,9,0,0,0,451
1298,11,4,4,0,12,0,0,0,451
1299,14,7,7,0,9,0,0,0,860
1300,15,3,3,0,9,0,0,0,860
1301,11,4,4,0,12,0,0,0,860
1302,2,10,10,0,1,0,0,0,348
1303,9,14,14,0,10,0,0,0,348
1304,9,11,11,0,10,0,0,0,348
1305,2,10,10,0,1,0,0,0,46
1306,9,14,14,0,10,0,0,0,46
1307,9,11,11,0,10,0,0,0,46
1308,10,16,16,1,8,0,0,0,1034
1309,2,10,10,0,1,0,0,0,565
1310,9,14,14,0,10,0,0,0,565
1311,9,11,11,0,10,0,0,0,565
1312,14,7,7,0,9,0,0,0,407
1313,15,3,3,0,9,0,0,0,407
1314,11,4,4,0,12,0,0,0,407
1315,14,7,7,0,9,0,0,0,200
1316,15,3,3,0,9,0,0,0,200
1317,11,4,4,0,12,0,0,0,200
1318,2,10,10,0,1,0,0,0,593
1319,9,14,14,0,10,0,0,0,593
1320,9,11,11,0,10,0,0,0,593
1321,2,10,10,0,1,0,0,0,1136
1322,9,14,14,0,10,0,0,0,1136
1323,9,11,11,0,10,0,0,0,1136
1324,14,7,7,0,9,0,0,0,459
1325,15,3,3,0,9,0,0,0,459
1326,11,4,4,0,12,0,0,0,459
1327,2,10,10,0,1,0,0,0,500
1328,9,14,14,0,10,0,0,0,500
1329,9,11,11,0,10,0,0,0,500
1330,14,7,7,0,9,0,0,0,898
1331,15,3,3,0,9,0,0,0,898
1332,11,4,4,0,12,0,0,0,898
1333,14,7,7,0,9,0,0,0,467
1334,15,3,3,0,9,0,0,0,467
1335,11,4,4,0,12,0,0,0,467
1336,9,2,2,0,10,0,0,0,467
1337,9,5,5,0,10,0,0,0,467
1338,14,7,7,0,9,0,0,0,1369
1339,15,3,3,0,9,0,0,0,1369
1340,11,4,4,0,12,0,0,0,1369
1341,9,2,2,0,10,0,0,0,1369
1342,9,5,5,0,10,0,0,0,1369
1343,2,10,10,0,1,0,0,0,977
1344,9,14,14,0,10,0,0,0,977
1345,9,11,11,0,10,0,0,0,977
1346,14,7,7,0,9,0,0,0,74
1347,15,3,3,0,9,0,0,0,74
1348,11,4,4,0,12,0,0,0,74
1349,9,2,2,0,10,0,0,1,1066
1350,9,5,5,0,10,0,0,1,1066
1351,14,7,7,0,9,0,0,0,422
1352,15,3,3,0,9,0,0,0,422
1353,11,4,4,0,12,0,0,0,422
