row_id,name,startdate,enddate,location,description,eventattendancemode,eventstatus,offers,organizer,page_url
263,228,779,713,0,2453,0,1,0,0,568
264,2971,939,869,0,4468,0,1,0,0,3519
265,3734,531,482,0,3833,0,1,0,0,4062
266,6122,912,842,0,1517,0,1,0,0,6233
267,2766,518,468,0,4468,0,1,0,0,3236
268,5562,722,662,0,781,0,1,0,0,6296
269,3543,614,557,0,4468,0,1,0,0,5520
270,5610,806,739,0,2874,0,1,0,0,6355
271,4671,913,843,0,3563,0,1,0,0,5022
272,1800,841,776,0,2694,0,1,0,0,2323
273,66,974,903,0,1857,0,1,0,0,324
274,1023,794,727,0,3951,0,1,0,0,1400
275,3033,837,770,0,1583,0,1,0,0,3563
276,6706,718,658,0,3680,0,1,0,0,7408
277,5911,543,495,0,2198,0,1,0,0,6646
278,926,1129,1058,0,275,0,1,0,0,5914
279,5572,36,36,0,2469,0,1,0,0,6310
280,2336,925,856,0,4262,0,1,0,0,2689
281,4234,699,637,0,929,0,1,0,0,4637
282,3640,521,471,0,419,0,1,0,0,3893
283,4492,1071,1001,0,591,0,1,0,0,4906
284,3851,1023,952,0,2125,0,1,0,0,4183
285,2189,808,741,0,948,0,1,0,0,2506
286,3597,941,871,0,2026,0,1,0,0,4231
287,2268,417,383,0,4437,0,1,0,0,2586
288,4950,1041,973,0,2594,0,1,0,0,5789
289,1700,904,834,0,643,0,1,0,0,2071
290,5203,843,776,0,3553,0,1,0,0,5938
291,2901,1022,951,0,257,0,1,0,0,3409
292,5468,815,748,0,1793,0,1,0,0,5857
293,5778,1022,951,0,2850,0,1,0,0,6575
294,2817,968,897,0,1407,0,1,0,0,3246
295,2809,1051,980,0,3241,0,1,0,0,3240
296,4411,1171,1096,0,2859,0,1,0,0,4807
297,4478,1058,987,0,4143,0,1,0,0,4890
298,5933,872,802,0,3333,0,1,0,0,6704
299,2918,870,800,0,1140,0,1,0,0,3423
300,5128,1050,979,0,3907,0,1,0,0,5725
301,5458,1036,966,0,2940,0,1,0,0,5848
302,4461,975,904,0,307,0,1,0,0,4841
303,4263,1012,1170,0,2389,0,1,0,0,4742
304,969,245,231,0,1505,0,1,0,0,1283
305,1872,1056,985,0,684,0,1,0,0,2447
306,3706,1061,990,0,1779,0,1,0,0,3985
307,5570,789,722,0,2579,0,1,0,0,6307
308,2530,674,613,0,4095,0,1,0,0,4370
309,100,869,800,0,1263,0,1,0,0,400
310,2945,671,610,0,1943,0,1,0,0,3463
311,4071,699,637,0,1506,0,1,0,0,4498
312,5535,112,108,0,2124,0,1,0,0,6201
313,6378,934,864,0,1447,0,1,0,0,7091
314,2745,807,740,0,1130,0,1,0,0,3219
315,1010,814,747,0,4164,0,1,0,0,1383
316,4176,907,837,0,3720,0,1,0,0,4405
317,4489,1050,979,0,2420,0,1,0,0,4902
318,5360,601,544,0,4468,0,1,0,0,6273
319,285,567,701,0,3797,0,1,0,0,4129
320,5740,1064,994,0,3227,0,1,0,0,6537
321,1244,1038,967,0,1547,0,1,0,0,1551
322,2791,1057,986,0,1725,0,1,0,0,3191
323,6443,1071,1001,0,694,0,1,0,0,7122
324,6057,1085,1012,0,3735,0,1,0,0,6912
325,1419,925,856,0,556,0,1,0,0,1930
326,4584,520,470,0,3766,0,1,0,0,5242
327,3873,890,821,0,1824,0,1,0,0,4224
328,3367,642,582,0,4468,0,1,0,0,5496
329,3341,531,483,0,4468,0,1,0,0,5432
330,5646,1085,1013,0,4008,0,1,0,0,6408
331,2436,1004,933,0,2491,0,1,0,0,2862
332,5760,834,769,0,4468,0,1,0,0,6558
333,5755,1079,1007,0,1365,0,1,0,0,6553
334,6423,168,165,0,3974,0,1,0,0,7067
335,2172,1052,981,0,2301,0,1,0,0,2479
336,3131,1030,959,0,230,0,1,0,0,3675
337,6106,1036,965,0,2575,0,1,0,0,6764
338,6401,843,776,0,200,0,1,0,0,7107
339,6413,952,882,0,4362,0,1,0,0,7135
340,2134,1029,959,0,4057,0,1,0,0,2564
341,1526,561,512,0,2334,0,1,0,0,1950
342,4474,1048,977,0,2247,0,1,0,0,4854
343,6404,945,877,0,2747,0,1,0,0,7126
344,6122,601,544,0,1539,0,1,0,0,6232
345,2808,968,897,0,3236,0,1,0,0,3238
346,5229,889,821,0,4023,0,1,0,0,6044
347,5020,274,260,0,3994,0,1,0,0,5342
348,1981,800,734,0,487,0,1,0,0,2187
349,5052,374,353,0,2374,0,1,0,0,5394
350,2856,469,428,0,1356,0,1,0,0,3332
351,776,1042,973,0,3574,0,1,0,0,1023
352,6699,311,301,0,4409,0,1,0,0,7401
353,5137,377,356,0,2925,0,1,0,0,5736
354,5362,615,557,0,4468,0,1,0,0,6275
355,3683,897,827,0,2823,0,1,0,0,3942
356,6566,635,574,0,4087,0,1,0,0,7169
357,6350,323,312,0,1708,0,1,0,0,7042
358,2859,305,291,0,2598,0,1,0,0,3337
359,3928,309,296,0,2605,0,1,0,0,4322
360,2683,116,111,0,1534,0,1,0,0,3180
361,3744,531,483,0,1995,0,1,0,0,4049
362,2245,333,320,0,4424,0,1,0,0,2641
363,3170,1005,934,0,2223,0,1,0,0,3641
364,3135,856,787,0,1052,0,1,0,0,3680
365,1009,786,719,0,4164,0,1,0,0,1501
366,4012,672,611,0,2229,0,1,0,0,4421
367,4900,1049,980,0,1769,0,1,0,0,5765
368,100,800,734,0,1263,0,1,0,0,392
369,1910,1084,1013,0,2383,0,1,0,0,4825
370,696,933,863,0,238,0,1,0,0,959
371,4067,877,807,0,1506,0,1,0,0,4491
372,2535,1058,987,0,2958,0,1,0,0,2811
373,2449,727,666,0,4272,0,1,0,0,2883
374,3338,1049,978,0,1675,0,1,0,0,3838
375,5506,958,890,0,4377,0,1,0,0,6121
376,539,911,842,0,956,0,1,0,0,833
377,2036,913,843,0,2030,0,1,0,0,4033
378,6127,458,701,0,4468,0,1,0,0,6808
379,45,1029,958,0,425,0,1,0,0,311
380,2872,836,769,0,1459,0,1,0,0,3391
381,1796,716,658,0,2015,0,1,0,0,2297
382,3002,754,690,0,166,0,1,0,0,3481
383,99,764,700,0,4358,0,1,0,0,358
384,6012,773,707,0,4201,0,1,0,0,2953
385,5648,981,911,0,4008,0,1,0,0,6411
386,954,1004,935,0,3624,0,1,0,0,1276
387,6391,531,483,0,3980,0,1,0,0,7104
388,1578,972,904,0,3433,0,1,0,0,1824
389,2612,718,658,0,1279,0,1,0,0,2998
390,3435,911,842,0,4468,0,1,0,0,5537
391,5527,1036,965,0,2826,0,1,0,0,6166
392,4229,940,870,0,4281,0,1,0,0,4625
393,1525,936,866,0,1353,0,1,0,0,1946
394,4857,946,876,0,1488,0,1,0,0,5679
395,6375,1014,945,0,3987,0,1,0,0,7083
396,103,1062,992,0,2372,0,1,0,0,426
397,981,1036,965,0,4049,0,1,0,0,1362
398,4089,1036,965,0,3526,0,1,0,0,4520
399,258,835,768,0,879,0,1,0,0,586
400,2330,821,754,0,3446,0,1,0,0,2750
401,4839,413,380,0,4153,0,1,0,0,5657
402,3592,642,581,0,4468,0,1,0,0,5577
403,1055,1071,1001,0,4163,0,1,0,0,1499
404,6663,726,667,0,4013,0,1,0,0,7352
405,103,1055,985,0,2372,0,1,0,0,438
406,340,548,501,0,2719,0,1,0,0,668
407,961,819,754,0,4358,0,1,0,0,1143
408,135,131,128,0,3357,0,1,0,0,469
409,4603,829,762,0,191,0,1,0,0,5266
410,2003,1057,987,0,4169,0,1,0,0,2242
411,4195,842,775,0,700,0,1,0,0,2031
412,176,278,265,0,2586,0,1,0,0,509
413,3035,780,714,0,1583,0,1,0,0,3575
414,4098,1086,1013,0,2766,0,1,0,0,4557
415,127,80,78,0,3485,0,1,0,0,462
416,2695,269,255,0,756,0,1,0,0,3094
417,1908,894,824,0,4468,0,1,0,0,6229
418,6329,881,814,0,4468,0,1,1,455,7731
419,904,967,897,0,4468,0,1,1,391,126
420,4119,1037,966,0,4468,0,1,1,8,7695
421,3161,968,897,0,4468,0,1,1,314,99
422,3163,946,877,0,4468,0,1,1,314,99
423,3162,939,870,0,4468,0,0,1,314,99
424,968,891,821,0,4468,0,1,1,41,7439
425,684,1119,1047,0,4468,1,1,1,481,61
426,1162,1046,975,0,4468,0,1,1,155,42
427,3289,1057,986,0,4468,0,1,1,318,234
428,1534,1022,951,0,4468,0,1,1,346,68
429,2847,981,911,0,4468,0,1,1,346,68
430,2818,968,897,0,4468,0,1,1,346,68
431,4654,876,806,0,4468,0,1,1,346,68
432,4653,855,786,0,4468,0,0,1,346,68
433,4655,706,644,0,4468,0,1,1,346,68
434,5196,1043,972,0,4468,0,1,1,297,159
435,2554,1043,973,0,4468,0,1,1,296,159
436,4279,1043,973,0,4468,0,1,1,6,159
437,4473,1048,977,0,4468,0,1,1,223,159
438,268,717,658,0,4468,0,1,1,359,128
439,4841,1236,1177,0,4468,0,1,1,52,76
440,1452,904,835,0,4468,0,1,1,279,21
441,1732,960,889,0,4468,0,1,1,294,94
442,6622,809,742,0,4468,0,1,1,44,7776
443,3138,926,856,0,4468,0,0,1,312,7532
444,698,1050,979,0,4468,0,1,1,226,64
445,102,830,764,0,4468,0,1,1,262,7517
446,102,798,760,0,4468,0,1,1,262,7517
447,3252,1072,1001,0,4468,0,1,1,318,102
448,3248,753,690,0,4468,0,1,1,318,102
449,3285,744,682,0,4468,0,1,1,318,102
450,3288,743,681,0,4468,0,1,1,318,102
451,3253,727,667,0,4468,0,1,1,318,102
452,3284,712,651,0,4468,0,1,1,318,102
453,3252,698,637,0,4468,0,1,1,318,102
454,5684,1046,975,0,4468,0,1,1,375,199
455,2286,1036,966,0,4468,0,1,1,191,229
456,3067,932,1147,0,4468,0,1,1,130,7646
457,2755,1096,1024,0,4468,0,1,1,130,7646
458,2749,1015,944,0,4468,0,1,1,130,7646
459,2748,1001,930,0,4468,0,1,1,130,7646
460,2747,988,917,0,4468,0,1,1,130,7646
461,6654,869,799,0,4468,0,1,1,130,7646
462,2019,867,797,0,4468,0,1,1,130,7646
463,5133,739,677,0,4468,0,1,1,130,7646
464,1900,734,672,0,4468,0,1,1,130,7646
465,3178,721,663,0,4468,0,1,1,130,7646
466,3177,722,663,0,4468,0,1,1,130,7646
467,3176,722,662,0,4468,0,1,1,130,7646
468,1164,856,846,0,4468,0,1,1,7,7425
469,54,870,800,0,4468,0,1,1,7,7425
470,606,767,1047,0,4468,0,1,1,145,7654
471,2861,1036,966,0,4468,0,1,1,131,209
472,6736,1039,969,0,4468,0,1,1,110,209
473,6738,1039,969,0,4468,0,1,1,110,209
474,5049,1071,1000,0,4468,0,1,1,439,74
475,3812,988,917,0,4468,0,1,1,69,7602
476,2264,1041,970,0,4468,0,1,1,192,26
477,2276,1050,979,0,4468,0,1,1,192,26
478,2282,1051,980,0,4468,0,1,1,192,26
479,5343,995,924,0,4468,0,1,1,371,7592
480,5338,967,897,0,4468,0,1,1,370,7592
481,5343,869,799,0,4468,0,1,1,371,7592
482,5342,698,636,0,4468,0,1,1,371,7592
483,3108,1095,1023,0,4468,0,1,1,143,7473
484,3108,1015,945,0,4468,0,1,1,143,7473
485,3108,960,890,0,4468,0,1,1,143,7473
486,3108,924,854,0,4468,0,1,1,143,7473
487,5620,161,159,0,2840,0,1,0,0,6388
488,3007,905,835,0,1522,0,1,0,0,3485
489,346,711,651,0,2936,0,1,0,0,671
490,2729,926,856,0,541,0,1,0,0,3144
491,3920,910,842,0,397,0,1,0,0,4284
492,1767,1029,958,0,1233,0,1,0,0,2256
493,5253,882,812,0,4010,0,1,0,0,6069
494,2145,1030,959,0,4118,0,1,0,0,2658
495,5672,884,814,0,1274,0,1,0,0,6366
496,2142,835,769,0,843,0,1,0,0,5969
497,2774,582,530,0,1383,0,1,0,0,3292
498,4750,848,782,0,1647,0,1,0,0,5140
499,4855,904,834,0,3225,0,1,0,0,5677
500,6612,526,477,0,23,0,1,0,0,7259
501,1194,1034,963,0,2045,0,1,0,0,1470
502,3424,919,849,0,1987,0,1,0,0,3841
503,1674,1051,980,0,4201,0,1,0,0,2959
504,2485,910,843,0,1198,0,1,0,0,3034
505,4672,1103,1030,0,3562,0,1,0,0,5018
506,4671,444,408,0,3563,0,1,0,0,5024
507,1059,1078,1006,0,2116,0,1,0,0,1545
508,1273,743,681,0,2326,0,1,0,0,1590
509,5818,814,747,0,4468,0,1,0,0,6654
510,5284,896,826,0,1958,0,1,0,0,6091
511,4153,877,807,0,523,0,1,0,0,4619
512,1144,1071,1001,0,1581,0,1,0,0,1762
513,3271,1049,980,0,565,0,1,0,0,3756
514,93,908,839,0,3632,0,1,0,0,369
515,2102,526,477,0,1676,0,1,0,0,2396
516,5088,862,793,0,2910,0,1,0,0,5646
517,2000,678,617,0,745,0,1,0,0,2239
518,2761,600,543,0,1760,0,1,0,0,3232
519,3195,659,599,0,3458,0,1,0,0,3698
520,463,804,1045,0,3132,0,1,0,0,4140
521,44,1005,934,0,3559,0,1,0,0,300
522,5617,821,755,0,4460,0,1,0,0,6383
523,1224,649,588,0,4166,0,1,0,0,1511
524,1518,261,249,0,2639,0,1,0,0,1941
525,5928,210,198,0,2668,0,1,0,0,6699
526,2201,1028,958,0,1395,0,1,0,0,2518
527,3665,629,570,0,4468,0,1,0,0,3923
528,4475,323,312,0,4225,0,1,0,0,4853
529,1814,987,918,0,3454,0,1,0,0,2370
530,5236,911,842,0,2269,0,1,0,0,6054
531,3698,947,877,0,1779,0,1,0,0,3977
532,149,176,171,0,2150,0,1,0,0,484
533,1136,1151,1078,0,2536,0,1,0,0,1754
534,295,574,522,0,4346,0,1,0,0,624
535,4362,855,787,0,1432,0,1,0,0,4722
536,53,1040,969,0,2372,0,1,0,0,271
537,103,1066,996,0,2372,0,1,0,0,417
538,3959,1043,973,0,532,0,1,0,0,4361
539,1441,1044,973,0,4455,0,1,0,0,1937
540,964,795,730,0,2372,0,1,0,0,1171
541,1081,645,584,0,3261,0,1,0,0,6992
542,2840,841,776,0,2692,0,1,0,0,3275
543,3257,918,848,0,3131,0,1,0,0,7341
544,954,1112,1041,0,3624,0,1,0,0,1272
545,1808,652,592,0,2926,0,1,0,0,2364
546,2565,813,746,0,2348,0,1,0,0,2866
547,5313,902,832,0,292,0,1,0,0,6128
548,6245,749,686,0,1589,0,1,0,0,6854
549,4769,850,782,0,3391,0,1,0,0,5161
550,2272,637,576,0,4437,0,1,0,0,2592
551,3863,913,843,0,1451,0,1,0,0,4188
552,3617,828,761,0,3103,0,1,0,0,3860
553,2126,843,776,0,2102,0,1,0,0,2461
554,1138,1124,1052,0,2538,0,1,0,0,1756
