row_id,name,startdate,enddate,location,description,image,performer,page_url
0,711,1362,1394,0,731,518,0,726
1,3178,825,846,0,3480,2361,0,2091
2,1529,1537,1574,0,903,2055,0,4112
3,2652,819,840,0,4994,2361,0,5078
4,537,1415,1491,0,417,1828,0,4161
5,2976,699,720,0,2728,2361,0,2957
6,1140,649,673,0,3892,1730,0,1199
7,3337,1142,1169,0,4629,92,0,2418
8,3108,1090,1119,0,3431,114,0,5202
9,383,700,719,0,4138,2361,0,4581
10,3553,941,968,0,4683,2301,0,5181
11,3550,168,169,0,1350,45,0,62
12,1771,855,876,0,4253,593,0,317
13,877,783,801,0,4560,2101,0,1429
14,4565,772,791,0,1656,2361,0,3066
15,1342,415,416,0,1485,2191,0,4315
16,3086,752,770,0,2868,1255,0,1441
17,241,580,598,0,509,1041,0,201
18,3438,1099,1127,0,3471,1735,0,2203
19,3355,603,622,0,4655,1738,0,4425
20,399,406,404,0,475,1317,0,185
21,3533,772,791,0,2328,2361,0,3166
22,670,1504,1546,0,780,2013,0,4096
23,1010,1244,1279,0,1688,2068,0,5239
24,822,1723,1767,0,732,529,1,910
25,3227,953,980,0,3058,2361,0,3863
26,1950,819,840,0,2776,2361,0,1898
27,1966,772,791,0,2001,2361,0,4825
28,2831,771,789,0,2060,2361,0,2999
29,76,819,840,0,1318,2361,0,3471
30,1889,630,645,0,982,1689,0,4416
31,1173,1616,1652,0,844,8,0,861
32,3965,660,680,0,73,659,0,2851
33,2981,699,720,0,2806,2361,0,4574
34,938,1513,1551,0,4688,1761,0,2335
35,1211,561,578,0,2456,212,0,216
36,397,1379,1412,0,2867,1657,0,2419
37,3884,772,791,0,4327,2361,0,1730
38,564,915,937,0,778,2150,0,3780
39,892,1373,1405,0,886,487,0,3991
40,4512,772,791,0,3395,2361,0,4638
41,2871,635,657,0,2107,335,0,4531
42,1714,1472,1513,0,3883,562,0,4136
43,1513,1355,1389,0,4301,151,0,501
44,3684,627,644,0,3732,1803,0,4520
45,3253,635,657,0,3079,2361,0,4535
46,4199,819,840,0,3877,2361,0,3540
47,1451,936,962,0,1118,1328,0,410
48,2808,770,787,0,751,624,0,264
49,1835,889,915,0,763,241,0,2187
50,1788,1376,1410,0,1729,2302,0,2346
51,2055,1618,1656,0,566,2087,0,2442
52,2249,819,840,0,3791,2361,0,3556
53,624,1497,1538,0,3941,1776,0,572
54,3578,772,791,0,3240,2361,0,3146
55,752,1748,1793,0,573,2011,0,3965
56,415,1473,1527,0,3424,79,0,4078
57,703,58,58,0,717,1783,0,9
58,1321,1150,1180,0,1374,1213,0,2246
59,732,1298,1332,0,874,645,0,551
60,3703,1502,1542,0,565,773,0,4114
61,858,1621,1659,0,1068,1645,0,702
62,1536,1226,1262,0,1398,54,0,3971
63,24,512,527,0,1774,1390,0,2697
64,3520,1681,1722,0,117,1190,0,4192
65,2523,772,791,0,2549,2361,0,3033
66,3301,819,840,0,4455,2361,0,1878
67,467,378,380,0,531,154,0,182
68,4811,772,791,0,2148,2361,0,1564
69,4623,599,617,0,3889,1497,0,4435
70,4097,819,840,0,3404,2361,0,2019
71,539,999,1022,0,542,618,0,5160
72,4125,772,791,0,2711,2361,0,1667
73,3773,772,791,0,3336,2361,0,1735
74,1117,84,84,0,1627,1867,0,4229
75,3386,627,644,0,3380,2361,0,4516
76,2507,820,841,0,3868,2361,0,5126
77,2297,772,791,0,1990,2361,0,3134
78,3164,819,840,0,3112,2361,0,3441
79,1,272,272,0,781,1059,0,118
80,1210,288,288,0,46,564,0,4260
81,3668,640,664,0,1044,1114,0,1342
82,4010,1003,1027,0,4600,1650,0,2133
83,2152,819,840,0,3785,2361,0,3452
84,3190,820,841,0,3000,2361,0,3720
85,1446,576,593,0,2436,1821,0,2634
86,1302,897,921,0,4559,575,0,362
87,2928,820,841,0,3028,2361,0,2078
88,4288,772,791,0,2268,2361,0,1489
89,1563,1786,1833,0,881,1697,0,5263
90,4539,772,791,0,1522,2361,0,1606
91,3975,819,840,0,2704,2361,0,5019
92,4314,838,861,0,1646,1536,0,3366
93,4205,819,840,0,4181,2361,0,1848
94,905,1406,1443,0,5033,1936,0,2263
95,1415,373,375,0,798,931,0,1100
96,3983,772,791,0,4596,2361,0,1633
97,4839,819,840,0,3030,2361,0,1998
98,1908,1403,1437,0,4896,2049,0,754
99,40,772,791,0,1890,2361,0,3137
100,430,1736,1780,0,732,846,1,4226
101,787,819,840,0,4791,202,0,4400
102,3787,772,791,0,4393,2361,0,4715
103,578,1427,1465,0,4873,1262,0,4027
104,1398,1714,1753,0,1831,1407,0,596
105,1480,355,355,0,971,1142,0,166
106,2570,819,840,0,2699,2361,0,4979
107,1810,691,712,0,2858,2271,0,239
108,1290,928,952,0,2092,1470,0,5191
109,3783,772,791,0,1905,2361,0,1508
110,667,977,1005,0,1389,816,0,3836
111,1057,1078,1106,0,1475,827,0,5158
112,2118,612,633,0,1307,353,0,2813
113,1895,1380,1415,0,4160,274,0,4061
114,2173,772,791,0,4990,2361,0,4789
115,4234,819,840,0,3495,2361,0,3491
116,4332,819,840,0,2520,2361,0,1839
117,2407,820,841,0,2214,2361,0,3702
118,243,1482,1525,0,359,1640,0,847
119,3779,772,791,0,1422,2361,0,1565
120,4840,819,840,0,1312,2361,0,5068
121,200,289,289,0,4797,2118,0,1011
122,1825,1217,1253,0,4864,284,0,3904
123,4366,772,791,0,2495,2361,0,4836
124,3137,819,840,0,3876,2361,0,4981
125,2653,820,841,0,1194,2361,0,5109
126,3034,699,720,0,2724,2361,0,2943
127,1147,1675,1717,0,838,1439,0,3906
128,4043,772,791,0,2502,2361,0,3228
129,4466,699,720,0,4780,2361,0,1383
130,1905,632,648,0,122,670,0,4434
131,4521,772,791,0,1539,2361,0,4814
132,817,1644,1685,0,4033,58,0,636
133,3211,819,840,0,2047,2361,0,1980
134,2961,619,638,0,2713,1565,0,4501
135,2910,820,841,0,3505,2361,0,5123
136,745,1665,1705,0,2487,1434,0,622
137,1563,1786,1833,0,881,1697,0,2319
138,4215,819,840,0,2041,2361,0,3667
139,4465,771,789,0,4972,2361,0,1447
140,3187,819,840,0,3767,2361,0,4990
141,546,1297,1457,0,4021,275,0,2336
142,4604,1271,1306,0,650,1404,0,509
143,2534,772,791,0,4734,2361,0,1518
144,2107,607,626,0,4931,1658,0,2805
145,4869,1672,1712,0,661,1592,0,679
146,3557,1655,1700,0,3642,656,0,862
147,2769,819,840,0,2195,2361,0,1815
148,1385,115,115,0,1696,19,0,2492
149,2224,475,486,0,1,2034,0,4389
150,2522,1644,1685,0,105,1050,0,3922
151,3458,811,833,0,3483,2361,0,1807
152,3596,772,791,0,1524,2361,0,4800
153,1465,1679,1720,0,2179,1083,0,567
154,1379,635,653,0,2457,56,0,1289
155,1557,856,879,0,3518,808,0,365
156,4429,772,791,0,4969,2361,0,1541
157,1241,754,772,0,670,1690,0,2981
158,4785,1455,1500,0,847,877,0,2349
159,999,1281,1315,0,167,1660,0,5264
160,109,1428,1466,0,3056,970,0,626
161,1422,1178,1208,0,2984,1701,0,2273
162,807,1611,1649,0,4293,1400,0,2330
163,2501,772,791,0,3419,2361,0,4703
164,3903,771,789,0,3124,2361,0,1451
165,4040,772,791,0,3286,2361,0,3089
166,4706,819,840,0,2042,2361,0,3574
167,3225,819,840,0,4944,2361,0,4940
168,2689,819,840,0,3331,2361,0,4952
169,2257,819,840,0,3391,2361,0,4976
170,3242,819,840,0,3393,2361,0,1882
171,463,347,346,0,5008,1597,0,158
172,1007,649,673,0,3445,249,0,1201
173,3239,772,791,0,4757,2361,0,3070
174,489,557,573,0,290,730,0,1170
175,3926,1412,1450,0,4303,387,0,819
176,4626,772,791,0,4445,2361,0,1722
177,876,783,801,0,4542,2101,0,2974
178,4207,1098,1126,0,4252,1318,0,450
179,4840,819,840,0,1121,2361,0,1946
180,1563,1784,1831,0,732,1697,1,905
181,4863,1213,1249,0,657,2113,0,2222
182,2042,625,638,0,1934,2361,0,2861
183,960,1635,1676,0,4274,1174,0,5245
184,1423,370,372,0,974,1204,0,1040
185,1586,444,451,0,428,1237,0,2652
186,580,830,851,0,936,908,0,3736
187,4062,617,632,0,4173,2361,0,4498
188,2155,1393,1433,0,5026,1386,0,320
189,3384,714,734,0,3683,2337,0,251
190,372,551,568,0,18,1095,0,1150
191,3677,612,633,0,3843,1883,0,1263
192,3542,1795,1844,0,3629,2021,0,529
193,3111,229,228,0,1693,631,0,990
194,1330,1409,1448,0,935,1755,0,2353
195,2197,1155,1185,0,1591,173,0,308
196,4768,570,587,0,160,1734,0,4348
197,555,648,668,0,75,1108,0,227
198,671,1275,1309,0,1497,378,0,542
199,3420,1801,1850,0,732,804,1,927
200,3279,964,992,0,3230,921,0,5192
201,4814,772,791,0,1534,2361,0,4709
202,3220,682,703,0,1773,955,0,1367
203,2597,431,440,0,1658,1635,0,1099
204,4169,772,791,0,1671,2361,0,4819
205,2222,819,840,0,2208,2361,0,1885
206,2690,820,841,0,3266,2361,0,3679
207,2688,819,840,0,4345,2361,0,1973
208,1865,1562,1598,0,3973,1126,0,825
209,4735,927,951,0,4072,1665,0,2152
210,3708,470,484,0,69,1877,0,4309
211,4794,786,803,0,667,1476,0,4605
212,4371,865,888,0,4242,812,0,3756
213,1112,986,1009,0,879,1369,0,218
214,4751,1443,1487,0,1372,1268,0,725
215,97,1605,1642,0,309,2096,0,2441
216,261,173,174,0,735,1026,0,2496
217,130,1282,1316,0,3965,403,0,3947
218,3158,612,633,0,2972,952,0,4471
219,4242,819,840,0,3508,2361,0,3638
220,4317,771,789,0,1979,2361,0,1466
221,2772,819,840,0,1129,2361,0,1872
222,4182,819,840,0,3029,2361,0,5029
223,2805,403,399,0,2481,832,0,2607
224,2326,819,840,0,2285,2361,0,4934
225,1925,819,840,0,2663,2361,0,3587
226,735,1331,1362,0,4563,471,0,640
227,4612,772,791,0,4964,2361,0,1769
228,3753,635,657,0,4673,2361,0,2898
229,3290,772,791,0,3487,2361,0,3283
230,1603,420,420,0,4109,1021,0,2552
231,1758,309,310,0,3226,528,0,138
232,3414,772,791,0,4645,2361,0,3162
233,2877,772,791,0,3308,2361,0,4698
234,174,526,543,0,854,1416,0,187
235,2233,819,840,0,2264,2361,0,4959
236,372,552,569,0,18,230,0,208
237,4009,772,791,0,2501,2361,0,4760
238,3058,772,791,0,2147,2361,0,3131
239,1670,919,942,0,1329,1425,0,3785
240,1896,797,817,0,3016,1491,0,280
241,1872,585,602,0,4127,1509,0,2867
242,2471,819,840,0,3142,2361,0,2034
243,2908,820,841,0,2311,2361,0,3683
244,117,888,911,0,3724,558,0,5157
245,903,1446,1488,0,4128,779,0,694
246,443,546,563,0,515,1702,0,2621
247,2575,819,840,0,4049,2361,0,1916
248,1553,960,987,0,1379,706,0,2134
249,379,490,498,0,4435,10,0,192
250,1765,1038,1066,0,4529,729,0,3795
251,3285,772,791,0,4382,2361,0,3130
252,2787,811,833,0,2228,2361,0,4873
253,2559,645,665,0,3605,2361,0,1240
254,4536,819,840,0,2015,298,0,4402
255,960,1635,1676,0,4273,1174,0,2275
256,584,1573,1609,0,4904,1135,0,4044
257,2127,772,791,0,2231,2361,0,1605
258,4047,772,791,0,2341,2361,0,3154
259,3973,495,509,0,1486,1872,0,184
260,4186,819,840,0,4257,2361,0,5067
261,786,628,649,0,4046,2361,0,1330
262,559,925,950,0,3686,674,0,5185
263,2132,612,633,0,54,806,0,2815
264,750,598,615,0,3633,1514,0,1218
265,1004,1193,1225,0,2991,255,0,3886
266,3961,1471,1518,0,3670,556,0,4168
267,2449,515,529,0,923,1941,0,2685
268,2980,699,720,0,2488,2361,0,2955
269,2874,726,745,0,2910,2361,0,2975
270,2035,819,840,0,3021,2361,0,1954
271,4629,772,791,0,3361,2361,0,4717
272,2724,605,622,0,4698,1540,0,4445
273,127,823,844,0,649,974,0,3730
274,1296,946,970,0,3032,31,0,3821
275,2243,772,791,0,3154,2361,0,3068
276,4790,1126,1156,0,4501,449,0,2155
277,952,554,571,0,184,186,0,1158
278,4198,819,840,0,2602,2361,0,1958
279,948,844,864,0,2441,896,0,3741
280,3871,771,789,0,2067,2361,0,4621
281,2589,670,687,0,45,1651,0,2875
282,2739,772,791,0,2584,2361,0,1700
283,450,549,566,0,513,2361,0,2625
284,4121,819,840,0,3004,2361,0,3467
285,4201,1602,1642,0,3438,843,0,2371
286,1789,401,400,0,1794,1726,0,2586
287,1242,754,772,0,672,1690,0,1436
288,373,541,558,0,989,1275,0,211
289,3868,599,617,0,3986,1028,0,1209
290,2794,772,791,0,3390,2361,0,1571
291,3633,354,354,0,4826,1364,0,1028
292,415,1473,1527,0,3427,79,0,728
293,1322,781,799,0,1369,109,0,1772
294,61,819,840,0,1111,2361,0,3612
295,2488,819,840,0,3514,2361,0,5042
296,2911,820,841,0,2793,2361,0,2059
297,1850,181,180,0,3689,1574,0,4249
298,1623,254,254,0,1005,1481,0,109
299,1158,1668,1709,0,4000,2197,0,510
300,2226,1490,1533,0,4148,1696,0,4153
301,3395,819,840,0,2177,2361,0,5055
302,1429,747,766,0,4684,834,0,1432
303,3771,772,791,0,3086,2361,0,1757
304,498,1707,1750,0,732,413,1,2453
305,4495,772,791,0,3101,2361,0,4660
306,4553,1644,1685,0,4654,638,0,482
307,4788,864,887,0,392,1567,0,2111
308,3222,772,791,0,2186,2361,0,3197
309,4685,772,791,0,2233,2361,0,1486
310,4720,819,840,0,4359,2361,0,3411
311,2663,640,659,0,2088,894,0,1196
312,541,895,920,0,227,472,0,3788
313,2435,819,840,0,1837,160,0,1192
314,2073,477,485,0,759,2336,0,4381
315,3649,1388,1422,0,1598,330,0,4258
316,1767,938,961,0,4251,613,0,4607
317,652,1260,1290,0,170,957,0,2432
318,4002,772,791,0,2590,2361,0,1601
319,499,100,99,0,12,1427,0,2484
320,4499,772,791,0,1681,2361,0,1584
321,768,880,904,0,868,251,0,367
322,375,425,434,0,449,1048,0,1126
323,3504,607,626,0,3554,1192,0,1239
324,3135,772,791,0,1152,2361,0,4646
325,367,516,530,0,4351,272,0,1154
326,3362,819,840,0,2313,2361,0,3579
327,352,144,145,0,440,2193,0,4244
328,3411,819,840,0,1163,2361,0,2025
329,3816,819,840,0,4620,2361,0,4941
330,3258,772,791,0,3824,2361,0,4763
331,1345,426,431,0,1484,695,0,2622
332,2766,1319,1349,0,600,2195,0,3901
333,653,1260,1290,0,171,957,0,484
334,338,95,94,0,3711,1577,0,30
335,1751,1592,1628,0,3694,588,0,782
336,1703,1348,1380,0,4005,1838,0,717
337,538,843,865,0,1063,455,0,3749
338,1189,1023,1051,0,596,1546,0,1373
339,2478,699,720,0,1759,2361,0,4584
340,3781,612,633,0,3796,1928,0,2810
341,1792,1568,1603,0,4100,382,0,826
342,1956,772,791,0,2007,2361,0,3088
343,1934,819,840,0,3751,2361,0,3602
344,3655,812,832,0,3745,524,0,1350
345,3544,1408,1447,0,3635,1605,0,2287
346,2394,811,833,0,4363,2361,0,1802
347,3859,819,840,0,1733,2361,0,1959
348,4610,772,791,0,1683,2361,0,4654
349,1118,1743,1787,0,959,220,0,719
350,4857,106,105,0,190,1196,0,2488
351,4194,819,840,0,1426,2361,0,1938
352,3497,819,840,0,2012,2361,0,1942
353,4305,772,791,0,3085,2361,0,4689
354,4838,819,840,0,2031,2361,0,1918
355,3575,424,428,0,2880,807,0,1112
356,3159,627,644,0,2430,142,0,1321
357,1977,819,840,0,3557,2361,0,4937
358,4089,772,791,0,4194,2361,0,3249
359,2723,644,666,0,3078,1437,0,1362
360,1924,819,840,0,4478,2361,0,4951
361,1518,1238,1276,0,2850,1840,0,2312
362,1954,772,791,0,1883,2361,0,1557
363,3671,635,657,0,1045,769,0,4532
364,217,41,41,0,1764,2036,0,7
365,1883,1203,1235,0,4638,1603,0,5244
366,987,1697,1736,0,732,2233,1,931
367,2780,474,480,0,2419,2106,0,2574
368,223,981,1002,0,2106,1819,0,5209
369,4642,772,791,0,3831,2361,0,1687
370,4598,819,840,0,3630,2361,0,3503
371,3751,719,739,0,4284,2361,0,2971
372,431,1736,1780,0,732,846,1,5275
373,2516,772,791,0,2358,2361,0,3091
374,2507,819,840,0,4759,2361,0,5056
375,2214,772,791,0,1472,2361,0,4857
376,3381,1230,1266,0,2966,210,0,2241
377,992,1016,1045,0,115,532,0,3838
378,4777,1028,1058,0,1589,739,0,299
379,2262,819,840,0,2587,2361,0,1864
380,2635,286,286,0,1376,24,0,1010
381,4192,819,840,0,4735,2361,0,2021
382,1876,673,693,0,4850,1203,0,2881
383,3952,1469,1528,0,1216,859,0,4180
384,3441,948,979,0,357,630,0,2165
385,1646,422,421,0,823,570,0,1086
386,1944,699,720,0,2742,2361,0,2928
387,4641,772,791,0,4444,2361,0,4728
388,316,67,67,0,423,69,0,16
389,1854,601,621,0,4711,324,0,2764
390,690,1453,1502,0,498,1313,0,2378
391,1568,1396,1431,0,686,541,0,633
392,1250,283,283,0,1891,2250,0,125
393,26,374,374,0,163,2061,0,176
394,804,1185,1216,0,1099,1590,0,260
395,4161,640,664,0,3293,1711,0,4545
396,107,699,720,0,4607,2202,0,1384
397,220,1005,1030,0,4919,1220,0,3857
398,3727,819,840,0,2479,2361,0,4912
399,1818,275,275,0,990,1796,0,1006
400,2418,772,791,0,4713,2361,0,1493
401,3784,772,791,0,2566,2361,0,3341
402,2670,772,791,0,4731,2361,0,1631
403,2459,772,791,0,1408,2361,0,3127
404,2948,408,405,0,2645,488,0,4279
405,47,885,908,0,3611,898,0,371
406,4339,772,791,0,4725,2361,0,1655
407,3441,351,351,0,350,925,0,1031
408,4559,772,791,0,3397,2361,0,4784
409,4865,772,791,0,4592,2361,0,4834
410,4349,772,791,0,4193,2361,0,3165
411,662,933,956,0,1806,1587,0,5170
412,3989,772,791,0,1155,2361,0,4847
413,366,71,71,0,257,636,0,2476
414,3147,599,617,0,2962,1516,0,2755
415,2601,819,840,0,3027,2361,0,1900
416,4837,819,840,0,1713,2361,0,3548
417,2854,773,791,0,4630,2361,0,4837
418,748,121,119,0,732,2361,0,4242
419,2007,772,791,0,3315,2361,0,1540
420,4672,772,791,0,1986,2361,0,4844
421,3212,819,840,0,2252,2361,0,4978
422,3964,819,840,0,2722,2361,0,5010
423,2379,820,841,0,2550,2361,0,3705
424,784,607,626,0,2694,2361,0,1246
425,2026,772,791,0,2227,2361,0,4751
426,4627,772,791,0,3818,2361,0,1612
427,395,1705,1744,0,782,229,0,2259
428,2485,1413,1452,0,1480,768,0,2369
429,3208,819,840,0,3094,2361,0,3657
430,4393,819,840,0,2129,2361,0,1817
431,1959,819,840,0,3332,2361,0,5043
432,3426,819,840,0,3593,2361,0,1858
433,4188,820,841,0,3563,2361,0,5088
434,119,1804,1853,0,581,2184,0,602
435,2759,644,666,0,1483,2062,0,1361
436,457,634,652,0,2,352,0,229
437,4797,1270,1307,0,4248,1552,0,3891
438,1044,1255,1289,0,3466,536,0,3945
439,832,1302,1336,0,1765,2024,0,5247
440,3886,772,791,0,4338,2361,0,4661
441,4458,772,791,0,4196,2361,0,1658
442,188,1658,1698,0,1828,1768,0,856
443,309,1708,1754,0,732,1815,1,926
444,1098,380,380,0,4842,305,0,1041
445,3933,1170,1199,0,4091,1629,0,2994
446,3562,819,840,0,2009,2361,0,4913
447,565,1552,1589,0,483,1670,0,808
448,4877,1438,1476,0,1230,1214,0,2431
449,899,1754,1800,0,732,143,1,5270
450,4529,470,484,0,84,825,0,2611
451,463,368,368,0,5008,1583,0,175
452,3706,672,691,0,1023,640,0,2843
453,1091,1010,1033,0,546,704,0,3807
454,219,955,983,0,1323,2114,0,3820
455,1303,1417,1454,0,2642,2352,0,857
456,2061,819,840,0,1620,2361,0,3541
457,1851,322,322,0,1869,214,0,145
458,3182,772,791,0,4346,2361,0,1642
459,989,958,988,0,4249,930,0,3793
460,2049,446,459,0,1185,771,0,2683
461,2925,605,625,0,2973,490,0,4454
462,4386,819,840,0,2467,2361,0,1905
463,3839,811,833,0,1133,2361,0,1796
464,471,1543,1580,0,636,574,0,2438
465,230,772,791,0,1267,2361,0,3339
466,3276,811,833,0,1859,2361,0,3385
467,115,10,10,0,3995,775,0,2387
468,212,215,214,0,323,2008,0,2509
469,1228,602,619,0,4852,1787,0,2763
470,350,441,444,0,541,2209,0,1117
471,3269,772,791,0,4590,2361,0,4806
472,81,1590,1625,0,3915,1383,0,2360
473,708,1229,1265,0,3972,1043,0,3894
474,1679,923,947,0,4860,780,0,5169
475,1544,725,744,0,4906,2127,0,2967
476,936,1513,1551,0,4678,1761,0,3981
477,4221,772,791,0,4369,2361,0,1475
478,1656,183,181,0,3647,646,0,69
479,3986,627,644,0,3345,1834,0,1325
480,1760,395,393,0,950,728,0,1110
481,3443,1276,1310,0,2449,945,0,3938
482,2437,772,791,0,2149,2361,0,1527
483,2861,819,840,0,2478,2361,0,2026
484,4204,1053,1080,0,4812,106,0,3757
485,3724,819,840,0,3373,2361,0,5035
486,3708,470,484,0,68,1877,0,189
487,4605,1449,1493,0,232,2321,0,845
488,2265,819,840,0,2018,2361,0,1812
489,1021,1058,1084,0,815,953,0,1774
490,2558,819,840,0,3305,2361,0,1879
491,2319,627,644,0,3736,936,0,1323
492,2852,819,840,0,2600,2361,0,1886
493,2474,819,840,0,1877,932,0,4403
494,2093,772,791,0,1849,2361,0,4694
495,1667,620,634,0,3342,581,0,4448
496,2512,772,791,0,2519,2361,0,1691
497,17,772,791,0,3551,2361,0,3334
498,3402,621,634,0,1079,1528,0,1299
499,4391,819,840,0,4177,2361,0,1924
500,810,867,890,0,435,1621,0,2098
501,3194,939,966,0,4114,1471,0,3814
502,3027,699,720,0,4789,2361,0,4585
503,3394,969,997,0,818,818,0,5180
504,620,1274,1308,0,1951,615,0,5253
505,411,1080,1108,0,403,1451,0,1439
506,4210,643,663,0,4256,1556,0,2880
507,289,133,135,0,3640,1754,0,969
508,554,627,642,0,74,821,0,1204
509,66,772,791,0,4726,2361,0,1505
510,2618,819,840,0,2127,2361,0,5063
511,3954,1503,1548,0,4533,156,0,2377
512,2166,461,478,0,1501,2361,0,1163
513,80,429,442,0,5019,724,0,4312
514,1523,450,456,0,809,1435,0,4331
515,2192,474,481,0,987,717,0,4293
516,2529,772,791,0,1553,2361,0,1536
517,3494,1421,1460,0,1720,755,0,4019
518,2036,772,791,0,1977,2361,0,3345
519,325,1300,1334,0,612,1486,0,2248
520,2205,619,638,0,723,473,0,2850
521,1874,1454,1498,0,1328,1894,0,4190
522,4836,819,840,0,1313,2361,0,5060
523,1469,433,439,0,4277,1206,0,4275
524,1260,667,690,0,2079,358,0,1279
525,697,1484,1527,0,4665,777,0,4088
526,1673,1197,1229,0,4657,1930,0,5259
527,2301,819,840,0,3350,2361,0,1823
528,3210,819,840,0,3664,2361,0,3619
529,3284,772,791,0,3250,2361,0,1727
530,1629,169,170,0,1090,2260,0,63
531,3984,772,791,0,2002,2361,0,1699
532,315,62,62,0,4418,735,0,12
533,3179,772,791,0,3817,2361,0,4665
534,3315,644,666,0,3379,1403,0,1364
535,2469,464,468,0,2636,368,0,1065
536,4653,819,840,0,2237,2361,0,1860
537,2193,772,791,0,2571,2361,0,4815
538,2686,819,840,0,2111,2361,0,4966
539,2566,772,791,0,2902,2361,0,3276
540,1804,70,69,0,4423,374,0,2473
541,1801,438,440,0,4366,2130,0,2645
542,3223,820,841,0,4974,2361,0,3693
543,2144,819,840,0,2203,2361,0,5054
544,2108,819,840,0,3038,2361,0,2005
545,2442,1386,1421,0,186,2240,0,2365
546,2208,481,490,0,5004,993,0,1179
547,1554,174,175,0,3453,2020,0,2501
548,3977,640,664,0,1819,1412,0,2903
549,606,1556,1592,0,265,366,0,4132
550,3540,635,657,0,3343,1046,0,4530
551,1596,718,738,0,3699,2189,0,245
552,2859,819,840,0,2280,2361,0,1844
553,2656,811,833,0,3832,2361,0,1797
554,1819,856,878,0,617,1971,0,363
555,3249,605,625,0,3077,1320,0,4449
556,1540,650,672,0,4870,1634,0,4420
557,2726,644,666,0,3067,1437,0,2916
558,4664,820,841,0,3566,2361,0,2052
559,1231,258,258,0,1923,2080,0,1002
560,2541,696,716,0,883,1521,0,1210
561,3369,819,840,0,3758,2361,0,5049
562,3604,772,791,0,3799,2361,0,1622
563,650,961,986,0,4627,1072,0,2185
564,4719,772,791,0,1547,2361,0,1719
565,4012,819,840,0,4587,2361,0,5027
566,789,577,594,0,485,1582,0,221
567,890,584,601,0,4686,303,0,1184
568,314,62,62,0,4416,2249,0,13
569,336,1154,1183,0,2402,1585,0,5211
570,2995,699,720,0,2765,2361,0,1407
571,354,772,791,0,3485,2361,0,1472
572,3914,819,840,0,2672,2361,0,3565
573,2870,951,976,0,4902,1024,0,2157
574,3968,772,791,0,3103,2361,0,3308
575,2443,1386,1421,0,185,2240,0,4142
576,675,1376,1409,0,197,2082,0,659
577,3181,819,840,0,1965,2361,0,1979
578,2303,447,457,0,5020,1321,0,1152
579,3518,939,966,0,4066,969,0,2142
580,441,548,565,0,525,2361,0,1097
581,1616,1123,1155,0,3977,2145,0,2221
582,737,1481,1525,0,3052,1042,0,3978
583,3930,1758,1806,0,732,1679,1,924
584,1940,1662,1703,0,1113,2018,0,409
585,4350,819,840,0,3626,2361,0,3564
586,1144,642,660,0,4564,2279,0,4478
587,3359,727,747,0,3871,2361,0,1433
588,3768,772,791,0,4336,2361,0,1526
589,1634,412,412,0,3901,399,0,2606
590,3136,772,791,0,1460,2361,0,3346
591,4608,772,791,0,2138,2361,0,1686
592,1261,667,690,0,2080,358,0,2838
593,3405,771,789,0,4453,2361,0,4620
594,1750,1361,1396,0,3695,2028,0,751
595,634,24,24,0,502,254,0,896
596,4422,1076,1104,0,2895,1090,0,2202
597,1392,1162,1191,0,1096,165,0,2245
598,758,772,791,0,1752,2361,0,4778
599,4340,1591,1629,0,30,863,0,4257
600,2971,699,720,0,2792,2361,0,2935
601,2165,625,641,0,1500,994,0,4512
602,4454,772,791,0,3577,2361,0,1535
603,44,772,791,0,2274,2361,0,1597
604,221,973,1000,0,2864,1989,0,5207
605,2315,819,840,0,820,2361,0,1911
606,4190,819,840,0,4422,2361,0,1984
607,820,638,655,0,4915,1786,0,2823
608,3469,819,840,0,3117,2361,0,3639
609,2406,819,840,0,4756,2361,0,3648
610,476,744,762,0,732,2361,0,4567
611,3831,680,701,0,4016,514,0,2911
612,3682,819,840,0,3859,1969,0,2729
613,3252,605,625,0,3076,1946,0,1228
614,1056,1078,1106,0,1476,827,0,3787
615,4430,640,664,0,3743,1662,0,1344
616,3897,819,840,0,3753,2361,0,4927
617,1730,1684,1725,0,732,1506,1,914
618,4517,1016,1045,0,400,233,0,2147
619,1847,1133,1161,0,4097,658,0,2226
620,3628,820,841,0,2173,2361,0,2079
621,3311,819,840,0,2558,2361,0,3663
622,918,1475,1513,0,890,657,0,661
623,2401,772,791,0,1910,2361,0,1474
624,3370,820,841,0,2213,2361,0,2070
625,3288,405,403,0,3718,29,0,1047
626,819,1399,1444,0,648,1942,0,496
627,3516,820,841,0,1601,2361,0,2044
628,1997,811,833,0,3848,2361,0,3395
629,1692,948,979,0,795,2210,0,5184
630,1349,610,630,0,1210,1767,0,2860
631,2924,819,840,0,1669,2361,0,1949
632,2913,820,841,0,3313,2361,0,2071
633,4196,819,840,0,1715,2361,0,4967
634,939,1608,1646,0,1645,746,0,2318
635,951,569,586,0,183,2003,0,2701
636,1268,606,623,0,4307,796,0,4415
637,4271,1062,1088,0,2634,1897,0,332
638,2833,819,840,0,3190,2361,0,1930
639,3656,391,387,0,1043,774,0,4291
640,1587,444,451,0,429,1237,0,1113
641,4736,233,233,0,4094,1254,0,97
642,4509,772,791,0,2582,2361,0,1746
643,3015,772,791,0,4281,2361,0,3178
644,2767,1319,1349,0,599,2195,0,2280
