row_id,name,startdate,enddate,location,description,eventattendancemode,eventstatus,organizer,url,mainentityofpage,page_url
0,9707,6529,6813,1,5960,0,0,1,0,0,15342
1,7537,2633,2776,0,604,0,0,0,0,0,17315
2,5809,583,571,0,3402,0,0,0,0,0,465
3,2453,6790,7081,1,2974,0,0,1,0,0,6552
4,8430,10523,11008,0,5114,0,0,0,0,0,3890
5,1634,8584,8959,0,4474,0,0,0,0,0,1858
6,9884,9054,9438,0,4374,0,0,0,0,0,4579
7,7148,4979,5228,0,5960,0,0,0,0,0,10850
8,3597,10482,10958,0,5120,0,0,0,0,0,2663
9,9322,8709,9077,0,2941,0,0,0,0,0,3960
10,1374,10330,10802,1,5960,0,0,0,0,0,7165
11,2054,3781,3991,0,5960,0,0,1,0,0,7587
12,2093,5422,5674,0,5960,0,0,1,0,0,7644
13,8282,10067,10512,1,5960,0,0,0,0,0,11382
14,184,11955,12430,0,5269,0,0,1,0,0,12978
15,2699,3608,3823,1,3218,0,0,0,0,0,15813
16,723,6501,6787,0,1512,0,0,0,0,0,16971
17,870,12184,12662,0,2898,0,0,1,0,0,14455
18,6679,12265,12747,0,5919,0,0,0,0,0,617
19,6166,11358,11857,0,5130,0,0,1,0,0,3153
20,10159,5907,6184,0,1117,0,0,1,0,0,5099
21,7791,2630,2771,0,691,0,0,0,0,0,5453
22,1081,6724,7018,0,5163,0,0,0,0,0,5511
23,2780,7005,7304,1,5960,0,0,1,0,0,8153
24,4609,2420,2539,0,5960,0,0,1,0,0,9626
25,6292,5385,5635,1,5960,0,0,1,0,0,10338
26,7027,7572,7884,1,2153,0,0,1,0,0,10727
27,3011,7556,7876,0,4612,0,0,1,0,0,2205
28,8537,8718,9088,0,4850,0,0,0,0,0,3935
29,6414,392,390,0,3648,0,0,1,0,0,16708
30,9687,4591,4830,0,2213,0,0,0,0,0,17497
31,8923,100,99,0,2352,0,0,1,0,0,899
32,10211,9442,9836,0,5191,0,0,0,0,0,4653
33,7685,7993,8327,1,2153,0,0,1,0,0,11139
34,9527,3856,4082,0,5960,0,0,1,0,0,11880
35,2930,711,719,0,1715,0,0,0,0,0,15343
36,1208,442,437,0,5597,0,0,0,0,0,17105
37,8854,4811,5049,0,1458,0,0,1,0,0,5899
38,3565,6759,7051,1,5789,0,0,1,0,0,6640
39,5016,5832,6103,0,391,0,0,1,0,0,8567
40,8300,2171,2270,0,4090,0,0,0,0,0,11392
41,2808,8661,9029,0,1684,0,0,0,0,0,229
42,6075,11910,12386,0,5512,0,0,0,0,0,554
43,3246,12072,12544,0,1928,0,0,1,0,0,2385
44,9902,7540,7852,0,5667,0,0,1,0,0,4590
45,5925,1789,1845,0,1062,0,0,0,0,0,16003
46,9732,10968,11489,0,4694,0,0,1,0,0,4481
47,7127,2111,2196,0,5960,0,0,1,0,0,10833
48,3750,5068,5324,0,4001,0,0,0,0,0,12675
49,7541,2867,3020,0,4740,0,0,0,0,0,14111
50,871,9082,9464,0,5960,0,0,1,0,0,14533
51,9468,11490,11980,0,2151,0,0,1,0,0,15218
52,3195,11942,12417,1,2639,0,0,0,0,0,17790
53,7216,5225,5479,1,5960,0,0,1,0,0,6323
54,1184,6096,6376,0,928,0,0,1,0,0,5853
55,10396,11223,11727,0,4380,0,0,0,0,0,4760
56,9928,558,546,0,5960,0,0,1,0,0,16893
57,2525,11875,12353,0,3418,0,0,0,0,0,3656
58,3346,9306,9685,0,3177,0,0,1,0,0,2465
59,2577,4325,4573,1,5960,0,0,1,0,0,7960
60,875,7295,7598,0,5416,0,0,0,0,0,1415
61,3092,8146,8485,1,701,0,0,1,0,0,2318
62,7513,10970,11485,0,5544,0,0,0,0,0,3583
63,1762,735,736,0,5960,0,0,1,0,0,7407
64,4984,4765,5004,0,5960,0,0,0,0,0,8537
65,5045,4889,5129,0,5960,0,0,0,0,0,8597
66,10379,12005,12478,1,2212,0,0,1,0,0,17566
67,2088,4769,5006,0,5960,0,0,0,0,0,7636
68,1031,10072,10519,0,1041,0,0,1,0,0,14548
69,1686,3269,3448,0,4398,0,0,0,0,0,5141
70,7454,1699,1754,0,3380,0,0,1,0,0,5243
71,4150,2226,2321,0,5960,0,0,1,0,0,8995
72,7031,2099,2183,0,3720,0,0,1,0,0,10733
73,3817,5594,5858,0,5960,0,0,1,0,0,8775
74,2942,415,412,0,1712,0,0,1,0,0,5261
75,6214,3648,3863,1,5749,0,0,1,0,0,10307
76,7237,8681,9050,0,5216,0,0,0,0,0,3406
77,590,4126,4482,0,4826,0,0,0,0,0,5495
78,3889,3237,3411,0,5960,0,0,1,0,0,8841
79,4936,5329,5581,1,2131,0,0,1,0,0,8507
80,10296,8796,9168,0,2555,0,0,0,0,0,4688
81,123,164,166,1,3584,0,0,1,0,0,14228
82,3092,8062,8404,1,701,0,0,1,0,0,2307
83,7496,9596,10006,1,5960,0,0,0,0,0,11037
84,9473,3647,3870,1,2452,0,0,1,0,0,17838
85,4648,2513,2644,0,5960,0,0,1,0,0,9682
86,4802,5548,5810,0,5960,0,0,1,0,0,9876
87,8888,11384,11882,0,4307,0,0,1,0,0,5328
88,1449,9775,10207,0,686,0,0,1,0,0,14752
89,7251,11895,12370,0,1804,0,0,0,0,0,657
90,1849,9686,10098,1,5960,0,0,0,0,0,7441
91,1355,699,691,0,5960,0,0,1,0,0,7159
92,9365,12150,12628,0,222,0,0,0,0,0,4403
93,3724,738,739,0,5960,0,0,1,0,0,8388
94,4294,2404,2517,0,5960,0,0,1,0,0,9185
95,7100,2119,2211,0,3724,0,0,1,0,0,10799
96,3328,8334,8675,0,5858,0,0,1,0,0,13609
97,932,7341,7644,0,970,0,0,0,0,0,39
98,5446,12096,12570,0,5361,0,0,0,0,0,2873
99,9732,11172,11696,0,4694,0,0,1,0,0,4498
100,1696,963,982,0,5960,0,0,1,0,0,7331
101,6793,4378,4614,0,4640,0,0,0,0,0,16495
102,1309,10494,10972,1,1086,0,0,1,0,0,14683
103,3712,4101,4326,0,5960,0,0,1,0,0,15919
104,5698,2797,2945,0,5960,0,0,1,0,0,16303
105,7465,1293,1326,1,5960,0,0,1,0,0,16875
106,3487,1930,1995,0,5022,0,0,0,0,0,353
107,3400,8524,8881,0,2294,0,0,0,0,0,2523
108,8024,7690,8006,0,914,0,0,0,0,0,3777
109,5884,6385,6673,1,4871,0,0,1,0,0,6663
110,5457,3078,3239,0,3884,0,0,1,0,0,13678
111,3229,9338,9724,0,1927,0,0,1,0,0,2378
112,8888,10764,11259,0,4307,0,0,1,0,0,5318
113,10301,6093,6374,0,2618,0,0,0,0,0,13879
114,1402,7843,8166,1,1276,0,0,1,0,0,7188
115,3589,788,787,0,5960,0,0,1,0,0,8327
116,5566,766,769,0,5960,0,0,1,0,0,10016
117,5974,1879,1941,0,3724,0,0,1,0,0,10289
118,10457,11961,12437,0,4989,0,0,0,0,0,4833
119,8103,5517,5801,1,5960,0,0,1,0,0,11287
120,5265,12314,12799,0,2808,0,0,1,0,0,13667
121,2130,5437,5690,0,5960,0,0,1,0,0,7689
122,5301,636,622,0,5960,0,0,1,0,0,9949
123,6677,3667,3874,1,5960,0,0,1,0,0,10510
124,6695,10064,10509,1,5960,0,0,0,0,0,10528
125,9662,4053,4278,0,5214,0,0,1,0,0,17408
126,6455,11451,11941,0,337,0,0,1,0,0,3198
127,6922,8156,8495,1,4670,0,0,1,0,0,6121
128,8134,5863,6136,1,4062,0,0,1,0,0,11300
129,10277,6759,7051,0,5768,0,0,0,0,0,5824
130,6457,7039,7339,0,5020,0,0,0,0,0,607
131,7859,9075,9462,0,5960,0,0,1,0,0,15107
132,4491,2558,2694,0,5960,0,0,1,0,0,9466
133,5212,2071,2157,0,3286,0,0,0,0,0,5145
134,8416,10949,11454,0,2441,0,0,0,0,0,6027
135,3198,2865,3078,0,5960,0,0,0,0,0,14332
136,3485,6583,6868,0,2454,0,0,0,0,0,343
137,2515,11036,11545,0,1449,0,0,1,0,0,14973
138,5925,1759,1817,0,1062,0,0,0,0,0,15999
139,10058,7471,7780,1,4650,0,0,0,0,0,16653
140,8269,9518,9916,1,5960,0,0,0,0,0,11370
141,8792,1962,2025,1,3719,0,0,1,0,0,11630
142,1309,10360,10829,1,1086,0,0,1,0,0,14678
143,2769,1351,1382,0,1792,0,0,0,0,0,212
144,364,5991,6266,1,5052,0,0,1,0,0,5165
145,903,12063,12534,0,108,0,0,0,1,1,17067
146,2179,3510,3702,0,5960,0,0,1,0,0,7754
147,7676,10269,10727,1,5960,0,0,0,0,0,11134
148,33,600,587,0,3575,0,0,1,0,0,13903
149,2692,7858,8180,0,4726,0,0,0,0,0,2077
150,1449,9050,9435,0,5960,0,0,1,0,0,14816
151,9414,303,299,1,1318,0,0,1,0,0,17732
152,4781,3743,3949,0,5960,0,0,1,0,0,9850
153,9911,2328,2444,0,5960,0,0,1,0,0,12086
154,9384,10472,10948,1,732,0,0,1,0,0,5090
155,6301,3581,3771,1,5960,0,0,1,0,0,10342
156,1787,381,377,0,20,0,0,0,0,0,14293
157,3033,11024,11537,0,2151,0,0,1,0,0,15061
158,10282,156,159,1,5960,0,0,1,0,0,17746
159,317,7817,8146,0,3986,0,0,0,0,0,1097
160,5181,10893,11400,0,2852,0,0,0,0,0,2804
161,5505,9087,9469,0,2605,0,0,0,0,0,2930
162,6645,2335,2448,0,3788,0,0,1,0,0,10491
163,7700,9431,9821,1,5960,0,0,0,0,0,11156
164,7522,5158,5413,0,4001,0,0,0,0,0,13149
165,8447,1662,1720,0,986,0,0,0,0,0,13254
166,7214,5103,5363,1,5960,0,0,1,0,0,6322
167,2953,8210,8544,1,786,0,0,1,0,0,13794
168,1282,10088,10540,0,864,0,0,1,0,0,14597
169,1448,11384,11881,0,687,0,0,1,0,0,14736
170,3012,11882,12358,0,1809,0,0,0,0,0,294
171,2808,8738,9110,1,1685,0,0,1,0,0,2097
172,9232,11329,11828,0,3271,0,0,0,0,0,4312
173,962,5540,5802,0,5960,0,0,1,0,0,6948
174,1409,2940,3099,0,5960,0,0,1,0,0,7196
175,2844,5256,5508,0,655,0,0,1,0,0,8093
176,4454,2459,2583,0,5960,0,0,1,0,0,9414
177,1031,12323,12808,0,1041,0,0,1,0,0,14568
178,2563,1990,2060,0,1479,0,0,1,0,0,15805
179,6438,550,540,0,3658,0,0,1,0,0,16732
180,1275,9756,10184,0,5699,0,0,1,0,0,1721
181,6216,7281,7579,0,2266,0,0,0,0,0,3164
182,6510,10125,10586,0,699,0,0,1,0,0,3213
183,237,9259,9640,0,5487,0,0,0,0,0,13084
184,7813,3032,3192,0,4039,0,0,0,0,0,13158
185,9963,1794,1854,0,3918,0,0,0,0,0,13390
186,9363,12074,12546,0,3421,0,0,0,0,0,975
187,5697,8644,9021,0,1677,0,0,0,0,0,3012
188,7525,2521,2656,0,3918,0,0,0,0,0,13145
189,5825,4292,4521,1,5720,0,0,0,0,0,17800
190,5940,9079,9460,0,5713,0,0,0,0,0,519
191,652,1172,1205,1,3456,0,0,1,0,0,17759
192,3343,9364,9750,0,1167,0,0,1,0,0,2451
193,934,11783,12268,0,4973,0,0,0,0,0,1583
194,3397,12139,12619,0,1927,0,0,1,0,0,2517
195,6125,11468,11972,0,4134,0,0,1,0,0,3125
196,3709,6497,6783,1,1889,0,0,1,0,0,13641
197,5851,1461,1503,0,2121,0,0,1,0,0,13697
198,8397,2998,3159,0,2612,0,0,0,0,0,804
199,7872,838,839,0,5960,0,0,1,0,0,11182
200,1300,1880,1942,0,3722,0,0,1,0,0,7122
201,307,1527,1579,0,974,0,0,0,0,0,13235
202,1282,12332,12818,0,864,0,0,1,0,0,14584
203,5448,4607,4845,0,2335,0,0,1,0,0,17238
204,3087,10104,10564,0,5898,0,0,1,0,0,2269
205,792,4714,4960,0,3987,0,0,1,0,0,12472
206,302,1419,1457,0,3954,0,0,0,0,0,13107
207,631,606,594,0,5960,0,0,1,0,0,10113
208,7925,7442,7747,1,1276,0,0,1,0,0,11205
209,2599,973,997,0,5960,0,0,1,0,0,7974
210,6770,9695,10108,1,5960,0,0,0,0,0,10609
211,5043,5838,6108,0,379,0,0,1,0,0,8595
212,7672,949,965,0,5960,0,0,1,0,0,11131
213,799,4598,4836,0,848,0,0,1,0,0,15680
214,646,10873,11374,0,5528,0,0,0,0,0,1416
215,8849,12248,12731,1,2936,0,0,1,0,0,6036
216,421,11174,11690,0,4421,0,0,1,0,0,1171
217,1155,7885,8214,1,2153,0,0,1,0,0,7054
218,9524,6106,6386,0,5960,0,0,1,0,0,11877
219,3241,12067,12539,0,1925,0,0,1,0,0,2376
220,8413,12160,12638,0,2215,0,0,0,0,0,3873
221,871,9048,9433,0,5960,0,0,1,0,0,14529
222,9195,5743,6007,0,5491,0,0,0,0,0,5902
223,6179,11564,12063,0,359,0,0,0,0,0,5977
224,2187,4906,5145,0,5960,0,0,0,0,0,7766
225,4653,5652,5918,0,5960,0,0,1,0,0,9689
226,6278,1949,2016,0,3805,0,0,1,0,0,10324
227,1947,3982,4199,0,5960,0,0,1,0,0,7822
228,2780,6941,7234,1,5960,0,0,1,0,0,8149
229,4127,3375,3551,0,5960,0,0,1,0,0,8965
230,4830,4022,4247,0,5960,0,0,1,0,0,9918
231,10171,10225,10682,1,5960,0,0,0,0,0,12247
232,8074,10364,10832,0,4378,0,0,0,0,0,762
233,3597,10224,10683,0,5120,0,0,0,0,0,2660
234,5786,11769,12254,0,1557,0,0,0,0,0,2967
235,3271,8863,9245,1,1242,0,0,1,0,0,2405
236,8996,12644,13136,1,1251,0,0,1,0,0,4134
237,1303,5237,5489,0,5741,0,0,0,0,0,5856
238,9332,11985,12460,0,5031,0,0,0,0,0,4370
239,4306,2301,2404,0,5960,0,0,1,0,0,9201
240,4418,3472,3656,0,5960,0,0,1,0,0,9361
241,4658,4110,4336,0,5960,0,0,1,0,0,9695
242,4696,2307,2408,0,5960,0,0,1,0,0,9744
243,5620,6995,7292,1,5960,0,0,1,0,0,10099
244,7427,2079,2160,0,5960,0,0,1,0,0,10994
245,6719,906,915,0,5960,0,0,1,0,0,10550
246,5858,3103,3274,0,491,0,0,1,0,0,15085
247,2039,5761,6030,0,5960,0,0,1,0,0,7566
248,2045,4723,4961,0,5960,0,0,0,0,0,7574
249,4510,3391,3567,0,5960,0,0,1,0,0,9488
250,7874,6243,6525,1,2532,0,0,1,0,0,17326
251,8856,1399,1437,0,3960,0,0,0,0,0,12857
252,5534,8672,9040,0,4855,0,0,0,0,0,17260
253,7513,11375,11878,0,5544,0,0,0,0,0,3612
254,523,8641,9005,1,4930,0,0,1,0,0,6228
255,3753,1855,1920,0,5960,0,0,0,0,0,12679
256,7576,3898,4119,0,5960,0,0,0,0,0,17031
257,7846,9886,10343,0,1562,0,0,0,0,0,3729
258,8996,12693,13184,1,1251,0,0,1,0,0,4174
259,9280,12602,13092,0,5551,0,0,0,0,0,4340
260,6358,2837,2988,0,5330,0,0,0,0,0,10383
261,7532,4040,4265,1,5960,0,0,1,0,0,11057
262,2487,12425,12909,0,5189,0,0,1,0,0,14865
263,1448,9441,9834,0,687,0,0,1,0,0,14740
264,1137,9923,10372,1,5960,0,0,0,0,0,7037
265,6877,3579,3770,1,910,0,0,1,0,0,10889
266,1329,11316,11819,0,3222,0,0,0,0,0,1757
267,1661,7604,7914,1,2153,0,0,1,0,0,7297
268,3989,3519,3705,0,5960,0,0,1,0,0,9328
269,7481,5519,5783,1,3388,0,0,1,0,0,11027
270,8542,4035,4259,0,5960,0,0,1,0,0,11451
271,8049,6345,6631,0,3892,0,0,1,0,0,6137
272,5884,6410,6697,1,4871,0,0,1,0,0,6666
273,4720,2444,2568,0,5960,0,0,1,0,0,9778
274,5808,8291,8629,0,4375,0,0,0,0,0,448
275,2386,8043,8379,1,5000,0,0,1,0,0,6534
276,5739,7741,8058,1,2153,0,0,1,0,0,10150
277,8031,4479,4724,0,2576,0,0,1,0,0,5711
278,6153,6173,6453,0,823,0,0,1,0,0,6116
279,205,8128,8467,0,5361,0,0,0,0,0,13021
280,870,11725,12213,0,2897,0,0,1,0,0,14423
281,9467,12508,12999,0,863,0,0,1,0,0,15169
282,2402,3292,3467,0,4976,0,0,0,0,0,165
283,372,6580,6865,0,2143,0,0,1,0,0,6192
284,8141,2428,2549,0,5960,0,0,0,0,0,13201
285,2631,7778,8094,0,743,0,0,0,0,0,2060
286,8069,2830,2980,0,4792,0,0,0,0,0,14140
287,9822,8363,8708,0,4760,0,0,0,0,0,14258
288,7160,7466,7774,1,1276,0,0,1,0,0,10870
289,1213,4518,4834,1,5960,0,0,1,0,0,16820
290,2398,3329,3502,0,2019,0,0,0,0,0,125
291,3583,8724,9092,0,5573,0,0,0,0,0,2630
292,4195,2436,2558,0,5960,0,0,1,0,0,9055
293,871,9126,9507,0,5960,0,0,1,0,0,14536
294,7108,7607,7916,1,2153,0,0,1,0,0,10809
295,3928,2468,2594,0,3746,0,0,1,0,0,11143
296,3216,5048,5307,0,3310,0,0,0,0,0,12617
297,3260,2129,2217,0,2145,0,0,1,0,0,15928
298,3092,7969,8310,1,701,0,0,1,0,0,2298
299,5226,9908,10355,0,3415,0,0,1,0,0,2810
300,7363,5096,5353,0,3989,0,0,1,0,0,13126
301,6952,4169,4396,1,5960,0,0,1,0,0,6320
302,5274,5648,5915,0,5960,0,0,1,0,0,9524
303,3475,11487,11975,0,5120,0,0,0,0,0,2580
304,8575,12368,12853,0,1925,0,0,1,0,0,3956
305,9869,7062,7363,1,3319,0,0,1,0,0,6152
306,3325,8236,8571,0,2103,0,0,1,0,0,13602
307,993,10797,11299,0,4448,0,0,0,0,0,1598
308,182,8252,8587,0,5268,0,0,0,0,0,12992
309,10210,9414,9804,1,5191,0,0,1,0,0,6793
310,9208,8046,8383,1,5960,0,0,1,0,0,11753
311,6110,1283,1317,0,4001,0,0,0,0,0,12789
312,171,12372,12856,0,1431,0,0,0,0,0,12961
313,6045,9150,9528,1,1314,0,0,1,0,0,5986
314,7272,1489,1532,1,5960,0,0,1,0,0,16319
315,7718,10019,10464,0,2478,0,0,1,0,0,3686
316,456,9175,9555,0,1701,0,0,0,0,0,19
317,1826,7590,7902,0,954,0,0,0,0,0,111
318,3493,11139,11649,0,2046,0,0,1,0,0,2598
319,6894,804,806,0,5960,0,0,1,0,0,10653
320,8883,969,992,0,5960,0,0,1,0,0,11679
321,9576,2157,2250,0,3747,0,0,1,0,0,11960
322,1227,8250,8584,0,4925,0,0,0,0,0,1665
323,10483,3733,3943,0,639,0,0,0,0,0,6808
324,8912,2493,2621,0,5986,0,0,1,0,0,16169
325,6252,7729,8046,0,1348,0,0,0,0,0,17663
326,5973,3383,3560,1,5960,0,0,1,0,0,10288
327,2953,8601,8966,1,786,0,0,1,0,0,13805
328,2105,4836,5075,0,5960,0,0,0,0,0,7658
329,7432,7758,8075,1,2153,0,0,1,0,0,10998
330,7091,12229,12706,0,5960,0,0,1,0,1,14311
331,1448,9790,10223,0,687,0,0,1,0,0,14753
332,5350,4947,5189,0,2221,0,0,1,0,0,15954
333,7861,109,111,0,897,0,0,0,0,0,14388
334,456,11785,12271,0,1701,0,0,0,0,0,10
335,7422,10778,11272,0,4251,0,0,0,0,0,3508
336,7137,725,724,0,5960,0,0,1,0,0,10840
337,10045,11361,11858,0,2725,0,0,0,0,0,4602
338,3487,1530,1578,0,5022,0,0,0,0,0,352
339,9819,5139,5393,0,4907,0,0,0,0,0,17517
340,10457,10700,11191,0,4990,0,0,0,0,0,4855
341,7513,10923,11432,0,5544,0,0,0,0,0,3579
342,849,262,263,0,4219,0,0,0,0,0,14323
343,3351,5113,5370,0,1737,0,0,0,0,0,5582
344,1843,10824,11327,0,360,0,0,0,0,0,5936
345,2727,10271,10730,0,3075,0,0,1,0,0,14296
346,2078,5602,5872,0,372,0,0,1,0,0,7624
347,3723,3738,3946,1,5960,0,0,1,0,0,8387
348,421,11012,11528,0,4421,0,0,1,0,0,1158
349,1211,8092,8430,0,2494,0,0,0,0,0,1652
350,847,4756,4993,0,887,0,0,1,0,0,15690
351,1848,12107,12583,0,3863,0,0,0,0,0,16482
352,3451,834,836,0,5960,0,0,1,0,0,8289
353,3624,5343,5593,0,5960,0,0,1,0,0,8348
354,9852,9983,10430,1,5960,0,0,0,0,0,12050
355,7292,10374,10844,0,2489,0,0,0,0,0,17311
356,395,8593,8964,0,5242,0,0,0,0,0,1112
357,5195,580,568,0,1056,0,0,1,0,0,14024
358,1657,2115,2212,0,4620,0,0,1,0,0,15719
359,10213,1338,1372,0,5960,0,0,1,0,0,16377
360,1385,947,960,0,5960,0,0,1,0,0,7178
361,9904,6802,7092,1,5960,0,0,1,0,0,12082
362,10137,2614,2757,0,3717,0,0,1,0,0,12227
363,2173,4903,5141,0,5960,0,0,0,0,0,7456
364,1356,9983,10438,1,4972,0,0,0,0,0,1797
365,7513,10869,11379,0,5544,0,0,0,0,0,3575
366,3785,6302,6584,0,2601,0,0,0,0,0,5607
367,6122,11445,11944,0,2156,0,0,1,0,0,3122
368,10286,10602,11090,1,1244,0,0,1,0,0,4683
369,3269,7054,7356,1,5960,0,0,1,0,0,5208
370,5154,4907,5146,0,5960,0,0,0,0,0,8713
371,2935,11477,11967,0,78,0,0,0,1,1,5341
372,3688,6125,6402,0,2075,0,0,0,0,0,14012
373,205,12090,12561,0,5361,0,0,0,1,1,13431
374,206,12096,12570,0,5361,0,0,0,1,1,13431
375,3706,8359,8705,0,5268,0,0,0,0,0,2717
376,6651,10745,11237,0,5119,0,0,0,0,0,3287
377,10458,9642,10065,0,4987,0,0,0,0,0,4907
378,7878,5296,5545,1,5960,0,0,1,0,0,11185
379,10293,7891,8220,1,2153,0,0,1,0,0,12316
380,9937,5079,5336,0,4020,0,0,0,0,0,13415
381,5525,2597,2740,0,603,0,0,0,0,0,17245
382,6788,11447,11939,1,3006,0,0,0,0,0,17293
383,7666,10720,11213,0,761,0,0,0,0,0,732
384,3011,7370,7672,0,4612,0,0,1,0,0,2190
385,2188,3632,3831,0,5960,0,0,1,0,0,7768
386,9447,4547,4789,0,4611,0,0,0,0,0,13486
387,4218,3843,4061,0,5960,0,0,1,0,0,9085
388,6495,3468,3650,1,5960,0,0,1,0,0,10420
389,9038,1738,1795,0,3910,0,0,0,0,0,13318
390,5082,4853,5092,0,5960,0,0,0,0,0,8637
391,6388,1223,1260,0,5960,0,0,1,0,0,12900
392,4972,3188,3361,0,4452,0,0,0,0,0,14021
393,8977,11770,12255,0,5794,0,0,0,0,0,5393
394,3475,7920,8253,0,4515,0,0,0,0,0,2583
395,1550,12161,12640,1,3851,0,0,1,0,0,6520
396,9038,1741,1797,0,3910,0,0,0,0,0,13310
397,7251,11061,11569,0,1804,0,0,0,0,0,650
398,870,12198,12679,0,2898,0,0,1,0,0,14456
399,6642,8574,8935,0,3327,0,0,0,0,0,3284
400,8567,9263,9645,0,1927,0,0,1,0,0,3948
401,8701,11422,11911,0,5120,0,0,0,0,0,4016
402,5405,9117,9501,0,927,0,0,0,0,0,2855
403,8153,11045,11551,0,1621,0,0,0,0,0,3831
404,816,3929,4149,1,5446,0,0,1,0,0,17083
405,2275,4605,4843,1,1784,0,0,0,0,0,17779
406,2843,8540,8900,0,5960,0,0,1,0,0,8088
407,7033,5476,5733,1,5960,0,0,1,0,0,10734
408,9352,1816,1875,0,2258,0,0,0,0,0,648
409,8719,8887,9263,1,5453,0,0,1,0,0,15133
410,1956,3500,3688,0,5960,0,0,1,0,0,7463
411,8701,8443,8784,0,2789,0,0,0,0,0,3981
412,5325,6487,6774,0,5960,0,0,0,0,0,13458
413,3633,1469,1522,1,4986,0,0,1,0,0,14006
414,6693,8560,8923,0,1050,0,0,0,0,0,3302
415,1657,2136,2246,0,4620,0,0,1,0,0,15720
416,10213,1356,1390,0,5960,0,0,1,0,0,16378
417,6442,4512,4755,0,5791,0,0,1,0,0,16736
418,7756,7163,7460,0,4341,0,0,0,0,0,5695
419,7599,6931,7225,0,3416,0,0,0,0,0,702
420,224,8976,9362,0,5369,0,0,0,0,0,13052
421,1160,1148,1182,0,5300,0,0,1,0,0,15456
422,2244,11480,11971,0,4964,0,0,0,0,0,17140
423,3352,6381,6669,1,2479,0,0,1,0,0,6624
424,1031,10183,10640,0,1041,0,0,1,0,0,14550
425,3182,11551,12043,1,2938,0,0,1,0,0,5953
426,3652,3949,4167,1,5960,0,0,1,0,0,8371
427,5650,5694,5960,0,657,0,0,1,0,0,10054
428,2541,7162,7459,0,1772,0,0,0,0,0,183
429,7904,8998,9385,0,3815,0,0,0,0,0,766
430,753,8510,8868,0,5569,0,0,0,0,0,1353
431,5911,12131,12612,0,4125,0,0,0,0,0,3026
432,674,12079,12768,1,153,0,0,1,1,1,5238
433,2740,7983,8315,1,2153,0,0,1,0,0,8024
434,5924,7721,8049,0,4619,0,0,0,0,0,3053
435,1521,6875,7164,1,1095,0,0,1,0,0,5198
436,5066,4736,4974,0,5960,0,0,0,0,0,8620
437,4282,3616,3812,0,5960,0,0,1,0,0,9163
438,10242,10217,10674,1,5960,0,0,0,0,0,12279
439,870,12102,12575,0,2898,0,0,1,0,0,14448
440,613,8055,8394,1,4853,0,0,0,0,0,17074
441,687,10209,10707,1,4414,0,0,1,0,0,5174
442,1675,7326,7626,1,3365,0,0,1,0,0,1870
443,4951,8876,9253,0,3375,0,0,0,0,0,3451
444,9221,11592,12083,0,5852,0,0,0,0,0,4306
445,4851,2367,2478,0,3728,0,0,1,0,0,8428
446,4567,2279,2377,0,5960,0,0,1,0,0,9566
447,5853,6861,7151,1,771,0,0,0,0,0,17662
448,5721,934,948,0,5960,0,0,1,0,0,10133
449,4969,7216,7516,0,2150,0,0,0,0,0,2787
450,9570,11130,11642,0,5014,0,0,0,0,0,4436
451,1184,12170,12650,1,2320,0,0,1,0,0,5854
452,9855,1637,1693,0,3916,0,0,0,0,0,13388
453,871,9229,9607,0,5960,0,0,1,0,0,14542
454,1309,10400,10869,1,1086,0,0,1,0,0,14680
455,5703,1334,1366,1,5960,0,0,1,0,0,16300
456,6489,8355,8698,0,5240,0,0,0,0,0,3206
457,9136,10114,10575,1,5960,0,0,0,0,0,11732
458,9464,5339,5588,0,5960,0,0,1,0,0,11809
459,10036,999,1026,0,5960,0,0,1,0,0,12157
460,1537,9706,10123,0,5124,0,0,1,0,0,1838
461,2628,7551,7861,0,2439,0,0,0,0,0,2059
462,9290,11286,11785,0,1038,0,0,0,0,0,4344
463,3704,8975,9362,0,5268,0,0,0,0,0,2715
464,2616,5971,6247,0,5429,0,0,0,0,0,17023
465,1819,7665,7990,1,1242,0,0,1,0,0,1918
466,562,12212,12691,0,152,0,0,0,1,1,5909
467,7207,1316,1348,0,3488,0,0,1,0,0,14100
468,2875,8351,8693,0,706,0,0,0,0,0,2112
469,5749,12569,13059,1,1250,0,0,1,0,0,2944
470,7513,11494,11990,0,5544,0,0,0,0,0,3620
471,3088,9336,9720,0,1209,0,0,1,0,0,2273
472,9874,9112,9493,0,1332,0,0,0,0,0,4554
473,2487,12117,12595,0,5189,0,0,1,0,0,14933
474,5088,5885,6162,0,526,0,0,1,0,0,8643
475,2541,5105,5361,0,1772,0,0,0,0,0,182
476,6240,9794,10225,0,4575,0,0,0,0,0,3170
477,9332,8739,9112,0,5029,0,0,0,0,0,4375
478,3610,868,877,0,5960,0,0,1,0,0,8335
479,4314,3650,3849,0,5960,0,0,1,0,0,9212
480,6350,10265,10724,1,5960,0,0,0,0,0,10377
481,8281,1020,1047,0,5960,0,0,1,0,0,11381
482,8409,10642,11129,1,4632,0,0,0,0,0,16609
483,724,9005,9391,0,920,0,0,0,0,0,5357
484,8713,2954,3116,0,737,0,0,0,0,0,16628
485,1648,8733,9105,0,5657,0,0,0,0,0,1864
486,10308,10501,10980,0,1927,0,0,1,0,0,4704
487,8702,3674,3881,1,5960,0,0,1,0,0,11597
