row_id,name,startdate,enddate,location,description,eventattendancemode,eventstatus,image,offers,page_url
340,118,101,92,1,120,0,0,0,0,430
341,24,89,86,0,69,0,0,0,0,430
342,167,114,104,1,152,0,0,0,0,430
343,19,118,108,1,174,0,0,0,0,688
344,110,111,101,0,139,0,0,0,0,688
345,97,112,102,0,73,0,0,0,0,688
346,127,125,115,0,166,0,0,0,0,688
347,114,115,105,0,163,0,0,0,0,688
348,27,127,117,0,44,0,0,0,0,688
349,16,126,116,0,168,0,0,0,0,688
350,167,114,104,1,152,0,0,0,0,688
351,54,121,111,1,158,0,0,0,0,688
352,111,111,101,0,140,0,0,0,0,688
353,50,124,114,0,165,0,0,0,0,688
354,36,119,109,0,154,0,0,0,0,688
355,80,109,102,0,68,0,0,0,0,688
356,97,110,102,0,73,0,0,0,0,688
357,115,117,107,0,172,0,0,0,0,688
358,79,113,103,0,144,0,0,0,0,688
359,97,109,102,0,73,0,0,0,0,688
360,34,122,112,0,160,0,0,0,0,688
361,58,110,100,1,137,0,0,0,0,688
362,80,108,102,0,68,0,0,0,0,688
363,31,117,107,0,173,0,0,0,0,688
364,74,118,108,0,176,0,0,0,0,688
365,97,108,102,0,73,0,0,0,0,688
366,80,112,102,0,68,0,0,0,0,688
367,123,121,111,1,159,0,0,0,0,688
368,88,113,103,0,145,0,0,0,0,688
369,80,111,102,0,68,0,0,0,0,688
370,44,123,113,0,161,0,0,0,0,688
371,140,111,101,1,138,0,0,0,0,688
372,6,109,99,0,135,0,0,0,0,688
373,121,117,107,0,171,0,0,0,0,688
374,97,111,102,0,73,0,0,0,0,688
375,52,112,102,0,141,0,0,0,0,688
376,159,118,108,1,175,0,0,0,0,688
377,60,119,109,0,153,0,0,0,0,688
378,126,110,100,0,136,0,0,0,0,688
379,80,110,102,0,68,0,0,0,0,688
380,16,126,116,0,168,0,0,0,0,529
381,111,111,101,0,140,0,0,0,0,529
382,50,124,114,0,165,0,0,0,0,529
383,97,108,102,0,73,0,0,0,0,529
384,110,111,101,0,139,0,0,0,0,529
385,58,110,100,1,137,0,0,0,0,529
386,60,119,109,0,153,0,0,0,0,529
387,114,115,105,0,163,0,0,0,0,529
388,80,112,102,0,68,0,0,0,0,529
389,79,113,103,0,144,0,0,0,0,529
390,97,109,102,0,73,0,0,0,0,529
391,44,123,113,0,161,0,0,0,0,529
392,31,117,107,0,173,0,0,0,0,529
393,97,112,102,0,73,0,0,0,0,529
394,74,118,108,0,176,0,0,0,0,529
395,126,110,100,0,136,0,0,0,0,529
396,97,110,102,0,73,0,0,0,0,529
397,36,119,109,0,154,0,0,0,0,529
398,127,125,115,0,166,0,0,0,0,529
399,6,109,99,0,135,0,0,0,0,529
400,88,113,103,0,145,0,0,0,0,529
401,159,118,108,1,175,0,0,0,0,529
402,27,127,117,0,44,0,0,0,0,529
403,52,112,102,0,141,0,0,0,0,529
404,140,111,101,1,138,0,0,0,0,529
405,121,117,107,0,171,0,0,0,0,529
406,115,117,107,0,172,0,0,0,0,529
407,167,114,104,1,152,0,0,0,0,529
408,97,111,102,0,73,0,0,0,0,529
409,80,111,102,0,68,0,0,0,0,529
410,19,118,108,1,174,0,0,0,0,529
411,80,109,102,0,68,0,0,0,0,529
412,54,121,111,1,158,0,0,0,0,529
413,123,121,111,1,159,0,0,0,0,529
414,80,108,102,0,68,0,0,0,0,529
415,34,122,112,0,160,0,0,0,0,529
416,80,110,102,0,68,0,0,0,0,529
417,167,114,104,1,152,0,0,0,0,925
418,137,81,80,1,88,0,0,0,0,925
419,31,117,107,0,173,0,0,0,0,925
420,115,117,107,0,172,0,0,0,0,925
421,123,121,111,1,159,0,0,0,0,925
422,58,110,100,1,137,0,0,0,0,925
423,6,109,99,0,135,0,0,0,0,925
424,97,108,102,0,73,0,0,0,0,925
425,80,112,102,0,68,0,0,0,0,925
426,44,123,113,0,161,0,0,0,0,925
427,110,111,101,0,139,0,0,0,0,925
428,80,109,102,0,68,0,0,0,0,925
429,97,109,102,0,73,0,0,0,0,925
430,140,111,101,1,138,0,0,0,0,925
431,88,113,103,0,145,0,0,0,0,925
432,16,126,116,0,168,0,0,0,0,925
433,80,108,102,0,68,0,0,0,0,925
434,36,119,109,0,154,0,0,0,0,925
435,97,110,102,0,73,0,0,0,0,925
436,19,118,108,1,174,0,0,0,0,925
437,126,110,100,0,136,0,0,0,0,925
438,114,115,105,0,163,0,0,0,0,925
439,97,112,102,0,73,0,0,0,0,925
440,74,118,108,0,176,0,0,0,0,925
441,80,110,102,0,68,0,0,0,0,925
442,127,125,115,0,166,0,0,0,0,925
443,80,111,102,0,68,0,0,0,0,925
444,159,118,108,1,175,0,0,0,0,925
445,34,122,112,0,160,0,0,0,0,925
446,60,119,109,0,153,0,0,0,0,925
447,79,113,103,0,144,0,0,0,0,925
448,52,112,102,0,141,0,0,0,0,925
449,27,127,117,0,44,0,0,0,0,925
450,50,124,114,0,165,0,0,0,0,925
451,111,111,101,0,140,0,0,0,0,925
452,54,121,111,1,158,0,0,0,0,925
453,97,111,102,0,73,0,0,0,0,925
454,121,117,107,0,171,0,0,0,0,925
455,24,88,86,0,69,0,0,0,0,256
456,55,96,91,1,33,0,0,0,0,256
457,55,100,91,1,33,0,0,0,0,256
458,107,104,95,0,125,0,0,0,0,256
459,0,92,87,0,122,0,0,0,0,256
460,24,87,86,0,69,0,0,0,0,256
461,65,107,98,1,132,0,0,0,0,256
462,118,101,92,1,120,0,0,0,0,256
463,24,90,86,0,69,0,0,0,0,256
464,79,113,103,0,144,0,0,0,0,256
465,88,113,103,0,145,0,0,0,0,256
466,107,103,95,0,125,0,0,0,0,256
467,58,110,100,1,137,0,0,0,0,256
468,55,98,91,1,33,0,0,0,0,256
469,3,100,91,0,116,0,0,0,0,256
470,55,97,91,1,33,0,0,0,0,256
471,55,99,91,1,33,0,0,0,0,256
472,167,114,104,1,152,0,0,0,0,256
473,24,89,86,0,69,0,0,0,0,256
474,155,93,88,1,143,0,0,0,0,256
475,97,111,102,0,73,0,0,0,0,530
476,31,117,107,0,173,0,0,0,0,530
477,80,109,102,0,68,0,0,0,0,530
478,54,121,111,1,158,0,0,0,0,530
479,80,111,102,0,68,0,0,0,0,530
480,27,127,117,0,44,0,0,0,0,530
481,110,111,101,0,139,0,0,0,0,530
482,60,119,109,0,153,0,0,0,0,530
483,52,112,102,0,141,0,0,0,0,530
484,167,114,104,1,152,0,0,0,0,530
485,97,112,102,0,73,0,0,0,0,530
486,6,109,99,0,135,0,0,0,0,530
487,19,118,108,1,174,0,0,0,0,530
488,74,118,108,0,176,0,0,0,0,530
489,16,126,116,0,168,0,0,0,0,530
490,126,110,100,0,136,0,0,0,0,530
491,123,121,111,1,159,0,0,0,0,530
492,79,113,103,0,144,0,0,0,0,530
493,44,123,113,0,161,0,0,0,0,530
494,114,115,105,0,163,0,0,0,0,530
495,127,125,115,0,166,0,0,0,0,530
496,111,111,101,0,140,0,0,0,0,530
497,80,112,102,0,68,0,0,0,0,530
498,97,108,102,0,73,0,0,0,0,530
499,121,117,107,0,171,0,0,0,0,530
500,58,110,100,1,137,0,0,0,0,530
501,140,111,101,1,138,0,0,0,0,530
502,80,108,102,0,68,0,0,0,0,530
503,88,113,103,0,145,0,0,0,0,530
504,159,118,108,1,175,0,0,0,0,530
505,97,109,102,0,73,0,0,0,0,530
506,50,124,114,0,165,0,0,0,0,530
507,34,122,112,0,160,0,0,0,0,530
508,80,110,102,0,68,0,0,0,0,530
509,36,119,109,0,154,0,0,0,0,530
510,97,110,102,0,73,0,0,0,0,530
511,115,117,107,0,172,0,0,0,0,530
512,88,113,103,0,145,0,0,0,0,898
513,155,93,88,1,143,0,0,0,0,898
514,107,104,95,0,125,0,0,0,0,898
515,3,100,91,0,116,0,0,0,0,898
516,55,99,91,1,33,0,0,0,0,898
517,167,114,104,1,152,0,0,0,0,898
518,118,101,92,1,120,0,0,0,0,898
519,24,88,86,0,69,0,0,0,0,898
520,24,87,86,0,69,0,0,0,0,898
521,55,97,91,1,33,0,0,0,0,898
522,24,89,86,0,69,0,0,0,0,898
523,24,90,86,0,69,0,0,0,0,898
524,55,100,91,1,33,0,0,0,0,898
525,107,103,95,0,125,0,0,0,0,898
526,58,110,100,1,137,0,0,0,0,898
527,55,96,91,1,33,0,0,0,0,898
528,65,107,98,1,132,0,0,0,0,898
529,0,92,87,0,122,0,0,0,0,898
530,79,113,103,0,144,0,0,0,0,898
531,55,98,91,1,33,0,0,0,0,898
532,118,101,92,1,120,0,0,0,0,223
533,24,89,86,0,69,0,0,0,0,223
534,3,100,91,0,116,0,0,0,0,223
535,24,87,86,0,69,0,0,0,0,223
536,88,113,103,0,145,0,0,0,0,223
537,55,99,91,1,33,0,0,0,0,223
538,55,100,91,1,33,0,0,0,0,223
539,24,88,86,0,69,0,0,0,0,223
540,55,97,91,1,33,0,0,0,0,223
541,155,93,88,1,143,0,0,0,0,223
542,0,92,87,0,122,0,0,0,0,223
543,79,113,103,0,144,0,0,0,0,223
544,24,90,86,0,69,0,0,0,0,223
545,107,104,95,0,125,0,0,0,0,223
546,107,103,95,0,125,0,0,0,0,223
547,167,114,104,1,152,0,0,0,0,223
548,55,96,91,1,33,0,0,0,0,223
549,65,107,98,1,132,0,0,0,0,223
550,58,110,100,1,137,0,0,0,0,223
551,55,98,91,1,33,0,0,0,0,223
552,0,92,87,0,122,0,0,0,0,890
553,65,107,98,1,132,0,0,0,0,890
554,107,104,95,0,125,0,0,0,0,890
555,58,110,100,1,137,0,0,0,0,890
556,24,87,86,0,69,0,0,0,0,890
557,167,114,104,1,152,0,0,0,0,890
558,118,101,92,1,120,0,0,0,0,890
559,55,100,91,1,33,0,0,0,0,890
560,24,88,86,0,69,0,0,0,0,890
561,55,96,91,1,33,0,0,0,0,890
562,107,103,95,0,125,0,0,0,0,890
563,155,93,88,1,143,0,0,0,0,890
564,3,100,91,0,116,0,0,0,0,890
565,55,98,91,1,33,0,0,0,0,890
566,55,97,91,1,33,0,0,0,0,890
567,88,113,103,0,145,0,0,0,0,890
568,55,99,91,1,33,0,0,0,0,890
569,24,89,86,0,69,0,0,0,0,890
570,24,90,86,0,69,0,0,0,0,890
571,79,113,103,0,144,0,0,0,0,890
572,79,113,103,0,144,0,0,0,0,1131
573,55,100,91,1,33,0,0,0,0,1131
574,55,98,91,1,33,0,0,0,0,1131
575,24,88,86,0,69,0,0,0,0,1131
576,88,113,103,0,145,0,0,0,0,1131
577,24,90,86,0,69,0,0,0,0,1131
578,55,96,91,1,33,0,0,0,0,1131
579,118,101,92,1,120,0,0,0,0,1131
580,0,92,87,0,122,0,0,0,0,1131
581,55,97,91,1,33,0,0,0,0,1131
582,107,103,95,0,125,0,0,0,0,1131
583,3,100,91,0,116,0,0,0,0,1131
584,24,89,86,0,69,0,0,0,0,1131
585,107,104,95,0,125,0,0,0,0,1131
586,55,99,91,1,33,0,0,0,0,1131
587,24,87,86,0,69,0,0,0,0,1131
588,155,93,88,1,143,0,0,0,0,1131
589,167,114,104,1,152,0,0,0,0,1131
590,65,107,98,1,132,0,0,0,0,1131
591,88,113,103,0,145,0,0,1,0,648
592,140,111,101,1,138,0,0,1,0,648
593,80,108,102,0,68,0,0,1,0,648
594,123,121,111,1,159,0,0,1,0,648
595,80,109,102,0,68,0,0,1,0,648
596,52,112,102,0,141,0,0,1,0,648
597,60,119,109,0,153,0,0,1,0,648
598,31,117,107,0,173,0,0,1,0,648
599,34,122,112,0,160,0,0,1,0,648
600,121,117,107,0,171,0,0,1,0,648
601,97,112,102,0,73,0,0,1,0,648
602,58,110,100,1,137,0,0,1,0,648
603,97,110,102,0,73,0,0,1,0,648
604,19,118,108,1,174,0,0,1,0,648
605,79,113,103,0,144,0,0,1,0,648
606,97,109,102,0,73,0,0,1,0,648
607,111,111,101,0,140,0,0,1,0,648
608,97,111,102,0,73,0,0,1,0,648
609,127,125,115,0,166,0,0,1,0,648
610,115,117,107,0,172,0,0,1,0,648
611,80,110,102,0,68,0,0,1,0,648
612,16,126,116,0,168,0,0,1,0,648
613,44,123,113,0,161,0,0,1,0,648
614,54,121,111,1,158,0,0,1,0,648
615,6,109,99,0,135,0,0,1,0,648
616,97,108,102,0,73,0,0,1,0,648
617,36,119,109,0,154,0,0,1,0,648
618,50,124,114,0,165,0,0,1,0,648
619,159,118,108,1,175,0,0,1,0,648
620,126,110,100,0,136,0,0,1,0,648
621,114,115,105,0,163,0,0,1,0,648
622,167,114,104,1,152,0,0,1,0,648
623,74,118,108,0,176,0,0,1,0,648
624,80,111,102,0,68,0,0,1,0,648
625,110,111,101,0,139,0,0,1,0,648
