row_id,name,startdate,enddate,location,description,eventattendancemode,eventstatus,organizer,performer,duration,about,aggregaterating,page_url
0,2317,4928,6359,0,567,0,0,0,10179,53,567,0,6668
1,3094,5038,6500,0,9850,0,0,0,4448,7,9850,0,7073
2,9496,7950,10267,0,8436,0,0,0,4632,60,8436,0,7591
3,11144,9373,12330,0,3800,0,0,0,9084,24,3800,0,10085
4,11754,4883,6303,0,11485,0,0,0,11166,11,11485,0,11015
5,7235,4557,5756,0,8195,0,0,0,4274,26,8195,0,5909
6,8454,1940,2202,0,5139,0,0,0,8419,17,5139,0,6916
7,59,2082,2377,0,3808,0,0,0,5139,24,3808,0,4964
8,10716,4923,6352,0,1270,0,0,0,252,51,1270,0,10692
9,3950,2484,2908,0,8028,0,0,0,10355,40,8028,0,13641
10,132,7863,10147,0,5746,0,0,0,5633,1,5746,0,3849
11,4868,6037,7804,0,822,0,0,0,8662,50,822,0,13520
12,1218,3845,4599,0,442,0,0,0,3151,21,442,0,2289
13,11790,896,997,0,5649,0,0,0,2054,15,5649,0,11384
14,4956,5088,6565,0,9229,0,0,0,10683,51,9229,0,5603
15,4074,5254,6774,0,11490,0,0,0,10422,32,11490,0,8527
16,7742,205,221,0,2520,0,0,0,260,49,2520,0,1049
17,8011,577,632,0,596,0,0,0,8787,118,596,0,1816
18,3902,2305,2677,0,11122,0,0,0,6482,48,11122,0,5235
19,842,2094,2389,0,10347,0,0,0,5379,43,10347,0,6741
20,10054,4766,6130,0,4928,0,0,0,5867,60,4928,0,10495
21,835,8088,10452,0,10924,0,0,0,5975,82,10924,0,12261
22,11840,8403,10838,0,10920,0,0,0,5976,23,10920,0,10629
23,3681,482,530,0,3153,0,0,0,9774,71,3153,0,12484
24,70,392,430,0,3115,0,0,0,1460,21,3115,0,75
25,5023,7584,9794,0,8585,0,0,0,11282,10,8585,0,4526
26,12127,6881,8924,0,8749,0,0,0,5569,45,8749,0,8036
27,7589,1926,2184,0,8741,0,0,0,9985,54,8741,0,4888
28,11090,942,1046,0,8954,0,0,0,2437,31,8954,0,12181
29,11638,3970,4765,0,2105,0,0,0,1255,50,2105,0,13653
30,6065,9663,12873,0,591,0,0,0,4722,46,591,0,1734
31,10754,9817,13211,0,5621,0,0,0,4677,60,5621,0,7808
32,8129,6404,8300,0,6578,0,0,0,5907,72,6578,0,7932
33,6516,8704,11224,0,557,0,0,0,317,37,557,0,10064
34,10441,6966,9025,0,5092,0,0,0,5426,27,5092,0,10927
35,5119,3421,4068,0,8359,0,0,0,7392,82,8359,0,5034
36,9471,3366,3998,0,8961,0,0,0,7957,23,8961,0,13121
37,3654,4970,6417,0,7412,0,0,0,783,4,7412,0,8297
38,7584,6743,8758,0,5251,0,0,0,973,4,5251,0,8577
39,500,6642,8622,0,3330,0,0,0,9385,37,3330,0,10413
40,6094,2841,3365,0,10385,0,0,0,9906,82,10385,0,4833
41,1800,9681,12895,0,10350,0,0,0,1981,51,10350,0,3197
42,6457,7459,9656,0,6422,0,0,0,1238,93,6422,0,12697
43,3978,7287,9446,0,7213,0,0,0,5123,48,7213,0,8558
44,8020,3389,4026,0,1500,0,0,0,8174,11,1500,0,3064
45,6935,8069,10430,0,1205,0,0,0,10519,60,1205,0,3791
46,5733,9509,12568,0,12638,0,0,0,7617,17,12638,0,9271
47,1345,9738,13048,0,9954,0,0,0,10044,40,9954,0,9923
48,6898,6276,8121,0,2378,0,0,0,4251,51,2378,0,12668
49,11894,6497,8420,0,6428,0,0,0,11150,60,6428,0,12677
50,3039,9611,12758,0,1599,0,0,0,2535,18,1599,0,3921
51,1022,8578,11056,0,11019,0,0,0,774,31,11019,0,11354
52,8891,9639,12818,0,6468,0,0,0,10042,45,6468,0,10383
53,9542,4720,6061,0,3974,0,0,0,5718,34,3974,0,13032
54,8290,4608,5861,0,5699,0,0,0,10346,42,5699,0,1969
55,4601,3294,3909,0,8503,0,0,0,5386,69,8503,0,578
56,8603,9771,13116,0,9820,0,0,0,516,27,9820,0,10113
57,9881,9105,11906,0,7157,0,0,0,2702,60,7157,0,516
58,9010,9512,12578,0,11997,0,0,0,4402,19,11997,0,1505
59,7878,5721,7394,0,11099,0,0,0,7302,29,11099,0,6175
60,2435,5939,7670,0,6372,0,0,0,4195,36,6372,0,12616
61,6537,7408,9593,0,6336,0,0,0,8253,82,6336,0,12651
62,5315,6805,8829,0,12740,0,0,0,8073,7,12740,0,8434
63,3846,6811,8836,0,10009,0,0,0,3321,54,10009,0,4084
64,2053,6168,7984,0,2358,0,0,0,8439,48,2358,0,7989
65,10787,221,239,0,6288,0,0,0,1542,40,6288,0,10952
66,2763,8600,11082,0,3911,0,0,0,8126,84,3911,0,631
67,695,29,29,0,12404,0,0,0,2314,52,12404,0,1601
68,475,6883,8928,0,12346,0,0,0,2276,54,12346,0,4066
69,7400,4279,5253,0,7349,0,0,0,10740,48,7349,0,8495
70,7121,1576,1758,0,3320,0,0,0,632,47,3320,0,1992
71,9063,8429,10871,0,5507,0,0,0,6696,5,5507,0,2114
72,9080,4080,4932,0,733,0,0,0,11497,6,733,0,2136
73,6143,9455,12480,0,10198,0,0,0,6434,13,10198,0,3496
74,8043,535,586,0,6297,0,0,0,10552,60,6297,0,3644
75,5231,9227,12090,0,5265,0,0,0,8487,13,5265,0,7322
76,9767,8826,11410,0,9447,0,0,0,10555,1,9447,0,8265
77,5042,2499,2933,0,9679,0,0,0,381,31,9679,0,3647
78,5395,6880,8922,0,5032,0,0,0,10306,35,5032,0,8807
79,10456,9772,13126,0,10438,0,0,0,7182,46,10438,0,9295
80,11347,4357,5384,0,6312,0,0,0,816,53,6312,0,3579
81,2364,6015,7778,0,2141,0,0,0,6620,53,2141,0,1913
82,1641,6296,8148,0,1728,0,0,0,1339,22,1728,0,1329
83,9228,8226,10633,0,1572,0,0,0,1087,19,1572,0,7352
84,6168,1036,1146,0,8225,0,0,0,8949,40,8225,0,8011
85,1696,9962,13403,0,431,0,0,0,7260,40,431,0,7111
86,12402,6793,8816,0,3943,0,0,0,5690,93,3943,0,11976
87,4354,6364,8240,0,7328,0,0,0,3675,38,7328,0,3826
88,3852,5638,7297,0,10308,0,0,0,3327,82,10308,0,4080
89,4683,9658,12860,0,1428,0,0,0,5339,42,1428,0,10059
90,8263,7797,10069,0,10923,0,0,0,5976,49,10923,0,12258
91,11206,7740,9988,0,10996,0,0,0,2607,41,10996,0,999
92,3239,3127,3714,0,3409,0,0,0,8630,60,3409,0,1837
93,10155,8251,10663,0,80,0,0,0,11236,60,80,0,4789
94,1902,6503,8426,0,1347,0,0,0,5963,71,1347,0,12135
95,5696,7512,9713,0,11718,0,0,0,3827,2,11718,0,2634
96,8984,6256,8091,0,12833,0,0,0,9914,37,12833,0,4743
97,5706,4157,5040,0,956,0,0,0,5422,51,956,0,8317
98,211,252,272,0,10764,0,0,0,11202,47,10764,0,13184
99,12339,9991,13447,0,2620,0,0,0,4361,43,2620,0,4495
100,1240,5992,7748,0,1468,0,0,0,1231,37,1468,0,12470
101,8280,3705,4433,0,200,0,0,0,10558,53,200,0,2151
102,1121,4734,6082,0,6678,0,0,0,2537,32,6678,0,8422
103,12321,2262,2611,0,10834,0,0,0,1284,82,10834,0,12784
104,10024,4320,5331,0,9360,0,0,0,10452,22,9360,0,12824
105,2811,2041,2332,0,4289,0,0,0,3796,11,4289,0,3835
106,6676,9493,12542,0,4909,0,0,0,1189,24,4909,0,3896
107,1126,9287,12184,0,7408,0,0,0,9184,60,7408,0,5129
108,8860,9636,12808,0,495,0,0,0,8287,27,495,0,8735
109,2131,9080,11862,0,9035,0,0,0,1420,28,9035,0,10105
110,4510,4483,5622,0,12522,0,0,0,4801,37,12522,0,2387
111,4815,961,1066,0,1412,0,0,0,7251,60,1412,0,12505
112,12500,5889,7607,0,9807,0,0,0,5042,60,9807,0,8983
113,10310,750,835,0,9471,0,0,0,1563,41,9471,0,1128
114,1709,1386,1544,0,8174,0,0,0,9212,35,8174,0,3877
115,644,8666,11162,0,7659,0,0,0,2691,53,7659,0,1745
116,12755,8171,10564,0,9791,0,0,0,9460,21,9791,0,9926
117,5056,8921,11581,0,7124,0,0,0,1243,66,7124,0,10458
118,11865,9695,12916,0,4635,0,0,0,7079,49,4635,0,9110
119,3825,9049,11816,0,10344,0,0,0,6892,93,10344,0,8331
120,6948,9524,12600,0,1676,0,0,0,5113,19,1676,0,9364
121,11490,3356,3987,0,11902,0,0,0,8688,45,11902,0,11122
122,9991,7148,9270,0,7506,0,0,0,119,47,7506,0,307
123,8915,1136,1254,0,1392,0,0,0,6926,25,1392,0,3173
124,737,6619,8589,0,5214,0,0,0,2040,35,5214,0,7933
125,12058,5910,7635,0,6059,0,0,0,3624,104,6059,0,13333
126,12727,7637,9857,0,3773,0,0,0,7123,31,3773,0,4947
127,10143,9765,13091,0,11105,0,0,0,5330,23,11105,0,9291
128,10873,2872,3404,0,7082,0,0,0,374,8,7082,0,11726
129,2459,3359,3991,0,5034,0,0,0,9090,38,5034,0,13649
130,2402,5277,6802,0,10361,0,0,0,10179,41,10361,0,6671
131,6177,8230,10637,0,9415,0,0,0,4497,59,9415,0,9312
132,5977,9511,12575,0,2930,0,0,0,5635,53,2930,0,10075
133,8273,3864,4622,0,6291,0,0,0,1913,40,6291,0,2012
134,2251,6740,8755,0,2046,0,0,0,6213,117,2046,0,7201
135,11512,9339,12281,0,2652,0,0,0,349,37,2652,0,9953
136,1042,7269,9425,0,4797,0,0,0,4709,51,4797,0,8077
137,5886,4060,4897,0,12453,0,0,0,8967,31,12453,0,11868
138,759,3599,4310,0,7322,0,0,0,7111,23,7322,0,4213
139,4962,4893,6319,0,4963,0,0,0,3693,40,4963,0,5918
140,8264,1592,1776,0,11419,0,0,0,3802,51,11419,0,5864
141,8348,1768,1995,0,8305,0,0,0,8410,16,8305,0,6912
142,10132,2022,2305,0,6275,0,0,0,833,93,6275,0,5216
143,7650,1802,2032,0,94,0,0,0,7518,44,94,0,6698
144,1049,5984,7738,0,62,0,0,0,2563,32,62,0,11635
145,8128,6380,8263,0,6580,0,0,0,5438,65,6580,0,7931
146,11400,4409,5490,0,6189,0,0,0,5730,53,6189,0,4017
147,355,2614,3077,0,10811,0,0,0,10733,45,10811,0,3492
148,1112,3618,4330,0,11754,0,0,0,8424,38,11754,0,2008
149,2058,3933,4716,0,8313,0,0,0,8509,14,8313,0,2808
150,6636,2617,3080,0,1767,0,0,0,3596,63,1767,0,13715
151,8261,2928,3474,0,5138,0,0,0,5198,54,5138,0,5297
152,1761,5004,6460,0,5133,0,0,0,5650,3,5133,0,8298
153,7190,2924,3467,0,10623,0,0,0,649,93,10623,0,10747
154,9653,7296,9456,0,11651,0,0,0,869,19,11651,0,554
155,12568,757,843,0,6453,0,0,0,1429,54,6453,0,1276
156,8223,9012,11766,0,5725,0,0,0,5253,71,5725,0,7331
157,3403,6946,9004,0,4080,0,0,0,4219,60,4080,0,12686
158,2634,4645,5938,0,2004,0,0,0,227,34,2004,0,7085
159,5999,5795,7498,0,11620,0,0,0,2759,16,11620,0,11240
160,3799,2624,3088,0,3602,0,0,0,2034,36,3602,0,13436
161,3157,9699,12935,0,9824,0,0,0,2795,43,9824,0,9174
162,4716,1496,1666,0,3321,0,0,0,581,46,3321,0,5155
163,11386,2053,2346,0,12769,0,0,0,5787,36,12769,0,4799
164,11137,4901,6328,0,54,0,0,0,6197,17,54,0,6068
165,5139,6705,8713,0,8256,0,0,0,3162,35,8256,0,287
166,10711,9488,12529,0,1902,0,0,0,11142,60,1902,0,8943
167,1351,6974,9039,0,6590,0,0,0,7271,32,6590,0,12672
168,3874,4357,5383,0,5457,0,0,0,5180,41,5457,0,10711
169,2229,9054,11822,0,11823,0,0,0,5629,82,11823,0,11797
170,5357,5578,7208,0,8431,0,0,0,3569,4,8431,0,12114
171,5930,839,936,0,11557,0,0,0,10836,27,11557,0,11366
172,12393,7158,9283,0,8189,0,0,0,9749,20,8189,0,3844
173,7723,3802,4546,0,5947,0,0,0,3224,66,5947,0,5597
174,5076,4975,6422,0,4347,0,0,0,10582,76,4347,0,4925
175,10670,6665,8656,0,10502,0,0,0,7633,13,10502,0,7320
176,4393,5308,6845,0,8288,0,0,0,5388,32,8288,0,8357
177,5691,7305,9469,0,3688,0,0,0,9101,50,3688,0,5614
178,6316,9777,13132,0,9938,0,0,0,3117,32,9938,0,9580
179,6938,4834,6226,0,8738,0,0,0,7197,47,8738,0,900
180,2376,2080,2375,0,2136,0,0,0,44,30,2136,0,5572
181,3898,9098,11891,0,2305,0,0,0,894,23,2305,0,7549
182,780,2671,3150,0,10339,0,0,0,11190,47,10339,0,6628
183,3734,7647,9867,0,524,0,0,0,6621,14,524,0,7004
184,4219,3883,4645,0,9166,0,0,0,6943,117,9166,0,11126
185,1871,1866,2116,0,792,0,0,0,6905,39,792,0,12201
186,9650,9910,13343,0,2215,0,0,0,1820,53,2215,0,10615
187,12230,9830,13235,0,2071,0,0,0,6584,54,2071,0,11063
188,7224,4313,5320,0,2171,0,0,0,3309,34,2171,0,11379
189,5034,1968,2237,0,8759,0,0,0,9251,26,8759,0,12203
190,8981,2784,3296,0,11367,0,0,0,5256,27,11367,0,6770
191,10586,7505,9706,0,10495,0,0,0,4194,52,10495,0,12707
192,11507,8338,10766,0,2038,0,0,0,10033,96,2038,0,5626
193,5682,7712,9945,0,422,0,0,0,3241,37,422,0,326
194,10846,6071,7851,0,3831,0,0,0,5676,49,3831,0,10717
195,3357,7833,10108,0,600,0,0,0,134,29,600,0,7326
196,12434,8901,11561,0,2037,0,0,0,5436,60,2037,0,9642
197,5875,8894,11548,0,2978,0,0,0,392,71,2978,0,8616
198,12717,7037,9125,0,3322,0,0,0,1667,51,3322,0,4144
199,11651,8139,10518,0,11444,0,0,0,4699,30,11444,0,7175
200,8757,6071,7853,0,10378,0,0,0,10378,71,10378,0,8031
201,9733,8364,10794,0,5483,0,0,0,8267,51,5483,0,9211
202,10143,9526,12609,0,11106,0,0,0,5330,23,11106,0,9365
203,12003,8346,10774,0,1807,0,0,0,4049,52,1807,0,9676
204,10503,4012,4831,0,7314,0,0,0,2081,72,7314,0,1463
205,4194,86,88,0,3428,0,0,0,565,22,3428,0,11883
206,10463,252,271,0,3783,0,0,0,7307,29,3783,0,12947
207,11455,9537,12627,0,948,0,0,0,411,50,948,0,6249
208,10812,2017,2300,0,8456,0,0,0,756,53,8456,0,10988
209,2910,4475,5606,0,8752,0,0,0,1315,71,8752,0,1534
210,288,2486,2911,0,1975,0,0,0,1678,82,1975,0,12361
211,3430,4350,5368,0,5705,0,0,0,4674,54,5705,0,2960
212,1101,5193,6702,0,1582,0,0,0,5992,53,1582,0,5067
213,521,9703,12949,0,5201,0,0,0,7877,45,5201,0,5509
214,6051,6697,8704,0,5680,0,0,0,8860,104,5680,0,6088
215,9394,9162,11999,0,10946,0,0,0,4057,50,10946,0,8761
216,9534,4727,6072,0,12431,0,0,0,5822,46,12431,0,8315
217,2167,1972,2242,0,12213,0,0,0,9232,44,12213,0,6304
218,4646,8667,11163,0,3822,0,0,0,8960,16,3822,0,3619
219,5198,5697,7363,0,10881,0,0,0,3585,38,10881,0,5318
220,2980,5027,6488,0,1587,0,0,0,9383,39,1587,0,13658
221,11700,3736,4472,0,5578,0,0,0,11124,60,5578,0,4724
222,2815,3645,4364,0,9453,0,0,0,10580,59,9453,0,4919
223,7618,3897,4668,0,11985,0,0,0,805,21,11985,0,8112
224,6838,3759,4499,0,6311,0,0,0,7909,18,6311,0,4518
225,945,6747,8762,0,7714,0,0,0,7765,48,7714,0,6016
226,8279,7217,9355,0,160,0,0,0,8255,71,160,0,10800
227,6592,6263,8100,0,9124,0,0,0,2112,36,9124,0,2922
228,600,8207,10613,0,6523,0,0,0,3672,34,6523,0,4007
229,959,7559,9767,0,1608,0,0,0,2618,47,1608,0,7891
230,2968,3540,4217,0,10741,0,0,0,8968,49,10741,0,7969
231,4771,9483,12517,0,9367,0,0,0,10618,46,9367,0,3043
232,424,9526,12610,0,4332,0,0,0,5158,38,4332,0,524
233,1810,9859,13280,0,11807,0,0,0,2594,39,11807,0,1476
234,2400,3488,4152,0,10317,0,0,0,4910,16,10317,0,3963
235,5607,7123,9236,0,9560,0,0,0,7165,1,9560,0,7417
236,12272,5390,6955,0,6491,0,0,0,2045,27,6491,0,4247
237,407,4072,4921,0,12144,0,0,0,8131,39,12144,0,6653
238,10578,1222,1349,0,8796,0,0,0,7638,52,8796,0,12529
239,8467,4535,5711,0,885,0,0,0,8211,37,885,0,1165
240,7582,2686,3167,0,2098,0,0,0,6171,50,2098,0,4829
241,5063,3714,4443,0,3917,0,0,0,3557,54,3917,0,580
242,8025,6195,8020,0,5249,0,0,0,1367,24,5249,0,7095
243,4036,3927,4710,0,3333,0,0,0,2831,13,3333,0,1877
244,642,9086,11876,0,7188,0,0,0,9462,36,7188,0,9135
245,808,6764,8782,0,8220,0,0,0,3909,25,8220,0,5372
246,9759,202,215,0,9510,0,0,0,901,29,9510,0,1602
247,10517,6036,7803,0,3806,0,0,0,5878,29,3806,0,4701
248,12386,831,925,0,6889,0,0,0,7497,42,6889,0,12908
249,3965,1151,1270,0,6522,0,0,0,3065,104,6522,0,1819
250,5910,1931,2190,0,4556,0,0,0,9683,21,4556,0,4168
251,9100,8026,10363,0,5574,0,0,0,7513,53,5574,0,112
252,3813,2249,2597,0,5192,0,0,0,1282,1,5192,0,7274
253,181,8946,11630,0,4026,0,0,0,1343,71,4026,0,9927
254,11955,6187,8010,0,8297,0,0,0,4305,40,8297,0,11814
255,451,9058,11826,0,12630,0,0,0,7870,32,12630,0,12835
256,5108,6393,8282,0,1450,0,0,0,3930,42,1450,0,5740
257,12069,4451,5557,0,12711,0,0,0,3511,35,12711,0,13017
258,6932,4563,5778,0,5570,0,0,0,10077,116,5570,0,4768
259,9715,4389,5445,0,9096,0,0,0,7374,39,9096,0,3235
260,3517,5688,7354,0,582,0,0,0,2456,82,582,0,4771
261,4741,8718,11246,0,7891,0,0,0,3667,54,7891,0,10000
262,841,10025,13493,0,3927,0,0,0,3278,120,3927,0,656
263,1463,3,3,0,6826,0,0,0,9163,21,6826,0,1248
264,10565,8522,10982,0,2043,0,0,0,11528,82,2043,0,6643
265,6620,4928,6360,0,8205,0,0,0,10179,71,8205,0,6669
266,650,9511,12573,0,5459,0,0,0,8471,28,5459,0,9176
267,11731,9650,12838,0,6194,0,0,0,3316,43,6194,0,9800
268,4090,7562,9770,0,1180,0,0,0,5053,28,1180,0,12434
269,2233,7778,10036,0,4511,0,0,0,2074,23,4511,0,6224
270,11772,962,1067,0,11500,0,0,0,1010,47,11500,0,12916
271,6274,6327,8188,0,5623,0,0,0,4628,45,5623,0,8470
272,12102,1333,1479,0,4159,0,0,0,6085,50,4159,0,4816
273,1849,9819,13215,0,4045,0,0,0,9078,49,4045,0,9227
274,2366,9511,12574,0,800,0,0,0,5397,52,800,0,10258
275,3355,2775,3280,0,5394,0,0,0,1124,67,5394,0,4127
276,2669,5154,6652,0,3237,0,0,0,3196,27,3237,0,11314
277,12723,2006,2287,0,2752,0,0,0,8536,6,2752,0,5399
278,6907,7016,9096,0,8337,0,0,0,8757,50,8337,0,12680
279,4111,1275,1409,0,8598,0,0,0,7861,46,8598,0,3170
280,4985,5863,7574,0,8484,0,0,0,6842,45,8484,0,3334
281,2252,5496,7106,0,12467,0,0,0,2366,31,12467,0,6170
282,9937,598,657,0,9298,0,0,0,8778,60,9298,0,11857
283,6035,7733,9978,0,6561,0,0,0,9129,54,6561,0,9783
284,520,3716,4446,0,9924,0,0,0,540,19,9924,0,11604
285,7824,3931,4714,0,8224,0,0,0,1171,10,8224,0,3776
286,4284,5218,6730,0,5657,0,0,0,11133,12,5657,0,5724
287,609,7341,9507,0,1261,0,0,0,7062,45,1261,0,9301
288,6554,9780,13135,0,8068,0,0,0,8309,25,8068,0,2765
289,2047,6934,8985,0,1913,0,0,0,3357,67,1913,0,4267
290,7652,1804,2035,0,96,0,0,0,10101,2,96,0,6702
291,3771,6486,8407,0,7320,0,0,0,299,26,7320,0,6991
292,168,9653,12846,0,12000,0,0,0,11205,35,12000,0,10875
293,3905,9677,12888,0,8584,0,0,0,4799,39,8584,0,1547
294,6127,7042,9130,0,5155,0,0,0,3038,59,5155,0,3267
295,7240,4648,5945,0,290,0,0,0,3197,60,290,0,2550
296,531,8407,10844,0,351,0,0,0,8173,26,351,0,5505
297,2183,7771,10029,0,9978,0,0,0,7776,123,9978,0,5624
298,7790,9247,12125,0,3135,0,0,0,6426,6,3135,0,8439
299,4143,7620,9834,0,3843,0,0,0,8388,23,3843,0,7003
300,8450,9885,13313,0,8366,0,0,0,4439,51,8366,0,8292
301,8487,9282,12178,0,962,0,0,0,3669,40,962,0,9499
302,10710,3412,4055,0,1589,0,0,0,9856,50,1589,0,12800
303,6395,9298,12200,0,11093,0,0,0,5564,19,11093,0,6621
304,7541,4490,5636,0,12151,0,0,0,9149,43,12151,0,8488
305,5921,7320,9484,0,8263,0,0,0,2221,35,8263,0,109
306,9862,1697,1903,0,6065,0,0,0,10923,28,6065,0,3684
307,10777,8811,11376,0,2958,0,0,0,1113,53,2958,0,9525
308,9791,8894,11543,0,12526,0,0,0,3314,27,12526,0,9762
309,175,9930,13363,0,5545,0,0,0,4225,50,5545,0,12748
310,5582,3342,3972,0,881,0,0,0,8547,10,881,0,5029
311,8846,2469,2884,0,6800,0,0,0,3406,36,6800,0,5404
312,5379,265,289,0,264,0,0,0,5511,54,264,0,12278
313,10184,5506,7118,0,8350,0,0,0,3367,47,8350,0,2552
314,12185,9524,12601,0,9348,0,0,0,2169,20,9348,0,2755
315,1906,8639,11127,0,9064,0,0,0,4648,116,9064,0,3595
316,8961,7396,9578,0,5411,0,0,0,5623,46,5411,0,9281
317,7220,9642,12822,0,7920,0,0,0,210,93,7920,0,10385
318,3793,7675,9900,0,10527,0,0,0,3871,54,10527,0,10641
319,513,506,556,0,908,0,0,0,5359,50,908,0,1243
320,6347,1506,1678,0,9696,0,0,0,6865,60,9696,0,5574
321,10327,1740,1962,0,8877,0,0,0,2726,30,8877,0,6840
322,9612,5224,6737,0,7807,0,0,0,3422,38,7807,0,6856
323,9049,5936,7667,0,3795,0,0,0,3132,23,3795,0,906
324,7842,1159,1278,0,5279,0,0,0,1513,53,5279,0,1396
325,10359,9239,12111,0,3940,0,0,0,1041,96,3940,0,645
326,1821,4539,5719,0,2827,0,0,0,5389,51,2827,0,8189
327,5819,4810,6194,0,221,0,0,0,9700,36,221,0,10535
328,12225,7642,9862,0,6244,0,0,0,8897,42,6244,0,11043
329,11363,3467,4125,0,4554,0,0,0,3762,31,4554,0,12995
330,4533,3391,4028,0,5247,0,0,0,4947,25,5247,0,3062
331,707,1359,1509,0,2368,0,0,0,2217,4,2368,0,4149
332,10801,531,582,0,4760,0,0,0,5505,49,4760,0,4462
333,1102,6337,8206,0,11293,0,0,0,10940,82,11293,0,5105
334,3932,1404,1566,0,5297,0,0,0,808,30,5297,0,12334
335,7328,1246,1377,0,9832,0,0,0,8049,30,9832,0,13259
336,9489,2304,2675,0,5366,0,0,0,3106,37,5366,0,4718
337,8137,3280,3892,0,4282,0,0,0,6278,24,4282,0,7401
338,6942,148,156,0,10231,0,0,0,5124,45,10231,0,2244
339,5422,5900,7622,0,4467,0,0,0,9189,32,4467,0,9022
340,4295,5656,7317,0,12489,0,0,0,8010,60,12489,0,4459
341,10830,347,378,0,4548,0,0,0,6236,29,4548,0,12168
342,10863,1296,1430,0,6681,0,0,0,558,23,6681,0,12462
343,354,2244,2591,0,5273,0,0,0,10734,43,5273,0,3491
344,2235,7653,9873,0,12278,0,0,0,4304,30,12278,0,6218
345,3263,6634,8614,0,2726,0,0,0,11053,20,2726,0,7359
346,8923,9552,12659,0,11538,0,0,0,10595,17,11538,0,9853
347,6899,6147,7957,0,6178,0,0,0,4258,71,6178,0,12666
348,3334,1754,1979,0,311,0,0,0,6409,12,311,0,13598
349,4234,768,854,0,3994,0,0,0,3950,3,3994,0,57
350,9886,8801,11358,0,9247,0,0,0,1578,18,9247,0,1391
351,5312,2652,3122,0,2639,0,0,0,4755,46,2639,0,4511
352,4092,9978,13424,0,4857,0,0,0,3629,53,4857,0,8939
353,5371,7785,10047,0,5208,0,0,0,1827,53,5208,0,3143
354,3785,5705,7372,0,4168,0,0,0,8433,40,4168,0,11926
355,2021,4447,5546,0,4984,0,0,0,6225,54,4984,0,2328
356,2780,8028,10367,0,10155,0,0,0,8229,46,10155,0,7455
357,7722,7274,9431,0,6941,0,0,0,3135,66,6941,0,5616
358,4432,8479,10932,0,7974,0,0,0,11036,53,7974,0,10171
359,2615,6117,7921,0,9285,0,0,0,7600,30,9285,0,11474
360,9754,1422,1584,0,2768,0,0,0,8955,54,2768,0,1824
361,4703,1607,1794,0,3957,0,0,0,621,50,3957,0,4290
362,4928,554,608,0,4281,0,0,0,1,54,4281,0,1091
363,8677,8719,11247,0,6470,0,0,0,4828,31,6470,0,2728
364,4460,9026,11786,0,2409,0,0,0,8150,48,2409,0,6877
365,111,3681,4405,0,1430,0,0,0,9755,32,1430,0,7343
366,1532,5113,6595,0,11120,0,0,0,298,31,11120,0,8516
367,9555,6249,8080,0,10281,0,0,0,8953,28,10281,0,8592
368,11259,4748,6103,0,10493,0,0,0,7947,74,10493,0,10527
369,11380,8321,10745,0,9781,0,0,0,3060,37,9781,0,37
370,7324,9207,12061,0,12536,0,0,0,426,45,12536,0,1473
371,9824,1424,1587,0,3879,0,0,0,7647,52,3879,0,12003
372,1182,931,1034,0,7468,0,0,0,9177,61,7468,0,10837
373,2935,4845,6249,0,3422,0,0,0,3387,24,3422,0,8574
374,2099,3154,3744,0,10431,0,0,0,54,28,10431,0,11593
375,4914,743,826,0,9365,0,0,0,8234,32,9365,0,1133
376,7667,9400,12384,0,10277,0,0,0,1327,59,10277,0,7917
377,5308,6253,8088,0,601,0,0,0,4305,1,601,0,11813
378,10703,3811,4558,0,3407,0,0,0,6438,52,3407,0,7898
379,4007,8662,11156,0,3932,0,0,0,3180,36,3932,0,636
380,3486,3480,4142,0,5549,0,0,0,5528,21,5549,0,7699
381,4690,4475,5607,0,10028,0,0,0,3889,64,10028,0,3373
382,4423,1492,1662,0,11610,0,0,0,6646,22,11610,0,13428
383,6512,7582,9792,0,8364,0,0,0,2491,44,8364,0,9890
384,5082,4995,6448,0,238,0,0,0,6847,40,238,0,7794
385,603,8499,10956,0,10771,0,0,0,11301,118,10771,0,2888
386,10222,1780,2008,0,11212,0,0,0,669,24,11212,0,4391
387,10607,6100,7893,0,2450,0,0,0,4715,23,2450,0,7827
388,5324,3098,3681,0,2306,0,0,0,5763,118,2306,0,7885
389,11709,7997,10323,0,9151,0,0,0,860,18,9151,0,8973
390,7030,9968,13411,0,2974,0,0,0,986,26,2974,0,10290
391,7298,9537,12623,0,11079,0,0,0,6917,15,11079,0,8828
392,7678,8477,10930,0,4482,0,0,0,2549,60,4482,0,9524
393,4777,183,194,0,9857,0,0,0,1635,54,9857,0,10957
394,1011,1260,1391,0,5635,0,0,0,104,19,5635,0,13103
395,2015,5953,7687,0,1431,0,0,0,1425,5,1431,0,8280
396,9854,9638,12813,0,8647,0,0,0,1592,35,8647,0,10221
397,6686,5673,7337,0,10525,0,0,0,10544,45,10525,0,10502
398,12498,557,611,0,12384,0,0,0,8352,42,12384,0,12219
399,9125,9585,12695,0,2637,0,0,0,11384,38,2637,0,10432
400,1836,5328,6876,0,2380,0,0,0,10808,36,2380,0,12593
401,2419,6862,8898,0,6375,0,0,0,4200,30,6375,0,12629
402,8835,6565,8515,0,11824,0,0,0,7428,47,11824,0,6205
403,9632,4235,5168,0,2492,0,0,0,721,32,2492,0,2433
