row_id,name,startdate,enddate,description,offers,page_url
877,457,234,226,840,1,297
878,1137,499,457,3162,1,4114
879,806,576,522,4165,0,4695
880,326,288,284,4232,1,4913
881,153,364,346,532,0,1726
882,981,558,509,1269,1,959
883,316,346,325,3689,1,3963
884,294,211,203,1805,0,247
885,666,206,206,4602,1,3948
886,475,432,458,4198,0,4955
887,688,434,410,1226,0,1124
888,1238,190,195,4717,1,3797
889,362,511,468,3159,0,1066
890,293,426,397,778,0,2891
891,396,367,347,4622,1,3748
892,260,538,495,656,1,567
893,387,171,168,3329,1,2229
894,321,464,427,856,0,638
895,1147,472,435,1319,1,812
896,347,359,339,1100,1,2179
897,550,71,72,1717,0,491
898,347,359,339,1097,1,2721
899,767,511,466,4650,1,4041
900,1074,558,508,3183,1,1418
901,949,283,270,3067,0,1539
902,772,561,509,3479,1,1862
903,1196,506,463,3321,1,1867
904,39,523,535,1821,0,4502
905,763,170,229,2167,0,1618
906,632,411,432,1985,1,4511
907,817,457,420,2183,0,1226
908,495,458,427,3491,1,2928
909,204,555,505,2755,1,4387
910,1060,459,427,560,0,4330
911,602,470,433,2615,1,3513
912,350,244,267,1118,1,59
913,1135,406,376,3662,1,1301
914,1213,340,324,1570,1,4633
915,25,486,445,443,1,4172
916,889,561,510,320,0,5090
917,243,63,64,3615,1,3737
918,306,325,406,816,0,1783
919,428,343,323,1492,0,2810
920,396,367,347,1632,1,1446
921,346,459,420,4105,0,4665
922,550,71,72,2834,0,4155
923,720,79,80,2088,0,3035
924,542,445,414,4586,1,3768
925,136,256,245,456,1,278
926,966,144,146,2840,1,4427
927,1144,370,348,4360,0,3620
928,422,617,557,912,0,403
929,1105,262,252,2919,1,2032
930,846,486,451,2860,0,4254
931,507,411,389,2726,0,4313
932,919,429,397,3005,0,1643
933,231,6,4,3633,1,3377
934,846,486,451,2587,0,1639
935,1302,23,21,1673,1,1921
936,524,217,212,1685,1,2435
937,356,472,437,310,1,834
938,513,161,267,127,0,1490
939,1116,279,488,4167,0,4881
940,579,137,141,947,0,341
941,666,206,206,2002,1,2632
942,520,301,287,3963,1,5003
943,642,476,438,4744,1,3960
944,605,410,380,247,0,3981
945,646,496,456,446,1,2639
946,9,475,433,3126,0,1309
947,15,299,351,222,1,2782
948,415,498,460,2818,0,4149
949,939,279,488,557,0,419
950,525,630,570,1691,0,2988
951,149,351,332,3237,1,3730
952,1135,406,376,466,1,765
953,990,295,282,115,0,915
954,300,513,480,789,0,250
955,831,153,154,1816,1,4800
956,351,611,548,3744,0,4409
957,269,491,463,2539,0,235
958,806,576,522,2546,0,3547
959,637,273,264,415,0,4514
960,173,429,397,2035,0,1897
961,657,500,463,2356,0,2398
962,44,477,442,76,0,3793
963,39,523,535,1817,0,2453
964,460,239,231,1614,1,2411
965,1191,88,91,1883,0,3122
966,923,94,94,975,0,66
967,842,62,62,2534,1,2642
968,169,89,92,544,1,3865
969,666,206,206,1559,1,4448
970,649,362,345,2898,1,4517
971,846,486,451,2391,0,2377
972,445,238,232,1537,1,2410
973,817,457,420,2185,0,2504
974,826,490,450,2559,0,4563
975,189,345,327,4550,1,3373
976,919,429,397,2993,0,123
977,376,174,216,1338,0,2758
978,976,128,133,1922,0,3086
979,785,459,580,4503,1,3283
980,4,431,397,1219,1,1137
981,204,555,505,1845,1,2883
982,635,436,402,729,1,353
983,222,492,457,3389,0,1610
984,1215,490,455,886,1,206
985,1014,327,323,2954,0,1403
986,926,452,420,2867,1,2000
987,342,154,154,4669,1,3904
988,126,391,363,2340,1,2167
989,655,449,422,3599,1,723
990,220,454,416,3387,0,1533
991,277,393,363,3401,0,2636
992,1184,560,508,3191,0,4302
993,46,380,356,3652,1,1324
994,913,42,63,2665,0,3074
995,583,513,475,1373,0,4147
996,948,418,388,2193,1,1261
997,1114,461,421,3098,0,1296
998,359,508,463,2760,0,4194
999,1276,472,446,3482,1,1981
1000,349,311,302,835,1,3794
1001,706,246,240,427,0,1435
1002,744,311,297,3868,0,3327
1003,1317,356,337,1572,0,1269
1004,693,265,257,2114,1,2945
1005,818,552,513,1413,0,4556
1006,46,380,356,3649,1,4641
1007,797,455,419,2222,1,975
1008,1287,492,455,3850,1,1576
1009,318,139,143,838,0,3405
1010,1132,396,365,3284,0,1096
1011,78,460,432,376,1,4855
1012,882,44,43,2623,0,5054
1013,335,496,455,4810,1,3923
1014,532,519,475,4633,1,3991
1015,767,511,466,2471,1,1216
1016,645,438,403,839,0,78
1017,1192,260,248,3290,0,3121
1018,58,133,138,1810,0,3270
1019,822,471,433,4003,0,5064
1020,1251,279,488,429,0,783
1021,1100,509,469,213,1,4164
1022,1113,439,404,3960,0,5128
1023,1165,246,236,1363,1,1307
1024,1243,391,442,4565,1,3171
1025,1116,279,488,1699,0,220
1026,266,334,382,3907,0,2338
1027,768,485,447,2327,1,1688
1028,895,251,252,3494,1,4291
1029,789,435,404,2514,0,3051
1030,263,389,379,725,0,1765
1031,622,465,433,4801,1,4010
1032,26,582,528,2660,0,3124
1033,757,530,484,4462,0,3538
1034,984,506,462,3127,0,4437
1035,473,476,439,2307,1,2419
1036,1006,343,323,3019,1,5106
1037,218,481,445,651,1,3370
1038,969,442,409,2245,0,2089
1039,210,32,31,3548,1,10
1040,278,512,419,4009,0,4765
1041,1064,402,370,4209,0,4701
1042,1038,624,563,3171,0,1281
1043,1049,402,372,1367,1,948
1044,665,251,262,3467,0,548
1045,1188,579,522,353,1,2051
1046,1051,526,479,2407,0,2581
1047,908,244,240,4380,0,3575
1048,1144,370,348,3299,0,1528
1049,886,444,409,2634,0,85
1050,239,618,556,4371,0,3322
1051,430,492,457,4306,1,3421
1052,759,270,260,527,0,376
1053,522,544,497,1675,0,676
1054,227,591,535,2797,0,4333
1055,657,500,463,1187,0,1154
1056,885,495,455,4002,1,4989
1057,1218,95,96,3547,0,2060
1058,706,246,240,4132,0,5039
1059,1161,525,480,4499,0,3335
1060,319,619,558,847,0,4914
1061,491,435,404,1571,0,833
1062,6,470,440,2978,0,2034
1063,93,426,403,2658,0,2942
1064,549,221,215,1715,1,679
1065,881,257,247,2492,1,3050
1066,579,137,141,4403,0,3502
1067,853,240,237,2538,0,4549
1068,878,532,487,1439,1,1250
1069,1088,453,420,2961,1,1571
1070,1309,235,231,3898,0,2031
1071,967,328,420,4257,0,3587
1072,170,161,267,4023,0,4877
1073,52,568,527,1693,1,1706
1074,216,270,262,4545,0,3392
1075,489,576,522,1035,1,3435
1076,266,334,382,3904,0,3386
1077,738,520,474,4544,0,3542
1078,1208,473,440,3658,1,1592
1079,182,596,540,2837,0,4367
1080,574,520,475,1581,1,1172
1081,991,289,277,3510,0,750
1082,350,244,267,1116,1,4713
1083,963,297,286,4055,1,5081
1084,1281,466,428,3417,1,1525
1085,1056,458,427,4095,0,4775
1086,1303,431,404,1008,0,342
1087,20,414,384,696,1,557
1088,621,377,351,2036,0,1642
1089,1142,332,315,3734,0,2040
1090,1078,287,273,3203,1,2572
1091,787,451,420,1111,0,717
1092,1285,349,331,3562,1,2076
1093,708,255,245,2074,1,701
1094,401,513,477,678,0,1909
1095,1279,329,311,758,1,1384
1096,785,459,580,954,1,475
1097,51,464,426,1617,1,2135
1098,991,289,277,979,0,158
1099,1219,524,480,3682,1,776
1100,316,346,325,1277,1,977
1101,434,505,463,3445,1,1837
1102,430,492,457,1507,1,2911
1103,15,299,351,220,1,3792
1104,762,498,463,2786,0,4542
1105,517,198,306,458,0,328
1106,303,251,247,4223,0,4734
1107,163,337,323,2255,1,2368
1108,1042,417,389,2877,0,4271
1109,339,601,543,1075,0,4402
1110,479,496,458,2648,0,322
1111,1170,410,385,3218,0,760
1112,921,375,353,1267,1,861
1113,68,505,463,511,0,2844
1114,1167,306,300,622,1,2249
1115,500,568,517,406,1,1842
1116,62,126,131,489,0,2232
1117,376,174,216,4796,0,3909
1118,582,359,342,2214,0,2099
1119,1209,530,484,3670,0,1316
1120,193,334,367,102,1,754
1121,720,79,80,312,0,1201
1122,643,471,432,1352,0,4458
1123,822,471,433,2750,0,4559
1124,301,244,259,3065,0,941
1125,1143,282,268,459,0,170
1126,673,625,562,3897,0,430
1127,663,450,415,2473,0,436
1128,1303,431,404,1764,0,4003
1129,312,502,462,609,1,320
1130,981,558,509,3508,1,586
1131,822,471,433,740,0,3053
1132,286,317,351,3979,1,4905
1133,762,498,463,2466,0,1591
1134,58,133,138,1813,0,4788
1135,1113,439,404,3579,0,763
1136,755,491,450,3342,1,1950
1137,945,445,415,2115,1,2760
1138,1,362,340,141,1,4095
1139,523,179,176,2844,1,4274
1140,1278,251,241,2872,1,4650
1141,883,415,383,2215,0,2531
1142,125,54,54,654,0,1720
1143,356,472,437,311,1,4189
1144,915,292,280,2673,0,2648
1145,741,156,157,2156,1,3790
1146,91,489,450,454,1,1703
1147,1101,478,439,1168,1,1104
1148,797,455,419,3487,1,593
1149,1104,385,360,3233,0,2582
1150,689,289,367,3397,1,1932
1151,991,289,277,2330,0,2265
1152,951,469,435,3068,1,546
1153,231,6,4,2206,1,2873
1154,574,520,475,1593,1,3003
1155,574,520,475,4287,1,3500
1156,376,174,216,1337,0,560
1157,626,83,85,3135,0,3248
1158,351,611,548,3744,0,4776
1159,663,450,415,2473,0,4851
1160,574,520,475,4731,1,3998
1161,1248,467,428,3762,1,1422
1162,89,445,410,453,0,3341
1163,215,331,314,1324,0,222
1164,1233,473,431,602,0,2213
1165,1199,28,26,3542,1,4262
1166,1075,543,497,4703,1,3925
1167,411,607,545,1448,0,1153
1168,716,169,166,2067,0,2212
1169,431,183,181,4406,0,3422
1170,938,502,462,1268,1,907
1171,710,69,70,3772,0,4532
1172,883,415,383,4651,0,4076
1173,375,481,440,1332,0,3304
1174,443,254,244,1404,1,3918
1175,642,476,438,1180,1,1129
1176,349,311,302,2313,1,2248
1177,1004,214,211,3512,0,539
1178,268,317,302,2981,1,625
1179,1170,410,385,3216,0,1287
1180,602,470,433,2613,1,1186
1181,514,445,408,1662,0,1489
1182,911,616,553,3791,0,110
1183,38,329,312,1328,0,1409
1184,966,144,146,863,1,2376
1185,1119,285,272,3269,0,4110
1186,1135,406,376,3664,1,2590
1187,1243,391,442,3826,1,2105
1188,320,478,440,1384,0,1795
1189,1184,560,508,24,0,153
1190,198,84,88,2739,1,1636
1191,1221,231,226,1913,1,3130
1192,6,470,440,2978,0,4216
1193,910,445,409,4394,0,3576
1194,781,377,351,3535,0,1501
1195,58,133,138,1809,0,1480
1196,655,449,422,2136,1,2508
1197,1192,260,248,4771,0,4122
1198,860,237,233,4191,0,5071
1199,405,473,434,3619,0,1526
1200,171,87,89,3761,0,1371
1201,1243,391,442,3829,1,2656
1202,460,239,231,4039,1,4978
1203,496,232,338,1595,1,2929
1204,1194,477,437,4543,0,3281
1205,468,486,447,4074,0,4970
1206,785,459,580,3469,1,1494
1207,510,618,555,926,0,325
1208,80,375,353,648,1,988
1209,952,290,276,2752,1,1262
1210,777,457,420,1579,1,1218
1211,1316,635,576,1882,1,2734
1212,969,442,409,4068,0,5100
1213,1232,462,427,4483,0,3465
1214,914,499,456,4618,0,3721
1215,32,577,525,3573,1,582
1216,183,613,550,613,0,1745
1217,278,512,419,2081,0,2885
1218,940,168,166,2959,0,1998
1219,423,374,354,231,1,1163
1220,788,554,511,611,0,1961
1221,466,457,417,2037,0,1855
1222,995,551,502,3107,0,1272
1223,399,609,547,3833,0,1613
1224,886,444,409,2633,0,654
1225,282,495,456,3206,1,1856
1226,642,476,438,3454,1,1396
1227,615,143,147,2550,1,596
1228,489,576,522,4627,1,3922
1229,255,459,426,719,1,2653
1230,132,336,334,1672,1,1979
1231,1260,92,95,4571,0,3645
1232,956,563,514,3051,1,3088
1233,1060,459,427,582,0,2280
1234,684,286,271,2011,1,949
1235,232,538,494,3753,1,1750
1236,777,457,420,1575,1,4546
1237,541,404,371,3986,0,5010
1238,294,211,203,1806,0,2892
1239,247,256,247,4511,1,3381
1240,99,480,443,3420,0,1853
1241,54,308,298,2426,1,2301
1242,576,470,433,110,0,3999
1243,365,387,361,2102,1,2952
1244,227,591,535,4052,0,4845
1245,241,2,2,3292,0,623
1246,1178,470,433,3451,0,664
1247,730,155,155,2143,0,2774
1248,428,343,323,4411,0,3319
1249,1178,470,433,2326,0,2420
1250,1249,416,389,1135,0,467
1251,181,500,462,122,0,4212
1252,226,504,466,3391,1,1749
1253,539,452,415,2364,1,2238
1254,619,509,470,1551,0,3510
1255,870,567,514,4276,1,3561
1256,339,601,543,1077,0,4917
1257,1022,463,427,1790,0,1347
1258,1221,231,226,3994,1,5149
1259,802,382,358,4674,0,4070
1260,716,169,166,2068,0,1468
1261,148,498,457,1629,0,2166
1262,1253,459,427,1696,0,898
1263,367,317,302,2201,1,1070
1264,72,471,432,424,0,3919
1265,286,317,351,4722,1,3888
1266,293,426,397,784,0,3892
1267,565,274,264,572,0,956
1268,312,502,462,1833,1,2971
1269,1262,14,12,3559,0,3170
1270,312,502,462,4420,1,3480
1271,924,216,329,2915,1,4263
1272,167,359,344,593,0,1011
1273,1112,527,480,1651,0,1293
1274,690,458,422,4140,0,5029
1275,82,344,330,4240,0,4856
1276,794,486,446,3346,0,1666
1277,510,618,555,1642,0,1901
1278,878,532,487,1426,1,3070
1279,829,460,419,3941,0,4815
1280,618,382,357,2108,0,2112
1281,240,598,539,636,0,3185
1282,611,470,433,1787,0,1661
1283,95,370,347,389,1,3313
1284,480,458,420,3515,1,1650
1285,792,562,514,4658,1,3669
1286,314,627,566,825,0,544
1287,613,182,248,1793,1,1196
1288,680,522,478,3376,1,1890
1289,1294,505,462,1161,0,840
1290,1118,313,301,3364,0,2035
1291,725,127,132,2055,0,4148
1292,984,506,462,3714,0,1106
1293,547,387,360,298,0,4489
1294,292,86,107,775,1,631
1295,870,567,514,600,1,2512
1296,955,606,546,3115,0,2127
1297,703,528,481,4808,0,4029
1298,758,297,283,964,1,375
1299,585,486,446,3935,1,4853
1300,437,390,361,1929,0,2633
1301,691,518,475,4606,0,4023
1302,742,603,542,3188,0,705
1303,126,391,363,1145,1,860
1304,991,289,277,2873,0,4314
1305,839,493,451,2570,1,4273
1306,272,459,427,2649,1,49
1307,513,161,267,133,0,4795
1308,378,575,519,841,1,18
1309,827,454,443,2856,0,4235
1310,652,445,414,2016,1,658
1311,336,348,328,821,0,4401
1312,1092,464,430,2406,1,2578
1313,824,624,568,1973,0,2641
1314,637,273,264,374,0,355
1315,538,479,439,3409,1,2457
1316,647,175,172,1643,0,4338
1317,1047,548,500,1437,0,3104
1318,1225,432,404,4642,0,3682
1319,1041,509,468,1866,0,2730
1320,58,133,138,1808,0,2837
1321,1091,180,178,173,1,442
1322,744,311,297,3863,0,2818
1323,129,371,356,413,1,1723
1324,228,484,447,738,1,2141
1325,475,432,458,1422,0,3287
1326,1210,500,456,4445,0,3630
1327,1113,439,404,1018,0,449
1328,579,137,141,1175,0,1173
1329,12,499,462,2589,1,1237
1330,1187,238,230,1588,1,4408
1331,401,513,477,923,0,333
1332,1211,151,150,35,0,881
1333,522,544,497,4410,0,3267
1334,765,413,382,4460,1,3233
1335,342,154,154,3572,1,1566
1336,221,353,336,4324,0,3372
1337,39,523,535,1819,0,344
1338,524,217,212,1688,1,1569
1339,616,444,415,2683,0,2665
1340,1272,473,433,2980,1,1580
1341,933,352,334,1962,1,3078
1342,1023,98,102,292,0,3714
1343,615,143,147,2544,1,183
1344,864,359,339,2608,1,3566
1345,218,481,445,2740,1,4373
1346,924,216,329,2918,1,1465
1347,862,329,314,2216,1,2522
1348,678,539,492,4599,0,4025
1349,137,453,414,4091,0,4689
1350,168,487,466,3920,0,4876
1351,723,149,148,3209,0,1204
1352,785,459,580,4085,1,4801
1353,1151,453,414,3543,0,2055
1354,19,621,559,503,0,4236
1355,908,244,240,2664,0,738
1356,1235,376,351,682,1,1319
1357,364,398,370,520,1,228
1358,1113,439,404,1295,0,1294
1359,56,640,579,1457,1,1155
1360,424,496,464,1330,0,1424
1361,841,369,348,2581,1,8
1362,687,472,437,2784,1,4455
1363,26,582,528,3816,0,1540
1364,869,452,425,2332,1,406
1365,1068,477,439,4348,0,3464
1366,571,3,5,4522,1,3165
1367,227,591,535,4849,0,3831
1368,236,401,368,2977,1,1383
1369,885,495,455,2342,1,2168
1370,838,276,432,2566,0,726
1371,399,609,547,3837,0,2402
1372,511,43,42,3424,0,505
1373,1303,431,404,3894,0,1549
1374,861,485,451,2601,1,1869
1375,87,497,555,2379,1,2295
1376,823,528,481,3399,0,722
1377,1277,553,503,3624,0,2072
1378,827,454,443,2527,0,3558
1379,477,510,468,4263,1,3636
1380,630,450,414,1984,0,4247
1381,72,471,432,423,0,1085
1382,697,306,290,2371,0,2279
1383,1119,285,272,3263,0,1298
1384,1068,477,439,4702,0,3953
1385,116,567,514,3372,1,1714
1386,827,454,443,2521,0,3056
1387,215,331,314,1326,0,4372
1388,731,200,197,2148,0,707
1389,786,483,446,2503,1,716
1390,34,502,463,3505,0,4763
1391,933,352,334,1949,1,418
1392,1262,14,12,3559,0,25
1393,223,358,339,4316,0,3155
1394,325,461,424,842,0,633
1395,277,393,363,4372,0,3156
1396,949,283,270,4390,0,3314
1397,17,574,520,4291,0,3347
1398,331,261,252,1065,1,1792
1399,191,261,252,1625,1,2943
1400,283,262,420,745,0,3146
1401,438,35,33,1382,0,1815
1402,1268,189,187,4712,1,3778
1403,9,475,433,3124,0,2599
1404,281,75,75,925,1,241
1405,684,286,271,2009,1,578
1406,1293,499,468,799,0,2720
1407,14,471,433,432,0,755
1408,624,96,97,2040,0,1926
1409,376,174,216,1335,0,4272
1410,351,611,548,3744,0,1799
1411,762,498,463,2468,0,3539
1412,539,452,415,4325,1,3286
1413,513,161,267,111,0,1158
1414,315,549,501,828,1,1785
1415,710,69,70,3772,0,3036
1416,787,451,420,3722,0,86
1417,847,213,210,2382,0,2517
1418,947,564,510,4859,0,4083
1419,1147,472,435,3936,1,4673
1420,242,515,473,761,1,1111
1421,1297,236,231,1542,1,875
1422,303,251,247,798,0,1781
1423,1221,231,226,3706,1,1517
1424,354,359,337,1532,1,3917
1425,701,534,489,4668,0,4028
1426,59,458,419,771,0,4255
1427,346,459,420,3747,0,639
1428,155,197,194,558,0,2796
1429,818,552,513,4262,0,3552
1430,545,499,462,2161,0,2097
1431,1118,589,534,2285,0,2698
1432,792,562,514,2557,1,1358
1433,171,87,89,2688,0,2319
1434,1211,151,150,4903,0,3743
1435,787,451,420,1109,0,2715
1436,628,12,10,332,0,691
1437,1118,313,301,2191,0,2587
1438,1031,233,225,2923,1,1838
1439,1112,527,480,4520,0,3614
1440,342,154,154,4515,1,3411
1441,445,238,232,1539,1,310
1442,743,513,479,1921,1,2649
1443,616,444,415,3707,0,2458
1444,349,311,302,834,1,3295
1445,99,480,443,1441,0,3448
1446,962,410,376,3349,0,1579
1447,644,479,440,83,0,1543
1448,1006,343,323,3017,1,3091
1449,736,253,247,1263,1,2976
1450,417,473,440,362,0,4266
1451,1019,496,456,4478,0,3175
1452,97,583,529,282,0,2754
1453,301,244,259,3065,0,4002
1454,1224,512,469,4335,0,3637
1455,327,404,371,3448,0,1831
1456,602,470,433,2611,1,4510
1457,3,298,285,867,1,69
1458,936,120,123,2914,1,742
1459,45,38,41,379,0,1376
1460,1048,411,377,3030,0,1671
1461,848,209,206,3323,0,4228
1462,494,376,353,1412,0,1100
1463,417,473,440,4588,0,3969
1464,1051,526,479,3528,0,5125
1465,489,576,522,3989,1,4944
1466,1159,572,517,1105,0,901
1467,221,353,336,3388,0,620
1468,347,359,339,1096,1,4230
1469,29,454,442,3777,1,1755
1470,46,380,356,1120,1,473
1471,143,65,66,1730,0,1741
1472,813,70,71,3483,0,1959
1473,97,583,529,4811,0,3767
1474,1052,411,376,3095,0,4088
1475,963,297,286,3506,1,730
1476,124,31,29,3760,1,4379
1477,104,478,440,471,0,606
1478,329,160,108,1063,0,1789
1479,649,362,345,4414,1,3519
1480,1260,92,95,4780,0,4136
1481,314,627,566,904,0,252
1482,1211,151,150,537,0,2731
1483,307,225,225,197,0,3401
1484,181,500,462,118,0,855
1485,260,538,495,4279,1,3390
1486,167,359,344,2735,0,4364
1487,572,513,471,1736,0,4496
1488,218,481,445,1837,1,2868
1489,1080,515,469,2960,1,3289
1490,376,174,216,1339,0,4786
1491,360,479,446,1587,0,4406
1492,1235,376,351,19,1,2610
1493,1236,358,339,3703,0,5148
1494,984,506,462,3634,0,652
1495,59,458,419,3800,0,199
1496,644,479,440,60,0,2466
1497,858,327,313,4441,0,3243
1498,316,346,325,999,1,312
1499,1119,285,272,3268,0,3616
1500,632,411,432,1989,1,352
1501,489,576,522,1229,1,1091
1502,325,461,424,4027,0,4912
1503,1205,27,27,507,0,1563
1504,487,418,387,367,1,1095
1505,553,465,432,1720,1,1913
1506,1317,356,337,3090,0,2006
1507,930,485,445,1619,0,3077
1508,190,384,360,4852,1,3871
1509,312,502,462,4696,1,3973
1510,204,555,505,3408,1,1771
1511,554,540,496,2847,0,4490
1512,199,521,479,638,1,1553
1513,896,220,214,2637,0,4586
1514,375,481,440,1332,0,3908
1515,1001,518,477,3250,1,1484
1516,766,466,433,2316,0,2194
1517,806,576,522,2446,0,2497
1518,290,390,361,2359,1,2346
1519,32,577,525,1285,1,1068
1520,272,459,427,4721,1,3690
1521,250,443,410,1386,0,2917
1522,99,480,443,337,0,4205
1523,141,587,535,3981,0,4874
1524,67,457,420,2729,1,4351
1525,1167,306,300,21,1,4423
1526,983,451,420,3147,1,530
1527,802,382,358,2576,0,1508
1528,266,334,382,3900,0,2878
1529,45,38,41,379,0,41
1530,945,445,415,3499,1,657
1531,206,479,440,365,0,1690
1532,215,331,314,1325,0,618
1533,411,607,545,1449,0,1898
1534,925,182,179,2983,1,1999
1535,697,306,290,4181,0,4838
1536,938,502,462,2396,1,2541
1537,321,464,427,1594,0,2699
1538,669,264,252,4477,0,3523
1539,15,299,351,223,1,4807
1540,643,471,432,4252,0,4979
1541,67,457,420,2089,1,2306
1542,970,117,129,3078,0,4264
1543,805,517,477,4429,1,3280
1544,789,435,404,2517,0,1470
1545,1277,553,503,3140,0,3142
1546,468,486,447,3427,0,655
1547,1181,439,410,2955,0,1473
1548,684,286,271,2852,1,4310
1549,207,525,490,766,1,2886
1550,690,458,422,3117,0,4519
1551,59,458,419,266,0,3759
1552,1053,418,387,4142,1,4951
1553,1167,306,300,1342,1,1084
1554,949,283,270,2398,0,2543
1555,13,458,429,2956,0,2794
1556,293,426,397,781,0,1778
1557,666,206,206,4075,1,4968
1558,545,499,462,929,0,301
1559,182,596,540,612,0,1744
1560,661,602,541,2111,0,3022
1561,1038,624,563,3170,0,4097
1562,339,601,543,1081,0,3410
1563,918,122,124,3973,1,5091
1564,179,606,543,4656,0,3821
1565,685,443,408,2013,0,1412
1566,732,375,351,2234,0,4036
1567,687,472,437,4398,1,3469
1568,767,511,466,4458,1,3541
1569,248,539,492,1043,1,236
1570,1279,329,311,4273,1,3190
1571,921,375,353,4615,1,3727
1572,1316,635,576,4464,1,3540
1573,845,230,222,3116,1,4191
1574,794,486,446,2722,0,4306
1575,51,464,426,2017,1,511
1576,1159,572,517,295,0,3621
1577,512,370,358,2656,1,327
1578,842,62,62,2582,1,13
1579,579,137,141,2325,0,2449
1580,1044,455,419,1602,1,2575
1581,494,376,353,4742,0,3927
1582,837,256,249,2563,0,583
1583,685,443,408,4094,0,5035
1584,1189,503,463,3574,0,3227
1585,1120,493,450,4665,0,3662
1586,457,234,226,1445,1,3450
1587,837,256,249,2564,0,2803
1588,873,569,516,3896,0,733
1589,499,568,517,159,1,290
1590,1230,226,221,3702,1,3741
1591,294,211,203,4298,0,3306
1592,294,211,203,3976,0,4819
1593,720,79,80,3365,0,702
1594,54,308,298,4233,1,4860
1595,220,454,416,2306,0,2328
1596,475,432,458,1850,0,2936
1597,177,573,519,157,0,2320
1598,969,442,409,4494,0,3588
1599,41,467,432,4479,0,3188
1600,1073,307,334,4531,0,3606
1601,517,198,306,4609,0,3985
1602,1104,385,360,3234,0,762
1603,1293,499,468,3134,0,2177
1604,290,390,361,4492,1,3182
1605,1209,530,484,4783,0,4124
1606,845,230,222,3153,1,2382
1607,644,479,440,4265,0,3518
1608,1291,372,353,3563,1,1558
1609,562,516,472,4592,1,3678
1610,890,373,352,239,0,3713
1611,952,290,276,3503,1,745
1612,6,470,440,2978,0,2704
1613,185,404,375,4171,1,4948
1614,414,455,423,1948,0,4
1615,15,299,351,226,1,147
1616,1051,526,479,1023,0,443
1617,829,460,419,364,0,4304
1618,203,496,466,639,1,1763
1619,526,504,468,1478,0,1849
1620,1238,190,195,1776,1,2787
1621,1057,164,164,39,1,838
1622,496,232,338,1585,1,2274
1623,261,449,415,709,1,2282
1624,1099,378,357,4356,0,3186
1625,699,333,315,440,0,1938
1626,175,484,447,4865,0,4071
1627,1061,141,144,3198,0,3096
1628,951,469,435,4880,1,3745
1629,415,498,460,1465,0,794
1630,141,587,535,1372,0,1732
1631,270,129,133,3405,0,626
1632,186,330,316,2348,0,2323
1633,454,513,473,3315,0,1850
1634,253,152,153,2744,1,4381
1635,838,276,432,4053,0,5070
1636,827,454,443,2525,0,1630
1637,1214,472,439,3322,0,2153
1638,783,529,482,52,0,4550
1639,945,445,415,1234,1,1120
1640,778,446,415,2388,0,2495
1641,175,484,447,1832,0,3069
1642,954,256,246,1732,1,330
1643,950,266,255,3038,1,3312
1644,62,126,131,488,0,3276
1645,202,639,578,2007,1,1770
1646,949,283,270,4187,0,5097
1647,459,514,472,3421,0,1871
1648,155,197,194,559,0,579
1649,158,203,202,1739,0,1007
1650,921,375,353,2395,1,2169
1651,1215,490,455,1216,1,1002
1652,489,576,522,1033,1,4428
1653,1126,492,457,858,0,240
1654,757,530,484,2387,0,2489
1655,305,474,432,807,1,1782
1656,783,529,482,601,0,2498
1657,673,625,562,3899,0,2013
1658,576,470,433,109,0,3501
1659,805,517,477,2500,1,2037
1660,844,374,351,2584,0,1974
1661,980,519,475,1762,0,2647
1662,325,461,424,844,0,3407
1663,185,404,375,4790,1,3926
1664,83,513,474,4284,0,3148
1665,1251,279,488,27,0,480
1666,1279,329,311,4827,1,3689
1667,478,342,331,2134,1,1147
1668,212,99,103,3576,0,1786
1669,547,387,360,303,0,2996
1670,832,22,20,2562,1,4988
1671,1078,287,273,4177,1,5119
1672,581,21,19,1754,0,4001
1673,851,451,417,4173,0,4969
1674,222,492,457,1875,0,3028
1675,1106,507,462,2408,1,2583
1676,563,418,386,4593,0,3945
1677,1106,507,462,2881,1,4617
1678,525,630,570,2845,0,4482
1679,187,485,446,893,0,135
1680,627,597,539,2109,0,2462
1681,356,472,437,307,1,2908
1682,550,71,72,4363,0,3161
1683,431,183,181,1514,0,4929
1684,855,545,498,2599,0,2694
1685,965,337,324,3045,0,422
1686,56,640,579,1461,1,3982
1687,1251,279,488,4427,0,3642
1688,776,204,203,1201,0,923
1689,20,414,384,2815,1,4377
1690,1316,635,576,952,1,379
1691,1238,190,195,3930,1,4992
1692,1114,461,421,1682,0,1674
1693,810,338,323,3481,1,1958
1694,684,286,271,2012,1,2259
1695,859,396,366,3752,0,1972
1696,626,83,85,3135,0,2191
1697,1172,590,538,4693,1,4120
1698,645,438,403,1124,0,1143
1699,1154,507,462,354,0,1492
1700,1194,477,437,1046,0,462
1701,475,432,458,2087,0,2239
1702,671,491,453,2900,0,4513
1703,339,601,543,1076,0,2903
1704,944,107,111,4314,0,3462
1705,976,128,133,3089,0,426
1706,137,453,414,1607,0,2122
1707,797,455,419,3132,1,2515
1708,817,457,420,2184,0,3049
1709,395,622,561,3308,0,4160
1710,777,457,420,4457,1,3543
1711,1254,641,581,3727,1,2202
1712,924,216,329,2916,1,4778
1713,126,391,363,882,1,202
1714,68,505,463,4734,0,3849
