row_id,name,startdate,location,description,eventstatus,page_url
1717,2376,163,0,1147,0,3633
1718,1795,1373,0,1729,0,4801
1719,934,1497,0,614,0,4634
1720,484,144,0,284,0,4921
1721,2556,1731,0,2874,0,5155
1722,747,2328,0,3100,0,1200
1723,861,1213,0,2044,0,3590
1724,2976,2267,0,2978,0,1757
1725,643,319,0,2624,0,2254
1726,244,999,0,543,0,3566
1727,1361,3347,0,1119,0,5914
1728,2717,1186,0,2289,0,3659
1729,105,1655,0,2581,0,5853
1730,1194,488,0,2711,0,1769
1731,2310,213,0,1169,0,5352
1732,757,1767,0,2514,0,115
1733,533,1116,0,577,0,3842
1734,1327,2897,0,50,0,6072
1735,1459,2245,0,2522,0,1256
1736,1900,2239,0,3119,0,1352
1737,1824,1210,0,1196,0,4158
1738,2940,1594,0,184,0,5800
1739,2910,485,0,2062,0,2730
1740,1457,1257,0,1316,0,4361
1741,2123,431,0,2312,0,2444
1742,460,2047,0,3043,0,589
1743,2883,1808,0,2934,0,5375
1744,534,1307,0,172,0,3860
1745,928,1818,0,2829,0,5469
1746,1393,3159,0,2437,0,6388
1747,2383,146,0,358,0,3464
1748,1313,2830,0,1050,0,7147
1749,3420,2087,0,204,0,593
1750,3264,1229,0,788,0,4295
1751,324,352,0,2507,0,1934
1752,3075,1134,0,1868,0,4326
1753,544,1733,0,2631,0,5616
1754,521,1933,0,3144,0,160
1755,616,9,0,763,0,316
1756,440,2139,0,2503,0,704
1757,129,2141,0,2562,0,1297
1758,441,352,0,2608,0,2214
1759,1826,976,0,2103,0,3463
1760,2438,400,0,2855,0,1827
1761,285,190,0,1081,0,4863
1762,2597,2568,0,1521,0,6879
1763,1445,2325,0,2523,0,1265
1764,1773,1577,0,2784,0,5072
1765,457,1168,0,791,0,4190
1766,3127,2407,0,2375,0,6735
1767,578,125,0,2131,0,572
1768,2492,1268,0,194,0,3672
1769,2010,579,0,493,0,2538
1770,2385,237,0,1100,0,3925
1771,830,28,0,2130,0,5764
1772,1321,3182,0,1475,0,6367
1773,2488,586,0,2466,0,2649
1774,2684,694,0,760,0,2601
1775,2918,1878,0,1907,0,237
1776,2046,151,0,1404,0,542
1777,824,183,0,626,0,13
1778,40,341,0,2568,0,2384
1779,550,1643,0,2635,0,5609
1780,1946,81,0,1584,0,177
1781,1897,2270,0,3118,0,1360
1782,749,1154,0,1993,0,4067
1783,2635,1336,0,2119,0,3836
1784,1698,157,0,712,0,4548
1785,2657,26,0,2096,0,2814
1786,653,863,0,1183,0,3439
1787,240,2189,0,3035,0,691
1788,555,2254,0,3091,0,892
1789,999,2194,0,2836,0,972
1790,2081,1099,0,1313,0,4403
1791,2600,2669,0,1650,0,6972
1792,1384,3341,0,1268,0,5946
1793,2684,712,0,760,0,2604
1794,922,1089,0,2027,0,3960
1795,412,1226,0,1603,0,4449
1796,2159,1791,0,3155,0,6
1797,1297,2092,0,3108,0,1208
1798,3165,960,0,175,0,3322
1799,2580,1249,0,1281,0,4220
1800,2721,301,0,819,0,500
1801,2408,91,0,2014,0,3255
1802,2399,223,0,1449,0,3888
1803,2612,1954,0,1447,0,7091
1804,2636,1239,0,1792,0,3794
1805,2823,3195,0,70,0,6442
1806,2582,2153,0,2895,0,1688
1807,2043,152,0,1413,0,543
1808,394,1225,0,1038,0,3876
1809,1030,113,0,2123,0,145
1810,1079,3081,0,2338,0,6261
1811,1570,2330,0,298,0,6690
1812,47,1547,0,1753,0,4938
1813,211,371,0,1867,0,455
1814,2386,65,0,812,0,3108
1815,1223,236,0,2023,0,4514
1816,2642,876,0,372,0,3509
1817,1328,3169,0,1477,0,6394
1818,503,2178,0,2881,0,795
1819,966,2346,0,2834,0,1037
1820,2922,1673,0,2527,0,5520
1821,558,2143,0,3088,0,849
1822,2606,2027,0,1911,0,6252
1823,2615,3053,1,1656,0,6253
1824,3171,891,0,2132,0,3304
1825,716,3091,1,2193,0,6282
1826,3098,2318,0,1873,0,6702
1827,220,254,0,978,0,427
1828,3020,790,0,1704,0,2890
1829,638,330,0,2622,0,2257
1830,1790,1552,0,2784,0,5033
1831,2607,2033,0,1645,0,6266
1832,886,558,0,2704,0,2016
1833,245,1020,0,605,0,3569
1834,2694,393,0,2748,0,2302
1835,2502,1303,0,195,0,3688
1836,2932,1806,0,2534,0,5559
1837,3458,1969,0,3151,0,6012
1838,2671,492,0,2613,0,2320
1839,42,1487,0,2738,0,4765
1840,2840,2497,0,723,0,6837
1841,217,209,0,961,0,399
1842,1071,2887,0,658,0,6038
1843,1213,62,0,355,0,4346
1844,2211,1764,0,2544,0,5787
1845,2884,645,0,1216,0,2722
1846,825,188,0,626,0,14
1847,1571,3282,0,1642,0,6481
1848,665,947,0,1897,0,3541
1849,1780,1427,0,1752,0,4820
1850,2026,2616,0,1434,0,6901
1851,2493,1341,0,148,0,3697
1852,2458,993,0,1263,0,3087
1853,2956,1133,0,2146,0,4383
1854,456,2367,0,458,0,1137
1855,1238,888,0,2143,0,3391
1856,1230,1002,0,1021,0,3414
1857,290,227,0,1790,0,4865
1858,2885,756,0,1252,0,2807
1859,2883,1804,0,2934,0,5370
1860,2689,316,0,2746,0,2273
1861,686,602,0,1178,0,2516
1862,2165,2298,0,2722,0,1129
1863,613,56,0,539,0,355
1864,1472,148,0,1789,0,2871
1865,2455,1056,0,1219,0,3105
1866,1863,2778,0,2221,0,5987
1867,2174,1950,0,2185,0,7070
1868,3045,1200,0,1500,0,3591
1869,38,340,0,656,0,2383
1870,1871,1485,0,545,0,4862
1871,2316,170,0,1431,0,5313
1872,510,2381,0,2882,0,829
1873,2822,3105,0,68,0,6319
1874,2352,710,0,1862,0,2478
1875,417,2339,0,2497,0,719
1876,1866,208,0,359,0,2895
1877,1701,170,0,1891,0,4558
1878,2389,105,0,1165,0,3211
1879,2244,598,0,2097,0,2484
1880,2942,1881,0,2920,0,283
1881,1778,1617,0,2784,0,5007
1882,415,2356,0,2498,0,725
1883,2612,1965,0,1448,0,7123
1884,1302,1325,0,1809,0,4105
1885,2885,1016,0,1250,0,3216
1886,1047,293,0,2595,0,2147
1887,2871,339,0,2549,0,2360
1888,2865,1662,0,2922,0,5300
1889,2735,145,0,1243,0,4890
1890,3031,978,0,1707,0,2972
1891,616,58,0,763,0,320
1892,2126,456,0,2378,0,2455
1893,2644,1014,0,371,0,3513
1894,3410,2445,0,154,0,6775
1895,3338,353,0,3033,0,2343
1896,3397,19,0,1654,0,471
1897,217,204,0,961,0,395
1898,2692,296,0,2753,0,2262
1899,29,1512,0,2292,0,4917
1900,2495,1106,0,162,0,3635
1901,2561,1783,0,2871,0,5175
1902,1825,1145,0,1202,0,4153
1903,2081,1108,0,1324,0,4407
1904,1113,1666,0,2602,0,5681
1905,3217,1838,0,3008,0,5868
1906,1093,2104,0,3079,0,1069
1907,2916,1824,0,2946,0,5381
1908,937,1746,0,2827,0,5446
1909,770,53,0,1643,0,5514
1910,2377,262,0,1198,0,3969
1911,2080,1391,0,1885,0,4744
1912,2323,485,0,2905,0,2088
1913,1239,857,0,1996,0,3387
1914,2900,1408,0,2939,0,4774
1915,2408,101,0,2014,0,3311
1916,3396,1335,0,451,0,4317
1917,2170,2102,0,2814,0,1456
1918,1339,2820,0,2226,0,7167
1919,2389,13,0,1165,0,3187
1920,1462,1000,0,1775,0,3524
1921,147,2917,0,2314,0,6097
1922,529,2949,0,1339,0,6113
1923,505,2283,0,2883,0,780
1924,459,2050,0,3043,0,591
1925,990,2154,0,2843,0,955
1926,3147,1669,0,2988,0,5243
1927,1444,2160,0,3068,0,906
1928,547,1745,0,2636,0,5629
1929,510,2384,0,2882,0,832
1930,1095,2140,0,3079,0,1074
1931,1831,1135,0,1800,0,4148
1932,526,2733,0,399,0,7079
1933,2891,846,0,1294,0,3181
1934,2677,480,0,602,0,2314
1935,348,46,0,526,0,4831
1936,2307,146,0,684,0,5284
1937,1471,152,0,1789,0,2879
1938,1651,812,0,982,0,3349
1939,827,36,0,2130,0,5818
1940,470,1906,0,3082,0,313
1941,3199,3283,1,884,0,6539
1942,1910,2114,0,2484,0,6602
1943,1427,2526,0,363,0,6855
1944,1244,925,0,2485,0,3397
1945,12,2048,0,88,0,6590
1946,2706,830,0,2050,0,3123
1947,3214,1773,0,3009,0,5873
1948,2488,578,0,2466,0,2646
1949,1996,1086,0,1365,0,3900
1950,480,281,0,454,0,556
1951,3447,2138,0,1948,0,6639
1952,2637,1160,0,169,0,3775
1953,2704,893,0,1923,0,3149
1954,1184,156,0,2018,0,2920
1955,2862,951,0,285,0,3247
1956,669,825,0,2036,0,3429
1957,4,2504,0,141,0,5965
1958,1878,843,0,1701,0,3026
1959,2601,2997,1,1644,0,6175
1960,729,2274,0,3100,0,1190
1961,2662,192,0,1772,0,2835
1962,2882,604,0,1154,0,2703
1963,1030,117,0,2123,0,146
1964,276,2168,0,3039,0,653
1965,3354,2252,0,2735,0,1145
1966,812,473,0,2673,0,2104
1967,2191,1673,0,2539,0,5768
1968,232,380,0,1762,0,484
1969,716,3016,1,2197,0,6193
1970,2209,1543,0,2542,0,5699
1971,3220,1780,0,3011,0,5887
1972,1261,1222,0,1702,0,3728
1973,1466,1076,0,1992,0,4344
1974,1581,189,0,495,0,4786
1975,541,1613,0,2638,0,5584
1976,712,2722,0,799,0,7047
1977,1166,241,0,1005,0,2939
1978,1333,3224,0,1514,0,6424
1979,1570,2141,0,198,0,6607
1980,270,1050,0,2111,0,3574
1981,2501,1247,0,140,0,3675
1982,835,2125,0,2518,0,916
1983,594,1137,0,993,0,4199
1984,547,1748,0,2636,0,5628
1985,1627,2849,0,1344,0,5998
1986,2468,616,0,1682,0,2659
1987,2334,350,0,2910,0,954
1988,747,2330,0,3100,0,1201
1989,2380,61,0,559,0,2996
1990,2910,875,0,2061,0,3191
1991,2879,1455,0,2932,0,4789
1992,808,332,0,2672,0,2097
1993,2528,1694,0,2864,0,5144
1994,2032,2133,0,742,0,6629
1995,822,169,0,1430,0,21
1996,2548,2267,0,3129,0,1664
1997,3441,2810,0,1767,0,5994
1998,918,1249,0,925,0,3948
1999,2919,1655,0,2524,0,5511
2000,1124,1028,0,1931,0,4016
2001,505,2310,0,2883,0,781
2002,1720,500,0,2795,0,1706
2003,917,1271,0,685,0,3922
2004,1380,3327,0,1246,0,5978
2005,1033,49,0,2129,0,89
2006,2649,817,0,700,0,3514
2007,1263,1143,0,146,0,3722
2008,2389,107,0,1165,0,3230
2009,276,2156,0,3039,0,645
2010,2053,413,0,2000,0,2417
2011,3376,2639,0,2402,0,5977
2012,808,320,0,2672,0,2094
2013,2428,497,0,2849,0,1887
2014,2171,2268,0,2817,0,1412
2015,3434,1997,0,126,0,6557
2016,1978,1146,0,1795,0,4328
2017,2883,1813,0,2934,0,5376
2018,452,1926,0,2611,0,322
2019,2042,158,0,1405,0,546
2020,1235,994,0,1021,0,3411
2021,1226,181,0,2026,0,4490
2022,2981,40,0,1824,0,4578
2023,1790,1685,0,2784,0,5090
2024,2013,674,0,1774,0,2540
2025,2494,1126,0,163,0,3637
2026,1783,1560,0,2784,0,5064
2027,1126,1082,0,2270,0,4022
2028,159,1122,0,930,0,4028
2029,2416,691,0,562,0,2673
2030,3064,856,0,346,0,3270
2031,1798,1549,0,2784,0,5093
2032,557,2117,0,3088,0,843
2033,1456,1244,0,1325,0,4360
2034,1615,3060,0,17,0,6272
2035,1584,549,0,2685,0,2351
2036,2617,3028,1,2214,0,6213
2037,2780,514,0,2968,0,2034
2038,1650,849,0,733,0,3350
2039,1795,1516,0,2784,0,5038
2040,1418,2724,0,416,0,7064
2041,2306,145,0,684,0,5277
2042,3083,2995,0,337,0,6146
2043,2026,2700,0,1438,0,7025
2044,111,2220,0,3075,0,616
2045,628,6,0,2054,0,299
2046,216,174,0,962,0,375
2047,415,2358,0,2498,0,727
2048,1597,2185,0,10,0,6636
2049,2777,484,0,2948,0,2025
2050,131,2254,0,2758,0,1298
2051,3213,2378,0,3143,0,1755
2052,2627,1149,0,150,0,3787
2053,2607,2035,0,1645,0,6275
2054,2203,2279,0,3062,0,1631
2055,1747,649,0,1717,0,2492
2056,2469,616,0,1682,0,2657
2057,465,2253,0,3042,0,756
2058,536,1300,0,8,0,3863
2059,276,1914,0,3077,0,278
2060,589,1006,0,746,0,3092
2061,1796,1677,0,2784,0,130
2062,474,2320,0,462,0,770
2063,2218,2144,0,3066,0,1556
2064,931,1690,0,2825,0,5422
2065,2869,876,0,633,0,3193
2066,219,227,0,979,0,413
2067,3382,2454,0,1695,0,5959
2068,3308,2070,0,3025,0,601
2069,2349,312,0,2911,0,900
2070,1352,2890,0,2432,0,6045
2071,1424,2734,0,486,0,7057
2072,490,210,0,1067,0,5011
2073,2791,794,0,2046,0,2898
2074,2908,1791,0,2940,0,5359
2075,702,2808,0,481,0,7116
2076,619,43,0,1155,0,336
2077,2812,2248,0,1460,0,6657
2078,1357,2604,0,84,0,6919
2079,1186,542,0,2706,0,1771
2080,783,325,0,2666,0,2226
2081,1539,41,0,1913,0,253
2082,1025,65,0,2127,0,106
2083,2646,926,0,456,0,3503
2084,660,1521,0,2629,0,4971
2085,223,217,0,979,0,403
2086,2166,2361,0,2816,0,1422
2087,942,1659,0,2830,0,5407
2088,1883,1129,0,1713,0,4119
2089,1778,1500,0,2784,0,5008
2090,1186,546,0,2706,0,1775
2091,806,337,0,2671,0,2099
2092,2625,1273,0,286,0,3810
2093,593,1183,0,958,0,4193
2094,2051,432,0,1999,0,2419
2095,2544,1620,0,2869,0,5102
2096,3146,1852,0,2992,0,5271
2097,1102,2121,0,3081,0,1079
2098,210,260,0,1866,0,433
2099,2770,323,0,2964,0,2050
2100,331,33,0,518,0,4818
2101,2607,1988,0,1645,0,6102
2102,2615,3027,1,1659,0,6212
2103,1247,1293,0,161,0,3741
2104,533,1123,0,577,0,3844
2105,2168,2352,0,2816,0,1429
2106,2908,963,0,2034,0,3240
2107,731,306,0,2664,0,2186
2108,1710,352,0,2757,0,2400
2109,840,1107,0,2043,0,4336
2110,415,2362,0,2498,0,730
2111,2532,1842,0,2872,0,5208
2112,2009,584,0,331,0,2786
2113,3289,9,0,1170,0,67
2114,277,2079,0,3037,0,636
2115,1050,762,0,1251,0,2847
2116,1522,1122,0,2305,0,4113
2117,553,1853,0,2637,0,5635
2118,1903,1320,0,1998,0,4133
2119,2686,942,0,1046,0,3156
2120,2645,803,0,370,0,2916
2121,2168,2357,0,2816,0,1426
2122,1355,2620,0,1760,0,6935
2123,2168,2340,0,2816,0,1440
2124,1467,1072,0,2419,0,4345
2125,480,284,0,454,0,559
2126,176,528,0,2585,0,2242
2127,307,3046,0,218,0,6200
2128,3212,795,0,1184,0,2872
2129,815,465,0,2673,0,2103
2130,2722,296,0,819,0,498
2131,3157,1484,0,1003,0,4678
2132,769,58,0,1643,0,5676
2133,1172,213,0,980,0,4792
2134,64,3129,0,2445,0,6343
2135,2537,2494,0,1557,0,1850
2136,538,1617,0,2638,0,5592
2137,2189,1638,0,2539,0,5750
2138,2846,2414,0,1618,0,6742
2139,824,190,0,626,0,17
2140,223,219,0,979,0,405
2141,1497,332,0,2718,0,2116
2142,2803,2586,1,133,0,6914
2143,2086,1224,0,1788,0,4419
2144,3237,1674,0,2740,0,5900
2145,3334,2406,0,2298,0,6738
2146,1770,1505,0,2784,0,4999
2147,2964,1832,0,3050,0,5819
2148,2025,3033,0,2341,0,6210
2149,2490,1185,0,2290,0,3658
2150,3161,1492,0,1812,0,4676
2151,2637,1180,0,169,0,3781
2152,1062,1106,0,1995,0,3886
2153,2030,2024,0,910,0,6556
2154,879,467,0,2694,0,1996
2155,999,2207,0,2836,0,983
2156,1111,2172,0,2582,0,1108
2157,3203,1106,0,905,0,4291
2158,3399,2590,0,1519,0,6926
2159,842,3012,0,2397,0,6195
2160,533,1121,0,577,0,3843
2161,1302,1331,0,1809,0,4106
2162,740,485,0,2662,0,2196
2163,1802,1495,0,2784,0,5003
2164,802,493,0,2670,0,2113
2165,3047,1219,0,1334,0,3600
2166,1205,26,0,354,0,4303
2167,1308,574,0,2109,0,2554
2168,2411,905,0,447,0,3065
2169,2206,2309,0,3062,0,1639
2170,296,503,0,2607,0,2080
2171,2774,310,0,2961,0,2043
2172,716,3115,1,2192,0,6308
2173,1465,1294,0,1967,0,4355
2174,87,2104,0,3075,0,607
2175,3061,1480,0,283,0,4569
2176,2283,685,0,1349,0,2507
2177,3249,937,0,1315,0,3356
2178,1991,1273,0,1511,0,4446
2179,2421,395,0,2854,0,1843
2180,2260,1290,0,600,0,4216
2181,2026,2429,0,1433,0,6760
2182,202,92,0,1917,0,54
2183,274,1885,0,3077,0,274
2184,571,2282,0,3099,0,884
2185,2427,500,0,2849,0,1888
2186,2925,1753,0,2535,0,5505
2187,3301,1351,0,1861,0,4467
2188,1341,2756,0,419,0,7083
2189,2428,495,0,2849,0,1889
2190,1979,680,0,1815,0,2641
2191,573,2240,0,3099,0,870
2192,1758,2138,0,3063,0,1616
2193,936,1752,0,2827,0,5443
2194,2709,1114,0,2077,0,4246
2195,1010,75,0,2128,0,119
2196,405,583,0,470,0,2799
2197,2436,396,0,2855,0,1822
2198,2036,338,0,2472,0,2405
2199,2615,2869,1,1668,0,6025
2200,1039,350,0,2589,0,2130
2201,450,722,0,808,0,2511
2202,1275,2168,0,3150,0,5932
2203,3054,2833,1,391,0,7189
2204,2687,683,0,1176,0,2607
2205,1083,2727,0,488,0,7071
2206,1551,28,0,1171,0,290
2207,2851,2432,0,1612,0,6746
2208,1144,3080,0,51,0,6279
2209,305,3306,0,219,0,6452
2210,1023,121,0,2123,0,144
2211,2908,1786,0,2940,0,5358
2212,126,1782,0,2741,0,5910
2213,2896,840,0,1498,0,3175
2214,1790,1659,0,2786,0,5035
2215,981,2302,0,2841,0,1016
2216,2021,1134,0,1080,0,4432
2217,1898,2217,0,3119,0,1349
2218,1161,3137,0,33,0,6346
2219,1284,2366,0,3110,0,1235
2220,2243,551,0,2823,0,2211
2221,939,1797,0,2828,0,5448
2222,2607,2010,0,1645,0,6194
2223,1655,3250,0,1228,0,6487
2224,1593,3306,0,76,0,6538
2225,1843,1060,0,630,0,3992
2226,3425,3124,0,2362,0,6325
2227,1502,527,0,2719,0,2123
2228,3294,50,0,1188,0,69
2229,2236,332,0,2824,0,2202
2230,3246,1026,0,754,0,3358
2231,1599,2052,0,2409,0,6573
2232,1881,2330,0,3116,0,1371
2233,465,2263,0,3042,0,764
2234,2220,2150,0,3066,0,1562
2235,1867,122,0,702,0,2893
2236,223,223,0,979,0,408
2237,129,2129,0,2562,0,1287
2238,882,329,0,2692,0,1985
2239,735,607,0,597,0,2544
2240,3357,1225,0,3152,0,4299
2241,3221,1775,0,3012,0,5890
2242,3183,2856,0,388,0,6022
2243,1530,3208,1,836,0,6415
2244,2559,1759,0,2870,0,5163
2245,981,2290,0,2841,0,1012
2246,3292,144,0,1914,0,71
2247,1489,157,0,1159,0,2832
2248,3157,788,0,981,0,2883
2249,2128,2153,0,3060,0,1491
2250,2026,2635,0,1439,0,6906
2251,2550,1702,0,2873,0,5146
2252,3335,2329,0,1466,0,6705
2253,1637,1315,0,1429,0,4374
2254,2950,1377,0,1120,0,4645
2255,153,1939,0,110,0,6996
2256,1338,2768,0,411,0,7086
2257,1899,2231,0,3119,0,1350
2258,1521,1075,0,2303,0,4107
2259,196,83,0,1917,0,46
2260,1699,145,0,713,0,4546
2261,1603,3204,0,295,0,6435
2262,556,2289,0,3092,0,894
2263,2168,2335,0,2816,0,1446
2264,3183,2387,0,2408,0,6698
2265,2681,360,0,2745,0,2285
2266,68,2681,0,2004,0,7027
2267,2695,724,0,1499,0,2615
2268,2662,181,0,1772,0,2824
2269,1137,2705,0,421,0,7034
2270,3227,408,0,2848,0,1859
2271,3188,1894,0,573,0,6834
2272,2135,2113,0,3022,0,1480
2273,2745,175,0,2114,0,4879
2274,1556,954,0,604,0,3479
2275,2046,150,0,1397,0,540
2276,2342,510,0,2915,0,1071
2277,1335,3088,0,2421,0,6289
2278,2128,2154,0,3060,0,1492
2279,1151,2828,0,1604,0,7183
2280,945,1442,0,138,0,4630
2281,624,65,0,1485,0,327
2282,2565,2338,0,3128,0,1675
2283,2772,491,0,2959,0,2027
2284,217,203,0,961,0,394
2285,1804,2025,0,1259,0,588
2286,564,2382,0,3093,0,895
2287,1286,1161,0,1117,0,4092
2288,932,1862,0,2839,0,5464
2289,729,2292,0,3100,0,1197
2290,2416,693,0,562,0,2674
2291,2994,27,0,1820,0,4530
2292,3251,520,0,3017,0,2061
2293,3035,1102,0,1797,0,4304
2294,2722,290,0,819,0,495
2295,1945,33,0,1236,0,189
2296,2287,30,0,1157,0,5405
2297,2636,1255,0,1792,0,3797
2298,903,500,0,2693,0,2002
2299,1906,2752,1,395,0,7093
2300,3419,2118,0,3104,0,1770
2301,2540,2393,0,3131,0,1680
2302,1792,1634,0,2785,0,5083
2303,3210,784,0,578,0,2876
2304,3030,515,0,3000,0,1635
2305,1029,79,0,2126,0,125
2306,2675,1132,0,544,0,4249
2307,2653,1045,0,1502,0,3506
2308,3124,2428,1,1997,0,6777
2309,956,2321,0,2834,0,1030
2310,3365,2061,0,1694,0,5934
2311,3033,518,0,3002,0,1658
2312,1175,16,0,1373,0,2911
2313,1959,555,0,2802,0,1970
2314,1574,3086,1,667,0,6231
2315,791,442,0,2668,0,2221
2316,3212,796,0,1184,0,2873
2317,2445,520,0,2846,0,1909
2318,931,1691,0,2825,0,5423
2319,1237,1015,0,1021,0,3419
2320,820,152,0,1266,0,5893
2321,1445,2337,0,2523,0,1271
2322,2127,2122,0,2942,0,1489
2323,2216,2338,0,3066,0,1608
2324,543,1550,0,2631,0,5624
2325,2629,1101,0,159,0,3762
2326,466,1214,0,759,0,4053
2327,2425,339,0,2852,0,1797
2328,3044,1261,0,1336,0,3611
2329,2792,1190,0,2458,0,4034
2330,83,3035,0,860,0,6228
2331,205,261,0,1866,0,434
2332,2500,1250,0,140,0,3676
2333,2397,176,0,1204,0,3790
2334,2225,1639,0,2546,0,5743
2335,3282,3039,0,2367,0,6237
2336,2124,439,0,2313,0,2446
2337,758,3110,0,569,0,6313
2338,3348,792,0,2098,0,2896
2339,3008,212,0,682,0,2067
2340,2119,429,0,1989,0,2424
2341,2378,257,0,1198,0,3947
2342,991,2150,0,2843,0,952
2343,2703,622,0,1906,0,2591
2344,1099,1631,0,2596,0,5656
2345,28,1535,0,1753,0,4934
2346,2844,2437,0,1617,0,6747
2347,2443,341,0,2852,0,1799
2348,3069,1200,0,2560,0,3918
2349,2149,2295,0,2722,0,1126
2350,326,434,0,2508,0,1930
2351,1894,2161,0,3117,0,1346
2352,2132,2366,0,3058,0,1521
2353,2660,215,0,1570,0,2805
2354,2115,412,0,1929,0,2415
2355,217,210,0,961,0,400
2356,1523,2345,0,3071,0,1324
2357,2736,150,0,1243,0,4893
2358,570,2262,0,3099,0,881
2359,2081,1087,0,1313,0,4399
2360,1433,2027,0,1085,0,6398
2361,444,2290,0,2505,0,714
2362,2615,1952,0,1671,0,7078
2363,2908,941,0,2034,0,3235
2364,2174,2443,0,3150,0,6762
2365,501,2233,0,2879,0,800
2366,1652,1087,0,2271,0,4135
2367,175,529,0,2585,0,2243
2368,481,305,0,809,0,563
2369,11,2426,1,937,0,5956
2370,2547,2563,0,1560,0,1838
2371,2489,1154,0,170,0,3640
2372,2171,2266,0,2817,0,1410
2373,99,1741,0,2580,0,5837
2374,1798,1641,0,2784,0,5045
2375,2198,1643,0,2545,0,5734
2376,792,539,0,2669,0,2217
2377,1922,3010,0,1292,0,6198
2378,2826,3144,0,1065,0,6294
2379,240,2182,0,3035,0,684
2380,1215,68,0,683,0,4412
2381,1362,3344,0,1899,0,5984
2382,3406,2880,0,851,0,6059
2383,2700,540,0,2747,0,2334
2384,2428,485,0,2849,0,1884
2385,464,2151,0,3041,0,748
2386,2215,2191,0,3066,0,1590
2387,2979,1759,0,3047,0,5808
2388,103,1660,0,2581,0,5855
2389,2916,1829,0,2946,0,5382
2390,3331,2209,0,1635,0,6652
2391,1454,1239,0,1321,0,4359
2392,3195,2969,0,2168,0,6139
2393,2317,959,0,224,0,3115
2394,522,1719,0,2612,0,83
2395,465,2255,0,3042,0,758
2396,1368,3321,0,816,0,5923
2397,1587,485,0,2683,0,2346
2398,850,880,0,547,0,3500
2399,2676,591,0,603,0,2584
2400,1813,1111,0,592,0,4146
2401,1027,54,0,2125,0,94
2402,1936,43,0,779,0,174
2403,3459,1767,0,2310,0,6011
2404,3138,2330,0,1539,0,6687
2405,3298,1354,0,1857,0,4470
2406,3170,995,0,1149,0,3302
2407,1656,2304,0,1457,0,6715
2408,2869,985,0,633,0,3202
2409,2686,1244,0,1045,0,4265
2410,2373,192,0,1147,0,836
2411,481,311,0,452,0,566
2412,2529,1792,0,2877,0,5185
2413,626,96,0,1765,0,354
2414,1206,259,0,728,0,4522
2415,1031,74,0,2128,0,118
2416,2658,36,0,1012,0,2816
2417,1301,2282,0,3111,0,1229
2418,2712,1098,0,2100,0,4237
2419,626,94,0,1765,0,352
2420,673,312,0,2627,0,2250
2421,506,2279,0,2884,0,810
2422,744,2140,0,3100,0,1174
2423,2815,2468,0,1937,0,6800
2424,330,89,0,501,0,229
2425,1023,115,0,2123,0,4828
2426,2892,328,0,2550,0,2354
2427,1527,3119,0,21,0,6338
2428,2137,2276,0,3057,0,1513
2429,2081,1227,0,1322,0,4415
2430,492,180,0,1982,0,4975
2431,585,1123,0,622,0,4194
2432,3222,1639,0,3013,0,5895
2433,663,863,0,1798,0,3433
2434,3006,194,0,304,0,1901
2435,1845,1064,0,927,0,3994
2436,1862,3347,0,0,0,5929
2437,2784,365,0,2973,0,2040
2438,2607,2013,0,1645,0,6211
2439,1947,83,0,1584,0,179
2440,1001,623,0,1017,0,2782
2441,2891,1030,0,1299,0,3256
2442,1139,2562,0,1489,0,6870
2443,1739,459,0,2797,0,1697
2444,2915,674,0,1372,0,2737
2445,2672,1007,0,334,0,3169
2446,743,2172,0,3100,0,1180
2447,471,1313,0,1077,0,4058
2448,2940,1071,0,1840,0,4232
2449,1516,2167,0,2724,0,1105
2450,1823,1140,0,1175,0,4171
2451,2192,1595,0,2540,0,5707
2452,3148,1760,0,2987,0,5258
2453,2910,656,0,2062,0,2727
2454,728,1096,0,531,0,4060
2455,1098,1647,0,2596,0,5660
2456,418,743,0,440,0,2483
2457,709,2805,0,943,0,7156
2458,613,90,0,539,0,357
2459,1475,40,0,2088,0,2859
2460,3109,2346,0,98,0,6707
2461,1198,299,0,2712,0,1743
2462,1756,347,0,2678,0,2398
2463,3277,1040,0,2299,0,3998
2464,980,2260,0,2831,0,991
2465,2131,2268,0,3061,0,1507
2466,1279,1231,0,646,0,4094
2467,2443,327,0,2851,0,1792
2468,3172,1043,0,2030,0,3320
2469,550,1644,0,2635,0,5608
2470,1254,1100,0,143,0,3712
2471,2704,879,0,1923,0,3146
2472,1802,1498,0,2784,0,5000
2473,616,16,0,763,0,318
2474,1330,2950,0,2424,0,6136
2475,2855,3055,1,877,0,6248
2476,2524,1925,0,13,0,7014
2477,824,189,0,626,0,16
2478,2556,1733,0,2874,0,5148
2479,559,2140,0,3088,0,848
2480,1445,2330,0,2523,0,1268
2481,2474,835,0,1783,0,3052
2482,1836,1287,0,2041,0,4144
2483,3241,1094,0,2064,0,4324
2484,2933,1828,0,2536,0,5567
2485,2149,2296,0,2722,0,1127
2486,1000,2377,0,2837,0,1047
2487,2278,536,0,2893,0,1943
2488,2021,1141,0,1080,0,4433
2489,995,580,0,1013,0,2775
2490,2680,358,0,2745,0,2284
2491,628,34,0,2055,0,303
2492,1270,869,0,1009,0,3053
2493,2606,2037,0,1911,0,6579
2494,1391,2704,0,425,0,7032
2495,1323,3155,0,1088,0,6384
