row_id,name,startdate,enddate,location,description,eventattendancemode,eventstatus,organizer,aggregaterating,page_url
0,7147,436,415,0,2457,1,2,0,0,8335
1,7949,1447,1412,0,986,1,2,0,0,8647
2,4442,1055,1023,0,3627,1,2,0,1,3915
3,1427,940,906,0,5296,1,2,0,0,578
4,7309,1104,1069,0,2505,1,2,0,0,5925
5,5729,295,288,0,2020,1,2,0,0,7733
6,1759,1016,979,0,2997,1,2,0,0,807
7,6714,1086,1051,0,675,1,2,0,0,7178
8,6093,219,215,0,3968,1,2,0,1,7773
9,1252,1121,1083,0,2867,1,2,0,1,1784
10,5077,1023,990,0,5296,1,2,0,1,3370
11,7196,1528,1490,0,1598,1,2,0,1,8375
12,5625,1120,1083,0,5296,1,2,0,1,1322
13,1146,1029,996,0,5296,1,2,0,1,2129
14,8464,1239,1206,0,5215,1,2,0,1,3357
15,5161,1458,1424,0,5297,1,2,0,1,3966
16,6236,1208,1176,0,1417,1,2,0,1,4256
17,4159,1280,1247,0,1298,1,2,0,0,6416
18,4259,140,137,0,4423,1,2,0,1,5622
19,8301,1058,1022,0,5296,1,2,0,1,3696
20,261,1202,1170,0,963,1,2,0,1,2059
21,1795,1206,1171,1,3246,2,2,0,0,4988
22,2696,1022,991,0,2946,1,2,0,1,882
23,8327,1040,1009,0,4729,1,2,0,0,9112
24,8518,1133,1093,0,5296,1,2,0,1,3991
25,4480,1204,1171,0,2627,1,2,0,1,5408
26,44,1093,1058,0,5296,1,2,0,1,2519
27,2552,1048,1014,0,1864,1,2,0,1,4156
28,2575,1580,1546,0,5296,1,2,0,1,5721
29,2563,1191,1166,0,4535,1,2,0,1,4748
30,4859,925,892,0,5296,1,2,0,1,2892
31,849,1479,1443,0,285,1,2,0,0,407
32,6600,1175,1151,1,1416,2,2,0,1,4799
33,5933,779,740,0,1723,3,3,1,1,8858
34,563,942,912,0,632,1,2,0,0,1912
35,548,1165,1131,0,5296,1,2,0,1,2158
36,7745,1477,1459,0,3033,1,2,0,0,8621
37,6903,1218,1186,0,363,1,2,0,0,8299
38,2318,1190,1155,0,774,1,2,0,1,1175
39,6967,608,588,0,5296,1,2,0,1,5200
40,3152,875,841,0,5296,3,2,1,0,6078
41,6622,1074,1039,0,5296,0,2,0,1,1460
42,7772,1557,1523,0,2156,1,2,0,0,5778
43,883,1183,1151,0,2444,1,2,0,1,2881
44,1779,703,680,0,583,1,0,0,0,1097
45,3079,1038,1005,0,1147,1,2,0,0,2822
46,2973,1026,991,0,5296,0,2,0,1,5957
47,4056,1198,1166,0,3697,1,2,0,1,6448
48,8452,659,639,0,5296,1,2,0,1,9128
49,4114,1233,1199,0,1780,1,2,0,0,130
50,712,1065,1032,0,5296,1,2,0,0,7598
51,6257,836,802,0,5296,1,0,0,0,8110
52,2286,1350,1317,0,5296,3,2,1,0,1141
53,4098,1243,1208,0,1723,3,3,1,1,8853
54,8294,1171,1151,0,5068,1,2,0,0,9030
55,6013,1048,1022,0,5296,1,2,0,1,1412
56,12,580,561,1,436,2,2,0,1,5787
57,2799,957,922,0,5296,1,2,0,1,3832
58,7539,1041,1009,0,5296,1,2,0,1,3009
59,2553,995,959,0,5296,1,2,0,1,4389
60,3145,1455,1419,0,3271,1,2,0,1,1792
61,5667,1171,1140,0,5296,1,2,0,1,7632
62,2153,1025,991,0,3077,1,2,0,1,3599
63,1296,898,866,0,453,1,2,0,1,4212
64,4682,1224,1195,0,3698,1,2,0,1,3070
65,4234,1210,1176,0,195,1,2,0,1,6496
66,2713,995,965,0,5296,1,2,0,1,3273
67,1725,1479,1443,0,3,1,2,0,1,4692
68,7401,1058,1024,0,2640,1,2,0,0,8490
69,8111,1067,1033,0,3215,1,2,0,0,8727
70,794,1350,1317,0,3675,1,2,0,0,258
71,511,1526,1488,0,753,1,2,0,0,1970
72,2653,1120,1098,0,4525,0,2,0,0,605
73,1838,970,930,1,5296,2,2,0,1,2338
74,8393,1151,1116,0,1650,1,2,0,1,5599
75,5943,1097,1061,0,3366,1,2,0,1,7692
76,3606,1580,1546,0,4768,1,2,0,0,6738
77,3466,1446,1412,0,1384,1,2,0,0,7037
78,4343,1060,1031,0,5296,1,2,0,1,5118
79,8571,1131,1093,0,5076,1,2,0,1,5262
80,8077,1206,1173,0,2567,1,2,0,0,5933
81,7079,1094,1061,0,5296,1,2,0,1,2134
82,7751,1167,1132,0,5296,3,2,1,0,1053
83,5202,1144,1112,0,1890,1,2,0,0,7505
84,6652,1430,1395,0,5296,3,2,1,0,8084
85,7736,103,99,0,1723,3,3,1,1,8859
86,5124,1486,1451,0,941,1,2,0,0,7264
87,4625,337,326,0,1560,1,2,0,0,6778
88,7521,990,965,0,5296,1,2,0,1,4336
89,6263,1242,1208,0,1634,1,2,0,1,5013
90,3397,1205,1170,0,3338,1,2,0,0,6213
91,2462,65,62,0,3125,1,2,0,1,5643
92,3281,891,857,0,5296,1,2,0,0,1140
93,3087,1127,1114,0,4737,1,2,0,0,6095
94,8368,890,858,0,5296,1,2,0,1,9049
95,3800,1030,999,0,5296,1,2,0,1,2602
96,4469,1208,1175,0,3456,1,2,0,0,6703
97,5243,1165,1132,0,221,1,2,0,0,491
98,7522,995,956,0,5296,1,2,0,1,1375
99,6949,1071,1039,0,5296,1,2,0,1,8389
100,5125,773,733,0,5129,1,2,0,1,5381
101,3976,1534,1498,0,5296,1,2,0,0,7650
102,8186,1065,1029,1,1796,2,2,0,1,2674
103,1506,1004,965,0,5296,1,2,0,1,2801
104,4501,1061,1027,0,3647,1,2,0,0,6709
105,4892,1254,1221,0,3738,1,2,0,0,7136
106,5676,992,959,0,5296,1,2,0,1,1719
107,4532,1094,1061,0,5296,1,2,0,1,1948
108,2944,967,930,0,1083,1,2,0,1,2656
109,4439,1060,1025,0,3410,1,2,0,0,1048
110,1763,1444,1408,0,2999,1,2,0,1,5061
111,4893,1089,1056,0,5296,1,2,0,1,7115
112,5977,1457,1423,0,3954,1,2,0,0,7666
113,538,1007,970,0,5296,1,2,0,1,1525
114,5866,1054,1022,0,5296,1,2,0,1,4573
115,2654,1501,1465,0,1742,1,2,0,1,3319
116,4949,1147,1114,0,5296,1,2,0,1,4407
117,6624,1012,975,1,2345,2,2,0,1,3770
118,1624,1247,1212,0,5296,1,2,0,1,4153
119,8454,1120,1084,0,1970,1,2,0,1,2064
120,8462,1210,1178,0,5214,1,2,0,0,8177
121,4134,1026,994,0,5296,1,2,0,1,2326
122,2012,1212,1180,0,5296,1,2,0,1,3126
123,4508,1257,1223,0,3649,1,2,0,0,5034
124,456,1140,1112,0,4874,1,2,0,1,4772
125,2764,1386,1350,0,900,1,2,0,0,5817
126,3369,1462,1427,0,1219,1,2,0,0,6190
127,1540,1231,1195,0,5170,1,2,0,1,8536
128,7785,1487,1451,0,676,1,2,0,0,4481
129,5403,1353,1318,0,2607,1,2,0,0,4897
130,6726,1103,1068,0,5063,0,2,0,1,803
131,2737,1012,975,0,5296,1,2,0,1,3746
132,6918,975,939,0,5296,1,2,0,1,3270
133,6866,1116,1080,0,2065,1,2,0,0,8233
134,3102,1098,1061,0,5296,1,2,0,1,4891
135,6765,1190,1156,0,2346,1,2,0,0,8136
136,8158,1025,991,0,5296,1,2,0,1,2902
137,2324,1407,1370,0,4829,1,2,0,1,6811
138,699,1122,1084,0,4285,0,2,0,0,7522
139,4172,1205,1171,0,2890,1,2,0,0,565
140,4851,1050,1013,0,5296,1,2,0,1,4214
141,8162,1163,1129,0,4413,1,2,0,1,8743
142,6127,1036,1002,0,5296,1,2,0,1,4225
143,404,1432,1398,0,828,1,2,0,0,41
144,529,1447,1410,0,922,1,2,0,1,169
145,722,1314,1280,0,5051,1,2,0,0,1217
146,4379,1324,1288,0,3982,1,2,0,1,6601
147,6960,1093,1060,0,5027,1,2,0,0,805
148,2267,1012,980,0,5296,1,2,0,1,2638
149,657,1202,1166,0,2931,1,2,0,1,1618
150,3869,1306,1273,0,1446,1,2,0,0,6775
151,8626,1481,1445,0,5256,1,2,0,0,9218
152,2269,998,959,0,5296,1,2,0,1,1464
153,541,1191,1162,0,2263,1,2,0,1,178
154,5923,1004,965,0,5296,1,2,0,1,1512
155,6303,1073,1040,0,5296,1,2,0,1,3072
156,6431,1017,985,0,5296,3,2,1,0,7924
157,1740,1098,1064,0,1723,3,3,1,1,8824
158,3094,918,884,0,5296,1,2,0,1,2269
159,2003,1083,1049,0,5296,1,2,0,1,3883
160,7077,1230,1194,1,4894,2,2,0,1,4894
161,8345,1054,1017,0,5079,1,2,0,1,3614
162,5751,1048,1017,0,5296,1,2,0,1,4968
163,552,1322,1286,0,5296,1,2,0,1,6283
164,4915,1244,1210,0,391,1,2,0,0,7823
165,6732,1060,1032,0,5296,1,2,0,1,1428
166,759,1149,1114,0,4344,1,2,0,1,6129
167,7218,373,359,0,2485,1,2,0,1,8393
168,3504,1229,1195,0,1723,3,3,1,1,8980
169,3614,665,645,0,5296,1,2,0,1,5099
170,3769,1346,1310,0,1377,1,2,0,1,7218
171,6233,940,905,0,5296,1,2,0,0,2677
172,6879,995,970,0,5296,1,2,0,1,4041
173,5601,1210,1180,0,5296,1,2,0,1,4083
174,5395,1144,1114,0,5296,1,2,0,1,2896
175,6839,1009,980,0,5296,1,2,0,1,4538
176,6580,1034,997,0,5296,1,2,0,1,5391
177,8027,1207,1178,1,5296,2,2,0,1,4744
178,3260,180,174,0,3299,1,2,0,0,6136
179,6226,1263,1234,0,5296,1,2,0,1,7820
180,1974,1016,979,1,5296,2,2,0,1,2477
181,7695,671,650,0,5296,1,2,0,1,3800
182,3159,1243,1207,0,5296,1,2,0,1,5532
183,4346,380,367,0,1528,1,2,0,0,6553
184,7644,1169,1140,0,4292,1,2,0,1,8564
185,4361,1274,1241,0,5296,1,2,0,1,6573
186,4698,132,129,0,3703,1,2,0,1,976
187,8639,925,893,0,5276,1,2,0,1,4754
188,2604,1175,1148,1,976,2,2,0,0,5838
189,1947,1102,1067,0,5296,0,2,0,1,5079
190,6024,1442,1409,0,3961,1,2,0,0,7618
191,3599,1074,1039,0,5296,1,2,0,0,4532
192,6337,1314,1281,0,4022,1,2,0,0,7196
193,8173,1247,1211,0,2519,1,2,0,1,2336
194,6701,1402,1366,0,2324,1,2,0,1,8092
195,4465,235,226,0,3633,1,2,0,0,6692
196,6544,640,623,0,2284,1,2,0,0,7997
197,499,1116,1079,0,230,1,2,0,0,122
198,2844,1165,1129,0,5296,1,2,0,1,1834
199,6865,1219,1186,0,4198,1,2,0,1,1960
200,4162,397,381,0,3534,1,2,0,1,6895
201,2125,1494,1459,0,3073,1,2,0,0,391
202,72,1409,1374,0,2668,1,2,0,1,30
203,7825,861,826,0,5296,1,2,0,1,4522
204,2809,1356,1322,0,1039,1,2,0,0,5959
205,3518,1192,1160,1,5045,2,2,0,1,4760
206,981,1038,1009,0,4462,1,2,0,0,5002
207,4402,1158,1124,0,1536,1,2,0,0,6634
208,899,1078,1049,0,5033,1,2,0,0,7972
209,237,1528,1490,0,5296,1,2,0,1,181
210,595,1041,1012,0,2787,1,2,0,1,2092
211,3798,1212,1180,0,5296,1,2,0,1,3818
212,459,185,179,0,2755,1,2,0,1,5648
213,2666,1041,1009,0,3167,1,2,0,1,1257
214,7370,1127,1088,0,5296,0,2,0,1,2189
215,5406,1153,1116,0,5296,1,2,0,1,4232
216,8399,958,920,1,1233,2,2,0,1,2539
217,7541,1236,1201,0,5296,1,2,0,1,8714
218,7556,1165,1134,0,5296,1,2,0,0,8545
219,620,1040,1010,0,5296,1,2,0,1,1720
220,3009,1523,1486,0,5296,1,2,0,1,5216
221,3980,1133,1102,0,5296,1,2,0,0,6863
222,5821,1214,1181,0,2380,1,2,0,1,1973
223,7593,910,876,0,5296,1,2,0,1,5293
224,5509,1016,979,0,4445,1,2,0,1,3512
225,7829,1036,1002,0,5296,1,2,0,1,3485
226,6446,1366,1332,0,4039,1,2,0,0,6939
227,3723,1239,1207,0,1576,1,2,0,0,7041
228,4211,1223,1187,0,3558,1,2,0,1,5172
229,764,1205,1171,0,5296,1,2,0,1,6060
230,7973,1206,1176,0,1723,3,3,1,1,8886
231,1368,1140,1106,0,1723,3,3,1,1,8886
232,7180,1460,1424,0,4195,1,2,0,0,8367
233,6926,80,76,0,4134,1,2,0,1,8348
234,474,1198,1169,0,5296,1,2,0,1,3878
235,3165,1524,1486,0,1757,1,2,0,1,6084
236,7762,1017,984,0,3120,1,2,0,1,1239
237,6531,1237,1203,0,5296,1,2,0,1,7989
238,8341,578,557,0,5077,1,2,0,1,9163
239,2226,1025,991,0,3106,1,2,0,0,1229
240,5559,675,657,0,5296,1,2,0,1,4428
241,5574,488,468,0,1987,1,2,0,1,7537
242,8298,269,263,0,4362,1,2,0,1,9035
243,4110,412,394,0,183,1,2,0,1,477
244,5500,1039,1005,0,1855,1,2,0,1,1788
245,3774,1256,1223,0,1379,1,2,0,0,7019
246,4351,1183,1151,0,4499,1,2,0,1,4131
247,4764,364,348,0,1579,1,2,0,1,6967
248,4144,419,402,0,1502,1,2,0,1,6393
249,4821,1257,1223,0,1756,1,1,0,1,2954
250,476,1097,1063,0,690,1,2,0,1,2846
251,3257,1089,1054,0,5296,1,2,0,1,4321
252,1970,1188,1157,0,4437,1,2,0,1,2767
253,4322,1098,1064,0,4733,1,2,0,1,1737
254,7740,984,951,0,5296,1,2,0,1,2289
255,2899,1011,975,0,2471,1,2,0,0,5907
256,8081,1078,1046,0,4323,1,2,0,1,8701
257,721,1229,1192,0,847,1,2,0,0,1769
258,5782,425,408,0,2025,1,2,0,1,7528
259,1243,92,88,0,2880,1,2,0,1,495
260,1304,1040,1008,0,2991,1,2,0,1,1849
261,5638,730,699,0,5296,1,2,0,1,4320
262,1490,1321,1286,0,5296,1,2,0,0,710
263,8575,1334,1298,0,1227,1,2,0,0,9184
264,7392,1382,1346,0,5296,1,2,0,1,5500
265,4666,1192,1160,0,3692,1,2,0,0,3828
266,3508,1112,1073,1,4985,2,2,0,1,3896
267,2020,1028,995,0,5296,1,2,0,0,1950
268,8180,1196,1160,0,4346,1,2,0,1,5058
269,7055,1344,1318,1,5296,2,2,0,1,5247
270,2651,1046,1012,0,3295,1,2,0,1,4425
271,6386,1165,1132,0,4027,1,2,0,1,1816
272,812,978,939,0,5296,1,2,0,1,4289
273,8515,1532,1496,0,4402,1,2,0,0,9162
274,1835,1375,1342,0,597,1,2,0,1,900
275,6847,638,619,0,5296,1,2,0,1,8197
276,4468,1336,1301,0,5180,1,2,0,1,6697
277,1008,1046,1010,0,3754,1,2,0,1,337
278,299,1196,1162,0,776,0,2,0,1,329
279,6079,990,956,0,5296,1,2,0,1,3080
280,5608,1597,1564,0,5296,1,2,0,1,3402
281,7575,1425,1387,0,5225,0,2,0,0,5932
282,4897,1276,1243,0,1444,1,2,0,0,8653
283,6270,916,881,0,4371,1,2,0,1,9042
284,7333,1084,1063,0,1138,1,2,0,1,5301
285,1059,1153,1118,0,2843,1,2,0,1,228
286,4135,1136,1102,0,5130,1,2,0,1,5142
287,7202,1304,1271,0,5296,3,2,1,0,8405
288,62,1087,1051,0,5296,1,2,0,1,2799
289,3083,1097,1064,0,5296,1,2,0,0,3990
290,856,1045,1012,0,3860,1,2,0,0,7515
291,8003,1078,1047,0,4304,1,2,0,0,1078
292,4208,1346,1312,0,4645,1,2,0,0,7590
293,3840,978,939,1,5296,2,2,0,1,3741
294,3672,1127,1093,0,5296,1,2,0,1,5140
295,3625,1256,1223,0,3381,1,2,0,1,1750
296,1569,1242,1206,0,519,1,2,0,1,5523
297,4234,1155,1122,0,5296,1,2,0,1,6492
298,8415,1165,1132,0,5296,3,2,1,0,9111
299,5848,978,949,0,5296,1,2,0,1,1705
300,2277,645,628,0,760,1,2,0,0,1127
301,3282,1222,1188,0,1737,1,2,0,1,6154
302,7771,1191,1166,0,4886,1,2,0,1,1874
303,2692,995,965,0,966,1,2,0,0,5768
304,4344,1084,1049,0,5296,1,2,0,0,6905
305,3208,1025,990,0,5296,1,2,0,1,2362
306,6797,1009,980,1,1412,2,2,0,1,3766
307,1972,1067,1033,0,5296,1,2,0,1,4102
308,1174,1521,1482,0,1906,1,2,0,1,4969
309,3048,1158,1127,0,1643,0,2,0,0,6028
310,1636,1012,980,0,2957,1,2,0,1,1061
311,8279,461,440,0,5060,1,2,0,1,9036
312,3613,1060,1027,0,5296,1,2,0,1,2098
313,2117,963,927,0,2259,1,2,0,0,369
314,3857,1080,1044,0,3471,1,2,0,1,3410
315,1186,1083,1049,0,1194,0,2,0,0,2883
316,3184,745,710,0,4952,1,2,0,1,775
317,3718,790,755,0,5296,0,2,0,1,1589
318,892,1501,1465,0,5296,1,2,0,1,5077
319,939,1048,1014,0,69,1,2,0,1,8544
320,8474,1258,1223,0,5296,1,2,0,1,9147
321,1713,1455,1419,0,2974,1,2,0,1,4621
322,1238,1257,1225,0,4695,1,2,0,1,1654
323,2172,1012,975,0,5296,1,2,0,1,4372
324,3829,770,731,0,1407,0,2,0,1,6802
325,5759,1442,1406,0,5296,1,2,0,1,765
326,8132,1073,1039,0,5296,1,2,0,1,3234
327,433,889,855,0,5296,1,2,0,1,4305
328,7979,1196,1166,0,5296,1,2,0,1,4328
329,4081,807,773,0,5296,1,2,0,1,4848
330,4984,1169,1140,0,5296,1,2,0,1,3943
331,5246,1149,1114,1,4924,2,2,0,1,4162
332,7325,932,898,0,5296,1,2,0,0,8426
333,8004,1004,965,0,4986,1,2,0,1,8665
334,4589,952,916,0,1347,1,2,0,0,6754
335,885,1154,1124,0,4456,1,2,0,0,8060
336,191,1023,991,0,129,1,2,0,1,4925
337,6948,1239,1206,0,5296,1,2,0,1,8387
338,3324,1198,1169,0,5296,1,2,0,1,1991
339,567,1046,1014,0,2661,1,2,0,1,3697
340,6133,1362,1327,0,5296,1,2,0,1,3611
341,2793,1149,1112,0,4598,0,2,0,1,5879
342,8409,1071,1035,0,5296,1,2,0,1,2558
343,5839,998,970,0,5296,1,2,0,1,6256
344,5861,921,886,0,3929,1,2,0,1,7586
345,6367,1039,1005,0,5296,1,2,0,1,3480
346,4361,1214,1180,0,3598,0,2,0,0,6585
347,274,753,718,0,155,1,2,0,1,303
348,7372,1171,1148,0,573,1,2,0,1,3700
349,3480,1294,1259,0,5296,1,2,0,0,6284
350,5088,1470,1438,0,3775,1,2,0,1,1014
351,1744,448,429,0,572,1,0,0,1,792
352,1053,1425,1391,0,2076,1,2,0,1,3786
353,7005,1420,1384,0,2407,1,2,0,0,8211
354,1588,924,889,0,5296,0,2,0,1,889
355,6513,1183,1151,0,2174,1,2,0,1,1334
356,1717,992,953,0,5296,1,2,0,1,2556
357,6663,1026,992,0,5296,1,2,0,0,2095
358,2601,1202,1170,0,4820,0,2,0,1,2779
359,8210,1080,1044,0,1142,1,2,0,1,4963
360,1516,1004,970,0,5296,1,2,0,1,3554
361,2010,609,591,0,5296,1,2,0,1,1928
362,7971,724,694,0,1723,3,3,1,1,8894
363,8605,1437,1403,0,5296,1,2,0,0,9183
364,1148,1021,991,0,5296,1,2,0,1,2141
365,7859,1233,1199,0,3724,1,2,0,0,7084
366,6379,1231,1199,0,5296,1,2,0,1,2483
367,8406,1191,1156,0,5296,1,2,0,0,7872
368,3483,1016,980,0,5296,1,2,0,1,3663
369,3200,1242,1206,0,1843,1,2,0,1,6110
370,531,1334,1300,0,5296,1,2,0,0,307
371,3821,1021,992,0,5296,1,2,0,1,3846
372,3636,402,388,0,2642,1,2,0,0,6749
373,421,1242,1207,0,2746,1,2,0,1,58
374,1994,1016,980,0,4639,1,2,0,1,2387
375,1468,1083,1048,0,2279,1,2,0,1,3749
376,8617,1473,1438,0,5254,1,2,0,0,371
377,2646,1144,1114,0,5296,1,2,0,1,3678
378,663,1158,1122,0,5296,1,2,0,1,230
379,2982,729,698,0,1097,1,2,0,0,6021
380,5214,1076,1040,0,5296,1,2,0,0,7285
381,2362,1120,1083,0,662,1,2,0,1,4541
382,1570,1055,1018,0,5296,1,2,0,1,3623
383,5614,1175,1151,0,2297,1,2,0,1,3107
384,2906,791,753,0,5296,1,2,0,1,6323
385,3006,1122,1085,0,1032,1,2,0,1,2777
386,1381,1321,1292,0,3296,1,2,0,0,6125
387,4624,1123,1085,0,3203,1,2,0,1,1767
388,6540,1016,980,0,5296,1,2,0,1,4295
389,5447,1153,1116,0,5296,1,2,0,1,3944
390,338,1467,1432,0,171,1,2,0,0,5703
391,6371,138,135,0,2232,1,2,0,1,7836
392,7728,731,700,0,5296,1,2,0,1,1593
393,6973,1403,1367,0,5296,1,2,0,1,4199
394,8265,1147,1116,0,5055,1,2,0,0,9019
395,8669,1205,1170,0,5284,1,2,0,0,692
396,2712,1175,1148,0,970,1,2,0,1,5776
397,8138,1196,1162,0,5013,1,2,0,1,5591
398,4467,1171,1140,0,3641,1,2,0,0,6727
399,5880,1065,1033,0,2033,1,2,0,0,7740
400,3855,1426,1389,0,3470,1,2,0,0,6365
401,5233,902,869,0,5296,1,2,0,0,7306
402,3499,1332,1300,0,5296,1,2,0,0,5915
403,6564,1437,1401,0,5296,1,2,0,0,8022
404,7563,1244,1211,0,2559,1,2,0,0,8546
405,6059,1183,1151,0,5296,1,2,0,1,1652
406,8280,1048,1017,0,5296,1,2,0,1,3062
407,111,1611,1578,0,4476,1,2,0,1,64
408,4320,1098,1064,0,18,0,2,0,1,2900
409,2929,1147,1114,0,2518,1,2,0,1,4030
410,4227,1021,989,0,5296,1,2,0,0,4825
411,3766,779,741,0,5296,1,2,0,1,5026
412,7170,749,712,0,5296,1,2,0,0,7476
413,2086,388,373,0,1723,3,3,1,1,8897
414,5039,1167,1132,0,4424,1,2,0,0,7204
415,282,1077,1044,0,159,1,2,0,0,308
416,4539,1025,991,0,5102,1,2,0,1,3843
417,7178,1048,1022,0,5296,1,2,0,1,3858
418,5083,1255,1220,0,440,1,2,0,1,7243
419,7379,940,905,0,5296,1,2,0,1,5355
420,6519,1168,1134,0,2273,1,2,0,0,7982
421,347,1050,1018,0,1792,1,2,0,1,3733
422,3357,1095,1059,0,5296,1,2,0,0,7580
423,4337,1061,1031,0,5296,1,2,0,1,956
424,208,302,295,0,137,1,2,0,0,149
425,7675,1011,980,0,5296,1,2,0,1,1297
426,6977,1055,1022,0,695,1,2,0,1,2611
427,1375,1068,1032,0,5296,1,2,0,1,620
428,8594,1110,1073,0,2443,1,2,0,0,3768
429,8093,919,886,0,5004,1,2,0,0,8709
430,2748,1344,1309,0,934,1,2,0,1,5804
431,1010,31,31,0,2833,1,2,0,1,6235
432,5351,1208,1175,0,4793,0,2,0,1,1693
433,6637,1239,1203,0,5296,1,2,0,1,1721
434,3334,984,951,0,5296,1,2,0,1,6247
435,5869,1462,1425,0,3932,1,2,0,0,8437
436,1073,1500,1464,0,5296,1,2,0,0,521
437,4396,1021,987,0,3616,1,2,0,1,5624
438,8155,1263,1229,0,5296,1,2,0,1,1707
439,4244,613,595,0,4507,1,2,0,1,6505
440,6985,1039,1008,0,4145,1,2,0,1,8479
441,7676,860,825,0,5296,0,2,0,1,4901
442,5423,699,677,0,5296,1,2,0,1,4429
443,2534,1151,1116,0,561,1,2,0,0,5626
444,880,1126,1089,0,5296,1,2,0,1,7637
445,960,512,492,0,1723,3,3,1,1,8843
446,6382,760,724,0,1723,3,3,1,1,8843
447,439,1008,975,0,2750,1,2,0,1,208
448,3985,437,418,0,1470,1,2,0,1,6740
449,1695,888,856,0,5296,1,2,0,0,8755
450,8477,1051,1018,0,4392,1,2,0,1,4783
451,4487,1168,1132,0,3417,1,2,0,1,6714
452,8533,1009,972,0,5296,1,2,0,1,3202
453,553,1525,1485,0,2772,1,2,0,0,182
454,4421,1414,1376,0,3514,1,2,0,1,6639
455,5426,1038,1009,0,3827,1,2,0,1,7425
456,5774,1126,1087,0,2164,1,2,0,0,911
457,3007,1016,979,0,5296,1,2,0,1,2522
458,2838,1133,1098,0,4710,1,2,0,1,3050
459,1261,1147,1110,0,5296,0,2,0,1,509
460,4736,1069,1039,0,5296,1,2,0,1,4764
461,3061,1183,1148,0,786,1,2,0,1,2385
462,2083,1163,1127,0,5296,0,2,0,1,990
463,8247,1499,1463,0,267,1,2,0,1,9006
464,1260,1163,1129,0,1422,0,2,0,0,1383
465,6774,998,959,0,5296,1,2,0,1,2631
466,7731,1041,1010,0,399,1,2,0,1,2103
467,6073,1140,1103,0,2072,1,2,0,0,7748
468,1325,1009,980,0,5296,1,2,0,1,2420
469,7534,1350,1317,0,2564,1,2,0,0,8674
470,5516,1141,1129,0,4531,0,2,0,1,1112
471,8257,995,965,0,4574,1,1,0,1,3336
472,4179,1452,1416,0,2622,1,2,0,0,6440
473,3550,1163,1129,0,3373,1,2,0,1,6355
474,8259,1414,1377,0,2655,1,2,0,0,9016
475,984,163,157,0,2831,1,2,0,0,300
476,5498,1212,1180,0,5296,1,2,0,1,2052
477,7261,978,951,0,5296,1,2,0,1,4527
478,8113,1243,1210,0,4341,1,2,0,1,4964
479,8359,1207,1173,0,1723,3,3,1,1,8871
480,7205,1353,1319,0,2482,1,2,0,0,4906
481,5302,1025,991,0,5296,1,2,0,1,2511
482,8020,1446,1410,0,5296,1,2,0,1,6191
483,7571,1191,1156,0,5067,1,2,0,0,8551
484,6724,1160,1124,0,2334,1,2,0,1,5089
485,1348,1011,973,0,5296,1,2,0,1,2242
486,6077,1387,1351,0,5296,1,2,0,1,7774
487,5116,1121,1082,0,5296,1,2,0,1,4469
488,4642,1038,1005,0,5296,1,2,0,1,2478
489,352,1038,1008,0,5296,1,2,0,1,3515
490,5409,1236,1200,0,308,1,2,0,0,6134
491,6484,1016,980,0,4048,1,2,0,1,2146
492,4174,1207,1173,0,3546,1,2,0,1,6469
493,7585,1027,991,0,5296,1,2,0,1,8561
494,1438,1249,1217,0,2924,1,2,0,1,573
495,5212,1239,1207,0,3796,1,2,0,1,2926
496,7529,1122,1085,0,214,1,2,0,1,1624
497,6285,936,900,0,5296,1,2,0,1,2660
498,7569,978,939,0,82,1,2,0,1,2402
499,5972,925,892,0,5296,1,2,0,0,7754
500,2663,1202,1169,0,613,1,2,0,1,1687
501,7144,1483,1448,0,5296,1,2,0,1,3825
502,8511,1061,1032,0,5296,1,2,0,1,1863
503,5059,762,724,0,1839,1,2,0,0,4594
504,2638,971,932,1,206,2,2,0,1,3409
505,4444,1151,1116,0,5296,1,2,0,1,6661
506,5348,1237,1203,1,4816,2,2,0,1,5875
507,7779,1531,1495,0,3210,1,2,0,1,8609
508,195,4,4,0,1479,1,2,0,1,142
509,1532,1102,1067,0,5296,1,2,0,1,788
510,1704,1122,1086,0,539,1,2,0,0,1042
511,2075,1207,1173,0,84,1,2,0,1,1724
512,1753,1060,1032,0,1695,1,2,0,1,2732
513,8119,755,718,0,5296,1,2,0,1,5477
514,5040,1353,1318,0,5296,1,2,0,1,7205
515,3589,1104,1079,0,5151,1,2,0,1,3455
516,7192,1004,970,0,74,1,2,0,1,3548
517,8115,992,959,0,5008,1,2,0,1,5086
518,6011,238,231,0,3958,1,2,0,1,7524
519,904,1479,1441,0,4061,1,2,0,0,8011
520,4631,1016,980,0,5296,1,2,0,1,1260
521,6389,1224,1188,0,5296,1,2,0,1,4994
522,6521,1324,1289,0,2275,1,2,0,0,7169
523,461,1129,1098,0,2697,1,2,0,1,97
524,3432,990,956,0,5296,1,2,0,1,2131
525,1852,1027,994,0,5296,1,2,0,1,3885
526,2515,479,458,0,3141,1,2,0,1,5764
527,815,1147,1112,0,5296,1,2,0,1,2974
528,1601,1026,993,0,5296,1,2,0,1,4702
529,8299,945,908,1,5296,2,2,0,1,4007
530,5038,1460,1424,0,5296,1,2,0,1,7203
531,3450,1508,1473,0,5296,1,2,0,1,7578
532,1086,390,376,0,342,1,2,0,1,409
533,571,1168,1136,0,2804,1,2,0,1,4623
