row_id,name,startdate,enddate,location,description,eventattendancemode,eventstatus,offers,page_url
1487,4188,1971,1811,0,207,0,0,0,4607
1488,2673,2913,2793,0,5225,0,0,0,99
1489,4912,3354,3183,0,2451,0,0,0,1009
1490,4011,1582,1446,0,2438,0,0,0,4022
1491,1612,3245,3078,0,4941,0,0,0,313
1492,2156,789,698,0,1195,0,0,0,3360
1493,4447,5012,4979,0,3797,0,0,0,2036
1494,2498,5155,5092,0,2095,0,0,0,1750
1495,724,4423,4261,0,4521,0,0,0,1871
1496,4248,1583,2248,0,1961,0,0,0,4240
1497,5087,1768,1616,0,4824,0,0,0,4445
1498,5431,4190,4023,0,975,0,0,0,5030
1499,2149,3550,3374,0,2656,0,0,0,97
1500,5027,3204,3040,0,830,0,0,0,249
1501,718,3983,3816,0,609,0,0,0,680
1502,4683,4985,4851,0,3984,0,0,0,2270
1503,3007,2311,2156,0,866,0,0,0,4795
1504,1441,5142,5039,0,1212,0,0,0,2144
1505,1402,2460,2310,0,536,0,0,0,4746
1506,4548,5057,4936,0,1506,0,0,0,2162
1507,3892,2455,2304,0,3494,0,0,0,4973
1508,2612,1769,1641,0,4106,0,0,0,4155
1509,3646,707,616,0,1838,0,0,0,3218
1510,4172,4830,4677,0,4159,0,0,0,2216
1511,2048,5183,5130,0,3442,0,0,0,2057
1512,4817,1786,1630,0,509,0,0,0,4447
1513,4762,4747,4591,0,2127,0,0,0,1821
1514,1613,4772,4944,0,2664,0,0,0,1977
1515,1037,3066,2915,0,855,0,0,0,186
1516,3151,2234,2079,0,2900,0,0,0,4993
1517,445,1993,1835,0,181,0,0,0,4684
1518,2782,2950,4579,0,4818,0,0,0,5082
1519,805,352,277,0,2105,0,0,0,2553
1520,1552,3819,3649,0,1131,0,0,0,1021
1521,2487,173,123,0,4373,0,0,0,2656
1522,2692,4256,4087,0,3482,0,0,0,125
1523,1536,3306,3140,0,1765,0,0,0,191
1524,2630,3109,2954,0,2637,0,0,0,523
1525,5273,940,855,0,4167,1,0,0,3535
1526,4010,2752,2618,0,777,0,0,0,5335
1527,4949,938,852,0,4745,0,0,0,3511
1528,5368,2508,2357,0,564,0,0,0,5133
1529,1939,261,198,0,1541,0,0,0,2769
1530,5146,10,5011,0,1523,0,0,0,2408
1531,2855,3317,3144,0,1862,0,0,0,382
1532,1382,1681,1530,0,1077,0,0,0,3756
1533,1123,404,947,0,2915,0,0,0,2987
1534,1288,3668,3496,0,1354,0,0,0,1080
1535,2348,4836,4683,0,2424,0,0,0,1218
1536,2759,1058,977,0,2145,1,0,0,3679
1537,1337,5047,4925,0,3006,0,0,0,2157
1538,78,837,742,0,4147,0,0,0,2630
1539,2512,98,72,0,4629,0,0,0,2572
1540,4776,1761,3015,0,4566,0,0,0,4070
1541,2717,1850,1694,0,579,0,0,0,4221
1542,4116,4160,4011,0,3716,0,0,0,417
1543,5322,2107,1950,0,916,0,0,0,4648
1544,2991,3324,4048,0,2815,0,0,0,758
1545,5348,3981,3814,0,2520,0,0,0,1353
1546,4342,4570,4410,0,3718,0,0,0,1761
1547,4898,761,2319,0,1631,0,0,0,5599
1548,2801,2346,2202,0,2048,0,0,0,4546
1549,165,1907,1749,0,3435,0,0,0,3581
1550,5057,1299,1182,0,1361,0,0,0,3934
1551,3982,1962,1833,0,3782,0,0,0,4444
1552,3832,1505,1373,0,4557,0,0,0,4057
1553,5220,1314,1195,0,134,0,0,0,3859
1554,2947,2067,1939,0,4364,0,0,0,4791
1555,377,1549,1411,0,3973,0,0,0,4210
1556,3923,4412,4250,0,2055,0,0,0,5368
1557,789,4658,4864,0,4603,0,0,0,1841
1558,1641,394,318,0,4033,0,0,0,2776
1559,2780,196,473,0,2729,0,0,0,2686
1560,2356,2034,1875,0,1126,0,0,0,4851
1561,3066,4938,4794,0,4636,0,0,0,625
1562,1400,3693,3519,0,4546,0,0,0,710
1563,4738,650,564,0,3148,1,0,0,3122
1564,4103,311,241,0,3582,0,0,0,2743
1565,5050,2502,2351,0,220,0,0,0,3723
1566,1409,3282,3111,0,2448,0,0,0,560
1567,630,2576,2426,0,3945,0,0,0,4148
1568,3584,4954,4834,0,3221,0,0,0,2161
1569,1141,2669,2528,0,2481,0,0,0,5554
1570,760,3184,3020,0,691,0,0,0,83
1571,2411,2966,2834,0,3320,0,0,0,178
1572,1987,304,233,0,1668,0,0,0,2823
1573,977,1917,1761,0,715,0,0,0,3861
1574,2681,2660,2520,0,2638,0,0,0,5057
1575,1171,4203,5040,0,3159,0,0,0,1455
1576,948,136,90,0,5214,0,0,0,2647
1577,270,4070,3904,0,225,1,0,0,1679
1578,4512,3274,3102,0,1781,0,0,0,261
1579,5309,3791,3624,0,5109,0,0,0,725
1580,3471,5058,4937,0,5161,0,0,0,1961
1581,3849,3003,2863,0,1951,1,0,0,57
1582,1757,3008,4029,0,4396,0,0,0,365
1583,1368,4417,4256,0,4587,0,0,0,5520
1584,3209,1131,1055,0,3647,0,0,0,2474
1585,5335,2148,1991,0,4981,0,0,0,4533
1586,3507,2302,2145,0,874,0,0,0,4302
1587,1480,2463,2313,0,1236,0,0,0,5123
1588,1566,4340,4176,0,1899,0,0,0,1531
1589,4542,2366,2215,0,3026,0,0,0,3597
1590,4613,1705,1554,0,1794,0,0,0,4403
1591,2521,601,516,0,2566,0,0,0,3079
1592,4842,2716,2579,0,27,0,0,0,4753
1593,4766,1395,1267,0,2553,1,0,0,4114
1594,3126,2864,2748,0,1420,0,0,0,5487
1595,3883,3975,3809,0,2336,0,0,0,5737
1596,2854,3424,3250,0,4069,0,0,0,641
1597,4870,1475,1345,0,1163,0,0,0,4074
1598,11,2430,2284,0,5180,0,0,0,4655
1599,4504,1989,1830,0,3452,0,0,0,4903
1600,1791,3156,2995,0,3487,0,0,0,162
1601,1882,696,604,0,4045,0,0,0,3335
1602,876,2815,2693,0,143,0,0,0,5302
1603,2628,812,719,0,2632,0,0,0,3308
1604,1143,3314,4099,0,708,0,0,0,5362
1605,4052,1112,1021,0,3736,0,0,0,3483
1606,4331,2451,2299,0,5004,0,0,0,4752
1607,2936,5092,4978,0,2787,0,0,0,1737
1608,2572,825,730,0,2596,0,0,0,3392
1609,1679,603,517,0,4449,0,0,0,3091
1610,1541,3151,2992,0,1262,1,0,0,5442
1611,2513,3919,3748,0,1150,0,0,0,638
1612,1959,71,20,0,4051,1,0,0,2544
1613,2237,5020,4892,0,1868,0,0,0,1671
1614,3920,2704,2567,0,1283,0,0,0,4947
1615,4751,2330,2183,0,2447,0,0,0,5040
1616,1952,5039,4914,0,4050,0,0,0,1548
1617,1635,3698,3520,0,2532,0,0,0,1143
1618,3252,868,841,0,4831,0,0,0,3437
1619,1781,4798,4640,0,1107,0,0,0,551
1620,2322,3367,3200,0,2650,0,0,0,798
1621,184,1041,954,0,3861,1,0,0,3660
1622,4971,458,373,0,212,0,0,0,2942
1623,752,4428,4290,0,4985,0,0,0,1154
1624,5340,875,781,0,4697,0,0,0,3395
1625,1529,3203,3039,0,139,0,0,0,542
1626,2835,2022,1860,0,503,0,0,0,4470
1627,1592,2142,1984,0,1317,1,0,0,4552
1628,4629,4807,4649,0,3883,0,0,0,1808
1629,5458,4119,3955,0,4090,0,0,0,1547
1630,3148,4824,4778,0,769,0,0,0,1857
1631,557,4050,3883,0,3940,1,0,0,5579
1632,1875,7,3349,0,4282,0,0,0,2405
1633,2716,2736,2600,0,3205,0,0,0,5330
1634,3019,919,831,0,4619,1,0,0,3428
1635,5457,2067,1905,0,5053,1,0,0,4714
1636,2841,4925,4778,0,3042,0,0,0,1538
1637,3907,666,583,0,2069,0,0,0,3156
1638,3989,1087,997,0,1500,1,0,0,3315
1639,5330,1038,948,0,2373,0,0,0,3341
1640,3205,3198,3034,0,1482,0,0,0,4673
1641,1005,4467,4314,0,2449,0,0,0,1964
1642,4184,3350,3180,0,4609,0,0,0,812
1643,3567,259,192,0,3264,0,0,0,2715
1644,1321,967,880,0,5103,0,0,0,3528
1645,51,36,112,0,4925,0,0,0,2446
1646,721,2816,2695,0,1292,0,0,0,5466
1647,3529,3800,4069,0,4893,0,0,0,1145
1648,1936,763,2391,0,322,0,0,0,3391
1649,5035,2739,2603,0,4790,0,0,0,5269
1650,4146,2918,2796,0,3611,0,0,0,87
1651,4675,4936,4792,0,2682,0,0,0,1829
1652,589,4450,4299,0,4915,0,0,0,1877
1653,4173,4513,4358,0,455,0,0,0,1892
1654,4872,1927,1771,0,788,0,0,0,4077
1655,2252,541,457,0,1197,0,0,0,3039
1656,3021,2031,1870,0,2342,0,0,0,4706
1657,114,2439,2302,0,1370,0,0,0,4951
1658,408,1206,1093,0,4995,0,0,0,3817
1659,4517,3490,3313,0,3820,0,0,0,561
1660,2198,2,818,0,1831,0,0,0,3002
1661,194,1268,1151,0,2325,0,0,0,3913
1662,2525,4828,4675,0,2569,0,0,0,2289
1663,4004,4981,4847,0,710,0,0,0,2063
1664,1354,1442,1310,0,3667,0,0,0,4025
1665,3954,488,402,0,2442,0,0,0,2791
1666,3104,1422,1293,0,1138,0,0,0,4168
1667,5267,1043,956,0,2197,0,0,0,5627
1668,365,5209,5158,0,669,0,0,0,892
1669,2398,1223,1113,0,5122,0,0,0,3665
1670,191,1881,1727,0,4805,0,0,0,4712
1671,4800,5058,4937,0,4491,0,0,0,971
1672,4588,185,134,0,2841,0,0,0,2675
1673,3384,2376,2558,0,4772,0,0,0,5172
1674,3930,3488,3311,0,4176,0,0,0,505
1675,5024,601,516,0,3282,0,0,0,3048
1676,13,2824,2706,0,926,1,0,0,3270
1677,883,1649,1499,0,1425,0,0,0,4300
1678,1413,4032,3868,0,3340,1,0,0,1454
1679,4950,914,825,0,4746,0,0,0,3512
1680,5037,2998,2859,0,3412,0,0,0,138
1681,4100,5203,5151,0,697,0,0,0,5741
1682,5298,1379,2608,0,4625,0,0,0,5651
1683,1849,4020,3856,0,662,0,0,0,1268
1684,3925,1977,1816,0,3515,0,0,0,4107
1685,1871,1999,1842,0,1931,0,0,0,4181
1686,1928,3821,3651,0,1537,1,0,0,1210
1687,4123,3064,5003,0,3361,0,0,0,453
1688,4496,3214,3052,0,3817,0,0,0,174
1689,5126,232,853,0,2361,0,0,0,2692
1690,974,937,850,0,3738,0,0,0,3331
1691,3109,3539,3363,0,1270,0,0,0,284
1692,2122,3357,3186,0,4811,0,0,0,743
1693,3531,2906,2789,0,2224,0,0,0,5437
1694,3596,1739,1594,0,4065,0,0,0,4508
1695,2154,1117,1026,0,3481,0,0,0,3683
1696,4155,873,779,0,988,0,0,0,3367
1697,4967,4681,4524,0,3327,1,0,0,762
1698,4565,4616,4455,0,3323,0,0,0,2020
1699,2308,3665,3532,0,1828,0,0,0,693
1700,1505,1116,1025,0,3730,0,0,0,3649
1701,1991,3749,3578,0,1680,0,0,0,528
1702,959,656,569,0,803,0,0,0,5597
1703,1462,1142,1044,0,1227,0,0,0,3647
1704,2447,969,2708,0,2155,0,0,0,3525
1705,1583,3646,3476,0,1304,0,0,0,396
1706,1799,1434,1303,0,2149,0,0,0,3267
1707,2288,3378,3208,0,2521,0,0,0,873
1708,5279,241,176,0,3023,0,0,0,2780
1709,5223,2101,1949,0,5188,0,0,0,4765
1710,3473,1322,1203,0,679,0,0,0,3771
1711,5176,1968,1987,0,2352,0,0,0,4905
1712,4130,503,419,0,1937,0,0,0,2913
1713,143,1226,2517,0,2413,0,0,0,3930
1714,1373,1585,1447,0,3530,0,0,0,4013
1715,380,3171,3009,0,1387,1,0,0,532
1716,450,3101,2943,0,1922,0,0,0,246
1717,774,4044,3879,0,4281,0,0,0,1650
1718,3277,901,811,0,4328,0,0,0,3458
1719,1577,1573,1437,0,1302,0,0,0,4036
1720,1390,2111,1953,0,3066,0,0,0,4647
1721,979,5152,5053,0,822,0,0,0,2329
1722,2209,3482,3432,0,1161,0,0,0,787
1723,3368,1269,1152,0,1184,0,0,0,3867
1724,4820,417,344,0,4211,0,0,0,2914
1725,1938,4698,4542,0,1540,0,0,0,1385
1726,3034,1032,942,0,2851,0,0,0,3545
1727,645,2878,2764,0,280,0,0,0,5249
1728,1270,3899,3726,0,3149,0,0,0,1317
1729,211,4408,4243,0,422,1,0,0,1518
1730,3787,4656,4504,0,341,0,0,0,2023
1731,4058,5187,5133,0,3114,0,0,0,1990
1732,3106,3397,3222,0,2577,0,0,0,1082
1733,3895,954,868,0,4255,0,0,0,3517
1734,3906,2343,2189,0,501,0,0,0,5021
1735,4330,3725,3553,0,5008,0,0,0,5729
1736,3594,733,645,0,2414,0,0,0,3302
1737,4229,1903,1770,0,3656,0,0,0,4562
1738,2200,174,124,0,1834,0,0,0,2637
1739,4464,2961,2949,0,3287,0,0,0,126
1740,4197,946,863,0,2981,0,0,0,5600
1741,2030,801,708,0,2132,0,0,0,3327
1742,3053,1891,2069,0,2860,0,0,0,4822
1743,1575,4947,4805,0,3045,1,0,0,1565
1744,4749,4164,3998,0,136,0,0,0,1429
1745,329,4607,4499,0,3915,0,0,0,1252
1746,4914,1278,1159,0,4505,0,0,0,3850
1747,3418,1614,1473,0,1427,0,0,0,4360
1748,2278,1800,3047,0,774,0,0,0,3869
1749,1835,893,817,0,4302,0,0,0,3112
1750,4192,3717,3542,0,3769,0,0,0,1122
1751,1629,2480,2328,0,4888,0,0,0,4868
1752,1434,2654,2510,0,1639,0,0,0,5134
1753,933,1957,1837,0,4285,0,0,0,4135
1754,633,3885,3709,0,146,0,0,0,203
1755,2876,5125,5013,0,1319,0,0,0,2260
1756,4426,1830,1696,0,2458,0,0,0,4498
1757,2464,3236,3068,0,3249,1,0,0,452
1758,907,1326,1210,0,782,0,0,0,0
1759,252,2894,2781,0,79,0,0,0,76
1760,5062,3722,3550,0,3850,0,0,0,926
1761,4286,1091,1001,0,983,0,0,0,3659
1762,1658,454,406,0,2173,0,0,0,2864
1763,4131,4253,4131,0,481,0,0,0,1405
1764,4280,2133,1977,0,1462,0,0,0,4939
1765,3161,1535,1483,0,465,0,0,0,4117
1766,4860,4682,4525,0,5269,0,0,0,1742
1767,2524,1755,1608,0,3479,0,0,0,4314
1768,3508,4399,4233,0,874,0,0,0,1094
1769,4200,4750,4600,0,3680,0,0,0,2366
1770,872,1412,2675,0,1629,0,0,0,4197
1771,5172,772,677,0,1797,1,0,0,5610
1772,3506,2314,2167,0,4722,0,0,0,4749
1773,1809,3551,3375,0,4880,0,0,0,1117
1774,2228,3125,3125,0,5173,0,0,0,398
1775,3720,5216,5172,0,5032,0,0,0,1540
1776,1828,4553,4434,0,2019,0,0,0,1914
1777,2485,4436,4277,0,547,0,0,0,2098
1778,2070,3659,3489,0,477,0,0,0,1135
1779,4808,1971,1819,0,4189,0,0,0,4280
1780,4961,2676,2535,0,4642,1,0,0,5707
1781,3762,3278,3105,0,3424,0,0,0,329
1782,3968,2251,2093,0,3708,0,0,0,4974
1783,4202,4571,4591,0,4361,0,0,0,5202
1784,847,4234,4077,0,842,0,0,0,1743
1785,1139,1865,1711,0,2093,0,0,0,5553
1786,3617,87,37,0,4452,0,0,0,2495
1787,1397,3717,3542,0,4553,0,0,0,705
1788,681,2393,2247,0,804,0,0,0,4980
1789,1847,1929,1773,0,4713,0,0,0,4352
1790,1692,2048,1887,0,32,0,0,0,4768
1791,5231,2557,2413,0,4393,0,0,0,5286
1792,4210,4570,4433,0,794,0,0,0,1853
1793,2467,516,430,0,2324,0,0,0,3013
1794,3593,1404,1276,0,4075,0,0,0,4089
1795,1245,2905,2788,0,976,0,0,0,5481
1796,3813,3737,3567,0,4191,0,0,0,1097
1797,17,3180,3024,0,2261,0,0,0,19
1798,5436,2501,2350,0,1133,0,0,0,5051
1799,4254,3224,3813,0,3672,0,0,0,308
1800,3749,4482,4327,0,4648,0,0,0,2125
1801,3145,4730,4573,0,2403,0,0,0,2287
1802,1985,976,887,0,1670,0,0,0,3396
1803,5056,1030,940,0,998,0,0,0,3586
1804,2852,1507,1423,0,1475,0,0,0,4200
1805,2986,1241,1126,0,2578,0,0,0,3761
1806,3139,1851,1695,0,476,0,0,0,4415
1807,207,3327,3154,0,689,0,0,0,511
1808,2255,705,673,0,506,0,0,0,3242
1809,5268,3946,3778,0,523,0,0,0,829
1810,2863,3631,3459,0,4585,0,0,0,1069
1811,4360,2483,2331,0,2313,0,0,0,2984
1812,5098,4494,4594,0,381,0,0,0,1822
1813,2351,507,422,0,3263,0,0,0,2972
1814,2136,3478,3321,0,3802,0,0,0,392
1815,587,213,156,0,1747,0,0,0,2714
1816,106,1914,1759,0,2287,0,0,0,3971
1817,1466,2056,1895,0,4559,0,0,0,5564
1818,3147,5165,5085,0,2421,0,0,0,2350
1819,4407,1346,1224,0,3558,0,0,0,3656
1820,121,1169,1066,0,3081,1,0,0,3560
1821,5399,4242,4075,0,32,0,0,0,94
1822,5349,4574,4426,0,363,0,0,0,595
1823,2840,4992,4862,0,3729,0,0,0,5367
1824,2701,1214,1103,0,5229,0,0,0,5634
1825,2599,5197,5141,0,905,0,0,0,2462
1826,637,3970,3805,0,4990,1,0,0,856
1827,1699,1243,1129,0,32,0,0,0,3686
1828,598,4255,4086,0,3967,0,0,0,1609
1829,1596,1145,1046,0,4029,1,0,0,3748
1830,2874,5199,5146,0,5168,0,0,0,2261
1831,5054,1728,1580,0,2159,0,0,0,4377
1832,3349,4866,4716,0,4399,0,0,0,2379
1833,2955,1565,1431,0,573,1,0,0,4373
1834,3657,3115,3337,0,5003,0,0,0,486
1835,616,2335,2226,0,2254,0,0,0,4930
1836,2543,4903,4752,0,2341,0,0,0,1907
1837,916,3751,3581,0,2304,0,0,0,1175
1838,2594,4057,3891,0,35,0,0,0,1171
1839,3669,2340,2186,0,698,0,0,0,5070
1840,2978,1175,5048,0,4867,1,0,0,3557
1841,841,3270,3100,0,749,0,0,0,481
1842,1209,1459,1328,0,959,0,0,0,4177
1843,3566,1901,1746,0,2450,0,0,0,4694
1844,4612,2632,2486,0,4998,0,0,0,5320
1845,781,2170,2016,0,3172,0,0,0,2753
1846,5359,4478,4321,0,254,0,0,0,2067
1847,2475,4409,4246,0,1193,0,0,0,2076
1848,2021,4668,4513,0,5221,0,0,0,2252
1849,3731,3930,3761,0,3929,0,0,0,5524
1850,4741,2990,2854,0,2715,0,0,0,20
1851,210,4449,4293,0,423,0,0,0,1508
1852,1025,3459,3287,0,3190,0,0,0,756
1853,691,3636,3465,0,3198,0,0,0,860
1854,1861,4308,4148,0,36,0,0,0,1715
1855,1273,2885,2770,0,1012,0,0,0,4175
1856,3949,3299,3141,0,4408,0,0,0,305
1857,2510,3631,3459,0,3261,0,0,0,880
1858,4494,4760,4610,0,2736,0,0,0,1447
1859,619,575,497,0,3357,1,0,0,2959
1860,3534,2921,2798,0,4492,0,0,0,5458
1861,5370,1169,1066,0,4057,0,0,0,3816
1862,2006,4085,3921,0,3145,0,0,0,922
1863,1662,4034,3870,0,2367,0,0,0,1130
1864,601,4995,5045,0,4606,0,0,0,2235
1865,1039,3319,3146,0,1983,0,0,0,353
1866,3045,4067,3901,0,3609,0,0,0,1415
1867,2076,3920,3749,0,2292,0,0,0,974
1868,4931,2605,2457,0,767,0,0,0,5017
1869,1406,4751,4597,0,2053,0,0,0,1163
1870,5319,3072,2920,0,1624,0,0,0,66
1871,530,1330,1207,0,3152,0,0,0,3880
1872,2175,2036,1874,0,407,0,0,0,4474
1873,344,4790,4633,0,4991,0,0,0,2279
1874,3475,3561,3387,0,3162,0,0,0,1032
1875,3936,1279,1160,0,2507,0,0,0,3424
1876,3350,3451,3278,0,4402,0,0,0,740
1877,1317,5158,5062,0,4378,0,0,0,2180
1878,192,2539,2392,0,1954,0,0,0,4782
1879,3404,4832,4703,0,2777,0,0,0,1591
1880,1497,1194,1085,0,2195,0,0,0,3641
1881,2671,3296,3124,0,2628,0,0,0,154
1882,1236,4754,4603,0,759,0,0,0,2192
1883,2810,2927,2802,0,702,0,0,0,5493
1884,5068,4845,4691,0,3699,0,0,0,2303
1885,1054,965,878,0,2335,0,0,0,3527
1886,295,3954,3786,0,3919,0,0,0,1308
1887,1146,1204,1091,0,981,0,0,0,3624
1888,409,1360,1238,0,3955,0,0,0,3915
1889,3977,3840,3668,0,690,0,0,0,1233
1890,3660,3266,3097,0,3847,0,0,0,689
1891,5316,4135,3969,0,1914,0,0,0,1416
1892,2166,2840,2726,0,4583,0,0,0,5498
1893,4638,4789,4632,0,3891,0,0,0,1801
1894,4547,444,363,0,4248,0,0,0,2740
1895,178,2185,2028,0,2486,0,0,0,4609
1896,2901,508,424,0,3504,0,0,0,3084
1897,1627,120,66,0,4365,0,0,0,2608
1898,3520,1403,1275,0,821,0,0,0,3954
1899,4852,3461,3388,0,1769,0,0,0,5383
1900,4568,486,400,0,1247,0,0,0,2841
1901,3263,2908,2790,0,2951,0,0,0,5439
1902,56,462,377,0,1145,0,0,0,2975
1903,798,5082,4968,0,1167,0,0,0,2278
1904,1732,3084,4206,0,1433,0,0,0,411
1905,2715,3694,3514,0,193,0,0,0,444
1906,4850,1372,1246,0,2401,0,0,0,5657
1907,2088,1011,919,0,982,0,0,0,3534
1908,4836,3028,2953,0,2818,0,0,0,5313
1909,1955,5002,4875,0,1883,0,0,0,5484
1910,2670,3340,3169,0,3472,0,0,0,478
1911,4625,4820,4667,0,3874,0,0,0,1809
1912,5002,1684,1533,0,2529,0,0,0,3198
1913,1543,2731,2595,0,305,0,0,0,5376
1914,912,5206,5154,0,221,0,0,0,2285
1915,1325,638,593,0,5091,0,0,0,3066
1916,5345,2042,1880,0,336,0,0,0,4551
1917,2697,2997,2858,0,2676,0,0,0,122
1918,2665,3520,3345,0,3695,0,0,0,1001
1919,381,3966,3801,0,2748,0,0,0,987
1920,2148,2350,2195,0,1758,0,0,0,4863
1921,3463,111,58,0,2545,0,0,0,2519
1922,1496,574,496,0,2163,0,0,0,3055
1923,961,879,788,0,2204,0,0,0,3390
1924,4124,3077,3765,0,3592,0,0,0,209
1925,2313,4099,3937,0,215,0,0,0,1229
1926,2126,3376,3207,0,2971,0,0,0,326
1927,3572,3410,3235,0,3868,0,0,0,496
1928,2837,4488,4335,0,2814,0,0,0,1756
1929,2344,4942,4798,0,4088,0,0,0,2202
1930,3809,785,693,0,3332,0,0,0,2709
1931,3958,3387,3214,0,5226,0,0,0,270
1932,3254,3973,3807,0,5155,0,0,0,1273
1933,2155,2291,2132,0,4325,0,0,0,3538
1934,1437,539,454,0,2049,0,0,0,3022
1935,2123,3370,3203,0,4811,0,0,0,745
1936,4680,863,767,0,3374,1,0,0,3459
1937,3818,3680,3506,0,1431,0,0,0,1053
1938,2756,150,117,0,371,0,0,0,2621
1939,203,3939,3771,0,3464,0,0,0,682
1940,190,1237,1122,0,69,0,0,0,3708
1941,1924,3017,2872,0,2157,0,0,0,5395
1942,139,1391,1262,0,4605,0,0,0,3975
1943,5165,4152,3988,0,3147,0,0,0,921
1944,99,1428,1297,0,1689,1,0,0,3921
1945,3701,4188,4021,0,2618,0,0,0,5582
1946,520,3915,3744,0,405,1,0,0,1167
1947,4526,3529,3354,0,885,0,0,0,579
1948,2084,2586,2439,0,3037,0,0,0,4679
1949,3241,677,835,0,2938,1,0,0,3240
1950,2240,3491,3314,0,1866,0,0,0,80
1951,3235,1538,1402,0,663,0,0,0,4129
1952,2642,1840,2185,0,2696,0,0,0,4742
1953,5289,1176,1070,0,1665,0,0,0,3646
1954,2865,1484,1354,0,4585,0,0,0,3972
1955,4521,2181,2025,0,1386,0,0,0,4662
1956,5448,3039,2893,0,5237,0,0,0,5455
1957,1486,972,883,0,1240,0,0,0,5550
1958,1510,2416,2268,0,1496,0,0,0,5167
1959,5051,3364,3197,0,4796,0,0,0,554
1960,1551,3902,3729,0,4489,0,0,0,979
1961,2627,3684,3510,0,3376,1,0,0,1382
1962,2919,1291,1173,0,2775,0,0,0,3853
1963,1476,769,696,0,4397,0,0,0,3298
1964,5419,2037,1875,0,1177,0,0,0,4718
1965,456,1924,1767,0,1142,0,0,0,4372
1966,4218,4567,4407,0,4436,0,0,0,1856
1967,583,4513,4358,0,534,0,0,0,1919
1968,1965,1048,963,0,2616,1,0,0,3672
1969,1113,4660,4863,0,3663,0,0,0,1637
1970,3197,5167,5100,0,468,0,0,0,2352
1971,838,3826,3675,0,4767,0,0,0,1120
1972,1598,3034,4838,0,4417,0,0,0,5413
1973,374,3406,3232,0,94,0,0,0,750
1974,3292,5124,5012,0,1836,0,0,0,2096
1975,2980,4670,4555,0,2809,0,0,0,4
1976,2921,3210,3046,0,2471,0,0,0,370
1977,3825,2754,2629,0,3428,0,0,0,5308
1978,482,5048,4926,0,4586,0,0,0,1860
1979,2983,4350,5087,0,4611,0,0,0,2141
1980,2753,4977,4842,0,4768,0,0,0,2309
1981,4838,1684,1533,0,4249,0,0,0,4505
1982,4223,1111,1020,0,3689,0,0,0,3150
1983,4166,2317,2164,0,2907,0,0,0,4767
1984,578,4126,3970,0,424,0,0,0,1699
1985,5426,317,246,0,4079,0,0,0,2739
1986,3856,5180,5126,0,674,0,0,0,4296
1987,918,1047,962,0,791,0,0,0,3491
1988,4019,3783,3616,0,510,0,0,0,366
1989,4576,4627,4467,0,1284,0,0,0,5748
1990,3868,4322,4159,0,3629,0,0,0,189
1991,2793,678,586,0,863,0,0,0,3207
1992,1274,5008,4881,0,1095,0,0,0,1705
1993,609,4842,4689,0,4315,0,0,0,2386
1994,552,5107,4995,0,588,0,0,0,1826
1995,4706,1710,1559,0,2128,0,0,0,3779
1996,886,2982,4966,0,1503,0,0,0,11
1997,612,457,390,0,4464,0,0,0,2701
1998,1069,1945,1834,0,5039,0,0,0,4398
1999,4783,3422,3247,0,2242,0,0,0,562
2000,2107,1852,1697,0,2285,1,0,0,4604
2001,3650,4768,4616,0,5062,1,0,0,957
2002,4382,2971,2837,0,32,0,0,0,5177
2003,4090,2710,2574,0,2066,0,0,0,5282
2004,4894,1182,1075,0,1966,0,0,0,3705
2005,4902,4228,5107,0,273,0,0,0,1657
2006,919,5084,4971,0,2405,0,0,0,2123
2007,4713,4704,4549,0,4966,0,0,0,2103
2008,4327,4310,4150,0,107,0,0,0,1356
2009,3188,4544,4387,0,4152,0,0,0,2135
2010,5064,623,535,0,4259,0,0,0,3009
2011,45,2584,2437,0,1352,0,0,0,5052
2012,4289,2450,2298,0,3544,0,0,0,4778
2013,226,4469,4315,0,3934,0,0,0,4700
2014,3416,3335,3162,0,3844,0,0,0,533
2015,3875,4192,4026,0,1640,0,0,0,1381
2016,3421,848,753,0,3765,1,0,0,3141
2017,3740,2717,2580,0,2402,0,0,0,5239
2018,1385,4095,3933,0,4821,0,0,0,1214
2019,2055,2895,2783,0,4974,0,0,0,7
2020,1064,764,671,0,1994,0,0,0,3117
2021,2185,1964,1804,0,168,0,0,0,4899
2022,1372,2417,2269,0,1798,0,0,0,5129
2023,512,5054,4934,0,3082,1,0,0,1820
2024,553,722,634,0,4597,0,0,0,3225
2025,1771,1437,1306,0,425,1,0,0,4121
2026,4616,1723,1576,0,471,0,0,0,4279
2027,2886,3070,2919,0,2758,0,0,0,70
2028,2992,3506,3331,0,2683,0,0,0,96
2029,1105,3507,3332,0,1068,0,0,0,5241
2030,1664,4440,4282,0,2006,0,0,0,1886
2031,5443,1724,1577,0,5059,0,0,0,4396
2032,323,3528,3353,0,89,0,0,0,360
2033,2197,1597,1908,0,991,0,0,0,4307
2034,1801,2712,2576,0,1463,0,0,0,5289
2035,2925,3564,3391,0,4634,0,0,0,905
2036,3838,996,907,0,4074,0,0,0,3442
2037,2584,4301,4140,0,304,0,0,0,1754
2038,2931,976,887,0,2785,0,0,0,3530
2039,1478,2914,5073,0,4021,0,0,0,71
2040,241,4438,4279,0,1476,0,0,0,454
2041,5408,728,640,0,1565,1,0,0,3254
2042,4438,4277,4113,0,1552,1,0,0,5359
