row_id,name,startdate,enddate,description,eventattendancemode,offers,organizer,performer,url,page_url
0,1320,454,456,1785,1,0,0,0,0,4091
1,666,527,537,1199,1,0,0,0,0,2621
2,633,2664,2784,2171,1,0,0,0,0,2576
3,2544,2147,2240,522,1,0,0,0,0,6626
4,1249,1376,1440,1558,1,0,0,0,0,842
5,1244,4101,4287,1556,1,1,0,0,0,1008
6,2493,2308,2415,1254,1,0,2,0,0,6305
7,1245,4734,4950,1558,1,0,0,0,0,3989
8,306,1460,1527,244,1,0,0,0,0,2037
9,1502,2585,2704,685,1,0,0,0,0,4385
10,2305,3849,4019,1105,1,0,0,0,0,5637
11,2305,4774,4995,1105,1,0,0,0,0,5649
12,154,1452,1517,1423,1,0,0,0,0,1849
13,1242,5713,5955,275,1,1,0,0,0,3604
14,429,1772,1837,2529,1,0,0,0,0,186
15,730,3079,3218,1103,1,0,0,0,0,2716
16,658,3075,3213,461,1,0,0,0,0,2609
17,1003,856,894,2257,1,0,0,0,0,3169
18,1251,4096,4283,1558,1,0,0,0,0,3754
19,1252,5376,5604,1558,1,0,0,0,0,3661
20,2493,5360,5592,1254,1,1,2,0,0,6182
21,1079,2164,2255,876,1,0,0,0,0,3244
22,2349,2423,2536,1093,1,1,0,0,0,5722
23,971,2370,2479,602,1,0,0,0,0,3134
24,373,1265,1317,2491,1,0,0,0,0,93
25,1244,3530,3682,1556,1,1,0,0,0,861
26,1455,5632,5869,1141,1,0,0,0,0,4320
27,1367,2084,2170,654,1,0,0,0,0,4160
28,1083,3293,3431,817,1,0,0,0,0,3249
29,2233,1721,1786,24,1,0,0,0,0,5475
30,2493,1885,1964,1254,1,0,2,0,0,6278
31,2514,3291,3430,1635,1,1,0,0,0,6593
32,1626,3794,3961,1248,1,0,0,0,0,4612
33,1669,4319,4512,2552,1,1,0,0,0,4664
34,432,834,871,299,1,0,0,0,0,2177
35,905,3100,3239,375,1,0,0,0,0,3042
36,1244,4995,5215,1556,1,1,0,0,0,1196
37,60,3242,3383,1635,1,1,0,0,0,4777
38,779,2577,2696,512,1,0,0,0,1,2142
39,821,4638,4846,1067,1,1,0,0,0,591
40,1244,3661,3818,1556,1,1,0,0,0,884
41,1816,257,250,1534,1,0,0,0,0,4825
42,1437,4104,4291,2557,1,1,0,0,0,4224
43,1244,4757,4976,1556,1,1,0,0,0,1167
44,1241,3265,3403,1426,1,0,0,0,0,3511
45,129,1089,1128,1196,1,0,0,0,0,1943
46,2493,4951,5172,1254,1,0,2,0,0,6353
47,821,4018,4198,1067,1,0,0,0,0,2875
48,1852,3045,3180,787,1,0,0,0,0,4946
49,1487,262,256,91,1,0,0,0,0,4365
50,1042,1146,1187,1459,1,0,0,0,0,760
51,1244,4714,4929,1556,1,1,0,0,0,1149
52,1244,4720,4936,1556,1,1,0,0,0,1152
53,1449,1881,1952,1653,1,0,0,0,0,5790
54,1829,2793,2918,831,1,0,0,0,0,4923
55,2610,370,370,1450,1,0,0,0,0,2064
56,2305,5394,5621,1105,1,0,0,0,0,5673
57,2493,5547,5785,1254,1,1,2,0,0,6225
58,519,3069,3207,1247,1,0,0,0,0,2514
59,853,2346,2463,1563,1,0,0,0,0,2572
60,527,1547,1619,120,1,0,0,0,0,2479
61,2493,4924,5146,1254,1,0,2,0,0,6346
62,373,1319,1375,2491,1,0,0,0,0,94
63,1780,4406,4599,708,1,0,0,0,0,4790
64,2493,3773,3945,1254,1,1,2,0,0,5935
65,1917,762,797,2478,1,0,0,0,0,1528
66,588,2982,3114,141,1,0,0,0,0,2536
67,2493,3240,3386,1254,1,1,2,0,0,5882
68,523,1008,1043,1252,1,0,0,0,0,2373
69,2493,5174,5402,1254,1,0,2,0,0,6396
70,915,1387,1451,263,1,0,0,0,0,670
71,2517,4150,4334,218,1,0,0,0,0,6598
72,1533,604,627,1747,1,0,0,0,0,4419
73,1376,4161,4345,2263,1,0,0,0,0,4173
74,1244,3652,3810,1556,1,1,0,0,0,882
75,626,968,1005,2614,1,0,0,0,0,423
76,863,543,554,1129,1,0,0,0,0,2970
77,1052,698,722,1281,1,0,0,0,0,3237
78,1008,3312,3449,843,1,0,0,0,0,3180
79,1149,3411,3555,243,1,0,0,0,0,3383
80,2493,4834,5056,1254,1,1,2,0,0,6045
81,2493,5250,5477,1254,1,0,2,0,0,6410
82,2228,3979,4156,830,1,0,0,0,0,5463
83,2421,4306,4497,1842,1,0,0,0,0,5815
84,2305,5575,5809,1105,1,0,0,0,0,5680
85,846,48,47,1080,1,0,0,0,0,2952
86,2450,2262,2363,2349,1,0,0,0,0,5811
87,1946,1548,1616,1535,1,0,0,0,0,1541
88,592,784,819,937,1,0,0,0,0,416
89,1245,2503,2619,1558,1,0,0,0,0,3959
90,1907,3402,3545,1827,1,0,0,0,0,5049
91,2493,3202,3345,1254,1,1,2,0,0,5879
92,1601,943,981,44,1,0,0,0,0,1340
93,1809,2034,2115,1257,1,0,0,0,0,1490
94,1616,831,868,2096,1,0,0,0,0,4600
95,1250,2905,3034,1557,1,0,0,0,0,3685
96,359,1106,1146,705,1,0,0,0,0,2104
97,915,2423,2537,263,1,0,0,0,0,688
98,2493,5141,5367,1254,1,1,2,0,0,6126
99,2137,1975,2054,444,1,0,0,0,0,1599
100,1256,4246,4434,291,0,0,2,0,0,4028
101,2310,469,472,1654,1,0,0,0,0,5608
102,416,1210,1268,2157,1,0,0,0,0,116
103,526,400,401,1405,1,0,0,0,0,2404
104,344,2699,2821,815,1,0,0,0,1,2148
105,575,2935,3065,746,1,1,0,0,1,2148
106,1818,1523,1591,276,1,1,0,0,0,4839
107,2493,5314,5546,1254,1,1,2,0,0,6172
108,1244,4044,4228,1556,1,1,0,0,0,985
109,626,1278,1330,2614,1,0,0,0,0,427
110,1721,3682,3842,2131,1,0,0,0,0,4719
111,1246,989,1027,1558,1,0,0,0,0,849
112,571,190,186,1318,1,0,0,0,0,2518
113,821,3832,4001,1067,1,1,0,0,0,558
114,2493,4798,5019,1254,1,0,2,0,0,6323
115,2072,479,484,2127,1,0,0,0,0,5288
116,2493,4887,5108,1254,1,1,2,0,0,6061
117,821,4028,4210,1067,1,0,0,0,0,2876
118,821,5076,5300,1067,1,1,0,0,0,624
119,2314,3013,3148,1019,1,0,0,0,0,5605
120,821,3498,3648,1067,1,1,0,0,0,547
121,1393,3706,3867,1801,1,0,0,0,0,4192
122,1032,4546,4745,852,1,0,0,0,0,3221
123,1061,3140,3277,241,1,1,0,0,0,3452
124,757,3718,3880,1474,1,0,0,0,0,2785
125,1131,2718,2840,517,1,0,0,0,0,3309
126,1050,3542,3693,188,1,0,0,0,0,3235
127,1745,4475,4677,1301,1,0,0,0,0,4753
128,2493,4404,4601,1254,1,1,2,0,0,5988
129,1244,4647,4859,1556,1,1,0,0,0,1120
130,2324,2673,2796,1203,1,0,0,0,0,5714
131,2493,5223,5451,1254,1,0,2,0,0,6406
132,2179,173,170,576,1,0,0,0,0,5402
133,821,4907,5128,1067,1,1,0,0,0,609
134,1837,39,40,599,1,0,0,0,0,4932
135,1416,1247,1297,2493,1,0,0,0,0,1283
136,171,2102,2188,1434,1,0,0,0,0,1879
137,731,5226,5454,1390,1,0,2,0,0,2731
138,994,4271,4464,2609,1,0,0,0,0,3161
139,1242,2900,3030,275,1,1,0,0,0,3533
140,2070,852,892,1786,1,0,0,0,0,1578
141,1244,4838,5058,1556,1,1,0,0,0,1182
142,844,3703,3863,477,1,1,0,0,0,2946
143,1244,3823,3993,1556,1,1,0,0,0,918
144,866,3344,3482,1376,1,0,0,0,0,2977
145,4,483,487,1179,1,0,0,0,0,2130
146,821,4831,5052,1067,1,1,0,0,0,606
147,528,2315,2420,2378,1,0,0,0,0,298
148,1086,356,356,885,1,0,0,0,0,3252
149,2054,1070,1109,622,1,0,0,0,0,1570
150,483,788,823,1239,1,0,0,0,0,2260
151,2365,361,361,539,1,0,0,0,0,5735
152,2493,5246,5476,1254,1,1,2,0,0,6155
153,863,555,567,1129,1,0,0,0,0,2971
154,1345,601,623,883,1,1,0,0,0,4130
155,740,2622,2742,1420,1,0,0,0,0,2760
156,821,5158,5386,1067,1,0,0,0,0,2905
157,429,791,827,2529,1,0,0,0,0,168
158,565,1569,1637,2006,1,0,0,0,0,388
159,1244,4081,4267,1556,1,1,0,0,0,1001
160,73,2674,2797,1710,1,0,0,0,0,1786
161,423,1718,1783,1367,1,0,0,0,0,2167
162,468,841,877,1204,1,0,0,0,0,2244
163,13,652,679,2614,1,0,0,0,0,1245
164,1448,859,897,2380,1,0,0,0,0,4258
165,2200,1980,2059,1346,1,0,0,0,0,5434
166,2493,4820,5041,1254,1,0,2,0,0,6328
167,821,3481,3628,1067,1,1,0,0,0,546
168,449,5707,5947,1651,1,0,0,0,0,2222
169,1214,4432,4630,63,1,0,0,0,0,3465
170,2493,5447,5682,1254,1,1,2,0,0,6202
171,2493,5522,5757,1254,1,0,2,0,0,6471
172,1244,3553,3706,1556,1,1,0,0,0,865
173,2269,1817,1883,1337,1,0,0,0,0,5532
174,1803,2296,2401,2214,1,0,0,0,0,4817
175,1972,4635,4844,580,1,0,0,0,0,5131
176,2026,4447,4646,2002,1,0,0,0,0,5228
177,2209,2502,2620,1522,1,0,0,0,0,5443
178,2493,5163,5391,1254,1,1,2,0,0,6132
179,1242,4857,5078,275,1,1,0,0,0,3569
180,1455,3499,3647,1141,1,0,0,0,0,4270
181,1128,249,245,798,1,0,0,0,0,3304
182,2515,938,975,1645,1,0,0,0,0,6594
183,833,1357,1418,362,1,0,0,0,0,3121
184,1244,3866,4036,1556,1,1,0,0,0,927
185,1104,4466,4664,824,1,0,0,0,0,3277
186,63,4277,4469,533,1,0,0,0,0,4709
187,2183,4337,4528,1960,1,0,0,0,0,5411
188,2493,3336,3479,1254,1,1,2,0,0,5893
189,2501,5509,5742,75,1,0,0,0,0,6560
190,2605,3091,3228,1384,1,1,0,0,0,714
191,731,5635,5872,1390,1,0,2,0,0,2747
192,601,1327,1385,586,1,0,0,0,0,412
193,1129,1583,1651,150,1,0,0,0,0,3306
194,19,2088,2171,245,1,0,0,0,0,4997
195,2000,2599,2719,794,1,0,0,0,0,5209
196,1244,4120,4304,1556,1,1,0,0,0,1013
197,1232,4139,4324,2528,1,0,0,0,0,3492
198,2493,5697,5941,1254,1,1,2,0,0,6260
199,684,716,744,442,1,0,0,0,0,2668
200,1244,4749,4967,1556,1,1,0,0,0,1164
201,421,790,826,2614,1,0,0,0,0,129
202,1810,617,640,202,1,0,0,0,0,1502
203,2131,460,463,2340,1,0,0,0,0,5352
204,89,4015,4196,1076,1,1,0,0,0,22
205,624,2556,2675,2522,1,1,0,0,0,2565
206,918,236,229,1938,1,0,0,0,0,3061
207,1725,336,337,2212,1,0,0,0,0,4728
208,1455,3808,3975,1141,1,0,0,0,0,4271
209,636,3901,4073,169,1,1,2,0,0,465
210,1212,3735,3901,98,1,1,2,0,0,808
211,2305,3999,4176,1105,1,0,0,0,0,5640
212,1603,4254,4451,2537,1,0,0,0,0,4583
213,652,1935,2015,470,1,0,0,0,0,502
214,1247,4068,4253,1558,1,0,0,0,0,3915
215,565,1888,1962,2006,1,0,0,0,0,395
216,1438,1159,1202,2244,1,0,0,0,0,4250
217,492,4660,4872,1244,1,0,2,0,0,2283
218,2493,3375,3524,1254,1,1,2,0,0,5897
219,2155,3328,3466,1422,1,1,2,0,0,5374
220,766,1699,1764,2409,1,0,0,0,0,2847
221,1455,5608,5844,1141,1,0,0,0,0,4319
222,1809,2293,2397,1257,1,0,0,0,0,1494
223,1734,957,997,2379,1,0,0,0,0,4743
224,308,1631,1697,1145,1,0,0,0,0,2041
225,1289,2644,2764,1291,1,0,0,0,0,4056
226,1769,2972,3105,1844,1,0,0,0,0,4779
227,1765,2854,2983,2053,1,0,2,0,0,4771
228,1312,1876,1948,2174,1,0,0,0,0,1242
229,1242,4623,4831,275,1,1,0,0,0,3561
230,314,562,576,993,1,0,0,0,0,2058
231,147,924,961,1763,1,0,0,0,0,30
232,1589,3259,3399,2419,1,0,0,0,0,4563
233,1972,4765,4985,580,1,0,0,0,0,5141
234,657,3352,3491,2156,1,0,0,0,0,2604
235,731,5378,5605,1390,1,0,2,0,0,2737
236,95,2861,2990,223,1,0,0,0,0,1804
237,1249,5526,5760,1094,1,0,0,0,0,3878
238,1279,4352,4540,856,1,0,0,0,0,4097
239,2493,5590,5830,1254,1,1,2,0,0,6235
240,2493,5717,5961,1254,1,1,2,0,0,6264
241,1252,5125,5351,1558,1,0,0,0,0,3651
242,2493,5704,5950,1254,1,1,2,0,0,6262
243,2600,777,812,1139,1,0,0,0,0,6689
244,771,1696,1760,563,1,0,0,0,0,523
245,1154,4325,4516,1219,1,0,0,0,0,3393
246,1231,1097,1137,118,1,0,0,0,0,811
247,1725,988,1026,2212,1,0,0,0,0,4734
248,1244,3990,4166,1556,1,1,0,0,0,963
249,2493,2137,2238,1254,1,0,2,0,0,6295
250,289,4109,4295,2587,1,1,0,0,0,2015
251,870,4736,4952,1859,1,0,0,0,0,3003
252,1243,5370,5597,2237,1,0,0,0,0,3617
253,1090,2408,2522,611,1,0,0,0,0,3389
254,372,1371,1436,1658,1,0,0,0,0,85
255,1462,4355,4545,2140,1,0,0,0,0,4335
256,1244,4276,4468,1556,1,1,0,0,0,1040
257,1455,5401,5629,1141,1,0,0,0,0,4312
258,1853,2733,2858,1792,1,0,0,0,0,4947
259,1293,740,770,1571,1,0,0,0,0,4072
260,1972,4727,4943,580,1,0,0,0,0,5138
261,1722,3096,3236,2111,1,1,0,0,0,1431
262,589,4144,4328,69,1,0,0,0,0,2538
263,442,1680,1744,2277,1,0,0,0,0,204
264,1695,495,503,2550,1,1,0,0,0,1381
265,165,4352,4541,2464,1,1,0,0,0,1872
266,2103,2649,2768,1854,1,0,0,0,0,5322
267,713,2256,2358,1623,1,0,0,0,0,2695
268,666,1209,1253,1199,1,0,0,0,0,2640
269,1012,2637,2757,1860,1,0,0,0,0,3194
270,2096,2911,3045,238,1,1,0,0,0,5309
271,522,2111,2200,2290,1,0,0,0,0,2335
272,837,3151,3294,594,1,0,0,0,0,2934
273,2290,2481,2596,1133,1,0,0,0,0,5560
274,821,5131,5356,1067,1,0,0,0,0,2903
275,1242,2487,2604,275,1,1,0,0,0,3527
276,1249,4766,4986,1094,1,0,0,0,0,3844
277,1244,3977,4155,1556,1,1,0,0,0,960
278,1592,1204,1249,625,1,0,0,0,0,4568
279,1042,931,969,1459,1,0,0,0,0,756
280,1972,4584,4788,580,1,0,0,0,0,5128
281,1907,2424,2538,1827,1,0,0,0,0,5061
282,2493,4946,5168,1254,1,0,2,0,0,6352
283,821,4604,4810,1067,1,1,0,0,0,589
284,462,759,793,2614,1,0,0,0,0,226
285,2486,1450,1518,2486,1,0,0,0,0,1665
286,1249,5110,5334,1094,1,0,0,0,0,3860
287,1245,4671,4884,1558,1,0,0,0,0,3988
288,1800,133,131,1972,1,0,0,0,0,4812
289,526,1017,1054,1405,1,0,0,0,0,2424
290,1711,2351,2457,803,1,0,0,0,0,1421
291,2493,3551,3707,1254,1,1,2,0,0,5915
292,233,4197,4384,2355,1,1,0,0,0,1938
293,245,2070,2152,1691,1,0,0,0,0,1962
294,523,566,581,1252,1,0,0,0,0,2362
295,700,2321,2427,724,1,0,0,0,0,2686
296,2305,5312,5539,1105,1,0,0,0,0,5670
297,1711,2158,2250,803,1,0,0,0,0,1417
298,595,1251,1301,2125,1,0,0,0,0,448
299,461,2621,2741,1692,1,0,0,0,0,2238
300,2493,4952,5173,1254,1,0,2,0,0,6354
301,449,3435,3582,1651,1,0,0,0,0,2194
302,2593,1416,1481,1140,1,0,0,0,0,6696
303,785,2157,2249,2599,1,0,0,0,0,524
304,1595,3822,3992,318,1,0,0,0,0,4574
305,1242,4694,4909,275,1,1,0,0,0,3562
306,2306,1704,1771,476,1,0,0,0,0,5582
307,737,536,547,860,1,0,0,0,0,2756
308,1542,4877,5097,1523,1,0,0,0,0,4482
309,1245,5302,5531,1558,1,0,0,0,0,4008
310,234,4526,4723,192,1,0,0,0,0,1939
311,969,3825,3995,646,1,0,0,0,0,3130
312,522,1785,1851,2290,1,0,0,0,0,2323
313,1244,4549,4748,1556,1,1,0,0,0,1091
314,523,1371,1434,1252,1,0,0,0,0,2391
315,1818,4341,4532,276,1,1,0,0,0,4860
316,2493,5032,5256,1254,1,1,2,0,0,6097
317,561,3121,3260,460,1,0,0,0,0,2507
318,1251,4842,5063,1558,1,0,0,0,0,3768
319,1245,4974,5195,1558,1,0,0,0,0,3996
320,1744,3190,3332,1178,1,0,0,0,0,4752
321,592,722,750,937,1,0,0,0,0,415
322,2493,5495,5731,1254,1,1,2,0,0,6213
323,1244,4682,4896,1556,1,1,0,0,0,1134
324,595,1150,1191,2125,1,0,0,0,0,446
325,905,2515,2632,375,1,0,0,0,0,3039
326,526,1590,1658,1405,1,0,0,0,0,2442
327,2493,5730,5976,1254,1,1,2,0,0,6268
328,97,207,203,2023,1,0,0,0,0,1808
329,1247,3243,3384,1558,1,0,0,0,0,3903
330,1455,5684,5923,1141,1,0,0,0,0,4322
331,1087,1755,1818,2042,1,0,0,0,0,3253
332,1242,794,831,275,1,1,0,0,0,3513
333,1765,2624,2744,2053,1,0,2,0,0,4768
334,752,1081,1121,58,1,0,0,0,0,2777
335,915,2020,2102,263,1,0,0,0,0,680
336,168,2495,2611,2287,1,0,0,0,1,1691
337,82,1965,2044,2451,1,0,0,0,0,14
338,1542,3754,3921,1523,1,0,0,0,0,4458
339,821,3217,3359,1067,1,1,0,0,0,534
340,1244,3752,3918,1556,1,1,0,0,0,902
341,1251,4710,4925,1558,1,0,0,0,0,3764
342,2493,5010,5231,1254,1,0,2,0,0,6364
343,652,1892,1967,470,1,0,0,0,0,501
344,1972,4689,4903,580,1,0,0,0,0,5135
345,1266,1075,1115,2279,1,0,0,0,0,1208
346,1245,3566,3718,1558,1,0,0,0,0,3972
347,1818,5534,5770,276,1,1,0,0,0,4903
348,1244,4446,4645,1556,1,1,0,0,0,1074
349,1243,5177,5403,2237,1,0,0,0,0,3614
350,1242,5013,5234,275,1,1,0,0,0,3577
351,1244,4293,4484,1556,1,1,0,0,0,1043
352,638,705,731,2184,1,0,0,0,0,3376
353,156,3730,3894,2385,1,0,0,0,0,1858
354,1252,2361,2469,1558,1,0,0,0,0,3633
355,1734,1119,1158,2379,1,0,0,0,0,4744
356,1855,1769,1834,1470,1,0,0,0,0,4963
357,1170,4349,4538,2429,1,1,0,0,0,3412
358,1244,4763,4983,1556,1,1,0,0,0,1171
359,2493,5164,5392,1254,1,1,2,0,0,6133
360,522,1990,2070,2290,1,0,0,0,0,2332
361,526,2489,2605,1405,1,0,0,0,0,2476
362,2229,453,455,1090,1,0,0,0,0,5464
363,821,4822,5043,1067,1,1,0,0,0,605
364,2013,1233,1283,1488,1,0,0,0,0,1569
365,1331,54,55,579,1,0,0,0,0,4106
366,821,4169,4354,1067,1,1,0,0,0,574
367,959,3048,3185,2352,1,0,0,0,0,3109
368,1249,4391,4582,1094,1,0,0,0,0,3840
369,2254,1502,1571,2434,1,0,0,0,0,5512
370,565,2391,2506,2006,1,0,0,0,0,405
371,1680,604,626,1807,1,0,0,0,0,4678
372,892,3097,3235,316,1,0,0,0,0,1735
373,1520,3381,3522,1932,1,1,2,0,0,4400
374,821,4393,4585,1067,1,1,0,0,0,581
375,1601,2467,2581,44,1,0,0,0,0,1365
376,1871,2566,2686,2146,1,0,0,0,0,4979
377,1427,165,161,2049,1,0,0,0,0,4229
378,2493,4874,5096,1254,1,0,2,0,0,6334
379,2295,364,364,17,1,0,0,0,0,5565
380,1818,4607,4814,276,1,1,0,0,0,4863
381,1655,321,321,201,1,0,0,0,0,4645
382,598,2786,2912,2354,1,1,0,0,0,2542
383,923,4262,4452,2059,1,0,0,0,0,3077
384,2305,3869,4038,1105,1,0,0,0,0,5638
385,1249,4224,4412,1094,1,0,0,0,0,3838
386,2493,4862,5084,1254,1,0,2,0,0,6333
387,370,846,882,145,1,0,0,0,1,1712
388,1244,4233,4423,1556,1,1,0,0,0,1033
389,1044,781,817,287,1,0,0,0,0,3224
390,1151,4365,4554,2418,1,0,0,0,0,3385
391,2335,4122,4306,1048,1,0,0,0,0,5704
392,540,764,799,896,1,0,0,0,0,2489
393,2493,5653,5894,1254,1,0,2,0,0,6501
394,2493,3995,4174,1254,1,1,2,0,0,5952
395,303,2761,2887,793,1,0,0,0,0,2030
396,1249,5254,5481,1094,1,0,0,0,0,3868
397,1251,5340,5567,1558,1,0,0,0,0,3780
398,1245,5674,5912,1558,1,0,0,0,0,4023
399,1284,4399,4591,259,1,0,0,0,0,4052
400,2493,4573,4779,1254,1,1,2,0,0,6002
401,421,1179,1222,2614,1,0,0,0,0,135
402,1381,3227,3370,633,1,1,0,0,0,4179
403,1266,1021,1057,2279,1,0,0,0,0,1207
404,1244,4759,4978,1556,1,1,0,0,0,1168
405,1893,3016,3152,1825,1,0,0,0,0,5004
406,442,1532,1600,2277,1,0,0,0,0,200
407,2507,2944,3077,2175,1,0,0,0,0,6579
408,520,714,742,377,1,0,0,0,0,274
409,106,2805,2934,1798,1,0,0,0,0,25
410,105,2937,3068,1378,1,1,0,0,0,1816
411,962,3493,3640,664,1,0,0,0,0,3124
412,1251,3432,3578,1558,1,0,0,0,0,3745
413,528,2464,2578,2378,1,0,0,0,0,301
414,2498,3514,3663,534,1,0,0,0,0,6532
415,2591,1036,1072,1489,1,0,0,0,0,1683
416,1658,3394,3536,1746,1,0,0,0,0,4672
417,2072,385,386,2127,1,0,0,0,0,5287
418,1141,3508,3656,1053,1,0,0,0,0,3331
419,442,2377,2488,2277,1,0,0,0,0,217
420,861,1824,1892,863,1,0,0,0,0,2963
421,1900,26,25,1789,1,0,0,0,0,5015
422,1642,1907,1982,1173,1,0,0,0,0,4634
423,777,2393,2507,1478,1,0,0,0,0,2818
424,1141,2545,2664,1053,1,0,0,0,0,3323
425,870,4597,4803,1859,1,0,0,0,0,2993
426,1818,5160,5388,276,1,1,0,0,0,4889
427,2493,5172,5401,1254,1,1,2,0,0,6136
428,1249,4936,5157,1094,1,0,0,0,0,3850
429,1601,1151,1192,44,1,0,0,0,0,1343
430,1766,109,107,306,1,0,0,0,0,4774
431,1148,4168,4353,174,1,0,0,0,0,3382
432,1818,5324,5554,276,1,1,0,0,0,4895
433,1584,2672,2794,2240,1,0,0,0,0,1331
434,348,1871,1939,545,1,0,0,0,0,2091
435,488,3239,3381,232,1,0,0,0,0,2266
436,1024,2442,2556,1665,1,0,0,0,0,3209
437,1250,2979,3113,1557,1,0,0,0,0,3686
438,1251,5027,5249,1558,1,0,0,0,0,3774
439,476,1606,1675,2077,1,0,0,0,0,2253
440,606,4210,4398,1273,1,0,0,0,0,2549
441,1357,4225,4414,292,1,0,0,0,0,4151
442,2493,5551,5788,1254,1,0,2,0,0,6478
443,2493,5563,5799,1254,1,0,2,0,0,6480
444,1899,3946,4121,1174,1,0,0,0,0,5034
445,2516,2408,2522,597,1,0,0,0,0,6597
446,1141,5545,5778,1053,1,0,0,0,0,3346
447,1533,545,559,1747,1,0,0,0,0,4418
448,1070,1521,1589,1845,1,0,0,0,0,3461
449,821,5002,5223,1067,1,0,0,0,0,2897
450,1251,3405,3549,1558,1,0,0,0,0,3744
451,666,632,657,1199,1,0,0,0,0,2624
452,1542,1343,1400,1523,1,0,0,0,0,4433
453,2243,1114,1153,629,1,0,0,0,0,5496
454,2090,3052,3189,2238,1,1,0,0,0,5303
455,2493,4860,5081,1254,1,1,2,0,0,6053
456,1244,4047,4232,1556,1,1,0,0,0,988
457,1244,4622,4830,1556,1,1,0,0,0,1111
458,1652,812,847,296,1,0,0,0,0,1378
459,2330,3758,3926,1750,1,0,0,0,0,5703
460,1251,4661,4873,1558,1,0,0,0,0,3763
461,2493,5570,5807,1254,1,0,2,0,0,6482
462,1250,5564,5798,1557,1,0,0,0,0,3717
463,1167,316,315,1881,1,0,0,0,0,3406
464,1242,3913,4086,275,1,1,0,0,0,3551
465,2295,720,747,17,1,0,0,0,0,5569
466,2534,463,465,111,1,0,0,0,0,6612
467,2493,5511,5745,1254,1,0,2,0,0,6468
468,2449,2056,2138,2229,1,0,0,0,0,5516
469,48,1822,1889,14,1,0,0,0,0,1759
470,1892,2808,2944,1825,1,0,0,0,0,5000
471,442,1343,1401,2277,1,0,0,0,0,197
472,1601,1493,1562,44,1,0,0,0,0,1350
473,498,4191,4377,865,1,0,0,0,0,2298
474,1907,3247,3387,1756,1,0,0,0,0,5057
475,439,1314,1369,2101,1,0,0,0,0,2184
476,941,3703,3863,1998,1,0,0,0,0,3106
477,856,3704,3864,2151,1,0,0,0,0,2954
478,1818,4624,4832,276,1,1,0,0,0,4864
479,1461,2317,2422,1546,1,0,0,0,0,4333
480,1244,4394,4586,1556,1,1,0,0,0,1062
481,2162,1597,1665,1124,1,0,0,0,0,5383
482,2493,3342,3483,1254,1,1,2,0,0,5894
483,1542,4760,4979,1523,1,0,0,0,0,4476
484,1244,4543,4741,1556,1,1,0,0,0,1090
485,822,413,414,2180,1,0,0,0,0,2928
486,1513,336,337,741,1,1,0,0,0,4393
487,2131,234,226,2340,1,0,0,0,0,5354
488,2620,2426,2540,510,1,0,0,0,0,5538
489,2070,1223,1270,1786,1,0,0,0,0,1584
490,2464,3539,3695,2535,1,1,0,0,0,5844
491,576,1545,1612,2344,1,0,0,0,0,2521
492,1542,2494,2609,1523,1,0,0,0,0,4444
493,1908,2165,2256,1829,1,0,0,0,0,1525
494,692,3925,4096,2496,1,1,0,0,0,511
495,440,2037,2120,1925,1,0,0,0,0,2185
496,523,625,648,1252,1,0,0,0,0,2363
497,1244,4677,4892,1556,1,1,0,0,0,1133
498,442,1856,1926,2277,1,0,0,0,0,207
499,1333,53,56,955,1,0,0,0,0,4108
500,1355,3632,3787,2339,1,0,0,0,0,4147
501,2053,4363,4553,1626,1,0,0,0,0,5265
502,1454,1445,1510,1524,1,0,0,0,0,1300
503,2548,555,568,361,1,0,0,0,0,1673
504,1250,3440,3588,1557,1,0,0,0,0,3692
505,1251,4301,4491,1558,1,0,0,0,0,3756
506,2299,3485,3633,2019,1,1,0,0,0,5575
507,1265,507,516,1230,1,0,0,0,0,4037
508,536,2086,2170,267,1,0,0,0,0,334
509,924,285,283,490,1,0,0,0,0,3078
510,1244,3614,3769,1556,1,1,0,0,0,875
511,2118,4175,4361,428,1,0,0,0,0,5341
512,1425,2069,2151,2183,1,0,0,0,0,4227
513,1266,1277,1330,2279,1,0,0,0,0,1212
514,1249,2867,2997,1094,1,0,0,0,0,3815
515,1244,3700,3860,1556,1,1,0,0,0,888
516,1266,1765,1830,2279,1,0,0,0,0,1223
517,1252,2784,2909,1558,1,0,0,0,0,3638
518,1591,2822,2953,1683,1,0,0,0,0,4567
519,2493,5127,5353,1254,1,0,2,0,0,6386
520,1707,481,486,1620,1,0,0,0,0,4706
521,595,941,979,2125,1,0,0,0,0,442
522,2493,3335,3474,1254,1,1,2,0,0,5892
523,296,3921,4093,2086,1,1,0,0,0,73
524,2448,587,607,1033,1,0,0,0,0,1654
525,1251,1989,2069,1558,1,0,0,0,0,3730
526,404,854,893,261,1,0,0,0,0,106
527,1711,2448,2562,803,1,0,0,0,0,1423
528,1896,2985,3118,2072,1,0,0,0,0,5009
529,85,371,374,25,1,0,0,0,0,1796
530,1247,5332,5559,1558,1,0,0,0,0,3943
531,126,936,974,100,1,0,0,0,0,1861
532,1818,4939,5160,276,1,1,0,0,0,4876
533,523,424,423,1252,1,0,0,0,0,2357
534,2264,2264,2365,2357,1,0,0,0,0,5522
535,2070,964,1004,1786,1,0,0,0,0,1580
536,612,3651,3807,1983,1,1,0,0,0,2553
537,1843,1045,1082,1874,1,0,0,0,0,4934
