row_id,name,startdate,location,description,offers,page_url
394,2676,711,6,1349,1,897
395,3614,1063,6,4031,1,828
396,951,849,0,3313,0,3842
397,72,844,0,3051,0,2578
398,3600,1143,0,4043,0,4238
399,3135,1396,0,3265,0,3883
400,3796,1090,6,1031,1,652
401,245,89,0,2082,0,4660
402,2239,793,0,567,0,1243
403,3030,1077,0,1767,0,2295
404,1394,290,0,1583,0,4596
405,701,1015,0,376,0,1869
406,2885,1710,0,4094,0,2213
407,3467,385,6,4566,1,883
408,3622,266,6,2127,1,883
409,3679,522,0,977,0,1248
410,297,1076,0,1181,0,1257
411,2670,1596,6,2532,1,458
412,2079,1290,0,2616,0,2782
413,1556,1694,0,1446,0,2208
414,1309,1203,6,3565,1,119
415,573,356,0,3687,0,1312
416,467,1617,0,3117,0,2834
417,3112,1235,0,2796,0,2859
418,3759,1749,6,4624,1,229
419,1495,1203,6,5,1,928
420,2970,988,0,887,0,1305
421,2459,203,6,2133,1,235
422,715,1411,0,2565,0,1430
423,3118,658,0,2578,0,2877
424,694,226,0,3150,0,1864
425,2593,390,0,2838,1,3877
426,2988,1103,0,1178,0,2377
427,3784,1665,6,1026,1,383
428,2619,1089,0,3909,0,1028
429,1332,1248,0,3653,0,1181
430,2760,144,0,3948,0,1977
431,1196,1679,0,1380,0,2274
432,3473,1060,0,3803,0,4056
433,3375,796,0,2221,0,4275
434,2265,521,0,4284,0,4697
435,2006,1733,6,892,1,550
436,3094,1739,6,3121,1,550
437,2058,1745,6,2473,1,550
438,2057,1747,6,2472,1,550
439,1052,1739,0,4568,1,2124
440,1949,1320,6,4325,1,675
441,1205,1233,6,1640,1,504
442,3198,454,0,1082,0,3368
443,1390,974,0,4285,0,3205
444,1985,728,0,3723,0,3231
445,2398,1623,6,257,1,969
446,3352,1528,6,161,1,969
447,1261,959,0,2891,1,2879
448,1317,318,0,3021,1,2364
449,757,430,0,2760,0,2463
450,3736,1590,6,4054,1,807
451,810,1747,6,4173,1,898
452,893,577,0,268,0,4651
453,3260,1074,0,4492,0,3396
454,1232,1687,6,1481,1,369
455,3087,1673,6,1024,1,369
456,2694,1084,0,2890,0,1103
457,3461,1357,0,4584,0,1330
458,2405,691,0,1551,0,4116
459,1808,616,0,254,0,3613
460,3616,803,0,4164,0,4255
461,3635,1199,0,1815,0,4020
462,1061,1307,0,4425,1,2193
463,2961,1810,6,2849,1,63
464,938,1151,0,1226,0,3409
465,2509,974,0,1234,0,3627
466,278,1073,0,3760,0,2088
467,344,1278,6,2131,1,658
468,1402,1073,0,1850,0,4413
469,1812,1640,0,1279,0,3023
470,3053,1332,0,141,0,3603
471,726,384,0,4559,0,1851
472,378,1434,0,4473,0,3334
473,763,1416,0,2811,0,4432
474,2186,1868,6,2528,1,170
475,1296,1511,6,4605,1,736
476,694,1198,0,15,0,1900
477,2482,1079,0,3329,0,3682
478,661,467,0,3873,0,1701
479,3289,1798,0,262,1,1802
480,756,49,0,3547,0,2457
481,736,416,0,3174,0,1875
482,3112,1675,6,2708,1,581
483,496,1747,0,2021,0,1991
484,2335,974,0,493,0,4381
485,3658,1733,0,1497,0,2061
486,1956,1423,6,2452,1,692
487,978,1587,6,3404,1,67
488,511,1467,6,4535,1,729
489,1224,1320,6,3010,1,270
490,1395,1090,6,3300,1,971
491,3031,770,0,4407,0,1843
492,3180,478,0,1127,0,3370
493,833,1063,6,3345,1,911
494,2394,896,0,4557,0,1269
495,3112,1653,0,2746,1,2896
496,3731,1510,0,2541,0,1916
497,3465,1745,0,1018,0,2186
498,1350,1221,0,72,0,1806
499,2494,1216,0,3215,0,3692
500,1346,1788,0,1542,0,1937
501,2789,899,0,3980,0,3442
502,590,780,0,858,1,3800
503,357,677,0,478,0,2359
504,3241,50,0,1188,0,3507
505,2181,1826,0,2525,0,1923
506,117,647,0,2266,0,1641
507,2953,1106,0,4365,1,1142
508,2595,1784,0,132,0,3885
509,1040,1745,0,1636,0,2134
510,550,1087,0,745,0,1676
511,2414,919,0,2454,1,3168
512,194,250,6,1333,1,998
513,1814,1701,0,4207,0,1519
514,3690,1681,0,3136,0,2041
515,2246,62,0,4650,0,3363
516,1011,660,0,3817,0,2721
517,1504,1694,0,3376,0,2119
518,3384,1059,0,4042,0,3938
519,2508,1704,0,1398,0,2242
520,223,643,0,948,0,2142
521,1742,398,0,2233,0,4107
522,1222,1221,0,3946,0,1623
523,125,285,6,218,1,837
524,2476,910,0,3316,0,3632
525,1233,956,0,3267,0,4376
526,2992,823,0,2631,0,4450
527,1183,298,0,3147,1,3726
528,694,1113,0,1706,1,1725
529,3029,962,0,187,0,4001
530,138,649,0,714,0,1480
531,2013,758,0,26,0,2797
532,3001,1211,0,2508,0,4141
533,2861,421,0,2780,0,4386
534,2523,1808,0,2596,0,4671
535,1985,548,0,3722,0,3225
536,2221,1723,0,3444,0,4096
537,2005,636,0,2220,0,2770
538,460,1836,6,4379,1,490
539,3271,1063,6,890,1,665
540,1174,1233,6,1658,1,797
541,1566,937,0,2068,0,1396
542,1459,1218,0,1243,0,2485
543,3734,129,0,634,0,1260
544,2495,1669,6,3052,1,773
545,3259,1742,0,4490,0,3337
546,883,1063,6,2346,1,223
547,3112,1341,6,2828,1,577
548,2039,761,0,4587,0,2735
549,1307,1326,0,1829,0,2168
550,820,1301,0,2486,0,4325
551,607,606,0,1112,0,4124
552,3136,1850,0,945,0,4098
553,3674,1681,0,1421,0,2273
554,1149,1225,0,3939,1,2337
555,2490,1063,6,3742,1,757
556,2536,608,0,226,0,1041
557,1489,1398,0,2976,0,2311
558,2554,711,6,1959,1,319
559,641,1100,0,497,0,1721
560,3111,1233,6,2845,1,528
561,2953,920,0,3506,0,1218
562,2952,1225,0,624,0,1811
563,1443,652,6,1581,1,297
564,3296,1243,0,3270,0,2380
565,767,1095,0,819,0,4382
566,595,1493,0,3749,0,3616
567,2422,266,6,58,1,937
568,1172,861,0,1577,0,3903
569,2048,1341,6,3353,1,324
570,633,1203,6,2736,1,124
571,3395,1087,0,196,0,4217
572,2736,158,0,3060,0,1107
573,321,1530,0,144,0,2998
574,1199,1233,6,930,1,250
575,2018,459,6,3802,1,482
576,3228,1712,0,1219,0,3346
577,423,388,0,2038,0,2593
578,929,1427,0,2047,0,3082
579,1069,1681,0,3650,0,2180
580,598,1098,0,3703,0,4332
581,2839,1538,6,3908,1,43
582,899,1500,6,3908,1,43
583,302,1203,6,3911,1,43
584,3405,774,0,4237,0,1288
585,2430,1017,6,2870,1,654
586,1867,1328,0,1199,0,3299
587,1222,1335,0,1503,0,1543
588,1988,1233,6,2887,1,638
589,711,935,0,752,0,1534
590,3729,1714,0,1416,0,2189
591,1998,475,0,3066,1,3114
592,580,744,0,4100,0,3473
593,356,1090,6,3584,1,667
594,2292,1145,6,964,1,165
595,875,748,0,708,0,1880
596,1737,748,0,693,0,4203
597,762,613,0,2638,0,4446
598,933,750,6,1000,1,427
599,1696,1714,6,3220,1,726
600,1824,315,0,2463,1,2758
601,3272,1403,6,1631,1,258
602,2427,1562,6,3717,1,393
603,1222,1203,0,2860,0,1569
604,2654,228,6,4093,1,188
605,2953,173,0,3473,0,1189
606,450,1345,0,3082,1,2664
607,1803,1393,6,2562,1,765
608,12,580,0,4591,0,2736
609,3192,1568,0,140,0,3318
610,217,438,0,344,0,4508
611,444,1090,6,3108,1,500
612,2907,1582,0,164,0,4550
613,3166,842,6,4703,1,346
614,2953,1819,0,426,1,1166
615,1961,4,6,2442,1,672
616,1517,1193,0,2750,0,1523
617,3722,130,0,578,0,3689
618,642,1724,6,2048,1,80
619,505,1031,0,3428,0,1342
620,2367,1619,6,1596,1,64
621,1239,1694,6,1939,1,256
622,2065,1721,6,4412,1,560
623,3605,1320,6,580,1,756
624,756,1250,0,2809,0,2459
625,2084,770,0,1161,0,4518
626,2400,1687,6,689,1,872
627,897,169,0,433,1,1089
628,2340,1673,6,3672,1,653
629,3167,1673,6,1343,1,653
630,343,1664,6,488,1,653
631,314,1638,6,481,1,653
632,2777,1577,6,3596,1,653
633,3168,1544,6,1989,1,653
634,2953,664,0,2704,0,1161
635,2894,521,0,3417,0,1318
636,679,1320,6,192,1,132
637,924,476,0,2385,0,4599
638,2456,132,1,4584,1,4713
639,1677,855,5,4584,1,4717
640,1940,1341,6,1143,1,612
641,250,1341,6,339,1,993
642,178,1068,0,2435,0,2019
643,2183,387,0,3779,0,2923
644,2275,563,0,4369,0,4015
645,574,484,0,3092,0,1242
646,753,316,0,3551,0,4377
647,3112,1544,6,2682,1,541
648,20,950,0,4500,0,2927
649,2136,1418,0,2924,0,3952
650,430,217,0,4420,0,2616
651,836,241,6,1301,1,855
652,855,1369,0,1297,0,2066
653,1820,1847,0,3880,0,4200
654,210,432,0,2833,0,4506
655,756,623,0,817,0,2454
656,1499,945,0,2950,1,4418
657,3519,1416,0,779,0,1456
658,1423,1307,0,2409,0,1836
659,2070,1414,0,3363,1,2793
660,1228,1222,0,2875,1,2335
661,1045,1747,0,4311,0,2249
662,996,771,0,1489,0,3557
663,1100,250,6,1699,1,222
664,1505,257,0,1023,0,2059
665,2953,1366,6,2627,1,24
666,1985,120,0,3054,1,3160
667,450,1424,0,2912,1,2701
668,2823,434,0,4033,0,4108
669,1974,566,6,2122,1,662
670,1877,1031,0,426,1,2531
671,501,1514,0,3999,0,3504
672,461,1759,6,1592,1,509
673,453,1694,6,4409,1,509
674,2352,1673,6,4529,1,509
675,2059,1097,0,1676,0,2792
676,1979,996,0,3972,0,3049
677,2579,201,0,4296,0,4193
678,1222,1203,6,2861,1,154
679,694,54,0,427,0,1463
680,998,773,0,1485,0,3553
681,2065,1749,6,4412,1,557
682,706,293,0,797,0,1436
683,704,1561,0,106,0,1409
684,1766,1252,0,1107,0,1612
685,136,1086,0,800,0,1731
686,2545,1313,0,3812,0,4120
687,1493,1203,6,3278,1,772
688,1216,1380,0,1753,0,1452
689,123,1215,0,1258,0,3636
690,3609,193,0,390,0,3430
691,2953,444,0,2647,1,1198
692,3422,241,6,4318,1,827
693,2866,1233,6,3518,1,1001
694,610,1084,0,2342,0,1527
695,373,1243,0,3885,0,2939
696,2511,76,6,1952,1,291
697,43,1687,0,4205,0,2241
698,2953,1105,0,406,0,1222
699,1877,842,0,4599,1,2506
700,1236,1649,6,3848,1,47
701,2127,847,0,1017,0,2010
702,2424,1388,0,2444,0,3155
703,2371,179,0,1328,0,1310
704,531,292,0,2975,0,4411
705,2675,1687,6,534,1,52
706,2046,1320,6,4116,1,435
707,268,1687,0,3882,0,2972
708,1505,253,0,590,0,3652
709,869,633,6,1774,1,332
710,2926,1086,0,753,0,1577
711,450,568,0,2893,0,2673
712,2727,160,0,3658,0,1091
713,1877,1433,0,1616,1,2548
714,3103,1241,0,2320,1,2819
715,435,1400,0,2989,1,2317
716,2454,1426,0,3118,0,3906
717,3601,1276,0,1894,0,4208
718,1178,1090,6,1495,1,771
719,203,320,0,393,0,4489
720,336,1555,0,472,0,2995
721,3553,1421,0,4034,0,4190
722,40,1233,6,2947,1,611
723,683,1107,0,3524,0,1453
724,450,1341,6,3081,1,522
725,105,1679,6,1157,1,929
726,450,1642,6,514,1,410
727,853,1646,6,1040,1,832
728,2953,930,0,2819,0,1144
729,3680,1687,0,1730,0,2181
730,2114,1097,0,2091,0,3907
731,1953,1461,0,483,0,3092
732,425,570,0,105,0,2594
733,483,1756,0,1760,0,3509
734,1057,1747,0,4626,0,2009
735,1028,1707,0,421,0,2198
736,3478,1079,0,1010,0,3703
737,1906,1144,0,3397,0,1232
738,33,663,0,180,0,2073
739,3163,1054,0,4401,0,3301
740,2750,1083,0,3583,0,1630
741,3262,1467,6,1479,1,625
742,1842,1063,6,566,1,625
743,2846,1628,6,3840,1,975
744,1328,1796,0,1052,0,4024
745,2672,1723,0,4341,0,1943
746,493,550,0,1200,0,2290
747,2993,586,0,2065,0,4454
748,656,1503,0,1472,0,1823
749,1634,1086,0,1822,0,1567
750,558,1641,6,3322,1,70
751,2588,1097,0,4520,1,3914
752,1668,1421,0,288,0,1510
753,3669,1815,0,4036,0,4084
754,1444,1066,0,4707,0,2493
755,2954,824,0,2663,0,1185
756,2691,1059,0,1856,0,2468
757,2674,1084,0,374,0,1972
758,2318,1245,0,3096,0,3620
759,1471,714,0,1133,0,3863
760,2858,1215,0,4505,0,4682
761,911,831,6,2334,1,495
762,2607,1728,6,2581,1,381
763,450,1238,0,2051,0,2675
764,1716,643,0,3210,0,4600
765,2124,1030,0,2176,0,4393
766,3656,1043,0,263,0,4180
767,1902,1855,0,274,0,1621
768,3111,1090,6,2817,1,515
769,1558,923,0,2348,0,1475
770,994,1258,0,146,0,1636
771,1827,1464,0,1463,0,1389
772,1707,979,0,1316,0,1515
773,3024,1592,6,4463,1,706
774,1648,1678,6,1221,1,719
775,3783,1629,6,3201,1,719
776,1648,1607,6,1221,1,719
777,1648,1562,6,2538,1,719
778,941,1447,6,2058,1,719
779,1222,1384,0,2865,0,1702
780,2059,1054,0,4338,0,2773
781,3112,1423,6,41,1,474
782,2458,845,0,4206,1,2246
783,468,1073,0,36,1,2667
784,756,100,0,2852,0,2439
785,2182,252,0,1843,0,3511
786,3791,1120,0,1282,0,3455
787,2098,983,0,1925,0,3597
788,2997,393,0,2635,0,4449
789,1396,1203,6,1205,1,974
790,3112,1665,6,54,1,333
791,3496,1411,0,2278,0,2067
792,1332,1327,0,2998,1,1011
793,756,462,0,817,0,2453
794,647,1063,6,1176,1,125
795,1695,407,0,918,0,4365
796,2835,1268,6,1840,1,97
797,450,1476,6,3048,1,521
798,1211,1209,0,3009,0,2308
799,3145,1728,6,3191,1,699
800,1343,725,6,1299,1,817
801,2559,604,6,265,1,817
802,1092,1694,0,1548,0,2267
803,1619,1681,0,1352,0,2416
804,2740,199,0,3003,0,2474
805,1159,1227,0,2188,0,4034
806,1180,1664,6,2717,1,774
807,1470,169,0,3656,0,1050
808,3321,602,0,558,0,3967
809,2387,998,0,2496,0,2374
810,2430,1669,6,3632,1,659
811,299,1419,0,4110,0,1935
812,756,356,0,3484,0,2441
813,2938,123,0,3245,0,4300
814,665,1560,0,738,0,1793
815,901,1838,0,3735,0,3942
816,1564,1745,0,1714,0,2263
817,3709,1771,0,4049,0,4064
818,1938,1160,0,3712,0,1774
819,1932,1372,6,1532,1,155
820,3084,1187,0,4421,0,2880
821,3686,617,0,4059,0,4264
822,1132,1601,0,525,0,1488
