row_id,name,startdate,enddate,description,eventattendancemode,offers,performer,url,page_url
1532,2154,2074,2087,4741,0,0,0,0,2751
1533,2074,1451,1461,5147,0,1,0,0,2658
1534,177,1298,1305,4484,0,0,0,0,704
1535,2173,1625,1634,803,0,1,0,0,2774
1536,1720,1621,1630,1850,0,1,0,0,2300
1537,2619,1900,1912,5379,0,0,0,0,3530
1538,1817,1651,1662,3444,0,0,0,0,2387
1539,4203,2005,2018,3109,0,0,0,0,4795
1540,3672,1779,1790,919,0,0,0,0,4118
1541,5053,1394,1403,5567,0,1,0,0,5691
1542,5662,939,941,2815,0,0,0,0,581
1543,554,52,52,106,0,1,0,0,1078
1544,584,955,957,1426,0,1,0,0,1109
1545,5725,284,285,1081,0,1,0,0,2228
1546,903,1174,1179,2858,0,0,0,0,1425
1547,400,2058,2071,1545,0,0,0,0,944
1548,3854,1232,1237,2807,0,0,0,0,4445
1549,1225,1453,1463,3459,0,1,0,0,1810
1550,2168,1495,1505,3368,0,0,0,0,2775
1551,5564,1156,1161,925,0,1,0,0,466
1552,1252,970,972,1142,0,1,0,0,1843
1553,5681,190,191,864,0,1,0,0,602
1554,1056,1183,1188,102,0,0,0,0,1594
1555,1049,651,653,1005,0,1,0,0,1599
1556,181,2045,2058,5181,0,0,0,0,708
1557,1222,450,451,720,0,0,0,0,1795
1558,808,1192,1197,3816,0,1,0,0,1335
1559,2377,180,181,155,0,1,0,0,2967
1560,896,1358,1365,3533,0,0,0,0,1424
1561,3590,1877,1889,2132,0,0,0,0,4196
1562,2834,2104,2117,4723,0,0,0,0,3422
1563,1547,1765,1776,5435,0,0,0,0,2171
1564,1164,163,163,5292,0,1,0,0,1765
1565,36,1663,1674,918,0,0,0,0,36
1566,335,2041,2054,1674,0,0,0,0,868
1567,4383,751,753,5333,0,1,0,0,4981
1568,2248,1543,1552,3353,0,1,0,0,2758
1569,3179,1807,1819,2768,0,1,0,0,3761
1570,306,1763,1774,1525,0,0,0,0,773
1571,1772,1925,1937,4020,0,0,0,0,2352
1572,1949,344,345,5693,0,0,0,0,2530
1573,1956,611,613,391,0,1,0,0,2540
1574,4043,792,794,185,0,1,0,0,4639
1575,380,1685,1696,823,0,0,0,0,921
1576,621,87,87,5116,0,1,0,0,1183
1577,1524,1228,1233,219,0,1,0,0,2107
1578,4879,1284,1290,2451,0,0,0,0,5501
1579,4984,942,944,472,0,0,0,0,5600
1580,581,164,164,3531,0,0,0,0,1106
1581,1802,1874,1886,3433,0,0,0,0,2388
1582,5014,2145,2174,4178,0,0,0,0,5630
1583,2594,1114,1119,4284,0,1,0,0,3181
1584,5320,1674,1685,3235,0,0,0,0,245
1585,2659,1723,1734,3927,0,0,0,0,3263
1586,1249,1010,1012,1806,0,1,0,0,1840
1587,2499,397,398,390,0,1,0,0,3102
1588,3506,1729,1740,831,0,1,0,0,4105
1589,4233,156,156,2217,0,0,0,0,4831
1590,5203,2112,2125,3210,0,0,0,0,95
1591,4202,1887,1899,3379,0,0,0,0,4794
1592,4893,777,778,484,0,1,0,0,5508
1593,4389,421,422,5110,0,0,0,0,4986
1594,911,219,220,1443,0,0,0,0,1433
1595,2575,805,807,895,0,1,0,0,3160
1596,986,354,355,1474,0,0,0,0,1515
1597,1575,808,810,1145,0,1,0,0,2149
1598,2487,753,755,2582,0,1,0,0,3086
1599,2923,869,871,2954,0,0,0,0,3505
1600,340,2010,2023,83,0,0,0,0,874
1601,835,1181,1186,2846,0,1,0,0,1356
1602,3769,693,695,3089,0,0,0,0,4358
1603,1240,2129,2142,4008,0,0,0,0,1825
1604,5122,1906,1918,5513,0,0,0,0,5741
1605,2732,959,961,1366,0,1,0,0,3196
1606,3658,1669,1680,2770,0,0,0,0,4283
1607,4844,414,415,4602,0,0,0,0,5437
1608,1475,1416,1426,1592,0,1,0,0,2047
1609,3860,64,64,167,0,1,0,0,4452
1610,5482,699,701,409,0,1,0,0,401
1611,5125,987,989,4709,0,1,0,0,5743
1612,680,610,612,1527,0,1,0,0,1208
1613,1301,1093,1097,1815,0,1,0,0,1883
1614,4737,2073,2086,3958,0,0,0,0,5327
1615,2597,1148,1153,1258,0,1,0,0,3182
1616,3474,1994,2007,5005,0,0,0,0,4065
1617,4574,2099,2112,5198,0,0,0,0,5201
1618,37,250,251,5105,0,0,0,0,42
1619,426,352,353,1326,0,1,0,0,955
1620,4944,2044,2057,2315,0,0,0,0,5561
1621,4044,663,665,4910,0,0,0,0,4640
1622,3808,828,830,5061,0,0,0,0,4400
1623,1943,1846,1858,5442,0,0,0,0,2526
1624,4482,1941,1953,181,0,0,0,0,5074
1625,585,2220,2233,259,0,0,0,0,1110
1626,2120,576,578,5251,0,0,0,0,2716
1627,2124,1818,1830,1908,0,0,0,0,2719
1628,4666,1432,1442,2936,0,1,0,0,5260
1629,3065,1258,1264,2042,0,1,0,0,3643
1630,4629,640,642,5046,0,1,0,0,5208
1631,336,1096,1100,1675,0,1,0,0,869
1632,5470,999,1001,4342,0,1,0,0,382
1633,2543,1128,1133,5245,0,1,0,0,3120
1634,5212,693,695,3253,0,0,0,0,104
1635,2183,726,728,320,0,0,0,0,2801
1636,600,924,926,1517,0,1,0,0,1127
1637,2819,1516,1525,1632,0,0,0,0,3403
1638,2322,1857,1869,2802,0,0,0,0,2924
1639,5494,1421,1431,4571,0,1,0,0,385
1640,2503,1031,1033,305,0,1,0,0,3110
1641,1014,394,395,1543,0,0,0,0,1543
1642,1256,1713,1724,4047,0,1,0,0,1865
1643,2247,1764,1775,5224,0,0,0,0,2757
1644,1163,2086,2099,1794,0,0,0,0,1764
1645,5665,1046,1048,2604,0,1,0,0,585
1646,3163,343,344,3640,0,0,0,0,3738
1647,2578,834,836,3299,0,1,0,0,3164
1648,3711,2194,2206,174,0,1,0,0,4297
1649,4833,2090,2103,479,0,0,0,0,5424
1650,5600,1277,1283,806,0,1,0,0,514
1651,2993,2123,2136,3982,0,0,0,0,3583
1652,1503,1774,1785,70,0,0,0,0,2089
1653,4868,1432,1442,1634,0,1,0,0,5466
1654,3606,1545,1554,2133,0,1,0,0,4217
1655,4421,1409,1419,5117,0,1,0,0,5015
1656,1288,1675,1686,4697,0,1,0,0,1891
1657,1836,2064,2077,506,0,0,0,0,2416
1658,718,935,937,1735,0,1,0,0,1243
1659,5656,972,974,2422,0,0,0,0,580
1660,530,920,922,1519,0,0,0,0,1056
1661,2553,2124,2137,1976,0,0,0,0,3011
1662,1580,891,893,3994,0,1,0,0,2155
1663,4723,568,570,5414,0,0,0,0,5315
1664,660,628,630,3818,0,0,0,0,1487
1665,4777,1386,1396,2292,0,1,0,0,5608
1666,2989,2135,2149,3734,0,0,0,0,3578
1667,2784,1158,1163,4948,0,0,0,0,3387
1668,3813,37,37,4617,0,1,0,0,4405
1669,3050,1944,1956,84,0,0,0,0,3647
1670,4534,641,643,5213,0,0,0,0,5112
1671,4215,830,832,5072,0,0,0,0,4808
1672,223,1896,1908,4620,0,0,0,0,763
1673,416,1814,1826,2872,0,0,0,0,892
1674,247,2057,2070,1665,0,0,0,0,783
1675,103,689,691,46,0,1,0,0,626
1676,264,1980,1992,1668,0,0,0,0,803
1677,2424,558,560,889,0,1,0,0,3020
1678,1322,665,667,1816,0,0,0,0,1931
1679,2483,1049,1051,369,0,1,0,0,3081
1680,3069,1437,1447,3110,0,1,0,0,3652
1681,5602,1246,1251,2415,0,0,0,0,520
1682,2234,2068,2081,512,0,0,0,0,2871
1683,772,1876,1888,4621,0,0,0,0,1305
1684,4752,435,436,99,0,0,0,0,460
1685,4455,1549,1558,4512,0,0,0,0,5047
1686,5562,1070,1072,2406,0,0,0,0,464
1687,2841,844,846,3013,0,0,0,0,3429
1688,802,7,7,5680,0,1,0,0,1328
1689,815,108,108,355,0,1,0,0,1337
1690,3636,1998,2011,3029,0,0,0,0,4247
1691,4751,70,70,4397,0,1,0,0,5341
1692,5030,1910,1922,456,0,0,0,0,5651
1693,482,41,41,105,0,1,0,0,969
1694,2683,1725,1736,2728,0,0,0,0,3291
1695,532,1169,1174,227,0,1,0,0,1062
1696,344,1895,1907,4105,0,0,0,0,878
1697,2759,1053,1055,4742,0,0,0,0,3347
1698,3429,695,697,5373,0,1,0,0,4017
1699,4327,422,423,4924,0,0,0,0,4923
1700,5366,877,879,2820,0,1,0,0,260
1701,560,260,261,365,0,1,0,0,1085
1702,1034,1579,1588,4299,0,0,0,0,1570
1703,3963,2044,2057,2497,0,0,0,0,4566
1704,2878,1911,1923,2019,0,0,0,0,3473
1705,3450,1329,1336,2772,0,1,0,0,4035
1706,4614,830,832,2273,0,1,0,0,5182
1707,1433,45,46,172,0,1,0,0,2024
1708,4788,2088,2101,2296,0,0,0,0,5368
1709,5432,1439,1449,3252,0,1,0,0,349
1710,1593,1943,1955,1836,0,0,0,0,2181
1711,2056,426,427,32,0,0,0,0,2638
1712,3257,901,903,4962,0,1,0,0,3839
1713,4418,2157,2169,4851,0,1,0,0,5012
1714,5596,1598,1607,2413,0,0,0,0,505
1715,741,1543,1552,3685,0,0,0,0,1252
1716,1337,104,104,4525,0,0,0,0,1923
1717,1050,279,280,495,0,0,0,0,1601
1718,1795,1989,2001,1860,0,0,0,0,2377
1719,1860,2049,2062,3738,0,0,0,0,2439
1720,88,1345,1352,3424,0,1,0,0,609
1721,3055,1083,1085,2583,0,1,0,0,3633
1722,1555,913,915,1583,0,1,0,0,2131
1723,710,1463,1473,4638,0,1,0,0,2154
1724,1967,1427,1437,1881,0,1,0,0,2551
1725,5004,2230,2243,4725,0,0,0,0,5622
1726,5531,494,495,2399,0,1,0,0,422
1727,868,1506,1515,5460,0,1,0,0,1391
1728,4408,659,661,5111,0,1,0,0,4999
1729,474,1687,1698,4784,0,0,0,0,996
1730,3346,530,532,4335,0,0,0,0,3930
1731,3375,1652,1663,2664,0,1,0,0,3960
1732,4783,194,195,5104,0,0,0,0,5360
1733,5430,1417,1427,3194,0,1,0,0,342
1734,156,2013,2026,4171,0,0,0,0,680
1735,4702,2143,2155,5410,0,1,0,0,5295
1736,1568,902,904,2486,0,1,0,0,2142
1737,1030,2111,2124,4355,0,0,0,0,1566
1738,3978,2130,2143,5445,0,0,0,0,4569
1739,3014,2068,2081,3990,0,0,0,0,3612
1740,3500,1648,1659,2124,0,0,0,0,4095
1741,216,1872,1884,1196,0,0,0,0,748
1742,3556,1909,1921,4035,0,0,0,0,4151
1743,4171,379,380,2209,0,0,0,0,4764
1744,3004,827,829,72,0,1,0,0,3597
1745,5537,1636,1645,3728,0,0,0,0,429
1746,1889,2012,2025,5748,0,0,0,0,2468
1747,539,390,391,1388,0,0,0,0,1058
1748,5243,1571,1579,2362,0,0,0,0,134
1749,5253,1030,1032,1007,0,1,0,0,151
1750,3196,876,878,3298,0,1,0,0,3779
1751,4086,1483,1493,2679,0,1,0,0,4686
1752,2886,1630,1639,1171,0,1,0,0,3485
1753,4411,520,522,4942,0,1,0,0,5007
1754,3800,2066,2079,461,0,0,0,0,4394
1755,5257,762,764,3136,0,0,0,0,173
1756,524,1145,1150,547,0,1,0,0,1048
1757,3541,1331,1338,752,0,1,0,0,4133
1758,311,1510,1519,3852,0,0,0,0,817
1759,5566,1256,1262,3603,0,0,0,0,472
1760,1528,1881,1893,2864,0,0,0,0,2114
1761,4395,547,549,5248,0,0,0,0,4992
1762,4677,1529,1538,3834,0,0,0,0,5270
1763,5622,1152,1157,4646,0,1,0,0,537
1764,3957,908,910,3017,0,1,0,0,4549
1765,3129,780,782,280,0,1,0,0,3715
1766,4645,625,627,3504,0,0,0,0,5228
1767,1723,2089,2102,1852,0,0,0,0,2303
1768,5378,777,778,3173,0,1,0,0,287
1769,1168,1627,1636,1795,0,0,0,0,1773
1770,3454,1844,1856,828,0,0,0,0,4040
1771,664,1307,1314,5569,0,1,0,0,1190
1772,1294,114,114,4404,0,0,0,0,1899
1773,4211,742,744,418,0,0,0,0,4803
1774,215,1576,1584,4056,0,0,0,0,747
1775,4676,1529,1538,4485,0,0,0,0,5269
1776,76,127,127,1024,0,1,0,0,46
1777,4564,1178,1183,711,0,0,0,0,5145
1778,1741,1816,1828,1202,0,1,0,0,2324
1779,3647,2090,2103,3031,0,0,0,0,4264
1780,4128,83,83,886,0,1,0,0,4724
1781,2160,576,578,5489,0,0,0,0,2759
1782,1854,2026,2039,892,0,0,0,0,2433
1783,5520,1460,1470,4190,0,1,0,0,538
1784,1693,842,844,2092,0,1,0,0,4953
1785,4607,1371,1379,4387,0,1,0,0,5176
1786,1284,1323,1330,1813,0,1,0,0,1886
1787,3284,739,741,5406,0,1,0,0,3872
1788,5459,436,437,5376,0,0,0,0,364
1789,1317,49,49,4489,0,1,0,0,1904
1790,3406,1289,1296,4084,0,1,0,0,3970
1791,285,1980,1992,3070,0,0,0,0,826
1792,314,1745,1756,3848,0,0,0,0,828
1793,4613,1382,1392,4381,0,1,0,0,5179
1794,218,1992,2005,3772,0,0,0,0,752
1795,3993,187,188,5325,0,1,0,0,4584
1796,4819,2116,2129,3944,0,0,0,0,5401
1797,5553,1382,1392,4650,0,0,0,0,501
1798,5074,1917,1929,878,0,0,0,0,5679
1799,3573,2050,2063,286,0,0,0,0,4147
1800,511,1746,1757,2910,0,0,0,0,1038
1801,3913,262,263,3556,0,1,0,0,4503
1802,5614,1805,1817,1342,0,0,0,0,530
1803,4133,2192,2204,3794,0,1,0,0,4729
1804,4580,1317,1324,4378,0,0,0,0,5148
1805,4701,1508,1517,3409,0,1,0,0,5293
1806,3412,2124,2137,5395,0,0,0,0,3996
1807,4805,688,690,1301,0,0,0,0,5384
1808,534,966,968,5581,0,1,0,0,1065
1809,1950,1175,1180,4855,0,1,0,0,2531
1810,357,2070,2083,678,0,0,0,0,897
1811,1277,797,799,3596,0,1,0,0,1857
1812,1913,2123,2136,1876,0,0,0,0,2494
1813,5576,1004,1006,2410,0,1,0,0,484
1814,3559,2130,2143,4644,0,0,0,0,4160
1815,4518,1847,1859,4657,0,0,0,0,5101
1816,3919,543,545,2177,0,0,0,0,4510
1817,4716,523,525,5465,0,0,0,0,5310
1818,4858,151,151,5305,0,0,0,0,5464
1819,2145,2098,2111,4230,0,0,0,0,2741
1820,1157,1181,1186,1793,0,1,0,0,1758
1821,625,107,107,1417,0,1,0,0,1151
1822,1116,1982,1994,4672,0,0,0,0,1696
1823,1915,1612,1621,1874,0,1,0,0,2496
1824,4577,805,807,2263,0,0,0,0,5203
1825,5227,590,592,189,0,1,0,0,121
1826,5372,899,901,1619,0,1,0,0,280
1827,5530,494,495,4517,0,1,0,0,421
1828,801,2025,2038,5152,0,0,0,0,1327
1829,2582,805,807,136,0,0,0,0,3168
1830,4849,708,710,22,0,1,0,0,5446
1831,5159,1554,1563,2558,0,1,0,0,49
1832,2586,1014,1016,3264,0,0,0,0,3172
1833,4424,759,761,1318,0,1,0,0,5030
1834,4585,1859,1871,4669,0,0,0,0,5177
1835,355,595,597,1677,0,0,0,0,894
1836,465,198,199,2616,0,1,0,0,998
1837,2110,479,480,867,0,0,0,0,2700
1838,4351,1121,1126,1328,0,1,0,0,4948
1839,1859,2047,2060,5757,0,0,0,0,2438
1840,1190,1339,1346,2518,0,1,0,0,1750
1841,5027,1900,1912,3959,0,0,0,0,5648
1842,3348,372,373,5281,0,0,0,0,3932
1843,5684,1835,1847,2557,0,0,0,0,54
1844,5342,361,362,3783,0,0,0,0,215
1845,5458,1151,1156,3195,0,1,0,0,363
1846,912,288,289,1759,0,0,0,0,1434
1847,1354,1506,1515,745,0,0,0,0,1946
1848,4935,1902,1914,3494,0,0,0,0,5547
1849,3425,2054,2067,4226,0,0,0,0,4010
1850,256,1557,1566,3839,0,1,0,0,789
1851,1375,1182,1187,5246,0,1,0,0,1964
1852,5307,788,790,5724,0,0,0,0,234
1853,5019,1386,1396,4439,0,1,0,0,5640
1854,2876,875,877,1053,0,1,0,0,3471
1855,2991,1965,1977,4078,0,0,0,0,3581
1856,3476,1379,1388,5140,0,1,0,0,4069
1857,4673,533,535,5710,0,1,0,0,5265
1858,5689,743,745,4607,0,1,0,0,1618
1859,1267,1426,1436,4319,0,1,0,0,1846
1860,373,1982,1994,4341,0,0,0,0,883
1861,1273,1539,1548,1014,0,1,0,0,1852
1862,2730,950,952,3380,0,1,0,0,3194
1863,2738,1819,1831,2009,0,1,0,0,3323
1864,3632,1900,1912,5179,0,0,0,0,4238
1865,5224,412,413,3166,0,0,0,0,115
1866,5580,1243,1248,2412,0,1,0,0,489
1867,4618,772,774,5239,0,0,0,0,5186
1868,173,2217,2230,1656,0,0,0,0,697
1869,3699,1665,1676,3003,0,0,0,0,4269
1870,4565,1178,1183,3096,0,1,0,0,5146
1871,2084,2125,2138,4259,0,0,0,0,2669
1872,2433,2082,2095,4133,0,0,0,0,3028
1873,1383,1273,1279,3708,0,1,0,0,1976
1874,637,823,825,2834,0,0,0,0,1165
1875,2019,2147,2159,327,0,1,0,0,2604
1876,2142,1300,1307,1926,0,1,0,0,2735
1877,1749,1972,1984,5261,0,0,0,0,2332
1878,5615,1805,1817,2414,0,0,0,0,532
1879,4006,960,962,986,0,1,0,0,4597
1880,2043,1004,1006,5646,0,0,0,0,2637
1881,64,1832,1844,277,0,0,0,0,1643
1882,598,1845,1857,5353,0,0,0,0,1125
1883,2411,1776,1787,3651,0,0,0,0,2997
1884,3326,1040,1042,3324,0,1,0,0,3825
1885,3086,443,444,2048,0,0,0,0,3667
1886,24,2097,2110,1147,0,0,0,0,15
1887,4347,2024,2037,3741,0,0,0,0,4944
1888,1977,1852,1864,5178,0,0,0,0,2560
1889,2186,1790,1802,3692,0,0,0,0,2800
1890,5238,1441,1451,1175,0,1,0,0,132
1891,1716,1565,1573,1230,0,1,0,0,2294
1892,2854,705,707,593,0,1,0,0,3445
1893,5561,1157,1162,3164,0,1,0,0,463
1894,4596,830,832,2267,0,1,0,0,5167
1895,797,1915,1927,3863,0,0,0,0,1288
1896,4625,886,888,4375,0,1,0,0,5193
1897,5643,1515,1524,3680,0,0,0,0,562
1898,2393,299,300,1947,0,0,0,0,2988
1899,4059,1229,1234,2651,0,1,0,0,4662
1900,114,1999,2012,1458,0,0,0,0,637
1901,1740,2088,2101,1857,0,0,0,0,2322
1902,3172,28,29,5122,0,1,0,0,3755
1903,5736,1702,1713,582,0,0,0,0,5350
1904,2579,834,836,1144,0,1,0,0,3165
1905,3781,808,810,2154,0,1,0,0,4369
1906,1026,551,553,5699,0,1,0,0,1553
1907,5270,941,943,548,0,1,0,0,186
1908,2258,1605,1614,4588,0,1,0,0,2783
1909,913,208,209,1760,0,1,0,0,1435
1910,1390,330,331,4849,0,0,0,0,1984
1911,2767,1333,1340,1091,0,1,0,0,3365
1912,325,36,36,5286,0,1,0,0,853
1913,332,1589,1598,3843,0,0,0,0,864
1914,19,2090,2103,273,0,0,0,0,29
1915,2021,1874,1886,3761,0,0,0,0,2606
1916,4115,854,856,71,0,1,0,0,4710
1917,1036,573,575,37,0,0,0,0,1572
1918,467,868,870,1687,0,1,0,0,1000
1919,3173,60,60,115,0,1,0,0,3756
1920,1487,1561,1569,4016,0,0,0,0,2060
1921,785,1026,1028,374,0,1,0,0,1313
1922,677,946,948,1490,0,1,0,0,1203
1923,2924,802,804,1043,0,1,0,0,3506
1924,1699,40,40,5536,0,1,0,0,4958
1925,5035,927,929,4353,0,1,0,0,5656
1926,2688,2068,2081,3974,0,0,0,0,3299
1927,3534,2102,2115,4569,0,0,0,0,4123
1928,4813,1933,1945,3562,0,0,0,0,5391
1929,428,718,720,4285,0,1,0,0,957
1930,60,595,597,64,0,0,0,0,1597
1931,1769,1904,1916,2549,0,0,0,0,2349
1932,3663,2130,2143,2134,0,0,0,0,4277
1933,3898,29,28,446,0,1,0,0,4489
1934,1087,1033,1035,4210,0,1,0,0,1668
1935,2211,1445,1455,2515,0,1,0,0,2840
1936,233,1905,1917,1485,0,0,0,0,755
1937,729,1131,1136,1734,0,1,0,0,1257
1938,4394,257,258,670,0,1,0,0,4991
1939,4787,2056,2069,1264,0,0,0,0,5366
1940,5263,750,752,3232,0,0,0,0,181
1941,3667,2126,2139,508,0,0,0,0,4289
1942,5429,1496,1506,3157,0,1,0,0,340
1943,1445,1835,1847,1153,0,0,0,0,2034
1944,755,1789,1801,1536,0,0,0,0,1280
1945,3876,293,294,2946,0,0,0,0,4467
1946,2890,750,752,985,0,1,0,0,3486
1947,1086,522,524,567,0,1,0,0,1667
1948,2388,71,71,1944,0,0,0,0,2981
1949,2096,133,133,4917,0,0,0,0,2688
1950,15,1962,1974,5273,0,0,0,0,25
1951,437,521,523,1471,0,1,0,0,965
1952,1206,1989,2001,128,0,0,0,0,1787
1953,872,1050,1052,2825,0,0,0,0,1398
1954,1634,1456,1466,2791,0,1,0,0,2212
1955,294,1484,1494,1477,0,0,0,0,838
1956,280,2123,2136,4263,0,0,0,0,818
1957,321,2057,2070,3751,0,0,0,0,847
1958,388,1028,1030,872,0,1,0,0,934
1959,839,333,334,5358,0,1,0,0,1357
1960,1121,2111,2124,278,0,0,0,0,1701
1961,1997,1113,1118,3364,0,1,0,0,2586
1962,1875,1716,1727,1869,0,1,0,0,2454
1963,1861,2038,2051,3724,0,0,0,0,2440
1964,51,1464,1474,5519,0,1,0,0,1573
1965,3789,2127,2140,3650,0,0,0,0,4382
1966,4275,789,791,2226,0,1,0,0,4875
1967,2343,1048,1050,2601,0,0,0,0,2941
1968,956,1462,1472,4246,0,1,0,0,1470
1969,2151,1965,1977,1162,0,0,0,0,2746
1970,2317,1752,1763,2742,0,0,0,0,2915
1971,3292,604,606,2094,0,0,0,0,3883
1972,3407,1654,1665,4476,0,0,0,0,3969
1973,3989,1949,1961,4361,0,0,0,0,4581
1974,4261,869,871,2608,0,0,0,0,4862
1975,1429,1337,1344,2523,0,1,0,0,2020
1976,2333,1602,1611,1935,0,0,0,0,2918
1977,3059,1241,1246,3297,0,1,0,0,3637
1978,3643,1880,1892,2657,0,0,0,0,4258
1979,4988,897,899,3591,0,0,0,0,5604
1980,1279,1970,1982,4073,0,0,0,0,1859
1981,627,1817,1829,811,0,0,0,0,1156
1982,1385,1165,1170,3663,0,1,0,0,1971
1983,2806,1453,1463,3893,0,1,0,0,3350
1984,3269,983,985,2086,0,1,0,0,3857
1985,4440,2013,2026,3040,0,0,0,0,5029
1986,3081,574,576,4935,0,1,0,0,3665
1987,4263,880,882,439,0,1,0,0,4864
1988,1340,648,650,4437,0,0,0,0,1926
1989,2518,472,473,4943,0,1,0,0,3123
1990,3936,24,24,100,0,1,0,0,4530
1991,3397,1397,1406,1057,0,1,0,0,3989
1992,1932,2135,2149,5683,0,0,0,0,2512
1993,5504,1483,1493,4188,0,1,0,0,436
1994,4601,755,757,5121,0,0,0,0,5172
1995,4971,1594,1603,562,0,0,0,0,5588
1996,2884,685,687,5303,0,1,0,0,3478
1997,4242,17,17,1330,0,1,0,0,4842
1998,1110,1961,1973,4671,0,0,0,0,1690
1999,3644,2074,2087,5755,0,0,0,0,4259
2000,2566,554,556,47,0,0,0,0,3151
2001,2920,1049,1051,2552,0,1,0,0,3502
2002,4026,844,846,368,0,1,0,0,4617
2003,4350,1195,1200,957,0,1,0,0,4947
2004,945,1620,1629,2892,0,1,0,0,1467
2005,4955,1250,1256,2318,0,0,0,0,5572
2006,5434,1425,1435,830,0,1,0,0,359
2007,160,1895,1907,1521,0,0,0,0,687
2008,448,1119,1124,5492,0,1,0,0,977
2009,4189,1795,1807,4556,0,0,0,0,4780
2010,2564,22,22,4502,0,1,0,0,3149
2011,2821,1493,1503,4366,0,1,0,0,3402
2012,3068,495,496,4482,0,0,0,0,3651
2013,4996,2038,2051,5247,0,0,0,0,5614
2014,4451,1538,1547,5676,0,0,0,0,5043
2015,820,423,424,1552,0,0,0,0,1342
2016,492,434,435,2915,0,1,0,0,1020
2017,4704,1708,1719,4365,0,1,0,0,5298
2018,4079,2049,2062,834,0,0,0,0,4677
2019,453,1139,1144,3777,0,1,0,0,983
2020,3118,1863,1875,3112,0,0,0,0,3702
2021,2097,311,312,1905,0,0,0,0,2689
2022,2138,1857,1869,4716,0,0,0,0,2728
2023,1093,826,828,180,0,1,0,0,1681
2024,5483,671,673,3170,0,0,0,0,402
2025,1113,1722,1733,2469,0,0,0,0,1693
2026,1633,1437,1447,2499,0,1,0,0,2211
2027,4870,1847,1859,2447,0,1,0,0,5486
2028,2263,1575,1583,4523,0,1,0,0,2792
2029,4259,735,737,3471,0,0,0,0,4860
2030,1153,1742,1753,4206,0,0,0,0,1754
2031,1369,797,799,306,0,1,0,0,1977
2032,2223,1266,1272,1923,0,1,0,0,2857
2033,5008,1504,1513,3225,0,1,0,0,5627
2034,261,1858,1870,1487,0,0,0,0,798
2035,90,2056,2069,4458,0,0,0,0,611
2036,2050,197,198,4990,0,0,0,0,2627
2037,3037,1045,1047,7,0,1,0,0,3608
2038,747,461,462,1612,0,1,0,0,1271
2039,417,1261,1267,790,0,1,0,0,900
2040,3323,782,784,1568,0,1,0,0,3915
2041,347,1813,1825,1500,0,0,0,0,870
2042,517,1865,1877,3006,0,0,0,0,1047
2043,1687,2050,2063,4208,0,0,0,0,2292
2044,3479,1792,1804,3044,0,0,0,0,4070
2045,5472,616,618,513,0,1,0,0,386
2046,1731,1972,1984,531,0,0,0,0,2312
2047,1701,1373,1381,4653,0,1,0,0,258
2048,2737,1029,1031,5649,0,1,0,0,3321
2049,3359,766,768,5630,0,0,0,0,3942
2050,99,2020,2033,3721,0,0,0,0,624
2051,1154,1032,1034,4478,0,1,0,0,1755
2052,1549,1558,1567,5431,0,1,0,0,2174
2053,4431,1612,1621,2498,0,1,0,0,5020
2054,1782,1925,1937,5270,0,0,0,0,2362
2055,2832,1049,1051,3093,0,0,0,0,3418
2056,5197,901,903,1100,0,1,0,0,87
2057,822,991,993,5586,0,0,0,0,1344
2058,5015,2145,2174,4072,0,0,0,0,5632
2059,3829,240,241,248,0,1,0,0,4422
2060,3998,1024,1026,3292,0,1,0,0,4589
2061,95,1729,1740,5531,0,0,0,0,616
2062,2572,1282,1288,4966,0,1,0,0,3157
2063,3401,212,213,270,0,0,0,0,3986
2064,2687,353,354,1994,0,1,0,0,3297
2065,5343,404,405,2374,0,0,0,0,189
2066,1971,1852,1864,2639,0,0,0,0,2556
2067,4553,1410,1420,236,0,1,0,0,5133
2068,522,309,310,1445,0,0,0,0,619
2069,3546,1722,1733,2803,0,0,0,0,4138
2070,4831,2070,2083,3563,0,0,0,0,5422
2071,4130,1715,1726,2653,0,0,0,0,4726
2072,1052,523,525,498,0,1,0,0,1578
2073,2249,1713,1724,3922,0,0,0,0,2761
2074,2742,1915,1927,3082,0,0,0,0,3327
2075,4030,289,290,3597,0,1,0,0,4621
2076,2220,1899,1911,3303,0,0,0,0,2856
2077,3811,42,42,5466,0,1,0,0,4404
2078,1553,906,908,5430,0,1,0,0,2161
2079,5324,441,442,5740,0,0,0,0,251
2080,4734,560,562,5420,0,0,0,0,5323
2081,4634,2036,2049,4172,0,0,0,0,5217
2082,5586,1805,1817,2404,0,0,0,0,485
2083,284,1844,1856,1558,0,0,0,0,825
2084,4058,1638,1647,5136,0,0,0,0,4660
2085,4222,1048,1050,2216,0,1,0,0,4809
2086,605,1812,1824,2848,0,1,0,0,1130
2087,2689,321,322,398,0,0,0,0,3306
2088,1259,1489,1499,1808,0,1,0,0,1833
2089,1055,1426,1436,4121,0,1,0,0,1587
2090,1438,1742,1753,4060,0,0,0,0,2025
2091,2983,495,496,2956,0,0,0,0,3573
2092,4731,528,530,5576,0,1,0,0,5316
2093,5241,987,989,2642,0,0,0,0,136
2094,5700,1125,1130,3594,0,1,0,0,1630
2095,2470,221,222,617,0,1,0,0,3071
2096,231,1463,1473,822,0,1,0,0,766
2097,3171,96,96,1009,0,1,0,0,3753
