row_id,name,startdate,enddate,description,eventattendancemode,offers,performer,url,page_url
500,2522,305,306,2939,0,0,0,0,3127
501,3979,958,960,5069,0,0,0,0,4570
502,274,2119,2132,591,0,0,0,0,815
503,1455,1599,1608,4324,0,0,0,0,2068
504,4483,1274,1280,2254,0,1,0,0,5075
505,5438,1197,1202,955,0,1,0,0,346
506,5452,424,425,5720,0,0,0,0,367
507,3206,1449,1459,3060,0,1,0,0,3789
508,905,192,193,649,0,1,0,0,1428
509,1387,1680,1691,5545,0,1,0,0,1982
510,2831,785,787,2012,0,1,0,0,3415
511,242,1998,2011,2775,0,0,0,0,843
512,2791,2084,2097,4752,0,0,0,0,3390
513,1444,1378,1386,596,0,1,0,0,2033
514,2292,1603,1612,4157,0,1,0,0,2851
515,3568,2111,2124,5341,0,0,0,0,4173
516,4991,1625,1634,1037,0,0,0,0,5610
517,2346,1361,1368,3306,0,0,0,0,2944
518,4792,2088,2101,432,0,0,0,0,5371
519,5126,1142,1147,2561,0,1,0,0,5744
520,4754,2006,2019,5768,0,0,0,0,5343
521,1571,347,348,1584,0,1,0,0,2145
522,2895,1536,1545,4112,0,1,0,0,3421
523,2902,1458,1468,2540,0,1,0,0,3483
524,5539,2101,2114,731,0,0,0,0,440
525,1425,273,274,5697,0,1,0,0,2011
526,2848,673,675,2013,0,0,0,0,3435
527,1709,1142,1147,2528,0,1,0,0,2296
528,3229,1540,1549,1630,0,0,0,0,3813
529,3455,1878,1890,5667,0,0,0,0,4039
530,2639,276,277,408,0,1,0,0,3241
531,3852,2018,2031,2670,0,0,0,0,4444
532,4560,770,772,4420,0,0,0,0,5141
533,1824,1396,1405,939,0,1,0,0,2373
534,506,1893,1905,5177,0,0,0,0,1040
535,4615,1375,1383,3648,0,1,0,0,278
536,309,1459,1469,2762,0,1,0,0,778
537,5088,127,127,884,0,0,0,0,5674
538,2350,1194,1199,3363,0,1,0,0,2725
539,2201,1298,1305,2766,0,1,0,0,2826
540,2612,1183,1188,4582,0,1,0,0,3207
541,2648,1317,1324,750,0,1,0,0,3250
542,4143,801,803,48,0,0,0,0,4734
543,5302,502,504,3231,0,0,0,0,230
544,624,1387,1397,1711,0,1,0,0,1150
545,818,1321,1328,4143,0,1,0,0,1340
546,1675,1874,1886,212,0,0,0,0,2271
547,3488,1360,1367,696,0,0,0,0,4081
548,20,1569,1577,2453,0,1,0,0,24
549,743,491,492,1736,0,0,0,0,1267
550,5079,1906,1918,2338,0,0,0,0,5686
551,4352,754,756,5385,0,0,0,0,4375
552,3502,1885,1897,3028,0,0,0,0,4097
553,425,1056,1058,1682,0,1,0,0,953
554,2036,579,581,1890,0,0,0,0,2623
555,2938,363,364,73,0,0,0,0,3520
556,4527,402,403,5165,0,1,0,0,5095
557,2336,1489,1499,4811,0,0,0,0,2934
558,3283,776,777,2969,0,0,0,0,3876
559,2975,1814,1826,4137,0,0,0,0,3561
560,1343,2174,2188,4051,0,0,0,0,1929
561,2072,441,442,1895,0,0,0,0,2647
562,3256,839,841,2082,0,1,0,0,3838
563,140,540,542,5284,0,1,0,0,666
564,430,841,843,487,0,1,0,0,959
565,3557,1818,1830,4622,0,1,0,0,4158
566,4960,1481,1491,3909,0,1,0,0,5577
567,985,337,338,1323,0,1,0,0,1514
568,2010,2114,2127,1244,0,0,0,0,2595
569,2838,1078,1080,4140,0,1,0,0,3425
570,4272,880,882,438,0,1,0,0,4872
571,3736,532,534,2730,0,1,0,0,4325
572,5,1164,1169,4409,0,1,0,0,5
573,993,160,160,1408,0,1,0,0,1523
574,1892,1892,1904,5529,0,0,0,0,2477
575,2295,998,1000,3361,0,1,0,0,2869
576,3724,152,152,2145,0,1,0,0,4311
577,737,1853,1865,1557,0,0,0,0,1264
578,3276,797,799,3338,0,0,0,0,3864
579,4140,962,964,5606,0,1,0,0,4717
580,5708,1071,1073,2425,0,1,0,0,1639
