row_id,name,startdate,enddate,location,description,offers,organizer,performer,page_url
250,17,50,51,0,1,0,0,0,296
251,61,52,56,0,6,1,0,0,296
252,17,53,55,0,1,0,0,0,296
253,17,54,57,0,1,0,0,0,296
254,42,55,59,0,8,0,0,0,296
255,17,57,60,0,1,0,0,0,296
256,29,20,50,0,7,0,0,0,296
257,56,39,40,0,9,0,0,0,296
258,11,41,41,0,4,0,0,0,296
259,17,49,49,0,1,0,0,0,278
260,17,50,51,0,1,0,0,0,278
261,61,52,56,0,6,1,0,0,278
262,17,53,55,0,1,0,0,0,278
263,17,54,57,0,1,0,0,0,278
264,42,55,59,0,8,0,0,0,278
265,17,57,60,0,1,0,0,0,278
266,29,20,50,0,7,0,0,0,278
267,56,39,40,0,9,0,0,0,278
268,11,41,41,0,4,0,0,0,278
269,17,49,49,0,1,0,0,0,118
270,17,50,51,0,1,0,0,0,118
271,61,52,56,0,6,1,0,0,118
272,17,53,55,0,1,0,0,0,118
273,17,54,57,0,1,0,0,0,118
274,42,55,59,0,8,0,0,0,118
275,17,57,60,0,1,0,0,0,118
276,29,20,50,0,7,0,0,0,118
277,56,39,40,0,9,0,0,0,118
278,11,41,41,0,4,0,0,0,118
279,17,49,49,0,1,0,0,0,359
280,17,50,51,0,1,0,0,0,359
281,61,52,56,0,6,1,0,0,359
282,17,53,55,0,1,0,0,0,359
283,17,54,57,0,1,0,0,0,359
284,42,55,59,0,8,0,0,0,359
285,17,57,60,0,1,0,0,0,359
286,29,20,50,0,7,0,0,0,359
287,56,39,40,0,9,0,0,0,359
288,11,41,41,0,4,0,0,0,359
289,17,49,49,0,1,0,0,0,98
290,17,50,51,0,1,0,0,0,98
291,61,52,56,0,6,1,0,0,98
292,17,53,55,0,1,0,0,0,98
293,17,54,57,0,1,0,0,0,98
294,42,55,59,0,8,0,0,0,98
295,17,57,60,0,1,0,0,0,98
296,29,20,50,0,7,0,0,0,98
297,56,39,40,0,9,0,0,0,98
298,11,41,41,0,4,0,0,0,98
299,3,12,11,0,19,1,0,1,147
300,17,49,49,0,1,0,0,0,147
301,17,50,51,0,1,0,0,0,147
302,61,52,56,0,6,1,0,0,147
303,17,53,55,0,1,0,0,0,147
304,17,54,57,0,1,0,0,0,147
305,42,55,59,0,8,0,0,0,147
306,17,57,60,0,1,0,0,0,147
307,29,20,50,0,7,0,0,0,147
308,56,39,40,0,9,0,0,0,147
309,11,41,41,0,4,0,0,0,147
310,17,49,49,0,1,0,0,0,38
311,17,50,51,0,1,0,0,0,38
312,61,52,56,0,6,1,0,0,38
313,17,53,55,0,1,0,0,0,38
314,17,54,57,0,1,0,0,0,38
315,42,55,59,0,8,0,0,0,38
316,17,57,60,0,1,0,0,0,38
317,29,20,50,0,7,0,0,0,38
318,56,39,40,0,9,0,0,0,38
319,11,41,41,0,4,0,0,0,38
320,20,78,83,0,10,0,0,1,177
321,17,49,49,0,1,0,0,0,177
322,17,50,51,0,1,0,0,0,177
323,61,52,56,0,6,1,0,0,177
324,17,53,55,0,1,0,0,0,177
325,17,54,57,0,1,0,0,0,177
326,42,55,59,0,8,0,0,0,177
327,17,57,60,0,1,0,0,0,177
328,29,20,50,0,7,0,0,0,177
329,56,39,40,0,9,0,0,0,177
330,11,41,41,0,4,0,0,0,177
331,18,79,82,0,39,0,0,1,172
332,17,49,49,0,1,0,0,0,172
333,17,50,51,0,1,0,0,0,172
334,61,52,56,0,6,1,0,0,172
335,17,53,55,0,1,0,0,0,172
336,17,54,57,0,1,0,0,0,172
337,42,55,59,0,8,0,0,0,172
338,17,57,60,0,1,0,0,0,172
339,29,20,50,0,7,0,0,0,172
340,56,39,40,0,9,0,0,0,172
341,11,41,41,0,4,0,0,0,172
342,54,82,85,0,52,0,0,1,249
343,17,49,49,0,1,0,0,0,249
344,17,50,51,0,1,0,0,0,249
345,61,52,56,0,6,1,0,0,249
346,17,53,55,0,1,0,0,0,249
347,17,54,57,0,1,0,0,0,249
348,42,55,59,0,8,0,0,0,249
349,17,57,60,0,1,0,0,0,249
350,29,20,50,0,7,0,0,0,249
351,56,39,40,0,9,0,0,0,249
352,11,41,41,0,4,0,0,0,249
353,17,49,49,0,1,0,0,0,62
354,17,50,51,0,1,0,0,0,62
355,61,52,56,0,6,1,0,0,62
356,17,53,55,0,1,0,0,0,62
357,17,54,57,0,1,0,0,0,62
358,42,55,59,0,8,0,0,0,62
359,17,57,60,0,1,0,0,0,62
360,29,20,50,0,7,0,0,0,62
361,56,39,40,0,9,0,0,0,62
362,11,41,41,0,4,0,0,0,62
363,17,49,49,0,1,0,0,0,378
364,17,50,51,0,1,0,0,0,378
365,61,52,56,0,6,1,0,0,378
366,17,53,55,0,1,0,0,0,378
367,17,54,57,0,1,0,0,0,378
368,42,55,59,0,8,0,0,0,378
369,17,57,60,0,1,0,0,0,378
370,29,20,50,0,7,0,0,0,378
371,56,39,40,0,9,0,0,0,378
372,11,41,41,0,4,0,0,0,378
373,17,49,49,0,1,0,0,0,43
374,17,50,51,0,1,0,0,0,43
375,61,52,56,0,6,1,0,0,43
376,17,53,55,0,1,0,0,0,43
377,17,54,57,0,1,0,0,0,43
378,42,55,59,0,8,0,0,0,43
379,17,57,60,0,1,0,0,0,43
380,29,20,50,0,7,0,0,0,43
381,56,39,40,0,9,0,0,0,43
382,11,41,41,0,4,0,0,0,43
383,17,49,49,0,1,0,0,0,452
384,17,50,51,0,1,0,0,0,452
385,61,52,56,0,6,1,0,0,452
386,17,53,55,0,1,0,0,0,452
387,17,54,57,0,1,0,0,0,452
388,42,55,59,0,8,0,0,0,452
389,17,57,60,0,1,0,0,0,452
390,29,20,50,0,7,0,0,0,452
391,56,39,40,0,9,0,0,0,452
392,11,41,41,0,4,0,0,0,452
393,17,49,49,0,1,0,0,0,374
394,17,50,51,0,1,0,0,0,374
395,61,52,56,0,6,1,0,0,374
396,17,53,55,0,1,0,0,0,374
397,17,54,57,0,1,0,0,0,374
398,42,55,59,0,8,0,0,0,374
399,17,57,60,0,1,0,0,0,374
400,29,20,50,0,7,0,0,0,374
401,11,41,41,0,4,0,0,0,374
402,17,49,49,0,1,0,0,0,322
403,17,50,51,0,1,0,0,0,322
404,61,52,56,0,6,1,0,0,322
405,17,53,55,0,1,0,0,0,322
406,17,54,57,0,1,0,0,0,322
407,42,55,59,0,8,0,0,0,322
408,17,57,60,0,1,0,0,0,322
409,29,20,50,0,7,0,0,0,322
410,56,39,40,0,9,0,0,0,322
411,11,41,41,0,4,0,0,0,322
412,17,49,49,0,1,0,0,0,336
413,17,50,51,0,1,0,0,0,336
414,61,52,56,0,6,1,0,0,336
415,17,53,55,0,1,0,0,0,336
416,17,54,57,0,1,0,0,0,336
417,42,55,59,0,8,0,0,0,336
418,17,57,60,0,1,0,0,0,336
419,29,20,50,0,7,0,0,0,336
420,56,39,40,0,9,0,0,0,336
421,11,41,41,0,4,0,0,0,336
422,41,45,46,0,29,0,1,1,214
423,17,49,49,0,1,0,0,0,214
424,17,50,51,0,1,0,0,0,214
425,61,52,56,0,6,1,0,0,214
426,17,53,55,0,1,0,0,0,214
427,17,54,57,0,1,0,0,0,214
428,42,55,59,0,8,0,0,0,214
429,17,57,60,0,1,0,0,0,214
430,29,20,50,0,7,0,0,0,214
431,56,39,40,0,9,0,0,0,214
432,11,41,41,0,4,0,0,0,214
433,50,95,99,0,44,1,0,1,240
434,17,49,49,0,1,0,0,0,240
435,17,50,51,0,1,0,0,0,240
436,61,52,56,0,6,1,0,0,240
437,17,53,55,0,1,0,0,0,240
438,17,54,57,0,1,0,0,0,240
439,42,55,59,0,8,0,0,0,240
440,17,57,60,0,1,0,0,0,240
441,29,20,50,0,7,0,0,0,240
442,56,39,40,0,9,0,0,0,240
443,11,41,41,0,4,0,0,0,240
444,17,49,49,0,1,0,0,0,33
445,17,50,51,0,1,0,0,0,33
446,61,52,56,0,6,1,0,0,33
447,17,53,55,0,1,0,0,0,33
448,17,54,57,0,1,0,0,0,33
449,42,55,59,0,8,0,0,0,33
450,17,57,60,0,1,0,0,0,33
451,29,20,50,0,7,0,0,0,33
452,56,39,40,0,9,0,0,0,33
453,11,41,41,0,4,0,0,0,33
454,17,49,49,0,1,0,0,0,127
455,17,50,51,0,1,0,0,0,127
456,61,52,56,0,6,1,0,0,127
457,17,53,55,0,1,0,0,0,127
458,17,54,57,0,1,0,0,0,127
459,42,55,59,0,8,0,0,0,127
460,17,57,60,0,1,0,0,0,127
461,29,20,50,0,7,0,0,0,127
462,56,39,40,0,9,0,0,0,127
463,11,41,41,0,4,0,0,0,127
464,50,88,91,0,44,1,0,1,238
465,17,49,49,0,1,0,0,0,238
466,17,50,51,0,1,0,0,0,238
467,61,52,56,0,6,1,0,0,238
468,17,53,55,0,1,0,0,0,238
469,17,54,57,0,1,0,0,0,238
470,42,55,59,0,8,0,0,0,238
471,17,57,60,0,1,0,0,0,238
472,29,20,50,0,7,0,0,0,238
473,56,39,40,0,9,0,0,0,238
474,11,41,41,0,4,0,0,0,238
475,17,49,49,0,1,0,0,0,355
476,17,50,51,0,1,0,0,0,355
477,61,52,56,0,6,1,0,0,355
478,17,53,55,0,1,0,0,0,355
479,17,54,57,0,1,0,0,0,355
480,42,55,59,0,8,0,0,0,355
481,17,57,60,0,1,0,0,0,355
482,29,20,50,0,7,0,0,0,355
483,56,39,40,0,9,0,0,0,355
484,11,41,41,0,4,0,0,0,355
485,17,49,49,0,1,0,0,0,51
486,17,50,51,0,1,0,0,0,51
487,61,52,56,0,6,1,0,0,51
488,17,53,55,0,1,0,0,0,51
489,17,54,57,0,1,0,0,0,51
490,42,55,59,0,8,0,0,0,51
491,17,57,60,0,1,0,0,0,51
492,29,20,50,0,7,0,0,0,51
493,56,39,40,0,9,0,0,0,51
494,11,41,41,0,4,0,0,0,51
495,17,49,49,0,1,0,0,0,396
496,17,50,51,0,1,0,0,0,396
497,61,52,56,0,6,1,0,0,396
498,17,53,55,0,1,0,0,0,396
499,17,54,57,0,1,0,0,0,396
500,42,55,59,0,8,0,0,0,396
501,17,57,60,0,1,0,0,0,396
502,29,20,50,0,7,0,0,0,396
503,56,39,40,0,9,0,0,0,396
504,11,41,41,0,4,0,0,0,396
505,17,49,49,0,1,0,0,0,275
506,17,50,51,0,1,0,0,0,275
507,61,52,56,0,6,1,0,0,275
508,17,53,55,0,1,0,0,0,275
509,17,54,57,0,1,0,0,0,275
510,42,55,59,0,8,0,0,0,275
511,17,57,60,0,1,0,0,0,275
512,29,20,50,0,7,0,0,0,275
513,56,39,40,0,9,0,0,0,275
514,11,41,41,0,4,0,0,0,275
515,17,49,49,0,1,0,0,0,381
516,17,50,51,0,1,0,0,0,381
517,61,52,56,0,6,1,0,0,381
518,17,53,55,0,1,0,0,0,381
519,17,54,57,0,1,0,0,0,381
520,42,55,59,0,8,0,0,0,381
521,17,57,60,0,1,0,0,0,381
522,29,20,50,0,7,0,0,0,381
523,56,39,40,0,9,0,0,0,381
524,11,41,41,0,4,0,0,0,381
525,17,49,49,0,1,0,0,0,426
526,17,50,51,0,1,0,0,0,426
527,61,52,56,0,6,1,0,0,426
528,17,53,55,0,1,0,0,0,426
529,17,54,57,0,1,0,0,0,426
530,42,55,59,0,8,0,0,0,426
531,17,57,60,0,1,0,0,0,426
532,29,20,50,0,7,0,0,0,426
533,56,39,40,0,9,0,0,0,426
534,11,41,41,0,4,0,0,0,426
535,17,49,49,0,1,0,0,0,68
536,17,50,51,0,1,0,0,0,68
537,61,52,56,0,6,1,0,0,68
538,17,53,55,0,1,0,0,0,68
539,17,54,57,0,1,0,0,0,68
540,42,55,59,0,8,0,0,0,68
541,17,57,60,0,1,0,0,0,68
542,29,20,50,0,7,0,0,0,68
543,56,39,40,0,9,0,0,0,68
544,11,41,41,0,4,0,0,0,68
545,17,49,49,0,1,0,0,0,88
546,17,50,51,0,1,0,0,0,88
547,61,52,56,0,6,1,0,0,88
548,17,53,55,0,1,0,0,0,88
549,17,54,57,0,1,0,0,0,88
550,42,55,59,0,8,0,0,0,88
551,17,57,60,0,1,0,0,0,88
552,29,20,50,0,7,0,0,0,88
553,56,39,40,0,9,0,0,0,88
554,11,41,41,0,4,0,0,0,88
555,17,49,49,0,1,0,0,0,264
556,17,50,51,0,1,0,0,0,264
557,61,52,56,0,6,1,0,0,264
558,17,53,55,0,1,0,0,0,264
559,17,54,57,0,1,0,0,0,264
560,42,55,59,0,8,0,0,0,264
561,17,57,60,0,1,0,0,0,264
562,29,20,50,0,7,0,0,0,264
563,56,39,40,0,9,0,0,0,264
564,11,41,41,0,4,0,0,0,264
565,17,49,49,0,1,0,0,0,376
566,17,50,51,0,1,0,0,0,376
567,61,52,56,0,6,1,0,0,376
568,17,53,55,0,1,0,0,0,376
569,17,54,57,0,1,0,0,0,376
570,42,55,59,0,8,0,0,0,376
571,17,57,60,0,1,0,0,0,376
572,29,20,50,0,7,0,0,0,376
573,56,39,40,0,9,0,0,0,376
574,11,41,41,0,4,0,0,0,376
575,17,49,49,0,1,0,0,0,84
576,17,50,51,0,1,0,0,0,84
577,61,52,56,0,6,1,0,0,84
578,17,53,55,0,1,0,0,0,84
579,17,54,57,0,1,0,0,0,84
580,42,55,59,0,8,0,0,0,84
581,17,57,60,0,1,0,0,0,84
582,29,20,50,0,7,0,0,0,84
583,56,39,40,0,9,0,0,0,84
584,11,41,41,0,4,0,0,0,84
585,17,49,49,0,1,0,0,0,202
586,17,50,51,0,1,0,0,0,202
587,61,52,56,0,6,1,0,0,202
588,17,53,55,0,1,0,0,0,202
589,17,54,57,0,1,0,0,0,202
590,42,55,59,0,8,0,0,0,202
591,17,57,60,0,1,0,0,0,202
592,29,20,50,0,7,0,0,0,202
593,56,39,40,0,9,0,0,0,202
594,11,41,41,0,4,0,0,0,202
595,17,49,49,0,1,0,0,0,324
596,17,50,51,0,1,0,0,0,324
597,61,52,56,0,6,1,0,0,324
598,17,53,55,0,1,0,0,0,324
599,17,54,57,0,1,0,0,0,324
600,42,55,59,0,8,0,0,0,324
601,17,57,60,0,1,0,0,0,324
602,29,20,50,0,7,0,0,0,324
603,56,39,40,0,9,0,0,0,324
604,11,41,41,0,4,0,0,0,324
605,17,49,49,0,1,0,0,0,263
606,17,50,51,0,1,0,0,0,263
607,61,52,56,0,6,1,0,0,263
608,17,53,55,0,1,0,0,0,263
609,17,54,57,0,1,0,0,0,263
610,42,55,59,0,8,0,0,0,263
611,17,57,60,0,1,0,0,0,263
612,29,20,50,0,7,0,0,0,263
613,56,39,40,0,9,0,0,0,263
614,11,41,41,0,4,0,0,0,263
615,17,49,49,0,1,0,0,0,31
616,17,50,51,0,1,0,0,0,31
617,61,52,56,0,6,1,0,0,31
618,17,53,55,0,1,0,0,0,31
619,17,54,57,0,1,0,0,0,31
620,42,55,59,0,8,0,0,0,31
621,17,57,60,0,1,0,0,0,31
622,29,20,50,0,7,0,0,0,31
623,56,39,40,0,9,0,0,0,31
624,11,41,41,0,4,0,0,0,31
625,10,60,66,0,63,1,0,1,159
626,17,49,49,0,1,0,0,0,159
627,17,50,51,0,1,0,0,0,159
628,61,52,56,0,6,1,0,0,159
629,17,53,55,0,1,0,0,0,159
630,17,54,57,0,1,0,0,0,159
631,42,55,59,0,8,0,0,0,159
632,17,57,60,0,1,0,0,0,159
633,29,20,50,0,7,0,0,0,159
634,56,39,40,0,9,0,0,0,159
635,11,41,41,0,4,0,0,0,159
636,17,49,49,0,1,0,0,0,16
637,17,50,51,0,1,0,0,0,16
638,61,52,56,0,6,1,0,0,16
639,17,53,55,0,1,0,0,0,16
640,17,54,57,0,1,0,0,0,16
641,42,55,59,0,8,0,0,0,16
642,17,57,60,0,1,0,0,0,16
643,29,20,50,0,7,0,0,0,16
644,56,39,40,0,9,0,0,0,16
645,11,41,41,0,4,0,0,0,16
646,17,49,49,0,1,0,0,0,343
647,17,50,51,0,1,0,0,0,343
648,61,52,56,0,6,1,0,0,343
649,17,53,55,0,1,0,0,0,343
650,17,54,57,0,1,0,0,0,343
651,42,55,59,0,8,0,0,0,343
652,17,57,60,0,1,0,0,0,343
653,29,20,50,0,7,0,0,0,343
654,56,39,40,0,9,0,0,0,343
655,11,41,41,0,4,0,0,0,343
656,17,49,49,0,1,0,0,0,309
657,17,50,51,0,1,0,0,0,309
658,61,52,56,0,6,1,0,0,309
659,17,53,55,0,1,0,0,0,309
660,17,54,57,0,1,0,0,0,309
661,42,55,59,0,8,0,0,0,309
662,17,57,60,0,1,0,0,0,309
663,29,20,50,0,7,0,0,0,309
664,56,39,40,0,9,0,0,0,309
665,11,41,41,0,4,0,0,0,309
666,17,49,49,0,1,0,0,0,271
667,17,50,51,0,1,0,0,0,271
668,61,52,56,0,6,1,0,0,271
669,17,53,55,0,1,0,0,0,271
670,17,54,57,0,1,0,0,0,271
671,42,55,59,0,8,0,0,0,271
672,17,57,60,0,1,0,0,0,271
673,29,20,50,0,7,0,0,0,271
674,56,39,40,0,9,0,0,0,271
675,11,41,41,0,4,0,0,0,271
676,17,49,49,0,1,0,0,0,30
677,17,50,51,0,1,0,0,0,30
678,61,52,56,0,6,1,0,0,30
679,17,53,55,0,1,0,0,0,30
680,17,54,57,0,1,0,0,0,30
681,42,55,59,0,8,0,0,0,30
682,17,57,60,0,1,0,0,0,30
683,29,20,50,0,7,0,0,0,30
684,56,39,40,0,9,0,0,0,30
685,11,41,41,0,4,0,0,0,30
686,17,49,49,0,1,0,0,0,291
687,17,50,51,0,1,0,0,0,291
688,61,52,56,0,6,1,0,0,291
689,17,53,55,0,1,0,0,0,291
690,17,54,57,0,1,0,0,0,291
