name,startdate,enddate,location,offers,organizer
387,2190,2190,-1,-1,-1
387,2191,2191,-1,-1,-1
388,2192,2192,-1,-1,-1
388,2193,2193,-1,-1,-1
388,2194,2194,-1,-1,-1
388,2195,2195,-1,-1,-1
389,2196,2196,-1,-1,-1
389,2197,2197,-1,-1,-1
389,2198,2198,-1,-1,-1
389,2199,2199,-1,-1,-1
389,2200,2200,-1,-1,-1
390,2201,2201,-1,-1,-1
390,2202,2202,-1,-1,-1
391,2203,2203,-1,-1,-1
391,2204,2204,-1,-1,-1
391,2205,2205,-1,-1,-1
391,2206,2206,-1,-1,-1
391,2207,2207,-1,-1,-1
391,2208,2208,-1,-1,-1
392,2209,2209,-1,-1,-1
392,2210,2210,-1,-1,-1
393,2211,2211,-1,-1,-1
393,2212,2212,-1,-1,-1
394,2213,2213,-1,-1,-1
394,2214,2214,-1,-1,-1
394,2215,2215,-1,-1,-1
394,2216,2216,-1,-1,-1
394,2217,2217,-1,-1,-1
394,2218,2218,-1,-1,-1
395,2219,2219,-1,-1,-1
395,2220,2220,-1,-1,-1
395,2221,2221,-1,-1,-1
395,2222,2222,-1,-1,-1
395,2223,2223,-1,-1,-1
395,2224,2224,-1,-1,-1
395,2225,2225,-1,-1,-1
395,2226,2226,-1,-1,-1
395,2227,2227,-1,-1,-1
395,2228,2228,-1,-1,-1
395,2229,2229,-1,-1,-1
395,2230,2230,-1,-1,-1
395,2231,2231,-1,-1,-1
395,2232,2232,-1,-1,-1
395,2233,2233,-1,-1,-1
395,2234,2234,-1,-1,-1
395,2235,2235,-1,-1,-1
395,2236,2236,-1,-1,-1
395,2237,2237,-1,-1,-1
395,2238,2238,-1,-1,-1
395,2239,2239,-1,-1,-1
395,2240,2240,-1,-1,-1
395,2241,2241,-1,-1,-1
395,2242,2242,-1,-1,-1
395,2243,2243,-1,-1,-1
395,2244,2244,-1,-1,-1
395,2245,2245,-1,-1,-1
395,2246,2246,-1,-1,-1
395,2247,2247,-1,-1,-1
395,2248,2248,-1,-1,-1
396,2249,2249,-1,-1,-1
396,2250,2250,-1,-1,-1
396,2251,2251,-1,-1,-1
396,2252,2252,-1,-1,-1
396,2253,2253,-1,-1,-1
396,2254,2254,-1,-1,-1
397,2255,2255,-1,-1,-1
397,2256,2256,-1,-1,-1
397,2257,2257,-1,-1,-1
397,2258,2258,-1,-1,-1
397,2259,2259,-1,-1,-1
397,2260,2260,-1,-1,-1
398,2261,2261,-1,-1,-1
399,2262,2262,-1,-1,-1
399,2263,2263,-1,-1,-1
400,2264,2264,-1,-1,-1
401,2265,2265,-1,-1,-1
401,2266,2266,-1,-1,-1
401,2267,2267,-1,-1,-1
401,2268,2268,-1,-1,-1
401,2269,2269,-1,-1,-1
402,2270,2270,-1,-1,-1
403,2271,2271,-1,-1,-1
403,2272,2272,-1,-1,-1
404,2273,2273,-1,-1,-1
404,2274,2274,-1,-1,-1
404,2275,2275,-1,-1,-1
404,2276,2276,-1,-1,-1
404,2277,2277,-1,-1,-1
405,2278,2278,-1,-1,-1
405,2279,2279,-1,-1,-1
405,2280,2280,-1,-1,-1
405,2281,2281,-1,-1,-1
405,2282,2282,-1,-1,-1
405,2283,2283,-1,-1,-1
405,2284,2284,-1,-1,-1
405,2285,2285,-1,-1,-1
405,2286,2286,-1,-1,-1
405,2287,2287,-1,-1,-1
405,2288,2288,-1,-1,-1
405,2289,2289,-1,-1,-1
405,2290,2290,-1,-1,-1
405,2291,2291,-1,-1,-1
405,2292,2292,-1,-1,-1
405,2293,2293,-1,-1,-1
405,2294,2294,-1,-1,-1
405,2295,2295,-1,-1,-1
405,2296,2296,-1,-1,-1
405,2297,2297,-1,-1,-1
405,2298,2298,-1,-1,-1
405,2299,2299,-1,-1,-1
405,2300,2300,-1,-1,-1
405,2301,2301,-1,-1,-1
405,2302,2302,-1,-1,-1
406,2303,2303,-1,-1,-1
406,2304,2304,-1,-1,-1
406,2305,2305,-1,-1,-1
406,2306,2306,-1,-1,-1
406,2307,2307,-1,-1,-1
407,2308,2308,-1,-1,-1
407,2309,2309,-1,-1,-1
407,2310,2310,-1,-1,-1
407,2311,2311,-1,-1,-1
407,2312,2312,-1,-1,-1
408,2313,2313,-1,-1,-1
409,2314,2314,-1,-1,-1
410,2315,2315,-1,-1,-1
411,2316,2316,-1,-1,-1
412,2317,2317,-1,-1,-1
412,2318,2318,-1,-1,-1
412,2319,2319,-1,-1,-1
412,2320,2320,-1,-1,-1
412,2321,2321,-1,-1,-1
413,2322,2322,-1,-1,-1
414,2323,2323,-1,-1,-1
414,2324,2324,-1,-1,-1
415,2325,2325,-1,-1,-1
415,2326,2326,-1,-1,-1
415,2327,2327,-1,-1,-1
415,2328,2328,-1,-1,-1
415,2329,2329,-1,-1,-1
416,2330,2330,-1,-1,-1
416,2331,2331,-1,-1,-1
416,2332,2332,-1,-1,-1
416,2333,2333,-1,-1,-1
416,2334,2334,-1,-1,-1
416,2335,2335,-1,-1,-1
416,2336,2336,-1,-1,-1
416,2337,2337,-1,-1,-1
416,2338,2338,-1,-1,-1
416,2339,2339,-1,-1,-1
416,2340,2340,-1,-1,-1
416,2341,2341,-1,-1,-1
416,2342,2342,-1,-1,-1
416,2343,2343,-1,-1,-1
416,2344,2344,-1,-1,-1
416,2345,2345,-1,-1,-1
416,2346,2346,-1,-1,-1
416,2347,2347,-1,-1,-1
416,2348,2348,-1,-1,-1
416,2349,2349,-1,-1,-1
416,2350,2350,-1,-1,-1
416,2351,2351,-1,-1,-1
416,2352,2352,-1,-1,-1
416,2353,2353,-1,-1,-1
416,2354,2354,-1,-1,-1
417,2355,2355,-1,-1,-1
417,2356,2356,-1,-1,-1
417,2357,2357,-1,-1,-1
417,2358,2358,-1,-1,-1
417,2359,2359,-1,-1,-1
418,2360,2360,-1,-1,-1
418,2361,2361,-1,-1,-1
418,2362,2362,-1,-1,-1
418,2363,2363,-1,-1,-1
418,2364,2364,-1,-1,-1
419,2365,2365,-1,-1,-1
420,2366,2366,-1,-1,-1
421,2367,2367,-1,-1,-1
421,2368,2368,-1,-1,-1
421,2369,2369,-1,-1,-1
421,2370,2370,-1,-1,-1
421,2371,2371,-1,-1,-1
422,2372,2372,-1,-1,-1
423,2373,2373,-1,-1,-1
423,2374,2374,-1,-1,-1
424,2375,2375,-1,-1,-1
424,2376,2376,-1,-1,-1
424,2377,2377,-1,-1,-1
424,2378,2378,-1,-1,-1
424,2379,2379,-1,-1,-1
425,2380,2380,-1,-1,-1
425,2381,2381,-1,-1,-1
425,2382,2382,-1,-1,-1
425,2383,2383,-1,-1,-1
425,2384,2384,-1,-1,-1
425,2385,2385,-1,-1,-1
425,2386,2386,-1,-1,-1
425,2387,2387,-1,-1,-1
425,2388,2388,-1,-1,-1
425,2389,2389,-1,-1,-1
425,2390,2390,-1,-1,-1
425,2391,2391,-1,-1,-1
425,2392,2392,-1,-1,-1
425,2393,2393,-1,-1,-1
425,2394,2394,-1,-1,-1
425,2395,2395,-1,-1,-1
425,2396,2396,-1,-1,-1
425,2397,2397,-1,-1,-1
425,2398,2398,-1,-1,-1
425,2399,2399,-1,-1,-1
425,2400,2400,-1,-1,-1
425,2401,2401,-1,-1,-1
425,2402,2402,-1,-1,-1
425,2403,2403,-1,-1,-1
425,2404,2404,-1,-1,-1
426,2405,2405,-1,-1,-1
426,2406,2406,-1,-1,-1
426,2407,2407,-1,-1,-1
426,2408,2408,-1,-1,-1
426,2409,2409,-1,-1,-1
427,2410,2410,-1,-1,-1
427,2411,2411,-1,-1,-1
427,2412,2412,-1,-1,-1
427,2413,2413,-1,-1,-1
427,2414,2414,-1,-1,-1
428,2415,2415,-1,-1,-1
429,2416,2416,-1,-1,-1
430,2417,2417,-1,-1,-1
430,2418,2418,-1,-1,-1
431,2419,2419,-1,-1,-1
431,2420,2420,-1,-1,-1
431,2421,2421,-1,-1,-1
431,2422,2422,-1,-1,-1
431,2423,2423,-1,-1,-1
431,2424,2424,-1,-1,-1
432,2425,2425,-1,-1,-1
432,2426,2426,-1,-1,-1
433,2427,2427,-1,-1,-1
433,2428,2428,-1,-1,-1
434,2429,2429,-1,-1,-1
434,2430,2430,-1,-1,-1
434,2431,2431,-1,-1,-1
434,2432,2432,-1,-1,-1
434,2433,2433,-1,-1,-1
434,2434,2434,-1,-1,-1
435,2435,2435,-1,-1,-1
435,2436,2436,-1,-1,-1
435,2437,2437,-1,-1,-1
435,2438,2438,-1,-1,-1
435,2439,2439,-1,-1,-1
435,2440,2440,-1,-1,-1
435,2441,2441,-1,-1,-1
435,2442,2442,-1,-1,-1
435,2443,2443,-1,-1,-1
435,2444,2444,-1,-1,-1
435,2445,2445,-1,-1,-1
435,2446,2446,-1,-1,-1
435,2447,2447,-1,-1,-1
435,2448,2448,-1,-1,-1
435,2449,2449,-1,-1,-1
435,2450,2450,-1,-1,-1
435,2451,2451,-1,-1,-1
435,2452,2452,-1,-1,-1
435,2453,2453,-1,-1,-1
435,2454,2454,-1,-1,-1
435,2455,2455,-1,-1,-1
435,2456,2456,-1,-1,-1
435,2457,2457,-1,-1,-1
435,2458,2458,-1,-1,-1
435,2459,2459,-1,-1,-1
435,2460,2460,-1,-1,-1
435,2461,2461,-1,-1,-1
435,2462,2462,-1,-1,-1
435,2463,2463,-1,-1,-1
435,2464,2464,-1,-1,-1
436,2465,2465,-1,-1,-1
436,2466,2466,-1,-1,-1
436,2467,2467,-1,-1,-1
436,2468,2468,-1,-1,-1
436,2469,2469,-1,-1,-1
436,2470,2470,-1,-1,-1
437,2471,2471,-1,-1,-1
437,2472,2472,-1,-1,-1
437,2473,2473,-1,-1,-1
437,2474,2474,-1,-1,-1
437,2475,2475,-1,-1,-1
437,2476,2476,-1,-1,-1
438,2477,2477,-1,-1,-1
439,2478,2478,-1,-1,-1
439,2479,2479,-1,-1,-1
440,2480,2480,-1,-1,-1
440,2481,2481,-1,-1,-1
440,2482,2482,-1,-1,-1
440,2483,2483,-1,-1,-1
440,2484,2484,-1,-1,-1
440,2485,2485,-1,-1,-1
441,2486,2486,-1,-1,-1
441,2487,2487,-1,-1,-1
442,2488,2488,-1,-1,-1
442,2489,2489,-1,-1,-1
443,2490,2490,-1,-1,-1
443,2491,2491,-1,-1,-1
443,2492,2492,-1,-1,-1
443,2493,2493,-1,-1,-1
443,2494,2494,-1,-1,-1
443,2495,2495,-1,-1,-1
444,2496,2496,-1,-1,-1
444,2497,2497,-1,-1,-1
444,2498,2498,-1,-1,-1
444,2499,2499,-1,-1,-1
444,2500,2500,-1,-1,-1
444,2501,2501,-1,-1,-1
444,2502,2502,-1,-1,-1
444,2503,2503,-1,-1,-1
444,2504,2504,-1,-1,-1
444,2505,2505,-1,-1,-1
444,2506,2506,-1,-1,-1
444,2507,2507,-1,-1,-1
444,2508,2508,-1,-1,-1
444,2509,2509,-1,-1,-1
444,2510,2510,-1,-1,-1
444,2511,2511,-1,-1,-1
444,2512,2512,-1,-1,-1
444,2513,2513,-1,-1,-1
444,2514,2514,-1,-1,-1
444,2515,2515,-1,-1,-1
444,2516,2516,-1,-1,-1
444,2517,2517,-1,-1,-1
444,2518,2518,-1,-1,-1
444,2519,2519,-1,-1,-1
444,2520,2520,-1,-1,-1
444,2521,2521,-1,-1,-1
444,2522,2522,-1,-1,-1
444,2523,2523,-1,-1,-1
444,2524,2524,-1,-1,-1
444,2525,2525,-1,-1,-1
445,2526,2526,-1,-1,-1
445,2527,2527,-1,-1,-1
445,2528,2528,-1,-1,-1
445,2529,2529,-1,-1,-1
445,2530,2530,-1,-1,-1
445,2531,2531,-1,-1,-1
446,2532,2532,-1,-1,-1
446,2533,2533,-1,-1,-1
446,2534,2534,-1,-1,-1
446,2535,2535,-1,-1,-1
446,2536,2536,-1,-1,-1
446,2537,2537,-1,-1,-1
447,2538,2538,-1,-1,-1
448,2539,2539,-1,-1,-1
448,2540,2540,-1,-1,-1
448,2541,2541,-1,-1,-1
448,2542,2542,-1,-1,-1
448,2543,2543,-1,-1,-1
449,2544,2544,-1,-1,-1
450,2545,2545,-1,-1,-1
450,2546,2546,-1,-1,-1
451,2547,2547,-1,-1,-1
451,2548,2548,-1,-1,-1
451,2549,2549,-1,-1,-1
451,2550,2550,-1,-1,-1
451,2551,2551,-1,-1,-1
452,2552,2552,-1,-1,-1
452,2553,2553,-1,-1,-1
452,2554,2554,-1,-1,-1
452,2555,2555,-1,-1,-1
452,2556,2556,-1,-1,-1
452,2557,2557,-1,-1,-1
452,2558,2558,-1,-1,-1
452,2559,2559,-1,-1,-1
452,2560,2560,-1,-1,-1
452,2561,2561,-1,-1,-1
452,2562,2562,-1,-1,-1
452,2563,2563,-1,-1,-1
452,2564,2564,-1,-1,-1
452,2565,2565,-1,-1,-1
452,2566,2566,-1,-1,-1
452,2567,2567,-1,-1,-1
452,2568,2568,-1,-1,-1
452,2569,2569,-1,-1,-1
452,2570,2570,-1,-1,-1
452,2571,2571,-1,-1,-1
452,2572,2572,-1,-1,-1
452,2573,2573,-1,-1,-1
452,2574,2574,-1,-1,-1
452,2575,2575,-1,-1,-1
452,2576,2576,-1,-1,-1
453,2577,2577,-1,-1,-1
453,2578,2578,-1,-1,-1
453,2579,2579,-1,-1,-1
453,2580,2580,-1,-1,-1
453,2581,2581,-1,-1,-1
454,2582,2582,-1,-1,-1
454,2583,2583,-1,-1,-1
454,2584,2584,-1,-1,-1
454,2585,2585,-1,-1,-1
454,2586,2586,-1,-1,-1
455,2587,2587,-1,-1,-1
456,2588,2588,-1,-1,-1
456,2589,2589,-1,-1,-1
456,2590,2590,-1,-1,-1
456,2591,2591,-1,-1,-1
456,2592,2592,-1,-1,-1
457,2593,2593,-1,-1,-1
458,2594,2594,-1,-1,-1
458,2595,2595,-1,-1,-1
459,2596,2596,-1,-1,-1
459,2597,2597,-1,-1,-1
459,2598,2598,-1,-1,-1
459,2599,2599,-1,-1,-1
459,2600,2600,-1,-1,-1
460,2601,2601,-1,-1,-1
460,2602,2602,-1,-1,-1
460,2603,2603,-1,-1,-1
460,2604,2604,-1,-1,-1
460,2605,2605,-1,-1,-1
460,2606,2606,-1,-1,-1
460,2607,2607,-1,-1,-1
460,2608,2608,-1,-1,-1
460,2609,2609,-1,-1,-1
460,2610,2610,-1,-1,-1
460,2611,2611,-1,-1,-1
460,2612,2612,-1,-1,-1
460,2613,2613,-1,-1,-1
460,2614,2614,-1,-1,-1
460,2615,2615,-1,-1,-1
460,2616,2616,-1,-1,-1
460,2617,2617,-1,-1,-1
460,2618,2618,-1,-1,-1
460,2619,2619,-1,-1,-1
460,2620,2620,-1,-1,-1
460,2621,2621,-1,-1,-1
460,2622,2622,-1,-1,-1
460,2623,2623,-1,-1,-1
460,2624,2624,-1,-1,-1
460,2625,2625,-1,-1,-1
461,2626,2626,-1,-1,-1
461,2627,2627,-1,-1,-1
461,2628,2628,-1,-1,-1
461,2629,2629,-1,-1,-1
461,2630,2630,-1,-1,-1
462,2631,2631,-1,-1,-1
462,2632,2632,-1,-1,-1
462,2633,2633,-1,-1,-1
462,2634,2634,-1,-1,-1
462,2635,2635,-1,-1,-1
463,2636,2636,-1,-1,-1
463,2637,2637,-1,-1,-1
464,2638,2638,-1,-1,-1
464,2639,2639,-1,-1,-1
464,2640,2640,-1,-1,-1
464,2641,2641,-1,-1,-1
464,2642,2642,-1,-1,-1
464,2643,2643,-1,-1,-1
465,2644,2644,-1,-1,-1
465,2645,2645,-1,-1,-1
466,2646,2646,-1,-1,-1
466,2647,2647,-1,-1,-1
467,2648,2648,-1,-1,-1
467,2649,2649,-1,-1,-1
467,2650,2650,-1,-1,-1
467,2651,2651,-1,-1,-1
467,2652,2652,-1,-1,-1
467,2653,2653,-1,-1,-1
468,2654,2654,-1,-1,-1
468,2655,2655,-1,-1,-1
468,2656,2656,-1,-1,-1
468,2657,2657,-1,-1,-1
468,2658,2658,-1,-1,-1
468,2659,2659,-1,-1,-1
468,2660,2660,-1,-1,-1
468,2661,2661,-1,-1,-1
468,2662,2662,-1,-1,-1
468,2663,2663,-1,-1,-1
468,2664,2664,-1,-1,-1
468,2665,2665,-1,-1,-1
468,2666,2666,-1,-1,-1
468,2667,2667,-1,-1,-1
468,2668,2668,-1,-1,-1
468,2669,2669,-1,-1,-1
468,2670,2670,-1,-1,-1
468,2671,2671,-1,-1,-1
468,2672,2672,-1,-1,-1
468,2673,2673,-1,-1,-1
468,2674,2674,-1,-1,-1
468,2675,2675,-1,-1,-1
468,2676,2676,-1,-1,-1
468,2677,2677,-1,-1,-1
468,2678,2678,-1,-1,-1
468,2679,2679,-1,-1,-1
468,2680,2680,-1,-1,-1
468,2681,2681,-1,-1,-1
468,2682,2682,-1,-1,-1
468,2683,2683,-1,-1,-1
469,2684,2684,-1,-1,-1
469,2685,2685,-1,-1,-1
469,2686,2686,-1,-1,-1
469,2687,2687,-1,-1,-1
469,2688,2688,-1,-1,-1
469,2689,2689,-1,-1,-1
470,2690,2690,-1,-1,-1
470,2691,2691,-1,-1,-1
470,2692,2692,-1,-1,-1
470,2693,2693,-1,-1,-1
470,2694,2694,-1,-1,-1
470,2695,2695,-1,-1,-1
471,2696,2696,-1,-1,-1
472,2697,2697,-1,-1,-1
472,2698,2698,-1,-1,-1
472,2699,2699,-1,-1,-1
472,2700,2700,-1,-1,-1
472,2701,2701,-1,-1,-1
473,2702,2702,-1,-1,-1
474,2703,2703,-1,-1,-1
474,2704,2704,-1,-1,-1
475,2705,2705,-1,-1,-1
475,2706,2706,-1,-1,-1
475,2707,2707,-1,-1,-1
475,2708,2708,-1,-1,-1
475,2709,2709,-1,-1,-1
476,2710,2710,-1,-1,-1
476,2711,2711,-1,-1,-1
476,2712,2712,-1,-1,-1
476,2713,2713,-1,-1,-1
476,2714,2714,-1,-1,-1
476,2715,2715,-1,-1,-1
476,2716,2716,-1,-1,-1
476,2717,2717,-1,-1,-1
476,2718,2718,-1,-1,-1
476,2719,2719,-1,-1,-1
476,2720,2720,-1,-1,-1
476,2721,2721,-1,-1,-1
476,2722,2722,-1,-1,-1
476,2723,2723,-1,-1,-1
476,2724,2724,-1,-1,-1
476,2725,2725,-1,-1,-1
476,2726,2726,-1,-1,-1
476,2727,2727,-1,-1,-1
476,2728,2728,-1,-1,-1
476,2729,2729,-1,-1,-1
476,2730,2730,-1,-1,-1
476,2731,2731,-1,-1,-1
476,2732,2732,-1,-1,-1
476,2733,2733,-1,-1,-1
476,2734,2734,-1,-1,-1
477,2735,2735,-1,-1,-1
477,2736,2736,-1,-1,-1
477,2737,2737,-1,-1,-1
477,2738,2738,-1,-1,-1
477,2739,2739,-1,-1,-1
478,2740,2740,-1,-1,-1
478,2741,2741,-1,-1,-1
478,2742,2742,-1,-1,-1
478,2743,2743,-1,-1,-1
478,2744,2744,-1,-1,-1
479,2745,2745,-1,-1,-1
480,2746,2746,-1,-1,-1
480,2747,2747,-1,-1,-1
480,2748,2748,-1,-1,-1
480,2749,2749,-1,-1,-1
480,2750,2750,-1,-1,-1
481,2751,2751,-1,-1,-1
482,2752,2752,-1,-1,-1
482,2753,2753,-1,-1,-1
483,2754,2754,-1,-1,-1
483,2755,2755,-1,-1,-1
483,2756,2756,-1,-1,-1
483,2757,2757,-1,-1,-1
483,2758,2758,-1,-1,-1
484,2759,2759,-1,-1,-1
484,2760,2760,-1,-1,-1
484,2761,2761,-1,-1,-1
484,2762,2762,-1,-1,-1
484,2763,2763,-1,-1,-1
484,2764,2764,-1,-1,-1
484,2765,2765,-1,-1,-1
484,2766,2766,-1,-1,-1
484,2767,2767,-1,-1,-1
484,2768,2768,-1,-1,-1
484,2769,2769,-1,-1,-1
484,2770,2770,-1,-1,-1
484,2771,2771,-1,-1,-1
484,2772,2772,-1,-1,-1
484,2773,2773,-1,-1,-1
484,2774,2774,-1,-1,-1
484,2775,2775,-1,-1,-1
484,2776,2776,-1,-1,-1
484,2777,2777,-1,-1,-1
484,2778,2778,-1,-1,-1
484,2779,2779,-1,-1,-1
484,2780,2780,-1,-1,-1
484,2781,2781,-1,-1,-1
485,2782,2782,-1,-1,-1
485,2783,2783,-1,-1,-1
485,2784,2784,-1,-1,-1
485,2785,2785,-1,-1,-1
486,2786,2786,-1,-1,-1
486,2787,2787,-1,-1,-1
486,2788,2788,-1,-1,-1
486,2789,2789,-1,-1,-1
486,2790,2790,-1,-1,-1
487,2791,2791,-1,-1,-1
488,2792,2792,-1,-1,-1
489,2793,2793,-1,-1,-1
489,2794,2794,-1,-1,-1
489,2795,2795,-1,-1,-1
489,2796,2796,-1,-1,-1
489,2797,2797,-1,-1,-1
490,2798,2798,-1,-1,-1
491,2799,2799,-1,-1,-1
491,2800,2800,-1,-1,-1
492,2801,2801,-1,-1,-1
492,2802,2802,-1,-1,-1
492,2803,2803,-1,-1,-1
492,2804,2804,-1,-1,-1
492,2805,2805,-1,-1,-1
493,2806,2806,-1,-1,-1
493,2807,2807,-1,-1,-1
493,2808,2808,-1,-1,-1
493,2809,2809,-1,-1,-1
493,2810,2810,-1,-1,-1
493,2811,2811,-1,-1,-1
493,2812,2812,-1,-1,-1
493,2813,2813,-1,-1,-1
493,2814,2814,-1,-1,-1
493,2815,2815,-1,-1,-1
493,2816,2816,-1,-1,-1
493,2817,2817,-1,-1,-1
493,2818,2818,-1,-1,-1
493,2819,2819,-1,-1,-1
493,2820,2820,-1,-1,-1
493,2821,2821,-1,-1,-1
493,2822,2822,-1,-1,-1
493,2823,2823,-1,-1,-1
493,2824,2824,-1,-1,-1
493,2825,2825,-1,-1,-1
493,2826,2826,-1,-1,-1
493,2827,2827,-1,-1,-1
493,2828,2828,-1,-1,-1
493,2829,2829,-1,-1,-1
493,2830,2830,-1,-1,-1
494,2831,2831,-1,-1,-1
494,2832,2832,-1,-1,-1
494,2833,2833,-1,-1,-1
494,2834,2834,-1,-1,-1
494,2835,2835,-1,-1,-1
495,2836,2836,-1,-1,-1
495,2837,2837,-1,-1,-1
495,2838,2838,-1,-1,-1
495,2839,2839,-1,-1,-1
495,2840,2840,-1,-1,-1
496,2841,2841,-1,-1,-1
497,2842,2842,-1,-1,-1
497,2843,2843,-1,-1,-1
497,2844,2844,-1,-1,-1
497,2845,2845,-1,-1,-1
497,2846,2846,-1,-1,-1
498,2847,2847,-1,-1,-1
499,2848,2848,-1,-1,-1
499,2849,2849,-1,-1,-1
500,2850,2850,-1,-1,-1
500,2851,2851,-1,-1,-1
500,2852,2852,-1,-1,-1
500,2853,2853,-1,-1,-1
500,2854,2854,-1,-1,-1
501,2855,2855,-1,-1,-1
501,2856,2856,-1,-1,-1
501,2857,2857,-1,-1,-1
501,2858,2858,-1,-1,-1
501,2859,2859,-1,-1,-1
501,2860,2860,-1,-1,-1
501,2861,2861,-1,-1,-1
501,2862,2862,-1,-1,-1
501,2863,2863,-1,-1,-1
501,2864,2864,-1,-1,-1
501,2865,2865,-1,-1,-1
501,2866,2866,-1,-1,-1
501,2867,2867,-1,-1,-1
501,2868,2868,-1,-1,-1
501,2869,2869,-1,-1,-1
501,2870,2870,-1,-1,-1
501,2871,2871,-1,-1,-1
501,2872,2872,-1,-1,-1
501,2873,2873,-1,-1,-1
501,2874,2874,-1,-1,-1
501,2875,2875,-1,-1,-1
501,2876,2876,-1,-1,-1
501,2877,2877,-1,-1,-1
501,2878,2878,-1,-1,-1
501,2879,2879,-1,-1,-1
502,2880,2880,-1,-1,-1
502,2881,2881,-1,-1,-1
502,2882,2882,-1,-1,-1
502,2883,2883,-1,-1,-1
502,2884,2884,-1,-1,-1
503,2885,2885,-1,-1,-1
503,2886,2886,-1,-1,-1
503,2887,2887,-1,-1,-1
503,2888,2888,-1,-1,-1
503,2889,2889,-1,-1,-1
504,2890,2890,-1,-1,-1
505,2891,2891,-1,-1,-1
505,2892,2892,-1,-1,-1
505,2893,2893,-1,-1,-1
505,2894,2894,-1,-1,-1
505,2895,2895,-1,-1,-1
506,2896,2896,-1,-1,-1
507,2897,2897,-1,-1,-1
507,2898,2898,-1,-1,-1
508,2899,2899,-1,-1,-1
508,2900,2900,-1,-1,-1
508,2901,2901,-1,-1,-1
508,2902,2902,-1,-1,-1
508,2903,2903,-1,-1,-1
509,2904,2904,-1,-1,-1
509,2905,2905,-1,-1,-1
509,2906,2906,-1,-1,-1
509,2907,2907,-1,-1,-1
509,2908,2908,-1,-1,-1
509,2909,2909,-1,-1,-1
509,2910,2910,-1,-1,-1
509,2911,2911,-1,-1,-1
509,2912,2912,-1,-1,-1
509,2913,2913,-1,-1,-1
509,2914,2914,-1,-1,-1
509,2915,2915,-1,-1,-1
509,2916,2916,-1,-1,-1
509,2917,2917,-1,-1,-1
509,2918,2918,-1,-1,-1
509,2919,2919,-1,-1,-1
509,2920,2920,-1,-1,-1
509,2921,2921,-1,-1,-1
509,2922,2922,-1,-1,-1
509,2923,2923,-1,-1,-1
509,2924,2924,-1,-1,-1
509,2925,2925,-1,-1,-1
509,2926,2926,-1,-1,-1
509,2927,2927,-1,-1,-1
509,2928,2928,-1,-1,-1
510,2929,2929,-1,-1,-1
510,2930,2930,-1,-1,-1
510,2931,2931,-1,-1,-1
510,2932,2932,-1,-1,-1
510,2933,2933,-1,-1,-1
511,2934,2934,-1,-1,-1
511,2935,2935,-1,-1,-1
511,2936,2936,-1,-1,-1
511,2937,2937,-1,-1,-1
511,2938,2938,-1,-1,-1
512,2939,2939,-1,-1,-1
512,2940,2940,-1,-1,-1
513,2941,2941,-1,-1,-1
513,2942,2942,-1,-1,-1
513,2943,2943,-1,-1,-1
513,2944,2944,-1,-1,-1
513,2945,2945,-1,-1,-1
513,2946,2946,-1,-1,-1
514,2947,2947,-1,-1,-1
514,2948,2948,-1,-1,-1
515,2949,2949,-1,-1,-1
515,2950,2950,-1,-1,-1
516,2951,2951,-1,-1,-1
516,2952,2952,-1,-1,-1
516,2953,2953,-1,-1,-1
516,2954,2954,-1,-1,-1
516,2955,2955,-1,-1,-1
516,2956,2956,-1,-1,-1
517,2957,2957,-1,-1,-1
517,2958,2958,-1,-1,-1
517,2959,2959,-1,-1,-1
517,2960,2960,-1,-1,-1
517,2961,2961,-1,-1,-1
517,2962,2962,-1,-1,-1
517,2963,2963,-1,-1,-1
517,2964,2964,-1,-1,-1
517,2965,2965,-1,-1,-1
517,2966,2966,-1,-1,-1
517,2967,2967,-1,-1,-1
517,2968,2968,-1,-1,-1
517,2969,2969,-1,-1,-1
517,2970,2970,-1,-1,-1
517,2971,2971,-1,-1,-1
517,2972,2972,-1,-1,-1
517,2973,2973,-1,-1,-1
517,2974,2974,-1,-1,-1
517,2975,2975,-1,-1,-1
517,2976,2976,-1,-1,-1
517,2977,2977,-1,-1,-1
517,2978,2978,-1,-1,-1
517,2979,2979,-1,-1,-1
517,2980,2980,-1,-1,-1
517,2981,2981,-1,-1,-1
517,2982,2982,-1,-1,-1
517,2983,2983,-1,-1,-1
517,2984,2984,-1,-1,-1
517,2985,2985,-1,-1,-1
517,2986,2986,-1,-1,-1
518,2987,2987,-1,-1,-1
518,2988,2988,-1,-1,-1
518,2989,2989,-1,-1,-1
518,2990,2990,-1,-1,-1
518,2991,2991,-1,-1,-1
518,2992,2992,-1,-1,-1
519,2993,2993,-1,-1,-1
519,2994,2994,-1,-1,-1
519,2995,2995,-1,-1,-1
519,2996,2996,-1,-1,-1
519,2997,2997,-1,-1,-1
519,2998,2998,-1,-1,-1
520,2999,2999,-1,-1,-1
521,3000,3000,-1,-1,-1
522,3001,3001,-1,-1,-1
522,3002,3002,-1,-1,-1
523,3003,3003,-1,-1,-1
523,3004,3004,-1,-1,-1
523,3005,3005,-1,-1,-1
523,3006,3006,-1,-1,-1
523,3007,3007,-1,-1,-1
523,3008,3008,-1,-1,-1
524,3009,3009,-1,-1,-1
524,3010,3010,-1,-1,-1
525,3011,3011,-1,-1,-1
