name,author,description,datepublished,preptime,cooktime,aggregaterating
3047,0,3047,1384,1020,1150,0
3048,0,3048,1384,1020,1150,0
3049,0,3049,1384,1020,1150,0
3050,0,3050,1384,1020,1150,0
3051,0,3051,1385,1021,1151,0
3052,0,3052,1386,1022,1152,0
3053,0,3053,1386,1022,1152,0
3054,0,3054,1386,1022,1152,0
3055,0,3055,1387,1023,1153,0
3056,0,3056,1388,1024,1154,0
3057,0,3057,1388,1024,1154,0
3058,0,3058,1388,1024,1154,0
3059,0,3059,1388,1024,1154,0
3060,0,3060,1388,1024,1154,0
3061,0,3061,1388,1024,1154,0
3062,0,3062,1389,1024,1154,0
3063,0,3063,1390,1025,1155,0
3064,0,3064,1391,1026,1156,0
3065,0,3065,1392,1027,1157,0
3066,0,3066,1393,1028,1158,0
3067,0,3067,1394,1029,1159,0
3068,0,3068,1395,1029,1160,0
3069,0,3069,1396,1029,1161,0
3070,0,3070,1396,1029,1161,0
3071,0,3071,1397,1030,1162,0
3072,0,3072,1398,1031,1163,0
3073,0,3073,1398,1031,1163,0
3074,0,3074,1398,1031,1163,0
3075,0,3075,1399,1031,1163,0
3076,0,3076,1400,1031,1163,0
3077,0,3077,1401,1031,1163,0
3078,0,3078,1402,1032,1163,0
3079,0,3079,1403,1033,1163,0
3080,0,3080,1404,1034,1163,0
3081,0,3081,1405,1035,1163,0
3082,0,3082,1406,1035,1163,0
3083,0,3083,1406,1035,1163,0
3084,0,3084,1406,1035,1163,0
3085,0,3085,1406,1035,1163,0
3086,0,3086,1406,1035,1163,0
3087,0,3087,1406,1035,1163,0
3088,0,3088,1406,1035,1163,0
3089,0,3089,1406,1035,1163,0
3090,0,3090,1406,1035,1163,0
3091,0,3091,1406,1035,1163,0
3092,0,3092,1406,1035,1163,0
3093,0,3093,1406,1035,1163,0
3094,0,3094,1406,1035,1163,0
3095,0,3095,1406,1035,1163,0
3096,0,3096,1406,1035,1163,0
3097,0,3097,1407,1035,1164,0
3098,0,3098,1408,1035,1165,0
3099,0,3099,1408,1035,1165,0
3100,0,3100,1409,1035,1165,0
3101,0,3101,1410,1036,1166,0
3102,0,3102,1411,1037,1167,0
3103,0,3103,1412,1037,1167,0
3104,0,3104,1412,1037,1167,0
3105,0,3105,1412,1037,1167,0
3106,0,3106,1412,1037,1167,0
3107,0,3107,1412,1037,1167,0
3108,0,3108,1412,1037,1167,0
3109,0,3109,1412,1037,1167,0
3110,0,3110,1412,1037,1167,0
3111,0,3111,1412,1037,1167,0
3112,0,3112,1413,1038,1168,0
3113,0,3113,1414,1039,1169,0
3114,0,3114,1414,1039,1169,0
3115,0,3115,1414,1039,1169,0
3116,0,3116,1414,1039,1169,0
3117,0,3117,1414,1039,1169,0
3118,0,3118,1414,1039,1169,0
3119,0,3119,1415,1039,1170,0
3120,0,3120,1416,1039,1171,0
3121,0,3121,1416,1039,1171,0
3122,0,3122,1417,1040,1172,0
3123,0,3123,1418,1041,1173,0
3124,0,3124,1418,1041,1173,0
3125,0,3125,1418,1041,1173,0
3126,0,3126,1418,1041,1173,0
3127,0,3127,1419,1042,1174,0
3128,0,3128,1420,1042,1175,0
3129,0,3129,1421,1043,1176,0
3130,0,3130,1421,1043,1176,0
3131,0,3131,1421,1043,1176,0
3132,0,3132,1421,1043,1176,0
3133,0,3133,1421,1043,1176,0
3134,0,3134,1421,1043,1176,0
3135,0,3135,1421,1043,1176,0
3136,0,3136,1421,1043,1176,0
3137,0,3137,1422,1043,1177,0
3138,0,3138,1423,1043,1178,0
3139,0,3139,1423,1043,1178,0
3140,0,3140,1424,1044,1179,0
3141,0,3141,1425,1045,1180,0
3142,0,3142,1425,1045,1180,0
3143,0,3143,1425,1045,1180,0
3144,0,3144,1425,1045,1180,0
3145,0,3145,1426,1045,1181,0
3146,0,3146,1427,1045,1182,0
3147,0,3147,1427,1045,1182,0
3148,0,3148,1427,1045,1182,0
3149,0,3149,1427,1045,1182,0
3150,0,3150,1427,1045,1182,0
3151,0,3151,1427,1045,1182,0
