name,author,recipeingredient,recipeyield,preptime,totaltime
943,-1,-1,736,583,-1
944,-1,-1,736,584,663
945,-1,-1,737,585,663
946,-1,-1,-1,-1,-1
947,-1,-1,738,586,664
948,-1,-1,738,587,665
949,-1,-1,739,588,666
950,-1,-1,740,589,667
951,-1,-1,741,590,668
952,-1,-1,741,591,669
953,-1,-1,742,-1,670
954,-1,-1,743,-1,-1
955,-1,-1,743,592,671
956,-1,-1,744,593,672
957,-1,-1,745,594,673
958,-1,-1,745,595,674
959,-1,-1,746,596,675
960,-1,-1,747,597,676
961,-1,-1,748,598,-1
962,-1,-1,749,599,-1
963,-1,-1,749,-1,-1
964,-1,-1,750,600,677
965,-1,-1,-1,601,-1
966,-1,-1,751,602,678
967,-1,-1,-1,-1,-1
968,-1,-1,752,603,679
969,-1,-1,753,604,680
970,-1,-1,754,605,681
971,-1,-1,755,606,682
972,-1,-1,756,607,682
973,-1,-1,757,608,683
974,-1,-1,758,609,684
975,-1,-1,759,610,-1
976,-1,-1,760,611,685
977,-1,-1,761,612,686
978,-1,-1,762,-1,687
979,-1,-1,762,613,688
980,-1,-1,763,614,-1
981,-1,-1,764,615,689
982,-1,-1,765,-1,-1
983,-1,-1,766,616,690
984,-1,-1,767,617,-1
985,-1,-1,-1,-1,-1
986,-1,-1,-1,-1,691
987,-1,-1,-1,-1,-1
988,-1,-1,768,-1,692
989,-1,-1,769,618,693
990,-1,-1,770,619,-1
991,-1,-1,771,619,694
992,-1,-1,772,620,695
993,-1,-1,-1,621,696
994,-1,-1,773,622,697
995,-1,-1,774,623,698
996,-1,-1,-1,-1,-1
997,-1,-1,775,-1,699
998,-1,-1,-1,624,699
999,-1,-1,775,625,700
1000,-1,-1,776,-1,701
1001,-1,-1,-1,-1,-1
1002,-1,-1,-1,-1,-1
1003,-1,-1,777,626,702
1004,-1,-1,-1,-1,-1
1005,-1,-1,778,627,703
1006,-1,-1,779,628,704
1007,-1,-1,-1,629,705
1008,-1,-1,780,630,706
1009,-1,-1,781,631,707
1010,-1,-1,782,632,708
1011,-1,-1,783,633,-1
1012,-1,-1,-1,-1,-1
1013,-1,-1,783,634,709
1014,-1,-1,784,635,710
1015,-1,-1,785,636,711
1016,-1,-1,786,-1,-1
1017,-1,-1,787,637,712
1018,-1,-1,788,638,713
1019,-1,-1,789,639,714
1020,-1,-1,790,640,715
1021,-1,-1,791,641,716
1022,-1,-1,792,-1,-1
1023,-1,-1,793,-1,717
1024,-1,-1,-1,-1,-1
1025,-1,-1,794,642,718
1026,-1,-1,795,643,719
1027,-1,-1,796,644,720
1028,-1,-1,797,644,721
1029,-1,-1,798,645,722
1030,-1,-1,-1,-1,-1
1031,-1,-1,799,646,723
1032,-1,-1,800,647,724
1033,-1,-1,801,648,725
1034,-1,-1,802,649,726
1035,-1,-1,803,-1,-1
1036,-1,-1,804,650,727
1037,-1,-1,-1,-1,-1
1038,-1,-1,805,651,728
1039,-1,-1,805,-1,729
1040,-1,-1,806,652,730
1041,-1,-1,807,652,731
1042,-1,-1,808,653,732
1043,-1,-1,809,654,733
1044,-1,-1,809,655,734
1045,-1,-1,810,656,-1
1046,-1,-1,810,657,735
1047,-1,-1,811,658,736
1048,-1,-1,812,659,-1
1049,-1,-1,-1,-1,-1
1050,-1,-1,813,-1,-1
1051,-1,-1,814,-1,-1
1052,-1,-1,815,-1,-1
1053,-1,-1,816,660,737
1054,-1,-1,817,661,738
1055,-1,-1,818,662,-1
1056,-1,-1,819,663,739
1057,-1,-1,819,664,740
1058,-1,-1,-1,665,-1
1059,-1,-1,820,666,741
1060,-1,-1,821,666,742
1061,-1,-1,822,666,743
1062,-1,-1,823,667,744
1063,-1,-1,824,667,745
1064,-1,-1,-1,-1,746
1065,-1,-1,825,667,747
1066,-1,-1,825,668,748
1067,-1,-1,-1,669,749
1068,-1,-1,825,669,750
1069,-1,-1,826,669,-1
1070,-1,-1,827,669,-1
1071,-1,-1,828,670,751
1072,-1,-1,829,670,752
1073,-1,-1,830,671,753
1074,-1,-1,831,671,754
1075,-1,-1,832,-1,-1
1076,-1,-1,832,672,-1
1077,-1,-1,832,673,755
1078,-1,-1,833,674,756
1079,-1,-1,834,675,757
1080,-1,-1,835,-1,-1
1081,-1,-1,836,676,758
1082,-1,-1,836,-1,-1
1083,-1,-1,837,677,759
1084,-1,-1,838,678,760
1085,-1,-1,839,679,760
1086,-1,-1,840,679,761
1087,-1,-1,841,680,762
1088,-1,-1,-1,-1,763
1089,-1,-1,842,681,764
1090,-1,-1,842,681,765
1091,-1,-1,842,681,766
1092,-1,-1,-1,682,767
1093,-1,-1,-1,683,768
1094,-1,-1,843,683,769
1095,-1,-1,844,684,-1
1096,-1,-1,844,685,770
1097,-1,-1,845,685,771
1098,-1,-1,846,686,772
1099,-1,-1,-1,687,773
1100,-1,-1,847,-1,-1
1101,-1,-1,848,688,774
1102,-1,-1,849,689,775
1103,-1,-1,-1,-1,776
1104,-1,-1,850,690,777
1105,-1,-1,-1,691,778
1106,-1,-1,851,-1,778
1107,-1,-1,852,-1,-1
1108,-1,-1,853,692,779
1109,-1,-1,854,693,780
1110,-1,-1,855,694,781
1111,-1,-1,856,695,782
1112,-1,-1,857,-1,-1
1113,-1,-1,-1,-1,-1
1114,-1,-1,857,696,783
1115,-1,-1,858,697,784
1116,-1,-1,859,698,785
1117,-1,-1,860,699,786
1118,-1,-1,861,700,787
1119,-1,-1,862,701,788
1120,-1,-1,-1,702,789
1121,-1,-1,863,703,790
1122,-1,-1,864,704,791
1123,-1,-1,-1,-1,-1
1124,-1,-1,865,704,792
1125,-1,-1,866,705,793
1126,-1,-1,867,706,794
1127,-1,-1,868,707,795
1128,-1,-1,869,708,796
1129,-1,-1,870,709,797
1130,-1,-1,870,710,798
1131,-1,-1,871,711,799
1132,-1,-1,-1,-1,-1
1133,-1,-1,872,712,800
1134,-1,-1,873,713,801
1135,-1,-1,874,714,802
1136,-1,-1,-1,-1,-1
1137,-1,-1,875,715,803
1138,-1,-1,876,-1,804
1139,-1,-1,877,716,805
1140,-1,-1,878,717,-1
1141,-1,-1,879,717,806
1142,-1,-1,-1,-1,-1
1143,-1,-1,880,718,-1
1144,-1,-1,881,719,806
1145,-1,-1,882,720,807
1146,-1,-1,883,-1,-1
1147,-1,-1,884,-1,808
1148,-1,-1,-1,-1,-1
1149,-1,-1,885,-1,-1
1150,-1,-1,886,721,809
1151,-1,-1,887,721,810
1152,-1,-1,888,722,811
1153,-1,-1,889,-1,-1
1154,-1,-1,890,723,812
1155,-1,-1,891,724,813
1156,-1,-1,892,-1,-1
1157,-1,-1,893,725,814
1158,-1,-1,894,725,815
1159,-1,-1,-1,726,816
1160,-1,-1,-1,-1,-1
1161,-1,-1,895,727,817
1162,-1,-1,896,728,818
1163,-1,-1,897,729,819
1164,-1,-1,898,730,-1
1165,-1,-1,899,731,820
1166,-1,-1,-1,-1,-1
1167,-1,-1,900,732,821
1168,-1,-1,-1,-1,-1
1169,-1,-1,901,733,822
1170,-1,-1,902,733,823
1171,-1,-1,903,734,824
1172,-1,-1,-1,-1,-1
1173,-1,-1,904,735,825
1174,-1,-1,905,736,826
1175,-1,-1,906,737,827
1176,-1,-1,-1,-1,-1
1177,-1,-1,907,738,828
1178,-1,-1,908,739,829
1179,-1,-1,909,740,829
1180,-1,-1,-1,741,830
1181,-1,-1,910,742,831
1182,-1,-1,-1,-1,-1
1183,-1,-1,911,-1,832
1184,-1,-1,911,743,833
1185,-1,-1,911,744,834
1186,-1,-1,912,745,835
1187,-1,-1,913,-1,-1
1188,-1,-1,914,-1,-1
1189,-1,-1,915,746,836
1190,-1,-1,916,747,837
1191,-1,-1,-1,748,838
1192,-1,-1,917,748,839
1193,-1,-1,918,749,840
1194,-1,-1,919,750,841
1195,-1,-1,920,-1,842
1196,-1,-1,921,751,843
1197,-1,-1,922,752,844
1198,-1,-1,923,752,844
1199,-1,-1,924,753,845
1200,-1,-1,-1,-1,-1
1201,-1,-1,924,754,846
1202,-1,-1,925,755,847
1203,-1,-1,926,756,-1
1204,-1,-1,927,-1,848
1205,-1,-1,928,-1,-1
1206,-1,-1,929,756,849
1207,-1,-1,930,757,850
1208,-1,-1,931,758,-1
1209,-1,-1,932,-1,-1
1210,-1,-1,932,759,851
1211,-1,-1,933,760,852
1212,-1,-1,934,-1,-1
1213,-1,-1,935,761,853
1214,-1,-1,936,762,854
1215,-1,-1,-1,-1,-1
1216,-1,-1,937,762,855
1217,-1,-1,938,763,856
1218,-1,-1,939,-1,-1
1219,-1,-1,-1,-1,-1
1220,-1,-1,940,764,857
1221,-1,-1,-1,-1,-1
1222,-1,-1,941,764,858
1223,-1,-1,942,765,859
1224,-1,-1,943,766,860
1225,-1,-1,944,-1,-1
1226,-1,-1,945,-1,-1
1227,-1,-1,946,767,861
1228,-1,-1,947,768,862
1229,-1,-1,948,-1,-1
1230,-1,-1,949,-1,-1
1231,-1,-1,950,769,863
1232,-1,-1,951,770,-1
1233,-1,-1,952,771,864
1234,-1,-1,953,772,865
1235,-1,-1,954,773,866
1236,-1,-1,-1,774,867
1237,-1,-1,955,-1,868
1238,-1,-1,956,775,869
1239,-1,-1,957,775,870
1240,-1,-1,958,776,871
1241,-1,-1,959,777,872
1242,-1,-1,960,778,873
1243,-1,-1,961,779,874
1244,-1,-1,962,779,875
1245,-1,-1,963,780,876
1246,-1,-1,964,-1,877
1247,-1,-1,965,781,-1
1248,-1,-1,966,782,878
1249,-1,-1,967,-1,879
1250,-1,-1,968,-1,-1
1251,-1,-1,969,-1,880
1252,-1,-1,969,-1,-1
1253,-1,-1,970,783,880
1254,-1,-1,971,-1,881
1255,-1,-1,972,-1,-1
1256,-1,-1,973,783,882
1257,-1,-1,974,784,883
1258,-1,-1,975,785,884
1259,-1,-1,976,786,885
1260,-1,-1,977,787,886
1261,-1,-1,978,788,887
1262,-1,-1,979,789,-1
1263,-1,-1,980,789,888
1264,-1,-1,-1,-1,-1
1265,-1,-1,-1,790,-1
1266,-1,-1,981,790,889
1267,-1,-1,-1,-1,-1
1268,-1,-1,-1,-1,-1
1269,-1,-1,982,791,890
1270,-1,-1,983,792,891
1271,-1,-1,984,793,892
1272,-1,-1,985,-1,893
1273,-1,-1,986,-1,893
1274,-1,-1,987,794,894
1275,-1,-1,988,795,895
1276,-1,-1,-1,-1,-1
1277,-1,-1,989,796,896
1278,-1,-1,990,797,897
1279,-1,-1,-1,-1,-1
1280,-1,-1,-1,-1,-1
1281,-1,-1,991,-1,898
1282,-1,-1,991,797,899
1283,-1,-1,992,798,900
1284,-1,-1,993,799,901
1285,-1,-1,994,800,902
1286,-1,-1,995,801,903
1287,-1,-1,-1,802,-1
1288,-1,-1,996,803,904
1289,-1,-1,-1,804,-1
1290,-1,-1,997,805,905
1291,-1,-1,998,806,906
1292,-1,-1,999,-1,-1
1293,-1,-1,1000,-1,-1
1294,-1,-1,1001,807,907
1295,-1,-1,1001,808,908
1296,-1,-1,1001,809,908
1297,-1,-1,1001,810,909
1298,-1,-1,1002,811,910
1299,-1,-1,1003,812,911
1300,-1,-1,1004,813,912
1301,-1,-1,1005,814,913
1302,-1,-1,1006,815,914
1303,-1,-1,1007,816,915
1304,-1,-1,1008,816,916
1305,-1,-1,1009,817,917
1306,-1,-1,-1,-1,-1
1307,-1,-1,1010,817,918
1308,-1,-1,1011,818,-1
1309,-1,-1,1011,819,919
1310,-1,-1,1012,820,920
1311,-1,-1,1013,821,921
1312,-1,-1,-1,822,922
1313,-1,-1,1014,823,923
1314,-1,-1,1015,-1,-1
1315,-1,-1,1016,824,924
1316,-1,-1,-1,824,925
1317,-1,-1,1017,825,926
1318,-1,-1,-1,826,-1
1319,-1,-1,1018,827,927
1320,-1,-1,1019,828,928
1321,-1,-1,-1,-1,-1
1322,-1,-1,1020,-1,-1
1323,-1,-1,1021,828,929
1324,-1,-1,1022,829,930
1325,-1,-1,1023,830,931
1326,-1,-1,1024,-1,932
1327,-1,-1,1025,831,933
1328,-1,-1,1026,832,934
1329,-1,-1,1027,833,935
1330,-1,-1,1028,834,936
1331,-1,-1,-1,-1,-1
1332,-1,-1,1029,834,937
1333,-1,-1,1030,835,938
1334,-1,-1,1031,836,939
1335,-1,-1,1032,837,940
1336,-1,-1,1033,838,941
1337,-1,-1,1034,-1,-1
1338,-1,-1,1035,-1,-1
1339,-1,-1,1036,839,942
1340,-1,-1,-1,-1,-1
1341,-1,-1,1036,840,-1
1342,-1,-1,1037,841,942
1343,-1,-1,1038,842,943
1344,-1,-1,1039,843,944
1345,-1,-1,1040,-1,945
1346,-1,-1,1041,844,946
1347,-1,-1,1042,-1,947
1348,-1,-1,1043,845,948
1349,-1,-1,1044,846,-1
1350,-1,-1,-1,847,949
1351,-1,-1,1045,-1,-1
1352,-1,-1,1046,848,950
1353,-1,-1,-1,-1,-1
1354,-1,-1,1047,849,951
1355,-1,-1,1048,850,952
1356,-1,-1,1049,851,953
1357,-1,-1,1049,852,954
1358,-1,-1,1050,853,955
1359,-1,-1,1051,854,956
1360,-1,-1,1052,-1,-1
1361,-1,-1,1053,855,957
1362,-1,-1,1054,856,958
1363,-1,-1,-1,-1,-1
1364,-1,-1,1054,857,959
1365,-1,-1,1055,858,960
1366,-1,-1,1056,-1,-1
1367,-1,-1,1057,859,961
1368,-1,-1,1058,860,962
1369,-1,-1,1059,861,963
1370,-1,-1,1060,-1,-1
1371,-1,-1,1061,862,964
1372,-1,-1,1062,863,965
1373,-1,-1,1063,864,966
1374,-1,-1,1064,865,967
1375,-1,-1,1065,866,968
1376,-1,-1,1066,867,969
1377,-1,-1,1066,868,-1
1378,-1,-1,1067,869,970
1379,-1,-1,1068,-1,970
1380,-1,-1,1069,870,970
1381,-1,-1,1070,871,971
1382,-1,-1,1071,-1,972
1383,-1,-1,-1,-1,-1
1384,-1,-1,1072,872,973
1385,-1,-1,1073,873,974
1386,-1,-1,1074,874,975
1387,-1,-1,1075,874,-1
1388,-1,-1,1076,875,976
1389,-1,-1,-1,-1,977
1390,-1,-1,1077,876,978
1391,-1,-1,1078,-1,979
1392,-1,-1,1079,877,980
1393,-1,-1,-1,-1,981
1394,-1,-1,-1,878,982
1395,-1,-1,-1,-1,-1
1396,-1,-1,1080,879,983
1397,-1,-1,-1,880,984
1398,-1,-1,-1,-1,-1
1399,-1,-1,1081,880,-1
1400,-1,-1,1082,-1,-1
1401,-1,-1,1083,881,985
1402,-1,-1,1084,882,986
1403,-1,-1,1085,-1,-1
1404,-1,-1,1086,883,987
1405,-1,-1,-1,-1,-1
1406,-1,-1,-1,-1,-1
1407,-1,-1,-1,-1,-1
1408,-1,-1,1087,884,988
1409,-1,-1,-1,-1,-1
1410,-1,-1,1088,885,988
1411,-1,-1,1089,886,989
1412,-1,-1,-1,-1,-1
1413,-1,-1,1089,887,990
1414,-1,-1,1090,888,991
1415,-1,-1,1091,889,992
1416,-1,-1,1092,890,-1
1417,-1,-1,1093,891,993
1418,-1,-1,1094,892,994
1419,-1,-1,1095,-1,995
1420,-1,-1,1096,-1,-1
1421,-1,-1,-1,-1,-1
1422,-1,-1,1097,892,-1
1423,-1,-1,1098,893,996
1424,-1,-1,1099,894,997
1425,-1,-1,-1,895,-1
1426,-1,-1,1100,896,998
1427,-1,-1,1101,897,999
1428,-1,-1,1101,898,1000
1429,-1,-1,-1,899,1001
1430,-1,-1,-1,-1,1002
1431,-1,-1,-1,-1,-1
1432,-1,-1,1102,899,1003
1433,-1,-1,1102,900,1004
1434,-1,-1,-1,-1,-1
1435,-1,-1,1103,901,1005
1436,-1,-1,1104,902,1005
1437,-1,-1,1105,903,1006
1438,-1,-1,-1,-1,1007
1439,-1,-1,1106,-1,-1
1440,-1,-1,1107,904,1008
1441,-1,-1,1108,905,1009
1442,-1,-1,1108,905,1010
1443,-1,-1,1109,-1,1011
1444,-1,-1,-1,906,-1
1445,-1,-1,1110,907,1012
1446,-1,-1,1111,908,1013
1447,-1,-1,1112,-1,1014
1448,-1,-1,1113,909,1015
1449,-1,-1,1114,910,1015
1450,-1,-1,-1,911,1016
1451,-1,-1,1115,912,-1
1452,-1,-1,-1,-1,-1
1453,-1,-1,1116,-1,1017
1454,-1,-1,1117,913,1018
1455,-1,-1,1118,914,-1
1456,-1,-1,1119,-1,-1
1457,-1,-1,1120,915,1019
1458,-1,-1,1121,916,1020
1459,-1,-1,1122,917,1021
1460,-1,-1,1123,918,1022
1461,-1,-1,1124,919,1023
1462,-1,-1,1125,920,1024
1463,-1,-1,1126,921,1025
1464,-1,-1,-1,-1,-1
1465,-1,-1,1127,922,1026
1466,-1,-1,1128,923,1027
1467,-1,-1,1129,-1,-1
1468,-1,-1,1130,-1,-1
1469,-1,-1,1130,924,1028
1470,-1,-1,1131,925,1029
1471,-1,-1,1132,925,1030
1472,-1,-1,1133,925,1031
1473,-1,-1,-1,-1,-1
1474,-1,-1,1134,-1,-1
1475,-1,-1,1135,926,1032
1476,-1,-1,1136,-1,-1
1477,-1,-1,1137,926,1033
1478,-1,-1,1138,927,1034
1479,-1,-1,1139,928,1035
1480,-1,-1,1140,-1,-1
1481,-1,-1,1141,929,1036
1482,-1,-1,1142,930,1037
1483,-1,-1,1143,930,1038
1484,-1,-1,1144,930,1039
1485,-1,-1,1145,930,1040
1486,-1,-1,-1,931,1041
1487,-1,-1,1146,932,1042
1488,-1,-1,1147,933,1043
1489,-1,-1,1148,-1,1044
1490,-1,-1,1149,934,1045
1491,-1,-1,-1,-1,-1
1492,-1,-1,1150,935,1046
1493,-1,-1,1151,-1,-1
1494,-1,-1,1152,936,1047
1495,-1,-1,1153,937,1048
1496,-1,-1,1154,-1,1049
1497,-1,-1,1154,938,1050
1498,-1,-1,1155,939,1050
1499,-1,-1,1156,940,1051
1500,-1,-1,1157,941,-1
1501,-1,-1,1158,-1,-1
1502,-1,-1,1159,942,1052
1503,-1,-1,-1,943,1053
1504,-1,-1,1160,944,1054
1505,-1,-1,1161,-1,1055
1506,-1,-1,1162,945,1056
1507,-1,-1,-1,946,1057
1508,-1,-1,-1,-1,1058
1509,-1,-1,-1,-1,-1
1510,-1,-1,1163,947,1059
1511,-1,-1,1164,948,1060
1512,-1,-1,1165,949,1061
1513,-1,-1,1166,950,1062
1514,-1,-1,1167,951,1063
1515,-1,-1,1168,-1,-1
1516,-1,-1,1169,952,1064
1517,-1,-1,1170,-1,-1
1518,-1,-1,1171,-1,1065
1519,-1,-1,1171,953,1065
1520,-1,-1,-1,-1,-1
1521,-1,-1,1172,954,-1
1522,-1,-1,-1,-1,-1
1523,-1,-1,1173,-1,1066
1524,-1,-1,1174,954,1067
1525,-1,-1,-1,954,1068
1526,-1,-1,1175,955,1069
1527,-1,-1,1176,956,-1
1528,-1,-1,1177,957,1070
1529,-1,-1,-1,-1,-1
1530,-1,-1,1178,-1,-1
1531,-1,-1,1179,957,1071
1532,-1,-1,1180,958,1072
1533,-1,-1,1181,959,1073
1534,-1,-1,-1,-1,1074
1535,-1,-1,1182,960,1075
1536,-1,-1,-1,-1,-1
1537,-1,-1,1183,961,1076
1538,-1,-1,1184,962,1077
1539,-1,-1,1185,963,1077
1540,-1,-1,1186,-1,1078
1541,-1,-1,-1,964,1079
1542,-1,-1,1186,964,1080
1543,-1,-1,-1,-1,-1
1544,-1,-1,1187,-1,-1
1545,-1,-1,1188,965,1081
1546,-1,-1,1189,-1,1082
1547,-1,-1,1190,966,1083
1548,-1,-1,1191,967,1084
1549,-1,-1,1192,967,1085
1550,-1,-1,-1,967,1086
1551,-1,-1,1193,-1,-1
1552,-1,-1,-1,-1,1087
1553,-1,-1,1194,968,1088
1554,-1,-1,1195,969,1089
1555,-1,-1,1196,970,1090
1556,-1,-1,1197,971,1091
1557,-1,-1,1198,972,1092
1558,-1,-1,1199,-1,1093
1559,-1,-1,1200,973,1094
1560,-1,-1,1201,974,1095
1561,-1,-1,1202,975,-1
1562,-1,-1,1203,976,1096
1563,-1,-1,1204,977,1097
1564,-1,-1,-1,-1,-1
1565,-1,-1,1205,978,1098
1566,-1,-1,1205,979,1099
1567,-1,-1,1206,979,1100
1568,-1,-1,-1,980,1101
1569,-1,-1,1207,981,-1
1570,-1,-1,1207,-1,-1
1571,-1,-1,1208,-1,-1
1572,-1,-1,-1,-1,-1
1573,-1,-1,1209,982,-1
1574,-1,-1,1210,982,1102
1575,-1,-1,1211,983,1103
1576,-1,-1,1212,984,1104
1577,-1,-1,1213,985,-1
1578,-1,-1,1214,-1,1105
1579,-1,-1,1215,986,1106
1580,-1,-1,1216,987,1107
1581,-1,-1,1217,988,1108
1582,-1,-1,-1,-1,-1
1583,-1,-1,1218,-1,1109
1584,-1,-1,1218,-1,1110
1585,-1,-1,1218,989,1111
1586,-1,-1,1219,990,1112
1587,-1,-1,1220,991,1113
1588,-1,-1,-1,-1,-1
1589,-1,-1,1221,992,1114
1590,-1,-1,1222,992,1115
1591,-1,-1,1223,993,1115
1592,-1,-1,1224,994,1116
1593,-1,-1,1225,995,1117
1594,-1,-1,1226,996,1118
1595,-1,-1,1226,996,1119
1596,-1,-1,1227,997,1120
1597,-1,-1,1228,998,1121
1598,-1,-1,1229,-1,-1
1599,-1,-1,1230,999,1122
1600,-1,-1,1231,-1,1123
1601,-1,-1,1232,1000,1124
1602,-1,-1,1233,1001,1125
1603,-1,-1,1234,1001,1126
1603,-1,-1,1234,1001,1126
1604,-1,-1,1235,1002,1127
1605,-1,-1,1236,1002,1128
1606,-1,-1,1237,1003,-1
1607,-1,-1,1238,1004,1129
1608,-1,-1,1239,1005,1130
1609,-1,-1,1240,1006,1131
1610,-1,-1,1241,1006,1132
1611,-1,-1,1242,1007,1133
1612,-1,-1,1243,1007,1134
1613,-1,-1,1244,1008,1135
1614,-1,-1,1245,1008,1136
1615,-1,-1,1246,1009,1137
1616,-1,-1,1247,-1,1138
1617,-1,-1,1247,-1,1139
1618,-1,-1,1248,1010,-1
1619,-1,-1,1249,-1,-1
1620,-1,-1,1250,1011,1140
1621,-1,-1,1251,-1,-1
1622,-1,-1,1252,1012,1141
1623,-1,-1,1253,1013,1142
1624,-1,-1,1254,-1,1143
1625,-1,-1,-1,-1,-1
1626,-1,-1,1255,-1,1144
1627,-1,-1,-1,-1,-1
1628,-1,-1,1256,1014,1145
1629,-1,-1,1257,1015,-1
1630,-1,-1,1258,1016,1146
1631,-1,-1,1259,1017,1147
1632,-1,-1,1259,1018,1148
1633,-1,-1,1260,-1,1149
1634,-1,-1,1260,1018,1150
1635,-1,-1,1260,1019,1151
1636,-1,-1,-1,-1,1152
1637,-1,-1,1261,1020,1153
1638,-1,-1,1262,-1,1154
1639,-1,-1,1263,1021,1155
1640,-1,-1,1264,1022,1156
1641,-1,-1,1265,1023,1157
1642,-1,-1,1266,1024,1158
1643,-1,-1,1267,-1,-1
1644,-1,-1,1268,1025,1159
1645,-1,-1,1269,1026,1160
1646,-1,-1,1270,1027,1161
1647,-1,-1,1271,-1,1162
1648,-1,-1,1272,1028,1163
1649,-1,-1,1273,1029,1164
1650,-1,-1,1274,1030,1165
1651,-1,-1,1275,-1,-1
1652,-1,-1,1276,1031,1166
1653,-1,-1,1277,1032,1167
1654,-1,-1,1278,-1,-1
1655,-1,-1,1279,1033,1168
1656,-1,-1,1279,1034,1169
1657,-1,-1,1280,1035,1170
1658,-1,-1,1281,1036,1170
1659,-1,-1,-1,1037,1171
1660,-1,-1,1282,1038,1172
1661,-1,-1,1283,1039,1173
1662,-1,-1,1284,1039,1174
1663,-1,-1,1285,-1,-1
1664,-1,-1,1286,1040,1175
1665,-1,-1,1286,1040,1176
1666,-1,-1,1287,1040,1177
1667,-1,-1,1288,1041,1178
1668,-1,-1,1288,1042,1179
1669,-1,-1,1289,1043,-1
1670,-1,-1,1290,1043,1180
1671,-1,-1,1291,1044,1181
1672,-1,-1,1292,1045,1182
1673,-1,-1,1292,1045,1182
1674,-1,-1,1293,1046,1183
1675,-1,-1,1294,-1,-1
1676,-1,-1,1295,1047,1184
1677,-1,-1,1296,1048,1185
1678,-1,-1,1297,1049,1186
1679,-1,-1,1298,1049,1187
1680,-1,-1,1299,1050,1188
1681,-1,-1,1300,1051,1189
1682,-1,-1,1301,-1,1190
1683,-1,-1,1302,1052,1191
1684,-1,-1,1303,1053,1192
1685,-1,-1,-1,-1,-1
1686,-1,-1,1304,1054,1193
1687,-1,-1,1305,-1,-1
1688,-1,-1,1306,1055,1194
1689,-1,-1,1307,1056,1195
1690,-1,-1,-1,-1,-1
1691,-1,-1,1308,1057,1195
1692,-1,-1,1309,1058,-1
1693,-1,-1,1309,1059,1196
1694,-1,-1,1310,1060,1197
1695,-1,-1,1311,1061,1198
1696,-1,-1,1312,1062,-1
1697,-1,-1,1313,1063,1199
1698,-1,-1,1314,1064,1200
1699,-1,-1,1315,1065,1201
1700,-1,-1,1316,1066,1202
1701,-1,-1,1317,1067,1203
1702,-1,-1,1318,1068,1204
1703,-1,-1,1319,-1,-1
1704,-1,-1,1320,1068,1205
1705,-1,-1,1321,1069,1206
1706,-1,-1,-1,-1,-1
1707,-1,-1,1322,1070,1207
1708,-1,-1,1323,1071,1208
1709,-1,-1,-1,-1,-1
1710,-1,-1,-1,-1,-1
1711,-1,-1,1324,1072,1209
1712,-1,1,1325,1073,1210
1713,-1,-1,1326,1074,1211
1714,-1,-1,-1,-1,-1
1715,-1,-1,1327,1075,1212
1716,-1,-1,1328,-1,1213
1717,-1,-1,1329,1076,1214
1718,-1,-1,1330,1077,1215
1719,-1,-1,1331,1078,1216
1720,-1,-1,1332,1078,1217
1721,-1,-1,1333,1079,1218
1722,-1,-1,-1,-1,-1
1723,-1,-1,1334,1080,1219
1724,-1,-1,1335,1081,1220
1725,-1,-1,-1,-1,-1
1726,-1,-1,1336,-1,-1
1727,-1,-1,-1,1082,1221
1728,-1,-1,1337,1083,1222
1729,-1,-1,1338,1083,-1
1730,-1,-1,-1,1084,1223
1731,-1,-1,1339,-1,1224
1732,-1,-1,1340,1085,1225
1733,-1,-1,1341,1086,1226
1734,-1,-1,1342,1087,1226
1735,-1,-1,1343,1088,1227
1736,-1,-1,1344,-1,-1
1737,-1,-1,-1,-1,-1
1738,-1,-1,1345,-1,-1
1739,-1,-1,1346,1089,1228
1740,-1,-1,1347,1090,1229
1741,-1,-1,1347,1091,1230
1742,-1,-1,1348,1091,1231
1743,-1,-1,1349,1091,1232
1744,-1,-1,-1,-1,1233
1745,-1,-1,1350,-1,1234
1746,-1,-1,1351,1092,1235
1747,-1,-1,1352,1093,1236
1748,-1,-1,1353,1094,1237
1749,-1,-1,1353,1095,1238
1750,-1,-1,-1,1096,1239
1751,-1,-1,1354,1097,1240
1752,-1,-1,1355,1098,1241
1753,-1,-1,1356,1099,1242
1754,-1,-1,1357,-1,1243
1755,-1,-1,-1,-1,-1
1756,-1,-1,1358,1100,1244
1757,-1,-1,1359,1101,1245
1758,-1,-1,1360,1101,1246
1759,-1,-1,-1,-1,1247
1760,-1,-1,1361,1102,1247
1761,-1,-1,1362,1103,1248
1762,-1,-1,1363,1104,1249
1763,-1,-1,-1,-1,-1
1764,-1,-1,1364,1105,1250
1765,-1,-1,1365,1105,1251
1766,-1,-1,-1,-1,-1
1767,-1,-1,1365,1106,1252
1768,-1,-1,1366,1107,1253
1769,-1,-1,1367,1108,1254
1770,-1,-1,-1,1108,-1
1771,-1,-1,1368,1109,1255
1772,-1,-1,1369,1110,1256
1773,-1,-1,1370,1111,1257
1774,-1,-1,-1,1112,1258
1775,-1,-1,1371,1113,1259
1776,-1,-1,1372,-1,-1
1777,-1,-1,1373,-1,-1
1778,-1,-1,1374,1113,1260
1779,-1,-1,-1,-1,-1
1780,-1,-1,1375,1113,1261
1781,-1,-1,1376,1113,1262
1782,-1,-1,1377,1114,1263
