recipeinstructions,author,recipeingredient,datepublished,recipeyield,recipecategory,totaltime,keywords,recipecuisine,aggregaterating,nutrition
-1,0,-1,1775,968,0,1451,1466,1500,0,-1
-1,0,-1,1776,969,0,1452,1467,1501,0,-1
-1,0,-1,1777,969,0,-1,1468,1502,0,-1
-1,0,-1,1778,-1,0,-1,1469,1503,0,-1
-1,0,-1,1779,969,0,-1,1470,1504,0,-1
-1,0,-1,1780,969,0,1453,1470,1504,0,-1
-1,0,-1,1781,969,0,1454,1471,1505,0,-1
-1,0,-1,1782,969,0,1454,1472,1506,0,-1
-1,0,-1,1783,969,0,1455,1473,1507,0,-1
-1,0,-1,1784,970,0,1456,1474,1508,0,-1
-1,0,-1,1785,970,0,1457,1475,1509,0,-1
34,0,-1,1786,971,0,1458,1476,1510,0,-1
-1,0,-1,1787,972,0,1459,1477,1511,0,-1
-1,0,-1,1788,972,0,1460,1478,1512,0,-1
-1,0,-1,1789,972,0,1461,1479,1513,0,-1
-1,0,-1,1790,972,0,1462,1480,1514,0,-1
-1,0,-1,1791,-1,0,-1,1481,1515,0,-1
-1,0,-1,1792,972,0,1463,1482,1516,0,-1
-1,0,-1,1793,972,0,1464,1483,1517,0,-1
-1,0,-1,1794,972,0,1464,1484,1518,0,-1
-1,0,-1,1795,972,0,1465,1485,1519,0,-1
-1,0,-1,1796,973,0,1466,1486,1520,0,-1
-1,0,-1,1797,974,0,1467,1487,1521,0,-1
-1,0,-1,1798,974,0,1468,1488,1522,0,-1
-1,0,-1,1799,974,0,1469,1489,1523,0,-1
-1,0,-1,1800,974,0,1469,1490,1524,0,-1
-1,0,-1,1801,974,0,1470,1491,1525,0,-1
-1,0,-1,1802,974,0,1471,1492,1526,0,-1
-1,0,-1,1803,975,0,1472,1493,1527,0,-1
-1,0,-1,1804,976,0,1473,1493,1527,0,-1
-1,0,-1,1805,977,0,1474,1494,1528,0,-1
-1,0,-1,1806,978,0,1474,1494,1528,0,-1
-1,0,-1,1807,979,0,1475,1495,1529,0,-1
-1,0,-1,1808,980,0,1476,-1,1529,0,-1
-1,0,-1,1809,981,0,1477,-1,1529,0,-1
-1,0,-1,1810,982,0,1478,1496,1530,0,-1
-1,0,-1,1811,983,0,1479,1496,1530,0,-1
-1,0,-1,1812,984,0,1480,1497,1531,0,-1
-1,0,-1,1813,985,0,1481,-1,1532,0,-1
-1,0,-1,1814,986,0,1482,1498,1532,0,-1
-1,0,-1,1815,987,0,1483,1499,1533,0,-1
-1,0,-1,1816,988,0,1484,1500,1534,0,-1
-1,0,-1,1817,989,0,1485,-1,1535,0,-1
-1,0,-1,1818,990,0,1486,1501,1536,0,-1
-1,0,-1,1819,990,0,1487,1502,1537,0,-1
-1,0,-1,1820,990,0,1487,1503,1538,0,-1
-1,0,-1,1821,991,0,1488,1504,1539,0,-1
-1,0,-1,1822,992,0,1489,1505,1540,0,-1
-1,0,-1,1823,993,0,-1,1505,1540,0,-1
-1,0,-1,1824,994,0,1490,-1,1540,0,-1
-1,0,-1,1825,995,0,1491,1505,1540,0,-1
-1,0,-1,1826,996,0,1492,1506,1541,0,-1
-1,0,-1,1827,996,0,-1,1507,1542,0,-1
-1,0,-1,1828,997,0,1493,1508,1542,0,-1
-1,0,-1,1829,998,0,1494,1509,1543,0,-1
-1,0,-1,1830,999,0,1495,1510,1544,0,-1
-1,0,-1,1831,1000,0,1496,1511,1545,0,-1
-1,0,-1,1832,1001,0,1497,-1,1546,0,-1
-1,0,-1,1833,1002,0,1498,-1,1546,0,-1
-1,0,-1,1834,1002,0,1499,-1,1546,0,-1
-1,0,-1,1835,1003,0,1500,1512,1547,0,-1
-1,0,-1,1836,1003,0,1501,1513,1548,0,-1
-1,0,-1,1837,1004,0,1501,1514,1549,0,-1
-1,0,-1,1838,1004,0,1502,1515,1550,0,-1
-1,0,-1,1839,1005,0,1503,1516,1551,0,-1
-1,0,-1,1840,1005,0,1504,1517,1552,0,-1
-1,0,-1,1841,1006,0,1504,1518,1553,0,-1
-1,0,-1,1842,1007,0,1505,1519,1554,0,-1
-1,0,-1,1843,1007,0,1505,1520,1555,0,-1
-1,0,-1,1844,-1,0,-1,1521,1556,0,-1
-1,0,-1,1845,1007,0,1506,1522,1557,0,-1
-1,0,-1,1846,1007,0,1507,1523,1558,0,-1
-1,0,-1,1847,1008,0,1507,1524,1559,0,-1
-1,0,-1,1848,1008,0,1508,1525,1560,0,-1
-1,0,-1,1849,1009,0,1509,1526,1561,0,-1
-1,0,-1,1850,1010,0,1510,1527,1562,0,-1
-1,0,-1,1851,1011,0,1510,-1,1563,0,-1
-1,0,-1,1852,1012,0,1511,1528,1563,0,-1
-1,0,-1,1853,1013,0,1512,1529,1564,0,-1
-1,0,-1,1854,1014,0,1513,1529,1564,0,-1
-1,0,-1,1855,1014,0,1514,1530,1565,0,-1
-1,0,-1,1856,1014,0,-1,1531,1566,0,-1
-1,0,-1,1857,1014,0,1515,1532,1567,0,-1
34,0,-1,1858,1015,0,1516,1533,1568,0,-1
-1,0,-1,1859,1016,0,1517,1534,1569,0,-1
-1,0,-1,1860,1016,0,1518,1535,1570,0,-1
-1,0,-1,1861,1016,0,1519,1536,1571,0,-1
-1,0,-1,1862,1016,0,1520,1537,1572,0,-1
-1,0,-1,1863,1017,0,1520,-1,1573,0,-1
-1,0,-1,1864,1018,0,1521,1538,1574,0,-1
-1,0,-1,1865,1019,0,-1,1539,1575,0,-1
-1,0,-1,1866,1020,0,1521,1540,1576,0,-1
-1,0,-1,1867,1020,0,1522,1541,1577,0,-1
-1,0,-1,1868,1021,0,1523,1542,1578,0,-1
-1,0,-1,1869,1021,0,1524,1543,1579,0,-1
-1,0,-1,1870,1021,0,1525,1544,1580,0,-1
34,0,-1,1871,1022,0,1526,1545,1581,0,-1
-1,0,-1,1872,1023,0,1527,1546,1582,0,-1
-1,0,-1,1873,1024,0,1528,1547,1583,0,-1
-1,0,-1,1874,1025,0,1529,1548,1584,0,-1
-1,0,-1,1875,1025,0,1530,1549,1585,0,-1
-1,0,-1,1876,1026,0,1531,1550,1586,0,-1
-1,0,-1,1877,1026,0,-1,1551,1587,0,-1
-1,0,-1,1878,1026,0,-1,1552,1588,0,-1
-1,0,-1,1879,1027,0,1532,-1,1589,0,-1
-1,0,-1,1880,1028,0,-1,-1,1589,0,-1
-1,0,-1,1881,1028,0,1533,-1,1589,0,-1
-1,0,-1,1882,1029,0,1533,1553,1590,0,-1
-1,0,-1,1883,1030,0,1534,1554,1591,0,-1
-1,0,-1,1884,1030,0,1535,1555,1591,0,-1
-1,0,-1,1885,1030,0,1536,1556,1592,0,-1
-1,0,-1,1886,1030,0,1537,1557,1593,0,-1
-1,0,-1,1887,1030,0,1538,1558,1594,0,-1
-1,0,-1,1888,1030,0,1538,1559,1595,0,-1
-1,0,-1,1889,1030,0,1539,1560,1596,0,-1
-1,0,-1,1890,1030,0,1539,1561,1597,0,-1
-1,0,-1,1891,1030,0,1540,-1,1598,0,-1
-1,0,-1,1892,1030,0,1541,1562,1598,0,-1
-1,0,-1,1893,1030,0,1541,1563,1599,0,-1
-1,0,-1,1894,1030,0,1541,1564,1600,0,-1
-1,0,-1,1895,1031,0,1542,1565,1601,0,-1
-1,0,-1,1896,1032,0,1543,1566,1602,0,-1
-1,0,-1,1897,1032,0,1544,1567,1603,0,-1
-1,0,-1,1898,1032,0,1545,1568,1604,0,-1
-1,0,-1,1899,1032,0,1545,1569,1605,0,-1
-1,0,-1,1900,1032,0,1546,1570,1606,0,-1
-1,0,-1,1901,1033,0,1547,1571,1607,0,-1
-1,0,-1,1902,1034,0,1548,1572,1608,0,-1
-1,0,-1,1903,1035,0,1549,1572,1608,0,-1
34,0,-1,1904,1036,0,1550,1573,1609,0,-1
-1,0,-1,1905,1037,0,1551,-1,1609,0,-1
-1,0,-1,1906,1037,0,1552,1573,1609,0,-1
-1,0,-1,1907,1037,0,1553,1574,1610,0,-1
-1,0,-1,1908,1037,0,1554,-1,1611,0,-1
-1,0,-1,1909,1037,0,1555,1575,1612,0,-1
-1,0,-1,1910,1037,0,1556,-1,1613,0,-1
-1,0,-1,1911,1037,0,-1,1576,1614,0,-1
-1,0,-1,1912,1038,0,1557,1577,1615,0,-1
-1,0,-1,1913,1039,0,1558,1578,1616,0,-1
-1,0,-1,1914,1039,0,1559,1579,1617,0,-1
-1,0,-1,1915,1039,0,1560,1580,1618,0,-1
-1,0,-1,1916,1039,0,1561,1581,1619,0,-1
-1,0,-1,1917,1040,0,1562,1582,1620,0,-1
-1,0,-1,1918,1041,0,1563,1583,1621,0,-1
-1,0,-1,1919,1042,0,1564,1583,1621,0,-1
-1,0,-1,1920,1043,0,1565,-1,1622,0,-1
-1,0,-1,1921,1044,0,1565,1584,1623,0,-1
-1,0,-1,1922,1044,0,1566,1585,1624,0,-1
-1,0,-1,1923,1044,0,1567,1586,1625,0,-1
-1,0,-1,1924,1044,0,1568,1587,1626,0,-1
-1,0,-1,1925,1045,0,1569,1588,1627,0,-1
-1,0,-1,1926,1046,0,1570,1589,1628,0,-1
-1,0,-1,1927,1046,0,1571,1590,1629,0,-1
-1,0,-1,1928,1046,0,1572,1591,1630,0,-1
-1,0,-1,1929,1046,0,-1,1592,1631,0,-1
-1,0,-1,1930,1047,0,1573,1593,1632,0,-1
-1,0,-1,1931,1048,0,1574,1594,1633,0,-1
-1,0,-1,1932,1048,0,1575,1595,1634,0,-1
-1,0,-1,1933,1048,0,-1,1596,1635,0,-1
-1,0,-1,1934,1049,0,1576,-1,1636,0,-1
-1,0,-1,1935,1050,0,1577,1597,1637,0,-1
-1,0,-1,1936,1050,0,1578,1598,1638,0,-1
-1,0,-1,1937,1050,0,1579,1598,1638,0,-1
-1,0,-1,1938,1051,0,1579,1598,1638,0,-1
-1,0,-1,1939,1052,0,1579,1599,1639,0,-1
-1,0,-1,1940,1053,0,1580,1600,1640,0,-1
-1,0,-1,1941,1054,0,1581,1601,1641,0,-1
-1,0,-1,1942,1055,0,1582,1602,1642,0,-1
-1,0,-1,1943,1056,0,1583,1602,1642,0,-1
-1,0,-1,1944,1057,0,1583,1603,1643,0,-1
-1,0,-1,1945,1057,0,1583,1603,1643,0,-1
-1,0,-1,1946,1058,0,1584,1604,1644,0,-1
-1,0,-1,1947,1058,0,1585,1605,1645,0,-1
-1,0,-1,1948,1059,0,1586,1606,1646,0,-1
-1,0,-1,1949,1060,0,1587,1607,1647,0,-1
-1,0,-1,1950,1061,0,1588,1608,1648,0,-1
-1,0,-1,1951,1061,0,1589,1609,1649,0,-1
-1,0,-1,1952,1062,0,1590,-1,1650,0,-1
-1,0,-1,1953,1063,0,-1,-1,1650,0,-1
-1,0,-1,1954,1063,0,1591,1610,1651,0,-1
-1,0,-1,1955,-1,0,-1,1611,1652,0,-1
-1,0,-1,1956,1064,0,1592,-1,1653,0,-1
-1,0,-1,1957,1065,0,1593,1612,1654,0,-1
-1,0,-1,1958,1066,0,1593,-1,1655,0,-1
-1,0,-1,1959,1067,0,1594,1613,1655,0,-1
-1,0,-1,1960,1068,0,1595,1613,1655,0,-1
-1,0,-1,1961,1069,0,1595,1614,1656,0,-1
-1,0,-1,1962,1069,0,1596,1614,1656,0,-1
-1,0,-1,1963,1069,0,1596,1615,1657,0,-1
-1,0,-1,1964,1070,0,1596,1616,1658,0,-1
-1,0,-1,1965,1070,0,1597,1617,1659,0,-1
-1,0,-1,1966,1071,0,1597,1618,1660,0,-1
-1,0,-1,1967,1071,0,1598,1619,1661,0,-1
-1,0,-1,1968,1071,0,1599,1620,1662,0,-1
-1,0,-1,1969,1071,0,1600,1621,1663,0,-1
-1,0,-1,1970,1072,0,1601,1622,1663,0,-1
-1,0,-1,1971,1073,0,1602,1623,1664,0,-1
-1,0,-1,1972,1073,0,1603,1623,1664,0,-1
-1,0,-1,1973,1074,0,1604,1624,1665,0,-1
-1,0,-1,1974,1075,0,1605,1625,1666,0,-1
-1,0,-1,1975,1075,0,1605,1626,1667,0,-1
-1,0,-1,1976,1075,0,1606,1627,1668,0,-1
-1,0,-1,1977,1075,0,1607,1628,1669,0,-1
-1,0,-1,1978,1076,0,1608,1629,1670,0,-1
-1,0,-1,1979,1076,0,1609,1630,1671,0,-1
-1,0,-1,1980,1077,0,1610,1631,1672,0,-1
-1,0,-1,1981,1078,0,1611,-1,1673,0,-1
-1,0,-1,1982,1079,0,1612,1632,1674,0,-1
-1,0,-1,1983,-1,0,-1,1633,1675,0,-1
-1,0,-1,1984,1080,0,1613,1634,1676,0,-1
-1,0,-1,1985,1081,0,1614,1634,1676,0,-1
-1,0,-1,1986,1082,0,1615,1635,1677,0,-1
-1,0,-1,1987,1082,0,1616,1636,1678,0,-1
-1,0,-1,1988,1082,0,1617,1637,1679,0,-1
-1,0,-1,1989,1082,0,1618,1638,1680,0,-1
-1,0,-1,1990,1083,0,1619,1639,1681,0,-1
-1,0,-1,1991,1084,0,1620,1640,1682,0,-1
-1,0,-1,1992,1085,0,1620,1641,1683,0,-1
-1,0,-1,1993,1086,0,1621,1642,1684,0,-1
-1,0,-1,1994,1086,0,-1,-1,1685,0,-1
-1,0,-1,1995,1087,0,1622,1643,1686,0,-1
-1,0,-1,1996,1088,0,1623,1644,1687,0,-1
-1,0,-1,1997,1088,0,1624,1644,1687,0,-1
-1,0,-1,1998,1089,0,1625,1645,1688,0,-1
-1,0,-1,1999,1090,0,1626,1646,1689,0,-1
-1,0,-1,2000,1090,0,1627,1647,1690,0,-1
-1,0,-1,2001,1091,0,1628,1648,1691,0,-1
-1,0,-1,2002,1091,0,1629,1649,1692,0,-1
-1,0,-1,2003,1092,0,1630,1650,1693,0,-1
-1,0,-1,2004,1092,0,1631,1651,1694,0,-1
-1,0,-1,2005,1092,0,1632,1652,1695,0,-1
-1,0,-1,2006,1093,0,1633,1653,1696,0,-1
-1,0,-1,2007,1094,0,1634,1654,1697,0,-1
-1,0,-1,2008,1094,0,1635,1655,1698,0,-1
-1,0,-1,2009,1094,0,1636,1656,1699,0,-1
-1,0,-1,2010,1094,0,1637,1657,1700,0,-1
-1,0,-1,2011,1094,0,1638,1658,1701,0,-1
-1,0,-1,2012,1094,0,1639,1659,1702,0,-1
-1,0,-1,2013,1095,0,1640,1659,1702,0,-1
-1,0,-1,2014,1096,0,1641,1660,1703,0,-1
-1,0,-1,2015,1096,0,1642,1661,1704,0,-1
-1,0,-1,2016,1097,0,1643,1662,1705,0,-1
-1,0,-1,2017,1097,0,1644,1663,1706,0,-1
-1,0,-1,2018,1098,0,1645,1664,1707,0,-1
-1,0,-1,2019,1098,0,1646,1665,1708,0,-1
-1,0,-1,2020,1098,0,1647,1666,1709,0,-1
-1,0,-1,2021,1098,0,1648,1667,1710,0,-1
-1,0,-1,2022,1098,0,1649,1668,1711,0,-1
-1,0,-1,2023,1099,0,1650,1669,1712,0,-1
-1,0,-1,2024,1099,0,1651,1670,1713,0,-1
-1,0,-1,2025,1100,0,1652,1671,1714,0,-1
-1,0,-1,2026,1101,0,1653,1672,1715,0,-1
-1,0,-1,2027,1102,0,1654,1673,1716,0,-1
-1,0,-1,2028,1102,0,1655,1674,1717,0,-1
-1,0,-1,2029,1102,0,1656,1675,1718,0,-1
-1,0,-1,2030,1103,0,1657,-1,1719,0,-1
-1,0,-1,2031,1104,0,1658,1676,1720,0,-1
-1,0,-1,2032,1104,0,1659,1677,1721,0,-1
-1,0,-1,2033,-1,0,-1,1678,1722,0,-1
-1,0,-1,2034,1104,0,1660,1678,1722,0,-1
-1,0,-1,2035,1104,0,-1,1679,1723,0,-1
-1,0,-1,2036,1104,0,1661,1680,1724,0,-1
-1,0,-1,2037,1104,0,1662,1681,1725,0,-1
-1,0,-1,2038,1104,0,1663,1682,1726,0,-1
-1,0,-1,2039,1104,0,1663,1683,1727,0,-1
-1,0,-1,2040,1104,0,-1,1684,1728,0,-1
-1,0,-1,2041,1105,0,1664,1685,1729,0,-1
-1,0,-1,2042,1106,0,1665,1686,1730,0,-1
-1,0,-1,2043,1106,0,1666,1687,1731,0,-1
-1,0,-1,2044,1106,0,1667,1688,1732,0,-1
-1,0,-1,2045,1106,0,1668,1689,1733,0,-1
-1,0,-1,2046,1107,0,1669,1690,1734,0,-1
-1,0,-1,2047,1107,0,1670,1691,1735,0,-1
-1,0,-1,2048,1108,0,1671,-1,1735,0,-1
-1,0,-1,2049,1109,0,1672,1692,1736,0,-1
-1,0,-1,2050,1109,0,1672,1693,1737,0,-1
-1,0,-1,2051,1109,0,1673,1694,1738,0,-1
-1,0,-1,2052,1110,0,1674,1695,1739,0,-1
-1,0,-1,2053,1111,0,1675,1696,1740,0,-1
-1,0,-1,2054,1112,0,1676,1697,1741,0,-1
-1,0,-1,2055,1113,0,1677,1698,1742,0,-1
-1,0,-1,2056,1113,0,1678,1699,1743,0,-1
-1,0,-1,2057,-1,0,-1,1700,1744,0,-1
-1,0,-1,2058,1114,0,1679,1701,1745,0,-1
-1,0,-1,2059,1115,0,1680,1702,1746,0,-1
35,0,10,2060,1115,0,1681,-1,1747,0,-1
-1,0,-1,2061,1116,0,1682,1703,1747,0,-1
36,0,11,2062,1117,0,1683,-1,1747,0,-1
-1,0,-1,2063,1118,0,1684,1704,1748,0,-1
-1,0,-1,2064,1119,0,1684,1705,1749,0,-1
-1,0,-1,2065,1119,0,1685,1706,1750,0,-1
-1,0,-1,2066,1119,0,1686,1707,1751,0,-1
-1,0,-1,2067,1119,0,1687,1707,1751,0,-1
-1,0,-1,2068,1119,0,1688,1708,1752,0,-1
-1,0,-1,2069,1119,0,1688,1709,1753,0,-1
-1,0,-1,2070,1119,0,1689,1709,1753,0,-1
-1,0,-1,2071,1119,0,1690,1710,1754,0,-1
-1,0,-1,2072,1119,0,1691,1711,1755,0,-1
-1,0,-1,2073,1120,0,1692,1712,1756,0,-1
-1,0,-1,2074,1121,0,1693,1712,1756,0,-1
-1,0,-1,2075,1121,0,1694,1713,1757,0,-1
-1,0,-1,2076,1121,0,1694,1714,1758,0,-1
-1,0,-1,2077,1122,0,1695,1715,1759,0,-1
-1,0,-1,2078,1123,0,1696,1716,1760,0,-1
-1,0,-1,2079,1124,0,1697,1717,1761,0,-1
-1,0,-1,2080,1125,0,1698,1717,1761,0,-1
-1,0,-1,2081,1125,0,1699,1718,1762,0,-1
-1,0,-1,2082,1126,0,-1,1718,1762,0,-1
-1,0,-1,2083,1127,0,1700,1719,1763,0,-1
-1,0,-1,2084,1128,0,1701,1719,1763,0,-1
-1,0,-1,2085,1128,0,1702,1720,1764,0,-1
-1,0,-1,2086,1129,0,1703,1721,1765,0,-1
-1,0,-1,2087,1129,0,1703,1722,1766,0,-1
-1,0,-1,2088,1130,0,1704,1723,1766,0,-1
-1,0,-1,2089,1131,0,1705,-1,1767,0,-1
-1,0,-1,2090,1131,0,1706,1724,1768,0,-1
-1,0,-1,2091,1132,0,1707,1725,1769,0,-1
-1,0,-1,2092,1132,0,1708,1726,1770,0,-1
-1,0,-1,2093,1133,0,1709,1727,1771,0,-1
-1,0,-1,2094,1134,0,1710,1727,1771,0,-1
-1,0,-1,2095,1135,0,1711,1728,1772,0,-1
-1,0,-1,2096,1135,0,-1,1729,1773,0,-1
-1,0,-1,2097,1136,0,1712,-1,1774,0,-1
-1,0,-1,2098,1137,0,1713,1730,1774,0,-1
-1,0,-1,2099,1138,0,1714,1731,1775,0,-1
-1,0,-1,2100,1138,0,1715,-1,1776,0,-1
-1,0,-1,2101,1139,0,1716,-1,1776,0,-1
-1,0,-1,2102,1140,0,1717,1732,1776,0,-1
-1,0,-1,2103,1141,0,1718,1733,1777,0,-1
-1,0,-1,2104,1141,0,1718,1734,1778,0,-1
-1,0,-1,2105,1142,0,1719,1735,1778,0,-1
37,0,-1,2106,1143,0,1720,1736,1779,0,-1
-1,0,-1,2107,1144,0,1721,1737,1780,0,-1
-1,0,-1,2108,1144,0,1722,1738,1781,0,-1
38,0,12,2109,1145,0,1723,-1,1782,0,-1
-1,0,-1,2110,1146,0,1724,1739,1782,0,-1
39,0,13,2111,1146,0,1725,-1,1782,0,-1
-1,0,-1,2112,1146,0,1726,1740,1783,0,-1
-1,0,-1,2113,1146,0,1726,1741,1784,0,-1
-1,0,-1,2114,1146,0,1727,1742,1785,0,-1
-1,0,-1,2115,1147,0,1728,-1,1786,0,-1
-1,0,-1,2116,1148,0,1729,1742,1787,0,-1
-1,0,-1,2117,-1,0,-1,1743,1788,0,-1
-1,0,-1,2118,1149,0,1730,1744,1789,0,-1
-1,0,-1,2119,1150,0,-1,-1,1789,0,-1
-1,0,-1,2120,1151,0,1731,1744,1789,0,-1
-1,0,-1,2121,1152,0,1732,1745,1790,0,-1
-1,0,-1,2122,1153,0,1733,1746,1791,0,-1
-1,0,-1,2123,1154,0,1733,1747,1792,0,-1
-1,0,-1,2124,1154,0,1734,1748,1793,0,-1
-1,0,-1,2125,1154,0,1735,1748,1793,0,-1
-1,0,-1,2126,1155,0,1736,1749,1794,0,-1
-1,0,-1,2127,1155,0,1737,1750,1795,0,-1
-1,0,-1,2128,1156,0,1738,1751,1796,0,-1
-1,0,-1,2129,1157,0,1739,1752,1797,0,-1
-1,0,-1,2130,1158,0,1740,1752,1797,0,-1
-1,0,-1,2131,1158,0,1741,1753,1798,0,-1
-1,0,-1,2132,1158,0,-1,1754,1799,0,-1
-1,0,-1,2133,1159,0,-1,1755,1800,0,-1
-1,0,-1,2134,1159,0,1741,1756,1801,0,-1
-1,0,-1,2135,1160,0,1742,1757,1802,0,-1
-1,0,-1,2136,-1,0,-1,1758,1803,0,-1
-1,0,-1,2137,1160,0,1743,1759,1804,0,-1
-1,0,-1,2138,1161,0,1744,1760,1805,0,-1
-1,0,-1,2139,1162,0,1745,1761,1806,0,-1
-1,0,-1,2140,1163,0,1745,1762,1807,0,-1
-1,0,-1,2141,1164,0,1746,1763,1808,0,-1
-1,0,-1,2142,1165,0,1746,1764,1809,0,-1
-1,0,-1,2143,1166,0,1747,1765,1810,0,-1
-1,0,-1,2144,1166,0,1748,1766,1811,0,-1
-1,0,-1,2145,1166,0,1749,1767,1812,0,-1
-1,0,-1,2146,1166,0,1750,1768,1813,0,-1
-1,0,-1,2147,1166,0,1750,1769,1814,0,-1
-1,0,-1,2148,1167,0,1751,1770,1815,0,-1
-1,0,-1,2149,1167,0,1752,1771,1816,0,-1
-1,0,-1,2150,1167,0,1753,1772,1817,0,-1
-1,0,-1,2151,1168,0,1754,1773,1818,0,-1
-1,0,-1,2152,1168,0,1755,1774,1819,0,-1
-1,0,-1,2153,1169,0,1756,1775,1820,0,-1
-1,0,-1,2154,1170,0,1757,1776,1821,0,-1
-1,0,-1,2155,1171,0,1757,1776,1821,0,-1
-1,0,-1,2156,1172,0,1757,1777,1822,0,-1
-1,0,-1,2157,1173,0,1758,1778,1823,0,-1
-1,0,-1,2158,1173,0,1759,1779,1824,0,-1
-1,0,-1,2159,1174,0,1760,1780,1825,0,-1
-1,0,-1,2160,1175,0,1761,1781,1826,0,-1
-1,0,-1,2161,1175,0,1761,1781,1826,0,-1
-1,0,-1,2162,1176,0,1762,1782,1827,0,-1
-1,0,-1,2163,1176,0,1763,1782,1827,0,-1
-1,0,-1,2164,1177,0,1764,1783,1828,0,-1
-1,0,-1,2165,1178,0,1765,-1,1829,0,-1
-1,0,-1,2166,1179,0,-1,1784,1830,0,-1
-1,0,-1,2167,1180,0,1766,1785,1830,0,-1
-1,0,-1,2168,1180,0,1767,1786,1831,0,-1
-1,0,-1,2169,1181,0,1768,1787,1832,0,-1
-1,0,-1,2170,1182,0,1769,1788,1832,0,-1
-1,0,-1,2171,1182,0,1770,1788,1832,0,-1
-1,0,-1,2172,1182,0,1771,1789,1833,0,-1
-1,0,-1,2173,1183,0,1771,1790,1834,0,-1
-1,0,-1,2174,1183,0,1771,-1,1835,0,-1
-1,0,-1,2175,1183,0,1772,1791,1836,0,-1
-1,0,-1,2176,1184,0,1773,1792,1837,0,-1
-1,0,-1,2177,1184,0,1774,1793,1838,0,-1
-1,0,-1,2178,1185,0,1774,1794,1839,0,-1
-1,0,-1,2179,1186,0,1775,1795,1840,0,-1
-1,0,-1,2180,1187,0,1775,1796,1841,0,-1
-1,0,-1,2181,1187,0,1776,1796,1841,0,-1
-1,0,-1,2182,1187,0,1777,1797,1842,0,-1
-1,0,-1,2183,1187,0,1777,1798,1843,0,-1
-1,0,-1,2184,-1,0,-1,1799,1844,0,-1
-1,0,-1,2185,1188,0,1778,-1,1844,0,-1
-1,0,-1,2186,1189,0,1779,1800,1844,0,-1
-1,0,-1,2187,1189,0,1780,1801,1845,0,-1
-1,0,-1,2188,1190,0,1781,1801,1845,0,-1
-1,0,-1,2189,1191,0,1782,1802,1846,0,-1
-1,0,-1,2190,1191,0,-1,1803,1847,0,-1
-1,0,-1,2191,1192,0,1782,1804,1848,0,-1
-1,0,-1,2192,1193,0,1783,1805,1849,0,-1
-1,0,-1,2193,1193,0,1784,1806,1850,0,-1
-1,0,-1,2194,1193,0,1784,-1,1851,0,-1
-1,0,-1,2195,1193,0,1784,1807,1852,0,-1
-1,0,-1,2196,1193,0,1784,1808,1853,0,-1
-1,0,-1,2197,1194,0,1785,1809,1854,0,-1
-1,0,-1,2198,1194,0,1786,1810,1855,0,-1
-1,0,-1,2199,1195,0,1787,1810,1855,0,-1
-1,0,-1,2200,1196,0,1788,1811,1856,0,-1
-1,0,-1,2201,1197,0,1789,1812,1857,0,-1
-1,0,-1,2202,1197,0,1790,1813,1858,0,-1
-1,0,-1,2203,1197,0,1791,1814,1859,0,-1
-1,0,-1,2204,1197,0,1792,1815,1860,0,-1
-1,0,-1,2205,1197,0,-1,1816,1861,0,-1
-1,0,-1,2206,1197,0,1793,1817,1862,0,-1
-1,0,-1,2207,1197,0,1794,-1,1863,0,-1
-1,0,-1,2208,1198,0,1795,1818,1864,0,-1
-1,0,-1,2209,1198,0,1796,1819,1865,0,-1
-1,0,-1,2210,1199,0,1797,1820,1866,0,-1
-1,0,-1,2211,1199,0,-1,1821,1867,0,-1
-1,0,-1,2212,1200,0,1798,-1,1867,0,-1
-1,0,-1,2213,1201,0,1799,1822,1868,0,-1
-1,0,-1,2214,1201,0,1800,1823,1869,0,-1
-1,0,-1,2215,1202,0,1801,1824,1870,0,-1
-1,0,-1,2216,1203,0,1802,1825,1871,0,-1
-1,0,-1,2217,1204,0,1803,1826,1872,0,-1
-1,0,-1,2218,1205,0,1804,1827,1873,0,-1
-1,0,-1,2219,1205,0,1805,1828,1874,0,-1
-1,0,-1,2220,1206,0,1806,1829,1875,0,-1
-1,0,-1,2221,1207,0,1806,1830,1876,0,-1
-1,0,-1,2222,1208,0,1806,1831,1877,0,-1
-1,0,-1,2223,1208,0,1807,1832,1878,0,-1
-1,0,-1,2224,1209,0,1808,1833,1879,0,-1
-1,0,-1,2225,1210,0,1809,1834,1880,0,-1
-1,0,-1,2226,1210,0,1810,1835,1881,0,-1
-1,0,-1,2227,1210,0,1811,1836,1882,0,-1
-1,0,-1,2228,1211,0,1811,1837,1883,0,-1
-1,0,-1,2229,1212,0,1812,1838,1884,0,-1
-1,0,-1,2230,1212,0,1813,1839,1885,0,-1
-1,0,-1,2231,1213,0,1814,-1,1886,0,-1
-1,0,-1,2232,1214,0,1815,-1,1886,0,-1
-1,0,-1,2233,1215,0,1815,1840,1887,0,-1
-1,0,-1,2234,1216,0,1816,1841,1888,0,-1
-1,0,-1,2235,1217,0,1817,1842,1889,0,-1
-1,0,-1,2236,1218,0,1817,-1,1890,0,-1
-1,0,-1,2237,1218,0,1818,1843,1891,0,-1
-1,0,-1,2238,1219,0,1819,-1,1892,0,-1
-1,0,-1,2239,-1,0,-1,1844,1892,0,-1
-1,0,-1,2240,1220,0,1820,1845,1893,0,-1
