author,recipeingredient,recipeyield,preptime,cooktime,recipecategory,totaltime,recipecuisine,aggregaterating,nutrition,interactioncount
0,-1,34,-1,-1,288,-1,0,0,-1,210
0,-1,34,-1,-1,288,-1,0,0,-1,210
0,-1,34,-1,-1,288,-1,0,0,-1,210
0,-1,34,-1,-1,289,-1,0,0,-1,210
0,-1,34,-1,-1,290,-1,0,0,-1,210
0,-1,34,-1,-1,290,-1,0,0,-1,211
0,-1,34,-1,-1,291,-1,0,0,-1,212
0,-1,34,-1,-1,292,-1,0,0,-1,212
0,-1,34,118,122,292,131,0,0,-1,212
0,-1,34,119,123,292,132,0,0,-1,213
0,-1,34,-1,-1,293,-1,0,0,-1,214
0,-1,34,-1,-1,294,-1,0,0,-1,214
0,-1,34,-1,-1,294,-1,0,0,-1,214
0,-1,34,-1,-1,294,-1,0,0,-1,214
0,-1,34,-1,-1,295,-1,0,0,-1,214
0,-1,34,120,124,296,133,0,0,-1,214
0,-1,34,-1,-1,296,-1,0,0,-1,214
0,-1,34,-1,-1,297,-1,0,0,-1,214
0,-1,34,-1,-1,298,-1,0,0,-1,214
0,-1,34,121,125,299,134,0,0,-1,214
0,-1,34,-1,-1,300,-1,0,0,-1,214
0,-1,34,122,126,301,135,0,0,-1,214
0,-1,34,-1,-1,302,-1,0,0,-1,214
0,-1,34,-1,-1,303,-1,0,0,-1,214
0,-1,34,123,127,304,136,0,0,-1,214
0,-1,34,-1,-1,304,-1,0,0,-1,214
0,-1,34,124,128,304,136,0,0,-1,214
0,-1,34,124,129,304,137,0,0,-1,214
0,-1,34,-1,-1,304,-1,0,0,-1,215
0,-1,34,-1,-1,304,-1,0,0,-1,216
0,-1,34,-1,-1,304,-1,0,0,-1,216
0,-1,34,-1,-1,304,-1,0,0,-1,216
0,-1,34,-1,-1,305,-1,0,0,-1,217
0,-1,34,-1,-1,306,-1,0,0,-1,218
0,-1,34,125,130,306,138,0,0,-1,218
0,-1,34,-1,-1,307,-1,0,0,-1,218
0,-1,34,126,130,308,139,0,0,-1,218
0,-1,34,127,131,308,140,0,0,-1,218
0,-1,34,-1,-1,308,-1,0,0,-1,218
0,-1,34,-1,-1,309,-1,0,0,-1,218
0,-1,34,-1,-1,310,-1,0,0,-1,218
0,-1,34,-1,-1,311,-1,0,0,-1,218
0,-1,34,-1,-1,311,-1,0,0,-1,218
0,-1,34,-1,-1,312,-1,0,0,-1,219
0,10,34,-1,-1,313,-1,0,0,-1,220
0,-1,34,-1,-1,314,-1,0,0,-1,220
0,-1,34,128,132,314,141,0,0,-1,221
0,-1,34,-1,-1,314,-1,0,0,-1,222
0,-1,34,-1,-1,314,-1,0,0,-1,222
0,-1,34,-1,-1,315,-1,0,0,-1,222
0,-1,34,129,133,316,142,0,0,-1,222
0,-1,34,-1,-1,316,-1,0,0,-1,222
0,-1,34,-1,-1,316,-1,0,0,-1,223
0,-1,34,130,134,316,143,0,0,-1,223
0,-1,34,-1,-1,316,-1,0,0,-1,224
0,-1,34,131,135,316,144,0,0,-1,224
0,-1,34,-1,-1,316,-1,0,0,-1,224
0,-1,34,-1,-1,317,-1,0,0,-1,225
0,-1,34,132,136,318,145,0,0,-1,226
0,-1,34,133,137,318,146,0,0,-1,226
0,-1,34,-1,-1,318,-1,0,0,-1,227
0,-1,35,134,138,318,146,0,0,-1,228
0,-1,36,-1,-1,318,-1,0,0,-1,228
0,-1,36,-1,-1,319,-1,0,0,-1,228
0,-1,36,-1,-1,319,-1,0,0,-1,228
0,-1,36,-1,-1,320,-1,0,0,-1,228
0,-1,36,135,139,320,147,0,0,-1,228
0,-1,36,-1,-1,320,-1,0,0,-1,229
0,-1,36,-1,-1,321,-1,0,0,-1,230
0,-1,36,-1,-1,322,-1,0,0,-1,231
0,-1,36,-1,-1,323,-1,0,0,-1,232
0,-1,36,136,140,324,148,0,0,-1,232
0,-1,36,-1,-1,325,-1,0,0,-1,233
0,-1,36,-1,-1,326,-1,0,0,-1,234
0,-1,36,-1,-1,326,-1,0,0,-1,234
0,-1,36,-1,-1,327,-1,0,0,-1,234
0,-1,36,-1,-1,328,-1,0,0,-1,234
0,-1,36,-1,-1,329,-1,0,0,-1,235
0,-1,36,137,141,329,149,0,0,-1,236
0,-1,36,-1,-1,330,-1,0,0,-1,236
0,-1,36,-1,-1,330,-1,0,0,-1,237
0,-1,36,-1,-1,331,-1,0,0,-1,238
0,-1,36,-1,-1,331,-1,0,0,-1,238
0,-1,36,138,142,331,150,0,0,-1,238
0,-1,36,139,143,332,151,0,0,-1,238
0,-1,36,-1,-1,333,-1,0,0,-1,238
0,-1,36,-1,-1,333,-1,0,0,-1,238
0,-1,36,-1,-1,333,-1,0,0,-1,239
0,-1,37,140,144,333,152,0,0,-1,240
0,-1,38,-1,-1,333,-1,0,0,-1,241
0,-1,38,-1,-1,333,-1,0,0,-1,241
0,-1,38,141,145,334,153,0,0,-1,242
0,-1,38,-1,-1,335,-1,0,0,-1,243
0,-1,38,-1,-1,335,-1,0,0,-1,243
0,-1,38,-1,-1,336,-1,0,0,-1,243
0,-1,38,142,146,337,154,0,0,-1,243
0,-1,38,-1,-1,338,-1,0,0,-1,243
0,-1,38,-1,-1,339,-1,0,0,-1,243
0,-1,38,-1,-1,339,-1,0,0,-1,244
0,-1,38,142,147,339,155,0,0,-1,245
0,-1,38,-1,-1,339,-1,0,0,-1,246
0,-1,38,-1,-1,339,-1,0,0,-1,246
0,-1,38,143,148,339,156,0,0,-1,246
0,-1,38,144,149,339,157,0,0,-1,246
0,-1,38,-1,-1,340,-1,0,0,-1,246
0,-1,38,-1,-1,341,-1,0,0,-1,246
0,-1,38,145,150,341,158,0,0,-1,246
0,-1,38,-1,-1,342,-1,0,0,-1,246
0,-1,38,146,151,343,158,0,0,-1,246
0,-1,38,-1,-1,343,-1,0,0,-1,247
0,-1,38,-1,-1,344,-1,0,0,-1,247
0,-1,38,-1,-1,345,-1,0,0,-1,248
0,-1,38,147,152,345,159,0,0,-1,248
0,-1,38,-1,-1,346,-1,0,0,-1,248
0,-1,38,148,153,346,160,0,0,-1,248
0,-1,38,-1,-1,346,-1,0,0,-1,248
0,-1,38,-1,-1,346,-1,0,0,-1,248
0,-1,38,-1,-1,347,-1,0,0,-1,249
0,-1,38,149,154,347,161,0,0,-1,250
0,-1,38,-1,-1,347,-1,0,0,-1,251
0,-1,38,-1,-1,348,-1,0,0,-1,252
0,-1,38,-1,-1,349,-1,0,0,-1,252
0,-1,38,-1,-1,350,-1,0,0,-1,252
0,-1,38,-1,-1,351,-1,0,0,-1,252
0,-1,38,-1,-1,351,-1,0,0,-1,252
0,-1,38,-1,-1,352,-1,0,0,-1,252
0,-1,38,-1,-1,352,-1,0,0,-1,252
0,-1,38,-1,-1,352,-1,0,0,-1,253
0,-1,38,-1,-1,353,-1,0,0,-1,254
0,-1,38,-1,-1,354,-1,0,0,-1,255
0,-1,38,150,155,354,162,0,0,-1,256
0,-1,38,-1,-1,355,-1,0,0,-1,256
0,-1,38,-1,-1,356,-1,0,0,-1,256
0,-1,38,151,155,357,163,0,0,-1,256
0,-1,38,152,155,357,164,0,0,-1,256
0,-1,38,153,156,357,165,0,0,-1,256
0,-1,38,154,157,357,166,0,0,-1,256
0,-1,38,154,158,358,167,0,0,-1,257
0,-1,38,155,159,359,168,0,0,-1,258
0,-1,39,-1,-1,360,-1,0,0,-1,258
0,-1,40,-1,-1,361,-1,0,0,-1,258
0,-1,40,-1,-1,362,-1,0,0,-1,258
0,-1,40,156,160,363,169,0,0,-1,259
0,-1,40,157,161,364,170,0,0,-1,260
0,-1,40,-1,-1,364,-1,0,0,-1,261
0,-1,40,-1,-1,364,-1,0,0,-1,262
0,-1,40,158,162,364,171,0,0,-1,262
0,-1,40,-1,-1,364,-1,0,0,-1,262
0,-1,40,-1,-1,364,-1,0,0,-1,262
0,-1,40,-1,-1,364,-1,0,0,-1,262
0,-1,40,-1,-1,364,-1,0,0,-1,263
0,-1,40,-1,-1,364,-1,0,0,-1,264
0,-1,40,-1,-1,365,-1,0,0,-1,264
0,-1,41,159,163,366,172,0,0,-1,264
0,-1,42,-1,-1,367,-1,0,0,-1,264
0,-1,42,-1,-1,368,-1,0,0,-1,265
0,-1,42,-1,-1,368,-1,0,0,-1,266
0,-1,42,160,164,368,173,0,0,-1,266
0,-1,42,-1,-1,368,-1,0,0,-1,267
0,-1,42,-1,-1,369,-1,0,0,-1,268
0,-1,42,161,165,370,174,0,0,-1,268
0,-1,42,-1,-1,370,-1,0,0,-1,268
0,-1,42,162,166,371,174,0,0,-1,269
0,-1,42,-1,-1,372,-1,0,0,-1,270
0,-1,42,-1,-1,372,-1,0,0,-1,271
0,-1,42,-1,-1,372,-1,0,0,-1,271
0,-1,42,-1,-1,373,-1,0,0,-1,271
0,-1,42,-1,-1,374,-1,0,0,-1,271
0,-1,43,163,167,375,175,0,0,-1,271
0,-1,44,-1,-1,376,-1,0,0,-1,271
0,-1,44,-1,-1,377,-1,0,0,-1,271
0,11,44,-1,-1,378,-1,0,0,-1,271
0,-1,44,-1,-1,379,-1,0,0,-1,271
0,-1,44,-1,-1,379,-1,0,0,-1,272
0,-1,44,164,168,379,176,0,0,-1,273
0,-1,44,-1,-1,380,-1,0,0,-1,274
0,-1,44,-1,-1,380,-1,0,0,-1,274
0,-1,44,-1,-1,380,-1,0,0,-1,274
0,-1,44,-1,-1,380,-1,0,0,-1,275
0,-1,44,-1,-1,381,-1,0,0,-1,275
0,-1,44,-1,-1,382,-1,0,0,-1,276
0,-1,44,-1,-1,383,-1,0,0,-1,276
0,-1,44,-1,-1,383,-1,0,0,-1,276
0,-1,45,165,169,383,177,0,0,-1,277
0,-1,45,-1,-1,383,-1,0,0,-1,278
0,-1,46,-1,-1,383,-1,0,0,-1,278
0,-1,46,-1,-1,383,-1,0,0,-1,278
0,-1,47,166,170,383,178,0,0,-1,278
0,-1,48,-1,-1,384,-1,0,0,-1,278
0,-1,48,167,171,385,179,0,0,-1,278
0,-1,48,-1,-1,385,-1,0,0,-1,278
0,-1,49,168,172,385,180,0,0,-1,278
0,-1,50,-1,-1,385,-1,0,0,-1,278
0,-1,50,169,173,385,180,0,0,-1,279
0,-1,50,169,174,385,181,0,0,-1,280
0,-1,50,169,175,386,182,0,0,-1,280
0,-1,50,169,176,387,183,0,0,-1,280
0,-1,50,-1,-1,388,-1,0,0,-1,281
0,-1,50,-1,-1,388,-1,0,0,-1,281
0,-1,50,-1,-1,389,-1,0,0,-1,281
0,-1,50,-1,-1,389,-1,0,0,-1,281
0,-1,50,-1,-1,390,-1,0,0,-1,281
0,-1,50,-1,-1,391,-1,0,0,-1,281
0,-1,50,-1,-1,392,-1,0,0,-1,281
0,-1,51,170,177,393,183,0,0,-1,281
0,-1,52,-1,-1,393,-1,0,0,-1,281
0,-1,52,-1,-1,393,-1,0,0,-1,282
0,-1,52,-1,-1,393,-1,0,0,-1,283
0,-1,52,-1,-1,393,-1,0,0,-1,284
0,-1,52,-1,-1,393,-1,0,0,-1,285
0,-1,52,171,178,393,184,0,0,-1,285
0,-1,52,171,179,394,185,0,0,-1,286
0,-1,52,172,180,395,186,0,0,-1,286
0,-1,52,-1,-1,396,-1,0,0,-1,287
0,-1,52,173,181,396,187,0,0,-1,287
0,-1,52,174,182,396,188,0,0,-1,287
0,-1,52,-1,-1,396,-1,0,0,-1,287
0,-1,52,-1,-1,397,-1,0,0,-1,287
0,-1,52,-1,-1,398,-1,0,0,-1,287
0,-1,52,-1,-1,399,-1,0,0,-1,288
0,-1,52,-1,-1,-1,-1,0,0,-1,289
0,-1,52,175,183,400,189,0,0,-1,289
0,-1,52,-1,-1,400,-1,0,0,-1,289
0,-1,52,176,184,400,190,0,0,-1,289
0,-1,52,-1,-1,400,-1,0,0,-1,289
0,-1,52,-1,-1,401,-1,0,0,-1,289
0,-1,52,-1,-1,402,-1,0,0,-1,289
0,-1,52,-1,-1,403,-1,0,0,-1,289
0,-1,52,-1,-1,404,-1,0,0,-1,289
0,-1,52,177,185,405,191,0,0,-1,289
0,-1,52,-1,-1,405,-1,0,0,-1,289
0,-1,52,178,186,406,192,0,0,-1,290
0,-1,52,-1,-1,407,-1,0,0,-1,291
0,-1,52,179,187,407,193,0,0,-1,292
0,-1,52,-1,-1,408,-1,0,0,-1,293
0,-1,53,-1,-1,409,-1,0,0,-1,294
0,-1,54,180,188,409,194,0,0,-1,295
0,-1,54,-1,-1,410,-1,0,0,-1,295
0,-1,54,181,189,411,195,0,0,-1,295
0,-1,55,182,190,411,196,0,0,-1,295
0,-1,56,183,191,411,197,0,0,-1,295
0,-1,56,184,192,411,198,0,0,-1,295
0,-1,57,185,193,411,199,0,0,-1,295
0,-1,58,-1,-1,412,-1,0,0,-1,295
0,-1,58,-1,-1,413,-1,0,0,-1,295
0,-1,58,-1,-1,413,-1,0,0,-1,295
0,-1,58,-1,-1,413,-1,0,0,-1,296
0,-1,58,-1,-1,413,-1,0,0,-1,297
0,-1,58,185,194,414,200,0,0,-1,297
0,-1,58,-1,-1,415,-1,0,0,-1,298
0,-1,58,-1,-1,416,-1,0,0,-1,299
0,-1,58,186,195,417,201,0,0,-1,299
0,-1,58,187,196,417,202,0,0,-1,299
0,-1,58,-1,-1,418,-1,0,0,-1,299
0,-1,58,-1,-1,419,-1,0,0,-1,299
0,-1,58,-1,-1,419,-1,0,0,-1,299
0,-1,58,-1,-1,419,-1,0,0,-1,299
0,-1,58,-1,-1,419,-1,0,0,-1,299
0,-1,58,-1,-1,420,-1,0,0,-1,300
0,-1,58,-1,-1,421,-1,0,0,-1,301
0,-1,59,187,197,421,203,0,0,-1,302
0,-1,60,-1,-1,422,-1,0,0,-1,303
0,-1,60,-1,-1,423,-1,0,0,-1,304
0,-1,60,188,198,423,204,0,0,-1,305
0,-1,60,-1,-1,423,-1,0,0,-1,306
0,-1,60,-1,-1,423,-1,0,0,-1,306
0,-1,60,-1,-1,424,-1,0,0,-1,306
0,-1,60,-1,-1,425,-1,0,0,-1,306
0,-1,60,-1,-1,426,-1,0,0,-1,307
0,-1,60,188,199,427,205,0,0,-1,308
0,-1,60,-1,-1,428,-1,0,0,-1,308
0,-1,60,189,200,428,206,0,0,-1,308
0,-1,60,-1,-1,428,-1,0,0,-1,308
0,-1,60,189,201,429,207,0,0,-1,309
0,-1,60,190,202,430,208,0,0,-1,310
0,-1,60,-1,-1,431,-1,0,0,-1,311
0,-1,60,-1,-1,432,-1,0,0,-1,311
0,-1,60,-1,-1,432,-1,0,0,-1,312
0,-1,60,-1,-1,432,-1,0,0,-1,313
0,-1,60,-1,-1,433,-1,0,0,-1,314
0,-1,60,191,202,434,209,0,0,-1,314
0,-1,60,-1,-1,435,-1,0,0,-1,315
0,-1,60,-1,-1,436,-1,0,0,-1,315
0,-1,60,192,203,436,210,0,0,-1,315
0,-1,60,-1,-1,436,-1,0,0,-1,315
0,-1,60,-1,-1,436,-1,0,0,-1,316
0,-1,61,193,204,436,211,0,0,-1,317
0,-1,61,194,205,436,212,0,0,-1,317
0,-1,62,-1,-1,437,-1,0,0,-1,317
0,-1,63,195,206,438,213,0,0,-1,317
0,-1,64,-1,-1,439,-1,0,0,-1,318
0,-1,64,-1,-1,440,-1,0,0,-1,319
0,-1,64,-1,-1,440,-1,0,0,-1,320
0,-1,64,-1,-1,440,-1,0,0,-1,321
0,-1,64,196,207,441,-1,0,0,-1,321
0,-1,64,-1,-1,442,-1,0,0,-1,322
0,-1,64,-1,-1,442,-1,0,0,-1,323
0,-1,64,-1,-1,442,-1,0,0,-1,323
0,-1,64,-1,-1,443,-1,0,0,-1,324
0,-1,64,-1,-1,443,-1,0,0,-1,325
0,-1,64,-1,-1,443,-1,0,0,-1,325
0,-1,64,197,208,444,214,0,0,-1,326
0,-1,64,-1,-1,445,-1,0,0,-1,327
0,-1,64,197,209,446,215,0,0,-1,328
0,-1,64,-1,-1,447,-1,0,0,-1,329
0,-1,64,197,210,448,216,0,0,-1,330
0,-1,64,198,211,449,217,0,0,-1,331
0,-1,65,-1,-1,450,-1,0,0,-1,332
0,-1,66,-1,-1,450,-1,0,0,-1,333
0,-1,66,199,212,450,218,0,0,-1,334
0,-1,66,-1,-1,450,-1,0,0,-1,334
0,-1,66,-1,-1,451,-1,0,0,-1,334
0,-1,66,-1,-1,452,-1,0,0,-1,334
0,-1,66,-1,-1,452,-1,0,0,-1,334
0,-1,66,-1,-1,453,-1,0,0,-1,334
0,-1,66,-1,-1,454,-1,0,0,-1,334
0,12,66,-1,-1,455,-1,0,0,-1,334
0,-1,66,-1,-1,456,-1,0,0,-1,334
0,-1,66,-1,-1,457,-1,0,0,-1,334
0,-1,66,-1,-1,457,-1,0,0,-1,334
0,-1,66,200,213,457,219,0,0,-1,335
0,-1,66,-1,-1,457,-1,0,0,-1,336
0,-1,67,-1,-1,457,-1,0,0,-1,336
0,-1,68,201,214,457,220,0,0,-1,336
0,-1,68,-1,-1,457,-1,0,0,-1,336
0,-1,68,-1,-1,457,-1,0,0,-1,336
0,-1,68,202,215,457,221,0,0,-1,336
0,-1,68,-1,-1,458,-1,0,0,-1,336
0,-1,68,-1,-1,459,-1,0,0,-1,337
0,-1,68,-1,-1,459,-1,0,0,-1,338
0,-1,68,-1,-1,460,-1,0,0,-1,338
0,-1,68,-1,-1,-1,-1,0,0,-1,338
0,-1,68,-1,-1,461,-1,0,0,-1,339
0,-1,68,-1,-1,462,-1,0,0,-1,340
0,-1,69,-1,-1,462,-1,0,0,-1,340
0,-1,70,-1,-1,463,-1,0,0,-1,341
0,-1,70,-1,-1,463,-1,0,0,-1,342
0,-1,70,-1,-1,463,-1,0,0,-1,343
0,-1,70,-1,-1,463,-1,0,0,-1,343
0,-1,70,203,216,463,222,0,0,-1,343
0,-1,70,-1,-1,463,-1,0,0,-1,343
0,-1,70,204,217,463,223,0,0,-1,343
0,-1,70,-1,-1,463,-1,0,0,-1,343
0,-1,70,205,218,463,224,0,0,-1,343
0,-1,70,-1,-1,463,-1,0,0,-1,344
0,-1,70,-1,-1,464,-1,0,0,-1,345
0,-1,70,-1,-1,465,-1,0,0,-1,345
0,-1,70,-1,-1,465,-1,0,0,-1,345
0,-1,70,206,218,465,225,0,0,-1,345
0,-1,70,-1,-1,465,-1,0,0,-1,345
0,-1,70,207,219,465,226,0,0,-1,345
0,-1,70,-1,-1,465,-1,0,0,-1,345
0,-1,70,208,220,466,227,0,0,-1,345
0,-1,70,-1,-1,466,-1,0,0,-1,345
0,-1,70,-1,-1,467,-1,0,0,-1,345
0,-1,70,-1,-1,468,-1,0,0,-1,346
0,-1,70,209,221,468,228,0,0,-1,347
0,-1,70,-1,-1,469,-1,0,0,-1,348
0,-1,70,-1,-1,470,-1,0,0,-1,348
0,-1,70,-1,-1,471,-1,0,0,-1,348
0,-1,71,209,222,472,229,0,0,-1,348
0,-1,72,-1,-1,472,-1,0,0,-1,348
0,-1,72,-1,-1,473,-1,0,0,-1,348
0,-1,72,-1,-1,474,-1,0,0,-1,348
0,-1,72,-1,-1,474,-1,0,0,-1,348
0,-1,72,-1,-1,474,-1,0,0,-1,349
0,-1,72,210,223,474,230,0,0,-1,350
0,-1,72,-1,-1,474,-1,0,0,-1,350
0,-1,72,-1,-1,474,-1,0,0,-1,350
0,-1,72,-1,-1,474,-1,0,0,-1,350
0,-1,73,211,224,474,231,0,0,-1,350
0,-1,74,-1,-1,475,-1,0,0,-1,350
0,-1,74,-1,-1,476,-1,0,0,-1,350
0,-1,74,-1,-1,477,-1,0,0,-1,351
0,-1,74,-1,-1,478,-1,0,0,-1,352
0,-1,74,-1,-1,478,-1,0,0,-1,353
0,-1,75,212,225,478,232,0,0,-1,354
0,-1,76,-1,-1,478,-1,0,0,-1,355
0,-1,76,-1,-1,479,-1,0,0,-1,356
0,-1,76,-1,-1,480,-1,0,0,-1,356
0,-1,76,-1,-1,481,-1,0,0,-1,356
0,-1,76,-1,-1,481,-1,0,0,-1,356
0,-1,76,212,226,482,233,0,0,-1,357
0,-1,76,213,227,483,234,0,0,-1,358
0,-1,76,-1,-1,483,-1,0,0,-1,359
0,-1,76,-1,-1,483,-1,0,0,-1,360
0,-1,76,-1,-1,483,-1,0,0,-1,361
0,-1,76,214,227,483,235,0,0,-1,362
0,13,76,-1,-1,484,-1,0,0,-1,362
0,-1,76,-1,-1,485,-1,0,0,-1,362
0,-1,76,-1,-1,485,-1,0,0,-1,363
0,-1,76,-1,-1,485,-1,0,0,-1,364
0,-1,76,215,228,485,235,0,0,-1,364
0,-1,76,-1,-1,486,-1,0,0,-1,364
0,-1,76,-1,-1,487,-1,0,0,-1,364
0,-1,76,-1,-1,488,-1,0,0,-1,365
0,-1,76,-1,-1,489,-1,0,0,-1,366
0,-1,76,216,229,490,235,0,0,-1,366
0,-1,76,-1,-1,491,-1,0,0,-1,366
0,-1,76,-1,-1,491,-1,0,0,-1,367
0,-1,76,-1,-1,492,-1,0,0,-1,368
0,-1,76,-1,-1,493,-1,0,0,-1,368
0,-1,76,216,230,493,236,0,0,-1,368
0,-1,76,-1,-1,493,-1,0,0,-1,368
0,-1,76,-1,-1,493,-1,0,0,-1,368
0,-1,76,217,230,493,237,0,0,-1,369
0,-1,76,218,231,494,238,0,0,-1,370
0,-1,76,-1,-1,495,-1,0,0,-1,371
0,-1,76,-1,-1,495,-1,0,0,-1,372
0,-1,76,219,232,496,238,0,0,-1,373
0,-1,77,219,232,497,238,0,0,-1,374
0,-1,78,-1,-1,498,-1,0,0,-1,374
0,-1,78,-1,-1,499,-1,0,0,-1,374
0,-1,78,-1,-1,499,-1,0,0,-1,374
0,-1,78,-1,-1,499,-1,0,0,-1,374
0,-1,78,-1,-1,499,-1,0,0,-1,375
0,-1,78,-1,-1,500,-1,0,0,-1,376
0,-1,78,-1,-1,501,-1,0,0,-1,376
0,-1,78,220,233,501,239,0,0,-1,376
0,-1,78,-1,-1,501,-1,0,0,-1,376
0,-1,78,-1,-1,501,-1,0,0,-1,376
0,-1,78,-1,-1,502,-1,0,0,-1,376
0,-1,78,-1,-1,503,-1,0,0,-1,377
0,-1,78,221,234,503,240,0,0,-1,378
0,-1,78,222,235,504,241,0,0,-1,378
0,-1,78,-1,-1,505,-1,0,0,-1,378
0,-1,78,-1,-1,505,-1,0,0,-1,378
0,-1,78,-1,-1,505,-1,0,0,-1,379
0,-1,78,-1,-1,505,-1,0,0,-1,380
0,14,78,223,236,506,242,0,0,-1,380
0,-1,78,-1,-1,507,-1,0,0,-1,380
0,-1,78,-1,-1,508,-1,0,0,-1,380
0,-1,78,-1,-1,509,-1,0,0,-1,381
0,-1,78,-1,-1,510,-1,0,0,-1,382
0,-1,78,-1,-1,511,-1,0,0,-1,382
0,-1,78,-1,-1,511,-1,0,0,-1,382
0,-1,78,-1,-1,512,-1,0,0,-1,382
0,-1,78,-1,-1,513,-1,0,0,-1,382
0,-1,78,224,237,513,243,0,0,-1,382
0,-1,78,-1,-1,513,-1,0,0,-1,382
0,-1,78,-1,-1,514,-1,0,0,-1,383
0,-1,78,-1,-1,515,-1,0,0,-1,384
0,-1,78,-1,-1,516,-1,0,0,-1,385
0,-1,78,-1,-1,517,-1,0,0,-1,385
0,-1,78,-1,-1,518,-1,0,0,-1,386
0,-1,78,-1,-1,519,-1,0,0,-1,387
0,15,78,-1,-1,519,-1,0,0,-1,388
0,16,78,-1,-1,520,-1,0,0,-1,389
0,-1,78,225,238,521,244,0,0,-1,390
0,-1,78,226,238,522,245,0,0,-1,391
0,-1,78,-1,-1,523,-1,0,0,-1,392
0,17,78,-1,-1,524,-1,0,0,-1,392
0,-1,78,-1,-1,525,-1,0,0,-1,392
0,-1,78,-1,-1,525,-1,0,0,-1,393
0,-1,78,227,239,525,246,0,0,-1,394
0,-1,78,-1,-1,525,-1,0,0,-1,394
0,-1,78,-1,-1,526,-1,0,0,-1,394
0,-1,78,-1,-1,527,-1,0,0,-1,394
0,-1,78,-1,-1,528,-1,0,0,-1,394
0,-1,78,228,240,529,247,0,0,-1,395
0,-1,78,-1,-1,530,-1,0,0,-1,395
0,-1,78,-1,-1,530,-1,0,0,-1,396
0,-1,78,-1,-1,530,-1,0,0,-1,396
0,-1,78,-1,-1,530,-1,0,0,-1,396
0,-1,78,-1,-1,530,-1,0,0,-1,396
0,-1,78,-1,-1,530,-1,0,0,-1,396
0,-1,78,-1,-1,531,-1,0,0,-1,396
0,-1,78,229,241,532,247,0,0,-1,396
0,-1,79,230,242,533,248,0,0,-1,397
0,-1,80,231,243,534,249,0,0,-1,398
0,-1,80,-1,-1,534,-1,0,0,-1,398
0,-1,80,-1,-1,535,-1,0,0,-1,398
0,-1,80,-1,-1,536,-1,0,0,-1,398
0,-1,80,-1,-1,537,-1,0,0,-1,398
0,-1,80,232,244,537,249,0,0,-1,399
0,-1,80,-1,-1,537,-1,0,0,-1,399
0,-1,80,233,245,537,250,0,0,-1,400
0,-1,80,-1,-1,538,-1,0,0,-1,400
0,-1,80,-1,-1,539,-1,0,0,-1,400
0,-1,80,-1,-1,539,-1,0,0,-1,400
0,-1,81,234,246,539,251,0,0,-1,400
0,-1,82,235,247,539,252,0,0,-1,401
0,-1,82,-1,-1,539,-1,0,0,-1,401
0,-1,82,-1,-1,539,-1,0,0,-1,402
0,-1,82,-1,-1,539,-1,0,0,-1,402
0,-1,82,-1,-1,539,-1,0,0,-1,402
0,-1,82,-1,-1,540,-1,0,0,-1,402
0,-1,82,-1,-1,541,-1,0,0,-1,402
0,-1,82,-1,-1,542,-1,0,0,-1,402
0,-1,82,236,248,542,253,0,0,-1,402
0,-1,82,-1,-1,542,-1,0,0,-1,402
0,-1,82,237,249,542,254,0,0,-1,402
0,-1,82,237,250,542,255,0,0,-1,402
0,-1,82,-1,-1,542,-1,0,0,-1,402
0,-1,82,-1,-1,542,-1,0,0,-1,402
0,-1,82,238,251,542,256,0,0,-1,402
0,-1,82,-1,-1,542,-1,0,0,-1,402
0,-1,82,-1,-1,542,-1,0,0,-1,402
0,-1,82,-1,-1,542,-1,0,0,-1,403
0,-1,82,-1,-1,542,-1,0,0,-1,404
0,-1,82,239,252,542,257,0,0,-1,404
0,-1,82,-1,-1,542,-1,0,0,-1,405
0,-1,82,-1,-1,542,-1,0,0,-1,406
0,-1,82,-1,-1,543,-1,0,0,-1,406
0,-1,82,-1,-1,544,-1,0,0,-1,406
0,-1,82,-1,-1,545,-1,0,0,-1,406
0,-1,82,-1,-1,546,-1,0,0,-1,406
0,-1,82,240,253,546,258,0,0,-1,406
0,-1,82,-1,-1,546,-1,0,0,-1,406
0,-1,82,-1,-1,547,-1,0,0,-1,407
0,-1,82,-1,-1,548,-1,0,0,-1,408
0,-1,82,-1,-1,548,-1,0,0,-1,408
0,-1,82,-1,-1,548,-1,0,0,-1,409
0,-1,82,-1,-1,548,-1,0,0,-1,410
0,-1,82,-1,-1,548,-1,0,0,-1,411
0,-1,82,241,254,548,259,0,0,-1,412
0,-1,82,-1,-1,548,-1,0,0,-1,413
0,-1,82,-1,-1,548,-1,0,0,-1,414
0,-1,82,242,255,549,260,0,0,-1,414
0,-1,82,-1,-1,550,-1,0,0,-1,415
0,-1,82,-1,-1,550,-1,0,0,-1,415
0,-1,82,243,255,550,261,0,0,-1,415
0,-1,82,-1,-1,551,-1,0,0,-1,415
0,-1,82,244,256,551,262,0,0,-1,416
0,-1,82,-1,-1,552,-1,0,0,-1,417
0,-1,82,-1,-1,553,-1,0,0,-1,417
0,-1,82,-1,-1,553,-1,0,0,-1,417
0,-1,83,245,257,553,262,0,0,-1,417
0,-1,84,-1,-1,553,-1,0,0,-1,417
0,-1,84,-1,-1,553,-1,0,0,-1,417
0,-1,84,-1,-1,553,-1,0,0,-1,417
0,-1,84,-1,-1,553,-1,0,0,-1,417
