name,recipeinstructions,author,recipeingredient,recipeyield,preptime,keywords,aggregaterating,nutrition,inlanguage,yield
2169,-1,1,-1,663,956,-1,-1,-1,1,653
2170,-1,1,-1,664,957,-1,-1,-1,1,654
2171,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2172,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2173,-1,1,-1,665,958,-1,-1,-1,1,655
2174,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2175,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2176,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2177,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2178,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2179,-1,1,-1,-1,-1,145,-1,-1,1,-1
2180,-1,1,-1,666,958,-1,-1,-1,1,656
2181,-1,1,-1,667,959,146,-1,-1,1,657
2182,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2183,-1,1,-1,668,960,-1,-1,-1,1,658
2184,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2185,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2186,-1,1,-1,-1,961,-1,-1,-1,1,-1
2187,-1,1,-1,668,962,-1,-1,-1,1,658
2188,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2189,-1,1,-1,669,962,-1,-1,-1,1,659
2190,-1,1,-1,-1,963,-1,-1,-1,1,-1
2191,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2192,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2193,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2194,-1,1,-1,670,964,-1,-1,-1,1,660
2195,-1,1,-1,671,964,-1,-1,-1,1,661
2196,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2197,-1,1,-1,671,965,-1,-1,-1,1,661
2198,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2199,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2200,-1,1,-1,-1,966,-1,-1,-1,1,-1
2201,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2202,-1,1,-1,-1,967,-1,-1,-1,1,-1
2203,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2204,-1,1,-1,-1,-1,147,-1,-1,1,-1
2205,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2206,-1,1,-1,672,968,-1,-1,-1,1,662
2207,-1,1,-1,673,969,-1,-1,-1,1,663
2208,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2209,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2210,-1,1,-1,674,970,-1,-1,-1,1,664
2211,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2212,-1,1,-1,-1,971,-1,-1,-1,1,-1
2213,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2214,-1,1,-1,675,971,-1,-1,-1,1,665
2215,-1,1,-1,676,972,-1,-1,-1,1,666
2216,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2217,-1,1,13,-1,973,-1,-1,-1,1,-1
2218,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2219,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2220,-1,1,-1,-1,974,-1,-1,-1,1,-1
2221,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2222,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2223,-1,1,-1,677,975,-1,-1,-1,1,667
2224,-1,1,-1,678,976,-1,-1,-1,1,668
2225,-1,1,-1,679,977,-1,-1,-1,1,669
2226,-1,1,-1,680,-1,-1,-1,-1,1,670
2227,-1,1,-1,-1,978,-1,-1,-1,1,-1
2228,-1,1,-1,681,979,148,-1,-1,1,671
2229,-1,1,-1,682,980,-1,-1,-1,1,672
2230,-1,1,-1,683,-1,-1,-1,-1,1,673
2231,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2232,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2233,-1,1,-1,684,981,-1,-1,-1,1,674
2234,-1,1,-1,-1,-1,149,-1,-1,1,-1
2235,-1,1,-1,685,982,-1,-1,-1,1,675
2236,-1,1,-1,686,983,-1,-1,-1,1,676
2237,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2238,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2239,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2240,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2241,-1,1,-1,687,984,-1,-1,-1,1,677
2242,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2243,-1,1,-1,688,985,-1,-1,-1,1,678
2244,-1,1,-1,-1,986,-1,-1,-1,1,-1
2245,-1,1,-1,-1,-1,150,-1,-1,1,-1
2246,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2247,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2248,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2249,-1,1,14,-1,-1,-1,-1,-1,1,-1
2250,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2251,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2252,-1,1,-1,-1,986,-1,-1,-1,1,-1
2253,-1,1,-1,688,987,-1,-1,-1,1,678
2254,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2255,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2256,-1,1,-1,689,988,-1,-1,-1,1,679
2257,-1,1,-1,690,989,-1,-1,-1,1,680
2258,-1,1,-1,690,990,-1,-1,-1,1,680
2259,-1,1,-1,691,991,-1,-1,-1,1,681
2260,-1,1,-1,692,992,-1,-1,-1,1,682
2261,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2262,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2263,-1,1,-1,693,992,-1,-1,-1,1,683
2264,-1,1,-1,-1,-1,151,-1,-1,1,-1
2265,-1,1,-1,694,993,-1,-1,-1,1,684
2266,-1,1,-1,695,994,-1,-1,-1,1,685
2267,-1,1,-1,696,995,-1,-1,-1,1,686
2268,-1,1,-1,697,996,-1,-1,-1,1,687
2269,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2270,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2271,-1,1,-1,-1,997,152,-1,-1,1,-1
2272,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2273,-1,1,-1,-1,998,-1,-1,-1,1,-1
2274,-1,1,-1,697,999,-1,-1,-1,1,687
2275,-1,1,-1,-1,-1,153,-1,-1,1,-1
2276,-1,-1,-1,698,1000,154,-1,-1,-1,-1
2277,-1,1,-1,699,1001,-1,-1,-1,1,688
2278,-1,1,-1,-1,1002,-1,-1,-1,1,-1
2279,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2280,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2281,-1,1,-1,700,-1,-1,-1,-1,1,689
2282,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2283,-1,1,-1,-1,1003,155,-1,-1,1,-1
2284,-1,1,-1,700,1004,-1,-1,-1,1,689
2285,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2286,-1,1,-1,701,1005,-1,-1,-1,1,690
2287,-1,1,-1,702,1006,-1,-1,-1,1,691
2288,-1,1,-1,702,1007,-1,-1,-1,1,691
2289,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2290,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2291,-1,1,-1,703,1008,-1,-1,-1,1,692
2292,-1,1,-1,704,1009,-1,-1,-1,1,693
2293,-1,1,-1,705,1010,-1,-1,-1,1,694
2294,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2295,-1,1,-1,706,1011,-1,-1,-1,1,695
2296,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2297,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2298,-1,1,-1,-1,1012,-1,-1,-1,1,-1
2299,-1,1,-1,707,1013,-1,-1,-1,1,696
2300,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2301,-1,1,-1,708,1014,-1,-1,-1,1,697
2302,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2303,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2304,-1,1,-1,709,-1,-1,-1,-1,1,698
2305,-1,1,-1,710,1014,-1,-1,-1,1,699
2306,-1,1,-1,-1,1014,-1,-1,-1,1,-1
2307,-1,1,-1,-1,-1,156,-1,-1,1,-1
2308,-1,1,-1,711,1014,-1,-1,-1,1,700
2309,-1,1,-1,712,-1,-1,-1,-1,1,701
2310,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2311,-1,1,-1,-1,1015,-1,-1,-1,1,-1
2312,-1,1,-1,-1,1016,-1,-1,-1,1,-1
2313,-1,1,-1,713,1017,-1,-1,-1,1,702
2314,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2315,-1,1,-1,714,1018,157,-1,-1,1,703
2316,-1,1,-1,715,-1,-1,-1,-1,1,704
2317,-1,1,-1,716,1019,-1,-1,-1,1,705
2318,-1,1,-1,717,1020,158,-1,-1,1,706
2319,-1,1,-1,-1,1020,-1,-1,-1,1,-1
2320,-1,1,-1,718,1020,-1,-1,-1,1,707
2321,-1,1,-1,-1,1020,-1,-1,-1,1,-1
2322,-1,1,-1,719,1021,-1,-1,-1,1,708
2323,-1,1,-1,720,1022,-1,-1,-1,1,709
2324,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2325,-1,1,-1,-1,1023,-1,-1,-1,1,-1
2326,-1,1,-1,721,1024,-1,-1,-1,1,710
2327,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2328,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2329,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2330,-1,1,-1,-1,1025,-1,-1,-1,1,-1
2331,-1,1,-1,722,1025,-1,-1,-1,1,711
2332,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2333,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2334,-1,1,-1,-1,1026,-1,-1,-1,1,-1
2335,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2336,-1,1,-1,723,1026,-1,-1,-1,1,712
2337,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2338,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2339,-1,1,-1,-1,-1,159,-1,-1,1,-1
2340,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2341,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2342,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2343,-1,1,-1,724,1027,-1,-1,-1,1,713
2344,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2345,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2346,-1,1,-1,-1,1028,-1,-1,-1,1,-1
2347,-1,1,-1,725,1029,-1,-1,-1,1,714
2348,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2349,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2350,-1,1,-1,726,1030,-1,-1,-1,1,715
2351,-1,1,-1,-1,1030,-1,-1,-1,1,-1
2352,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2353,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2354,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2355,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2356,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2357,-1,1,-1,-1,1031,-1,-1,-1,1,-1
2358,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2359,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2360,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2361,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2362,-1,1,-1,726,1032,-1,-1,-1,1,715
2363,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2364,-1,1,-1,727,1033,-1,-1,-1,1,716
2365,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2366,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2367,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2368,-1,1,-1,728,1034,-1,-1,-1,1,717
2369,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2370,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2371,-1,1,-1,729,1035,-1,-1,-1,1,718
2372,-1,1,-1,730,1036,-1,-1,-1,1,719
2373,-1,1,-1,731,1037,-1,-1,-1,1,720
2374,-1,1,-1,732,1038,-1,-1,-1,1,721
2375,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2376,-1,1,-1,-1,1039,-1,-1,-1,1,-1
2377,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2378,-1,1,-1,733,1040,-1,-1,-1,1,722
2379,-1,1,-1,734,1041,-1,-1,-1,1,723
2380,-1,1,-1,-1,-1,160,-1,-1,1,-1
2381,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2382,-1,1,-1,735,1042,161,-1,-1,1,724
2383,-1,1,-1,-1,1043,-1,-1,-1,1,-1
2384,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2385,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2386,-1,1,-1,736,1044,-1,-1,-1,1,725
2387,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2388,-1,1,-1,736,1045,162,-1,-1,1,725
2389,-1,1,-1,736,1046,-1,-1,-1,1,725
2390,-1,1,-1,-1,1047,-1,-1,-1,1,-1
2391,-1,1,-1,737,1048,163,-1,-1,1,726
2392,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2393,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2394,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2395,-1,1,-1,738,1049,-1,-1,-1,1,727
2396,-1,1,-1,739,1049,-1,-1,-1,1,728
2397,-1,1,-1,-1,1050,-1,-1,-1,1,-1
2398,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2399,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2400,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2401,-1,1,-1,739,1051,-1,-1,-1,1,728
2402,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2403,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2404,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2405,-1,1,-1,-1,-1,164,-1,-1,1,-1
2406,-1,1,-1,740,1052,-1,-1,-1,1,729
2407,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2408,-1,1,-1,-1,1053,-1,-1,-1,1,-1
2409,-1,1,-1,741,1054,-1,-1,-1,1,730
2410,-1,1,-1,742,1055,-1,-1,-1,1,731
2411,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2412,-1,1,-1,743,1056,-1,-1,-1,1,732
2413,-1,1,-1,744,1057,-1,-1,-1,1,733
2414,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2415,-1,1,-1,744,1058,-1,-1,-1,1,733
2416,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2417,-1,1,-1,744,1059,-1,-1,-1,1,733
2418,-1,1,-1,-1,1060,-1,-1,-1,1,-1
2419,-1,1,-1,-1,-1,165,-1,-1,1,-1
2420,-1,1,-1,745,1061,166,-1,-1,1,734
2421,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2422,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2423,-1,1,-1,746,1061,-1,-1,-1,1,735
2424,-1,1,-1,746,1062,-1,-1,-1,1,735
2425,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2426,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2427,-1,1,-1,-1,1063,-1,-1,-1,1,-1
2428,-1,1,-1,747,1064,-1,-1,-1,1,736
2429,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2430,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2431,-1,1,-1,748,1065,-1,-1,-1,1,737
2432,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2433,-1,1,-1,749,1065,-1,-1,-1,1,738
2434,-1,1,-1,749,1066,-1,-1,-1,1,738
2435,-1,1,-1,749,1067,-1,-1,-1,1,738
2436,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2437,-1,1,-1,749,1068,-1,-1,-1,1,738
2438,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2439,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2440,-1,1,-1,749,1069,-1,-1,-1,1,738
2441,-1,1,-1,-1,1070,-1,-1,-1,1,-1
2442,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2443,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2444,-1,1,-1,750,1071,-1,-1,-1,1,739
2445,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2446,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2447,-1,1,-1,751,1072,-1,-1,-1,1,740
2448,-1,1,-1,751,1073,-1,-1,-1,1,740
2449,-1,1,-1,751,1074,-1,-1,-1,1,740
2450,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2451,-1,1,-1,-1,1075,-1,-1,-1,1,-1
2452,-1,1,-1,-1,-1,167,-1,-1,1,-1
2453,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2454,-1,1,-1,751,1076,-1,-1,-1,1,740
2455,-1,1,-1,751,1077,-1,-1,-1,1,740
2456,-1,1,-1,752,1078,-1,-1,-1,1,741
2457,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2458,-1,1,-1,753,1079,-1,-1,-1,1,742
2459,-1,1,-1,754,1080,-1,-1,-1,1,743
2460,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2461,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2462,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2463,-1,1,-1,755,1081,-1,-1,-1,1,744
2464,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2465,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2466,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2467,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2468,-1,1,-1,756,1082,-1,-1,-1,1,745
2469,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2470,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2471,-1,1,-1,-1,1083,-1,-1,-1,1,-1
2472,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2473,-1,1,-1,757,-1,-1,-1,-1,1,746
2474,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2475,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2476,-1,1,-1,757,1084,-1,-1,-1,1,746
2477,-1,1,-1,757,1084,-1,-1,-1,1,746
2478,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2479,-1,1,-1,758,1084,-1,-1,-1,1,747
2480,-1,1,-1,759,1085,-1,-1,-1,1,748
2481,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2482,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2483,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2484,-1,1,-1,759,1086,-1,-1,-1,1,748
2485,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2486,-1,1,-1,-1,1087,-1,-1,-1,1,-1
2487,-1,1,-1,-1,1088,-1,-1,-1,1,-1
2488,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2489,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2490,-1,1,-1,-1,1089,-1,-1,-1,1,-1
2491,-1,1,-1,760,1090,-1,-1,-1,1,749
2492,-1,1,-1,761,-1,-1,-1,-1,1,750
2493,-1,1,-1,761,1091,-1,-1,-1,1,750
2494,-1,1,-1,761,1092,168,-1,-1,1,750
2495,-1,1,-1,761,1093,-1,-1,-1,1,750
2496,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2497,-1,1,-1,762,1094,-1,-1,-1,1,751
2498,-1,1,-1,763,-1,-1,-1,-1,1,752
2499,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2500,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2501,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2502,-1,1,-1,763,1095,-1,-1,-1,1,752
2503,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2504,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2505,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2506,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2507,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2508,-1,1,-1,764,1096,-1,-1,-1,1,753
2509,-1,1,-1,765,1097,-1,-1,-1,1,754
2510,-1,1,-1,766,1098,-1,-1,-1,1,755
2511,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2512,-1,1,-1,767,1099,-1,-1,-1,1,756
2513,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2514,-1,1,-1,768,1100,-1,-1,-1,1,757
2515,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2516,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2517,-1,1,-1,769,1101,-1,-1,-1,1,758
2518,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2519,-1,1,-1,769,1102,-1,-1,-1,1,758
2520,-1,1,-1,770,1103,-1,-1,-1,1,759
2521,-1,1,-1,771,1104,-1,-1,-1,1,760
2522,-1,1,-1,772,1105,-1,-1,-1,1,761
2523,-1,1,-1,-1,1106,-1,-1,-1,1,-1
2524,-1,1,-1,773,-1,-1,-1,-1,1,762
2525,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2526,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2527,-1,1,-1,774,1107,-1,-1,-1,1,763
2528,-1,1,-1,775,1108,-1,-1,-1,1,764
2529,-1,1,-1,-1,1109,-1,-1,-1,1,-1
2530,-1,1,-1,776,1110,-1,-1,-1,1,765
2531,-1,1,-1,-1,1111,-1,-1,-1,1,-1
2532,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2533,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2534,-1,1,-1,776,1112,-1,-1,-1,1,765
2535,-1,1,-1,776,1113,169,-1,-1,1,765
2536,-1,1,-1,-1,1114,-1,-1,-1,1,-1
2537,-1,1,-1,776,-1,-1,-1,-1,1,765
2538,-1,1,-1,777,1115,-1,-1,-1,1,766
2539,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2540,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2541,-1,1,-1,-1,1116,-1,-1,-1,1,-1
2542,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2543,-1,1,-1,778,1117,170,-1,-1,1,767
2544,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2545,-1,1,-1,778,1118,-1,-1,-1,1,767
2546,-1,1,-1,779,-1,-1,-1,-1,1,768
2547,-1,1,-1,780,1119,-1,-1,-1,1,769
2548,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2549,-1,1,-1,781,1120,-1,-1,-1,1,770
2550,-1,1,-1,-1,-1,171,-1,-1,1,-1
2551,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2552,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2553,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2554,-1,1,-1,-1,1121,-1,-1,-1,1,-1
2555,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2556,-1,1,-1,-1,-1,172,-1,-1,1,-1
2557,-1,1,-1,782,1122,-1,-1,-1,1,771
2558,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2559,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2560,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2561,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2562,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2563,-1,1,-1,-1,-1,173,-1,-1,1,-1
2564,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2565,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2566,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2567,-1,1,-1,783,1123,-1,-1,-1,1,772
2568,-1,1,-1,784,1124,-1,-1,-1,1,773
2569,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2570,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2571,-1,1,-1,785,1125,-1,-1,-1,1,774
2572,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2573,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2574,-1,1,-1,785,1126,-1,-1,-1,1,774
2575,-1,1,-1,-1,1127,-1,-1,-1,1,-1
2576,-1,1,-1,786,1128,-1,-1,-1,1,775
2577,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2578,-1,1,-1,786,1129,-1,-1,-1,1,775
2579,-1,1,-1,787,-1,-1,-1,-1,1,776
2580,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2581,-1,1,-1,787,1130,-1,-1,-1,1,776
2582,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2583,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2584,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2585,-1,1,-1,787,1131,-1,-1,-1,1,776
2586,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2587,-1,1,-1,-1,-1,174,-1,-1,1,-1
2588,-1,1,-1,788,1132,-1,-1,-1,1,777
2589,-1,1,-1,789,-1,-1,-1,-1,1,778
2590,-1,1,-1,789,1133,175,-1,-1,1,778
2591,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2592,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2593,-1,1,-1,-1,1134,-1,-1,-1,1,-1
2594,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2595,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2596,-1,1,-1,789,1134,-1,-1,-1,1,778
2597,-1,1,-1,789,1135,-1,-1,-1,1,778
2598,-1,1,-1,790,1136,-1,-1,-1,1,779
2599,-1,1,-1,791,1137,-1,-1,-1,1,780
2600,-1,1,-1,792,1138,-1,-1,-1,1,781
2601,-1,1,-1,-1,1139,-1,-1,-1,1,-1
2602,-1,1,-1,793,1140,176,-1,-1,1,782
2603,-1,1,-1,794,1141,-1,-1,-1,1,783
2604,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2605,-1,1,-1,795,-1,-1,-1,-1,1,784
2606,-1,1,-1,796,1142,-1,-1,-1,1,785
2607,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2608,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2609,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2610,-1,1,-1,797,1143,-1,-1,-1,1,786
2611,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2612,-1,1,-1,797,1144,-1,-1,-1,1,786
2613,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2614,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2615,-1,1,-1,797,1145,-1,-1,-1,1,786
2616,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2617,-1,1,-1,798,1146,-1,-1,-1,1,787
2618,-1,1,15,799,1147,-1,-1,-1,1,788
2619,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2620,-1,1,-1,800,1148,-1,-1,-1,1,789
2621,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2622,-1,1,-1,801,1149,-1,-1,-1,1,790
2623,-1,1,-1,802,1150,-1,-1,-1,1,791
2624,-1,1,-1,-1,1151,-1,-1,-1,1,-1
2625,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2626,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2627,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2628,-1,1,-1,803,1152,-1,-1,-1,1,792
2629,-1,1,-1,804,1153,-1,-1,-1,1,793
2630,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2631,-1,1,-1,-1,-1,-1,-1,-1,1,-1
2632,-1,1,-1,-1,-1,-1,-1,-1,1,-1
