recipeinstructions,author,recipeingredient,recipeyield,recipecategory,totaltime,aggregaterating
0,-1,-1,464,389,459,-1
0,-1,-1,465,390,459,-1
0,-1,-1,465,391,460,-1
0,-1,-1,466,392,461,-1
0,-1,-1,467,392,462,-1
0,-1,-1,468,392,462,-1
0,-1,-1,468,392,462,-1
0,-1,-1,469,393,463,-1
0,-1,-1,470,394,464,-1
0,-1,-1,471,395,465,-1
0,-1,-1,472,396,466,-1
0,-1,-1,473,397,467,-1
0,-1,-1,474,398,468,-1
0,-1,-1,475,399,469,-1
0,-1,-1,476,400,470,-1
0,-1,-1,476,401,471,-1
0,-1,-1,477,402,472,-1
0,-1,-1,478,403,473,-1
0,-1,-1,479,404,474,-1
0,-1,-1,480,405,474,-1
0,-1,-1,480,406,474,-1
0,-1,-1,481,406,475,-1
0,-1,-1,482,-1,476,-1
0,-1,-1,483,406,476,-1
0,-1,-1,484,-1,477,-1
0,-1,-1,485,407,477,-1
0,-1,-1,486,408,478,-1
0,-1,-1,487,408,479,-1
0,-1,-1,488,408,480,-1
0,-1,-1,489,409,481,-1
0,-1,-1,490,410,482,-1
0,-1,-1,491,411,483,-1
0,-1,-1,492,412,484,-1
0,-1,-1,493,412,485,-1
0,-1,-1,493,413,486,-1
0,-1,-1,494,414,487,-1
0,-1,-1,495,414,488,-1
0,-1,-1,496,415,489,-1
0,-1,-1,497,-1,490,-1
0,-1,-1,498,415,491,-1
0,-1,-1,499,-1,491,-1
0,-1,5,500,-1,492,-1
0,-1,-1,501,416,493,-1
0,-1,-1,501,-1,494,-1
0,-1,-1,502,417,495,-1
0,-1,-1,503,418,495,-1
0,-1,-1,504,418,496,-1
0,-1,-1,505,419,497,-1
0,-1,-1,506,420,498,-1
0,-1,-1,506,421,499,-1
0,-1,-1,507,-1,500,-1
0,-1,-1,508,422,501,-1
0,-1,-1,509,423,502,-1
0,-1,-1,509,424,503,-1
0,-1,-1,510,425,504,-1
0,-1,-1,510,426,505,-1
0,-1,-1,511,426,506,-1
0,-1,-1,512,426,507,-1
0,-1,-1,513,427,508,-1
0,-1,-1,514,428,509,-1
0,-1,-1,514,428,509,-1
0,-1,-1,514,428,510,-1
0,-1,-1,515,-1,510,-1
0,-1,-1,516,429,510,-1
0,-1,-1,517,430,511,-1
0,-1,-1,518,431,512,-1
0,-1,-1,519,432,513,-1
0,-1,-1,520,433,514,-1
0,-1,-1,521,434,515,-1
0,-1,-1,522,-1,516,-1
0,-1,-1,523,435,517,-1
0,-1,-1,524,436,518,-1
0,-1,-1,525,437,519,-1
0,-1,-1,525,438,519,-1
0,-1,-1,526,439,520,-1
0,-1,-1,527,440,521,-1
0,-1,-1,528,441,522,-1
0,-1,-1,529,442,523,-1
0,-1,-1,530,443,524,-1
0,-1,-1,531,444,525,-1
0,-1,-1,532,445,526,-1
0,-1,-1,532,446,526,-1
0,-1,-1,533,447,527,-1
0,-1,-1,533,448,528,-1
0,-1,-1,534,449,529,-1
0,-1,-1,535,450,530,-1
0,-1,-1,536,450,531,-1
0,-1,-1,537,451,532,-1
0,-1,-1,538,452,533,-1
0,-1,-1,539,453,534,-1
0,-1,-1,540,453,535,-1
0,-1,-1,540,454,536,-1
0,-1,-1,541,455,537,-1
0,-1,-1,542,456,538,-1
0,-1,-1,543,457,539,-1
0,-1,-1,544,457,539,-1
0,-1,-1,545,458,540,-1
0,-1,-1,546,459,541,-1
0,-1,-1,547,459,542,-1
0,-1,-1,548,460,543,-1
0,-1,-1,549,461,544,-1
0,-1,-1,550,462,545,-1
0,-1,-1,551,463,545,-1
0,-1,-1,551,464,546,-1
0,-1,-1,551,464,547,-1
0,-1,-1,552,465,547,-1
0,-1,-1,553,466,548,-1
0,-1,-1,554,467,548,-1
0,-1,-1,555,468,549,-1
0,-1,-1,556,469,550,-1
0,-1,-1,557,470,551,-1
0,-1,-1,558,470,552,-1
0,-1,-1,559,471,552,-1
0,-1,-1,560,-1,553,-1
0,-1,-1,561,472,554,-1
