author,datepublished,recipeyield,preptime,cooktime,recipecategory,totaltime,datemodified,publisher,isaccessibleforfree
0,0,1,-1,-1,1,-1,1,0,0
0,1,1,1,1,2,1,2,0,0
0,2,2,2,2,2,2,3,0,0
0,3,-1,-1,-1,3,-1,-1,0,0
0,4,-1,2,-1,4,3,-1,0,0
0,5,-1,-1,-1,5,-1,-1,0,0
0,6,-1,3,3,6,4,4,0,0
0,7,3,4,-1,7,5,-1,0,0
0,8,4,4,3,8,6,-1,0,0
0,9,5,5,4,9,7,5,0,0
0,10,6,6,-1,10,8,6,0,0
0,11,7,7,-1,11,9,-1,0,0
0,12,-1,-1,-1,12,-1,7,0,0
0,13,8,8,5,13,10,-1,0,0
0,14,9,9,6,13,11,8,0,0
0,15,10,10,-1,14,12,-1,0,0
0,16,11,11,-1,15,13,-1,0,0
0,17,12,11,7,16,14,-1,0,0
0,18,13,12,-1,16,15,9,0,0
0,19,-1,-1,-1,17,-1,-1,0,0
0,20,14,13,8,17,16,-1,0,0
0,21,14,13,-1,18,17,10,0,0
0,22,14,14,9,19,18,-1,0,0
0,23,15,15,10,19,19,-1,0,0
0,24,-1,-1,-1,20,-1,-1,0,0
0,25,16,16,-1,21,20,11,0,0
0,26,17,-1,-1,22,-1,-1,0,0
0,27,17,17,11,23,21,12,0,0
0,28,18,18,12,24,22,13,0,0
0,29,19,19,13,24,23,-1,0,0
0,30,20,20,14,24,24,14,0,0
0,31,20,21,15,25,25,15,0,0
0,32,21,22,16,26,26,-1,0,0
0,33,22,23,-1,27,27,-1,0,0
0,34,23,24,17,27,28,-1,0,0
0,35,24,25,-1,28,29,16,0,0
0,36,-1,26,-1,28,30,-1,0,0
0,37,24,27,18,29,31,17,0,0
0,38,25,28,19,30,32,18,0,0
0,39,-1,-1,-1,31,-1,-1,0,0
0,40,26,29,20,32,33,-1,0,0
0,41,27,30,21,33,34,-1,0,0
0,42,28,31,22,34,35,19,0,0
0,43,29,32,23,35,36,20,0,0
0,44,29,33,-1,36,37,21,0,0
0,45,29,34,24,36,38,-1,0,0
0,46,30,-1,-1,37,-1,-1,0,0
0,47,30,35,25,38,39,22,0,0
0,48,30,36,26,38,40,-1,0,0
0,49,-1,-1,-1,39,-1,-1,0,0
0,50,31,37,27,40,41,-1,0,0
0,51,32,-1,-1,41,-1,-1,0,0
0,52,33,38,28,42,42,-1,0,0
0,53,34,39,29,43,43,23,0,0
0,54,35,40,-1,44,44,-1,0,0
0,55,35,41,30,44,45,-1,0,0
0,56,-1,41,31,44,46,-1,0,0
0,57,36,42,32,44,47,-1,0,0
0,58,36,43,33,44,48,-1,0,0
0,59,37,44,34,45,49,24,0,0
0,60,38,45,-1,46,50,25,0,0
0,61,38,46,35,47,51,26,0,0
0,62,39,-1,-1,48,-1,-1,0,0
0,63,40,47,36,49,52,27,0,0
0,64,41,48,37,50,53,28,0,0
0,65,41,49,38,50,53,29,0,0
0,66,-1,50,39,50,54,30,0,0
0,67,41,51,40,51,55,31,0,0
0,68,-1,52,41,52,56,-1,0,0
0,69,42,53,42,53,57,32,0,0
0,70,43,54,43,54,58,33,0,0
0,71,44,55,-1,55,59,34,0,0
0,72,45,-1,44,55,60,35,0,0
0,73,45,56,-1,56,61,36,0,0
0,74,45,57,45,57,62,37,0,0
0,75,45,58,46,58,63,38,0,0
0,76,45,59,-1,58,64,39,0,0
0,77,46,60,47,58,65,40,0,0
0,78,46,61,47,58,66,41,0,0
0,79,-1,-1,-1,59,-1,42,0,0
0,80,-1,-1,-1,59,-1,-1,0,0
0,81,46,62,48,60,66,-1,0,0
0,82,47,62,49,61,67,-1,0,0
0,83,48,63,50,62,68,43,0,0
0,84,49,64,-1,63,69,44,0,0
0,85,50,65,51,64,70,-1,0,0
0,86,51,66,52,65,71,-1,0,0
0,87,52,67,53,66,72,-1,0,0
0,88,53,68,54,67,73,45,0,0
0,89,53,-1,-1,68,-1,46,0,0
0,90,54,69,55,69,74,-1,0,0
0,91,55,70,56,70,75,47,0,0
0,92,55,-1,-1,70,-1,48,0,0
0,93,56,71,57,71,76,49,0,0
0,94,56,71,58,72,77,50,0,0
0,95,-1,72,59,73,78,-1,0,0
0,96,56,73,60,73,79,-1,0,0
0,97,56,74,61,73,80,51,0,0
0,98,57,74,62,74,81,52,0,0
0,99,58,75,-1,75,82,-1,0,0
0,100,59,-1,63,76,83,53,0,0
0,101,60,76,64,77,84,54,0,0
0,102,61,77,-1,78,85,55,0,0
0,103,61,78,64,78,86,-1,0,0
0,104,61,79,-1,79,87,-1,0,0
0,105,62,80,65,79,88,56,0,0
0,106,62,81,66,79,89,-1,0,0
0,107,62,82,-1,79,90,-1,0,0
0,108,63,82,-1,79,90,57,0,0
0,109,64,83,67,80,91,58,0,0
0,110,65,83,68,80,92,59,0,0
0,111,65,84,69,80,93,-1,0,0
0,112,65,84,70,80,94,-1,0,0
0,113,66,85,-1,80,95,-1,0,0
0,114,67,-1,-1,81,96,60,0,0
0,115,68,86,-1,82,97,61,0,0
0,116,-1,-1,-1,83,-1,-1,0,0
0,117,69,87,71,84,98,62,0,0
0,118,70,88,-1,85,99,63,0,0
0,119,71,89,72,86,100,64,0,0
0,120,71,90,73,87,101,65,0,0
0,121,71,91,74,88,102,66,0,0
0,122,-1,-1,-1,88,-1,-1,0,0
0,123,72,92,-1,89,103,67,0,0
0,124,73,93,75,89,104,-1,0,0
0,125,74,94,75,90,105,68,0,0
0,126,75,95,76,90,106,69,0,0
0,127,76,96,-1,90,107,-1,0,0
0,128,77,96,76,91,108,-1,0,0
0,129,-1,-1,77,92,109,-1,0,0
0,130,78,97,78,93,110,70,0,0
0,131,78,98,79,94,110,-1,0,0
0,132,79,-1,-1,-1,-1,71,0,0
0,133,80,99,80,95,111,72,0,0
0,134,81,100,81,95,112,73,0,0
0,135,-1,-1,-1,96,-1,-1,0,0
0,136,82,101,82,97,113,74,0,0
0,137,82,102,83,98,114,75,0,0
0,138,82,103,84,99,115,76,0,0
0,139,83,104,85,100,116,77,0,0
0,140,84,105,-1,101,117,78,0,0
0,141,84,106,-1,102,118,-1,0,0
0,142,84,107,86,103,119,79,0,0
0,143,85,108,87,104,120,-1,0,0
0,144,86,109,-1,104,121,80,0,0
0,145,86,110,88,105,122,81,0,0
0,146,86,111,89,106,123,-1,0,0
0,147,87,112,90,106,124,82,0,0
0,148,88,113,-1,106,125,-1,0,0
0,149,89,114,91,107,126,83,0,0
0,150,89,115,-1,108,127,84,0,0
0,151,90,116,92,109,128,85,0,0
0,152,91,117,93,109,129,86,0,0
0,153,91,118,94,109,130,-1,0,0
0,154,92,119,-1,109,131,87,0,0
0,155,93,-1,-1,109,-1,88,0,0
0,156,94,120,95,110,132,89,0,0
0,157,95,121,-1,111,133,90,0,0
0,158,96,122,96,112,134,-1,0,0
0,159,97,123,96,113,135,91,0,0
0,160,-1,-1,-1,114,-1,-1,0,0
0,161,98,-1,-1,115,-1,92,0,0
0,162,-1,-1,-1,116,-1,-1,0,0
0,163,99,124,97,117,136,93,0,0
0,164,100,125,98,118,137,-1,0,0
0,165,100,126,99,118,138,-1,0,0
0,166,100,-1,-1,119,-1,-1,0,0
0,167,100,127,100,120,139,94,0,0
0,168,101,-1,101,120,140,95,0,0
0,169,102,127,102,121,141,-1,0,0
0,170,103,128,-1,122,142,-1,0,0
0,171,103,129,103,123,143,-1,0,0
0,172,104,130,104,123,144,-1,0,0
0,173,-1,131,105,123,145,-1,0,0
0,174,-1,-1,-1,123,-1,-1,0,0
0,175,105,132,-1,124,146,-1,0,0
0,176,-1,-1,-1,125,-1,96,0,0
0,177,106,133,-1,126,147,-1,0,0
0,178,107,134,-1,127,148,97,0,0
0,179,-1,-1,-1,128,-1,-1,0,0
0,180,108,135,106,128,149,-1,0,0
0,181,109,136,107,128,150,-1,0,0
0,182,109,137,108,129,151,98,0,0
0,183,109,138,109,130,152,99,0,0
0,184,110,139,110,131,153,100,0,0
0,185,111,140,111,131,154,101,0,0
0,186,112,140,-1,132,155,102,0,0
0,187,113,141,112,133,156,103,0,0
0,188,114,142,-1,134,157,104,0,0
0,189,115,-1,-1,135,-1,-1,0,0
0,190,116,142,-1,136,157,105,0,0
0,191,117,142,-1,137,158,106,0,0
0,192,118,142,113,138,159,-1,0,0
0,193,118,143,114,139,160,107,0,0
0,194,119,144,115,140,161,108,0,0
0,195,119,145,116,141,162,109,0,0
0,196,119,146,117,142,163,110,0,0
0,197,119,147,118,142,164,-1,0,0
0,198,-1,-1,-1,142,-1,-1,0,0
0,199,119,148,119,143,165,111,0,0
0,200,120,-1,-1,144,-1,-1,0,0
0,201,-1,-1,-1,145,-1,-1,0,0
0,202,120,149,120,146,166,112,0,0
0,203,120,149,121,147,167,113,0,0
0,204,121,150,122,148,168,114,0,0
0,205,-1,-1,-1,149,-1,-1,0,0
0,206,122,150,123,150,169,115,0,0
0,207,123,151,124,151,170,116,0,0
0,208,124,152,-1,152,171,117,0,0
0,209,125,153,125,153,172,-1,0,0
0,210,126,153,-1,153,173,118,0,0
0,211,127,-1,-1,154,-1,-1,0,0
0,212,127,154,-1,155,174,119,0,0
0,213,128,155,126,156,175,120,0,0
0,214,128,156,126,157,176,121,0,0
0,215,129,157,127,158,177,122,0,0
0,216,130,158,-1,159,178,-1,0,0
0,217,-1,-1,-1,159,-1,-1,0,0
0,218,131,159,128,160,179,123,0,0
0,219,132,159,129,161,180,124,0,0
0,220,132,160,130,162,181,125,0,0
0,221,133,161,131,162,182,126,0,0
0,222,134,-1,-1,162,-1,-1,0,0
0,223,135,162,-1,163,183,127,0,0
0,224,136,163,132,164,184,128,0,0
0,225,136,164,133,164,185,129,0,0
0,226,136,-1,-1,165,-1,-1,0,0
0,227,137,164,134,166,186,130,0,0
0,228,138,164,-1,167,187,-1,0,0
0,229,-1,-1,-1,168,-1,-1,0,0
0,230,139,165,135,169,187,131,0,0
0,231,-1,-1,-1,169,-1,-1,0,0
0,232,140,166,136,170,188,132,0,0
0,233,141,167,137,170,189,-1,0,0
0,234,142,168,138,170,190,-1,0,0
0,235,142,169,139,171,191,133,0,0
0,236,143,170,-1,172,192,-1,0,0
0,237,-1,-1,-1,173,-1,-1,0,0
0,238,144,170,140,173,193,-1,0,0
0,239,145,171,141,173,194,-1,0,0
0,240,-1,172,142,173,195,134,0,0
0,241,-1,-1,-1,173,-1,135,0,0
0,242,-1,-1,-1,174,-1,-1,0,0
0,243,-1,-1,-1,175,-1,-1,0,0
0,244,-1,-1,-1,176,-1,-1,0,0
0,245,145,172,143,177,196,136,0,0
0,246,146,172,-1,178,197,137,0,0
0,247,147,172,-1,179,197,138,0,0
0,248,148,172,144,180,198,-1,0,0
0,249,149,173,145,180,199,-1,0,0
0,250,-1,-1,-1,180,-1,-1,0,0
0,251,149,174,146,180,200,139,0,0
0,252,149,175,147,180,201,140,0,0
0,253,149,176,-1,181,202,-1,0,0
0,254,149,176,148,182,203,141,0,0
0,255,150,177,149,182,204,-1,0,0
0,256,151,178,149,182,205,142,0,0
0,257,-1,-1,-1,182,-1,-1,0,0
0,258,152,178,150,183,206,143,0,0
0,259,152,179,151,183,207,144,0,0
0,260,153,180,152,183,208,145,0,0
0,261,153,181,-1,184,209,146,0,0
0,262,-1,-1,-1,185,-1,-1,0,0
0,263,154,182,153,186,210,147,0,0
0,264,154,182,154,187,211,148,0,0
0,265,154,183,155,188,212,149,0,0
0,266,154,184,-1,189,213,150,0,0
0,267,155,185,156,190,214,151,0,0
0,268,155,186,157,190,215,152,0,0
0,269,156,187,158,190,216,153,0,0
0,270,157,187,159,191,217,154,0,0
0,271,158,188,-1,192,218,155,0,0
0,272,159,189,-1,193,219,-1,0,0
0,273,160,189,-1,194,219,-1,0,0
0,274,161,190,160,195,220,156,0,0
0,275,161,191,161,195,221,157,0,0
0,276,162,192,162,196,222,158,0,0
0,277,163,193,163,196,223,159,0,0
0,278,164,194,164,197,224,160,0,0
0,279,-1,-1,-1,198,-1,-1,0,0
0,280,164,195,165,199,225,-1,0,0
0,281,164,196,166,200,226,161,0,0
0,282,-1,-1,-1,201,-1,162,0,0
0,283,165,197,167,201,227,163,0,0
0,284,165,198,168,202,228,164,0,0
0,285,166,199,-1,203,229,-1,0,0
0,286,167,199,169,204,230,165,0,0
0,287,168,-1,-1,205,-1,166,0,0
0,288,169,200,-1,206,231,167,0,0
0,289,170,201,170,206,232,-1,0,0
0,290,170,202,-1,206,233,168,0,0
0,291,171,203,-1,207,234,169,0,0
0,292,171,204,171,208,235,170,0,0
0,293,171,205,-1,209,236,171,0,0
0,294,-1,-1,-1,210,-1,-1,0,0
0,295,-1,-1,-1,211,-1,-1,0,0
0,296,171,206,172,212,237,172,0,0
0,297,171,207,-1,212,238,-1,0,0
0,298,-1,-1,-1,213,-1,-1,0,0
0,299,171,208,173,214,239,-1,0,0
0,300,172,208,174,214,240,173,0,0
0,301,-1,-1,-1,214,-1,-1,0,0
0,302,173,209,175,215,241,174,0,0
0,303,173,210,176,216,242,175,0,0
0,304,-1,-1,-1,216,-1,-1,0,0
0,305,174,211,177,217,243,-1,0,0
0,306,175,212,-1,218,244,-1,0,0
0,307,176,-1,-1,218,-1,-1,0,0
0,308,176,213,178,218,245,-1,0,0
0,309,177,214,-1,218,245,176,0,0
0,310,178,215,179,219,246,177,0,0
0,311,178,216,180,219,247,178,0,0
0,312,179,217,181,220,248,-1,0,0
0,313,180,218,182,221,249,-1,0,0
0,314,181,-1,-1,221,-1,179,0,0
0,315,182,219,-1,222,250,180,0,0
0,316,183,220,183,223,251,-1,0,0
0,317,-1,-1,-1,224,-1,181,0,0
0,318,183,221,184,225,252,182,0,0
0,319,-1,222,185,226,253,-1,0,0
0,320,184,223,-1,227,254,183,0,0
0,321,185,224,-1,228,255,-1,0,0
0,322,186,225,-1,228,256,184,0,0
0,323,187,226,185,229,257,-1,0,0
0,324,187,227,186,230,258,-1,0,0
0,325,187,228,187,231,259,-1,0,0
0,326,-1,-1,-1,-1,-1,-1,0,0
0,327,188,228,188,232,260,-1,0,0
0,328,188,229,189,233,261,185,0,0
0,329,188,230,190,234,262,186,0,0
0,330,-1,231,190,235,263,-1,0,0
0,331,-1,231,-1,236,264,-1,0,0
0,332,189,232,191,237,265,187,0,0
0,333,189,233,192,238,266,-1,0,0
0,334,190,234,-1,239,267,188,0,0
0,335,191,235,193,239,268,189,0,0
0,336,-1,-1,-1,240,-1,-1,0,0
0,337,192,236,194,241,269,190,0,0
0,338,192,-1,-1,242,-1,191,0,0
0,339,-1,236,195,243,270,-1,0,0
0,340,192,237,196,244,271,192,0,0
0,341,192,238,197,245,272,193,0,0
0,342,192,239,198,246,273,-1,0,0
0,343,192,239,199,247,274,194,0,0
0,344,192,239,200,248,275,195,0,0
0,345,193,240,-1,249,276,196,0,0
0,346,194,241,-1,249,277,197,0,0
0,347,195,242,-1,250,278,198,0,0
0,348,-1,-1,-1,251,-1,-1,0,0
0,349,196,243,-1,252,279,199,0,0
0,350,196,-1,-1,253,-1,200,0,0
0,351,197,244,201,254,280,201,0,0
0,352,198,245,202,254,281,202,0,0
0,353,199,246,203,254,282,-1,0,0
0,354,200,-1,-1,255,-1,-1,0,0
0,355,201,247,204,256,283,-1,0,0
0,356,202,248,205,256,284,-1,0,0
0,357,202,249,206,256,285,-1,0,0
0,358,203,250,207,257,286,-1,0,0
0,359,203,251,208,258,287,203,0,0
0,360,204,252,209,259,288,-1,0,0
0,361,204,253,210,260,289,204,0,0
0,362,204,254,-1,261,290,205,0,0
0,363,-1,-1,-1,262,-1,-1,0,0
0,364,204,255,-1,262,291,206,0,0
0,365,205,256,211,263,292,207,0,0
0,366,206,257,212,264,293,208,0,0
0,367,207,258,213,264,294,-1,0,0
0,368,208,259,214,265,295,209,0,0
0,369,209,260,214,266,296,210,0,0
0,370,-1,-1,-1,266,-1,-1,0,0
0,371,210,260,215,267,297,211,0,0
0,372,210,-1,-1,268,-1,-1,0,0
0,373,211,261,216,269,298,212,0,0
0,374,212,261,-1,270,299,-1,0,0
0,375,213,262,217,271,300,213,0,0
0,376,-1,-1,-1,272,-1,214,0,0
0,377,214,263,218,272,301,215,0,0
0,378,215,264,219,273,302,216,0,0
0,379,215,265,220,274,303,217,0,0
0,380,215,266,221,274,304,218,0,0
0,381,216,-1,222,275,305,-1,0,0
0,382,216,267,223,276,306,-1,0,0
0,383,217,-1,-1,276,-1,219,0,0
0,384,217,268,224,277,307,220,0,0
0,385,218,269,225,278,308,-1,0,0
0,386,219,270,225,279,309,-1,0,0
0,387,-1,-1,-1,280,-1,-1,0,0
0,388,220,271,226,281,310,221,0,0
0,389,221,272,227,281,311,222,0,0
0,390,222,273,228,282,312,223,0,0
0,391,223,274,229,283,313,224,0,0
0,392,223,275,-1,283,314,225,0,0
0,393,224,276,-1,284,315,226,0,0
0,394,224,277,230,284,316,227,0,0
0,395,225,278,231,284,317,-1,0,0
0,396,226,279,-1,285,318,-1,0,0
0,397,-1,-1,-1,286,-1,-1,0,0
0,398,227,280,-1,287,319,228,0,0
0,399,228,-1,232,288,320,229,0,0
0,400,-1,-1,-1,289,-1,-1,0,0
0,401,229,-1,233,289,321,-1,0,0
0,402,-1,-1,-1,289,-1,-1,0,0
0,403,-1,-1,-1,289,-1,230,0,0
0,404,229,281,-1,290,322,231,0,0
0,405,-1,-1,-1,290,-1,-1,0,0
0,406,230,282,234,291,323,232,0,0
0,407,231,283,-1,292,324,233,0,0
0,408,231,284,235,293,325,-1,0,0
0,409,232,285,236,294,326,234,0,0
0,410,233,286,237,295,327,235,0,0
0,411,234,-1,-1,296,-1,-1,0,0
0,412,235,287,238,297,328,-1,0,0
0,413,236,287,-1,298,329,236,0,0
0,414,237,288,-1,299,330,237,0,0
0,415,237,288,239,300,331,238,0,0
0,416,238,289,240,301,332,239,0,0
0,417,238,290,241,302,333,-1,0,0
0,418,-1,-1,-1,303,-1,240,0,0
0,419,-1,-1,-1,304,-1,241,0,0
0,420,239,291,242,305,334,242,0,0
0,421,-1,-1,-1,305,-1,-1,0,0
0,422,240,292,-1,305,335,-1,0,0
0,423,240,293,243,305,335,243,0,0
0,424,240,294,244,306,336,244,0,0
0,425,241,295,245,306,337,245,0,0
0,426,242,296,246,307,338,246,0,0
0,427,242,297,247,307,339,247,0,0
0,428,243,298,248,308,340,-1,0,0
0,429,244,298,249,308,341,248,0,0
0,430,245,299,250,309,342,249,0,0
0,431,246,300,251,310,343,250,0,0
0,432,246,301,252,311,344,251,0,0
0,433,247,302,253,312,345,252,0,0
0,434,248,303,254,313,346,253,0,0
0,435,249,304,-1,313,347,-1,0,0
0,436,250,304,254,313,348,254,0,0
0,437,251,305,255,314,349,-1,0,0
0,438,252,306,256,315,350,255,0,0
0,439,252,307,257,316,351,256,0,0
0,440,252,308,257,317,352,-1,0,0
0,441,253,-1,-1,318,-1,-1,0,0
0,442,253,309,-1,319,353,257,0,0
0,443,254,310,258,320,354,258,0,0
0,444,254,311,259,321,355,-1,0,0
0,445,-1,-1,-1,322,-1,-1,0,0
0,446,255,312,-1,323,356,-1,0,0
0,447,256,313,-1,324,357,259,0,0
0,448,-1,-1,-1,325,-1,260,0,0
0,449,257,314,260,326,358,-1,0,0
0,450,258,315,261,326,359,261,0,0
0,451,-1,-1,-1,327,-1,-1,0,0
0,452,258,316,262,328,360,-1,0,0
0,453,258,317,263,329,361,262,0,0
0,454,259,318,-1,329,362,-1,0,0
0,455,260,319,264,330,363,-1,0,0
0,456,261,320,265,330,364,263,0,0
0,457,-1,-1,-1,330,-1,-1,0,0
0,458,262,321,-1,331,365,-1,0,0
0,459,262,321,-1,332,365,264,0,0
0,460,263,322,266,332,366,265,0,0
0,461,263,322,267,333,367,266,0,0
0,462,-1,323,-1,333,368,-1,0,0
0,463,263,324,268,334,369,267,0,0
0,464,263,325,269,335,370,268,0,0
0,465,264,326,270,335,371,269,0,0
0,466,264,327,271,335,372,-1,0,0
0,467,-1,-1,-1,336,-1,270,0,0
0,468,-1,-1,-1,337,-1,-1,0,0
0,469,-1,-1,-1,338,-1,-1,0,0
0,470,264,328,272,339,372,271,0,0
0,471,-1,-1,-1,340,-1,-1,0,0
0,472,264,329,273,341,373,-1,0,0
0,473,265,-1,-1,341,-1,272,0,0
0,474,-1,-1,-1,341,-1,-1,0,0
0,475,265,-1,-1,342,-1,273,0,0
0,476,-1,330,274,343,374,-1,0,0
0,477,266,331,-1,344,375,274,0,0
0,478,267,332,275,345,376,-1,0,0
0,479,-1,-1,-1,346,-1,-1,0,0
0,480,268,333,276,347,377,275,0,0
0,481,269,334,277,347,378,276,0,0
0,482,270,335,278,348,379,277,0,0
0,483,270,336,279,349,380,278,0,0
0,484,270,337,280,350,381,279,0,0
0,485,271,338,281,350,382,-1,0,0
0,486,271,338,282,351,383,-1,0,0
0,487,272,339,283,352,384,280,0,0
0,488,272,340,284,353,385,281,0,0
0,489,273,341,285,354,386,-1,0,0
0,490,274,342,286,355,387,-1,0,0
0,491,275,343,287,355,388,282,0,0
0,492,276,344,287,356,389,-1,0,0
0,493,277,345,288,357,390,283,0,0
0,494,278,-1,-1,358,-1,-1,0,0
0,495,279,346,-1,359,391,-1,0,0
0,496,279,347,289,359,392,284,0,0
0,497,280,348,290,359,392,285,0,0
0,498,281,349,-1,360,393,286,0,0
0,499,282,-1,-1,361,-1,-1,0,0
0,500,283,350,291,362,394,287,0,0
0,501,284,351,-1,362,395,288,0,0
0,502,285,-1,-1,363,-1,289,0,0
0,503,-1,-1,-1,364,-1,-1,0,0
0,504,-1,-1,-1,365,-1,290,0,0
0,505,286,352,-1,366,396,-1,0,0
0,506,287,353,292,367,397,291,0,0
0,507,287,354,293,367,398,292,0,0
0,508,288,355,294,368,399,293,0,0
0,509,288,356,295,368,400,-1,0,0
0,510,289,357,296,369,401,294,0,0
0,511,290,358,297,370,402,295,0,0
0,512,291,-1,-1,371,-1,-1,0,0
0,513,292,359,-1,372,403,296,0,0
0,514,293,360,298,373,404,-1,0,0
0,515,294,361,299,374,405,297,0,0
0,516,295,362,-1,375,406,-1,0,0
0,517,296,363,300,376,407,298,0,0
0,518,296,-1,301,376,408,-1,0,0
0,519,296,-1,-1,377,-1,-1,0,0
0,520,-1,-1,-1,378,-1,-1,0,0
0,521,297,364,302,379,409,299,0,0
0,522,-1,-1,-1,380,-1,-1,0,0
0,523,298,365,303,381,410,300,0,0
0,524,299,366,304,382,411,301,0,0
0,525,300,367,305,382,412,302,0,0
0,526,301,367,306,383,413,303,0,0
0,527,302,368,307,384,414,304,0,0
0,528,302,-1,-1,385,-1,-1,0,0
0,529,303,369,308,385,415,305,0,0
0,530,304,370,-1,386,416,306,0,0
0,531,304,371,-1,387,417,307,0,0
0,532,305,372,309,387,418,308,0,0
0,533,306,373,310,388,419,-1,0,0
0,534,307,374,-1,389,420,-1,0,0
0,535,308,375,311,389,421,-1,0,0
0,536,309,376,312,390,422,-1,0,0
0,537,310,377,313,391,423,-1,0,0
0,538,-1,-1,-1,-1,-1,309,0,0
0,539,-1,378,-1,392,424,310,0,0
0,540,310,379,314,393,425,-1,0,0
0,541,311,380,315,394,426,311,0,0
0,542,312,381,316,395,427,312,0,0
0,543,-1,-1,-1,396,-1,313,0,0
0,544,312,382,316,396,428,-1,0,0
0,545,313,383,317,396,429,314,0,0
0,546,314,-1,-1,396,-1,315,0,0
0,547,315,384,318,397,430,-1,0,0
0,548,-1,-1,-1,398,-1,-1,0,0
0,549,316,-1,-1,398,-1,-1,0,0
0,550,317,385,-1,399,431,316,0,0
0,551,317,385,319,400,432,317,0,0
0,552,318,-1,-1,400,-1,318,0,0
0,553,-1,386,320,401,433,319,0,0
0,554,319,387,321,402,434,320,0,0
0,555,320,388,322,403,435,321,0,0
0,556,320,389,323,404,436,-1,0,0
0,557,-1,-1,-1,405,-1,-1,0,0
0,558,321,390,-1,406,437,-1,0,0
0,559,322,-1,-1,407,-1,-1,0,0
0,560,-1,-1,-1,408,-1,-1,0,0
0,561,-1,-1,-1,408,-1,-1,0,0
0,562,323,391,324,409,438,322,0,0
0,563,323,392,325,410,439,323,0,0
0,564,324,-1,-1,410,-1,-1,0,0
0,565,325,393,-1,411,440,324,0,0
0,566,326,394,326,412,441,-1,0,0
0,567,326,395,-1,413,442,325,0,0
0,568,326,396,-1,413,443,326,0,0
0,569,326,396,-1,414,443,327,0,0
0,570,327,397,327,415,444,328,0,0
0,571,328,398,328,416,445,329,0,0
0,572,329,399,-1,417,446,330,0,0
0,573,330,-1,-1,418,-1,-1,0,0
0,574,330,400,329,419,447,331,0,0
0,575,331,401,-1,420,448,332,0,0
0,576,331,402,329,421,449,333,0,0
0,577,332,403,-1,422,450,334,0,0
0,578,333,403,-1,422,451,335,0,0
0,579,334,404,-1,423,452,336,0,0
0,580,-1,-1,-1,424,-1,-1,0,0
0,581,335,405,330,425,453,337,0,0
0,582,335,406,-1,426,454,338,0,0
0,583,335,407,331,427,455,-1,0,0
0,584,-1,-1,-1,427,-1,-1,0,0
0,585,336,408,332,427,456,-1,0,0
0,586,336,408,333,428,457,-1,0,0
0,587,336,409,334,429,458,339,0,0
0,588,336,-1,-1,430,-1,-1,0,0
0,589,337,-1,-1,431,-1,340,0,0
0,590,338,410,335,432,459,341,0,0
0,591,-1,-1,-1,-1,-1,-1,0,0
0,592,339,-1,-1,433,-1,-1,0,0
0,593,340,411,336,434,460,342,0,0
0,594,341,412,337,435,461,343,0,0
0,595,-1,-1,-1,435,-1,-1,0,0
0,596,341,413,338,436,462,-1,0,0
0,597,341,414,339,437,463,344,0,0
0,598,-1,-1,-1,438,-1,345,0,0
0,599,342,415,340,439,464,-1,0,0
0,600,-1,-1,-1,440,-1,-1,0,0
0,601,343,416,341,441,465,-1,0,0
0,602,344,417,-1,442,466,-1,0,0
0,603,-1,-1,342,443,467,-1,0,0
0,604,345,418,343,444,468,346,0,0
0,605,346,419,-1,445,468,-1,0,0
0,606,347,420,-1,446,469,-1,0,0
0,607,348,421,344,447,470,-1,0,0
0,608,349,-1,-1,447,-1,-1,0,0
0,609,349,422,345,448,471,-1,0,0
0,610,350,423,346,449,472,347,0,0
0,611,351,424,347,450,473,348,0,0
0,612,351,425,348,451,474,349,0,0
0,613,351,426,-1,452,475,-1,0,0
0,614,351,-1,-1,453,-1,350,0,0
0,615,-1,-1,-1,-1,-1,-1,0,0
0,616,351,427,349,454,476,351,0,0
0,617,-1,-1,-1,454,-1,-1,0,0
0,618,352,428,-1,455,477,-1,0,0
0,619,353,-1,-1,456,-1,352,0,0
0,620,-1,-1,-1,457,-1,-1,0,0
0,621,353,428,350,458,478,353,0,0
0,622,-1,-1,-1,458,-1,-1,0,0
0,623,353,429,351,458,479,354,0,0
0,624,353,-1,-1,459,-1,355,0,0
0,625,354,429,352,459,480,356,0,0
0,626,355,430,352,460,481,-1,0,0
0,627,356,431,353,460,482,357,0,0
0,628,356,432,354,460,483,358,0,0
0,629,356,433,355,461,484,359,0,0
0,630,356,434,356,462,485,360,0,0
0,631,357,435,357,462,486,361,0,0
0,632,357,436,358,463,487,-1,0,0
0,633,358,-1,-1,464,-1,-1,0,0
0,634,359,437,359,465,488,362,0,0
0,635,359,-1,-1,465,-1,363,0,0
0,636,360,-1,-1,466,-1,-1,0,0
0,637,360,438,-1,467,489,364,0,0
0,638,361,-1,-1,467,-1,365,0,0
0,639,362,-1,-1,467,-1,-1,0,0
0,640,363,438,360,468,490,366,0,0
0,641,364,438,361,469,491,367,0,0
0,642,365,439,-1,470,492,368,0,0
0,643,366,-1,-1,471,-1,369,0,0
0,644,-1,-1,-1,471,-1,370,0,0
0,645,367,440,-1,472,493,371,0,0
0,646,368,441,362,473,494,372,0,0
0,647,369,442,363,474,495,373,0,0
0,648,370,442,-1,475,496,374,0,0
0,649,370,443,364,475,497,-1,0,0
