recipeinstructions,author,recipeingredient,recipeyield,recipecategory,totaltime,recipecuisine,aggregaterating,nutrition,video,cookingmethod,mainentity,position,reviews
-1,-1,-1,17618,8524,22247,4904,-1,-1,-1,7240,1248,22752,-1
-1,-1,-1,17619,8524,22248,-1,-1,-1,-1,7240,1248,22753,-1
-1,-1,-1,17620,8524,22249,4904,-1,-1,-1,-1,1248,22754,-1
-1,-1,-1,17621,8524,22250,-1,-1,-1,-1,-1,1248,22755,-1
-1,-1,-1,17622,8525,22251,4904,-1,-1,-1,7241,1248,22756,-1
-1,-1,-1,17623,8526,22252,4904,-1,-1,-1,7241,1248,22757,-1
-1,-1,-1,17624,8527,22253,4904,-1,-1,-1,7241,1248,22758,-1
-1,-1,-1,17625,8528,22254,-1,-1,-1,-1,7241,1248,22759,-1
-1,-1,-1,17626,8529,22255,-1,-1,-1,-1,-1,1248,22760,-1
-1,-1,-1,17627,8530,22256,-1,-1,-1,-1,7242,1248,22761,-1
-1,-1,-1,17627,8530,22257,-1,-1,-1,-1,-1,1248,22762,-1
-1,-1,-1,17628,8530,22258,4905,-1,-1,-1,7243,1248,22763,-1
-1,-1,-1,17629,8530,22259,-1,-1,-1,-1,-1,1248,22764,-1
-1,-1,-1,17630,8530,22260,4906,-1,-1,-1,-1,1248,22765,-1
-1,-1,-1,17631,8530,22261,4907,-1,-1,-1,7244,1248,22766,-1
-1,-1,-1,17632,8530,22262,-1,-1,-1,-1,-1,1248,22767,-1
-1,-1,-1,17633,8530,22263,-1,-1,-1,-1,-1,1248,22768,-1
-1,-1,-1,17634,-1,22264,4908,-1,-1,-1,7245,1248,22769,-1
-1,-1,-1,17635,8531,22265,-1,-1,-1,-1,-1,1248,22770,-1
-1,-1,-1,17635,8531,22266,4909,-1,-1,-1,-1,1248,22771,-1
-1,-1,-1,17636,8531,22267,-1,-1,-1,-1,7246,1248,22772,-1
-1,-1,-1,17637,-1,22268,-1,-1,-1,-1,-1,1248,22773,-1
-1,-1,-1,17638,-1,22269,-1,-1,-1,-1,-1,1248,22774,-1
-1,-1,-1,17638,8532,22270,-1,-1,-1,-1,7247,1248,22775,-1
-1,-1,-1,17639,8533,22271,-1,-1,-1,-1,-1,1248,22776,-1
-1,-1,-1,17640,-1,22272,-1,-1,-1,-1,-1,1248,22777,-1
-1,-1,-1,17641,-1,22273,4910,-1,-1,-1,7248,1248,22778,-1
-1,-1,-1,17641,8534,22274,-1,-1,-1,-1,-1,1248,22779,-1
-1,-1,-1,17641,8535,22275,-1,-1,-1,-1,-1,1248,22780,-1
-1,-1,-1,17642,8535,22276,-1,-1,-1,-1,7249,1248,22781,-1
-1,-1,-1,17643,-1,22276,-1,-1,-1,-1,7249,1248,22782,-1
-1,-1,-1,17644,-1,22277,-1,-1,-1,-1,-1,1248,22783,-1
-1,-1,-1,17645,-1,22278,-1,-1,-1,-1,-1,1248,22784,-1
-1,-1,-1,17646,8536,22279,-1,-1,-1,-1,-1,1248,22785,-1
-1,-1,-1,17647,-1,22280,-1,-1,-1,-1,7250,1248,22785,-1
-1,-1,-1,17648,8537,22281,-1,-1,-1,-1,7251,1248,22786,-1
-1,-1,-1,17649,8538,22282,-1,-1,-1,-1,7252,1248,22787,-1
-1,-1,-1,17650,8539,22283,-1,-1,-1,-1,-1,1249,-1,-1
-1,-1,-1,17651,8540,22284,-1,-1,-1,-1,-1,1250,22788,-1
-1,-1,-1,17651,8540,22284,-1,-1,-1,-1,7253,1250,22789,-1
-1,-1,-1,17652,-1,22285,4910,-1,-1,-1,7254,1250,22790,-1
-1,-1,-1,17653,8541,22286,-1,-1,-1,-1,7254,1250,22791,-1
-1,-1,-1,17654,8542,22287,-1,-1,-1,-1,7255,1250,22792,-1
-1,-1,-1,17654,8542,22288,4911,-1,-1,-1,7256,1250,22793,-1
-1,-1,-1,17654,8542,22288,-1,-1,-1,-1,-1,1250,22794,-1
-1,-1,-1,17654,8543,22289,-1,-1,-1,-1,7257,1250,22795,-1
-1,-1,-1,17655,-1,22290,-1,-1,-1,-1,-1,1250,22796,-1
-1,-1,-1,17656,8544,22291,-1,-1,-1,-1,-1,1250,22797,-1
-1,-1,-1,17656,8544,22292,4912,-1,-1,-1,7258,1250,22798,-1
-1,-1,-1,17657,8544,22293,4913,-1,-1,-1,-1,1250,22799,-1
-1,-1,-1,17658,8544,22294,4914,-1,-1,-1,-1,1250,22800,-1
-1,-1,-1,17659,-1,22294,-1,-1,-1,-1,-1,1251,-1,-1
-1,-1,-1,17659,8544,22295,-1,-1,-1,-1,7259,1252,22801,-1
-1,-1,-1,17660,8545,22296,-1,-1,-1,-1,-1,1252,22802,-1
-1,-1,-1,17660,8546,22297,-1,-1,-1,-1,-1,1252,22803,-1
-1,-1,-1,17661,8547,22298,-1,-1,-1,-1,7260,1252,22804,-1
-1,-1,-1,17662,8547,22299,-1,-1,-1,-1,-1,1252,22805,-1
-1,-1,-1,17663,8547,22300,-1,-1,-1,-1,-1,1252,22806,-1
-1,-1,-1,17663,8547,22301,-1,-1,-1,-1,-1,1252,22807,-1
-1,-1,-1,17664,8547,22302,-1,-1,-1,-1,-1,1252,22808,-1
-1,-1,-1,17665,8547,22302,-1,-1,-1,-1,-1,1252,22809,-1
-1,-1,-1,17666,8548,22303,-1,-1,-1,-1,-1,1252,22810,-1
-1,-1,-1,17667,-1,22304,-1,-1,-1,-1,-1,1252,22811,-1
-1,-1,-1,17668,8548,22305,-1,-1,-1,-1,-1,1252,22812,-1
-1,-1,-1,17669,8548,22306,-1,-1,-1,-1,-1,1252,22813,-1
-1,-1,-1,17670,8549,22306,-1,-1,-1,-1,-1,1252,22814,-1
-1,-1,-1,17670,-1,22307,-1,-1,-1,-1,7261,1252,22815,-1
-1,-1,-1,17670,8550,22308,4915,-1,-1,-1,-1,1253,-1,-1
-1,-1,-1,17670,-1,22309,-1,-1,-1,-1,-1,1254,22816,-1
-1,-1,-1,17671,8550,22310,-1,-1,-1,-1,-1,1254,22817,-1
-1,-1,-1,17672,-1,22311,-1,-1,-1,-1,-1,1254,22818,-1
-1,-1,-1,17673,8550,22312,-1,-1,-1,-1,-1,1254,22819,-1
-1,-1,-1,17673,8550,22313,-1,-1,-1,-1,7262,1254,22820,-1
-1,-1,-1,17674,8550,22314,-1,-1,-1,-1,-1,1254,22821,-1
-1,-1,-1,17675,8551,22315,-1,-1,-1,-1,-1,1254,22822,-1
-1,-1,-1,17676,8552,22316,4916,-1,-1,-1,-1,1254,22823,-1
-1,-1,-1,17676,8553,22317,-1,-1,-1,-1,-1,1254,22824,-1
-1,-1,-1,17677,8553,22318,-1,-1,-1,-1,-1,1254,22825,-1
-1,-1,-1,17678,8553,22319,-1,-1,-1,-1,7263,1254,22826,-1
-1,-1,-1,17678,8554,22320,-1,-1,-1,-1,7263,1254,22827,-1
-1,-1,-1,17678,8554,22321,4917,-1,-1,-1,-1,1254,22828,-1
-1,-1,-1,17679,8554,22321,4917,-1,-1,-1,7263,1254,22829,-1
-1,-1,-1,17680,8554,22322,4918,-1,-1,-1,-1,1254,22830,-1
-1,-1,-1,17680,8554,22322,-1,-1,-1,-1,-1,1254,22831,-1
-1,-1,-1,17680,8554,22323,-1,-1,-1,-1,7264,1254,22832,-1
-1,-1,-1,17681,8554,22324,-1,-1,-1,-1,7265,1254,22833,-1
-1,-1,-1,17682,8554,22325,4919,-1,-1,-1,-1,1254,22834,-1
-1,-1,-1,17682,8554,22326,-1,-1,-1,-1,-1,1254,22835,-1
-1,-1,-1,17683,8554,22326,-1,-1,-1,-1,-1,1254,22836,-1
-1,-1,-1,17684,8554,22326,-1,-1,-1,-1,7265,1255,-1,-1
-1,-1,-1,17685,8554,22327,-1,-1,-1,-1,7266,1256,22837,-1
-1,-1,-1,17686,8554,22328,4919,-1,-1,-1,7267,1256,22838,-1
-1,-1,-1,17687,8554,22329,4920,-1,-1,-1,7267,1256,22839,-1
-1,-1,-1,17688,8554,22330,-1,-1,-1,-1,-1,1256,22840,-1
-1,-1,-1,17688,8554,22331,-1,-1,-1,-1,7268,1256,22841,-1
-1,-1,-1,17689,8554,22332,-1,-1,-1,-1,-1,1256,22842,-1
-1,-1,-1,17690,-1,22332,-1,-1,-1,-1,7269,1256,22843,-1
-1,-1,-1,17690,-1,22333,-1,-1,-1,-1,7270,1256,22844,-1
-1,-1,-1,17691,8555,22334,-1,-1,-1,-1,7270,1256,22845,-1
-1,-1,-1,17692,-1,22335,-1,-1,-1,-1,7271,1256,22846,-1
-1,-1,-1,17692,8556,22336,-1,-1,-1,-1,7272,1256,22847,-1
-1,-1,-1,17692,-1,22337,-1,-1,-1,-1,-1,1256,22848,-1
-1,-1,-1,17693,8556,22338,-1,-1,-1,-1,-1,1256,22849,-1
-1,-1,-1,17694,8557,22339,-1,-1,-1,-1,-1,1256,22850,-1
-1,-1,-1,17695,8557,22339,-1,-1,-1,-1,-1,1256,22851,-1
-1,-1,-1,17696,8558,22340,-1,-1,-1,-1,7273,1256,22852,-1
-1,-1,-1,17696,8558,22341,-1,-1,-1,-1,7274,1256,22853,-1
-1,-1,-1,17696,8558,22342,4921,-1,-1,-1,7274,1256,22854,-1
-1,-1,-1,17697,8558,22343,-1,-1,-1,-1,7275,1256,22855,-1
-1,-1,-1,17697,8558,22344,-1,-1,-1,-1,-1,1256,22856,-1
-1,-1,-1,17698,8558,22345,-1,-1,-1,-1,-1,1256,22857,-1
-1,-1,-1,17699,8558,22346,-1,-1,-1,-1,7275,1256,22858,-1
-1,-1,-1,17700,8558,22347,-1,-1,-1,-1,-1,1256,22859,-1
-1,-1,-1,17700,8558,22347,4922,-1,-1,-1,-1,1256,22860,-1
-1,-1,-1,17701,8558,22348,-1,-1,-1,-1,-1,1256,22861,-1
-1,-1,-1,17702,8559,22349,-1,-1,-1,-1,7276,1256,22862,-1
-1,-1,-1,17702,-1,22350,-1,-1,-1,-1,-1,1256,22863,-1
-1,-1,-1,17703,-1,22350,-1,-1,-1,-1,-1,1256,22864,-1
-1,-1,-1,17704,8560,22351,-1,-1,-1,-1,-1,1256,22865,-1
-1,-1,-1,17705,8560,22352,-1,-1,-1,-1,-1,1256,22866,-1
-1,-1,-1,17706,8561,22353,-1,-1,-1,-1,7276,1256,22867,-1
-1,-1,-1,17706,8561,22354,4923,-1,-1,-1,7276,1256,22868,-1
-1,-1,-1,17707,8561,22355,4923,-1,-1,-1,-1,1256,22869,-1
-1,-1,-1,17708,8561,22356,4923,-1,-1,-1,-1,1256,22870,-1
-1,-1,-1,17709,-1,22357,-1,-1,-1,-1,7277,1256,22871,-1
-1,-1,-1,17709,8561,22358,-1,-1,-1,-1,7277,1256,22872,-1
-1,-1,-1,17709,8562,22359,4924,-1,-1,-1,-1,1256,22873,-1
-1,-1,-1,17710,8563,22360,-1,-1,-1,-1,7277,1256,22874,-1
-1,-1,-1,17710,8564,22361,4924,-1,-1,-1,-1,1256,22875,-1
-1,-1,-1,17711,8565,22362,4925,-1,-1,-1,-1,1256,22876,-1
-1,-1,-1,17712,8565,22363,-1,-1,-1,-1,-1,1256,22876,-1
-1,-1,-1,17712,-1,22364,4926,-1,-1,-1,-1,1256,22877,-1
-1,-1,-1,17712,8565,22365,-1,-1,-1,-1,-1,1256,22878,-1
-1,-1,-1,17713,8565,22366,4927,-1,-1,-1,-1,1256,22879,-1
-1,-1,-1,17714,-1,22367,-1,-1,-1,-1,7277,1256,22880,-1
-1,-1,-1,17715,8565,22368,-1,-1,-1,-1,-1,1256,22881,-1
-1,-1,-1,17716,8566,22369,-1,-1,-1,-1,-1,1256,22882,-1
-1,-1,-1,17717,8567,22370,4928,-1,-1,-1,7278,1256,22883,-1
-1,-1,-1,17718,8567,22371,-1,-1,-1,-1,-1,1256,22884,-1
-1,-1,-1,17718,-1,22372,-1,-1,-1,-1,-1,1256,22885,-1
-1,-1,-1,17719,8567,22373,4928,-1,-1,-1,-1,1256,22886,-1
-1,-1,-1,17720,8567,22374,-1,-1,-1,-1,-1,1256,22887,-1
-1,-1,-1,17721,8568,22375,-1,-1,-1,-1,-1,1256,22888,-1
-1,-1,-1,17722,8569,22376,-1,-1,-1,-1,7279,1256,22889,-1
-1,-1,-1,17723,-1,22377,-1,-1,-1,-1,-1,1256,22890,-1
-1,-1,-1,17723,8570,22378,-1,-1,-1,-1,-1,1256,22891,-1
-1,-1,-1,17723,-1,-1,-1,-1,-1,-1,-1,1256,22892,-1
-1,-1,-1,17724,8571,22379,-1,-1,-1,-1,-1,1257,-1,-1
-1,-1,-1,17725,8572,22380,-1,-1,-1,-1,7280,1258,22893,-1
-1,-1,-1,17725,-1,22381,-1,-1,-1,-1,7281,1259,-1,-1
-1,-1,-1,17725,8572,22382,-1,-1,-1,-1,-1,1260,22894,-1
-1,-1,-1,17726,8572,22383,-1,-1,-1,-1,-1,1260,22895,-1
-1,-1,-1,17727,8572,22384,-1,-1,-1,-1,-1,1260,22896,-1
-1,-1,-1,17728,8572,22385,-1,-1,-1,-1,7282,1260,22897,-1
-1,-1,-1,17728,-1,22386,-1,-1,-1,-1,7283,1260,22898,-1
-1,-1,-1,17729,8572,22387,-1,-1,-1,-1,-1,1261,-1,-1
-1,-1,-1,17730,8573,22388,-1,-1,-1,-1,7283,1262,22899,-1
-1,-1,-1,17731,8573,22389,-1,-1,-1,-1,7283,1262,22900,-1
-1,-1,-1,17732,-1,22390,-1,-1,-1,-1,7283,1262,22901,-1
-1,-1,-1,17733,8574,22391,4929,-1,-1,-1,-1,1262,22902,-1
-1,-1,-1,17734,-1,22392,-1,-1,-1,-1,-1,1262,22903,-1
-1,-1,-1,17735,-1,22393,-1,-1,-1,-1,-1,1262,22904,-1
-1,-1,-1,17736,-1,22394,-1,-1,-1,-1,-1,1262,22905,-1
-1,-1,-1,17736,8575,22395,-1,-1,-1,-1,7283,1262,22906,-1
-1,-1,-1,17736,-1,22396,4930,-1,-1,-1,7283,1262,22907,-1
-1,-1,-1,17736,8575,22397,-1,-1,-1,-1,-1,1262,22908,-1
-1,-1,-1,17736,8575,22398,4930,-1,-1,-1,7283,1262,22909,-1
-1,-1,-1,17737,8576,22399,-1,-1,-1,-1,-1,1262,22910,-1
-1,-1,-1,17738,-1,22400,4930,-1,-1,-1,-1,1262,22911,-1
-1,-1,-1,17739,-1,22401,-1,-1,-1,-1,-1,1262,22912,-1
-1,-1,-1,17740,-1,22402,4931,-1,-1,-1,-1,1262,22913,-1
-1,-1,-1,17741,8577,22403,-1,-1,-1,-1,-1,1262,22914,-1
-1,-1,-1,17742,8578,22404,-1,-1,-1,-1,-1,1262,22915,-1
-1,-1,-1,17743,8578,22405,4932,-1,-1,-1,7283,1262,22916,-1
-1,-1,-1,17744,8578,22406,-1,-1,-1,-1,-1,1262,22917,-1
-1,-1,-1,17745,8579,22407,-1,-1,-1,-1,-1,1262,22918,-1
-1,-1,-1,17746,8579,22408,-1,-1,-1,-1,-1,1262,22919,-1
-1,-1,-1,17747,8579,22409,-1,-1,-1,-1,-1,1262,22920,-1
-1,-1,-1,17748,8579,22410,-1,-1,-1,-1,7284,1262,22921,-1
-1,-1,-1,17749,8579,22411,-1,-1,-1,-1,7285,1263,-1,-1
-1,-1,-1,17749,-1,22412,4933,-1,-1,-1,7286,1264,22922,-1
-1,-1,-1,17749,-1,22413,-1,-1,-1,-1,-1,1264,22923,-1
-1,-1,-1,17750,8580,22414,4934,-1,-1,-1,7287,1264,22924,-1
-1,-1,-1,17750,8581,22415,4935,-1,-1,-1,7288,1265,-1,-1
-1,-1,-1,17751,8581,22416,-1,-1,-1,-1,7288,1266,22925,-1
-1,-1,-1,17752,8581,22417,-1,-1,-1,-1,-1,1266,22926,-1
-1,-1,-1,17753,8581,22418,-1,-1,-1,-1,-1,1266,22927,-1
-1,-1,-1,17754,8581,22419,-1,-1,-1,-1,7289,1266,22928,-1
-1,-1,-1,17755,8582,22420,-1,-1,-1,-1,7290,1266,22929,-1
-1,-1,-1,17756,8583,22421,4936,-1,-1,-1,7291,1266,22930,-1
-1,-1,-1,17757,-1,22422,-1,-1,-1,-1,-1,1266,22931,-1
-1,-1,-1,17758,8583,22423,-1,-1,-1,-1,7291,1266,22932,-1
-1,-1,-1,17759,8584,22424,4937,-1,-1,-1,7291,1266,22933,-1
-1,-1,-1,17760,-1,22425,-1,-1,-1,-1,-1,1267,-1,-1
-1,-1,-1,17761,8585,22426,4938,-1,-1,-1,7291,1268,22934,-1
-1,-1,-1,17762,8586,22427,-1,-1,-1,-1,-1,1268,22935,-1
-1,-1,-1,17763,-1,22427,-1,-1,-1,-1,7292,1268,22936,-1
-1,-1,-1,17764,8587,22428,-1,-1,-1,-1,7293,1268,22937,-1
-1,-1,-1,17764,-1,22429,-1,-1,-1,-1,7293,1268,22938,-1
-1,-1,-1,17765,8588,22430,4939,-1,-1,-1,-1,1268,22939,-1
-1,-1,-1,17766,8588,22431,4940,-1,-1,-1,7294,1268,22940,-1
-1,-1,-1,17767,8589,22432,4940,-1,-1,-1,7294,1268,22941,-1
-1,-1,-1,17768,8590,22432,-1,-1,-1,-1,7294,1268,22942,-1
-1,-1,-1,17769,8591,22433,-1,-1,-1,-1,7295,1268,22943,-1
-1,-1,-1,17770,8591,22434,4940,-1,-1,-1,7295,1268,22944,-1
-1,-1,-1,17771,8591,22435,-1,-1,-1,-1,7295,1268,22945,-1
-1,-1,-1,17772,8591,22436,-1,-1,-1,-1,7295,1268,22946,-1
-1,-1,-1,17773,-1,22437,4940,-1,-1,-1,7295,1268,22947,-1
-1,-1,-1,17774,8591,22438,4941,-1,-1,-1,7295,1268,22948,-1
-1,-1,-1,17774,-1,22439,-1,-1,-1,-1,-1,1268,22949,-1
-1,-1,-1,17775,8592,22440,4942,-1,-1,-1,7296,1268,22950,-1
-1,-1,-1,17776,8593,22441,-1,-1,-1,-1,-1,1268,22951,-1
-1,-1,-1,17777,8593,22442,-1,-1,-1,-1,7297,1268,22952,-1
-1,-1,-1,17778,8593,22443,-1,-1,-1,-1,-1,1268,22953,-1
-1,-1,-1,17778,8593,22444,-1,-1,-1,-1,-1,1268,22954,-1
-1,-1,-1,17779,8593,22445,-1,-1,-1,-1,-1,1268,22955,-1
-1,-1,-1,17780,8593,22446,-1,-1,-1,-1,7298,1268,22956,-1
-1,-1,-1,17781,-1,22447,-1,-1,-1,-1,-1,1268,22957,-1
-1,-1,-1,17782,8593,22448,-1,-1,-1,-1,7299,1268,22958,-1
-1,-1,-1,17783,-1,22449,4943,-1,-1,-1,7299,1268,22959,-1
-1,-1,2,17784,8594,22450,-1,-1,-1,-1,7300,1269,-1,-1
-1,-1,-1,17784,8595,22451,-1,-1,-1,-1,-1,1270,22960,-1
-1,-1,-1,17785,-1,22452,4944,-1,-1,-1,-1,1270,22961,-1
-1,-1,-1,17786,-1,22453,-1,-1,-1,-1,-1,1270,22962,-1
-1,-1,-1,17787,-1,22454,4945,-1,-1,-1,-1,1270,22963,-1
-1,-1,-1,17788,8596,22455,-1,-1,-1,-1,7300,1270,22964,-1
-1,-1,-1,17789,-1,22456,4946,-1,-1,-1,-1,1270,22965,-1
-1,-1,-1,17790,8597,22456,-1,-1,-1,-1,-1,1270,22966,-1
-1,-1,-1,17791,-1,22457,-1,-1,-1,-1,-1,1270,22967,-1
-1,-1,-1,17792,-1,22458,4947,-1,-1,-1,7301,1270,22968,-1
-1,-1,-1,17793,8598,22459,-1,-1,-1,-1,-1,1270,22969,-1
-1,-1,-1,17793,8598,22460,-1,-1,-1,-1,-1,1270,22970,-1
-1,-1,-1,17794,8599,22461,-1,-1,-1,-1,-1,1270,22971,-1
-1,-1,-1,17795,8599,22462,-1,-1,-1,-1,-1,1270,22972,-1
-1,-1,-1,17796,8600,22463,4948,-1,-1,-1,7302,1270,22973,-1
-1,-1,-1,17797,8600,22464,4948,-1,-1,-1,7303,1270,22974,-1
-1,-1,-1,17797,8600,22465,-1,-1,-1,-1,-1,1270,22975,-1
-1,-1,-1,17798,8600,22466,-1,-1,-1,-1,-1,1270,22976,-1
-1,-1,-1,17799,-1,22467,-1,-1,-1,-1,-1,1270,22977,-1
-1,-1,-1,17800,8600,22468,4949,-1,-1,-1,-1,1270,22978,-1
-1,-1,-1,17801,8600,22469,-1,-1,-1,-1,-1,1270,22979,-1
-1,-1,-1,17802,8600,22470,4950,-1,-1,-1,-1,1270,22980,-1
-1,-1,-1,17802,8600,22471,4951,-1,-1,-1,-1,1270,22981,-1
-1,-1,-1,17803,-1,22472,-1,-1,-1,-1,-1,1270,22982,-1
-1,-1,-1,17804,8600,22473,-1,-1,-1,-1,-1,1270,22983,-1
-1,-1,-1,17805,8600,22474,-1,-1,-1,-1,7304,1270,22984,-1
-1,-1,-1,17806,8600,22475,-1,-1,-1,-1,-1,1270,22985,-1
-1,-1,-1,17806,-1,22476,4952,-1,-1,-1,-1,1270,22986,-1
-1,-1,-1,17807,-1,22477,-1,-1,-1,-1,7305,1270,22987,-1
-1,-1,-1,17808,-1,22478,-1,-1,-1,-1,-1,1270,22988,-1
-1,-1,-1,17809,8601,22479,-1,-1,-1,-1,7306,1270,22989,-1
-1,-1,-1,17810,-1,22480,-1,-1,-1,-1,7307,1270,22990,-1
-1,-1,-1,17811,8602,22481,-1,-1,-1,-1,7307,1270,22991,-1
-1,-1,-1,17811,8603,22482,-1,-1,-1,-1,-1,1270,22992,-1
-1,-1,-1,17812,-1,22483,-1,-1,-1,-1,7308,1270,22993,-1
-1,-1,-1,17813,8604,22484,4953,-1,-1,-1,7308,1270,22994,-1
-1,-1,-1,17814,8605,22484,-1,-1,-1,-1,-1,1270,22995,-1
-1,-1,-1,17815,-1,22485,4953,-1,-1,-1,7308,1270,22996,-1
-1,-1,-1,17815,8605,22486,4953,-1,-1,-1,7308,1270,22997,-1
-1,-1,-1,17815,8605,22487,-1,-1,-1,-1,-1,1270,22998,-1
-1,-1,-1,17815,8606,22488,-1,-1,-1,-1,-1,1270,22999,-1
-1,-1,-1,17816,8607,22489,-1,-1,-1,-1,7308,1270,23000,-1
-1,-1,-1,17817,-1,22490,4953,-1,-1,-1,-1,1270,23001,-1
-1,-1,-1,17818,8607,22491,-1,-1,-1,-1,-1,1270,23002,-1
-1,-1,-1,17819,8608,22492,4953,-1,-1,-1,7308,1270,23003,-1
-1,-1,-1,17820,-1,22493,-1,-1,-1,-1,-1,1270,23004,-1
-1,-1,-1,17821,-1,22494,4953,-1,-1,-1,7308,1270,23005,-1
-1,-1,-1,17822,8608,22495,-1,-1,-1,-1,-1,1270,23006,-1
-1,-1,-1,17823,8609,22496,-1,-1,-1,-1,7309,1270,23007,-1
-1,-1,-1,17823,8609,22497,-1,-1,-1,-1,-1,1270,23008,-1
-1,-1,-1,17824,8610,22498,-1,-1,-1,-1,7310,1270,23009,-1
-1,-1,-1,17825,8611,22499,-1,-1,-1,-1,-1,1270,23010,-1
-1,-1,-1,17825,8612,22500,-1,-1,-1,-1,-1,1270,23011,-1
-1,-1,-1,17825,8612,22501,-1,-1,-1,-1,-1,1270,23012,-1
-1,-1,-1,17825,8613,22502,-1,-1,-1,-1,7311,1270,23013,-1
-1,-1,-1,17826,8614,22503,-1,-1,-1,-1,7312,1270,23014,-1
-1,-1,-1,17827,-1,22504,-1,-1,-1,-1,7313,1270,23015,-1
-1,-1,-1,17828,-1,22505,4954,-1,-1,-1,-1,1270,23016,-1
-1,-1,-1,17829,8615,22506,-1,-1,-1,-1,7314,1270,23017,-1
-1,-1,-1,17829,8615,22507,-1,-1,-1,-1,7315,1270,23018,-1
-1,-1,-1,17830,-1,22508,-1,-1,-1,-1,7315,1270,23019,-1
-1,-1,-1,17831,-1,22509,-1,-1,-1,-1,-1,1270,23020,-1
-1,-1,-1,17832,8615,22510,4955,-1,-1,-1,-1,1270,23021,-1
-1,-1,-1,17833,8615,22511,-1,-1,-1,-1,7316,1270,23022,-1
-1,-1,-1,17834,8616,22511,-1,-1,-1,-1,7316,1270,23023,-1
-1,-1,-1,17835,8617,22512,-1,-1,-1,-1,-1,1270,23024,-1
-1,-1,-1,17836,8618,22513,-1,-1,-1,-1,-1,1270,23025,-1
-1,-1,-1,17837,-1,22514,-1,-1,-1,-1,-1,1270,23026,-1
-1,-1,-1,17838,8619,22515,-1,-1,-1,-1,-1,1270,23027,-1
-1,-1,-1,17839,8620,22516,-1,-1,-1,-1,-1,1270,23028,-1
-1,-1,-1,17840,8620,22516,-1,-1,-1,-1,7316,1270,23029,-1
-1,-1,-1,17841,-1,22517,4956,-1,-1,-1,-1,1270,23030,-1
-1,-1,-1,17842,8621,22518,-1,-1,-1,-1,7316,1270,23031,-1
-1,-1,-1,17843,8622,22519,-1,-1,-1,-1,7317,1270,23032,-1
-1,-1,-1,17844,-1,22520,-1,-1,-1,-1,7318,1270,23033,-1
-1,-1,-1,17845,-1,22521,-1,-1,-1,-1,7318,1270,23034,-1
-1,-1,-1,17846,8622,22522,-1,-1,-1,-1,7319,1270,23035,-1
-1,-1,-1,17847,8622,22523,-1,-1,-1,-1,7319,1270,23036,-1
-1,-1,-1,17848,8622,22524,-1,-1,-1,-1,-1,1270,23037,-1
-1,-1,-1,17849,8622,22525,-1,-1,-1,-1,-1,1270,23038,-1
-1,-1,-1,17850,8622,22526,-1,-1,-1,-1,-1,1270,23039,-1
-1,-1,-1,17851,8622,22527,-1,-1,-1,-1,7319,1270,23040,-1
-1,-1,-1,17852,8622,22528,-1,-1,-1,-1,-1,1270,23041,-1
-1,-1,-1,17853,-1,22529,-1,-1,-1,-1,7320,1270,23042,-1
-1,-1,-1,17853,8623,22530,-1,-1,-1,-1,7320,1270,23043,-1
-1,-1,-1,17854,8624,22531,-1,-1,-1,-1,7321,1270,23044,-1
-1,-1,-1,17854,8624,22532,4957,-1,-1,-1,7322,1270,23045,-1
-1,-1,-1,17855,8625,22533,4958,-1,-1,-1,7323,1270,23046,-1
-1,-1,-1,17856,8626,22534,-1,-1,-1,-1,7323,1270,23047,-1
-1,-1,-1,17857,-1,22535,-1,-1,-1,-1,7323,1270,23048,-1
-1,-1,-1,17858,8627,22536,-1,-1,-1,-1,-1,1270,23049,-1
-1,-1,-1,17859,8627,22537,-1,-1,-1,-1,7324,1270,23050,-1
-1,-1,-1,17860,8627,22538,4959,-1,-1,-1,-1,1270,23051,-1
-1,-1,-1,17861,8627,22539,-1,-1,-1,-1,-1,1270,23052,-1
-1,-1,-1,17861,8627,22540,-1,-1,-1,-1,-1,1270,23053,-1
-1,-1,-1,17862,8628,22541,-1,-1,-1,-1,-1,1270,23054,-1
-1,-1,-1,17862,8628,22542,-1,-1,-1,-1,-1,1270,23055,-1
-1,-1,-1,17863,8629,22543,4960,-1,-1,-1,-1,1270,-1,-1
-1,-1,-1,17864,-1,22544,4961,-1,-1,-1,7325,1270,23056,-1
-1,-1,-1,17865,-1,22545,-1,-1,-1,-1,-1,1270,23057,-1
-1,-1,-1,17866,8630,22546,-1,-1,-1,-1,-1,1270,23058,-1
-1,-1,-1,17867,8630,22547,4962,-1,-1,-1,-1,1270,23059,-1
-1,-1,-1,17868,8631,22548,-1,-1,-1,-1,-1,1270,23060,-1
-1,-1,-1,17869,8632,22549,-1,-1,-1,-1,7326,1270,23061,-1
-1,-1,-1,17870,8632,22550,-1,-1,-1,-1,7326,1270,23062,-1
-1,-1,-1,17871,8633,22551,4963,-1,-1,-1,7326,1270,23063,-1
-1,-1,-1,17872,-1,22552,-1,-1,-1,-1,7326,1270,23064,-1
-1,-1,-1,17873,8634,22553,4964,-1,-1,-1,-1,1270,23065,-1
-1,-1,-1,17874,8635,22554,-1,-1,-1,-1,-1,1270,23066,-1
-1,-1,-1,17875,8636,22555,-1,-1,-1,-1,7326,1270,23067,-1
-1,-1,-1,17876,-1,22556,-1,-1,-1,-1,-1,1270,23068,-1
