name,startdate,enddate,description,image,offers
7975,8988,7608,2195,-1,0
7976,8989,7609,-1,-1,0
7977,8990,7610,-1,-1,0
7978,8991,7611,-1,-1,0
7979,8992,7612,2196,-1,0
7980,8993,7613,2197,-1,0
7981,8994,7614,-1,-1,0
7981,8995,7614,-1,-1,0
7982,8996,7615,-1,-1,0
7983,8997,7616,2197,-1,0
7984,8998,7617,-1,-1,0
7984,8999,7617,-1,-1,0
7984,9000,7617,-1,-1,0
7985,9001,7618,2197,-1,0
7986,9002,7619,-1,-1,0
7987,9003,7620,2198,-1,0
7988,9004,7621,-1,-1,0
7989,9005,7622,-1,-1,0
7990,9006,7623,2199,-1,0
7991,9007,7624,-1,-1,0
7992,9008,7625,2199,-1,0
7993,9009,7626,2200,-1,0
7994,9010,7627,-1,-1,0
7995,9011,7628,2201,-1,0
7996,9012,7629,-1,-1,0
7997,9013,7630,-1,-1,0
7997,9014,7630,-1,-1,0
7998,9015,7631,2202,-1,0
7999,9016,7632,-1,-1,0
8000,9017,7633,2203,-1,0
8001,9018,7634,-1,-1,0
8002,9019,7635,2203,-1,0
8003,9020,7636,-1,-1,0
8003,9021,7636,-1,-1,0
8004,9022,7637,-1,-1,0
8004,9023,7637,-1,-1,0
8005,9024,7638,-1,-1,0
8006,9025,7639,-1,-1,0
8007,9026,7640,2203,-1,0
8008,9027,7641,-1,-1,0
8009,9028,7642,2204,-1,0
8010,9029,7643,2205,-1,0
8011,9030,7644,-1,-1,0
8012,9031,7645,-1,-1,0
8013,9032,7646,2205,-1,0
8014,9033,7647,-1,-1,0
8014,9034,7647,-1,-1,0
8014,9035,7647,-1,-1,0
8015,9036,7648,2205,-1,0
8016,9037,7649,2206,-1,0
8017,9038,7650,-1,-1,0
8018,9039,7651,2207,-1,0
8019,9040,7652,-1,-1,0
8020,9041,7653,-1,-1,0
8021,9042,7654,2208,-1,0
8022,9043,7655,2209,-1,0
8023,9044,7656,-1,-1,0
8024,9045,7657,-1,-1,0
8024,9046,7657,-1,-1,0
8025,9047,7658,2209,-1,0
8026,9048,7659,-1,-1,0
8027,9049,7660,2210,-1,0
8028,9050,7661,-1,-1,0
8029,9051,7662,-1,-1,0
8029,9052,7662,-1,-1,0
8030,9053,7663,2211,-1,0
8031,9054,7664,-1,-1,0
8032,9055,7665,-1,-1,0
8032,9056,7665,-1,-1,0
8033,9057,7666,-1,-1,0
8034,9058,7667,2212,-1,0
8035,9059,7668,-1,-1,0
8036,9060,7669,2213,-1,0
8037,9060,7669,2213,-1,0
8038,9061,7670,-1,-1,0
8038,9061,7670,-1,-1,0
8039,9062,7671,-1,-1,0
8040,9063,7672,-1,-1,0
8041,9064,7673,-1,-1,0
8042,9065,7674,2214,-1,0
8043,9066,7675,2215,-1,0
8044,9067,7676,-1,-1,0
8045,9068,7677,2215,-1,0
8046,9069,7678,-1,-1,0
8047,9070,7679,-1,-1,0
8048,9071,7680,2215,-1,0
8049,9072,7681,-1,-1,0
8050,9073,7682,-1,-1,0
8051,9074,7683,2216,-1,0
8052,9075,7684,2217,-1,0
8053,9076,7685,-1,-1,0
8054,9077,7686,2217,-1,0
8055,9078,7687,-1,-1,0
8056,9079,7688,-1,-1,0
8057,9080,7689,2217,-1,0
8058,9081,7690,-1,-1,0
8059,9082,7691,-1,-1,0
8060,9083,7692,2218,-1,0
8061,9084,7693,-1,-1,0
8062,9085,7694,2219,-1,0
8063,9086,7695,-1,-1,0
8064,9087,7696,2220,-1,0
8065,9088,7697,-1,-1,0
8065,9089,7697,-1,-1,0
8065,9090,7697,-1,-1,0
8066,9091,7698,2221,-1,0
8067,9092,7699,-1,-1,0
8068,9093,7700,-1,-1,0
8069,9094,7701,2221,-1,0
8070,9095,7702,2222,-1,0
8071,9096,7703,-1,-1,0
8072,9097,7704,-1,-1,0
8072,9098,7704,-1,-1,0
8073,9099,7705,-1,-1,0
8074,9100,7706,2223,-1,0
8075,9101,7707,2224,-1,0
8076,9102,7708,-1,-1,0
8077,9103,7709,2225,-1,0
8078,9104,7710,-1,-1,0
8079,9105,7711,-1,-1,0
8079,9106,7711,-1,-1,0
8080,9107,7712,2225,-1,0
8081,9108,7713,-1,-1,0
8081,9109,7713,-1,-1,0
8081,9110,7713,-1,-1,0
8082,9111,7714,2225,-1,0
8083,9112,7715,-1,-1,0
8084,9113,7716,2226,-1,0
8085,9114,7717,-1,-1,0
8086,9115,7718,2227,-1,0
8087,9116,7719,-1,-1,0
8088,9117,7720,-1,-1,0
8089,9118,7721,2227,-1,0
8090,9118,7721,2227,-1,0
8091,9119,7722,-1,-1,0
8092,9120,7723,-1,-1,0
8093,9121,7724,-1,-1,0
8094,9122,7725,-1,-1,0
8095,9123,7726,2228,-1,0
8096,9124,7727,-1,-1,0
8097,9125,7728,-1,-1,0
8097,9126,7728,-1,-1,0
8098,9127,7729,-1,-1,0
8099,9128,7730,2228,-1,0
8100,9129,7731,2229,-1,0
8101,9130,7732,-1,-1,0
8102,9131,7733,2229,-1,0
8103,9132,7734,-1,-1,0
8103,9133,7734,-1,-1,0
8104,9134,7735,-1,-1,0
8104,9135,7735,-1,-1,0
8105,9136,7736,2230,-1,0
8106,9137,7737,-1,-1,0
8107,9138,7738,2231,-1,0
8108,9138,7738,2231,-1,0
8108,9138,7738,2231,-1,0
8109,9139,7739,-1,-1,0
8110,9140,7740,-1,-1,0
8111,9141,7741,2231,-1,0
8112,9142,7742,-1,-1,0
8113,9143,7743,-1,-1,0
8114,9144,7744,2232,-1,0
8115,9145,7745,-1,-1,0
8116,9146,7746,2233,-1,0
8117,9147,7747,-1,-1,0
8117,9148,7747,-1,-1,0
8118,9149,7748,-1,-1,0
8119,9150,7749,2234,-1,0
8120,9151,7750,2235,-1,0
8121,9152,7751,-1,-1,0
8121,9153,7751,-1,-1,0
8121,9153,7751,-1,-1,0
8121,9154,7751,-1,-1,0
8122,9155,7752,2235,-1,0
8123,9156,7753,-1,-1,0
8124,9157,7754,-1,-1,0
8125,9158,7755,2236,-1,0
8126,9159,7756,-1,-1,0
8127,9160,7757,2237,-1,0
8128,9161,7758,-1,-1,0
8128,9162,7758,-1,-1,0
8129,9163,7759,2237,-1,0
8130,9164,7760,-1,-1,0
8131,9165,7761,2238,-1,0
8132,9166,7762,-1,-1,0
8133,9167,7763,-1,-1,0
8134,9168,7764,2239,-1,0
8135,9169,7765,2240,-1,0
8136,9170,7766,2241,-1,0
8137,9171,7767,-1,-1,0
8138,9172,7768,2241,-1,0
8139,9173,7769,-1,-1,0
8140,9174,7770,-1,-1,0
8140,9175,7770,-1,-1,0
8140,9176,7770,-1,-1,0
8141,9177,7771,-1,-1,0
8141,9178,7771,-1,-1,0
8142,9179,7772,-1,-1,0
8143,9180,7773,2241,-1,0
8144,9181,7774,-1,-1,0
8144,9182,7774,-1,-1,0
8145,9183,7775,2242,-1,0
8146,9184,7776,2243,-1,0
8147,9185,7777,2244,-1,0
8148,9186,7778,2245,-1,0
8149,9187,7779,-1,-1,0
8150,9188,7780,-1,-1,0
8151,9189,7781,-1,-1,0
8152,9190,7782,2245,-1,0
8153,9191,7783,-1,-1,0
8153,9192,7783,-1,-1,0
8154,9193,7784,2245,-1,0
8155,9194,7785,-1,-1,0
8156,9195,7786,-1,-1,0
8156,9196,7786,-1,-1,0
8157,9197,7787,-1,-1,0
8158,9198,7788,2245,-1,0
8159,9199,7789,-1,-1,0
8160,9200,7790,2246,-1,0
8161,9201,7791,-1,-1,0
8161,9202,7791,-1,-1,0
8162,9203,7792,2247,-1,0
8163,9203,7792,2247,-1,0
8164,9204,7793,-1,-1,0
8165,9205,7794,2248,-1,0
8166,9206,7795,-1,-1,0
8167,9207,7796,-1,-1,0
8167,9207,7796,-1,-1,0
8167,9208,7796,-1,-1,0
8168,9209,7797,2249,-1,0
8169,9210,7798,2250,-1,0
8170,9211,7799,-1,-1,0
8171,9212,7800,2251,-1,0
8172,9213,7801,-1,-1,0
8173,9214,7802,-1,-1,0
8174,9215,7803,-1,-1,0
8174,9216,7803,-1,-1,0
8175,9217,7804,2251,-1,0
8176,9217,7804,2251,-1,0
8177,9218,7805,2252,-1,0
8178,9219,7806,-1,-1,0
8179,9220,7807,-1,-1,0
8180,9221,7808,-1,-1,0
8181,9222,7809,2252,-1,0
8182,9223,7810,-1,-1,0
8183,9224,7811,2253,-1,0
8184,9225,7812,-1,-1,0
8184,9226,7812,-1,-1,0
8185,9227,7813,-1,-1,0
8185,9228,7813,-1,-1,0
8186,9229,7814,2253,-1,0
8187,9230,7815,-1,-1,0
8188,9231,7816,2254,-1,0
8189,9232,7817,-1,-1,0
8190,9233,7818,2255,-1,0
8191,9234,7819,-1,-1,0
8192,9235,7820,-1,-1,0
8192,9236,7820,-1,-1,0
8193,9237,7821,2255,-1,0
8194,9238,7822,2256,-1,0
8195,9239,7823,-1,-1,0
8196,9240,7824,-1,-1,0
8197,9241,7825,-1,-1,0
8197,9242,7825,-1,-1,0
8198,9243,7826,-1,-1,0
8199,9244,7827,2257,-1,0
8200,9244,7827,2257,-1,0
8201,9245,7828,-1,-1,0
8201,9246,7828,-1,-1,0
8202,9247,7829,2257,-1,0
8203,9248,7830,2258,-1,0
8204,9249,7831,-1,-1,0
8205,9250,7832,-1,-1,0
8205,9251,7832,-1,-1,0
8206,9252,7833,2259,-1,0
8206,9252,7833,2259,-1,0
8207,9253,7834,-1,-1,0
8208,9254,7835,-1,-1,0
8209,9255,7836,-1,-1,0
8210,9256,7837,2259,-1,0
8211,9257,7838,-1,-1,0
8211,9258,7838,-1,-1,0
8212,9259,7839,2260,-1,0
8213,9260,7840,-1,-1,0
8214,9261,7841,2261,-1,0
8215,9262,7842,2262,-1,0
8216,9263,7843,-1,-1,0
8217,9264,7844,-1,-1,0
8217,9265,7844,-1,-1,0
8218,9266,7845,2263,-1,0
8219,9267,7846,-1,-1,0
8220,9268,7847,-1,-1,0
8221,9269,7848,-1,-1,0
8222,9270,7849,2263,-1,0
8223,9270,7849,2263,-1,0
8224,9271,7850,2264,-1,0
8225,9272,7851,-1,-1,0
8225,9273,7851,-1,-1,0
8226,9274,7852,-1,-1,0
8227,9275,7853,-1,-1,0
8227,9276,7853,-1,-1,0
8228,9277,7854,-1,-1,0
8229,9278,7855,2265,-1,0
8230,9279,7856,-1,-1,0
8231,9280,7857,-1,-1,0
8232,9281,7858,2265,-1,0
8233,9282,7859,2266,-1,0
8234,9283,7860,-1,-1,0
8235,9284,7861,-1,-1,0
8235,9285,7861,-1,-1,0
8236,9286,7862,2267,-1,0
8237,9287,7863,-1,-1,0
8238,9288,7864,2267,-1,0
8239,9289,7865,-1,-1,0
8240,9290,7866,2268,-1,0
8241,9291,7867,-1,-1,0
8242,9292,7868,2269,-1,0
8243,9293,7869,2270,-1,0
8244,9294,7870,-1,-1,0
8245,9295,7871,-1,-1,0
8246,9296,7872,-1,-1,0
8247,9297,7873,-1,-1,0
8248,9298,7874,2271,-1,0
8249,9299,7875,-1,-1,0
8250,9300,7876,2271,-1,0
8251,9301,7877,-1,-1,0
8252,9302,7878,2271,-1,0
8253,9303,7879,-1,-1,0
8254,9304,7880,2272,-1,0
8255,9305,7881,-1,-1,0
8256,9306,7882,-1,-1,0
8257,9307,7883,2273,-1,0
8258,9308,7884,-1,-1,0
8259,9309,7885,-1,-1,0
8260,9310,7886,2274,-1,0
8261,9311,7887,2275,-1,0
8262,9312,7888,-1,-1,0
8262,9313,7888,-1,-1,0
8263,9314,7889,-1,-1,0
8264,9315,7890,-1,-1,0
8265,9316,7891,2275,-1,0
8266,9317,7892,2276,-1,0
8267,9318,7893,-1,-1,0
8268,9319,7894,2277,-1,0
8269,9320,7895,-1,-1,0
8269,9321,7895,-1,-1,0
8270,9322,7896,-1,-1,0
8271,9323,7897,2277,-1,0
8272,9324,7898,-1,-1,0
8272,9325,7898,-1,-1,0
8273,9326,7899,2277,-1,0
8274,9327,7900,-1,-1,0
8275,9328,7901,2278,-1,0
8276,9329,7902,-1,-1,0
8276,9330,7902,-1,-1,0
8277,9331,7903,-1,-1,0
8278,9332,7904,-1,-1,0
8279,9333,7905,-1,-1,0
8280,9334,7906,2278,-1,0
8281,9335,7907,2279,-1,0
8282,9335,7907,2279,-1,0
8283,9336,7908,-1,-1,0
8283,9337,7908,-1,-1,0
8283,9338,7908,-1,-1,0
8284,9339,7909,2280,-1,0
8285,9340,7910,2281,-1,0
8286,9340,7910,2281,-1,0
8287,9341,7911,-1,-1,0
8288,9342,7912,-1,-1,0
8289,9343,7913,-1,-1,0
8290,9344,7914,-1,-1,0
8290,9345,7914,-1,-1,0
8291,9346,7915,2281,-1,0
8292,9347,7916,-1,-1,0
8293,9348,7917,2282,-1,0
8294,9349,7918,-1,-1,0
8294,9350,7918,-1,-1,0
8295,9351,7919,-1,-1,0
8296,9352,7920,2283,-1,0
8297,9353,7921,-1,-1,0
8297,9354,7921,-1,-1,0
8298,9355,7922,-1,-1,0
8299,9356,7923,-1,-1,0
8300,9357,7924,2283,-1,0
8301,9358,7925,-1,-1,0
8302,9359,7926,2283,-1,0
8303,9360,7927,2284,-1,0
8303,9360,7927,2284,-1,0
8304,9361,7928,-1,-1,0
8305,9362,7929,-1,-1,0
8305,9363,7929,-1,-1,0
8305,9364,7929,-1,-1,0
8306,9365,7930,2285,-1,0
8307,9366,7931,-1,-1,0
8308,9367,7932,2285,-1,0
8309,9368,7933,-1,-1,0
8310,9369,7934,-1,-1,0
8311,9370,7935,2285,-1,0
8312,9371,7936,-1,-1,0
8313,9372,7937,2286,-1,0
8314,9373,7938,2287,-1,0
8315,9374,7939,-1,-1,0
8316,9375,7940,-1,-1,0
8317,9376,7941,2287,-1,0
8318,9377,7942,-1,-1,0
8319,9378,7943,2287,-1,0
8320,9379,7944,2288,-1,0
8321,9380,7945,-1,-1,0
8322,9381,7946,-1,-1,0
8323,9382,7947,-1,-1,0
8324,9383,7948,-1,-1,0
8324,9383,7948,-1,-1,0
8325,9384,7949,2288,-1,0
8326,9385,7950,-1,-1,0
8327,9386,7951,2289,-1,0
8328,9386,7951,2289,-1,0
8329,9387,7952,-1,-1,0
8329,9388,7952,-1,-1,0
8329,9389,7952,-1,-1,0
8329,9390,7952,-1,-1,0
8330,9391,7953,-1,-1,0
8331,9392,7954,2289,-1,0
8332,9393,7955,2290,-1,0
8333,9394,7956,-1,-1,0
8334,9395,7957,-1,-1,0
8335,9396,7958,-1,-1,0
8336,9397,7959,2291,-1,0
8337,9398,7960,2292,-1,0
8338,9399,7961,-1,-1,0
8339,9400,7962,-1,-1,0
8339,9401,7962,-1,-1,0
8340,9402,7963,-1,-1,0
8341,9403,7964,-1,-1,0
8342,9404,7965,2293,-1,0
8343,9404,7965,2293,-1,0
8343,9404,7965,2293,-1,0
8344,9405,7966,-1,-1,0
8344,9406,7966,-1,-1,0
8345,9407,7967,-1,-1,0
8345,9408,7967,-1,-1,0
8345,9409,7967,-1,-1,0
8346,9410,7968,2293,-1,0
8347,9411,7969,2294,-1,0
8347,9411,7969,2294,-1,0
8348,9412,7970,2295,-1,0
8349,9412,7970,2295,-1,0
8350,9413,7971,-1,-1,0
8351,9414,7972,-1,-1,0
8352,9415,7973,-1,-1,0
8352,9416,7973,-1,-1,0
8353,9417,7974,-1,-1,0
8353,9418,7974,-1,-1,0
8354,9419,7975,-1,-1,0
8355,9420,7976,2296,-1,0
8356,9421,7977,2297,-1,0
8357,9421,7977,2297,-1,0
8358,9422,7978,-1,-1,0
8359,9423,7979,-1,-1,0
8359,9424,7979,-1,-1,0
8360,9425,7980,2297,-1,0
8361,9426,7981,-1,-1,0
8362,9427,7982,-1,-1,0
8363,9428,7983,2297,-1,0
8364,9429,7984,-1,-1,0
8365,9430,7985,-1,-1,0
8366,9431,7986,-1,-1,0
8367,9432,7987,2298,-1,0
8368,9433,7988,-1,-1,0
8368,9434,7988,-1,-1,0
8368,9435,7988,-1,-1,0
8369,9436,7989,2299,-1,0
8370,9437,7990,-1,-1,0
8371,9438,7991,2300,-1,0
8372,9439,7992,2301,-1,0
8373,9440,7993,-1,-1,0
8374,9441,7994,2301,-1,0
8375,9441,7994,2301,-1,0
8376,9442,7995,-1,-1,0
8377,9443,7996,2302,-1,0
8378,9444,7997,-1,-1,0
8379,9445,7998,-1,-1,0
8380,9446,7999,-1,-1,0
8381,9447,8000,-1,-1,0
8381,9447,8000,-1,-1,0
8382,9448,8001,2303,-1,0
8383,9449,8002,2304,-1,0
8384,9450,8003,-1,-1,0
8384,9451,8003,-1,-1,0
8385,9452,8004,2305,-1,0
8386,9453,8005,-1,-1,0
8387,9454,8006,-1,-1,0
8387,9455,8006,-1,-1,0
8388,9456,8007,-1,-1,0
8389,9457,8008,2305,-1,0
8390,9458,8009,2306,-1,0
8391,9459,8010,-1,-1,0
8392,9460,8011,-1,-1,0
8393,9461,8012,2307,-1,0
8394,9462,8013,-1,-1,0
8394,9462,8013,-1,-1,0
8395,9463,8014,2308,-1,0
8396,9464,8015,-1,-1,0
8397,9465,8016,2309,-1,0
8398,9466,8017,-1,-1,0
8399,9467,8018,-1,-1,0
8399,9468,8018,-1,-1,0
8400,9469,8019,2309,-1,0
8401,9470,8020,-1,-1,0
8402,9471,8021,2310,-1,0
8403,9472,8022,-1,-1,0
8404,9473,8023,-1,-1,0
8405,9474,8024,2311,-1,0
8406,9475,8025,-1,-1,0
8407,9476,8026,2311,-1,0
8408,9477,8027,-1,-1,0
8409,9478,8028,-1,-1,0
8409,9479,8028,-1,-1,0
8409,9480,8028,-1,-1,0
8410,9481,8029,2311,-1,0
8411,9482,8030,2312,-1,0
8412,9483,8031,-1,-1,0
8413,9484,8032,2313,-1,0
8414,9485,8033,-1,-1,0
8414,9485,8033,-1,-1,0
8415,9486,8034,2313,-1,0
8416,9486,8034,2313,-1,0
8417,9487,8035,-1,-1,0
8418,9488,8036,2314,-1,0
8419,9489,8037,-1,-1,0
8420,9490,8038,-1,-1,0
8421,9491,8039,-1,-1,0
8421,9491,8039,-1,-1,0
8421,9492,8039,-1,-1,0
8422,9493,8040,-1,-1,0
8422,9494,8040,-1,-1,0
8423,9495,8041,2314,-1,0
8424,9496,8042,2315,-1,0
8425,9496,8042,2315,-1,0
8426,9497,8043,-1,-1,0
8426,9498,8043,-1,-1,0
8427,9499,8044,-1,-1,0
8428,9500,8045,2315,-1,0
8429,9500,8045,2315,-1,0
8430,9501,8046,2316,-1,0
8431,9502,8047,-1,-1,0
8432,9503,8048,-1,-1,0
8433,9504,8049,-1,-1,0
8433,9504,8049,-1,-1,0
8434,9505,8050,2316,-1,0
8435,9506,8051,-1,-1,0
8436,9507,8052,-1,-1,0
8437,9508,8053,-1,-1,0
8438,9509,8054,2317,-1,0
8439,9510,8055,-1,-1,0
8440,9511,8056,2317,-1,0
8441,9512,8057,-1,-1,0
8442,9513,8058,2317,-1,0
8443,9514,8059,-1,-1,0
8444,9515,8060,2318,-1,0
8445,9516,8061,-1,-1,0
8446,9517,8062,2319,-1,0
8447,9518,8063,-1,-1,0
8447,9519,8063,-1,-1,0
8448,9520,8064,2320,-1,0
8449,9521,8065,2321,-1,0
8450,9522,8066,-1,-1,0
8451,9523,8067,-1,-1,0
8452,9524,8068,-1,-1,0
8453,9525,8069,-1,-1,0
8454,9526,8070,2321,-1,0
8455,9527,8071,-1,-1,0
8456,9528,8072,-1,-1,0
8457,9529,8073,2321,-1,0
8458,9530,8074,-1,-1,0
8459,9531,8075,-1,-1,0
8460,9532,8076,2322,-1,0
8461,9533,8077,-1,-1,0
8462,9534,8078,2323,-1,0
8463,9535,8079,-1,-1,0
8464,9536,8080,2323,-1,0
8465,9537,8081,-1,-1,0
8465,9538,8081,-1,-1,0
8466,9539,8082,2324,-1,0
8467,9540,8083,-1,-1,0
8468,9541,8084,2325,-1,0
8469,9542,8085,-1,-1,0
8469,9543,8085,-1,-1,0
8470,9544,8086,-1,-1,0
8471,9545,8087,-1,-1,0
8472,9546,8088,2325,-1,0
8473,9547,8089,-1,-1,0
8474,9548,8090,2325,-1,0
8475,9549,8091,-1,-1,0
8476,9550,8092,-1,-1,0
8477,9551,8093,2326,-1,0
8478,9552,8094,-1,-1,0
8479,9553,8095,-1,-1,0
8480,9554,8096,2326,-1,0
8481,9555,8097,2327,-1,0
8482,9555,8097,2327,-1,0
8483,9556,8098,-1,-1,0
8484,9557,8099,-1,-1,0
8485,9558,8100,-1,-1,0
8486,9559,8101,2327,-1,0
8487,9560,8102,-1,-1,0
8488,9561,8103,2327,-1,0
8489,9562,8104,-1,-1,0
8490,9563,8105,2328,-1,0
8491,9564,8106,-1,-1,0
8492,9565,8107,-1,-1,0
8492,9566,8107,-1,-1,0
8493,9567,8108,2328,-1,0
8494,9568,8109,-1,-1,0
8495,9569,8110,2329,-1,0
8496,9570,8111,-1,-1,0
8496,9571,8111,-1,-1,0
8497,9572,8112,2329,-1,0
8498,9573,8113,-1,-1,0
8498,9574,8113,-1,-1,0
8499,9575,8114,-1,-1,0
8500,9576,8115,2329,-1,0
8501,9577,8116,2330,-1,0
8502,9578,8117,-1,-1,0
8503,9579,8118,-1,-1,0
8503,9580,8118,-1,-1,0
8503,9581,8118,-1,-1,0
8504,9582,8119,2331,-1,0
8505,9583,8120,-1,-1,0
8506,9584,8121,-1,-1,0
8507,9585,8122,2332,-1,0
8508,9586,8123,-1,-1,0
8509,9587,8124,2333,-1,0
8510,9587,8124,2333,-1,0
8511,9588,8125,-1,-1,0
8511,9589,8125,-1,-1,0
8512,9590,8126,2333,-1,0
8513,9590,8126,2333,-1,0
8514,9591,8127,-1,-1,0
8514,9592,8127,-1,-1,0
8515,9593,8128,-1,-1,0
8515,9594,8128,-1,-1,0
8516,9595,8129,2334,-1,0
8517,9596,8130,-1,-1,0
8518,9597,8131,2335,-1,0
8519,9597,8131,2335,-1,0
8520,9598,8132,-1,-1,0
8521,9599,8133,2336,-1,0
8522,9600,8134,-1,-1,0
8523,9601,8135,-1,-1,0
8524,9602,8136,-1,-1,0
8525,9603,8137,-1,-1,0
8526,9604,8138,-1,-1,0
8527,9605,8139,2336,-1,0
8528,9606,8140,-1,-1,0
8528,9607,8140,-1,-1,0
8529,9608,8141,2337,-1,0
8530,9608,8141,2337,-1,0
8531,9609,8142,-1,-1,0
8532,9610,8143,-1,-1,0
8532,9610,8143,-1,-1,0
8533,9611,8144,2337,-1,0
8534,9611,8144,2337,-1,0
8535,9612,8145,2338,-1,0
8536,9613,8146,-1,-1,0
8537,9614,8147,-1,-1,0
8538,9615,8148,-1,-1,0
8538,9616,8148,-1,-1,0
8538,9616,8148,-1,-1,0
8539,9617,8149,-1,-1,0
8540,9618,8150,2338,-1,0
8541,9619,8151,2339,-1,0
8542,9620,8152,-1,-1,0
8543,9621,8153,-1,-1,0
8543,9622,8153,-1,-1,0
8544,9623,8154,2339,-1,0
8545,9624,8155,-1,-1,0
8545,9625,8155,-1,-1,0
8546,9626,8156,-1,-1,0
8547,9627,8157,2339,-1,0
8548,9627,8157,2339,-1,0
8549,9628,8158,2340,-1,0
8550,9629,8159,-1,-1,0
8550,9630,8159,-1,-1,0
8551,9631,8160,-1,-1,0
8552,9632,8161,-1,-1,0
8553,9633,8162,-1,-1,0
8554,9634,8163,2340,-1,0
8555,9635,8164,-1,-1,0
8555,9636,8164,-1,-1,0
8556,9637,8165,2341,-1,0
8557,9637,8165,2341,-1,0
8558,9638,8166,-1,-1,0
8559,9639,8167,2342,-1,0
8560,9640,8168,2343,-1,0
8561,9640,8168,2343,-1,0
8562,9641,8169,-1,-1,0
8562,9642,8169,-1,-1,0
8563,9643,8170,-1,-1,0
8564,9644,8171,-1,-1,0
8565,9645,8172,2343,-1,0
8566,9645,8172,2343,-1,0
8567,9646,8173,-1,-1,0
8568,9647,8174,-1,-1,0
8569,9648,8175,-1,-1,0
8569,9649,8175,-1,-1,0
8570,9650,8176,2344,-1,0
8571,9651,8177,-1,-1,0
8571,9652,8177,-1,-1,0
8571,9653,8177,-1,-1,0
8572,9654,8178,2345,-1,0
8573,9654,8178,2345,-1,0
8574,9655,8179,-1,-1,0
8575,9656,8180,2346,-1,0
8576,9657,8181,-1,-1,0
8576,9658,8181,-1,-1,0
8577,9659,8182,-1,-1,0
8578,9660,8183,2346,-1,0
8579,9661,8184,2347,-1,0
8580,9662,8185,-1,-1,0
8581,9663,8186,-1,-1,0
8582,9664,8187,-1,-1,0
8583,9665,8188,2347,-1,0
8584,9666,8189,-1,-1,0
8585,9667,8190,-1,-1,0
8586,9668,8191,2347,-1,0
8587,9669,8192,-1,-1,0
8588,9670,8193,2347,-1,0
8589,9671,8194,2348,-1,0
8590,9672,8195,-1,-1,0
8591,9673,8196,-1,-1,0
8591,9674,8196,-1,-1,0
8592,9675,8197,2348,-1,0
8593,9676,8198,2349,-1,0
8594,9677,8199,-1,-1,0
8594,9678,8199,-1,-1,0
8594,9679,8199,-1,-1,0
8595,9680,8200,2349,-1,0
8596,9681,8201,-1,-1,0
8596,9682,8201,-1,-1,0
8597,9683,8202,-1,-1,0
8598,9684,8203,2350,-1,0
8599,9685,8204,-1,-1,0
8600,9686,8205,-1,-1,0
8600,9687,8205,-1,-1,0
8601,9688,8206,2351,-1,0
8602,9688,8206,2351,-1,0
8603,9689,8207,-1,-1,0
8603,9689,8207,-1,-1,0
8603,9690,8207,-1,-1,0
8604,9691,8208,2352,-1,0
8605,9692,8209,-1,-1,0
8606,9693,8210,-1,-1,0
8607,9694,8211,2353,-1,0
8608,9694,8211,2353,-1,0
8609,9695,8212,-1,-1,0
8610,9696,8213,2353,-1,0
8611,9697,8214,-1,-1,0
8611,9698,8214,-1,-1,0
8611,9699,8214,-1,-1,0
8612,9700,8215,2353,-1,0
8613,9701,8216,2354,-1,0
8614,9702,8217,-1,-1,0
8614,9703,8217,-1,-1,0
8615,9704,8218,-1,-1,0
8615,9705,8218,-1,-1,0
8616,9706,8219,2354,-1,0
8617,9707,8220,2355,-1,0
8618,9708,8221,-1,-1,0
8619,9709,8222,-1,-1,0
8620,9710,8223,2355,-1,0
8621,9711,8224,-1,-1,0
8622,9712,8225,-1,-1,0
8622,9713,8225,-1,-1,0
8623,9714,8226,2355,-1,0
8624,9715,8227,-1,-1,0
8625,9716,8228,2355,-1,0
8626,9717,8229,2356,-1,0
8627,9718,8230,-1,-1,0
8628,9719,8231,-1,-1,0
8629,9720,8232,2357,-1,0
8630,9720,8232,2357,-1,0
8631,9721,8233,-1,-1,0
8632,9722,8234,2358,-1,0
8633,9723,8235,-1,-1,0
8633,9724,8235,-1,-1,0
8634,9725,8236,-1,-1,0
8634,9726,8236,-1,-1,0
8635,9727,8237,-1,-1,0
8636,9728,8238,-1,-1,0
8637,9729,8239,-1,-1,0
8638,9730,8240,-1,-1,0
8639,9731,8241,2358,-1,0
8640,9732,8242,2359,-1,0
8641,9732,8242,2359,-1,0
8642,9733,8243,-1,-1,0
8643,9734,8244,-1,-1,0
8644,9735,8245,-1,-1,0
8645,9736,8246,2359,-1,0
8646,9737,8247,-1,-1,0
8647,9738,8248,2360,-1,0
8648,9739,8249,2361,-1,0
8649,9740,8250,-1,-1,0
8649,9741,8250,-1,-1,0
8650,9742,8251,2361,-1,0
8651,9743,8252,-1,-1,0
8652,9744,8253,2362,-1,0
8653,9745,8254,2363,-1,0
8654,9746,8255,-1,-1,0
8654,9747,8255,-1,-1,0
8655,9748,8256,-1,-1,0
8655,9749,8256,-1,-1,0
8656,9750,8257,-1,-1,0
8657,9751,8258,-1,-1,0
8658,9752,8259,2364,-1,0
8659,9753,8260,-1,-1,0
8660,9754,8261,2365,-1,0
8661,9755,8262,-1,-1,0
8662,9756,8263,2365,-1,0
8663,9757,8264,-1,-1,0
8664,9758,8265,2366,-1,0
8665,9759,8266,-1,-1,0
8665,9760,8266,-1,-1,0
