name,recipeingredient,preptime,cooktime
560,-1,-1,-1
561,-1,-1,-1
562,-1,205,250
563,-1,-1,-1
564,-1,-1,-1
565,-1,206,251
566,-1,207,252
567,-1,-1,-1
568,-1,-1,-1
569,-1,-1,-1
570,-1,-1,-1
571,-1,-1,-1
572,-1,-1,-1
573,-1,208,253
574,-1,209,254
575,-1,-1,-1
576,-1,-1,255
577,-1,-1,-1
578,-1,210,256
579,-1,-1,-1
580,-1,211,257
581,-1,-1,-1
582,-1,-1,-1
583,-1,212,258
584,-1,-1,-1
585,-1,-1,-1
586,-1,-1,-1
587,-1,-1,259
588,-1,213,260
589,-1,213,261
590,-1,-1,-1
591,-1,-1,-1
592,-1,-1,262
593,-1,214,263
594,-1,-1,-1
595,-1,-1,-1
596,-1,-1,264
597,-1,-1,-1
598,-1,-1,-1
599,-1,-1,-1
600,-1,215,265
601,-1,-1,-1
602,-1,-1,-1
603,-1,216,266
604,-1,-1,-1
605,-1,-1,267
606,-1,-1,268
607,-1,-1,-1
608,-1,-1,-1
609,-1,217,269
610,-1,-1,270
611,-1,-1,-1
612,-1,-1,-1
613,-1,218,271
614,-1,219,272
615,-1,-1,-1
616,-1,-1,-1
617,-1,220,273
618,-1,221,274
619,-1,-1,-1
620,-1,-1,274
621,-1,222,275
622,-1,223,276
623,-1,-1,-1
624,-1,-1,-1
625,-1,224,277
626,-1,-1,-1
627,-1,-1,-1
628,-1,225,278
629,-1,-1,-1
630,-1,226,279
631,-1,-1,280
632,-1,-1,-1
633,-1,-1,-1
634,-1,227,-1
635,-1,-1,-1
636,-1,227,-1
637,-1,-1,281
638,-1,-1,-1
639,-1,-1,-1
640,-1,228,282
641,-1,229,282
642,-1,-1,-1
643,-1,-1,-1
644,-1,230,-1
645,-1,231,283
646,-1,-1,-1
647,-1,232,284
648,-1,-1,-1
649,-1,-1,-1
650,-1,-1,-1
651,-1,-1,285
652,-1,-1,-1
653,-1,-1,-1
654,-1,233,286
655,-1,234,287
656,-1,235,288
657,-1,236,289
658,-1,-1,290
659,-1,237,291
660,-1,238,-1
661,-1,-1,-1
662,-1,239,292
663,-1,-1,-1
664,-1,-1,-1
665,-1,-1,-1
666,-1,-1,-1
667,-1,-1,-1
668,-1,-1,292
669,-1,240,293
670,-1,-1,-1
671,-1,241,294
672,-1,-1,-1
673,-1,242,295
674,-1,243,-1
675,-1,-1,-1
676,-1,-1,-1
677,-1,244,296
678,-1,245,297
679,-1,-1,-1
680,-1,-1,-1
681,-1,-1,-1
682,-1,-1,-1
683,-1,-1,-1
684,-1,246,298
685,-1,247,299
686,-1,-1,-1
687,-1,-1,-1
688,-1,-1,-1
689,-1,-1,-1
690,-1,-1,-1
691,-1,-1,-1
692,-1,-1,-1
693,-1,-1,-1
694,-1,-1,-1
695,-1,247,300
696,-1,248,-1
697,-1,-1,301
698,-1,-1,-1
699,-1,-1,-1
700,-1,249,302
701,-1,-1,-1
702,-1,250,303
703,-1,-1,304
704,-1,251,305
705,-1,-1,-1
706,-1,252,306
707,-1,-1,-1
708,-1,253,307
709,-1,-1,-1
710,-1,-1,-1
711,-1,-1,-1
712,-1,-1,308
713,-1,254,309
714,-1,-1,310
715,-1,255,311
716,-1,-1,-1
717,-1,-1,-1
718,-1,-1,-1
719,-1,256,312
720,-1,-1,-1
721,-1,257,313
722,-1,-1,314
723,-1,258,315
724,-1,-1,-1
725,-1,259,316
726,-1,260,317
727,-1,-1,-1
728,-1,261,318
729,-1,262,319
730,-1,-1,-1
731,-1,263,320
732,-1,264,321
733,-1,265,322
734,-1,-1,-1
735,-1,266,323
736,-1,267,-1
737,-1,-1,324
738,-1,-1,-1
739,-1,-1,-1
740,-1,-1,-1
741,-1,-1,-1
742,-1,-1,-1
743,-1,-1,-1
744,-1,268,325
745,-1,-1,326
746,-1,-1,327
747,-1,269,328
748,-1,-1,-1
749,-1,-1,-1
750,-1,-1,-1
751,-1,-1,-1
752,-1,-1,-1
753,-1,-1,-1
754,-1,-1,329
755,-1,-1,-1
756,-1,270,330
757,-1,271,331
758,-1,-1,-1
759,-1,-1,-1
760,-1,-1,-1
761,-1,-1,-1
762,-1,-1,-1
763,-1,272,332
764,-1,-1,-1
765,-1,-1,-1
766,-1,-1,-1
767,-1,-1,-1
768,-1,-1,-1
769,-1,-1,-1
770,-1,273,333
771,-1,-1,334
772,-1,-1,-1
773,-1,-1,-1
774,-1,-1,-1
775,-1,-1,-1
776,-1,-1,335
777,-1,-1,-1
778,-1,-1,336
779,-1,-1,-1
780,-1,274,337
781,-1,275,338
782,-1,275,339
783,-1,-1,340
784,-1,-1,-1
785,-1,-1,-1
786,-1,-1,341
787,-1,-1,-1
788,-1,276,342
789,-1,277,343
790,-1,-1,-1
791,-1,-1,-1
792,-1,-1,-1
793,-1,278,344
794,-1,-1,-1
795,-1,-1,-1
796,-1,279,345
797,-1,-1,-1
798,-1,280,346
799,-1,-1,-1
800,-1,-1,-1
801,-1,-1,-1
802,-1,-1,-1
803,-1,-1,-1
804,-1,281,347
805,-1,-1,-1
806,-1,-1,-1
807,-1,-1,-1
808,-1,282,348
809,-1,-1,349
810,-1,-1,-1
811,-1,-1,-1
812,-1,282,350
813,-1,-1,-1
814,-1,283,351
815,-1,284,352
816,-1,-1,-1
817,-1,-1,-1
818,-1,-1,-1
819,-1,-1,-1
820,-1,285,353
821,-1,286,-1
822,-1,-1,354
823,-1,-1,355
824,-1,-1,-1
825,-1,-1,-1
826,-1,287,356
827,-1,-1,357
828,-1,-1,-1
829,-1,288,358
830,-1,-1,-1
831,-1,-1,359
832,-1,289,-1
833,-1,-1,-1
834,-1,-1,-1
835,-1,-1,-1
836,-1,-1,360
837,-1,-1,361
838,-1,290,362
839,-1,-1,-1
840,-1,291,363
841,-1,-1,-1
842,-1,-1,-1
843,-1,-1,-1
844,-1,-1,364
845,-1,292,365
846,-1,293,366
847,-1,-1,367
848,-1,294,-1
849,-1,295,368
850,-1,-1,-1
851,-1,296,369
852,-1,-1,-1
853,-1,297,370
854,-1,298,371
855,-1,-1,-1
856,-1,299,-1
857,-1,-1,-1
858,-1,-1,-1
859,-1,-1,-1
860,-1,-1,-1
861,-1,-1,-1
862,-1,300,372
863,-1,301,373
864,-1,302,-1
865,-1,-1,-1
866,-1,303,374
867,-1,-1,-1
868,-1,-1,-1
869,-1,-1,-1
870,-1,304,-1
871,-1,-1,-1
872,-1,-1,375
873,-1,-1,-1
874,-1,-1,376
875,-1,305,377
876,-1,306,378
877,-1,307,379
878,-1,-1,-1
879,-1,308,-1
880,-1,-1,380
881,-1,309,381
882,-1,-1,-1
883,-1,310,382
884,-1,-1,-1
885,-1,-1,383
886,-1,-1,-1
887,-1,-1,384
888,-1,-1,-1
889,-1,-1,-1
890,-1,-1,385
891,-1,311,-1
892,-1,-1,-1
893,-1,-1,-1
894,-1,-1,-1
895,-1,312,386
896,-1,-1,-1
897,-1,-1,-1
898,-1,313,387
899,-1,-1,388
900,-1,-1,389
901,-1,-1,-1
902,-1,314,390
903,-1,-1,-1
904,-1,-1,391
905,-1,-1,-1
906,-1,-1,392
907,-1,-1,-1
908,-1,-1,-1
909,-1,-1,-1
910,-1,-1,-1
911,-1,315,393
912,-1,316,394
913,-1,-1,-1
914,-1,-1,-1
915,-1,-1,-1
916,-1,-1,-1
917,-1,-1,-1
918,-1,-1,395
919,-1,317,396
920,-1,-1,-1
921,-1,318,397
922,-1,-1,398
923,-1,-1,-1
924,-1,319,399
925,-1,-1,-1
926,-1,-1,-1
927,-1,320,400
928,-1,-1,-1
929,-1,321,401
930,-1,322,402
931,-1,323,-1
932,-1,324,403
933,-1,-1,-1
934,-1,-1,-1
935,-1,-1,-1
936,-1,-1,-1
937,-1,325,404
938,-1,325,-1
939,-1,-1,-1
940,-1,-1,-1
941,-1,326,405
942,-1,-1,-1
943,-1,327,406
944,-1,328,407
945,-1,-1,-1
946,-1,-1,408
947,-1,-1,-1
948,-1,329,409
949,-1,330,410
950,-1,-1,-1
951,-1,-1,-1
952,-1,-1,-1
953,-1,331,411
954,-1,-1,-1
955,-1,-1,-1
956,-1,332,412
957,-1,333,413
958,-1,334,414
959,-1,-1,-1
960,-1,-1,-1
961,-1,-1,-1
962,-1,335,415
963,-1,-1,-1
964,-1,-1,-1
965,-1,336,416
966,-1,337,417
967,-1,-1,-1
968,-1,338,418
969,-1,-1,-1
970,-1,339,419
971,-1,340,420
972,-1,-1,-1
973,-1,341,421
974,-1,-1,422
975,-1,-1,423
976,-1,342,424
977,-1,-1,-1
978,-1,-1,-1
979,-1,-1,-1
980,-1,-1,-1
981,-1,-1,-1
982,-1,-1,-1
983,-1,343,425
984,-1,-1,-1
985,-1,344,426
986,-1,345,427
987,-1,-1,-1
988,-1,-1,-1
989,-1,346,428
990,-1,347,429
991,-1,348,430
992,-1,349,431
993,-1,-1,432
994,-1,350,433
995,-1,351,434
996,-1,-1,-1
997,-1,-1,-1
998,-1,352,435
999,-1,353,436
1000,-1,354,437
1001,-1,355,438
1002,-1,-1,-1
1003,-1,356,439
1004,-1,-1,-1
1005,-1,357,440
1006,-1,-1,-1
1007,-1,358,441
1008,-1,-1,-1
1009,-1,-1,-1
1010,-1,359,442
1011,-1,-1,-1
1012,-1,-1,-1
1013,-1,-1,-1
1014,-1,-1,-1
1015,-1,-1,-1
1016,-1,-1,-1
1017,-1,-1,443
1018,-1,360,-1
1019,-1,-1,-1
1020,-1,361,444
1021,-1,362,445
1022,-1,-1,-1
1023,-1,-1,446
1024,-1,-1,-1
1025,-1,-1,-1
1026,-1,-1,-1
1027,-1,-1,-1
1028,-1,-1,446
1029,-1,-1,-1
1030,-1,-1,-1
1031,-1,-1,-1
1032,-1,-1,-1
1033,-1,-1,-1
1034,-1,-1,446
1035,-1,-1,-1
1036,-1,363,447
1037,-1,364,448
1038,-1,364,449
1039,-1,-1,450
1040,-1,-1,-1
1041,-1,-1,-1
1042,-1,-1,-1
1043,-1,-1,-1
1044,-1,-1,-1
1045,-1,-1,451
1046,-1,-1,-1
1047,-1,-1,-1
1048,-1,-1,-1
1049,-1,-1,-1
1050,-1,-1,-1
1051,-1,-1,-1
1052,-1,365,-1
1053,-1,-1,-1
1054,-1,366,-1
1055,-1,367,452
1056,-1,-1,-1
1057,-1,-1,453
1058,-1,-1,-1
1059,-1,367,-1
1060,-1,368,454
1061,-1,-1,-1
1062,-1,-1,-1
1063,-1,-1,-1
1064,-1,369,455
1065,-1,-1,-1
1066,-1,-1,-1
1067,-1,-1,-1
1068,-1,-1,456
1069,-1,-1,-1
1070,-1,-1,-1
1071,-1,-1,-1
1072,-1,370,457
1073,-1,-1,-1
1074,-1,-1,-1
1075,-1,370,-1
1076,-1,370,458
1077,-1,-1,-1
1078,-1,371,459
1079,-1,372,460
1080,-1,373,461
1081,-1,-1,-1
1082,-1,-1,-1
1083,-1,374,462
1084,-1,375,463
1085,-1,-1,-1
1086,-1,376,-1
1087,-1,-1,464
1088,-1,377,465
1089,-1,378,466
1090,-1,-1,-1
1091,-1,-1,467
1092,-1,379,468
1093,-1,-1,-1
1094,-1,-1,-1
1095,-1,-1,-1
1096,-1,380,469
1097,-1,-1,470
1098,-1,-1,471
1099,-1,381,472
1100,-1,382,473
1101,-1,-1,474
1102,-1,383,475
1103,-1,-1,-1
1104,-1,-1,-1
1105,-1,-1,476
1106,-1,384,477
1107,-1,-1,478
1108,-1,-1,-1
1109,-1,385,479
1110,-1,-1,-1
1111,-1,386,-1
1112,-1,-1,-1
1113,-1,-1,-1
1114,-1,-1,-1
1115,-1,387,480
1116,-1,-1,-1
1117,-1,-1,-1
1118,-1,-1,-1
1119,-1,388,-1
1120,-1,-1,-1
1121,-1,-1,-1
1122,-1,-1,-1
1123,-1,389,481
1124,-1,-1,-1
1125,-1,390,482
1126,-1,391,-1
1127,-1,-1,-1
1128,-1,-1,-1
1129,-1,392,483
1130,-1,393,484
1131,-1,393,485
1132,-1,394,486
1133,-1,-1,-1
1134,-1,395,487
1135,-1,396,488
1136,-1,-1,-1
1137,-1,397,489
1138,-1,-1,-1
1139,-1,-1,-1
1140,-1,398,490
1141,-1,399,491
1142,-1,399,492
1143,-1,-1,-1
1144,-1,-1,493
1145,-1,-1,-1
1146,-1,-1,-1
1147,-1,400,-1
1148,-1,-1,-1
1149,-1,-1,-1
1150,-1,-1,-1
1151,-1,401,494
1152,-1,-1,-1
1153,-1,402,495
1154,-1,403,496
1155,-1,-1,-1
1156,-1,404,497
1157,-1,-1,-1
1158,-1,-1,498
1159,-1,405,499
1160,-1,406,500
1161,-1,407,-1
1162,-1,408,-1
1163,-1,-1,-1
1164,-1,-1,-1
1165,-1,-1,-1
1166,-1,409,501
1167,-1,-1,-1
1168,-1,410,502
1169,-1,-1,-1
1170,-1,411,503
1171,-1,412,-1
1172,-1,413,504
1173,-1,-1,505
1174,-1,414,506
1175,-1,-1,-1
1176,-1,415,507
1177,-1,-1,-1
1178,-1,416,-1
1179,-1,-1,508
1180,-1,417,509
1181,-1,418,510
1182,-1,-1,-1
1183,-1,-1,-1
1184,-1,419,511
1185,-1,-1,-1
1186,-1,420,512
1187,-1,-1,-1
1188,-1,-1,-1
1189,-1,-1,-1
1190,-1,-1,-1
1191,-1,421,513
1192,-1,-1,-1
1193,-1,422,514
1194,-1,423,515
1195,-1,-1,-1
1196,-1,-1,516
1197,-1,424,517
1198,-1,425,518
1199,-1,426,519
1200,-1,-1,-1
1201,-1,-1,-1
1202,-1,427,520
1203,-1,428,521
1204,-1,-1,-1
1205,-1,-1,-1
1206,-1,-1,522
1207,-1,-1,-1
1208,-1,-1,-1
1209,-1,-1,-1
1210,-1,-1,-1
1211,-1,-1,-1
1212,-1,-1,-1
1213,-1,-1,-1
1214,-1,-1,-1
1215,-1,429,523
1216,-1,-1,524
1217,-1,430,525
1218,-1,-1,-1
1219,-1,-1,-1
1220,-1,-1,-1
1221,-1,-1,-1
1222,-1,-1,-1
1223,-1,431,526
1224,-1,-1,-1
1225,-1,432,527
1226,-1,-1,-1
1227,-1,433,528
1228,-1,-1,-1
1229,-1,434,529
1230,-1,435,-1
1231,-1,436,530
1232,-1,-1,531
1233,-1,-1,-1
1234,-1,-1,-1
1235,-1,-1,-1
1236,-1,-1,532
1237,-1,437,533
1238,-1,438,534
1239,-1,-1,535
1240,-1,-1,-1
1241,-1,439,536
1242,-1,440,537
1243,-1,440,538
1244,-1,-1,-1
1245,-1,-1,-1
1246,-1,-1,539
1247,-1,-1,540
1248,-1,441,541
1249,-1,442,542
1250,-1,-1,543
1251,-1,-1,544
1252,-1,-1,-1
1253,-1,-1,545
1254,-1,-1,-1
1255,-1,-1,546
1256,-1,443,547
1257,-1,444,548
1258,5,-1,-1
1259,-1,445,549
1260,-1,-1,-1
1261,-1,-1,-1
1262,-1,-1,550
1263,-1,-1,-1
1264,-1,-1,-1
1265,-1,446,551
1266,-1,-1,-1
1267,-1,-1,552
1268,-1,447,553
1269,-1,-1,-1
1270,-1,-1,-1
1271,-1,448,554
1272,-1,449,-1
1273,-1,-1,-1
1274,-1,-1,-1
1275,-1,-1,-1
1276,-1,-1,-1
1277,-1,-1,-1
1278,-1,450,555
1279,-1,-1,-1
1280,-1,-1,-1
1281,-1,-1,-1
1282,-1,-1,556
1283,-1,-1,557
1284,-1,451,558
1285,-1,452,559
1286,-1,-1,-1
1287,-1,-1,560
1288,-1,-1,-1
1289,-1,453,561
1290,-1,-1,562
1291,-1,-1,-1
1292,-1,-1,-1
1293,-1,-1,-1
1294,-1,454,563
1295,-1,455,564
1296,-1,456,565
1297,-1,-1,-1
1298,-1,-1,-1
1299,-1,-1,-1
1300,-1,457,566
1301,-1,-1,-1
1302,-1,-1,-1
1303,-1,458,567
1304,-1,-1,-1
1305,-1,-1,568
1306,-1,-1,569
1307,-1,459,570
1308,-1,460,571
1309,-1,461,572
1310,-1,-1,-1
1311,-1,-1,-1
1312,-1,462,-1
1313,-1,-1,-1
1314,-1,463,573
1315,-1,-1,-1
1316,-1,-1,-1
1317,-1,-1,-1
1318,-1,-1,-1
1319,-1,-1,-1
1320,-1,463,-1
1321,-1,-1,-1
1322,-1,464,574
1323,-1,465,575
1324,-1,-1,-1
1325,-1,466,576
1326,-1,467,-1
1327,-1,468,-1
1328,-1,-1,-1
1329,-1,-1,-1
1330,-1,-1,-1
1331,-1,-1,-1
1332,-1,469,577
1333,-1,-1,-1
