name,recipeingredient,preptime,cooktime
1334,-1,-1,-1
1335,-1,-1,-1
1336,-1,-1,-1
1337,-1,470,578
1338,-1,-1,-1
1339,-1,-1,-1
1340,-1,-1,-1
1341,-1,-1,-1
1342,-1,-1,-1
1343,-1,471,579
1344,-1,-1,-1
1345,-1,-1,580
1346,-1,-1,-1
1347,-1,-1,-1
1348,-1,-1,-1
1349,-1,-1,-1
1350,-1,-1,581
1351,-1,-1,582
1352,-1,-1,-1
1353,-1,-1,583
1354,-1,-1,-1
1355,-1,471,584
1356,-1,472,585
1357,-1,-1,-1
1358,-1,-1,-1
1359,-1,473,586
1360,-1,-1,-1
1361,-1,-1,587
1362,-1,474,588
1363,-1,475,-1
1364,-1,-1,589
1365,-1,-1,-1
1366,-1,-1,-1
1367,-1,-1,-1
1368,-1,-1,-1
1369,-1,-1,-1
1370,-1,476,590
1371,-1,-1,-1
1372,-1,-1,-1
1373,-1,477,591
1374,-1,478,592
1375,-1,479,593
1376,-1,480,594
1377,-1,-1,595
1378,-1,-1,596
1379,-1,-1,597
1380,-1,-1,-1
1381,-1,481,598
1382,-1,-1,-1
1383,-1,482,599
1384,-1,-1,600
1385,-1,483,601
1386,-1,-1,-1
1387,-1,-1,-1
1388,-1,-1,-1
1389,-1,-1,-1
1390,-1,-1,602
1391,-1,-1,603
1392,-1,484,604
1393,-1,485,605
1394,-1,486,606
1395,-1,487,607
1396,-1,-1,-1
1397,-1,-1,-1
1398,-1,-1,-1
1399,-1,488,608
1400,-1,-1,-1
1401,-1,-1,-1
1402,-1,-1,-1
1403,-1,-1,-1
1404,-1,-1,-1
1405,-1,-1,609
1406,-1,489,610
1407,-1,-1,-1
1408,-1,-1,611
1409,-1,-1,-1
1410,-1,-1,-1
1411,-1,-1,-1
1412,-1,490,612
1413,-1,491,613
1414,-1,-1,-1
1415,-1,492,-1
1416,-1,493,614
1417,-1,-1,-1
1418,-1,-1,-1
1419,-1,494,615
1420,-1,-1,-1
1421,-1,-1,-1
1422,-1,-1,-1
1423,-1,495,-1
1424,-1,-1,-1
1425,-1,-1,-1
1426,-1,496,616
1427,-1,-1,617
1428,-1,-1,-1
1429,-1,497,618
1430,-1,-1,-1
1431,-1,-1,619
1432,-1,498,620
1433,-1,-1,-1
1434,-1,499,621
1435,-1,-1,-1
1436,-1,-1,-1
1437,-1,-1,-1
1438,-1,-1,-1
1439,-1,500,622
1440,-1,-1,-1
1441,-1,-1,-1
1442,-1,-1,-1
1443,-1,501,623
1444,-1,502,624
1445,-1,503,625
1446,-1,-1,-1
1447,-1,-1,626
1448,-1,504,627
1449,-1,-1,-1
1450,-1,505,628
1451,-1,506,629
1452,-1,507,630
1453,-1,-1,-1
1454,-1,-1,-1
1455,-1,508,631
1456,-1,509,632
1457,-1,-1,-1
1458,-1,-1,-1
1459,-1,-1,-1
1460,-1,510,633
1461,-1,510,634
1462,-1,511,635
1463,-1,512,636
1464,-1,513,637
1465,-1,514,638
1466,-1,-1,-1
1467,-1,-1,-1
1468,-1,-1,-1
1469,-1,-1,-1
1470,-1,515,639
1471,-1,-1,-1
1472,-1,516,639
1473,-1,-1,-1
1474,-1,517,640
1475,-1,518,641
1476,-1,-1,-1
1477,-1,519,-1
1478,-1,520,642
1479,-1,-1,-1
1480,-1,-1,-1
1481,-1,521,643
1482,-1,522,644
1483,-1,522,645
1484,-1,523,646
1485,-1,524,647
1486,-1,-1,-1
1487,-1,-1,-1
1488,-1,-1,-1
1489,-1,525,648
1490,-1,-1,649
1491,-1,-1,-1
1492,-1,-1,-1
1493,-1,-1,-1
1494,-1,-1,-1
1495,-1,-1,650
1496,-1,-1,-1
1497,-1,-1,651
1498,-1,-1,-1
1499,-1,-1,-1
1500,-1,-1,-1
1501,-1,526,652
1502,-1,527,653
1503,-1,-1,-1
1504,-1,-1,-1
1505,-1,528,654
1506,-1,529,-1
1507,-1,530,655
1508,-1,531,-1
1509,-1,532,656
1510,-1,-1,-1
1511,-1,533,657
1512,-1,-1,658
1513,-1,534,659
1514,-1,-1,660
1515,-1,-1,-1
1516,-1,-1,-1
1517,-1,-1,-1
1518,-1,-1,-1
1519,-1,-1,-1
1520,-1,-1,-1
1521,-1,-1,-1
1522,-1,-1,-1
1523,-1,-1,-1
1524,-1,-1,661
1525,-1,-1,-1
1526,-1,535,662
1527,-1,-1,-1
1528,-1,-1,-1
1529,-1,536,663
1530,-1,537,664
1531,-1,-1,-1
1532,-1,-1,-1
1533,-1,538,665
1534,-1,539,-1
1535,-1,540,666
1536,-1,-1,-1
1537,-1,-1,-1
1538,-1,-1,-1
1539,-1,-1,-1
1540,-1,-1,-1
1541,-1,-1,667
1542,-1,541,668
1543,-1,-1,-1
1544,-1,-1,-1
1545,-1,-1,-1
1546,-1,542,669
1547,-1,-1,-1
1548,-1,-1,-1
1549,-1,-1,-1
1550,-1,-1,-1
1551,-1,-1,-1
1552,-1,-1,-1
1553,-1,-1,-1
1554,-1,-1,-1
1555,-1,543,670
1556,-1,543,671
1557,-1,544,672
1558,-1,545,673
1559,-1,-1,-1
1560,-1,-1,-1
1561,-1,-1,-1
1562,-1,-1,674
1563,-1,546,675
1564,-1,-1,-1
1565,-1,547,676
1566,-1,548,677
1567,-1,549,678
1568,-1,-1,-1
1569,-1,-1,-1
1570,-1,-1,679
1571,-1,-1,680
1572,-1,-1,-1
1573,-1,-1,-1
1574,-1,550,681
1575,-1,551,682
1576,-1,552,683
1577,-1,553,684
1578,-1,-1,685
1579,-1,-1,-1
1580,-1,554,686
1581,-1,555,-1
1582,-1,-1,-1
1583,-1,-1,687
1584,-1,-1,-1
1585,-1,-1,-1
1586,-1,-1,-1
1587,-1,556,688
1588,-1,557,689
1589,-1,558,690
1590,-1,559,691
1591,-1,-1,-1
1592,-1,-1,-1
1593,-1,560,692
1594,-1,-1,-1
1595,-1,-1,-1
1596,-1,-1,-1
1597,-1,-1,693
1598,-1,-1,-1
1599,-1,-1,-1
1600,-1,-1,-1
1601,-1,-1,-1
1602,-1,561,694
1603,-1,562,695
1604,-1,-1,-1
1605,-1,-1,-1
1606,-1,563,696
1607,-1,564,697
1608,-1,-1,-1
1609,-1,-1,-1
1610,-1,565,698
1611,-1,-1,-1
1612,-1,-1,699
1613,-1,-1,-1
1614,-1,566,700
1615,-1,-1,-1
1616,-1,-1,-1
1617,-1,-1,-1
1618,-1,567,701
1619,-1,-1,-1
1620,-1,-1,-1
1621,-1,-1,-1
1622,-1,-1,-1
1623,-1,-1,-1
1624,-1,568,702
1625,-1,-1,-1
1626,-1,-1,-1
1627,-1,569,703
1628,-1,-1,-1
1629,-1,-1,-1
1630,-1,570,704
1631,-1,-1,705
1632,-1,-1,-1
1633,-1,-1,706
1634,-1,571,707
1635,-1,-1,708
1636,-1,572,709
1637,-1,-1,-1
1638,-1,572,710
1639,-1,573,711
1640,-1,573,712
1641,-1,574,713
1642,-1,575,714
1643,-1,-1,-1
1644,-1,-1,-1
1645,-1,-1,-1
1646,-1,-1,-1
1647,-1,576,715
1648,-1,-1,-1
1649,-1,-1,-1
1650,-1,-1,716
1651,-1,-1,-1
1652,-1,-1,-1
1653,-1,-1,-1
1654,-1,-1,717
1655,-1,577,718
1656,-1,-1,719
1657,-1,-1,-1
1658,-1,-1,-1
1659,-1,-1,-1
1660,-1,-1,-1
1661,-1,-1,-1
1662,-1,-1,-1
1663,-1,578,720
1664,-1,579,721
1665,-1,-1,-1
1666,-1,-1,-1
1667,-1,-1,-1
1668,-1,-1,-1
1669,-1,-1,-1
1670,-1,580,722
1671,-1,581,723
1672,-1,-1,-1
1673,-1,582,724
1674,-1,583,725
1675,-1,-1,-1
1676,-1,584,726
1677,-1,585,727
1678,-1,586,728
1679,-1,-1,-1
1680,-1,587,-1
1681,-1,587,729
1682,-1,-1,-1
1683,-1,-1,-1
1684,-1,588,730
1685,-1,589,731
1686,-1,-1,732
1687,-1,590,733
1688,-1,-1,734
1689,-1,-1,-1
1690,-1,591,735
1691,-1,592,736
1692,-1,-1,-1
1693,-1,-1,-1
1694,-1,593,-1
1695,-1,-1,-1
1696,-1,594,737
1697,-1,-1,-1
1698,-1,595,738
1699,-1,-1,-1
1700,-1,-1,-1
1701,-1,-1,-1
1702,-1,-1,739
1703,-1,596,-1
1704,-1,-1,-1
1705,-1,-1,-1
1706,-1,-1,-1
1707,-1,-1,-1
1708,-1,597,740
1709,-1,-1,-1
1710,-1,598,741
1711,-1,-1,-1
1712,-1,-1,742
1713,-1,-1,-1
1714,-1,599,743
1715,-1,-1,-1
1716,-1,-1,744
1717,-1,-1,-1
1718,-1,-1,-1
1719,-1,-1,-1
1720,-1,-1,745
1721,-1,-1,-1
1722,-1,-1,-1
1723,-1,-1,-1
1724,-1,600,746
1725,-1,601,747
1726,-1,602,748
1727,-1,-1,-1
1728,-1,-1,-1
1729,-1,-1,-1
1730,-1,602,749
1731,-1,603,750
1732,-1,-1,-1
1733,-1,-1,-1
1734,-1,604,751
1735,-1,-1,-1
1736,-1,605,752
1737,-1,-1,-1
1738,-1,-1,-1
1739,-1,-1,753
1740,-1,606,754
1741,-1,607,755
1742,-1,-1,-1
1743,-1,-1,-1
1744,-1,608,756
1745,-1,-1,-1
1746,-1,-1,-1
1747,-1,-1,-1
1748,-1,609,757
1749,-1,610,758
1750,-1,-1,-1
1751,-1,611,759
1752,-1,-1,-1
1753,-1,-1,-1
1754,-1,-1,-1
1755,-1,-1,-1
1756,-1,-1,-1
1757,-1,-1,-1
1758,-1,612,-1
1759,-1,-1,-1
1760,-1,613,760
1761,-1,614,761
1762,-1,615,762
1763,-1,-1,-1
1764,-1,616,763
1765,-1,617,764
1766,-1,-1,765
1767,-1,-1,-1
1768,-1,-1,766
1769,-1,-1,-1
1770,-1,618,767
1771,-1,619,768
1772,-1,-1,-1
1773,-1,-1,-1
1774,-1,620,769
1775,-1,-1,-1
1776,-1,-1,-1
1777,-1,621,770
1778,-1,622,771
1779,-1,623,772
1780,-1,624,773
1781,-1,625,-1
1782,-1,-1,-1
1783,-1,626,774
1784,-1,-1,-1
1785,-1,-1,-1
1786,-1,-1,-1
1787,-1,-1,-1
1788,-1,627,775
1789,-1,-1,-1
1790,-1,-1,-1
1791,-1,-1,-1
1792,-1,-1,776
1793,-1,-1,777
1794,-1,628,778
1795,-1,-1,-1
1796,-1,-1,-1
1797,-1,-1,-1
1798,-1,629,779
1799,-1,-1,780
1800,-1,630,781
1801,-1,631,782
1802,-1,-1,-1
1803,-1,632,783
1804,-1,-1,-1
1805,-1,-1,-1
1806,-1,-1,784
1807,-1,-1,-1
1808,-1,-1,-1
1809,-1,633,785
1810,-1,-1,786
1811,-1,-1,787
1812,-1,-1,-1
1813,-1,-1,788
1814,-1,634,789
1815,-1,635,790
1816,-1,-1,791
1817,-1,636,792
1818,-1,-1,-1
1819,-1,637,793
1820,-1,-1,-1
1821,-1,638,794
1822,-1,639,-1
1823,-1,-1,-1
1824,-1,640,795
1825,-1,641,796
1826,-1,-1,-1
1827,-1,642,797
1828,-1,643,798
1829,-1,-1,-1
1830,-1,644,799
1831,-1,645,800
1832,-1,-1,-1
1833,-1,646,801
1834,-1,-1,-1
1835,-1,647,802
1836,-1,647,803
1837,-1,-1,804
1838,-1,-1,805
1839,-1,-1,806
1840,-1,648,807
1841,-1,649,808
1842,-1,-1,-1
1843,-1,650,809
1844,-1,-1,810
1845,-1,651,811
1846,-1,-1,-1
1847,-1,652,812
1848,-1,-1,813
1849,-1,-1,814
1850,-1,653,815
1851,-1,-1,-1
1852,-1,-1,-1
1853,-1,-1,-1
1854,-1,-1,-1
1855,-1,654,816
1856,-1,-1,-1
1857,-1,-1,-1
1858,-1,-1,-1
1859,-1,655,817
1860,-1,656,818
1861,-1,657,819
1862,-1,658,820
1863,-1,659,-1
1864,-1,660,-1
1865,-1,661,821
1866,-1,-1,822
1867,-1,662,823
1868,-1,663,-1
1869,-1,-1,-1
1870,-1,664,824
1871,-1,665,825
1872,-1,-1,-1
1873,-1,-1,826
1874,-1,666,827
1875,-1,667,827
1876,-1,-1,-1
1877,-1,-1,-1
1878,-1,-1,-1
1879,-1,-1,828
1880,-1,668,829
1881,-1,669,830
1882,-1,-1,-1
1883,-1,-1,-1
1884,-1,-1,-1
1885,-1,-1,-1
1886,-1,670,-1
1887,-1,-1,-1
1888,-1,671,831
1889,-1,-1,-1
1890,-1,-1,832
1891,-1,-1,-1
1892,-1,672,833
1893,-1,-1,-1
1894,-1,-1,-1
1895,-1,-1,834
1896,-1,-1,835
1897,-1,-1,-1
1898,-1,-1,-1
1899,-1,-1,-1
1900,-1,-1,-1
1901,-1,-1,-1
1902,-1,-1,836
1903,-1,-1,-1
1904,-1,673,837
1905,-1,674,838
1906,-1,675,839
1907,-1,-1,-1
1908,-1,-1,-1
1909,-1,676,840
1910,-1,677,841
1911,-1,-1,-1
1912,-1,-1,842
1913,-1,-1,-1
1914,-1,-1,-1
1915,-1,678,843
1916,-1,679,844
1917,-1,-1,-1
1918,-1,-1,-1
1919,-1,-1,-1
1920,-1,680,845
1921,-1,-1,-1
1922,-1,681,846
1923,-1,-1,-1
1924,-1,682,847
1925,-1,683,848
1926,-1,-1,-1
1927,-1,-1,849
1928,-1,-1,-1
1929,-1,-1,-1
1930,-1,-1,-1
1931,-1,-1,-1
1932,-1,-1,-1
1933,-1,684,850
1934,-1,-1,-1
1935,-1,685,851
1936,-1,-1,-1
1937,-1,686,852
1938,-1,687,853
1939,-1,688,854
1940,-1,-1,-1
1941,-1,-1,-1
1942,-1,689,855
1943,-1,690,856
1944,-1,691,857
1945,-1,692,858
1946,-1,-1,-1
1947,-1,-1,-1
1948,-1,-1,-1
1949,-1,-1,-1
1950,-1,693,859
1951,-1,-1,-1
1952,-1,694,860
1953,-1,-1,-1
1954,-1,695,861
1955,-1,-1,-1
1956,-1,-1,-1
1957,-1,696,-1
1958,-1,697,-1
1959,-1,-1,-1
1960,-1,698,862
1961,-1,699,863
1962,-1,699,864
1963,-1,-1,-1
1964,-1,700,865
1965,-1,-1,-1
1966,-1,701,866
1967,-1,702,867
1968,-1,-1,-1
1969,-1,-1,-1
1970,-1,-1,-1
1971,-1,-1,868
1972,-1,703,869
1973,-1,-1,-1
1974,-1,-1,-1
1975,-1,-1,-1
1976,-1,-1,-1
1977,-1,704,870
1978,-1,-1,-1
1979,-1,705,-1
1980,-1,-1,-1
1981,-1,-1,871
1982,-1,-1,-1
1983,-1,-1,-1
1984,-1,-1,-1
1985,-1,-1,-1
1986,-1,-1,872
1987,-1,-1,-1
1988,-1,-1,873
1989,-1,-1,-1
1990,-1,706,874
1991,-1,-1,-1
1992,-1,707,874
1993,-1,-1,-1
1994,-1,-1,-1
1995,-1,708,875
1996,-1,-1,-1
1997,6,-1,-1
1998,-1,-1,876
1999,-1,-1,-1
2000,-1,-1,-1
2001,-1,-1,-1
2002,-1,-1,-1
2003,-1,-1,-1
2004,-1,-1,-1
2005,-1,-1,877
2006,-1,709,878
2007,-1,-1,-1
2008,-1,710,879
2009,-1,-1,-1
2010,-1,-1,880
2011,-1,711,881
2012,-1,-1,-1
2013,-1,-1,-1
2014,-1,712,882
2015,-1,-1,-1
2016,-1,713,883
2017,-1,-1,-1
2018,-1,-1,884
2019,-1,-1,-1
2020,7,-1,-1
2021,-1,-1,-1
2022,-1,714,885
2023,-1,-1,-1
2024,-1,715,886
2025,-1,716,887
2026,-1,-1,-1
2027,-1,717,888
2028,-1,-1,889
2029,-1,718,890
2030,-1,719,-1
2031,-1,720,891
2032,-1,721,892
2033,-1,-1,-1
2034,-1,-1,-1
2035,-1,-1,-1
2036,8,-1,-1
2037,-1,-1,-1
2038,-1,-1,893
2039,-1,722,-1
2040,-1,-1,894
2041,-1,-1,-1
2042,-1,-1,-1
2043,-1,723,895
2044,-1,-1,-1
2045,-1,724,896
2046,-1,725,897
2047,-1,726,898
2048,-1,727,899
2049,-1,-1,-1
2050,-1,-1,-1
2051,-1,728,900
2052,-1,-1,-1
2053,-1,-1,-1
2054,-1,-1,-1
2055,-1,-1,901
2056,-1,-1,-1
2057,-1,729,902
2058,-1,-1,-1
2059,-1,730,903
2060,-1,-1,-1
2061,-1,-1,-1
2062,-1,731,-1
2063,-1,732,904
2064,-1,733,905
2065,-1,-1,-1
2066,-1,-1,-1
2067,-1,-1,-1
2068,-1,-1,-1
2069,-1,-1,-1
2070,-1,-1,-1
2071,-1,734,906
2072,-1,-1,907
2073,-1,735,908
2074,-1,736,909
2075,-1,736,910
2076,-1,-1,-1
2077,-1,-1,-1
2078,-1,-1,911
2079,-1,-1,-1
2080,-1,-1,-1
2081,-1,737,912
2082,-1,738,913
2083,-1,-1,-1
2084,-1,739,914
2085,-1,-1,-1
2086,-1,740,915
2087,-1,-1,-1
2088,-1,-1,-1
2089,-1,-1,916
2090,-1,741,-1
2091,-1,742,917
2092,-1,-1,-1
2093,-1,-1,-1
2094,-1,743,918
2095,-1,-1,-1
2096,-1,744,919
2097,-1,745,920
2098,-1,-1,-1
2099,-1,746,921
2100,-1,747,922
2101,-1,-1,-1
2102,-1,748,923
2103,-1,749,924
2104,-1,-1,-1
2105,-1,750,925
2106,-1,-1,-1
2107,-1,751,926
2108,-1,-1,-1
2109,-1,-1,-1
2110,-1,752,927
2111,-1,-1,-1
2112,-1,-1,-1
2113,-1,753,928
2114,-1,754,929
2115,-1,-1,-1
2116,-1,-1,-1
2117,-1,-1,-1
2118,-1,-1,-1
2119,-1,755,930
2120,-1,-1,-1
2121,-1,-1,-1
2122,-1,756,931
2123,-1,-1,-1
2124,-1,757,932
2125,-1,-1,-1
2126,-1,-1,-1
2127,-1,758,933
2128,-1,-1,-1
2129,-1,759,934
2130,-1,760,935
2131,-1,-1,936
2132,-1,761,937
2133,-1,-1,-1
2134,-1,-1,-1
2135,-1,762,938
2136,-1,-1,939
2137,-1,-1,940
2138,-1,-1,-1
2139,-1,-1,-1
2140,-1,-1,-1
2141,-1,-1,-1
2142,-1,-1,-1
2143,-1,-1,-1
2144,-1,-1,-1
2145,-1,763,941
2146,-1,-1,942
2147,-1,-1,-1
2148,-1,-1,-1
2149,-1,-1,-1
2150,-1,764,-1
2151,-1,-1,-1
2152,-1,-1,-1
2153,-1,765,943
2154,-1,766,944
2155,-1,-1,945
2156,-1,-1,946
2157,-1,-1,-1
2158,-1,-1,-1
2159,-1,-1,-1
2160,-1,767,947
2161,-1,-1,-1
2162,-1,768,948
2163,-1,-1,-1
2164,-1,-1,-1
2165,-1,-1,-1
2166,-1,-1,-1
2167,-1,-1,949
2168,-1,-1,-1
2169,-1,769,950
2170,-1,-1,-1
2171,-1,-1,-1
2172,-1,770,951
2173,-1,-1,-1
2174,-1,-1,-1
2175,-1,771,952
2176,-1,772,953
2177,-1,-1,954
2178,-1,-1,-1
2179,-1,773,-1
2180,-1,-1,-1
2181,-1,-1,-1
2182,-1,774,955
2183,-1,775,955
2184,-1,-1,-1
2185,-1,-1,-1
2186,-1,-1,-1
2187,-1,-1,-1
2188,-1,776,-1
2189,-1,777,956
2190,-1,-1,-1
2191,-1,778,957
2192,-1,-1,-1
2193,-1,779,958
2194,-1,-1,-1
2195,-1,-1,959
2196,-1,780,960
2197,-1,-1,-1
2198,-1,-1,-1
2199,-1,781,961
2200,-1,-1,962
2201,-1,-1,-1
2202,-1,-1,-1
2203,-1,-1,-1
2204,-1,-1,-1
2205,-1,-1,963
2206,-1,782,964
2207,-1,783,965
2208,-1,784,966
2209,-1,-1,-1
2210,-1,-1,967
2211,-1,-1,-1
2212,-1,-1,-1
2213,-1,785,968
2214,-1,786,969
2215,-1,-1,-1
2216,-1,787,970
2217,-1,788,-1
2218,-1,-1,-1
2219,-1,789,971
2220,-1,-1,-1
2221,-1,790,972
2222,-1,-1,-1
2223,-1,791,-1
2224,-1,-1,-1
2225,-1,-1,-1
2226,-1,792,973
2227,-1,-1,-1
2228,-1,793,974
2229,-1,-1,-1
2230,-1,794,975
2231,-1,795,976
2232,-1,-1,-1
2233,-1,-1,-1
2234,-1,796,977
2235,-1,-1,-1
2236,-1,797,978
2237,-1,-1,979
2238,-1,798,980
2239,-1,-1,-1
2240,-1,-1,-1
2241,-1,799,981
2242,-1,-1,982
2243,-1,-1,-1
2244,-1,800,983
2245,-1,-1,-1
2246,-1,-1,-1
2247,-1,-1,-1
2248,-1,801,984
2249,-1,-1,-1
2250,-1,-1,-1
2251,-1,-1,-1
2252,-1,802,985
2253,-1,803,986
2254,-1,804,987
2255,-1,-1,988
2256,-1,-1,-1
2257,-1,-1,-1
2258,-1,-1,-1
2259,-1,805,989
2260,-1,806,990
2261,-1,807,991
2262,-1,-1,-1
2263,-1,-1,-1
2264,-1,-1,-1
2265,-1,808,-1
2266,-1,-1,-1
2267,-1,809,992
2268,-1,-1,-1
2269,-1,-1,993
2270,-1,810,994
2271,-1,-1,-1
2272,-1,811,-1
2273,-1,812,995
2274,-1,-1,996
2275,-1,813,997
2276,-1,814,998
2277,-1,815,999
2278,-1,-1,-1
2279,-1,-1,1000
2280,-1,-1,-1
2281,-1,-1,-1
2282,-1,-1,-1
2283,-1,816,1001
2284,-1,-1,-1
2285,-1,817,1002
2286,-1,-1,-1
2287,-1,-1,-1
2288,-1,-1,-1
2289,-1,-1,-1
2290,-1,818,1003
2291,-1,-1,1004
2292,-1,-1,-1
2293,-1,819,1005
2294,-1,-1,-1
2295,-1,-1,-1
2296,-1,-1,-1
2297,-1,820,1006
2298,-1,-1,1007
2299,-1,-1,-1
2300,-1,821,1008
2301,-1,-1,-1
2302,-1,-1,-1
2303,-1,-1,-1
2304,-1,-1,-1
2305,-1,-1,-1
2306,-1,-1,1009
2307,-1,-1,-1
2308,-1,-1,-1
2309,-1,-1,1010
2310,-1,-1,-1
2311,-1,-1,-1
2312,-1,-1,1011
2313,-1,-1,-1
2314,-1,-1,1012
2315,-1,-1,-1
2316,-1,822,-1
2317,-1,-1,-1
2318,-1,-1,-1
2319,-1,-1,-1
2320,-1,-1,-1
2321,-1,-1,-1
2322,-1,-1,1013
2323,-1,-1,-1
2324,-1,823,1014
2325,-1,-1,1015
2326,-1,-1,-1
2327,-1,824,1016
2328,-1,-1,1017
2329,-1,-1,1018
2330,-1,-1,-1
2331,-1,-1,-1
2332,-1,825,1019
2333,-1,-1,-1
2334,-1,-1,-1
2335,-1,-1,-1
2336,-1,826,1020
2337,-1,-1,-1
2338,-1,-1,-1
2339,-1,-1,-1
2340,-1,-1,-1
2341,-1,-1,-1
2342,-1,-1,-1
2343,-1,-1,-1
2344,-1,-1,1021
2345,-1,827,1022
2346,-1,-1,-1
2347,-1,-1,-1
2348,-1,-1,-1
2349,-1,-1,-1
2350,-1,828,1023
2351,-1,829,-1
2352,-1,830,1024
2353,-1,-1,-1
2354,-1,-1,-1
2355,-1,-1,-1
2356,-1,-1,-1
2357,-1,831,1025
2358,-1,-1,-1
2359,-1,-1,-1
2360,-1,832,-1
2361,-1,-1,-1
2362,-1,-1,-1
2363,-1,-1,-1
2364,-1,-1,-1
2365,-1,833,1026
2366,-1,-1,-1
2367,-1,-1,1027
2368,-1,834,-1
2369,-1,-1,-1
2370,-1,-1,-1
2371,-1,-1,1028
2372,-1,835,1029
2373,-1,836,-1
2374,-1,836,1030
2375,-1,837,1031
2376,-1,-1,-1
2377,-1,-1,-1
2378,-1,838,-1
2379,-1,839,1032
2380,-1,-1,-1
2381,-1,840,1033
2382,-1,841,-1
2383,-1,-1,-1
2384,-1,-1,-1
2385,-1,-1,-1
2386,-1,-1,-1
2387,-1,-1,-1
2388,-1,-1,-1
2389,-1,-1,1034
2390,-1,-1,-1
2391,-1,-1,-1
2392,-1,-1,-1
2393,-1,-1,1035
2394,-1,-1,-1
2395,-1,842,1036
2396,-1,843,1037
2397,-1,844,1038
2398,-1,-1,-1
2399,-1,845,1039
2400,-1,846,1040
2401,-1,847,1041
2402,-1,-1,-1
2403,-1,848,1042
2404,-1,-1,-1
2405,-1,849,1043
2406,-1,-1,-1
2407,-1,-1,-1
2408,-1,-1,-1
2409,-1,850,1044
2410,-1,-1,-1
2411,-1,-1,-1
2412,-1,851,1045
2413,-1,-1,1046
2414,-1,-1,-1
2415,-1,-1,-1
2416,-1,852,1047
2417,-1,853,1048
2418,-1,854,1049
2419,-1,-1,-1
2420,-1,-1,1050
2421,-1,-1,-1
2422,-1,855,-1
2423,-1,856,1051
2424,-1,-1,-1
2425,-1,857,1052
2426,-1,-1,-1
2427,-1,-1,1053
2428,-1,858,1054
2429,-1,859,1055
2430,-1,-1,-1
2431,-1,-1,-1
2432,-1,-1,-1
2433,-1,-1,-1
2434,-1,-1,-1
2435,-1,-1,-1
2436,-1,-1,1056
2437,-1,-1,-1
2438,-1,-1,-1
2439,-1,-1,-1
2440,-1,-1,1057
2441,-1,860,1058
2442,-1,-1,-1
2443,-1,861,1059
2444,-1,-1,1060
2445,-1,862,1061
2446,-1,-1,-1
2447,-1,-1,-1
2448,-1,863,1062
2449,-1,864,1063
2450,-1,-1,-1
2451,-1,-1,-1
2452,-1,865,-1
2453,-1,-1,-1
2454,-1,866,1064
2455,-1,867,1065
2456,-1,-1,-1
2457,-1,-1,-1
2458,-1,-1,-1
2459,-1,868,1065
2460,-1,-1,1066
2461,-1,869,1067
2462,-1,-1,-1
2463,-1,870,1068
2464,-1,-1,-1
2465,-1,871,1069
2466,-1,-1,-1
2467,-1,-1,-1
2468,-1,871,1070
2469,-1,-1,1071
2470,-1,-1,-1
2471,-1,-1,1072
2472,-1,871,1073
2473,-1,-1,-1
2474,-1,872,1073
2475,-1,-1,-1
2476,-1,873,1074
2477,-1,874,1075
2478,-1,-1,-1
2479,-1,875,1076
2480,-1,876,1077
2481,-1,-1,-1
2482,-1,877,1078
2483,9,878,1079
2484,-1,-1,-1
2485,-1,879,1080
2486,-1,-1,1081
2487,-1,-1,-1
2488,-1,-1,-1
2489,-1,-1,-1
2490,-1,-1,-1
2491,-1,-1,-1
2492,-1,880,1082
2493,-1,881,1083
2494,-1,-1,-1
2495,-1,-1,-1
2496,-1,882,-1
2497,-1,-1,1084
2498,-1,-1,-1
2499,-1,-1,-1
2500,-1,-1,-1
2501,-1,-1,-1
2502,-1,-1,-1
2503,-1,-1,-1
2504,-1,-1,-1
2505,-1,-1,-1
2506,-1,883,-1
2507,-1,884,1085
2508,-1,-1,-1
2509,-1,885,1086
2510,-1,886,1087
2511,-1,886,1088
2512,-1,-1,1089
2513,-1,-1,1090
2514,-1,-1,-1
2515,-1,-1,-1
2516,-1,887,1091
2517,-1,-1,-1
2518,-1,888,1092
2519,-1,889,1093
2520,-1,890,1094
2521,-1,891,1095
2522,-1,892,-1
2523,-1,-1,-1
2524,-1,893,1096
2525,-1,894,1097
2526,-1,-1,1098
2527,-1,895,1099
2528,-1,-1,-1
2529,-1,-1,-1
2530,-1,-1,-1
2531,-1,896,1100
2532,-1,-1,1101
2533,-1,-1,-1
2534,-1,-1,1102
2535,-1,-1,1103
2536,-1,897,-1
2537,-1,-1,-1
2538,-1,898,1104
2539,-1,-1,-1
2540,-1,-1,1105
2541,-1,899,-1
2542,-1,-1,-1
2543,-1,-1,-1
2544,-1,-1,-1
2545,-1,-1,-1
2546,-1,900,1106
2547,-1,-1,-1
2548,-1,901,-1
2549,-1,-1,1107
2550,-1,902,-1
2551,-1,-1,-1
2552,-1,903,-1
2553,-1,-1,-1
2554,-1,-1,-1
2555,-1,-1,-1
2556,-1,-1,1108
2557,-1,-1,-1
2558,-1,-1,-1
2559,-1,-1,-1
2560,-1,904,1109
2561,-1,-1,-1
2562,-1,-1,-1
2563,-1,-1,-1
2564,-1,-1,-1
2565,-1,905,-1
2566,-1,-1,-1
2567,-1,906,1110
2568,-1,-1,-1
2569,-1,-1,-1
2570,-1,907,1111
2571,-1,908,1112
