name,startdate,enddate,location
1662,330,352,0
1663,330,352,0
1664,331,353,0
1665,331,353,0
1666,331,353,0
1667,332,354,0
1668,332,354,0
1669,332,354,0
1670,332,354,0
1671,332,354,0
1672,332,354,0
1673,332,354,0
1674,332,354,0
1675,332,354,0
1676,332,354,0
1677,332,354,0
1678,332,354,0
1679,332,354,0
1680,332,354,0
1681,332,355,0
1682,332,356,0
1683,332,356,0
1684,332,356,0
1685,332,356,0
1686,332,356,0
1687,332,356,0
1688,332,356,0
1689,333,357,0
1690,333,357,0
1691,333,357,0
1692,333,357,0
1693,333,357,0
1694,333,357,0
1695,333,357,0
1696,333,357,0
1697,333,357,0
1698,333,357,0
1699,333,357,0
1700,333,357,0
1701,333,357,0
1702,333,357,0
1703,333,357,0
1704,333,357,0
1705,333,357,0
1706,333,357,0
1707,333,357,0
1708,333,357,0
1709,333,357,0
1710,333,357,0
1711,333,357,0
1712,333,357,0
1713,333,357,0
1714,334,358,0
1715,335,359,0
1716,335,359,0
1717,335,359,0
1718,335,359,0
1719,335,359,0
1720,335,359,0
1721,335,359,0
1722,335,359,0
1723,335,359,0
1724,335,359,0
1725,335,359,0
1726,335,359,0
1727,335,359,0
1728,335,359,0
1729,335,359,0
1730,335,359,0
1731,335,359,0
1732,335,359,0
1733,335,359,0
1734,336,360,0
1735,336,360,0
1736,336,360,0
1737,336,360,0
1738,336,360,0
1739,336,361,0
1740,337,362,0
1741,337,362,0
1742,337,362,0
1743,337,362,0
1744,337,362,0
1745,337,362,0
1746,337,362,0
1747,337,362,0
1748,337,362,0
1749,337,362,0
1750,337,362,0
1751,337,362,0
1752,337,362,0
1753,338,362,0
1754,338,362,0
1755,339,363,0
1756,339,363,0
1757,339,363,0
1758,339,363,0
1759,339,363,0
1760,339,363,0
1761,339,363,0
1762,340,364,0
1763,340,364,0
1764,340,364,0
1765,340,364,0
1766,340,364,0
1767,340,364,0
1768,340,364,0
1769,340,364,0
1770,340,364,0
1771,340,364,0
1772,340,364,0
1773,340,364,0
1774,340,364,0
1775,340,364,0
1776,340,364,0
1777,340,364,0
1778,340,364,0
1779,340,364,0
1780,340,364,0
1781,340,364,0
1782,340,364,0
1783,340,364,0
1784,340,364,0
1785,341,365,0
1786,341,365,0
1787,342,366,0
1788,342,366,0
1789,342,367,0
1790,343,368,0
1791,344,369,0
1792,344,370,0
1793,345,371,0
1794,346,372,0
1795,347,373,0
1796,348,374,0
1797,349,375,0
1798,350,376,0
1799,350,377,0
1800,350,377,0
1801,350,377,0
1802,350,377,0
1803,350,377,0
1804,350,377,0
1805,351,378,0
1806,352,379,0
1807,352,379,0
1808,352,379,0
1809,353,380,0
1810,354,381,0
1811,355,382,0
1812,356,383,0
1813,357,384,0
1814,357,385,0
1815,358,386,0
1816,359,387,0
1817,359,387,0
1818,359,387,0
1819,359,387,0
1820,359,387,0
1821,359,387,0
1822,359,387,0
1823,359,387,0
1824,359,387,0
1825,359,387,0
1826,359,387,0
1827,359,387,0
1828,360,388,0
1829,361,389,0
1830,361,389,0
1831,361,389,0
1832,361,389,0
1833,361,390,0
1834,361,390,0
1835,362,391,0
1836,363,392,0
1837,364,393,0
1838,365,394,0
1839,365,395,0
1840,366,396,0
1841,367,397,0
1842,368,398,0
1843,369,399,0
1844,370,400,0
1845,371,401,0
1846,371,401,0
1847,371,401,0
1848,371,401,0
1849,372,402,0
1850,372,402,0
1851,372,402,0
1852,372,402,0
1853,372,402,0
1854,372,402,0
1855,372,402,0
1856,372,402,0
1857,372,402,0
1858,372,402,0
1859,372,402,0
1860,372,402,0
1861,372,402,0
1862,372,402,0
1863,372,402,0
1864,372,402,0
1865,372,403,0
1866,372,403,0
1867,372,403,0
1868,372,403,0
1869,372,403,0
1870,372,403,0
1871,372,403,0
1872,372,403,0
1873,372,403,0
1874,372,403,0
1875,372,403,0
1876,372,404,0
1877,372,404,0
1878,372,404,0
1879,372,404,0
1880,372,404,0
1881,372,404,0
1882,372,404,0
1883,372,404,0
1884,372,404,0
1885,372,404,0
1886,372,404,0
1887,372,404,0
1888,372,404,0
1889,372,404,0
1890,372,404,0
1891,372,404,0
1892,372,404,0
1893,372,404,0
1894,372,404,0
1895,373,404,0
1896,373,404,0
1897,374,405,0
1898,374,405,0
1899,375,406,0
1900,375,406,0
1901,376,407,0
1902,377,408,0
1903,377,408,0
1904,377,408,0
1905,377,408,0
1906,377,408,0
1907,377,408,0
1908,377,408,0
1909,377,408,0
1910,377,408,0
1911,378,409,0
1912,378,409,0
1913,378,409,0
1914,378,409,0
1915,378,409,0
1916,378,409,0
1917,378,409,0
1918,378,409,0
1919,378,409,0
1920,378,409,0
1921,378,409,0
1922,378,409,0
1923,378,409,0
1924,378,409,0
1925,378,409,0
1926,378,409,0
1927,379,410,0
1928,379,410,0
1929,379,411,0
1930,379,411,0
1931,379,411,0
1932,379,411,0
1933,380,412,0
1934,381,413,0
1935,382,414,0
1936,383,415,0
1937,383,415,0
1938,384,416,0
1939,385,417,0
1940,385,417,0
1941,385,417,0
1942,385,417,0
1943,385,417,0
1944,385,417,0
1945,385,417,0
1946,385,417,0
1947,385,417,0
1948,385,417,0
1949,386,418,0
1950,386,418,0
1951,386,418,0
1952,386,418,0
1953,386,418,0
1954,386,418,0
1955,386,418,0
1956,386,418,0
1957,386,418,0
1958,386,418,0
1959,386,418,0
1960,386,418,0
1961,386,418,0
1962,386,418,0
1963,387,419,0
1964,387,419,0
1965,387,419,0
1966,388,420,0
1967,389,421,0
1968,389,421,0
1969,390,422,0
1970,391,423,0
1971,391,423,0
1972,391,423,0
1973,391,423,0
1974,391,423,0
1975,391,423,0
1976,391,423,0
1977,391,423,0
1978,391,423,0
1979,392,424,0
1980,393,425,0
1981,394,426,0
1982,395,427,0
1983,396,428,0
1984,397,429,0
1985,398,430,0
1986,399,431,0
1987,399,431,0
1988,399,431,0
1989,399,431,0
1990,399,431,0
1991,399,431,0
1992,399,431,0
1993,399,431,0
1994,399,431,0
1995,399,431,0
1996,399,431,0
1997,399,431,0
1998,399,431,0
1999,399,431,0
2000,399,431,0
2001,399,431,0
2002,400,432,0
2003,401,433,0
2004,402,434,0
2005,402,434,0
2006,402,434,0
2007,402,434,0
2008,403,435,0
2009,404,436,0
2010,404,437,0
2011,405,438,0
2012,406,439,0
2013,407,440,0
2014,407,440,0
2015,408,441,0
2016,409,442,0
2017,410,443,0
2018,411,444,0
2019,412,445,0
2020,413,446,0
2021,414,447,0
2022,414,447,0
2023,414,447,0
2024,414,447,0
2025,414,447,0
2026,415,448,0
2027,416,449,0
2028,416,449,0
2029,416,449,0
2030,416,449,0
2031,416,449,0
2032,416,449,0
2033,416,449,0
2034,416,449,0
2035,416,449,0
2036,416,449,0
2037,416,449,0
2038,416,449,0
2039,416,449,0
2040,416,449,0
2041,416,449,0
2042,416,449,0
2043,416,449,0
2044,417,450,0
2045,418,451,0
2046,419,452,0
2047,419,452,0
2048,419,452,0
2049,419,452,0
2050,419,452,0
2051,419,452,0
2052,420,453,0
2053,420,453,0
2054,420,453,0
2055,420,453,0
2056,420,453,0
2057,420,453,0
2058,420,453,0
2059,420,453,0
2060,420,453,0
2061,420,453,0
2062,420,453,0
2063,420,453,0
2064,421,454,0
2065,421,454,0
2066,421,454,0
2067,421,454,0
2068,421,454,0
2069,421,454,0
2070,421,454,0
2071,421,454,0
2072,421,454,0
2073,421,454,0
2074,422,455,0
2075,423,456,0
2076,424,457,0
2077,425,458,0
2078,425,458,0
2079,426,459,0
2080,426,459,0
2081,427,460,0
2082,428,461,0
2083,428,461,0
2084,428,461,0
2085,429,462,0
2086,430,463,0
2087,431,464,0
2088,432,465,0
2089,432,465,0
2090,432,465,0
2091,432,465,0
2092,433,466,0
2093,433,466,0
2094,433,466,0
2095,433,466,0
2096,433,466,0
2097,433,466,0
2098,433,466,0
2099,433,466,0
2100,433,466,0
2101,434,467,0
2102,435,468,0
2103,435,468,0
2104,435,468,0
2105,436,469,0
2106,437,470,0
2107,437,470,0
2108,437,470,0
2109,438,471,0
2110,438,471,0
2111,438,471,0
2112,438,471,0
2113,438,471,0
2114,438,471,0
2115,438,471,0
2116,438,471,0
2117,438,471,0
2118,439,472,0
2119,439,472,0
2120,439,472,0
2121,439,472,0
2122,439,472,0
2123,439,472,0
2124,439,472,0
2125,439,472,0
2126,440,473,0
2127,441,474,0
2128,441,474,0
2129,441,474,0
2130,441,474,0
2131,441,474,0
2132,442,475,0
2133,443,476,0
2134,443,476,0
2135,443,476,0
2136,443,476,0
2137,443,476,0
2138,443,476,0
2139,443,476,0
2140,443,476,0
2141,443,476,0
2142,443,476,0
2143,443,476,0
2144,443,476,0
2145,443,476,0
2146,443,476,0
2147,444,477,0
2148,444,477,0
2149,444,477,0
2150,444,477,0
2151,444,477,0
2152,444,477,0
2153,444,477,0
2154,444,478,0
2155,445,479,0
2156,446,480,0
2157,446,480,0
2158,446,480,0
2159,446,480,0
2160,446,480,0
2161,446,480,0
2162,446,480,0
2163,446,480,0
2164,446,480,0
2165,446,480,0
2166,446,480,0
2167,446,480,0
2168,447,480,0
2169,448,480,0
2170,448,480,0
2171,448,480,0
2172,448,480,0
2173,448,480,0
2174,448,480,0
2175,448,480,0
2176,448,480,0
2177,448,480,0
2178,448,480,0
2179,449,481,0
2180,449,482,0
2181,449,483,0
2182,450,484,0
2183,451,485,0
2184,452,486,0
2185,453,487,0
2186,453,487,0
2187,453,487,0
2188,453,487,0
2189,454,488,0
2190,454,488,0
2191,454,488,0
2192,454,488,0
2193,454,488,0
2194,454,488,0
2195,454,488,0
2196,454,488,0
2197,454,488,0
2198,454,488,0
2199,454,488,0
2200,454,488,0
2201,454,488,0
2202,454,488,0
2203,454,488,0
2204,454,488,0
2205,454,488,0
2206,454,488,0
2207,454,488,0
2208,454,488,0
2209,454,488,0
2210,454,488,0
2211,454,488,0
2212,454,488,0
2213,454,488,0
2214,454,488,0
2215,454,488,0
2216,454,488,0
2217,454,488,0
2218,455,489,0
2219,455,489,0
2220,455,489,0
2221,455,489,0
2222,455,489,0
2223,455,489,0
2224,455,489,0
2225,455,489,0
2226,455,489,0
2227,455,489,0
2228,455,489,0
2229,456,490,0
2230,456,490,0
2231,457,491,0
2232,457,491,0
2233,458,492,0
2234,459,492,0
2235,459,492,0
2236,459,492,0
2237,459,492,0
2238,459,492,0
2239,459,492,0
2240,459,492,0
2241,459,492,0
2242,459,492,0
2243,459,492,0
2244,459,492,0
2245,459,492,0
2246,459,492,0
2247,459,492,0
2248,459,492,0
2249,459,492,0
2250,459,492,0
2251,459,492,0
2252,459,492,0
2253,459,492,0
2254,460,493,0
2255,460,493,0
2256,461,494,0
2257,462,495,0
2258,462,495,0
2259,463,496,0
2260,464,497,0
2261,465,498,0
2262,466,499,0
2263,467,500,0
2264,468,501,0
2265,469,502,0
2266,470,503,0
2267,470,503,0
2268,470,503,0
2269,470,503,0
2270,471,504,0
2271,472,505,0
2272,472,505,0
2273,472,505,0
2274,472,505,0
2275,472,505,0
2276,472,505,0
2277,472,505,0
2278,472,505,0
2279,472,505,0
2280,473,506,0
2281,474,507,0
2282,474,507,0
2283,475,508,0
2284,476,509,0
2285,476,509,0
2286,476,509,0
2287,476,510,0
2288,476,510,0
2289,477,511,0
2290,478,512,0
2291,478,512,0
2292,478,512,0
2293,479,513,0
2294,479,513,0
2295,480,514,0
2296,480,514,0
2297,481,515,0
2298,481,515,0
2299,481,515,0
2300,481,515,0
2301,481,515,0
2302,481,515,0
2303,481,515,0
2304,481,515,0
2305,482,516,0
2306,483,517,0
2307,483,517,0
2308,483,517,0
2309,483,517,0
2310,483,517,0
2311,483,517,0
2312,483,517,0
2313,483,517,0
2314,484,518,0
2315,484,518,0
2316,485,519,0
2317,485,519,0
2318,485,519,0
2319,485,519,0
2320,486,520,0
2321,486,520,0
2322,486,520,0
2323,486,520,0
2324,486,520,0
2325,487,521,0
2326,488,522,0
2327,488,522,0
2328,488,522,0
2329,488,522,0
2330,488,522,0
2331,488,522,0
2332,488,522,0
2333,488,522,0
2334,488,522,0
2335,488,522,0
2336,489,523,0
2337,489,523,0
2338,490,524,0
2339,491,525,0
2340,492,526,0
2341,492,526,0
2342,493,527,0
2343,493,527,0
2344,493,528,0
2345,494,529,0
2346,495,530,0
2347,495,530,0
2348,495,530,0
2349,496,531,0
2350,497,532,0
2351,498,533,0
2352,498,533,0
2353,498,533,0
2354,498,533,0
2355,498,533,0
2356,498,533,0
2357,498,533,0
2358,498,533,0
2359,498,533,0
2360,498,533,0
2361,498,533,0
2362,498,533,0
2363,498,533,0
2364,498,533,0
2365,498,533,0
2366,498,533,0
2367,498,533,0
2368,498,533,0
2369,498,533,0
2370,498,533,0
2371,498,533,0
2372,498,533,0
2373,498,533,0
2374,498,533,0
2375,498,533,0
2376,498,533,0
2377,498,533,0
2378,498,533,0
2379,498,533,0
2380,498,533,0
2381,498,533,0
2382,498,533,0
2383,498,533,0
2384,499,534,0
2385,499,534,0
2386,499,534,0
2387,500,535,0
2388,501,536,0
2389,502,537,0
2390,502,537,0
2391,502,537,0
2392,502,537,0
2393,502,537,0
2394,502,537,0
2395,502,537,0
2396,503,538,0
2397,503,538,0
2398,503,538,0
2399,503,538,0
2400,503,538,0
2401,503,538,0
2402,503,538,0
2403,503,538,0
2404,503,538,0
2405,503,538,0
2406,503,538,0
2407,503,538,0
2408,503,538,0
2409,503,538,0
2410,503,538,0
2411,503,538,0
2412,503,538,0
2413,503,538,0
2414,503,538,0
2415,503,538,0
2416,503,538,0
2417,503,538,0
2418,503,538,0
2419,503,538,0
2420,503,538,0
2421,503,538,0
2422,503,538,0
2423,504,539,0
2424,505,540,0
2425,506,541,0
2426,506,541,0
2427,507,542,0
2428,508,543,0
2429,508,543,0
2430,508,543,0
2431,508,543,0
2432,508,543,0
2433,509,544,0
2434,509,544,0
2435,509,544,0
2436,509,544,0
2437,509,544,0
2438,509,544,0
2439,509,544,0
2440,510,545,0
2441,510,545,0
2442,510,545,0
2443,510,545,0
2444,511,546,0
2445,511,546,0
2446,512,547,0
2447,512,547,0
2448,512,547,0
2449,513,548,0
2450,514,549,0
2451,514,549,0
2452,515,550,0
2453,515,551,0
2454,515,552,0
2455,515,552,0
2456,515,552,0
2457,516,553,0
2458,516,554,0
2459,517,555,0
2460,518,556,0
2461,518,556,0
2462,518,556,0
2463,518,556,0
2464,518,556,0
2465,518,556,0
2466,518,556,0
2467,518,556,0
2468,519,557,0
2469,520,558,0
2470,521,559,0
2471,522,560,0
2472,523,561,0
2473,523,561,0
2474,523,561,0
2475,524,562,0
2476,524,562,0
2477,524,562,0
2478,524,562,0
2479,524,562,0
2480,524,562,0
2481,524,562,0
2482,524,562,0
2483,525,563,0
2484,525,563,0
2485,526,564,0
2486,526,564,0
2487,526,564,0
2488,526,565,0
2489,526,565,0
2490,526,565,0
2491,526,565,0
2492,527,566,0
2493,527,566,0
2494,528,567,0
2495,528,567,0
2496,528,567,0
2497,528,567,0
2498,528,567,0
2499,528,567,0
2500,528,567,0
2501,528,567,0
2502,528,567,0
2503,528,567,0
2504,528,567,0
2505,528,567,0
2506,528,568,0
2507,529,569,0
2508,529,569,0
2509,529,569,0
2510,529,569,0
2511,529,569,0
2512,529,569,0
2513,529,569,0
2514,529,570,0
2515,529,570,0
2516,529,570,0
2517,529,570,0
2518,529,570,0
2519,529,570,0
2520,529,570,0
2521,530,571,0
2522,531,572,0
2523,532,573,0
2524,533,574,0
2525,534,575,0
2526,535,576,0
2527,535,577,0
2528,535,577,0
2529,535,577,0
2530,535,577,0
2531,535,578,0
2532,535,578,0
2533,535,578,0
2534,535,578,0
2535,535,578,0
2536,535,578,0
2537,535,578,0
2538,535,579,0
2539,535,579,0
2540,536,580,0
2541,536,580,0
2542,536,580,0
2543,537,581,0
2544,538,582,0
2545,538,582,0
2546,538,582,0
2547,539,583,0
2548,539,583,0
2549,539,583,0
2550,539,583,0
2551,539,584,0
2552,539,584,0
2553,539,584,0
2554,539,584,0
2555,539,585,0
2556,539,586,0
2557,539,586,0
2558,539,586,0
2559,539,586,0
2560,539,586,0
2561,539,586,0
2562,539,586,0
2563,539,586,0
2564,539,586,0
2565,539,586,0
2566,539,587,0
2567,539,588,0
2568,539,588,0
2569,539,588,0
2570,539,588,0
2571,539,588,0
2572,539,588,0
2573,539,588,0
2574,539,588,0
2575,539,588,0
2576,539,588,0
2577,539,589,0
2578,540,590,0
2579,541,591,0
2580,541,591,0
2581,541,591,0
2582,541,592,0
2583,541,592,0
2584,541,592,0
2585,541,592,0
2586,541,592,0
2587,541,593,0
2588,541,593,0
2589,541,593,0
2590,541,593,0
2591,541,593,0
2592,541,593,0
2593,542,594,0
2594,542,594,0
2595,542,594,0
2596,542,594,0
2597,543,595,0
2598,544,596,0
2599,545,597,0
2600,546,598,0
2601,547,599,0
2602,547,600,0
2603,547,600,0
2604,547,600,0
2605,547,600,0
2606,547,600,0
2607,547,600,0
2608,547,600,0
2609,547,600,0
2610,547,600,0
2611,547,600,0
2612,547,600,0
2613,547,600,0
2614,547,600,0
2615,547,600,0
2616,547,600,0
2617,547,600,0
2618,547,600,0
2619,547,600,0
2620,547,600,0
2621,547,600,0
2622,548,601,0
2623,549,602,0
2624,550,603,0
2625,551,604,0
2626,552,605,0
2627,553,606,0
2628,553,606,0
2629,554,607,0
2630,555,608,0
2631,556,609,0
2632,556,609,0
2633,557,610,0
2634,557,610,0
2635,557,610,0
2636,557,610,0
2637,557,610,0
2638,557,610,0
2639,557,610,0
2640,557,610,0
2641,557,610,0
2642,557,610,0
2643,557,610,0
2644,557,610,0
2645,557,610,0
2646,557,610,0
2647,557,610,0
2648,557,610,0
2649,557,610,0
2650,558,611,0
2651,558,611,0
2652,558,611,0
2653,558,611,0
2654,558,611,0
2655,558,611,0
2656,558,611,0
2657,558,611,0
2658,558,611,0
2659,559,612,0
2660,559,612,0
2661,559,612,0
2662,559,612,0
2663,559,612,0
2664,560,613,0
2665,560,613,0
2666,561,614,0
2667,561,614,0
2668,561,614,0
2669,561,614,0
2670,562,615,0
2671,563,616,0
2672,563,616,0
2673,563,616,0
2674,563,616,0
2675,563,616,0
2676,563,616,0
2677,563,616,0
2678,563,616,0
2679,563,616,0
2680,563,616,0
2681,563,616,0
2682,564,617,0
2683,564,617,0
2684,564,617,0
2685,564,617,0
2686,564,617,0
2687,564,617,0
2688,564,617,0
2689,564,617,0
2690,564,617,0
2691,564,617,0
2692,564,617,0
2693,564,617,0
2694,564,617,0
2695,564,617,0
2696,565,618,0
2697,565,618,0
2698,565,618,0
2699,565,618,0
2700,565,618,0
2701,565,618,0
2702,565,618,0
2703,565,618,0
2704,565,618,0
2705,565,618,0
2706,565,618,0
2707,565,618,0
2708,565,618,0
2709,565,618,0
2710,565,618,0
2711,565,618,0
2712,565,618,0
2713,565,618,0
2714,565,618,0
2715,565,618,0
2716,565,618,0
2717,565,618,0
2718,565,618,0
2719,565,618,0
2720,566,619,0
2721,566,620,0
2722,567,621,0
2723,567,621,0
2724,567,621,0
2725,568,622,0
2726,568,622,0
2727,568,622,0
2728,569,623,0
2729,569,623,0
2730,569,623,0
2731,569,623,0
2732,569,623,0
2733,569,623,0
2734,569,623,0
2735,569,623,0
2736,570,624,0
2737,570,624,0
2738,570,624,0
2739,570,624,0
2740,570,624,0
2741,570,624,0
2742,571,625,0
2743,571,625,0
2744,571,625,0
2745,571,625,0
2746,571,625,0
2747,571,625,0
2748,571,625,0
2749,571,625,0
2750,571,625,0
2751,571,625,0
2752,571,625,0
2753,571,625,0
2754,571,625,0
2755,571,625,0
2756,571,625,0
2757,571,625,0
2758,571,625,0
2759,571,625,0
2760,571,625,0
2761,571,625,0
2762,571,625,0
2763,571,625,0
2764,571,625,0
2765,571,625,0
2766,571,625,0
2767,571,625,0
2768,571,625,0
2769,571,625,0
2770,571,625,0
2771,571,625,0
2772,571,625,0
2773,571,625,0
2774,571,625,0
2775,571,625,0
2776,571,625,0
2777,571,625,0
2778,571,625,0
2779,571,625,0
2780,571,625,0
2781,571,625,0
2782,571,625,0
2783,571,625,0
2784,572,626,0
2785,572,626,0
2786,572,626,0
2787,572,626,0
2788,572,626,0
2789,572,626,0
2790,572,626,0
2791,572,626,0
2792,572,626,0
2793,572,626,0
2794,572,626,0
2795,572,626,0
2796,572,626,0
2797,572,626,0
2798,572,626,0
2799,572,626,0
2800,573,627,0
2801,573,627,0
2802,573,627,0
2803,573,627,0
2804,573,627,0
2805,573,627,0
2806,573,627,0
2807,573,627,0
2808,573,627,0
2809,573,627,0
2810,573,627,0
2811,573,627,0
2812,573,627,0
2813,573,627,0
2814,573,627,0
2815,573,627,0
2816,574,628,0
2817,574,629,0
2818,575,630,0
2819,575,630,0
2820,575,630,0
2821,576,631,0
2822,576,631,0
2823,576,631,0
2824,577,632,0
2825,577,633,0
2826,577,633,0
2827,578,634,0
2828,579,635,0
2829,579,635,0
2830,579,635,0
2831,579,635,0
2832,579,635,0
2833,579,635,0
2834,579,635,0
2835,579,635,0
2836,579,635,0
2837,579,635,0
2838,579,635,0
2839,579,635,0
2840,579,635,0
2841,579,635,0
2842,579,635,0
2843,579,635,0
2844,579,635,0
2845,579,635,0
2846,579,635,0
2847,579,635,0
2848,579,635,0
2849,579,635,0
2850,579,635,0
2851,579,635,0
2852,579,635,0
2853,579,635,0
2854,579,635,0
2855,579,635,0
2856,580,636,0
2857,580,636,0
2858,580,636,0
2859,580,636,0
2860,580,636,0
2861,580,636,0
2862,580,636,0
2863,580,636,0
2864,580,636,0
2865,580,636,0
2866,580,636,0
2867,581,637,0
2868,582,638,0
2869,582,638,0
2870,582,638,0
2871,582,638,0
2872,582,638,0
2873,582,638,0
2874,583,639,0
2875,583,639,0
2876,583,639,0
2877,583,639,0
2878,583,639,0
2879,583,639,0
2880,583,639,0
2881,583,639,0
2882,583,639,0
2883,583,639,0
2884,583,639,0
2885,583,639,0
2886,583,639,0
2887,583,639,0
2888,583,639,0
2889,583,639,0
2890,583,639,0
2891,583,640,0
2892,584,641,0
2893,584,641,0
2894,584,641,0
2895,584,641,0
2896,584,641,0
2897,585,642,0
2898,585,642,0
2899,585,642,0
2900,585,642,0
2901,586,643,0
2902,586,643,0
2903,586,643,0
2904,587,644,0
2905,587,644,0
2906,587,644,0
2907,587,644,0
2908,587,644,0
2909,587,644,0
2910,587,644,0
2911,587,644,0
2912,587,644,0
2913,587,644,0
2914,587,644,0
2915,587,644,0
2916,587,644,0
2917,587,645,0
2918,587,645,0
2919,587,645,0
2920,588,646,0
2921,588,646,0
2922,588,646,0
2923,588,646,0
2924,588,646,0
2925,588,646,0
2926,588,646,0
2927,588,646,0
2928,588,646,0
2929,588,646,0
2930,588,646,0
2931,588,646,0
2932,589,647,0
2933,589,647,0
2934,589,647,0
2935,590,648,0
2936,591,649,0
2937,591,649,0
2938,592,650,0
2939,592,650,0
2940,592,650,0
2941,592,650,0
2942,592,650,0
2943,593,651,0
2944,593,651,0
2945,594,651,0
2946,595,652,0
2947,595,652,0
2948,595,652,0
2949,596,653,0
2950,596,653,0
2951,596,653,0
2952,597,654,0
2953,597,654,0
2954,597,654,0
2955,598,655,0
2956,598,655,0
2957,598,655,0
2958,598,656,0
2959,598,656,0
2960,599,657,0
2961,599,657,0
2962,600,657,0
2963,601,658,0
2964,601,658,0
2965,601,658,0
2966,601,658,0
2967,601,658,0
2968,602,659,0
2969,603,660,0
2970,603,660,0
2971,604,661,0
2972,604,661,0
2973,604,661,0
2974,604,661,0
2975,604,661,0
2976,604,661,0
2977,605,662,0
2978,606,663,0
2979,607,664,0
2980,607,664,0
2981,607,664,0
2982,607,664,0
2983,607,664,0
2984,608,665,0
2985,608,665,0
2986,608,665,0
2987,608,665,0
2988,608,665,0
2989,608,665,0
2990,608,665,0
2991,608,665,0
2992,608,665,0
2993,608,665,0
2994,608,665,0
2995,608,665,0
2996,608,665,0
2997,608,665,0
2998,608,665,0
2999,608,665,0
3000,608,665,0
3001,608,665,0
3002,608,665,0
3003,608,665,0
3004,608,665,0
3005,609,666,0
3006,610,667,0
3007,610,667,0
3008,610,667,0
3009,610,667,0
3010,611,668,0
3011,611,669,0
3012,611,669,0
3013,611,670,0
3014,612,671,0
3015,613,672,0
3016,613,672,0
3017,614,673,0
3018,614,673,0
3019,614,673,0
3020,615,674,0
3021,615,674,0
3022,615,674,0
3023,615,674,0
3024,615,674,0
3025,615,674,0
3026,615,674,0
3027,615,674,0
3028,616,675,0
3029,616,676,0
3030,617,677,0
3031,618,678,0
3032,619,679,0
3033,620,680,0
3034,621,681,0
3035,621,681,0
3036,621,681,0
3037,621,681,0
3038,621,681,0
3039,621,681,0
3040,622,682,0
3041,623,683,0
3042,623,683,0
3043,623,683,0
3044,623,683,0
3045,623,683,0
3046,623,683,0
3047,623,683,0
3048,624,684,0
3049,624,684,0
3050,624,684,0
3051,624,684,0
3052,624,684,0
3053,624,684,0
3054,624,684,0
3055,624,684,0
3056,624,684,0
3057,624,684,0
3058,624,684,0
3059,624,684,0
3060,624,684,0
3061,624,684,0
3062,625,685,0
3063,625,685,0
3064,625,685,0
3065,625,685,0
3066,625,685,0
3067,625,685,0
3068,625,685,0
3069,625,685,0
3070,625,685,0
3071,625,685,0
3072,625,685,0
3073,625,685,0
3074,625,685,0
3075,625,685,0
3076,625,685,0
3077,625,685,0
3078,625,685,0
3079,625,685,0
3080,625,685,0
3081,625,685,0
3082,625,685,0
3083,625,685,0
3084,625,685,0
3085,625,685,0
3086,625,685,0
3087,625,685,0
3088,626,686,0
3089,627,687,0
3090,627,687,0
3091,627,687,0
3092,627,687,0
3093,627,687,0
3094,627,687,0
3095,627,687,0
3096,628,688,0
3097,628,688,0
3098,628,688,0
3099,628,688,0
3100,628,688,0
3101,628,688,0
3102,628,688,0
3103,628,688,0
3104,628,688,0
3105,628,688,0
3106,628,688,0
3107,628,688,0
3108,628,688,0
3109,628,688,0
3110,628,689,0
3111,628,689,0
3112,628,689,0
3113,628,689,0
3114,628,689,0
3115,628,689,0
3116,628,689,0
3117,628,689,0
3118,629,690,0
3119,630,691,0
3120,631,692,0
3121,632,693,0
3122,633,694,0
3123,633,694,0
3124,633,694,0
3125,633,694,0
3126,634,695,0
3127,634,695,0
3128,634,695,0
3129,634,695,0
3130,634,695,0
3131,635,696,0
3132,636,697,0
3133,636,697,0
3134,636,697,0
3135,637,698,0
3136,638,699,0
3137,638,699,0
3138,638,699,0
3139,638,699,0
3140,638,699,0
3141,638,699,0
3142,638,699,0
3143,638,699,0
3144,638,699,0
3145,639,700,0
3146,640,701,0
3147,640,701,0
3148,640,701,0
3149,640,701,0
3150,640,701,0
3151,641,702,0
3152,642,703,0
3153,642,703,0
3154,642,703,0
3155,643,704,0
3156,644,705,0
3157,644,705,0
3158,645,706,0
3159,646,707,0
3160,647,708,0
3161,647,708,0
3162,647,708,0
3163,647,708,0
3164,648,709,0
3165,648,709,0
3166,648,709,0
3167,649,710,0
3168,649,711,0
3169,650,712,0
3170,650,712,0
3171,651,713,0
3172,652,714,0
3173,653,715,0
3174,654,716,0
3175,655,717,0
3176,656,718,0
3177,657,719,0
3178,657,719,0
3179,657,719,0
3180,657,719,0
3181,657,719,0
3182,657,719,0
3183,658,720,0
3184,658,720,0
3185,658,720,0
3186,659,721,0
3187,660,722,0
3188,660,722,0
3189,660,722,0
3190,660,722,0
3191,660,722,0
3192,660,722,0
3193,661,723,0
3194,661,723,0
3195,661,723,0
3196,662,724,0
3197,663,725,0
3198,663,725,0
3199,664,726,0
3200,664,726,0
3201,664,726,0
3202,664,726,0
3203,664,726,0
3204,665,727,0
3205,666,728,0
3206,666,728,0
3207,666,728,0
3208,666,728,0
3209,666,728,0
3210,666,728,0
3211,667,729,0
3212,668,730,0
3213,668,730,0
3214,668,730,0
3215,668,730,0
