recipeinstructions,author,recipeingredient,datepublished,recipeyield,preptime,cooktime,recipecategory,totaltime,recipecuisine,aggregaterating,nutrition,mainentityofpage,ispartof
0,0,-1,1913,-1,1333,1485,268,1840,397,0,-1,0,0
0,0,-1,1914,-1,1334,1486,-1,1840,398,0,-1,0,0
0,0,-1,1915,-1,1334,1487,-1,1841,399,0,-1,0,0
0,0,-1,1916,-1,1334,1488,-1,1842,-1,0,-1,0,0
0,0,-1,1917,-1,1334,1489,-1,1843,399,0,-1,0,0
0,0,-1,1918,-1,1334,-1,268,1844,400,0,-1,0,0
0,0,-1,1919,-1,1334,-1,-1,1844,-1,0,-1,0,0
0,0,-1,1920,-1,1335,1490,-1,1845,401,0,-1,0,0
0,0,-1,1921,-1,1336,1491,-1,1846,401,0,-1,0,0
0,0,-1,1922,-1,1337,1492,-1,1846,401,0,-1,0,0
0,0,-1,1923,-1,1338,1493,-1,1847,401,0,-1,0,0
0,0,-1,1924,-1,1339,1494,-1,1848,-1,0,-1,0,0
0,0,-1,1925,-1,1340,1495,-1,1849,401,0,-1,0,0
0,0,-1,1926,-1,1341,1496,-1,1850,401,0,-1,0,0
0,0,-1,1927,-1,1342,1497,-1,1851,401,0,-1,0,0
0,0,-1,1928,-1,1342,-1,-1,1852,401,0,-1,0,0
0,0,-1,1929,7,1343,1498,269,1853,401,0,-1,0,0
0,0,-1,1930,-1,1344,1499,-1,1854,401,0,-1,0,0
0,0,-1,1931,-1,1345,1500,-1,1855,402,0,-1,0,0
0,0,-1,1932,-1,1345,-1,-1,1856,403,0,-1,0,0
0,0,-1,1933,-1,1346,1501,-1,1857,403,0,-1,0,0
0,0,-1,1934,-1,1347,1502,-1,-1,403,0,-1,0,0
0,0,-1,1935,-1,1348,1503,-1,1858,403,0,-1,0,0
0,0,-1,1936,-1,1349,1504,-1,1859,403,0,-1,0,0
0,0,-1,1937,-1,1350,1505,-1,1860,403,0,-1,0,0
0,0,-1,1938,-1,1351,1505,-1,1861,-1,0,-1,0,0
0,0,-1,1939,-1,1352,1505,-1,1862,403,0,-1,0,0
0,0,-1,1940,-1,1353,1506,-1,1863,403,0,-1,0,0
0,0,-1,1941,-1,1354,1507,-1,1864,403,0,-1,0,0
0,0,-1,1942,-1,1355,1508,-1,1865,403,0,-1,0,0
0,0,-1,1943,-1,1355,1509,-1,1866,403,0,-1,0,0
0,0,-1,1944,-1,1356,1510,-1,1867,403,0,-1,0,0
0,0,-1,1945,-1,1356,-1,-1,1868,403,0,-1,0,0
0,0,-1,1946,-1,-1,1511,-1,1868,403,0,-1,0,0
0,0,-1,1947,-1,1357,1512,270,1869,404,0,-1,0,0
0,0,-1,1948,-1,1358,-1,-1,1870,405,0,-1,0,0
0,0,-1,1949,-1,1358,1513,-1,1871,405,0,-1,0,0
0,0,-1,1950,-1,1359,1514,-1,1872,405,0,-1,0,0
0,0,-1,1951,-1,1359,1515,-1,1873,405,0,-1,0,0
0,0,-1,1952,-1,1359,1516,-1,1874,405,0,-1,0,0
0,0,-1,1953,-1,1359,1517,-1,1875,405,0,-1,0,0
0,0,-1,1954,-1,1359,1518,-1,1876,405,0,-1,0,0
0,0,-1,1955,-1,1360,1519,270,1877,405,0,-1,0,0
0,0,-1,1956,-1,1361,1520,-1,1878,405,0,-1,0,0
0,0,-1,1957,-1,1361,-1,271,1879,405,0,-1,0,0
0,0,-1,1958,-1,1361,1521,-1,1880,406,0,-1,0,0
0,0,-1,1959,-1,1362,1522,-1,1880,-1,0,-1,0,0
0,0,-1,1960,-1,1362,1523,-1,1881,407,0,-1,0,0
0,0,-1,1961,-1,1363,1524,-1,1882,407,0,-1,0,0
0,0,-1,1962,-1,1364,1525,-1,1883,-1,0,-1,0,0
0,0,-1,1963,-1,1365,1526,-1,-1,-1,0,-1,0,0
0,0,-1,1964,-1,1366,1527,-1,1884,407,0,-1,0,0
0,0,-1,1965,-1,1367,1528,-1,1885,-1,0,-1,0,0
0,0,-1,1966,-1,1367,1529,272,1886,407,0,-1,0,0
0,0,-1,1967,-1,1368,-1,273,1887,407,0,-1,0,0
0,0,-1,1968,-1,1369,1530,-1,1888,407,0,-1,0,0
0,0,-1,1969,-1,1369,-1,-1,1889,407,0,-1,0,0
0,0,-1,1970,-1,1369,1531,-1,1890,407,0,-1,0,0
0,0,-1,1971,-1,1369,1532,-1,1891,408,0,-1,0,0
0,0,-1,1972,-1,1369,1533,-1,1892,409,0,-1,0,0
0,0,-1,1973,-1,1370,-1,273,1893,409,0,-1,0,0
0,0,-1,1974,-1,1371,-1,274,1894,409,0,-1,0,0
0,0,-1,1975,-1,1372,1534,-1,1895,409,0,-1,0,0
0,0,-1,1976,-1,-1,1535,275,1896,409,0,-1,0,0
0,0,-1,1977,-1,1373,1536,-1,1897,409,0,-1,0,0
0,0,-1,1978,-1,1374,1537,276,1898,-1,0,-1,0,0
0,0,-1,1979,-1,1375,1538,-1,1899,409,0,-1,0,0
0,0,-1,1980,-1,1375,-1,-1,1900,409,0,-1,0,0
0,0,-1,1981,-1,1376,1539,-1,1901,409,0,-1,0,0
0,0,-1,1982,-1,1377,1540,-1,1902,409,0,-1,0,0
0,0,-1,1983,-1,1378,1540,-1,1903,409,0,-1,0,0
0,0,-1,1984,-1,1379,1541,-1,1904,409,0,-1,0,0
0,0,-1,1985,-1,1380,-1,-1,1905,409,0,-1,0,0
0,0,-1,1986,-1,1380,1542,-1,1906,409,0,-1,0,0
0,0,-1,1987,-1,1381,1543,-1,1907,409,0,-1,0,0
0,0,-1,1988,-1,1381,1544,-1,1908,409,0,-1,0,0
0,0,-1,1989,-1,1381,1545,-1,1909,410,0,-1,0,0
0,0,-1,1990,-1,1382,-1,-1,1910,411,0,-1,0,0
0,0,-1,1991,-1,1383,1546,-1,1911,411,0,-1,0,0
0,0,-1,1992,-1,1384,1547,-1,1912,411,0,-1,0,0
0,0,-1,1993,-1,1385,1548,-1,1913,411,0,-1,0,0
0,0,-1,1994,-1,1386,-1,-1,1914,411,0,-1,0,0
0,0,-1,1995,-1,1386,-1,-1,1914,411,0,-1,0,0
0,0,-1,1996,-1,1386,1549,-1,1915,-1,0,-1,0,0
0,0,-1,1997,-1,1387,1550,-1,1916,-1,0,-1,0,0
0,0,-1,1998,-1,1388,1551,-1,1917,411,0,-1,0,0
0,0,-1,1999,-1,1388,1552,-1,1918,411,0,-1,0,0
0,0,-1,2000,-1,1388,-1,-1,1919,411,0,-1,0,0
0,0,-1,2001,-1,1389,1553,-1,1920,412,0,-1,0,0
0,0,-1,2002,-1,1390,1554,-1,1921,413,0,-1,0,0
0,0,-1,2003,-1,1391,-1,-1,1922,413,0,-1,0,0
0,0,-1,2004,-1,1392,1555,-1,1923,414,0,-1,0,0
0,0,-1,2005,-1,-1,1556,-1,1924,-1,0,-1,0,0
0,0,-1,2006,-1,1393,1557,-1,1925,415,0,-1,0,0
0,0,-1,2007,-1,1394,-1,-1,1926,415,0,-1,0,0
0,0,-1,2008,-1,1395,1558,-1,1927,416,0,-1,0,0
0,0,-1,2009,-1,1396,1559,-1,1928,417,0,-1,0,0
0,0,-1,2010,-1,1397,1560,-1,1929,417,0,-1,0,0
0,0,-1,2011,-1,1398,1561,-1,1930,417,0,-1,0,0
0,0,-1,2012,-1,1399,1562,277,1931,417,0,-1,0,0
0,0,-1,2013,-1,1400,1563,-1,1932,417,0,-1,0,0
0,0,-1,2014,-1,1401,1564,277,1933,417,0,-1,0,0
0,0,-1,2015,-1,1402,-1,278,1934,417,0,-1,0,0
0,0,-1,2016,-1,1403,1565,-1,1935,417,0,-1,0,0
0,0,-1,2017,-1,1404,1566,279,1936,418,0,-1,0,0
0,0,-1,2018,-1,1405,-1,280,1937,419,0,-1,0,0
0,0,-1,2019,-1,1406,1567,-1,1938,419,0,-1,0,0
0,0,-1,2020,-1,1407,1568,-1,1939,419,0,-1,0,0
0,0,-1,2021,-1,1408,1569,-1,1940,419,0,-1,0,0
0,0,-1,2022,-1,1409,-1,280,1941,419,0,-1,0,0
0,0,-1,2023,-1,1409,1570,281,1942,419,0,-1,0,0
0,0,-1,2024,-1,1410,1571,-1,1943,419,0,-1,0,0
0,0,-1,2025,-1,-1,1572,-1,1944,419,0,-1,0,0
0,0,-1,2026,-1,1410,1573,-1,1944,-1,0,-1,0,0
0,0,-1,2027,-1,1410,-1,-1,1945,419,0,-1,0,0
0,0,-1,2028,-1,1410,1574,-1,1946,420,0,-1,0,0
0,0,-1,2029,-1,1411,1575,-1,1947,421,0,-1,0,0
0,0,-1,2030,-1,1411,-1,-1,1948,422,0,-1,0,0
0,0,-1,2031,-1,1412,1576,-1,1949,422,0,-1,0,0
0,0,-1,2032,-1,1413,1577,-1,1950,422,0,-1,0,0
0,0,-1,2033,-1,1414,1578,-1,1951,422,0,-1,0,0
0,0,-1,2034,-1,1414,1579,-1,1951,422,0,-1,0,0
0,0,-1,2035,-1,1414,1580,-1,1952,422,0,-1,0,0
0,0,-1,2036,-1,1415,-1,-1,1953,422,0,-1,0,0
0,0,-1,2037,-1,1416,-1,282,1954,422,0,-1,0,0
0,0,-1,2038,-1,1417,1581,-1,1955,422,0,-1,0,0
0,0,-1,2039,-1,1418,-1,-1,1956,422,0,-1,0,0
0,0,-1,2040,-1,1419,1582,-1,1957,422,0,-1,0,0
0,0,-1,2041,-1,1420,1583,283,1958,-1,0,-1,0,0
0,0,-1,2042,-1,1420,1584,-1,1959,422,0,-1,0,0
0,0,-1,2043,-1,1421,-1,-1,1960,423,0,-1,0,0
0,0,-1,2044,-1,1422,1585,-1,1961,424,0,-1,0,0
0,0,-1,2045,-1,1423,1586,-1,1962,425,0,-1,0,0
0,0,-1,2046,-1,1424,-1,-1,1963,426,0,-1,0,0
0,0,-1,2047,-1,1425,1587,-1,1964,-1,0,-1,0,0
0,0,-1,2048,-1,1426,1588,-1,1965,427,0,-1,0,0
0,0,-1,2049,-1,1426,1589,-1,1966,428,0,-1,0,0
0,0,-1,2050,-1,1426,-1,284,1967,428,0,-1,0,0
0,0,-1,2051,-1,1427,-1,285,1968,428,0,-1,0,0
0,0,-1,2052,-1,1428,-1,-1,1969,428,0,-1,0,0
0,0,-1,2053,-1,1429,1590,-1,1970,-1,0,-1,0,0
0,0,-1,2054,-1,1430,1591,-1,1971,-1,0,-1,0,0
0,0,-1,2055,-1,1430,1592,-1,1972,428,0,-1,0,0
0,0,-1,2056,-1,1430,-1,-1,1973,428,0,-1,0,0
0,0,-1,2057,-1,1431,1593,-1,1974,428,0,-1,0,0
0,0,-1,2058,-1,1432,1594,-1,1975,428,0,-1,0,0
0,0,-1,2059,-1,1432,1594,-1,1976,428,0,-1,0,0
0,0,-1,2060,-1,1433,1595,-1,1977,429,0,-1,0,0
0,0,-1,2061,-1,-1,1596,286,1978,430,0,-1,0,0
0,0,-1,2062,-1,1433,1597,-1,1979,431,0,-1,0,0
0,0,-1,2063,-1,1434,1598,-1,1980,432,0,-1,0,0
0,0,-1,2064,-1,1434,-1,287,1981,432,0,-1,0,0
0,0,-1,2065,-1,1435,1599,-1,1982,433,0,-1,0,0
0,0,-1,2066,-1,-1,1600,-1,1983,434,0,-1,0,0
0,0,-1,2067,-1,-1,1601,-1,-1,434,0,-1,0,0
0,0,-1,2068,-1,1436,1602,-1,1984,434,0,-1,0,0
0,0,-1,2069,-1,1437,1603,288,1985,435,0,-1,0,0
0,0,-1,2070,-1,1438,-1,-1,1985,436,0,-1,0,0
0,0,-1,2071,-1,1439,-1,-1,1986,-1,0,-1,0,0
0,0,-1,2072,-1,1440,1603,-1,1987,-1,0,-1,0,0
0,0,-1,2073,-1,1441,1604,-1,1988,436,0,-1,0,0
0,0,-1,2074,-1,1442,1605,-1,1988,-1,0,-1,0,0
0,0,-1,2075,-1,1443,1606,-1,1989,436,0,-1,0,0
0,0,-1,2076,-1,1443,1607,-1,1990,437,0,-1,0,0
0,0,-1,2077,-1,1444,1608,-1,1991,438,0,-1,0,0
0,0,-1,2078,-1,1445,1609,-1,1992,438,0,-1,0,0
0,0,-1,2079,-1,1446,1610,-1,1992,438,0,-1,0,0
0,0,-1,2080,-1,1447,1611,-1,1993,439,0,-1,0,0
0,0,-1,2081,-1,1448,1612,-1,1994,-1,0,-1,0,0
0,0,-1,2082,-1,1449,1613,-1,1995,440,0,-1,0,0
0,0,-1,2083,-1,1450,1614,-1,1996,440,0,-1,0,0
0,0,-1,2084,-1,1451,1615,-1,1997,440,0,-1,0,0
0,0,-1,2085,-1,1452,1616,-1,1998,440,0,-1,0,0
0,0,-1,2086,-1,1453,1617,-1,1999,440,0,-1,0,0
0,0,-1,2087,-1,1454,1618,-1,2000,440,0,-1,0,0
0,0,-1,2088,-1,1454,1619,-1,2001,440,0,-1,0,0
0,0,-1,2089,-1,1454,-1,-1,2002,441,0,-1,0,0
0,0,-1,2090,-1,1454,-1,-1,2002,-1,0,-1,0,0
0,0,-1,2091,-1,1455,1620,-1,2003,442,0,-1,0,0
0,0,-1,2092,-1,1455,1621,-1,2004,442,0,-1,0,0
0,0,-1,2093,-1,1456,-1,289,2005,442,0,-1,0,0
0,0,-1,2094,-1,1457,1622,-1,2006,442,0,-1,0,0
0,0,-1,2095,-1,1457,1623,-1,2007,442,0,-1,0,0
0,0,-1,2096,-1,1457,1624,-1,2008,442,0,-1,0,0
0,0,-1,2097,-1,1457,-1,289,2009,442,0,-1,0,0
0,0,-1,2098,-1,1458,1625,-1,2010,-1,0,-1,0,0
0,0,-1,2099,-1,1459,1626,-1,2011,442,0,-1,0,0
0,0,-1,2100,-1,1460,1627,-1,2011,442,0,-1,0,0
0,0,-1,2101,-1,1461,1628,-1,2012,442,0,-1,0,0
0,0,-1,2102,-1,1462,1629,-1,2013,442,0,-1,0,0
0,0,-1,2103,-1,1463,1630,290,2014,442,0,-1,0,0
0,0,-1,2104,-1,1463,1631,-1,2015,-1,0,-1,0,0
0,0,-1,2105,-1,1463,1632,-1,2016,442,0,-1,0,0
0,0,-1,2106,-1,1463,1633,-1,2017,-1,0,-1,0,0
0,0,-1,2107,-1,1464,1634,-1,2018,442,0,-1,0,0
0,0,-1,2108,-1,1465,1635,-1,2019,442,0,-1,0,0
0,0,-1,2109,-1,1465,-1,-1,2020,442,0,-1,0,0
0,0,-1,2110,-1,1466,1635,-1,2021,442,0,-1,0,0
0,0,-1,2111,-1,1467,1636,-1,2022,442,0,-1,0,0
0,0,-1,2112,-1,1468,1637,-1,2023,442,0,-1,0,0
0,0,-1,2113,-1,1469,1638,-1,2024,442,0,-1,0,0
0,0,-1,2114,-1,1470,1639,-1,2025,442,0,-1,0,0
0,0,-1,2115,-1,1470,-1,-1,2026,442,0,-1,0,0
0,0,-1,2116,-1,1471,1640,-1,2026,442,0,-1,0,0
0,0,-1,2117,-1,1472,1641,-1,2027,442,0,-1,0,0
0,0,-1,2118,-1,-1,1642,-1,2028,442,0,-1,0,0
0,0,-1,2119,-1,1473,1643,-1,2029,443,0,-1,0,0
0,0,-1,2120,-1,1473,1644,-1,2030,444,0,-1,0,0
0,0,-1,2121,-1,1473,1645,291,2031,-1,0,-1,0,0
0,0,-1,2122,-1,1474,1646,-1,2032,444,0,-1,0,0
0,0,-1,2123,-1,1474,1647,-1,2033,444,0,-1,0,0
0,0,-1,2124,-1,1474,1648,-1,2034,444,0,-1,0,0
0,0,-1,2125,8,1475,-1,-1,2035,444,0,-1,0,0
0,0,-1,2126,-1,1476,1649,-1,2036,445,0,-1,0,0
0,0,-1,2127,-1,1477,1650,-1,2037,446,0,-1,0,0
0,0,-1,2128,-1,1478,1651,-1,2038,446,0,-1,0,0
0,0,-1,2129,-1,1479,1652,-1,2039,446,0,-1,0,0
0,0,-1,2130,-1,1479,1653,-1,2040,446,0,-1,0,0
0,0,-1,2131,-1,1480,-1,-1,2041,-1,0,-1,0,0
0,0,-1,2132,-1,1481,1654,-1,2042,-1,0,-1,0,0
0,0,-1,2133,-1,1482,1655,292,2043,447,0,-1,0,0
0,0,-1,2134,-1,1483,1656,-1,2044,448,0,-1,0,0
0,0,-1,2135,-1,1484,1657,-1,2045,449,0,-1,0,0
0,0,-1,2136,-1,1485,1658,-1,2046,450,0,-1,0,0
0,0,-1,2137,-1,1486,1659,-1,2046,450,0,-1,0,0
0,0,-1,2138,-1,1487,1660,-1,2047,450,0,-1,0,0
0,0,-1,2139,-1,1488,1661,-1,2048,450,0,-1,0,0
0,0,-1,2140,-1,1489,1662,-1,2049,450,0,-1,0,0
0,0,-1,2141,-1,1489,1663,-1,2050,-1,0,-1,0,0
0,0,-1,2142,-1,1490,1664,-1,2051,451,0,-1,0,0
0,0,-1,2143,-1,1491,1665,-1,2052,452,0,-1,0,0
0,0,-1,2144,-1,1492,1666,-1,2053,453,0,-1,0,0
0,0,-1,2145,-1,1493,-1,293,2054,453,0,-1,0,0
0,0,-1,2146,-1,1494,1667,-1,2055,453,0,-1,0,0
0,0,-1,2147,-1,1495,1668,-1,2056,453,0,-1,0,0
0,0,-1,2148,-1,1496,-1,-1,2057,454,0,-1,0,0
0,0,-1,2149,-1,1497,-1,294,2058,455,0,-1,0,0
0,0,-1,2150,-1,1497,1668,-1,2059,455,0,-1,0,0
0,0,-1,2151,-1,1497,1669,-1,2060,-1,0,-1,0,0
0,0,-1,2152,-1,1498,1670,-1,2061,455,0,-1,0,0
0,0,-1,2153,-1,1499,1671,-1,2062,455,0,-1,0,0
0,0,-1,2154,-1,1500,-1,294,2063,455,0,-1,0,0
0,0,-1,2155,-1,1500,-1,294,2063,-1,0,-1,0,0
0,0,-1,2156,-1,1501,1672,295,2064,456,0,-1,0,0
0,0,-1,2157,-1,1502,1673,-1,2065,457,0,-1,0,0
0,0,-1,2158,-1,1503,1674,-1,2066,457,0,-1,0,0
0,0,-1,2159,-1,1504,1675,-1,2067,457,0,-1,0,0
0,0,-1,2160,-1,1505,1676,-1,2068,457,0,-1,0,0
0,0,-1,2161,-1,1506,1677,-1,2069,457,0,-1,0,0
0,0,-1,2162,-1,1506,1678,-1,2070,457,0,-1,0,0
0,0,-1,2163,-1,-1,1679,-1,2071,457,0,-1,0,0
0,0,-1,2164,-1,1507,1680,-1,2072,-1,0,-1,0,0
0,0,-1,2165,-1,1508,1681,-1,2073,457,0,-1,0,0
0,0,-1,2166,-1,1509,1682,-1,2074,457,0,-1,0,0
0,0,-1,2167,-1,1510,-1,296,2075,457,0,-1,0,0
0,0,-1,2168,-1,1511,1683,-1,2076,457,0,-1,0,0
0,0,-1,2169,-1,1512,-1,-1,2077,458,0,-1,0,0
0,0,-1,2170,-1,1513,1684,297,2078,459,0,-1,0,0
0,0,-1,2171,-1,1513,1685,-1,2079,460,0,-1,0,0
0,0,-1,2172,-1,1514,1686,-1,2080,460,0,-1,0,0
0,0,-1,2173,-1,1515,1687,-1,2081,460,0,-1,0,0
0,0,-1,2174,-1,1515,1688,-1,2082,460,0,-1,0,0
0,0,-1,2175,-1,1516,1689,-1,2083,-1,0,-1,0,0
0,0,-1,2176,-1,1517,1690,-1,2084,460,0,-1,0,0
0,0,-1,2177,-1,1518,1691,-1,2085,460,0,-1,0,0
0,0,-1,2178,-1,1519,1692,-1,2086,460,0,-1,0,0
0,0,-1,2179,-1,1520,-1,298,2087,-1,0,-1,0,0
0,0,-1,2180,9,1520,-1,299,2087,460,0,-1,0,0
0,0,-1,2181,-1,1521,1693,300,2088,460,0,-1,0,0
0,0,-1,2182,-1,1521,1694,-1,2089,460,0,-1,0,0
0,0,-1,2183,-1,1522,1695,-1,2090,460,0,-1,0,0
0,0,-1,2184,-1,1523,1696,-1,2091,460,0,-1,0,0
0,0,-1,2185,-1,1524,1697,-1,2092,460,0,-1,0,0
0,0,-1,2186,-1,1525,1698,-1,2093,-1,0,-1,0,0
0,0,-1,2187,-1,1526,1699,-1,2094,460,0,-1,0,0
0,0,-1,2188,-1,1526,-1,-1,2094,460,0,-1,0,0
0,0,-1,2189,-1,1526,1700,-1,2095,460,0,-1,0,0
0,0,-1,2190,-1,1527,1701,-1,2096,460,0,-1,0,0
0,0,-1,2191,-1,1528,1702,-1,2097,460,0,-1,0,0
0,0,-1,2192,-1,1529,1702,-1,2098,460,0,-1,0,0
0,0,-1,2193,-1,1530,1702,-1,2099,460,0,-1,0,0
0,0,-1,2194,-1,1531,1703,-1,2100,460,0,-1,0,0
0,0,-1,2195,-1,1532,1704,-1,2101,460,0,-1,0,0
0,0,-1,2196,-1,1533,1705,-1,2101,460,0,-1,0,0
0,0,-1,2197,-1,1534,-1,-1,2102,460,0,-1,0,0
0,0,-1,2198,-1,1535,1706,-1,2103,460,0,-1,0,0
0,0,-1,2199,-1,1536,1707,-1,2104,460,0,-1,0,0
0,0,-1,2200,-1,1537,1708,-1,2105,460,0,-1,0,0
0,0,-1,2201,-1,1538,1709,-1,2106,461,0,-1,0,0
0,0,-1,2202,-1,1539,1710,301,2107,462,0,-1,0,0
0,0,-1,2203,-1,1540,1711,302,2108,463,0,-1,0,0
0,0,-1,2204,-1,1541,1712,-1,2109,464,0,-1,0,0
0,0,-1,2205,-1,1542,1713,-1,2110,464,0,-1,0,0
0,0,-1,2206,-1,1543,1714,-1,2111,464,0,-1,0,0
0,0,-1,2207,-1,1543,1715,-1,2112,464,0,-1,0,0
0,0,-1,2208,-1,1544,1716,-1,2113,464,0,-1,0,0
0,0,-1,2209,-1,1545,1717,-1,2114,464,0,-1,0,0
0,0,-1,2210,-1,1546,1718,-1,2115,464,0,-1,0,0
0,0,-1,2211,-1,1547,-1,-1,2116,464,0,-1,0,0
0,0,-1,2212,-1,1548,1719,-1,2117,464,0,-1,0,0
0,0,-1,2213,-1,1548,-1,-1,2118,464,0,-1,0,0
0,0,-1,2214,-1,1548,1719,-1,2119,464,0,-1,0,0
0,0,-1,2215,-1,1549,1720,-1,2120,465,0,-1,0,0
0,0,-1,2216,-1,1549,1721,-1,2121,466,0,-1,0,0
0,0,-1,2217,10,1550,-1,-1,2122,466,0,-1,0,0
0,0,-1,2218,-1,1551,1722,-1,2123,466,0,-1,0,0
0,0,-1,2219,-1,1552,1723,303,2124,-1,0,-1,0,0
0,0,-1,2220,-1,1552,1724,-1,2125,466,0,-1,0,0
0,0,-1,2221,-1,1553,1725,-1,2126,466,0,-1,0,0
0,0,-1,2222,-1,1554,1726,-1,2127,467,0,-1,0,0
0,0,-1,2223,-1,1554,1727,-1,2128,468,0,-1,0,0
0,0,-1,2224,-1,1555,1728,304,2129,-1,0,-1,0,0
0,0,-1,2225,-1,1555,1729,-1,2130,468,0,-1,0,0
0,0,-1,2226,-1,1556,1730,-1,2131,468,0,-1,0,0
0,0,-1,2227,-1,1557,1731,-1,2132,469,0,-1,0,0
0,0,-1,2228,-1,1557,1732,-1,2133,470,0,-1,0,0
0,0,-1,2229,-1,1558,-1,305,2134,470,0,-1,0,0
0,0,-1,2230,-1,1559,1733,-1,2135,470,0,-1,0,0
0,0,-1,2231,-1,1559,1734,-1,2136,470,0,-1,0,0
0,0,-1,2232,-1,1559,1735,-1,2137,470,0,-1,0,0
0,0,-1,2233,-1,1560,1736,-1,2138,470,0,-1,0,0
0,0,-1,2234,-1,1561,1737,-1,2139,470,0,-1,0,0
0,0,-1,2235,-1,1561,1738,-1,2140,470,0,-1,0,0
0,0,-1,2236,-1,1562,1739,-1,2141,-1,0,-1,0,0
0,0,-1,2237,-1,1562,1740,-1,2142,471,0,-1,0,0
0,0,-1,2238,-1,1563,1741,-1,2143,472,0,-1,0,0
0,0,-1,2239,-1,1564,-1,-1,2144,472,0,-1,0,0
0,0,-1,2240,-1,1565,1742,-1,2145,472,0,-1,0,0
0,0,-1,2241,-1,1566,-1,-1,2146,472,0,-1,0,0
0,0,-1,2242,-1,1567,1743,-1,2147,472,0,-1,0,0
0,0,-1,2243,-1,1568,1744,-1,2148,472,0,-1,0,0
0,0,-1,2244,-1,1568,1745,-1,2149,-1,0,-1,0,0
0,0,-1,2245,-1,1568,1746,306,2150,472,0,-1,0,0
0,0,-1,2246,-1,1568,-1,-1,2151,472,0,-1,0,0
0,0,-1,2247,-1,1569,-1,307,2152,472,0,-1,0,0
0,0,-1,2248,-1,1570,1747,-1,2153,472,0,-1,0,0
0,0,-1,2249,-1,1571,1748,-1,2154,472,0,-1,0,0
0,0,-1,2250,-1,1572,1749,-1,2155,473,0,-1,0,0
0,0,-1,2251,-1,1573,1750,-1,2156,474,0,-1,0,0
0,0,-1,2252,-1,1573,-1,308,2157,475,0,-1,0,0
0,0,-1,2253,-1,1574,1751,-1,2158,475,0,-1,0,0
0,0,-1,2254,-1,1575,-1,309,2159,476,0,-1,0,0
0,0,-1,2255,-1,1575,1752,-1,2160,477,0,-1,0,0
0,0,-1,2256,-1,1576,1753,310,2161,478,0,-1,0,0
0,0,-1,2257,-1,1577,1754,-1,2161,479,0,-1,0,0
0,0,-1,2258,-1,1578,1755,311,2162,-1,0,-1,0,0
0,0,-1,2259,-1,1578,-1,312,2163,479,0,-1,0,0
0,0,-1,2260,-1,1578,1756,-1,2164,479,0,-1,0,0
0,0,-1,2261,-1,1579,1757,313,2165,479,0,-1,0,0
0,0,-1,2262,-1,1580,1758,-1,2166,480,0,-1,0,0
0,0,-1,2263,-1,1580,-1,314,2167,-1,0,-1,0,0
0,0,-1,2264,-1,1581,1759,-1,2168,481,0,-1,0,0
0,0,-1,2265,-1,1581,1760,315,2169,482,0,-1,0,0
0,0,-1,2266,-1,1582,-1,316,2170,483,0,-1,0,0
0,0,-1,2267,-1,1583,1761,-1,2171,-1,0,-1,0,0
0,0,-1,2268,-1,1584,1762,317,2172,484,0,-1,0,0
0,0,-1,2269,-1,1585,1763,-1,2173,485,0,-1,0,0
0,0,-1,2270,-1,1586,1764,-1,2174,485,0,-1,0,0
0,0,-1,2271,-1,1586,1765,-1,2175,485,0,-1,0,0
0,0,-1,2272,-1,1586,1766,-1,2176,485,0,-1,0,0
0,0,-1,2273,-1,1587,1767,318,2177,485,0,-1,0,0
0,0,-1,2274,-1,1588,1768,-1,2178,-1,0,-1,0,0
0,0,-1,2275,-1,1588,1769,319,2179,485,0,-1,0,0
0,0,-1,2276,-1,1589,1770,-1,2180,485,0,-1,0,0
0,0,-1,2277,-1,1589,1771,-1,2181,485,0,-1,0,0
0,0,-1,2278,-1,1590,-1,-1,2182,485,0,-1,0,0
0,0,-1,2279,-1,1590,1772,-1,2183,485,0,-1,0,0
0,0,-1,2280,-1,1591,-1,320,2184,485,0,-1,0,0
0,0,-1,2281,-1,1592,-1,320,2185,485,0,-1,0,0
0,0,-1,2282,-1,1593,1773,-1,2186,485,0,-1,0,0
0,0,-1,2283,-1,1593,1774,-1,2187,485,0,-1,0,0
0,0,-1,2284,-1,1594,1775,-1,2188,485,0,-1,0,0
0,0,-1,2285,-1,1595,1776,-1,2188,485,0,-1,0,0
0,0,-1,2286,-1,1595,1777,-1,2189,485,0,-1,0,0
0,0,-1,2287,-1,1596,1778,-1,2190,485,0,-1,0,0
0,0,-1,2288,-1,1597,-1,-1,2191,485,0,-1,0,0
0,0,-1,2289,-1,1598,1779,-1,2192,-1,0,-1,0,0
0,0,-1,2290,-1,1599,-1,-1,-1,485,0,-1,0,0
0,0,-1,2291,-1,1600,1780,-1,2193,485,0,-1,0,0
0,0,-1,2292,-1,-1,1781,-1,2194,485,0,-1,0,0
0,0,-1,2293,11,1600,1782,-1,2195,485,0,-1,0,0
0,0,-1,2294,-1,1601,1783,-1,2196,-1,0,-1,0,0
0,0,-1,2295,-1,1602,-1,321,2197,486,0,-1,0,0
0,0,-1,2296,-1,1603,1784,322,2198,487,0,-1,0,0
0,0,-1,2297,-1,1603,1785,-1,2199,488,0,-1,0,0
0,0,-1,2298,-1,1604,-1,323,2200,489,0,-1,0,0
0,0,-1,2299,-1,1605,1786,-1,2201,490,0,-1,0,0
