startdate,enddate,location,offers
1323,-1,-1,-1
1324,-1,-1,-1
1325,939,-1,-1
1326,-1,-1,-1
1327,940,-1,-1
1328,941,-1,-1
1329,942,-1,-1
1330,943,-1,-1
1331,944,-1,-1
1332,-1,-1,-1
1333,945,-1,-1
1334,-1,-1,-1
1335,946,-1,-1
1336,-1,-1,-1
1337,947,-1,-1
1338,948,-1,-1
1339,949,-1,-1
1340,950,-1,-1
1341,951,-1,-1
1342,952,-1,-1
1343,-1,-1,-1
1344,-1,-1,-1
1345,953,-1,-1
1346,-1,-1,-1
1347,954,-1,-1
1348,955,-1,-1
1349,-1,-1,-1
1350,-1,-1,-1
1351,-1,-1,-1
1352,-1,-1,-1
1353,956,-1,-1
1354,-1,-1,-1
1355,957,-1,-1
1356,-1,-1,-1
1357,958,-1,-1
1358,959,-1,-1
1359,-1,-1,-1
1360,-1,-1,-1
1361,-1,-1,-1
1362,960,-1,-1
1363,961,-1,-1
1364,-1,-1,-1
1365,962,-1,-1
1366,963,-1,-1
1367,964,-1,-1
1368,-1,-1,-1
1369,965,-1,-1
1370,966,-1,-1
1371,967,-1,-1
1372,-1,-1,-1
1373,968,-1,-1
1374,969,-1,-1
1375,-1,-1,-1
1376,970,-1,-1
1377,971,-1,-1
1378,972,-1,-1
1379,-1,-1,-1
1380,973,-1,-1
1381,974,-1,-1
1382,975,-1,-1
1383,976,-1,-1
1384,-1,-1,-1
1385,977,-1,-1
1386,978,-1,-1
1387,979,-1,-1
1388,980,-1,-1
1389,981,-1,-1
1390,-1,-1,-1
1391,982,-1,-1
1392,983,-1,-1
1393,984,-1,-1
1394,985,-1,-1
1395,-1,-1,-1
1396,986,-1,-1
1397,987,-1,-1
1398,988,-1,-1
1399,989,-1,-1
1400,990,-1,-1
1401,991,-1,-1
1402,-1,-1,-1
1403,-1,-1,-1
1404,-1,-1,-1
1405,-1,-1,-1
1406,-1,-1,-1
1407,992,-1,-1
1408,993,-1,-1
1409,-1,-1,-1
1410,-1,-1,-1
1411,994,-1,-1
1412,-1,-1,-1
1413,-1,-1,-1
1414,995,-1,-1
1415,996,-1,-1
1416,997,-1,-1
1417,-1,-1,-1
1418,-1,-1,-1
1419,998,-1,-1
1420,999,-1,-1
1421,1000,-1,-1
1422,1001,-1,-1
1423,-1,-1,-1
1424,-1,-1,-1
1425,-1,-1,-1
1426,1002,-1,-1
1427,1003,-1,-1
1428,1004,-1,-1
1429,1005,-1,-1
1430,1006,-1,-1
1431,-1,-1,-1
1432,1007,-1,-1
1433,1008,-1,-1
1434,1009,-1,-1
1435,1010,-1,-1
1436,1011,-1,-1
1437,-1,-1,-1
1438,1012,-1,-1
1439,-1,-1,-1
1440,1013,-1,-1
1441,-1,-1,-1
1442,-1,-1,-1
1443,1014,-1,-1
1444,1015,-1,-1
1445,1016,-1,-1
1446,-1,-1,-1
1447,1017,-1,-1
1448,1018,-1,-1
1449,1019,-1,-1
1450,1020,-1,-1
1451,-1,-1,-1
1452,-1,-1,-1
1453,1021,-1,-1
1454,-1,-1,-1
1455,1022,-1,-1
1456,1023,-1,-1
1457,-1,-1,-1
1458,-1,-1,-1
1459,-1,-1,-1
1460,1024,-1,-1
1461,-1,-1,-1
1462,1025,-1,-1
1463,-1,-1,-1
1464,-1,-1,-1
1465,1026,-1,-1
1466,1027,-1,-1
1467,1028,-1,-1
1468,-1,-1,-1
1469,1029,-1,-1
1470,1030,-1,-1
1471,1031,-1,-1
1472,-1,-1,-1
1473,1032,-1,-1
1474,-1,-1,-1
1475,1033,-1,-1
1476,-1,-1,-1
1477,1034,-1,-1
1478,-1,-1,-1
1479,-1,-1,-1
1480,1035,-1,-1
1481,-1,-1,-1
1482,1036,-1,-1
1483,1037,-1,-1
1484,1038,-1,-1
1485,-1,-1,-1
1486,-1,-1,-1
1487,1039,-1,-1
1488,1040,-1,-1
1489,1041,-1,-1
1490,1042,-1,-1
1491,-1,-1,-1
1492,1043,-1,-1
1493,-1,-1,-1
1494,1044,-1,-1
1495,-1,-1,-1
1496,1045,-1,-1
1497,1046,-1,-1
1498,-1,-1,-1
1499,1047,-1,-1
1500,1048,-1,-1
1501,1049,-1,-1
1502,1050,-1,-1
1503,-1,-1,-1
1504,1051,-1,-1
1505,1052,-1,-1
1506,1053,-1,-1
1507,1054,-1,-1
1508,-1,-1,-1
1509,1055,-1,-1
1510,1056,-1,-1
1511,1057,-1,-1
1512,-1,-1,-1
1513,1058,-1,-1
1514,-1,-1,-1
1515,1059,-1,-1
1516,1060,-1,-1
1517,-1,-1,-1
1518,-1,-1,-1
1519,1061,-1,-1
1520,1062,-1,-1
1521,-1,-1,-1
1522,1063,-1,-1
1523,-1,-1,-1
1524,1064,-1,-1
1525,1065,-1,-1
1526,1066,-1,-1
1527,-1,-1,-1
1528,-1,-1,-1
1529,-1,-1,-1
1530,1067,-1,-1
1531,1068,-1,-1
1532,1069,-1,-1
1533,1070,-1,-1
1534,1071,-1,-1
1535,-1,-1,-1
1536,1072,-1,-1
1537,1073,-1,-1
1538,-1,-1,-1
1539,1074,-1,-1
1540,1075,-1,-1
1541,1076,-1,-1
1542,-1,-1,-1
1543,1077,-1,-1
1544,-1,-1,-1
1545,-1,-1,-1
1546,-1,-1,-1
1547,-1,-1,-1
1548,-1,-1,-1
1549,-1,-1,-1
1550,1078,-1,-1
1551,1079,-1,-1
1552,1080,-1,-1
1553,-1,-1,-1
1554,-1,-1,-1
1555,-1,-1,-1
1556,1081,-1,-1
1557,-1,-1,-1
1558,-1,-1,-1
1559,1082,-1,-1
1560,1083,-1,-1
1561,1084,-1,-1
1562,-1,-1,-1
1563,1085,-1,-1
1564,1086,-1,-1
1565,1087,-1,-1
1566,1088,-1,-1
1567,-1,-1,-1
1568,1089,-1,-1
1569,-1,-1,-1
1570,1090,-1,-1
1571,-1,-1,-1
1572,1091,-1,-1
1573,-1,-1,-1
1574,-1,-1,-1
1575,1092,-1,-1
1576,-1,-1,-1
1577,1093,-1,-1
1578,1094,-1,-1
1579,1095,-1,-1
1580,1096,-1,-1
1581,-1,-1,-1
1582,-1,-1,-1
1583,1097,-1,-1
1584,1098,-1,-1
1585,1099,-1,-1
1586,1100,-1,-1
1587,-1,-1,-1
1588,-1,-1,-1
1589,1101,-1,-1
1590,1102,-1,-1
1591,1103,-1,-1
1592,-1,-1,-1
1593,1104,-1,-1
1594,1105,-1,-1
1595,-1,-1,-1
1596,-1,-1,-1
1597,1106,-1,-1
1598,1107,-1,-1
1599,-1,-1,-1
1600,1108,-1,-1
1601,1109,-1,-1
1602,-1,-1,-1
1603,-1,-1,-1
1604,-1,-1,-1
1605,1110,-1,-1
1606,1111,-1,-1
1607,1112,-1,-1
1608,1113,-1,-1
1609,-1,-1,-1
1610,-1,-1,-1
1611,-1,-1,-1
1612,1114,-1,-1
1613,1115,-1,-1
1614,1116,-1,-1
1615,1117,-1,-1
1616,1118,-1,-1
1617,1119,-1,-1
1618,-1,-1,-1
1619,1120,-1,-1
1620,1121,-1,-1
1621,-1,-1,-1
1622,1122,-1,-1
1623,1123,-1,-1
1624,1124,-1,-1
1625,-1,-1,-1
1626,1125,-1,-1
1627,1126,-1,-1
1628,1127,-1,-1
1629,1128,-1,-1
1630,1129,-1,-1
1631,1130,-1,-1
1632,1131,-1,-1
1633,1132,-1,-1
1634,-1,-1,-1
1635,1133,-1,-1
1636,1134,-1,-1
1637,-1,-1,-1
1638,1135,-1,-1
1639,1136,-1,-1
1640,1137,-1,-1
1641,1138,-1,-1
1642,1139,-1,-1
1643,-1,-1,-1
1644,-1,-1,-1
1645,1140,-1,-1
1646,-1,-1,-1
1647,1141,-1,-1
1648,-1,-1,-1
1649,1142,-1,-1
1650,1143,-1,-1
1651,1144,-1,-1
1652,-1,-1,-1
1653,-1,-1,-1
1654,1145,-1,-1
1655,1146,-1,-1
1656,1147,-1,-1
1657,1148,-1,-1
1658,1149,-1,-1
1659,-1,-1,-1
1660,1150,-1,-1
1661,1151,-1,-1
1662,1152,-1,-1
1663,1153,-1,-1
1664,1154,-1,-1
1665,-1,-1,-1
1666,1155,-1,-1
1667,1156,-1,-1
1668,1157,-1,-1
1669,1158,-1,-1
1670,1159,-1,-1
1671,1160,-1,-1
1672,1161,-1,-1
1673,1162,-1,-1
1674,1163,-1,-1
1675,-1,-1,-1
1676,-1,-1,-1
1677,1164,-1,-1
1678,-1,-1,-1
1679,1165,-1,-1
1680,1166,-1,-1
1681,1167,-1,-1
1682,-1,-1,-1
1683,-1,-1,-1
1684,1168,-1,-1
1685,-1,-1,-1
1686,-1,-1,-1
1687,1169,-1,-1
1688,1170,-1,-1
1689,1171,-1,-1
1690,1172,-1,-1
1691,1173,-1,-1
1692,-1,-1,-1
1693,-1,-1,-1
1694,-1,-1,-1
1695,-1,-1,-1
1696,-1,-1,-1
1697,-1,-1,-1
1698,1174,-1,-1
1699,1175,-1,-1
1700,1176,-1,-1
1701,1177,-1,-1
1702,-1,-1,-1
1703,-1,-1,-1
1704,1178,-1,-1
1705,-1,-1,-1
1706,1179,-1,-1
1707,1180,-1,-1
1708,1181,-1,-1
1709,1182,-1,-1
1710,-1,-1,-1
1711,1183,-1,-1
1712,1184,-1,-1
1713,1185,-1,-1
1714,-1,-1,-1
1715,1186,-1,-1
1716,-1,-1,-1
1717,1187,-1,-1
1718,-1,-1,-1
1719,-1,-1,-1
1720,1188,-1,-1
1721,1189,-1,-1
1722,1190,-1,-1
1723,1191,-1,-1
1724,-1,-1,-1
1725,1192,-1,-1
1726,1193,-1,-1
1727,1194,-1,-1
1728,-1,-1,-1
1729,1195,-1,-1
1730,-1,-1,-1
1731,1196,-1,-1
1732,-1,-1,-1
1733,1197,-1,-1
1734,1198,-1,-1
1735,-1,-1,-1
1736,1199,-1,-1
1737,-1,-1,-1
1738,1200,-1,-1
1739,1201,-1,-1
1740,-1,-1,-1
1741,1202,-1,-1
1742,1203,-1,-1
1743,-1,-1,-1
1744,1204,-1,-1
1745,-1,-1,-1
1746,1205,-1,-1
1747,-1,-1,-1
1748,-1,-1,-1
1749,-1,-1,-1
1750,1206,-1,-1
1751,1207,-1,-1
1752,-1,-1,-1
1753,1208,-1,-1
1754,-1,-1,-1
1755,1209,-1,-1
1756,1210,-1,-1
1757,1211,-1,-1
1758,-1,-1,-1
1759,1212,-1,-1
1760,-1,-1,-1
1761,-1,-1,-1
1762,1213,-1,-1
1763,1214,-1,-1
1764,1215,-1,-1
1765,1216,-1,-1
1766,1217,-1,-1
1767,-1,-1,-1
1768,1218,-1,-1
1769,-1,-1,-1
1770,1219,-1,-1
1771,-1,-1,-1
1772,1220,-1,-1
1773,1221,-1,-1
1774,1222,-1,-1
1775,-1,-1,-1
1776,1223,-1,-1
1777,-1,-1,-1
1778,1224,-1,-1
1779,1225,-1,-1
1780,1226,-1,-1
1781,1227,-1,-1
1782,1228,-1,-1
1783,1229,-1,-1
1784,1230,-1,-1
1785,-1,-1,-1
1786,1231,-1,-1
1787,1232,-1,-1
1788,1233,-1,-1
1789,-1,-1,-1
1790,1234,-1,-1
1791,1235,-1,-1
1792,1236,-1,-1
1793,1237,-1,-1
1794,-1,-1,-1
1795,1238,-1,-1
1796,1239,-1,-1
1797,-1,-1,-1
1798,1240,-1,-1
1799,1241,-1,-1
1800,1242,-1,-1
1801,1243,-1,-1
1802,1244,-1,-1
1803,-1,-1,-1
1804,-1,-1,-1
1805,1245,-1,-1
1806,1246,-1,-1
1807,-1,-1,-1
1808,1247,-1,-1
1809,-1,-1,-1
1810,-1,-1,-1
1811,-1,-1,-1
1812,-1,-1,-1
1813,-1,-1,-1
1814,-1,-1,-1
1815,-1,-1,-1
1816,-1,-1,-1
1817,-1,-1,-1
1818,-1,-1,-1
1819,-1,-1,-1
1820,-1,-1,-1
1821,-1,-1,-1
1822,-1,-1,-1
1823,-1,-1,-1
1824,-1,-1,-1
1825,-1,-1,-1
1826,-1,-1,-1
1827,-1,-1,-1
1828,-1,-1,-1
1829,-1,-1,-1
1830,-1,-1,-1
1831,-1,-1,-1
1832,-1,-1,-1
1833,-1,-1,-1
1834,-1,-1,-1
1835,-1,-1,-1
1836,-1,-1,-1
1837,-1,-1,-1
1838,-1,-1,-1
1839,-1,-1,-1
1840,-1,-1,-1
1841,-1,-1,-1
1842,-1,-1,-1
1843,-1,-1,-1
1844,-1,-1,-1
1845,-1,-1,-1
1846,-1,-1,-1
1847,-1,-1,-1
1848,-1,-1,-1
1849,-1,-1,-1
1850,-1,-1,-1
1851,-1,-1,-1
1852,-1,-1,-1
1853,-1,-1,-1
1854,-1,-1,-1
1855,-1,-1,-1
1856,-1,-1,-1
1857,-1,-1,-1
1858,-1,-1,-1
1859,-1,-1,-1
1860,-1,-1,-1
1861,-1,-1,-1
1862,-1,-1,-1
1863,-1,-1,-1
1864,-1,-1,-1
1865,-1,-1,-1
1866,-1,-1,-1
1867,-1,-1,-1
1868,-1,-1,-1
1869,-1,-1,-1
1870,-1,-1,-1
1871,-1,-1,-1
1872,-1,-1,-1
1873,-1,-1,-1
1874,-1,-1,-1
1875,-1,-1,-1
1876,-1,-1,-1
1877,-1,-1,-1
1878,-1,-1,-1
1879,-1,-1,-1
1880,-1,-1,-1
1881,-1,-1,-1
1882,-1,-1,-1
1883,-1,-1,-1
1884,-1,-1,-1
1885,-1,-1,-1
1886,-1,-1,-1
1887,-1,-1,-1
1888,-1,-1,-1
1889,-1,-1,-1
1890,-1,-1,-1
1891,-1,-1,-1
1892,-1,-1,-1
1893,-1,-1,-1
1894,-1,-1,-1
1895,-1,-1,-1
1896,-1,-1,-1
1897,-1,-1,-1
1898,-1,-1,-1
1899,-1,-1,-1
1900,-1,-1,-1
1901,-1,-1,-1
1902,-1,-1,-1
1903,-1,-1,-1
1904,-1,-1,-1
1905,-1,-1,-1
1906,-1,-1,-1
1907,-1,-1,-1
1908,-1,-1,-1
1909,-1,-1,-1
1910,-1,-1,-1
1911,-1,-1,-1
1912,-1,-1,-1
1913,-1,-1,-1
1914,-1,-1,-1
1915,-1,-1,-1
1916,-1,-1,-1
1917,-1,-1,-1
1918,-1,-1,-1
1919,-1,-1,-1
1920,-1,-1,-1
1921,-1,-1,-1
1922,-1,-1,-1
1923,-1,-1,-1
1924,-1,-1,-1
1925,-1,-1,-1
1926,-1,-1,-1
1927,-1,-1,-1
1928,-1,-1,-1
1929,-1,-1,-1
1930,-1,-1,-1
1931,-1,-1,-1
1932,-1,-1,-1
1933,-1,-1,-1
1934,-1,-1,-1
1935,-1,-1,-1
1936,-1,-1,-1
1937,-1,-1,-1
1938,-1,-1,-1
1939,-1,-1,-1
1940,-1,-1,-1
1941,-1,-1,-1
1942,-1,-1,-1
1943,-1,-1,-1
1944,1248,-1,-1
1945,-1,-1,-1
1946,-1,-1,-1
1947,-1,-1,-1
1948,-1,-1,-1
1949,1249,-1,-1
1950,1250,-1,-1
1951,-1,-1,-1
1952,-1,-1,-1
1953,1251,-1,-1
1954,1252,-1,-1
1955,-1,-1,-1
1956,1253,-1,-1
1957,-1,-1,-1
1958,1254,-1,-1
1959,1255,-1,-1
1960,1256,-1,-1
1961,-1,-1,-1
1962,-1,-1,-1
1963,1257,-1,-1
1964,-1,-1,-1
1965,1258,-1,-1
1966,1259,-1,-1
1967,1260,-1,-1
1968,1261,-1,-1
1969,1262,-1,-1
1970,1263,-1,-1
1971,1264,-1,-1
1972,-1,-1,-1
1973,1265,-1,-1
1974,1266,-1,-1
1975,-1,-1,-1
1976,1267,-1,-1
1977,1268,-1,-1
1978,1269,-1,-1
1979,1270,-1,-1
1980,1271,-1,-1
1981,1272,-1,-1
1982,-1,-1,-1
1983,1273,-1,-1
1984,1274,-1,-1
1985,1275,-1,-1
1986,1276,-1,-1
1987,1277,-1,-1
1988,1278,-1,-1
1989,1279,-1,-1
1990,1280,-1,-1
1991,1281,-1,-1
1992,1282,-1,-1
1993,-1,-1,-1
1994,-1,-1,-1
1995,1283,-1,-1
1996,-1,-1,-1
1997,1284,-1,-1
1998,-1,-1,-1
1999,1285,-1,-1
2000,1286,-1,-1
2001,1287,-1,-1
2002,1288,-1,-1
2003,1289,-1,-1
2004,-1,-1,-1
2005,1290,-1,-1
2006,1291,-1,-1
2007,1292,-1,-1
2008,1293,-1,-1
2009,1294,-1,-1
2010,1295,-1,-1
2011,-1,-1,-1
2012,1296,-1,-1
2013,1297,-1,-1
2014,-1,-1,-1
2015,1298,-1,-1
2016,1299,-1,-1
2017,1300,-1,-1
2018,1301,-1,-1
2019,1302,-1,-1
2020,1303,-1,-1
2021,-1,-1,-1
2022,1304,-1,-1
2023,-1,-1,-1
2024,-1,-1,-1
2025,1305,-1,-1
2026,-1,-1,-1
2027,-1,-1,-1
2028,-1,-1,-1
2029,-1,-1,-1
2030,1306,-1,-1
2031,-1,-1,-1
2032,1307,-1,-1
2033,1308,-1,-1
2034,1309,-1,-1
2035,-1,-1,-1
2036,1310,-1,-1
2037,1311,-1,-1
2038,1312,-1,-1
2039,1313,-1,-1
2040,1314,-1,-1
2041,1315,-1,-1
2042,-1,-1,-1
2043,-1,-1,-1
2044,-1,-1,-1
2045,1316,-1,-1
2046,-1,-1,-1
2047,-1,-1,-1
2048,-1,-1,-1
2049,1317,-1,-1
2050,1318,-1,-1
2051,-1,-1,-1
2052,1319,-1,-1
2053,1320,-1,-1
2054,-1,-1,-1
2055,1321,-1,-1
2056,1322,-1,-1
2057,1323,-1,-1
2058,1324,-1,-1
2059,1325,-1,-1
2060,-1,-1,-1
2061,1326,-1,-1
2062,-1,-1,-1
2063,1327,-1,-1
2064,1328,-1,-1
2065,1329,-1,-1
2066,1330,-1,-1
2067,1331,-1,-1
2068,-1,-1,-1
2069,1332,-1,-1
2070,-1,-1,-1
2071,1333,-1,-1
2072,1334,-1,-1
2073,1335,-1,-1
2074,1336,-1,-1
2075,1337,-1,-1
2076,1338,-1,-1
2077,1339,-1,-1
2078,1340,-1,-1
2079,-1,-1,-1
2080,1341,-1,-1
2081,1342,-1,-1
2082,1343,-1,-1
2083,1344,-1,-1
2084,1345,-1,-1
2085,1346,-1,-1
2086,1347,-1,-1
2087,-1,-1,-1
2088,1348,-1,-1
2089,1349,-1,-1
2090,1350,-1,-1
2091,-1,-1,-1
2092,-1,-1,-1
2093,-1,-1,-1
2094,1351,-1,-1
2095,-1,-1,-1
2096,1352,-1,-1
2097,-1,-1,-1
2098,1353,-1,-1
2099,1354,-1,-1
2100,1355,-1,-1
2101,-1,-1,-1
2102,1356,-1,-1
2103,1357,-1,-1
2104,-1,-1,-1
2105,-1,-1,-1
2106,1358,-1,-1
2107,1359,-1,-1
2108,1360,-1,-1
2109,1361,-1,-1
2110,1362,-1,-1
2111,-1,-1,-1
2112,1363,-1,-1
2113,-1,-1,-1
2114,1364,-1,-1
2115,1365,-1,-1
2116,1366,-1,-1
2117,1367,-1,-1
2118,1368,-1,-1
2119,1369,-1,-1
2120,1370,-1,-1
2121,1371,-1,-1
2122,1372,-1,-1
2123,-1,-1,-1
2124,1373,-1,-1
2125,-1,-1,-1
2126,1374,-1,-1
2127,1375,-1,-1
2128,-1,-1,-1
2129,1376,-1,-1
2130,1377,-1,-1
2131,-1,-1,-1
2132,-1,-1,-1
2133,1378,-1,-1
2134,1379,-1,-1
2135,-1,-1,-1
2136,1380,-1,-1
2137,1381,-1,-1
2138,1382,-1,-1
2139,-1,-1,-1
2140,1383,-1,-1
2141,1384,-1,-1
2142,1385,-1,-1
2143,1386,-1,-1
2144,1387,-1,-1
2145,1388,-1,-1
2146,1389,-1,-1
2147,-1,-1,-1
2148,1390,-1,-1
2149,1391,-1,-1
2150,1392,-1,-1
2151,1393,-1,-1
2152,-1,-1,-1
2153,1394,-1,-1
2154,-1,-1,-1
2155,1395,-1,-1
2156,-1,-1,-1
2157,1396,-1,-1
2158,1397,-1,-1
2159,1398,-1,-1
2160,1399,-1,-1
2161,1400,-1,-1
2162,1401,-1,-1
2163,1402,-1,-1
2164,1403,-1,-1
2165,1404,-1,-1
2166,1405,-1,-1
2167,1406,-1,-1
2168,1407,-1,-1
2169,1408,-1,-1
2170,1409,-1,-1
2171,1410,-1,-1
2172,1411,-1,-1
2173,1412,-1,-1
2174,1413,-1,-1
2175,1414,-1,-1
2176,1415,-1,-1
2177,1416,-1,-1
2178,1417,-1,-1
2179,1418,-1,-1
2180,1419,-1,-1
2181,1420,-1,-1
2182,1421,-1,-1
2183,1422,-1,-1
2184,1423,-1,-1
2185,1424,-1,-1
2186,1425,-1,-1
2187,1426,-1,-1
2188,1427,-1,-1
2189,1428,-1,-1
2190,1429,-1,-1
2191,1430,-1,-1
2192,1431,-1,-1
2193,1432,-1,-1
2194,1433,-1,-1
2195,1434,-1,-1
2196,1435,-1,-1
2197,1436,-1,-1
2198,1437,-1,-1
2199,1438,-1,-1
2200,1439,-1,-1
2201,1440,-1,-1
2202,1441,-1,-1
2203,1442,-1,-1
2204,1443,-1,-1
2205,1444,-1,-1
2206,1445,-1,-1
2207,1446,-1,-1
2208,1447,-1,-1
2209,1448,-1,-1
2210,1449,-1,-1
2211,1450,-1,-1
2212,1451,-1,-1
2213,1452,-1,-1
2214,1453,-1,-1
2215,1454,-1,-1
2216,1455,-1,-1
2217,1456,-1,-1
2218,1457,-1,-1
2219,1458,-1,-1
2220,1459,-1,-1
2221,1460,-1,-1
2222,1461,-1,-1
2223,1462,-1,-1
2224,1463,-1,-1
2225,1464,-1,-1
2226,1465,-1,-1
2227,1466,-1,-1
2228,1467,-1,-1
2229,1468,-1,-1
2230,1469,-1,-1
2231,1470,-1,-1
2232,1471,-1,-1
2233,1472,-1,-1
2234,1473,-1,-1
2235,1474,-1,-1
2236,1475,-1,-1
2237,1476,-1,-1
2238,1477,-1,-1
2239,1478,-1,-1
2240,1479,-1,-1
2241,1480,-1,-1
2242,1481,-1,-1
2243,1482,-1,-1
2244,1483,-1,-1
2245,1484,-1,-1
2246,1485,-1,-1
2247,1486,-1,-1
2248,1487,-1,-1
2249,1488,-1,-1
2250,1489,-1,-1
2251,1490,-1,-1
2252,1491,-1,-1
2253,1492,-1,-1
2254,1493,-1,-1
2255,1494,-1,-1
2256,1495,-1,-1
2257,1496,-1,-1
2258,-1,-1,-1
2259,1497,-1,-1
2260,1498,-1,-1
2261,1499,-1,-1
2262,1500,-1,-1
2263,-1,-1,-1
2264,1501,-1,-1
2265,1502,-1,-1
2266,1503,-1,-1
2267,-1,-1,-1
2268,1504,-1,-1
2269,1505,-1,-1
2270,-1,-1,-1
2271,-1,-1,-1
2272,-1,-1,-1
2273,1506,-1,-1
2274,1507,-1,-1
2275,-1,-1,-1
2276,-1,-1,-1
2277,1508,-1,-1
2278,-1,-1,-1
2279,-1,-1,-1
2280,1509,-1,-1
2281,1510,-1,-1
2282,1511,-1,-1
2283,-1,-1,-1
2284,1512,-1,-1
2285,-1,-1,-1
2286,1513,-1,-1
2287,-1,-1,-1
2288,-1,-1,-1
2289,1514,-1,-1
2290,1515,-1,-1
2291,1516,-1,-1
2292,1517,-1,-1
2293,1518,-1,-1
2294,1519,-1,-1
2295,-1,-1,-1
2296,-1,-1,-1
2297,-1,-1,-1
2298,1520,-1,-1
2299,-1,-1,-1
2300,-1,-1,-1
2301,-1,-1,-1
2302,1521,-1,-1
2303,1522,-1,-1
2304,-1,-1,-1
2305,-1,-1,-1
2306,1523,-1,-1
2307,-1,-1,-1
2308,1524,-1,-1
2309,-1,-1,-1
2310,-1,-1,-1
2311,1525,-1,-1
2312,1526,-1,-1
2313,1527,-1,-1
2314,1528,-1,-1
2315,1529,-1,-1
2316,1530,-1,-1
2317,1531,-1,-1
2318,1532,-1,-1
2319,1533,-1,-1
2320,1534,-1,-1
2321,-1,-1,-1
2322,1535,-1,-1
2323,1536,-1,-1
2324,1537,-1,-1
2325,1538,-1,-1
2326,-1,-1,-1
2327,1539,-1,-1
2328,-1,-1,-1
2329,1540,-1,-1
2330,1541,-1,-1
2331,1542,-1,-1
2332,-1,-1,-1
2333,1543,-1,-1
2334,1544,-1,-1
2335,1545,-1,-1
2336,1546,-1,-1
2337,-1,-1,-1
2338,1547,-1,-1
2339,1548,-1,-1
2340,1549,-1,-1
2341,1550,-1,-1
2342,1551,-1,-1
2343,1552,-1,-1
2344,1553,-1,-1
2345,-1,-1,-1
2346,1554,-1,-1
2347,1555,-1,-1
2348,-1,-1,-1
2349,-1,-1,-1
2350,1556,-1,-1
2351,-1,-1,-1
2352,1557,-1,-1
2353,1558,-1,-1
2354,1559,-1,-1
2355,1560,-1,-1
2356,-1,-1,-1
2357,1561,-1,-1
2358,-1,-1,-1
2359,1562,-1,-1
2360,1563,-1,-1
2361,1564,-1,-1
2362,-1,-1,-1
2363,-1,-1,-1
2364,1565,-1,-1
2365,1566,-1,-1
2366,1567,-1,-1
2367,1568,-1,-1
2368,1569,-1,-1
2369,1570,-1,-1
2370,1571,-1,-1
2371,1572,-1,-1
2372,-1,-1,-1
2373,1573,-1,-1
2374,-1,-1,-1
2375,1574,-1,-1
2376,-1,-1,-1
2377,-1,-1,-1
2378,-1,-1,-1
2379,-1,-1,-1
2380,1575,-1,-1
2381,1576,-1,-1
2382,-1,-1,-1
2383,-1,-1,-1
2384,-1,-1,-1
2385,1577,-1,-1
2386,1578,-1,-1
2387,1579,-1,-1
2388,1580,-1,-1
2389,-1,-1,-1
2390,1581,-1,-1
2391,-1,-1,-1
2392,1582,-1,-1
2393,-1,-1,-1
2394,-1,-1,-1
2395,1583,-1,-1
2396,1584,-1,-1
2397,1585,-1,-1
2398,1586,-1,-1
2399,1587,-1,-1
2400,-1,-1,-1
2401,1588,-1,-1
2402,1589,-1,-1
2403,-1,-1,-1
2404,-1,-1,-1
2405,-1,-1,-1
2406,1590,-1,-1
2407,-1,-1,-1
2408,-1,-1,-1
2409,1591,-1,-1
2410,1592,-1,-1
2411,-1,-1,-1
2412,1593,-1,-1
2413,1594,-1,-1
2414,-1,-1,-1
2415,1595,-1,-1
2416,1596,-1,-1
2417,1597,-1,-1
2418,1598,-1,-1
2419,-1,-1,-1
2420,1599,-1,-1
2421,1600,-1,-1
2422,1601,-1,-1
2423,1602,-1,-1
2424,-1,-1,-1
2425,-1,-1,-1
2426,1603,-1,-1
2427,-1,-1,-1
2428,1604,-1,-1
2429,-1,-1,-1
2430,-1,-1,-1
2431,1605,-1,-1
2432,1606,-1,-1
2433,-1,-1,-1
2434,1607,-1,-1
2435,1608,-1,-1
2436,1609,-1,-1
2437,1610,-1,-1
2438,1611,-1,-1
2439,1612,-1,-1
2440,-1,-1,-1
2441,1613,-1,-1
2442,1614,-1,-1
2443,1615,-1,-1
2444,1616,-1,-1
2445,-1,-1,-1
2446,1617,-1,-1
2447,1618,-1,-1
2448,1619,-1,-1
2449,1620,-1,-1
2450,-1,-1,-1
2451,1621,-1,-1
2452,-1,-1,-1
2453,1622,-1,-1
2454,1623,-1,-1
2455,1624,-1,-1
2456,1625,-1,-1
2457,1626,-1,-1
2458,1627,-1,-1
2459,-1,-1,-1
2460,1628,-1,-1
2461,1629,-1,-1
2462,-1,-1,-1
2463,-1,-1,-1
2464,-1,-1,-1
2465,-1,-1,-1
2466,-1,-1,-1
2467,-1,-1,-1
2468,-1,-1,-1
2469,1630,-1,-1
2470,-1,-1,-1
2471,1631,-1,-1
2472,1632,-1,-1
2473,-1,-1,-1
2474,1633,-1,-1
2475,-1,-1,-1
2476,1634,-1,-1
2477,-1,-1,-1
2478,-1,-1,-1
2479,-1,-1,-1
2480,1635,-1,-1
2481,1636,-1,-1
2482,1637,-1,-1
2483,1638,-1,-1
2484,1639,-1,-1
2485,1640,-1,-1
2486,-1,-1,-1
2487,-1,-1,-1
2488,-1,-1,-1
2489,-1,-1,-1
2490,1641,-1,-1
2491,1642,-1,-1
2492,-1,-1,-1
